Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0012478	XP_012643408.1	XP_021090588.2
OG0012479	XP_012643412.1, XP_020144509.1	XP_012978571.1
OG0012480	XP_012643418.1	XP_012978561.1
OG0012481	XP_012616056.1	XP_012975826.3
OG0012482	XP_020140017.1	XP_005071349.1
OG0012483	XP_012614103.1, XP_012599942.1	XP_005073432.2
OG0012484	XP_012599843.1	XP_012971296.1
OG0012485	XP_012646690.2	XP_005080280.1
OG0012486	XP_012628045.1	XP_005071369.2
OG0012487	XP_020137785.1	XP_021090586.2
OG0012488	XP_012599862.1	XP_040594966.1
OG0012489	XP_012599827.1	XP_005073440.1
OG0012490	XP_012599880.1	XP_005073458.1
OG0012491	XP_012599817.1	XP_040594950.1
OG0012492	XP_012599930.1	XP_012971291.1
OG0012493	XP_012599915.1	XP_040594245.1
OG0012494	XP_020139927.1	XP_012971338.1
OG0012495	XP_012599794.1, XP_020142357.1	XP_040593644.1
OG0012496	XP_012599907.2	XP_005073503.1
OG0012497	XP_020139906.1	XP_005079916.1
OG0012498	XP_012616270.1	XP_040593090.1
OG0012499	XP_012637197.1	XP_012978077.1
OG0012500	XP_020139976.1	XP_021090225.1
OG0012501	XP_012637084.1	XP_040593525.1
OG0012502	XP_012612083.1	XP_005079055.1
OG0012503	XP_012591141.1	XP_012969839.1
OG0012504	XP_012591256.1	XP_012969816.1
OG0012505	XP_012591299.1	XP_005071347.1
OG0012506	XP_012591454.1	XP_005071337.2
OG0012507	XP_012591773.1	XP_005071327.1
OG0012508	XP_020141059.1	XP_005071364.1
OG0012509	XP_012620498.1	XP_040593198.1
OG0012510	XP_012620518.1	XP_005071390.1
OG0012511	XP_012620520.1	XP_040593832.1
OG0012512	XP_012620553.1	XP_040595317.1
OG0012513	XP_012620561.1	XP_005071394.1
OG0012514	XP_012620564.1	XP_012969723.2
OG0012515	XP_012619085.1	XP_005071418.1
OG0012516	XP_012639379.1	XP_005071530.3
OG0012517	XP_012639359.1	XP_005071427.1
OG0012518	XP_012639321.1	XP_005071446.1
OG0012519	XP_012593774.1	XP_021087576.2
OG0012520	XP_012606666.1	XP_012974672.1
OG0012521	XP_012606618.1	XP_005078218.1
OG0012522	XP_012606630.1	XP_005078219.1
OG0012523	XP_012606721.1	XP_005078212.1
OG0012524	XP_012606660.2	XP_005078207.1
OG0012525	XP_012606638.1	XP_040593306.1
OG0012526	XP_012606750.1	XP_005078195.1
OG0012527	XP_012606787.1	XP_005078193.1
OG0012528	XP_012606597.1	XP_005078191.2
OG0012529	XP_020137219.1	XP_040594812.1
OG0012530	XP_012606715.1	XP_040594858.1
OG0012531	XP_012606685.1	XP_005078178.1
OG0012532	XP_012606672.1	XP_040594341.1
OG0012533	XP_012623163.1	XP_012976134.1
OG0012534	XP_012623176.1	XP_021088671.2
OG0012535	XP_012623188.1	XP_040608414.1
OG0012536	XP_012623195.1	XP_005088596.1
OG0012537	XP_012623230.1	XP_005080192.1
OG0012538	XP_012623288.1	XP_005080201.1
OG0012539	XP_012623308.1	XP_005080213.1
OG0012540	XP_012623300.1	XP_005080219.3
OG0012541	XP_012623392.1	XP_040608318.1
OG0012542	XP_020140955.1	XP_021088673.2
OG0012543	XP_012646677.1	XP_040608258.1
OG0012544	XP_012646706.1	XP_005080284.1
OG0012545	XP_012645765.1	XP_005076530.1
OG0012546	XP_012607247.2	XP_012978295.1
OG0012548	XP_020137991.1	XP_040613890.1
OG0012549	XP_012597575.1	XP_012979842.1
OG0012550	XP_020137967.1	XP_005065392.1
OG0012551	XP_012638032.1, XP_012621563.1	XP_040613830.1
OG0012552	XP_012638023.1	XP_021090554.1
OG0012553	XP_012638020.1	XP_040613817.1
OG0012554	XP_012638012.1	XP_012980217.1
OG0012555	XP_020137698.1	XP_040613802.1
OG0012556	XP_012601419.1	XP_040613783.1
OG0012557	XP_012601431.1	XP_040613781.1
OG0012558	XP_012601562.1	XP_005065434.1
OG0012559	XP_012601729.1	XP_005065433.2
OG0012560	XP_012601554.1	XP_040613766.1
OG0012561	XP_012601624.1	XP_040613764.1
OG0012562	XP_020137811.1	XP_021090793.1
OG0012563	XP_012601535.1	XP_005083088.1
OG0012564	XP_012601401.1	XP_005083087.1
OG0012565	XP_012601598.1	XP_005082624.1
OG0012566	XP_012601595.1	XP_040608842.1
OG0012567	XP_020137836.1	XP_040608855.1
OG0012568	XP_012601615.1	XP_040608870.1
OG0012569	XP_012601728.1	XP_005074721.1
OG0012570	XP_012601689.1	XP_040597654.1
OG0012571	XP_012601590.1	XP_040597612.1
OG0012572	XP_012633113.1	XP_040598855.1
OG0012573	XP_012597398.1	XP_012980938.1
OG0012574	XP_012594024.1	XP_005068445.1
OG0012575	XP_012608172.1	XP_005085624.2
OG0012576	XP_012608143.1	XP_005085627.1
OG0012577	XP_012608053.1	XP_040596601.1
OG0012578	XP_020141466.1, XP_020141464.1	XP_040596592.1
OG0012579	XP_012608198.1	XP_005085639.2
OG0012580	XP_012611455.1	XP_021091896.2
OG0012581	XP_012611471.1	XP_005085663.1
OG0012582	XP_012611497.1	XP_005085673.1
OG0012583	XP_012611526.1	XP_040596588.1
OG0012584	XP_012628893.1	XP_040599051.1
OG0012585	XP_012628910.1	XP_040599055.1
OG0012586	XP_012628857.1	XP_040599021.1
OG0012587	XP_012614003.1	XP_040599020.1
OG0012588	XP_012591966.1	XP_005080564.1
OG0012589	XP_012622487.1	XP_040598994.1
OG0012590	XP_012622509.1	XP_040598979.1
OG0012591	XP_012622521.1	XP_021088885.2
OG0012592	XP_012638236.1	XP_021084870.1
OG0012593	XP_012638245.2	XP_040598951.1
OG0012594	XP_012602010.1	XP_005072860.1
OG0012595	XP_012613365.1	XP_005072855.2
OG0012596	XP_020141395.1	XP_040598938.1
OG0012597	XP_020141392.1	XP_040598934.1
OG0012598	XP_012613423.1	XP_040598933.1
OG0012599	XP_012613352.1	XP_012970854.1
OG0012600	XP_012613412.1	XP_040598923.1
OG0012601	XP_020141411.1	XP_021084471.1
OG0012602	XP_012613486.1	XP_005072841.1
OG0012603	XP_012613458.1	XP_040591835.1
OG0012604	XP_012613408.1	XP_005085868.2
OG0012605	XP_012613452.1	XP_040591664.1
OG0012606	XP_012613497.1	XP_012980498.1
OG0012607	XP_012613360.1	XP_040591666.1
OG0012608	XP_012613481.1	XP_005085863.1
OG0012609	XP_020141708.1	XP_040598896.1
OG0012610	XP_012641087.1	XP_040598898.1
OG0012611	XP_012641093.1	XP_005072837.1
OG0012612	XP_012633219.1	XP_005072828.1
OG0012613	XP_012633092.1	XP_005072826.1
OG0012614	XP_012633099.1	XP_040598870.1
OG0012615	XP_012633107.1	XP_040598866.1
OG0012616	XP_020141343.1	XP_005072820.1
OG0012617	XP_012633180.1	XP_040598815.1
OG0012618	XP_012636541.1	XP_005072802.1
OG0012619	XP_012636542.1	XP_040598806.1
OG0012620	XP_020141329.1	XP_005072804.1
OG0012621	XP_012636573.1	XP_005072797.1
OG0012622	XP_012636583.1	XP_005072793.1
OG0012623	XP_020141298.1	XP_021084440.1
OG0012624	XP_012636608.1	XP_040598761.1
OG0012625	XP_012636618.1	XP_040598758.1
OG0012626	XP_012636625.1	XP_005072871.1
OG0012627	XP_012611596.1	XP_040598748.1
OG0012628	XP_012611556.1	XP_040598733.1
OG0012629	XP_020141254.1	XP_040598725.1
OG0012630	XP_012596467.1	XP_021084426.1
OG0012631	XP_012596736.1	XP_012970845.1
OG0012632	XP_012596925.2	XP_040598709.1
OG0012633	XP_012597254.1	XP_040598697.1
OG0012634	XP_012597299.1	XP_005086443.1
OG0012635	XP_012597591.1	XP_005086431.1
OG0012636	XP_012597853.1	XP_040598648.1
OG0012637	XP_012597780.1	XP_005086423.1
OG0012638	XP_012598050.1	XP_040598643.1
OG0012639	XP_012598423.1	XP_005084071.2
OG0012640	XP_012613738.1	XP_040598602.1
OG0012641	XP_012629423.1	XP_040598574.1
OG0012642	XP_012629383.1	XP_040598556.1
OG0012643	XP_012594082.1	XP_005068424.1
OG0012644	XP_020141217.1	XP_040598459.1
OG0012645	XP_012602529.1	XP_040598437.1
OG0012646	XP_012602561.1	XP_040598435.1
OG0012647	XP_012602575.1	XP_005068310.1
OG0012648	XP_012601753.1	XP_012967636.1
OG0012649	XP_012601915.1	XP_040598394.1
OG0012650	XP_012601837.1	XP_040598318.1
OG0012651	XP_020141237.1	XP_040598303.1
OG0012652	XP_012613501.1	XP_040600807.1
OG0012653	XP_020141704.1	XP_005084068.1
OG0012654	XP_012601965.1	XP_005068370.1
OG0012655	XP_012598656.1	XP_005070216.3
OG0012656	XP_012645214.1	XP_021086176.1
OG0012657	XP_012646214.1	XP_005077019.1
OG0012658	XP_020145197.1	XP_005083718.1
OG0012659	XP_012627711.2	XP_021091851.1
OG0012660	XP_020145094.1	XP_040592820.1
OG0012661	XP_012644862.1	XP_005069856.1
OG0012662	XP_012642097.1	XP_005070129.1
OG0012663	XP_012621236.1	XP_005087421.1
OG0012664	XP_012621395.1	XP_005075972.1
OG0012665	XP_012621485.1	XP_005075944.1
OG0012666	XP_012597727.1	XP_040603954.1
OG0012667	XP_012596074.1	XP_005077149.3
OG0012668	XP_012637542.1	XP_040600803.1
OG0012669	XP_012632739.2	XP_040606167.1
OG0012670	XP_012632729.2	XP_040606156.1
OG0012671	XP_020136640.1	XP_040606144.1
OG0012672	XP_020136478.1	XP_040606136.1, XP_040606142.1, XP_040606141.1, XP_040606139.1, XP_040606138.1, XP_040606140.1
OG0012673	XP_012644868.1	XP_005069859.1
OG0012674	XP_012644898.1	XP_040606109.1
OG0012675	XP_020142394.1, XP_012644899.1	XP_005070234.1
OG0012676	XP_012644905.1	XP_012968640.1
OG0012677	XP_012644910.1	XP_005069873.1
OG0012678	XP_020136878.1, XP_020136645.1	XP_005069884.1
OG0012679	XP_012644927.1	XP_005069890.1
OG0012680	XP_020136538.1	XP_040606092.1
OG0012681	XP_020136657.1	XP_021082692.1
OG0012682	XP_012611763.1	XP_005069897.1
OG0012683	XP_012611645.1	XP_012968582.1, NP_001268610.1
OG0012684	XP_012611756.1	XP_040606049.1
OG0012685	XP_012611674.1	XP_040606046.1
OG0012686	XP_012634373.2	XP_012968905.1
OG0012687	XP_012634363.1	XP_040606042.1
OG0012688	XP_012634342.1	XP_040606018.1
OG0012689	XP_020136542.1	XP_040606017.1
OG0012690	XP_012634323.1	XP_005069943.1
OG0012691	XP_012634314.1	XP_005069947.1
OG0012692	XP_012634312.1	XP_040606009.1
OG0012693	XP_012634300.1	XP_005069964.1
OG0012694	XP_012634278.1	XP_005069969.1
OG0012695	XP_012634255.1	XP_012968733.1
OG0012696	XP_012634239.1	XP_005069980.1
OG0012697	XP_012634198.1	XP_005070002.1
OG0012698	XP_012602874.1	XP_005070048.1
OG0012699	XP_012602875.1	XP_005070050.2
OG0012700	XP_012602912.2	XP_040605900.1
OG0012701	XP_012602795.1	XP_040605897.1
OG0012702	XP_012602918.1	XP_040605884.1
OG0012703	XP_012602953.1	XP_005070067.1
OG0012704	XP_012602931.1	XP_021082811.1
OG0012705	XP_012602834.1	XP_040605833.1
OG0012706	XP_012642302.1	XP_012968687.1
OG0012707	XP_012606518.1	XP_005070113.1
OG0012708	XP_012606543.1	XP_005070105.1
OG0012709	XP_012642269.1	XP_012968877.1
OG0012710	XP_012642241.1	XP_040605740.1
OG0012711	XP_012642171.1	XP_040605761.1
OG0012712	XP_012642139.1	XP_005070145.1
OG0012713	XP_012642136.1	XP_005070141.1
OG0012714	XP_012642116.1	XP_021082827.1
OG0012715	XP_012642106.1	XP_021082823.1
OG0012716	XP_012642105.1	XP_040605790.1
OG0012717	XP_012598683.1	XP_040605689.1
OG0012718	XP_012598686.1	XP_040605688.1
OG0012719	XP_012598687.1	XP_005070188.1
OG0012720	XP_020136397.1	XP_005070195.1
OG0012721	XP_012598721.1	XP_005070202.2
OG0012722	XP_012598647.1	XP_040605663.1
OG0012723	XP_012598662.1	XP_040605646.1
OG0012724	XP_012621196.1	XP_040605632.1
OG0012725	XP_020136747.1	XP_005087443.1
OG0012726	XP_012621188.1	XP_005087442.1
OG0012727	XP_012621199.1	XP_005087440.1
OG0012728	XP_012621290.1	XP_005076023.1
OG0012729	XP_012621318.1	XP_005076010.1
OG0012730	XP_012621327.1	XP_012973117.1
OG0012731	XP_012621331.1	XP_005076004.1
OG0012732	XP_012621369.2	XP_005075984.1
OG0012733	XP_012621372.1	XP_040605562.1
OG0012734	XP_012621377.1	XP_005075974.1
OG0012735	XP_012621389.1	XP_040605552.1
OG0012736	XP_012621396.1	XP_040605549.1
OG0012737	XP_012621418.1	XP_005075969.1
OG0012738	XP_012621478.1	XP_040605506.1
OG0012739	XP_012621499.1	XP_040605501.1
OG0012740	XP_012645170.1	XP_040605474.1
OG0012741	XP_012645173.1	XP_012973043.1
OG0012742	XP_012645189.1	XP_005075912.1
OG0012743	XP_012645212.1	XP_005075903.1
OG0012744	XP_012645237.1	XP_040605461.1
OG0012745	XP_012645242.2	XP_005075894.1
OG0012746	XP_012645253.1	XP_040605439.1
OG0012747	XP_012628901.1	XP_005075877.1
OG0012748	XP_012634393.1	XP_021086165.1
OG0012749	XP_012601142.1	XP_040605396.1
OG0012750	XP_012618006.1	XP_040605383.1
OG0012751	XP_012620264.1	XP_040605376.1
OG0012752	XP_012622380.1	XP_005076946.2
OG0012753	XP_012623059.1	XP_005076949.1
OG0012754	XP_012628211.1	XP_012973843.1
OG0012755	XP_012633118.1	XP_040605308.1
OG0012756	XP_012634611.1	XP_021086750.1
OG0012757	XP_012635671.1	XP_040605306.1
OG0012758	XP_012636500.1	XP_040605287.1
OG0012759	XP_012637423.1	XP_005076984.1
OG0012760	XP_012638259.1	XP_005076994.1
OG0012761	XP_012645530.2	XP_005077136.3
OG0012762	XP_012592659.1	XP_040605203.1
OG0012763	XP_012593107.1	XP_005077038.1
OG0012764	XP_012593987.1	XP_040605199.1
OG0012765	XP_012594169.1	XP_005077042.1
OG0012766	XP_012637055.1	XP_012973818.1
OG0012767	XP_012596136.1	XP_005077062.1
OG0012768	XP_012596259.1	XP_040605172.1
OG0012769	XP_012596156.1	XP_005077072.1
OG0012770	XP_012596042.1	XP_005077089.1
OG0012771	XP_012596048.1	XP_005077088.1
OG0012772	XP_012596174.1	XP_040605158.1
OG0012773	XP_012596143.1	XP_040605117.1
OG0012774	XP_012596146.1	XP_040605110.1
OG0012775	XP_012596148.1	XP_005077103.1
OG0012776	XP_012596075.1	XP_040605106.1
OG0012777	XP_012596151.1	XP_040605103.1
OG0012778	XP_012596152.1	XP_005067431.1
OG0012779	XP_012596020.1	XP_005067436.1
OG0012780	XP_012596021.1	XP_005067439.1
OG0012781	XP_012596268.1	XP_005067444.1
OG0012782	XP_012596085.2	XP_005067447.1
OG0012783	XP_012596087.1	XP_005067449.1
OG0012784	XP_012596105.1	XP_040605071.1
OG0012785	XP_012596107.1	XP_040605073.1
OG0012786	XP_012596109.1	XP_005067458.1
OG0012787	XP_012596248.1	XP_005067463.2
OG0012788	XP_020136826.1	XP_021081325.2
OG0012789	XP_012634776.1	XP_012967031.1
OG0012790	XP_012634766.1	XP_005067867.1
OG0012791	XP_012634759.1	XP_021081333.1
OG0012792	XP_012639855.1	XP_012978735.1, XP_005083789.1, XP_012978736.1, XP_012978734.1
OG0012793	XP_020145167.1	XP_040601200.1
OG0012794	XP_012639965.2	XP_005083747.1
OG0012795	XP_012639967.1	XP_005083742.1
OG0012796	XP_012639987.1	XP_040601185.1
OG0012797	XP_012639997.1	XP_005083733.1
OG0012798	XP_012637484.1	XP_005083703.1
OG0012800	XP_012637510.1	XP_040601139.1
OG0012801	XP_012637455.1	XP_040601107.1, XP_040589166.1
OG0012802	XP_020145149.1	XP_040601094.1
OG0012803	XP_012637445.1	XP_005085454.1
OG0012804	XP_012599565.1	XP_040601073.1
OG0012805	XP_020145127.1	XP_012981885.1
OG0012806	XP_012609968.1	XP_005085575.1
OG0012807	XP_012627688.1	XP_040600942.1, XP_040600943.1
OG0012808	XP_012627629.1	XP_040600987.1
OG0012809	XP_012627615.1	XP_005085538.1
OG0012810	XP_012627617.1	XP_005085539.1
OG0012811	XP_012627610.1	XP_005085536.1
OG0012812	XP_012627594.1	XP_040601014.1
OG0012813	XP_012627602.1	XP_040601015.1
OG0012814	XP_020145101.1	XP_005085530.1
OG0012815	XP_012627501.1	XP_040592836.1
OG0012816	XP_012627456.1	XP_005087591.3
OG0012817	XP_012627412.1	XP_005082118.1
OG0012818	XP_012627373.1	XP_040591657.1
OG0012819	XP_012627353.1	XP_040591487.1
OG0012820	XP_012627352.1	XP_012977507.1
OG0012821	XP_012627331.1	XP_012977440.2, XP_040591205.1
OG0012822	XP_012627301.1	XP_005139352.2
OG0012823	XP_012627227.1	XP_005082169.2
OG0012824	XP_012627216.1	XP_012977472.1
OG0012825	XP_012609719.1	XP_005079793.3
OG0012826	XP_012613343.1	XP_040608733.1
OG0012827	XP_012612624.1	XP_005082955.1
OG0012828	XP_020141864.1	XP_040585590.1
OG0012829	XP_012612321.1	XP_040594941.1
OG0012830	XP_012605507.1	XP_005071178.1
OG0012831	XP_012605506.1	XP_021083388.1
OG0012832	XP_012605602.1	XP_005071163.1
OG0012833	XP_012608607.1, XP_012597607.1	XP_012971276.1
OG0012834	XP_012632488.1	XP_005079805.1
OG0012835	XP_020143158.1	XP_040610593.1
OG0012836	XP_012608789.1	XP_005079769.2
OG0012837	XP_012609317.1	NP_001268551.1
OG0012838	XP_012609582.1	XP_005079787.1
OG0012839	XP_012618363.1	XP_040610654.1, XP_012966353.2
OG0012840	XP_020143142.1	XP_040610655.1
OG0012842	XP_012632479.1	XP_005079802.1
OG0012843	XP_012632491.1	XP_040610671.1
OG0012844	XP_012632489.1	XP_005079807.1
OG0012845	XP_012632540.1	XP_040610690.1
OG0012846	XP_012632553.1	XP_040610695.1
OG0012847	XP_020143101.1	XP_040610696.1
OG0012848	XP_012632585.1	XP_021088451.1
OG0012849	XP_012632598.1	XP_012975727.1
OG0012850	XP_012632606.1	XP_005079841.1
OG0012851	XP_012632610.1	XP_040610712.1
OG0012852	XP_012637811.1	XP_040610715.1
OG0012853	XP_012637824.1	XP_040610726.1
OG0012854	XP_012637832.1	XP_040610731.1
OG0012855	XP_012637836.1	XP_005079844.1
OG0012856	XP_012637846.1	XP_040610738.1
OG0012857	XP_012637867.1	XP_040610746.1
OG0012858	XP_012637869.1	XP_005081565.1
OG0012859	XP_012637873.1	XP_012977021.1
OG0012860	XP_012644166.1	XP_005081549.1
OG0012861	XP_012644949.1	XP_005067164.1
OG0012862	XP_012644956.1	XP_005067160.1
OG0012863	XP_012644979.1	XP_040609909.1
OG0012864	XP_012645020.2	XP_005067134.2
OG0012865	XP_020143425.1	XP_040609940.1
OG0012866	XP_012645042.1	XP_005067126.1
OG0012867	XP_020143421.1	XP_005067121.2
OG0012868	XP_012612767.1	XP_040609964.1
OG0012869	XP_012612802.1	XP_040609966.1
OG0012870	XP_012612846.2	XP_040609969.1
OG0012871	XP_020143411.1	XP_012966835.1
OG0012872	XP_012612912.1	XP_040609974.1
OG0012873	XP_012612949.1	XP_005067111.2
OG0012874	XP_012613027.1	XP_040609984.1
OG0012875	XP_012613204.2	XP_012966458.1
OG0012876	XP_020143297.1	XP_040610008.1
OG0012877	XP_012597246.1	XP_040610017.1
OG0012878	XP_012597311.1	XP_040608645.1
OG0012879	XP_012597303.1	XP_040608647.1
OG0012880	XP_012597227.1	XP_040608660.1
OG0012881	XP_012597105.1	XP_005067065.2
OG0012882	XP_012597120.1	XP_040610030.1
OG0012883	XP_012597194.1	XP_005067056.1
OG0012884	XP_020143375.1	XP_005067054.1
OG0012885	XP_012597367.1	XP_012966664.1
OG0012886	XP_012597295.1	XP_040610088.1
OG0012887	XP_012597298.1	XP_005067036.1
OG0012888	XP_012597275.1	XP_005067031.1
OG0012889	XP_012597270.1	XP_040610104.1
OG0012890	XP_012642583.1	XP_040610133.1
OG0012891	XP_020143349.1	XP_005067010.1
OG0012892	XP_012642564.1	XP_040610150.1
OG0012893	XP_012642563.1	XP_005067008.1
OG0012894	XP_012628241.1	XP_040611112.1
OG0012895	XP_012628227.1	XP_005083848.1
OG0012896	XP_012628209.1	XP_005083845.1
OG0012897	XP_020143469.1	XP_005063866.1
OG0012898	XP_012628184.1	XP_005083865.1
OG0012899	XP_012593070.1	XP_005070917.1
OG0012900	XP_012593073.1	XP_040588320.1
OG0012901	XP_012593118.1	XP_005075417.1
OG0012902	XP_012595922.1	XP_012972805.1
OG0012903	XP_012595974.1	XP_005075434.1
OG0012904	XP_012642478.1	XP_040585200.1
OG0012905	XP_012642481.1	XP_040585207.1
OG0012906	XP_020141855.1	XP_040585415.1
OG0012907	XP_012642404.1	XP_040585521.1
OG0012908	XP_012611957.1	XP_040594650.1
OG0012909	XP_012611866.1	XP_005077314.1
OG0012910	XP_012612212.1	XP_040592979.1
OG0012911	XP_012611210.1	XP_040594990.1
OG0012912	XP_012611129.1	XP_040594007.1
OG0012913	XP_012611053.1	XP_005077361.1
OG0012914	XP_012611012.1	XP_040594872.1
OG0012915	XP_012633258.2	XP_005088122.1
OG0012916	XP_012633264.1	XP_005070395.1
OG0012917	XP_012633279.1	XP_005070403.1
OG0012918	XP_020141754.1	XP_040589181.1
OG0012919	XP_012604142.1	XP_005070415.1
OG0012920	XP_012620284.1	XP_040589151.1
OG0012921	XP_012620318.1	XP_005070488.3
OG0012922	XP_020141769.1	XP_005070431.1
OG0012923	XP_012620336.1	XP_005070436.1
OG0012924	XP_012620374.1	XP_040589118.1
OG0012925	XP_012620387.1	XP_040589117.1
OG0012926	XP_012620404.1	XP_005070456.1
OG0012927	XP_012605581.1	XP_005070459.1
OG0012928	XP_012605583.1	XP_005070460.1
OG0012929	XP_012605612.2	XP_040594215.1
OG0012930	XP_012605549.1	XP_040593851.1
OG0012931	XP_012605567.1	XP_005071167.3
OG0012932	XP_012605597.1	XP_021083415.1
OG0012933	XP_012605648.1	XP_005071162.1
OG0012934	XP_012605606.1	XP_005071152.1
OG0012935	XP_012613247.1	XP_005067102.1
OG0012936	XP_012642452.1	XP_021085950.2
OG0012937	XP_012617712.1	XP_005078447.1
OG0012938	XP_012625552.1	XP_012974998.1
OG0012939	XP_012596639.1	XP_005069145.1
OG0012940	XP_012616656.1	XP_021087670.2
OG0012941	XP_012594001.1	XP_040604431.1
OG0012942	XP_020137883.1	XP_012970261.2
OG0012943	XP_012610051.1	XP_040604450.1
OG0012944	XP_012645523.1	XP_005071922.1
OG0012945	XP_020137775.1	XP_005071919.1
OG0012946	XP_012645379.1	XP_040604457.1
OG0012947	XP_012645449.1	XP_040604469.1
OG0012948	XP_012619192.1	XP_040597784.1
OG0012949	XP_012619185.1	XP_005069206.1
OG0012950	XP_012621559.2	XP_040597767.1
OG0012951	XP_012644010.1	XP_005069173.1
OG0012952	XP_012590954.1	XP_040597732.1
OG0012953	XP_012617541.1	XP_012967033.2
OG0012954	XP_012617565.1	XP_005067824.1
OG0012955	XP_012617570.1	XP_005067825.1
OG0012956	XP_012617584.1	XP_040604567.1
OG0012957	XP_020137714.1	XP_012967185.1
OG0012958	XP_012617631.1	XP_040604530.1
OG0012959	XP_012617643.1	XP_040604513.1
OG0012960	XP_012617652.1	XP_040611980.1, XP_040611981.1
OG0012961	XP_012617662.1	XP_040611993.1
OG0012962	XP_012617704.1	XP_005078444.2
OG0012963	XP_012617713.1	XP_005078448.1
OG0012964	XP_020137732.1	XP_040612006.1
OG0012965	XP_012604267.1	XP_012979408.1
OG0012966	XP_020138038.1	XP_040614019.1
OG0012967	XP_012604431.1	XP_012979863.1
OG0012968	XP_012593833.1	XP_040613229.1
OG0012969	XP_012625085.1	XP_040612185.1
OG0012970	XP_020144938.1	XP_040613151.1
OG0012971	XP_012625142.1	XP_040613139.1
OG0012972	XP_012625155.1	XP_040613138.1
OG0012973	XP_020144929.1	XP_012971948.1
OG0012974	XP_012625235.1	XP_040613108.1
OG0012975	XP_012619862.2	XP_005074360.1
OG0012976	XP_012625626.1	XP_012974992.1
OG0012977	XP_012625624.1	XP_005078916.1
OG0012978	XP_012625619.2	XP_040596076.1
OG0012979	XP_012625605.1	XP_040596003.1
OG0012980	XP_012625573.1	XP_040595877.1
OG0012981	XP_012625574.1	XP_005078902.1
OG0012982	XP_012625576.1	XP_005078896.1
OG0012984	XP_012625562.1	XP_005078889.1
OG0012985	XP_012625527.1	XP_005078870.1
OG0012986	XP_012625528.1	XP_012975007.1
OG0012987	XP_012625462.1	XP_005078843.1
OG0012988	XP_012625448.1	XP_005078949.1
