Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0015837	XP_020139369.1	XP_005333059.1
OG0015838	XP_012591151.1	XP_005333066.1
OG0015839	XP_020140073.1	XP_040146235.1
OG0015841	XP_012613841.1	XP_005333086.1
OG0015842	XP_012613827.1	XP_005333087.1
OG0015843	XP_020140070.1	XP_005333177.2
OG0015844	XP_012613801.1	XP_005333111.2
OG0015845	XP_020139587.1	XP_005336301.1
OG0015846	XP_020139378.1	XP_040146925.1
OG0015848	XP_012645835.1	XP_040146306.1
OG0015849	XP_012645842.1	XP_005336294.1
OG0015850	XP_012645934.1	XP_005336289.1
OG0015851	XP_012645922.1	XP_005336278.1
OG0015852	XP_012645896.1	XP_040146316.1
OG0015853	XP_012645933.1	XP_005336274.1
OG0015854	XP_012645892.1	XP_005336273.1
OG0015855	XP_012645891.1	XP_005336272.1
OG0015856	XP_012645853.1	XP_021589569.1
OG0015857	XP_012646021.1	XP_005336234.1
OG0015858	XP_012646053.1	XP_013218771.1
OG0015859	XP_012646062.1	XP_005336210.1
OG0015860	XP_012646090.1	XP_005336192.1
OG0015861	XP_012646102.1	XP_040146399.1
OG0015862	XP_012646114.1	XP_005336179.2
OG0015863	XP_012646119.1	XP_005336178.2
OG0015864	XP_012646133.1	XP_040146433.1
OG0015865	XP_012617185.1	XP_005342185.1
OG0015866	XP_012646223.1	XP_005332184.1
OG0015867	XP_012646235.1	XP_021586636.1
OG0015868	XP_012646233.1	XP_005332196.1
OG0015869	XP_012617121.1	XP_013216953.1
OG0015870	XP_012617111.1	XP_005332131.1
OG0015871	XP_012617096.1	XP_005332130.1
OG0015872	XP_012617089.1	XP_013216968.3
OG0015873	XP_020139403.1	XP_005332118.1
OG0015874	XP_012624679.2	XP_005332117.1
OG0015875	XP_012624712.1	XP_005332106.2
OG0015876	XP_012624705.2	XP_040146601.1
OG0015877	XP_012624707.1	XP_013216881.1
OG0015878	XP_012624714.1	XP_005332104.1
OG0015879	XP_012624719.1	XP_005332101.1
OG0015880	XP_020139541.1	XP_013216875.1
OG0015881	XP_012624760.1	XP_005332267.1
OG0015882	XP_012624797.1	XP_005332069.1
OG0015883	XP_012601147.1	XP_021586522.1
OG0015884	XP_012601211.1	XP_013216951.2
OG0015885	XP_012601231.1	XP_021586495.1
OG0015886	XP_012601249.1	XP_040146965.1
OG0015887	XP_012601353.1	XP_005331990.1
OG0015888	XP_012642078.1	XP_005342575.1
OG0015889	XP_012636109.1	XP_005326811.1
OG0015890	XP_012612177.1	XP_005336010.1
OG0015891	XP_012599386.1	XP_005338071.1
OG0015892	XP_012599360.1	XP_040141058.1
OG0015893	XP_012595121.1	XP_005337257.1
OG0015894	XP_012595119.1	XP_005337248.1
OG0015895	XP_012600619.1	XP_005323355.1
OG0015896	XP_012594172.1	XP_005323347.1
OG0015897	XP_012594132.1	XP_005323332.1
OG0015898	XP_012591580.1	XP_005323316.1
OG0015899	XP_012600582.1	XP_005323294.2, XP_021591177.1
OG0015900	XP_012600349.1	XP_040140900.1
OG0015901	XP_020142203.1	XP_040140894.1
OG0015902	XP_020142201.1	XP_021580770.1
OG0015903	XP_012600542.2	XP_005323250.1
OG0015904	XP_012600372.1	XP_005323229.1
OG0015905	XP_012600570.1	XP_021580735.1
OG0015906	XP_012600456.1	XP_013213144.1
OG0015907	XP_012600360.1	XP_005323186.1
OG0015908	XP_012641920.1	XP_005342352.1
OG0015909	XP_012642026.1	XP_040140796.1
OG0015910	XP_012642012.1	XP_013221039.1
OG0015911	XP_012642011.1	XP_005341181.3
OG0015912	XP_012641975.1	XP_040140779.1
OG0015913	XP_012641965.1	XP_040139683.1
OG0015914	XP_012599624.1	XP_040140745.1
OG0015915	XP_012599659.1	XP_005341141.1
OG0015916	XP_012639462.1	XP_005326873.1
OG0015917	XP_012611261.1	XP_005326857.1
OG0015918	XP_012641073.1	XP_040140674.1
OG0015919	XP_012599712.1	XP_040140664.1
OG0015920	XP_012636179.1	XP_005326836.1
OG0015921	XP_012636129.1	XP_040140611.1
OG0015923	XP_012636115.1	XP_040140596.1
OG0015924	XP_012636085.1	XP_005326793.1
OG0015925	XP_012612183.1	XP_005336000.1
OG0015926	XP_012600108.1	XP_005328113.1
OG0015927	XP_012595129.2	XP_040139694.1
OG0015928	XP_012616461.1	XP_005339728.1
OG0015929	XP_012638119.1	XP_005330279.1
OG0015930	XP_012638104.2	XP_040137842.1
OG0015931	XP_012592785.1	XP_005330268.1
OG0015932	XP_012592754.2	XP_013216200.1
OG0015933	XP_012638179.1	XP_005341298.1
OG0015934	XP_020145925.1	XP_005336847.1
OG0015935	XP_012629559.1	XP_005324879.1
OG0015936	XP_012629568.1	XP_005324871.1
OG0015937	XP_012592500.1	XP_040137316.1
OG0015938	XP_012625202.1	XP_005317101.1
OG0015939	XP_012612447.1	XP_021585566.1
OG0015940	XP_012607484.1	XP_040137854.1
OG0015941	XP_012607416.1	XP_005317059.1
OG0015942	XP_012607298.1	XP_021585337.2
OG0015943	XP_012607307.1	XP_005317050.1
OG0015944	XP_012607459.1	XP_005317187.1
OG0015945	XP_012607439.1	XP_040137664.1
OG0015946	XP_012621005.1	XP_005317029.1
OG0015947	XP_020146119.1	XP_005342402.1
OG0015948	XP_012620984.1	XP_021577085.1
OG0015949	XP_020145978.1	XP_005330296.1
OG0015950	XP_012643192.1	XP_005328059.1
OG0015951	XP_012635708.1	XP_005338473.1
OG0015952	XP_012595216.1	XP_005325765.1
OG0015953	XP_020137509.1	XP_005334640.1
OG0015954	XP_012600982.1	XP_005334638.1
OG0015955	XP_012600845.1	XP_040145889.1
OG0015956	XP_020141072.1	XP_005317418.1
OG0015957	XP_012597619.1	XP_005317445.1
OG0015958	XP_012625691.1	XP_040145992.1
OG0015959	XP_012625729.1	XP_005337981.1
OG0015960	XP_012642301.1	XP_040145829.1
OG0015961	XP_012641989.1	XP_005317353.1
OG0015962	XP_012641900.1	XP_005317337.1
OG0015963	XP_012641707.1	XP_005317331.1
OG0015964	XP_012641624.1	XP_021587314.1
OG0015965	XP_012622424.1	XP_040145771.1
OG0015966	XP_012622384.1	XP_005317226.1
OG0015967	XP_012622346.1	XP_005327065.1
OG0015968	XP_012622317.1	XP_021583220.1
OG0015969	XP_012622325.1	XP_005327071.1
OG0015970	XP_012643233.1	XP_005327096.1
OG0015972	XP_012643199.1	XP_040125781.1
OG0015973	XP_020141597.1	XP_040125828.1
OG0015974	XP_012617838.1	XP_005328132.3
OG0015975	XP_012617839.1	XP_005328099.1
OG0015976	XP_012617843.1	XP_005328102.1
OG0015977	XP_012617873.1	XP_040125857.1
OG0015978	XP_012638299.1	XP_040125939.1
OG0015979	XP_012638310.1	XP_013220470.2
OG0015980	XP_012629841.1	XP_005325742.1
OG0015981	XP_012629835.1	XP_005325748.1
OG0015982	XP_012595229.1	XP_005325757.1
OG0015983	XP_012595217.1	XP_005325763.1
OG0015984	XP_012610703.1	XP_005329891.1
OG0015985	XP_012636044.1	XP_005325445.2
OG0015986	XP_012598347.1	XP_005325429.1
OG0015987	XP_012591425.2	XP_040146837.1
OG0015988	XP_012635441.1	XP_005320489.1
OG0015989	XP_012635497.2	XP_040129999.1
OG0015990	XP_012635512.1	XP_021578809.1
OG0015991	XP_012635565.1	XP_013211936.1
OG0015992	XP_020137472.1	XP_005320520.1
OG0015993	XP_012636285.1	XP_005320527.1
OG0015994	XP_012636273.1	XP_005320534.1
OG0015995	XP_012636276.2	XP_005320536.1
OG0015996	XP_012610576.1	XP_005320544.1
OG0015997	XP_012610670.1	XP_005320596.1
OG0015998	XP_012610733.1	XP_005320600.1
OG0015999	XP_012610593.1	XP_005320621.1
OG0016000	XP_012610609.1	XP_040126486.1
OG0016001	XP_012610518.1	XP_040131445.1
OG0016002	XP_012610504.2	XP_005320644.2
OG0016003	XP_012610637.1	XP_005329953.1
OG0016004	XP_012636374.1	XP_040132160.1
OG0016005	XP_012636328.1	XP_005327260.1
OG0016006	XP_012598381.1	XP_005325315.1
OG0016007	XP_012598364.1	XP_005325303.1
OG0016008	XP_012615801.1	XP_005325282.1
OG0016009	XP_012621617.1	XP_005325422.1
OG0016010	XP_012621599.1	XP_005343151.3
OG0016011	XP_012621593.1	XP_005325271.1
OG0016012	XP_020137652.1	XP_040131372.1
OG0016013	XP_012625886.1	XP_005327157.1
OG0016014	XP_012608452.1	XP_005325354.1
OG0016015	XP_012628421.1	XP_040130833.1
OG0016016	XP_012610087.1	XP_040131355.1
OG0016017	XP_012599487.1	XP_005317108.1
OG0016019	XP_012594807.1	XP_040125446.1
OG0016020	XP_012616403.1	XP_005326550.1
OG0016021	XP_012608750.1	XP_040123981.1
OG0016022	XP_012611159.1	XP_005326431.1
OG0016023	XP_020143631.1	XP_040124182.1, XP_040124179.1, XP_040124181.1, XP_005339708.1, XP_040124180.1
OG0016024	XP_012598135.1	XP_040137844.1
OG0016025	XP_012598138.1	XP_005330286.1
OG0016026	XP_012598137.1	XP_005330287.1
OG0016027	XP_012603561.2	XP_040137523.1
OG0016028	XP_012607618.1, XP_012607754.1	XP_005317135.1
OG0016029	XP_012597757.1	XP_040137571.1
OG0016030	XP_012599511.1	XP_040137579.1
OG0016031	XP_012599486.1	XP_013215808.1
OG0016032	XP_012592298.1	XP_040137255.1
OG0016033	XP_012626135.2	XP_005325569.1
OG0016034	XP_012630924.1	XP_005337289.1
OG0016035	XP_012630816.1	XP_005337265.1
OG0016036	XP_012630803.1	XP_005339941.1
OG0016037	XP_012630797.1	XP_005339943.1
OG0016038	XP_012637563.2	XP_021575540.1
OG0016039	XP_012629764.1	XP_005329386.1
OG0016040	XP_012594808.1	XP_005329385.1
OG0016041	XP_012594716.1	XP_005329362.1
OG0016042	XP_012594694.1	XP_005329354.1
OG0016044	XP_012604880.1	XP_040123886.1
OG0016045	XP_012604910.1	XP_021582788.1
OG0016046	XP_012604878.1	XP_021582786.1
OG0016047	XP_012604952.1	XP_005326502.1
OG0016048	XP_020143637.1	XP_005326553.2
OG0016049	XP_012604840.1	XP_005326499.1
OG0016050	XP_020143726.1	XP_005326497.3
OG0016051	XP_012616409.1	XP_021582701.2
OG0016052	XP_020143692.1	XP_021582729.1
OG0016053	XP_012609956.1	XP_040123991.1
OG0016054	XP_012611151.1, XP_012611152.1	XP_021575299.1
OG0016055	XP_012611142.1	XP_005339691.1
OG0016056	XP_012632045.1	XP_013217969.1
OG0016057	XP_012632046.1	XP_005334590.3
OG0016058	XP_012618318.1	XP_005340386.1
OG0016060	XP_020138765.1	XP_040148029.1
OG0016061	XP_012635191.1	XP_005336396.1
OG0016062	XP_012637599.1	XP_005329598.2
OG0016063	XP_020138722.1	XP_040146891.1
OG0016064	XP_020138756.1	XP_013215878.1
OG0016065	XP_012637756.1	XP_005329656.1
OG0016066	XP_020138549.1	XP_005329668.1
OG0016067	XP_012637783.1	XP_005329674.1
OG0016068	XP_020138680.1	XP_040145406.1
OG0016069	XP_012633825.1	XP_005329685.1
OG0016070	XP_020138521.1	XP_005329687.1
OG0016072	XP_012633822.1	XP_005329689.1
OG0016073	XP_012611946.1	XP_040146870.1
OG0016074	XP_012611936.1	XP_005336875.1
OG0016075	XP_012611980.1	XP_005336861.1
OG0016076	XP_012612093.1	XP_005336856.1
OG0016077	XP_012612095.1	XP_040145316.1
OG0016078	XP_020138625.1	XP_040145293.1
OG0016079	XP_012611975.1	XP_005340168.1
OG0016080	XP_012619255.1	XP_005336130.1
OG0016081	XP_012619266.1	XP_005336088.1
OG0016082	XP_012619288.1	XP_005336106.1
OG0016083	XP_012619322.1	XP_021589456.2
OG0016084	XP_012619354.1	XP_005341944.1
OG0016085	XP_012619374.1	XP_005341926.1
OG0016086	XP_012632188.1	XP_040145221.1
OG0016087	XP_012631972.1	XP_005334610.1
OG0016088	XP_020140912.1	XP_040146977.1
OG0016089	XP_012632043.1	XP_005334593.1
OG0016090	XP_012632088.1	XP_005334579.1
OG0016091	XP_012632090.1	XP_040145172.1
OG0016092	XP_012632064.1	XP_005334561.1
OG0016093	XP_012632131.1	XP_005334548.1
OG0016096	XP_012618271.2	XP_021581850.1
OG0016097	XP_012619557.1	XP_040137880.1
OG0016098	XP_012602654.1	XP_005334072.1
OG0016099	XP_012603771.1	XP_040137120.1
OG0016100	XP_012603730.1	XP_005334021.1
OG0016101	XP_020143342.1	XP_005334052.1
OG0016102	XP_012638657.1	XP_013217721.1
OG0016104	XP_012638599.1	XP_005334065.1
OG0016105	XP_012616069.1	XP_005338420.1
OG0016106	XP_012615948.1	XP_040136987.1
OG0016107	XP_012615874.1	XP_005338376.1
OG0016109	XP_020140968.1	XP_005341868.1
OG0016110	XP_012610997.1	XP_005341870.1
OG0016111	XP_012629890.1	XP_005331967.1
OG0016112	XP_020143336.1	XP_021586441.1
OG0016113	XP_012629873.2	XP_005331956.1
OG0016114	XP_012609198.1	XP_005331974.1
OG0016115	XP_020143203.1	XP_005331931.1
OG0016116	XP_012631283.1	XP_040136887.1
OG0016117	XP_012640971.1	XP_005328973.1
OG0016118	XP_012631289.1	XP_005328974.2
OG0016119	XP_012640950.1	XP_005328965.1
OG0016120	XP_012640946.1	XP_005328960.1
OG0016121	XP_012640942.1	XP_005328959.1
OG0016122	XP_012594969.1	XP_005342942.1
OG0016123	XP_012594945.1	XP_005339983.1
OG0016124	XP_020143327.1	XP_005334087.1
OG0016125	XP_012637887.1	XP_005334081.1
OG0016127	XP_012612282.1	XP_005324935.1
OG0016128	XP_012614369.1	XP_005324950.1
OG0016129	XP_012616690.1	XP_005324957.1
OG0016130	XP_012616741.1	XP_005324963.1
OG0016131	XP_012620381.1	XP_021581925.1
OG0016132	XP_012616914.1	XP_005324971.1
OG0016133	XP_012617290.1	XP_005324985.2
OG0016134	XP_012617573.1	XP_040136580.1
OG0016135	XP_012618386.1	XP_005325040.1
OG0016136	XP_012618418.1	XP_040136526.1
OG0016137	XP_012618431.1	XP_040136545.1
OG0016138	XP_012618567.1	XP_013213860.1
OG0016139	XP_012618888.1	XP_005325073.1
OG0016140	XP_012619033.1	XP_005325085.1
OG0016141	XP_012619583.1	XP_005325121.1
OG0016142	XP_012619653.1	XP_005325123.1
OG0016143	XP_012619708.1	XP_005325126.1
OG0016144	XP_012612170.2	XP_005325159.1
OG0016145	XP_012628443.1	XP_005333792.1
OG0016146	XP_012625042.1	XP_005333697.1
OG0016147	XP_012626815.1	XP_040128458.1
OG0016148	XP_012627131.1	XP_005320730.1
OG0016149	XP_012636768.1	XP_005320803.1
OG0016150	XP_020136064.1	XP_040129349.1
OG0016151	XP_012621178.1	XP_005333793.1
OG0016152	XP_012621577.1	XP_005333777.1
OG0016153	XP_012621965.1	XP_005335353.1
OG0016154	XP_012622373.1	XP_021588900.1
OG0016155	XP_012622629.1	XP_013218311.1
OG0016156	XP_012622958.1	XP_005335332.1
OG0016157	XP_012623187.1	XP_005335327.1
OG0016158	XP_012623060.1	XP_005335323.1
OG0016159	XP_012623104.1	XP_005335319.1
OG0016160	XP_012623148.1	XP_021588850.1
OG0016161	XP_012623351.1	XP_005335308.1
OG0016162	XP_012623604.1	XP_005335296.2
OG0016163	XP_012623660.1	XP_005335293.1
OG0016164	XP_012623750.1	XP_005335291.1
OG0016165	XP_012623901.1	XP_005335283.1
OG0016166	XP_012624122.1	XP_021587579.1
OG0016167	XP_012624194.1	XP_005333741.2
OG0016168	XP_012625489.1	XP_005333673.1
OG0016169	XP_012628481.1	XP_005333658.1
OG0016170	XP_012625977.1	XP_021587504.1
OG0016171	XP_012625938.1	XP_021587503.1
OG0016172	XP_012626062.1	XP_005333647.1
OG0016173	XP_012626192.1	XP_040128896.1
OG0016174	XP_012626232.1	XP_005333636.1
OG0016175	XP_012626629.1	XP_040128464.1
OG0016176	XP_012630453.1	XP_005320766.1
OG0016177	XP_012594596.1	XP_040128404.1
OG0016178	XP_012636740.1	XP_040128399.1
OG0016179	XP_012636746.1	XP_040128949.1
OG0016180	XP_012636833.2	XP_040128073.1
OG0016181	XP_012636838.1	XP_040127693.1
OG0016182	XP_012636895.1	XP_040128141.1
OG0016183	XP_012602439.1	XP_005320846.1
OG0016184	XP_012602427.1	XP_040128730.1
OG0016185	XP_012600032.1	XP_005339139.2
OG0016186	XP_012599995.1	XP_005339122.1
OG0016187	XP_012645469.1	XP_013216978.2
OG0016188	XP_012628268.1	XP_005316383.1
OG0016189	XP_012629534.1	XP_005322977.1
OG0016190	XP_012629551.1	XP_040124038.1
OG0016191	XP_012600123.1	XP_005323001.1
OG0016192	XP_012641819.2	XP_005335881.1
OG0016193	XP_012641822.2	XP_005335883.1
OG0016194	XP_012590805.1	XP_005335891.1
OG0016195	XP_012606945.1	XP_005335894.3
OG0016196	XP_012629698.1	XP_005328687.1
OG0016197	XP_012628329.1	XP_005328703.1
OG0016198	XP_012628335.1	XP_005328713.1
OG0016199	XP_012621881.1	XP_005316468.1
OG0016200	XP_012623820.1	XP_040131335.1
OG0016201	XP_012594814.1	XP_005316895.1
OG0016202	XP_012598336.1	XP_005337197.1
OG0016203	XP_012621795.1	XP_005337188.1
OG0016204	XP_012621803.1	XP_040130100.1
OG0016205	XP_020141531.1	XP_021581373.1
OG0016206	XP_012621843.1	XP_013213219.1
OG0016207	XP_012621880.1	XP_005316465.2
OG0016208	XP_012621904.1	XP_005316471.1
OG0016209	XP_012621932.1	XP_005316493.1
OG0016210	XP_012621941.1	XP_013214725.1
OG0016211	XP_012621950.2	XP_040131578.1
OG0016212	XP_012621956.1	XP_040131497.1
OG0016213	XP_012621960.1	XP_040129940.1
OG0016214	XP_020141571.1	XP_005316534.1
OG0016215	XP_012622123.1	XP_040131940.1
OG0016216	XP_012622112.1	XP_005316550.1
OG0016217	XP_012622134.1	XP_005316559.1
OG0016218	XP_012622172.1	XP_021582226.1
OG0016219	XP_012618991.2	XP_013215298.1
OG0016220	XP_012618986.1	XP_005316598.1
OG0016221	XP_012618962.2	XP_005316610.1
OG0016222	XP_012638518.1	XP_021582599.1
OG0016223	XP_012614163.1	XP_005316736.1
OG0016224	XP_012614199.1	XP_013213083.1
OG0016225	XP_012614129.1	XP_005316762.1
OG0016226	XP_012614190.1	XP_021583357.1
OG0016227	XP_020141654.1	XP_005317005.1
OG0016228	XP_012623696.1	XP_021583752.2
OG0016229	XP_012603725.1	XP_040131634.1
OG0016230	XP_012590929.1	XP_005316860.1
OG0016231	XP_012614151.1	XP_040130373.1
OG0016232	XP_012636325.1	XP_005323609.1
OG0016233	XP_012636392.1	XP_005323600.1
OG0016234	XP_020140270.1	XP_005324364.2
OG0016235	XP_012641477.1	XP_005324363.1
OG0016236	XP_012619918.1	XP_005323627.1
OG0016238	XP_012636372.1	XP_040143144.1
OG0016239	XP_012636339.1	XP_005323657.2
OG0016240	XP_012602504.1	XP_040143145.1
OG0016241	XP_020140368.1	XP_013213236.1
OG0016242	XP_012605286.1	XP_005323522.1
OG0016243	XP_012634507.1	XP_040143053.1
OG0016244	XP_012635499.1	XP_021575730.1
OG0016245	XP_012619913.1	XP_005335449.1
OG0016246	XP_012635206.2	XP_005330163.1
OG0016247	XP_012621643.1	XP_005330154.1
OG0016248	XP_012621645.2	XP_005330153.1
OG0016249	XP_012621686.1	XP_040149064.1
OG0016250	XP_012634456.1	XP_005339861.1
OG0016252	XP_012626364.1	XP_040148128.1
OG0016253	XP_012599243.1	XP_021590230.2
OG0016254	XP_020139396.1	XP_005327109.1
OG0016255	XP_012632634.1	XP_005335631.1
OG0016256	XP_012632673.1	XP_040126520.1
OG0016257	XP_012632650.1	XP_005335634.1
OG0016258	XP_012642886.1	XP_005341035.1
OG0016259	XP_012636004.1	XP_005327691.1
OG0016260	XP_012635934.1	XP_040126511.1
OG0016261	XP_012635893.1	XP_005338934.1
OG0016262	XP_012635827.1	XP_013220640.1
OG0016263	XP_012635821.1	XP_005340339.1
OG0016264	XP_012635799.1	XP_005340342.1
OG0016265	XP_012635762.1	XP_021576306.1
OG0016266	XP_012645051.1	XP_005331048.1
OG0016267	XP_012638201.1	XP_005338355.1
OG0016268	XP_012600659.1	XP_040126146.1, XP_040126504.1
OG0016269	XP_012645731.1	XP_040129319.1
OG0016270	XP_012599683.1	XP_040127582.1
OG0016271	XP_012599687.2	XP_021588826.1
OG0016272	XP_012629582.1	XP_005340791.1
OG0016273	XP_020145619.1	XP_040127848.1
OG0016274	XP_012592444.1	XP_021585483.1
OG0016275	XP_012592382.1	XP_005331118.1
OG0016276	XP_012592354.1	XP_040126122.1
OG0016277	XP_012592353.1	XP_005331109.1
OG0016278	XP_012592302.1	XP_005331083.1
OG0016279	XP_020142190.1	XP_013216519.1
OG0016280	XP_012645107.1	XP_005331058.1
OG0016281	XP_012645080.1	XP_005331045.1
OG0016282	XP_012600653.1	XP_005331027.1
OG0016283	XP_012629816.1	XP_005338479.1
OG0016284	XP_012638226.1	XP_005338350.1
OG0016285	XP_012634670.1	XP_005332564.1
OG0016286	XP_020141829.1	XP_005332553.1
OG0016287	XP_012634711.1	XP_021586833.1
OG0016288	XP_012623940.1	XP_021588816.2
OG0016289	XP_012623911.1	XP_040138123.1
OG0016290	XP_012623925.1	XP_005335219.1
OG0016291	XP_012609094.1	XP_005327581.2
OG0016292	XP_012609025.1	XP_005327540.1
OG0016293	XP_012609171.1	XP_040139600.1
OG0016294	XP_012609077.1	XP_013215091.1
OG0016295	XP_012609015.1	XP_040138058.1
OG0016296	XP_012609145.1	XP_005329196.1
OG0016297	XP_012609127.1	XP_005329197.1
OG0016298	XP_012609064.1	XP_013215718.2
OG0016299	XP_012597509.1	XP_005337117.1
OG0016300	XP_012593163.1	XP_005327551.1
OG0016301	XP_012635397.1	XP_005315851.1
OG0016302	XP_012591162.1	XP_005315812.1
OG0016303	XP_012637328.1	XP_005315744.1
OG0016304	XP_012637319.1	XP_005324653.1
OG0016305	XP_012598191.1	XP_005315848.1
OG0016306	XP_012600742.1	XP_005315832.1
OG0016307	XP_012637323.1	XP_005315747.1
OG0016308	XP_012637381.1	XP_040150402.1
OG0016309	XP_012637411.1	XP_013213744.1
OG0016310	XP_012608900.1	XP_013213729.1
OG0016311	XP_012608821.1	XP_005324685.1
OG0016312	XP_012641264.1	XP_005324726.1
OG0016313	XP_012632307.1	XP_005324445.1
OG0016314	XP_012641327.1	XP_005324704.1
OG0016315	XP_012624577.1	XP_005335169.1
OG0016316	XP_012595766.1	XP_005330541.1
OG0016317	XP_012632308.1	XP_005324442.1
OG0016318	XP_012594542.1	XP_005340923.1
OG0016319	XP_012594503.1	XP_005338950.1
OG0016320	XP_012594423.1	XP_040150644.1
OG0016321	XP_020143643.1	XP_021591357.1
OG0016322	XP_012594415.1	XP_040150648.1
OG0016323	XP_020143814.1	XP_040150782.1
OG0016324	XP_012606900.1	XP_013221059.1
OG0016325	XP_020143804.1	XP_040150808.1
OG0016326	XP_012640634.1	XP_005331893.1
OG0016327	XP_012640640.1	XP_005331888.1
OG0016328	XP_012595578.1	XP_005330540.1
OG0016329	XP_012595577.1	XP_005330542.1
OG0016330	XP_012632394.1	XP_005324416.1
OG0016331	XP_012604607.1	XP_005339422.1
OG0016332	XP_012614215.1	XP_005330377.2
OG0016333	XP_012627855.1	XP_005335407.3
OG0016334	XP_012637202.1	XP_005335023.1
OG0016335	XP_012601050.1	XP_005335017.1
OG0016337	XP_012600752.2	XP_005319912.1
OG0016338	XP_012600753.1	XP_005319913.1
OG0016339	XP_012600769.1	XP_005319952.1
OG0016340	XP_012624111.1	XP_005342680.1
OG0016341	XP_012623976.1	XP_013221422.1
OG0016342	XP_012604647.1	XP_005339436.1
OG0016343	XP_012600748.1	XP_021578370.1
OG0016344	XP_012643564.1	XP_021575451.1
OG0016345	XP_012591701.1	XP_005340225.1
OG0016346	XP_012610783.1	XP_005337551.1
OG0016347	XP_012594111.2	XP_040144631.1
OG0016348	XP_012623101.1	XP_005331821.1
OG0016349	XP_012595077.1	XP_005319425.1
OG0016350	XP_020140528.1	XP_005319378.1
OG0016351	XP_012620193.1	XP_040141434.1
OG0016352	XP_012620228.1	XP_005337743.1
OG0016353	XP_012637943.1	XP_040142095.1
OG0016355	XP_012640306.1	XP_005316014.1
OG0016356	XP_012640199.1	XP_005316058.1
OG0016357	XP_012640167.1	XP_040148090.1
OG0016358	XP_012640081.1	XP_005334875.1
OG0016359	XP_012612325.1	XP_005329222.1
OG0016360	XP_012592116.1	XP_005324010.1
OG0016361	XP_012637273.1	XP_005324025.1
OG0016362	XP_012639846.1	XP_005324042.1
OG0016363	XP_012593557.1	XP_021591179.1
OG0016364	XP_012593510.1	XP_005338710.1
OG0016365	XP_012593616.1	XP_005338741.1
OG0016366	XP_012602060.1	XP_021575476.1
