Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0015913	XP_012641965.1	XP_003412099.1
OG0015914	XP_012599624.1	XP_023406647.1
OG0015915	XP_012599659.1	XP_023406363.1
OG0015916	XP_012639462.1	XP_003412057.1
OG0015917	XP_012611261.1	XP_023406358.1
OG0015918	XP_012641073.1	XP_003412049.1
OG0015919	XP_012599712.1	XP_010590613.1
OG0015920	XP_012636179.1	XP_023406588.1
OG0015921	XP_012636129.1	XP_023406693.1
OG0015923	XP_012636115.1	XP_023406580.1
OG0015924	XP_012636085.1	XP_023406560.1
OG0015925	XP_012612183.1	XP_003412021.1
OG0015926	XP_012600108.1	XP_010590477.1
OG0015927	XP_012595129.2	XP_023410494.1
OG0015928	XP_012616461.1	XP_003412651.1
OG0015929	XP_012638119.1	XP_003412678.1
OG0015930	XP_012638104.2	XP_023406997.1
OG0015931	XP_012592785.1	XP_023407111.1
OG0015932	XP_012592754.2	XP_003412614.1
OG0015933	XP_012638179.1	XP_010590909.1
OG0015934	XP_020145925.1	XP_003412701.1
OG0015935	XP_012629559.1	XP_003409487.1
OG0015936	XP_012629568.1	XP_003409480.1
OG0015937	XP_012592500.1	XP_023403060.1
OG0015938	XP_012625202.1	XP_003409363.1
OG0015939	XP_012612447.1	XP_010587686.1
OG0015941	XP_012607416.1	XP_003414019.1
OG0015943	XP_012607307.1	XP_003414023.1
OG0015944	XP_012607459.1	XP_023408961.1
OG0015945	XP_012607439.1	XP_003414092.1
OG0015946	XP_012621005.1	XP_003413677.1
OG0015947	XP_020146119.1	XP_010591895.1
OG0015948	XP_012620984.1	XP_003413673.1
OG0015949	XP_020145978.1	XP_003412616.1
OG0015950	XP_012643192.1	XP_010597794.1
OG0015951	XP_012635708.1	XP_003412973.1
OG0015954	XP_012600982.1	XP_023405707.1
OG0015955	XP_012600845.1	XP_010593820.1
OG0015956	XP_020141072.1	XP_023410602.1
OG0015957	XP_012597619.1	XP_010593798.2
OG0015958	XP_012625691.1	XP_023403604.1
OG0015959	XP_012625729.1	XP_003409762.2
OG0015961	XP_012641989.1	XP_010593843.1
OG0015962	XP_012641900.1	XP_023410666.1
OG0015963	XP_012641707.1	XP_010593849.1
OG0015964	XP_012641624.1	XP_010593853.1
OG0015965	XP_012622424.1	XP_010593869.2
OG0015966	XP_012622384.1	XP_003420973.2
OG0015967	XP_012622346.1	XP_003420953.1
OG0015968	XP_012622317.1	XP_023395817.1
OG0015969	XP_012622325.1	XP_003420958.1
OG0015970	XP_012643233.1	XP_003420033.1
OG0015971	XP_012643209.1	XP_010597795.1
OG0015972	XP_012643199.1	XP_003420012.1
OG0015973	XP_020141597.1	XP_023411243.1, XP_023411244.1
OG0015974	XP_012617838.1	XP_003416219.1
OG0015975	XP_012617839.1	XP_003416218.1
OG0015976	XP_012617843.1	XP_003416217.1
OG0015977	XP_012617873.1	XP_023411116.1
OG0015978	XP_012638299.1	XP_003416207.1
OG0015979	XP_012638310.1	XP_010594302.1
OG0015980	XP_012629841.1	XP_023411139.1
OG0015981	XP_012629835.1	XP_003416188.1
OG0015982	XP_012595229.1	XP_010594233.1
OG0015983	XP_012595217.1	XP_003416177.1
OG0015984	XP_012610703.1	XP_010589986.2
OG0015985	XP_012636044.1	XP_003411611.2
OG0015986	XP_012598347.1	XP_023406088.1
OG0015987	XP_012591425.2	XP_023400399.1
OG0015988	XP_012635441.1	XP_023405644.1
OG0015989	XP_012635497.2	XP_023405764.1
OG0015990	XP_012635512.1	XP_003411828.1
OG0015991	XP_012635565.1	XP_010589817.1
OG0015992	XP_020137472.1	XP_023405670.1
OG0015993	XP_012636285.1	XP_023405671.1
OG0015994	XP_012636273.1	XP_023405779.1
OG0015995	XP_012636276.2	XP_023405782.1
OG0015996	XP_012610576.1	XP_003411585.1
OG0015997	XP_012610670.1	XP_003411664.1
OG0015998	XP_012610733.1	XP_023405649.1
OG0015999	XP_012610593.1	XP_023405886.1
OG0016000	XP_012610609.1	XP_003411529.1
OG0016001	XP_012610518.1	XP_023405688.1
OG0016002	XP_012610504.2	XP_023405893.1
OG0016003	XP_012610637.1	XP_003411721.1
OG0016004	XP_012636374.1	XP_010589998.1
OG0016005	XP_012636328.1	XP_003411772.1
OG0016006	XP_012598381.1	XP_003411789.1
OG0016007	XP_012598364.1	XP_003411794.1
OG0016008	XP_012615801.1	XP_010590090.1
OG0016009	XP_012621617.1	XP_003419973.1
OG0016010	XP_012621599.1	XP_003419942.1
OG0016011	XP_012621593.1	XP_003419944.1
OG0016012	XP_020137652.1	XP_023394561.1
OG0016013	XP_012625886.1	XP_003419999.1
OG0016014	XP_012608452.1	XP_003422249.1
OG0016015	XP_012628421.1	XP_023396584.1
OG0016016	XP_012610087.1	XP_023405678.1
OG0016017	XP_012599487.1	XP_003413999.1
OG0016018	XP_020138364.1	XP_023406983.1
OG0016019	XP_012594807.1	XP_010590671.1
OG0016020	XP_012616403.1	XP_003417918.1
OG0016021	XP_012608750.1	XP_010595905.1
OG0016023	XP_020143631.1	XP_023396078.1
OG0016024	XP_012598135.1	XP_010590949.1
OG0016025	XP_012598138.1	XP_010590952.1
OG0016026	XP_012598137.1	XP_023407132.1
OG0016027	XP_012603561.2	XP_023407145.1
OG0016029	XP_012597757.1	XP_023408922.1
OG0016030	XP_012599511.1	XP_023408916.1
OG0016031	XP_012599486.1	XP_010592326.1
OG0016032	XP_012592298.1	XP_010592323.1
OG0016033	XP_012626135.2	XP_003415863.1
OG0016034	XP_012630924.1	XP_003412500.1
OG0016035	XP_012630816.1	XP_003412413.1
OG0016036	XP_012630803.1	XP_003412512.1
OG0016037	XP_012630797.1	XP_010590660.1
OG0016038	XP_012637563.2	XP_023406772.1
OG0016039	XP_012629764.1	XP_023406773.1
OG0016040	XP_012594808.1	XP_003412519.1
OG0016041	XP_012594716.1	XP_010590702.1
OG0016042	XP_012594694.1	XP_023406800.1
OG0016044	XP_012604880.1	XP_023413585.1
OG0016045	XP_012604910.1	XP_010595936.1
OG0016046	XP_012604878.1	XP_010595934.2
OG0016047	XP_012604952.1	XP_023413536.1
OG0016049	XP_012604840.1	XP_010595919.1
OG0016050	XP_020143726.1	XP_003417964.2
OG0016051	XP_012616409.1	XP_003417963.1
OG0016052	XP_020143692.1	XP_023413499.1
OG0016053	XP_012609956.1	XP_023413497.1
OG0016055	XP_012611142.1	XP_003421230.1
OG0016056	XP_012632045.1	XP_023415101.1
OG0016057	XP_012632046.1	XP_023415073.1
OG0016058	XP_012618318.1	NP_001267809.1
OG0016060	XP_020138765.1	XP_010599131.1
OG0016061	XP_012635191.1	XP_023396197.1
OG0016062	XP_012637599.1	XP_023394969.1
OG0016063	XP_020138722.1	XP_023394958.1
OG0016064	XP_020138756.1	XP_023395020.1
OG0016065	XP_012637756.1	XP_023394964.1
OG0016066	XP_020138549.1	XP_010598171.1
OG0016067	XP_012637783.1	XP_003420354.1
OG0016068	XP_020138680.1	XP_023395072.1
OG0016069	XP_012633825.1	XP_003420359.1
OG0016070	XP_020138521.1	XP_010598205.1
OG0016072	XP_012633822.1	XP_003420361.1
OG0016073	XP_012611946.1	XP_023415274.1
OG0016074	XP_012611936.1	XP_023415273.1
OG0016075	XP_012611980.1	XP_010597230.1
OG0016076	XP_012612093.1	XP_003419302.1
OG0016077	XP_012612095.1	XP_010597227.1
OG0016078	XP_020138625.1	XP_023415190.1
OG0016079	XP_012611975.1	XP_003419360.1
OG0016080	XP_012619255.1	XP_003419139.1
OG0016082	XP_012619288.1	XP_003419132.1
OG0016083	XP_012619322.1	XP_023415019.1
OG0016084	XP_012619354.1	XP_023414999.1
OG0016085	XP_012619374.1	XP_023414996.1
OG0016087	XP_012631972.1	XP_003419229.1
OG0016088	XP_020140912.1	XP_023415075.1
OG0016089	XP_012632043.1	XP_010597089.1
OG0016090	XP_012632088.1	XP_003422333.1
OG0016091	XP_012632090.1	XP_010597187.1
OG0016092	XP_012632064.1	XP_023415264.1
OG0016093	XP_012632131.1	XP_023415158.1
OG0016094	XP_012596941.1	XP_023410094.1, XP_023410088.1, XP_023395606.1
OG0016096	XP_012618271.2	XP_010595025.1
OG0016097	XP_012619557.1	XP_003405106.1
OG0016099	XP_012603771.1	XP_023404478.1
OG0016100	XP_012603730.1	XP_023404479.1
OG0016101	XP_020143342.1	XP_010589100.1
OG0016102	XP_012638657.1	XP_023404482.1
OG0016104	XP_012638599.1	XP_003410675.1
OG0016105	XP_012616069.1	XP_023404809.1
OG0016106	XP_012615948.1	XP_023404822.1
OG0016107	XP_012615874.1	XP_003410701.1
OG0016108	XP_012595437.1	XP_003410864.1
OG0016109	XP_020140968.1	XP_003410866.2, XP_023404875.1
OG0016110	XP_012610997.1	XP_003410731.1
OG0016111	XP_012629890.1	XP_003405702.1
OG0016112	XP_020143336.1	XP_010598497.1
OG0016113	XP_012629873.2	XP_003405707.1
OG0016114	XP_012609198.1	XP_003405717.1
OG0016115	XP_020143203.1	XP_003405722.1
OG0016116	XP_012631283.1	XP_010593490.1
OG0016117	XP_012640971.1	XP_003405725.1
OG0016118	XP_012631289.1	XP_010593513.1
OG0016119	XP_012640950.1	XP_023409946.1
OG0016120	XP_012640946.1	XP_003405738.1
OG0016121	XP_012640942.1	XP_003405739.1
OG0016122	XP_012594969.1	XP_010593883.1
OG0016123	XP_012594945.1	XP_010593900.2
OG0016124	XP_020143327.1	XP_003405767.2
OG0016125	XP_012637887.1	XP_023411102.1
OG0016126	XP_012608999.1	XP_003405785.1
OG0016127	XP_012612282.1	XP_010594475.1
OG0016128	XP_012614369.1	XP_003405803.1
OG0016129	XP_012616690.1	XP_003405807.1
OG0016130	XP_012616741.1	XP_023411727.1
OG0016131	XP_012620381.1	XP_003405808.1
OG0016132	XP_012616914.1	XP_003405812.1
OG0016133	XP_012617290.1	XP_010594763.1
OG0016134	XP_012617573.1	XP_023412004.1
OG0016135	XP_012618386.1	XP_003405075.1
OG0016136	XP_012618418.1	XP_003405076.2
OG0016137	XP_012618431.1	XP_023395139.1
OG0016138	XP_012618567.1	XP_003405086.1
OG0016139	XP_012618888.1	XP_003405096.1
OG0016140	XP_012619033.1	XP_003405519.1
OG0016141	XP_012619583.1	XP_003405108.1
OG0016142	XP_012619653.1	XP_003405110.1
OG0016143	XP_012619708.1	XP_003405112.1
OG0016144	XP_012612170.2	XP_010598736.2
OG0016145	XP_012628443.1	XP_010587627.1
OG0016146	XP_012625042.1	XP_003409016.1
OG0016147	XP_012626815.1	XP_010587294.1
OG0016148	XP_012627131.1	XP_003409167.1
OG0016149	XP_012636768.1	XP_010597562.1
OG0016151	XP_012621178.1	XP_003409286.1
OG0016152	XP_012621577.1	XP_003409275.1
OG0016153	XP_012621965.1	XP_003409267.1
OG0016154	XP_012622373.1	XP_010587396.1
OG0016155	XP_012622629.1	XP_023402639.1
OG0016156	XP_012622958.1	XP_023402628.1
OG0016157	XP_012623187.1	XP_003409255.1
OG0016158	XP_012623060.1	XP_003409251.1
OG0016159	XP_012623104.1	XP_003409248.1
OG0016160	XP_012623148.1	XP_023402611.1
OG0016161	XP_012623351.1	XP_003409238.1
OG0016162	XP_012623604.1	XP_010587375.2
OG0016163	XP_012623660.1	XP_003409233.1
OG0016164	XP_012623750.1	XP_003409231.1
OG0016165	XP_012623901.1	XP_003409225.1
OG0016166	XP_012624122.1	XP_023402584.1
OG0016167	XP_012624194.1	XP_010587613.1
OG0016168	XP_012625489.1	XP_010587606.1
OG0016169	XP_012628481.1	XP_003409185.1
OG0016170	XP_012625977.1	XP_010587314.1
OG0016171	XP_012625938.1	XP_010587313.1
OG0016172	XP_012626062.1	XP_023402522.1
OG0016173	XP_012626192.1	XP_023402975.1
OG0016174	XP_012626232.1	XP_003409003.2
OG0016175	XP_012626629.1	XP_003409170.1
OG0016176	XP_012630453.1	XP_003409153.1
OG0016177	XP_012594596.1	XP_003409150.1
OG0016178	XP_012636740.1	XP_010597519.1
OG0016179	XP_012636746.1	XP_003419708.1
OG0016180	XP_012636833.2	XP_010597539.1
OG0016181	XP_012636838.1	XP_023415588.1
OG0016182	XP_012636895.1	XP_003419699.1
OG0016183	XP_012602439.1	XP_003419704.1
OG0016184	XP_012602427.1	XP_003419750.2
OG0016185	XP_012600032.1	XP_023402963.1
OG0016186	XP_012599995.1	XP_010587589.1
OG0016187	XP_012645469.1	XP_010597844.1
OG0016188	XP_012628268.1	XP_003408449.3
OG0016189	XP_012629534.1	XP_003420051.1
OG0016190	XP_012629551.1	XP_023394619.1
OG0016191	XP_012600123.1	XP_003408384.1
OG0016192	XP_012641819.2	XP_010586649.1
OG0016193	XP_012641822.2	XP_003408395.1
OG0016194	XP_012590805.1	XP_003408400.1
OG0016195	XP_012606945.1	XP_003408404.2
OG0016196	XP_012629698.1	XP_003408423.1
OG0016197	XP_012628329.1	XP_010586700.1
OG0016198	XP_012628335.1	XP_023401638.1
OG0016199	XP_012621881.1	XP_003418792.1
OG0016200	XP_012623820.1	XP_023414154.1
OG0016201	XP_012594814.1	XP_003413884.1
OG0016202	XP_012598336.1	XP_003418682.1
OG0016203	XP_012621795.1	XP_003418688.1
OG0016204	XP_012621803.1	XP_003418777.1
OG0016205	XP_020141531.1	XP_010596628.1
OG0016206	XP_012621843.1	XP_023414544.1
OG0016207	XP_012621880.1	XP_003418790.1
OG0016208	XP_012621904.1	XP_003418705.1
OG0016209	XP_012621932.1	XP_003418799.1
OG0016210	XP_012621941.1	XP_023414450.1
OG0016211	XP_012621950.2	XP_023414545.1
OG0016212	XP_012621956.1	XP_023414478.1
OG0016213	XP_012621960.1	XP_003418805.1
OG0016214	XP_020141571.1	XP_023414512.1
OG0016215	XP_012622123.1	XP_023394862.1
OG0016216	XP_012622112.1	XP_003420164.1
OG0016217	XP_012622134.1	XP_003420209.1
OG0016218	XP_012622172.1	XP_010597979.2
OG0016219	XP_012618991.2	XP_003420195.1
OG0016220	XP_012618986.1	XP_010598000.1
OG0016221	XP_012618962.2	XP_003420201.1
OG0016222	XP_012638518.1	XP_003418374.1
OG0016223	XP_012614163.1	XP_003418399.1
OG0016224	XP_012614199.1	XP_003418413.2
OG0016225	XP_012614129.1	XP_003418466.1
OG0016226	XP_012614190.1	XP_023414122.1
OG0016227	XP_020141654.1	XP_010592175.1
OG0016228	XP_012623696.1	XP_023408592.1
OG0016229	XP_012603725.1	XP_023408615.1
OG0016230	XP_012590929.1	XP_003413871.1
OG0016231	XP_012614151.1	XP_023414113.1
OG0016232	XP_012636325.1	XP_003410362.1
OG0016233	XP_012636392.1	XP_003410209.1
OG0016234	XP_020140270.1	XP_010588661.1
OG0016235	XP_012641477.1	XP_003410380.1
OG0016236	XP_012619918.1	XP_010588638.1
OG0016237	XP_012636313.1	XP_003410219.1
OG0016238	XP_012636372.1	XP_010588620.1
OG0016239	XP_012636339.1	XP_023404229.1
OG0016240	XP_012602504.1	XP_010588612.1
OG0016241	XP_020140368.1	XP_010588611.2
OG0016242	XP_012605286.1	XP_003419073.1
OG0016243	XP_012634507.1	XP_023414950.1
OG0016244	XP_012635499.1	XP_023396777.1
OG0016245	XP_012619913.1	XP_003410371.1
OG0016246	XP_012635206.2	XP_023404364.1
OG0016247	XP_012621643.1	XP_003410447.1
OG0016248	XP_012621645.2	XP_010588809.1
OG0016249	XP_012621686.1	XP_010588801.2
OG0016250	XP_012634456.1	XP_003410416.1
OG0016252	XP_012626364.1	XP_023409049.1
OG0016253	XP_012599243.1	XP_023409101.1
OG0016254	XP_020139396.1	XP_003410545.2
OG0016255	XP_012632634.1	XP_003418977.1
OG0016256	XP_012632673.1	XP_023414849.1
OG0016257	XP_012632650.1	XP_023414844.1
OG0016258	XP_012642886.1	XP_003413047.1
OG0016259	XP_012636004.1	XP_010591233.1
OG0016260	XP_012635934.1	XP_003413009.3
OG0016261	XP_012635893.1	XP_003413004.1
OG0016262	XP_012635827.1	XP_023407446.1
OG0016263	XP_012635821.1	XP_003412994.1
OG0016264	XP_012635799.1	XP_023407440.1
OG0016265	XP_012635762.1	XP_003412980.1
OG0016266	XP_012645051.1	XP_003412836.2
OG0016267	XP_012638201.1	XP_003422243.1
OG0016268	XP_012600659.1	XP_003412840.1
OG0016269	XP_012645731.1	XP_010586374.2
OG0016271	XP_012599687.2	XP_023401146.1
OG0016272	XP_012629582.1	XP_010586573.1
OG0016273	XP_020145619.1	XP_023397710.1
OG0016274	XP_012592444.1	XP_010591077.1
OG0016275	XP_012592382.1	XP_010591114.1
OG0016276	XP_012592354.1	XP_023407235.1
OG0016277	XP_012592353.1	XP_003412940.1
OG0016278	XP_012592302.1	XP_023407316.1
OG0016279	XP_020142190.1	XP_023407332.1
OG0016280	XP_012645107.1	XP_003412829.1
OG0016281	XP_012645080.1	XP_023407360.1
OG0016282	XP_012600653.1	XP_003412968.1
OG0016283	XP_012629816.1	XP_023407396.1
OG0016284	XP_012638226.1	XP_003416176.2
OG0016285	XP_012634670.1	XP_010594348.1
OG0016286	XP_020141829.1	XP_003416296.2
OG0016287	XP_012634711.1	XP_003416292.3
OG0016288	XP_012623940.1	XP_003417869.1
OG0016289	XP_012623911.1	XP_010595880.2
OG0016290	XP_012623925.1	XP_003417880.1
OG0016291	XP_012609094.1	XP_003417915.1
OG0016292	XP_012609025.1	XP_003417895.3
OG0016293	XP_012609171.1	XP_023413379.1
OG0016294	XP_012609077.1	XP_003416513.1
OG0016295	XP_012609015.1	XP_003416534.2
OG0016296	XP_012609145.1	XP_010594520.1
OG0016297	XP_012609127.1	XP_003416507.1
OG0016298	XP_012609064.1	XP_003416505.1
OG0016299	XP_012597509.1	XP_023396020.1
OG0016300	XP_012593163.1	XP_010595885.1
OG0016301	XP_012635397.1	XP_010584616.1
OG0016302	XP_012591162.1	XP_003405877.1
OG0016303	XP_012637328.1	XP_003405854.1
OG0016304	XP_012637319.1	XP_003406271.1
OG0016305	XP_012598191.1	XP_003406060.1
OG0016306	XP_012600742.1	XP_023398694.1
OG0016307	XP_012637323.1	XP_003405857.1
OG0016308	XP_012637381.1	XP_023398619.1
OG0016309	XP_012637411.1	XP_010601120.1
OG0016310	XP_012608900.1	XP_003406256.1
OG0016311	XP_012608821.1	XP_003406255.1
OG0016312	XP_012641264.1	XP_003406235.1
OG0016313	XP_012632307.1	XP_023398556.1
OG0016314	XP_012641327.1	XP_003406019.1
OG0016315	XP_012624577.1	XP_023397824.1
OG0016316	XP_012595766.1	XP_010584672.1
OG0016317	XP_012632308.1	XP_003406221.1
OG0016318	XP_012594542.1	XP_003406196.1
OG0016319	XP_012594503.1	XP_010600850.1
OG0016320	XP_012594423.1	XP_010600757.1
OG0016321	XP_020143643.1	XP_023398087.1
OG0016322	XP_012594415.1	XP_003406180.1
OG0016323	XP_020143814.1	XP_023398805.1
OG0016324	XP_012606900.1	XP_003406135.1
OG0016325	XP_020143804.1	XP_023397568.1
OG0016326	XP_012640634.1	XP_003406121.1
OG0016327	XP_012640640.1	XP_010600374.1
OG0016328	XP_012595578.1	XP_010600268.1
OG0016330	XP_012632394.1	XP_003406000.1
OG0016331	XP_012604607.1	XP_003415235.1
OG0016332	XP_012614215.1	XP_003410287.1
OG0016333	XP_012627855.1	XP_023404937.1
OG0016334	XP_012637202.1	XP_010597709.1
OG0016335	XP_012601050.1	XP_010597714.1
OG0016337	XP_012600752.2	XP_003415261.1
OG0016338	XP_012600753.1	XP_023409992.1
OG0016339	XP_012600769.1	XP_003415078.1
OG0016340	XP_012624111.1	XP_023409991.1
OG0016341	XP_012623976.1	XP_023409950.1
OG0016342	XP_012604647.1	XP_003415044.1
OG0016345	XP_012591701.1	XP_023407167.1
OG0016346	XP_012610783.1	XP_003412761.1
OG0016347	XP_012594111.2	XP_023407157.1
OG0016348	XP_012623101.1	XP_003420065.1
OG0016349	XP_012595077.1	XP_003414827.1
OG0016350	XP_020140528.1	XP_023409608.1
OG0016351	XP_012620193.1	XP_023395711.1
OG0016352	XP_012620228.1	XP_003420893.1
OG0016353	XP_012637943.1	XP_003420555.1
OG0016355	XP_012640306.1	XP_010594102.1
OG0016356	XP_012640199.1	XP_003416020.1
OG0016357	XP_012640167.1	XP_003416079.1
OG0016358	XP_012640081.1	XP_003416001.1
OG0016359	XP_012612325.1	XP_010598038.2
OG0016360	XP_012592116.1	XP_003422211.1
OG0016361	XP_012637273.1	XP_010596049.1
OG0016362	XP_012639846.1	XP_003418023.1
OG0016363	XP_012593557.1	XP_003418050.2
OG0016364	XP_012593510.1	XP_023413610.1
OG0016365	XP_012593616.1	XP_010595985.2
OG0016366	XP_012602060.1	XP_023395117.1
OG0016367	XP_020140746.1	XP_023395136.1
OG0016368	XP_012594234.1	XP_003412795.2
OG0016369	XP_012591715.1	XP_023407168.1
OG0016370	XP_012591676.1	XP_010591026.2
OG0016371	XP_012591673.1	XP_023407164.1
OG0016372	XP_012591648.1	XP_010591065.1
OG0016373	XP_012639790.1	XP_023407160.1
OG0016374	XP_020140450.1	XP_010591011.1
OG0016375	XP_012612253.1	XP_003412741.1
OG0016376	XP_012622860.1	XP_003422090.1
OG0016377	XP_012622892.1	XP_010599678.1
OG0016378	XP_012643350.1	XP_003414872.1
OG0016379	XP_012606607.1	XP_003414918.1
OG0016380	XP_012606489.1	XP_003414863.1
OG0016381	XP_012606250.1	XP_023409583.1
OG0016382	XP_012605993.1	XP_003414856.1
OG0016383	XP_012594820.1	XP_010592970.1
OG0016384	XP_012605838.1	XP_003414882.1
OG0016385	XP_012637941.1	XP_023395218.1
OG0016386	XP_012635357.1	XP_010598007.1
OG0016387	XP_012608793.1	XP_023396151.1
OG0016388	XP_012608777.1	XP_023396159.1
OG0016389	XP_012612644.1	XP_010599400.2
OG0016390	XP_012612728.1	XP_023396507.1
OG0016391	XP_012612723.1	XP_023396540.1
OG0016392	XP_012613627.1	XP_003421743.1
OG0016393	XP_012597736.1	XP_003421754.1
OG0016394	XP_020140649.1	XP_003412732.2
OG0016395	XP_012611546.1	XP_003412767.1
OG0016396	XP_012592005.1	XP_023402446.1
OG0016397	XP_012639609.1	XP_010590863.2
OG0016398	XP_012624611.1	XP_003404142.1
OG0016401	XP_012600209.2	XP_023409116.1
OG0016402	XP_012639336.1	XP_023401323.1
OG0016403	XP_012599046.1	XP_023413283.1
OG0016405	XP_012606496.1	XP_003414360.1
OG0016406	XP_012615872.1	XP_003410842.1
OG0016407	XP_012643524.1	XP_003416161.2
OG0016408	XP_012603378.1	XP_003420712.1
OG0016410	XP_012592146.1	XP_023401059.1
OG0016411	XP_020139108.1	XP_010585322.1
OG0016412	XP_012609517.2	XP_003410467.1
OG0016413	XP_012629894.1	XP_010593311.1
OG0016414	XP_012607847.1, XP_012607797.1	XP_003415039.1
OG0016415	XP_012625892.1	XP_003419969.1
OG0016416	XP_012614327.1	XP_003416564.1
OG0016417	XP_012605500.1	XP_023408296.1
OG0016419	XP_012626308.1	XP_010585312.1
OG0016420	XP_020140836.1	XP_023395111.1
OG0016422	XP_020143024.1	XP_003405103.1
OG0016423	XP_012619401.2	XP_003419185.1
OG0016425	XP_012597274.1	XP_003419812.1
OG0016426	XP_012634623.1	XP_003416760.1
OG0016427	XP_020143772.1, XP_012616521.1	XP_003406086.2
OG0016428	XP_012597603.1	XP_010585068.1
OG0016430	XP_012610950.2	XP_003412812.1
OG0016431	XP_012594154.2	XP_010594298.1
OG0016432	XP_012593640.1	XP_003410940.1
OG0016433	XP_012620738.1	XP_003415534.1
OG0016434	XP_012621407.1	XP_023409165.1
OG0016435	XP_012642277.1	XP_023409531.1
OG0016438	XP_012640979.1	XP_023399174.1
OG0016442	XP_012633804.1	XP_023415544.1
OG0016443	XP_012597578.1	XP_010585415.1, XP_023399655.1
OG0016453	XP_020139373.1	XP_003413072.1
OG0016454	XP_012640006.1	XP_003414604.1
OG0016455	XP_012594260.1	XP_010600442.2
OG0016456	XP_012644735.1	XP_003420053.1
OG0016459	XP_012617583.1	XP_003404796.2
OG0016460	XP_012596677.2	XP_010589066.1
OG0016461	XP_012616427.1	XP_023404068.1
OG0016463	XP_012618480.1	XP_003405510.1
OG0016464	XP_012620281.2	XP_003405511.1
OG0016465	XP_012618112.1	XP_003409088.1
OG0016466	XP_012616530.1	XP_023400428.1
OG0016467	XP_012598621.1	XP_003414525.1
OG0016468	XP_012624742.2	XP_010599563.1
OG0016469	XP_020140072.1	XP_003410412.1
OG0016470	XP_012603024.1	XP_003411249.2
OG0016471	XP_012623444.1	XP_003420263.1
OG0016472	XP_012603977.1	XP_003419952.1
OG0016474	XP_012638308.1	XP_003416204.2
OG0016475	XP_012638957.1	XP_003406322.1
OG0016477	XP_012597743.1	XP_010599372.2
OG0016478	XP_020145185.1	XP_023400977.1
