Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0012236	XP_005067589.1	XP_045149248.1
OG0012237	XP_005067893.1	XP_004712951.1
OG0012238	XP_005067599.1	XP_004712964.1
OG0012239	XP_005067601.1	XP_004712966.2
OG0012240	XP_040604880.1	XP_030742381.1
OG0012241	XP_005067614.1	XP_004712975.1
OG0012242	XP_005067612.1	XP_004712973.1
OG0012243	XP_005067616.1	XP_004712978.1
OG0012244	XP_005067617.2	XP_004712979.1
OG0012245	XP_005067627.1	XP_004712982.1
OG0012246	XP_012967224.1	XP_004712991.2
OG0012247	XP_040604847.1	XP_045149340.1
OG0012248	XP_021081292.1	XP_045141590.1
OG0012249	XP_005067668.1	XP_004709399.1
OG0012250	XP_005067685.1	XP_004709413.2
OG0012251	XP_021081456.1	XP_012861755.1
OG0012252	XP_040604757.1	XP_045149302.1
OG0012253	XP_012967266.1	XP_012861757.2
OG0012254	XP_040604758.1	XP_045149319.1
OG0012256	XP_021081464.2	XP_004713027.1
OG0012257	XP_005067723.1	XP_045149289.1
OG0012258	XP_005067733.1	XP_004713013.1
OG0012259	XP_005067745.2	XP_004713008.1
OG0012260	XP_021081475.1	XP_004713081.2
OG0012261	XP_005067717.1	XP_045149243.1
OG0012262	XP_040612997.1	XP_004699674.1
OG0012263	XP_040613031.1	XP_004699418.1
OG0012264	XP_005086691.1	XP_045147680.1
OG0012266	XP_005074381.1	XP_045147718.1, XP_004699435.1
OG0012267	XP_040613063.1	XP_045147713.1
OG0012268	XP_005074371.2	XP_045147997.1
OG0012269	XP_012970437.1	XP_004699453.1
OG0012270	XP_005072232.1	XP_004699454.1
OG0012271	XP_005072222.1	XP_004699455.1
OG0012272	XP_005072220.1	XP_004699458.1
OG0012273	XP_005072211.2	XP_004699464.1
OG0012274	XP_005072204.1	XP_030741922.1
OG0012275	XP_040612948.1	XP_004699712.2
OG0012276	XP_040612935.1	XP_004699716.1
OG0012277	XP_005072197.1	XP_004699471.1
OG0012278	XP_005079265.1	XP_045154777.1
OG0012280	XP_005079295.2	XP_004705272.1
OG0012281	XP_005079299.1	XP_045155161.1
OG0012282	XP_012975413.1	XP_045155159.1
OG0012283	XP_021088248.2	XP_004718183.2
OG0012284	XP_040590983.1	XP_004705268.1
OG0012285	XP_040590852.1	XP_004705524.1
OG0012288	XP_040590926.1	XP_004705515.1
OG0012289	XP_040591035.1	XP_004705251.1
OG0012290	XP_040590948.1	XP_045155216.1
OG0012292	XP_005073224.4	XP_004704546.1
OG0012293	XP_005073209.1	XP_045149508.1
OG0012294	XP_005073197.1	XP_045149673.1
OG0012295	XP_021084672.1	XP_004704558.1
OG0012296	XP_005073187.1	XP_045149556.1
OG0012297	XP_005073260.1	XP_004704798.1
OG0012298	XP_040591599.1	XP_045149649.1
OG0012299	XP_005073168.1	XP_030742426.1
OG0012300	XP_021084654.2	XP_004704573.1
OG0012301	XP_005073255.2	XP_004704810.2
OG0012302	XP_012971102.2	XP_045149722.1
OG0012303	XP_005073154.1	XP_045149766.1
OG0012304	XP_005073150.1	XP_045149558.1
OG0012306	XP_005073143.1	XP_004704820.1
OG0012307	XP_005073142.1	XP_045149533.1
OG0012308	XP_040592014.1	XP_045149775.1
OG0012309	XP_005073251.1	XP_004704830.1
OG0012310	XP_040592509.1	XP_045149779.1
OG0012311	XP_040592524.1	XP_045149690.1
OG0012312	XP_005073102.2	XP_012860612.2
OG0012313	XP_021084610.1	XP_045149862.1
OG0012314	XP_040592839.1	XP_004704612.1
OG0012315	XP_040592894.1	XP_004704615.1
OG0012316	XP_005073088.1	XP_004704622.1
OG0012317	XP_040593166.1	XP_045149857.1
OG0012318	XP_040593137.1	XP_045149727.1
OG0012319	XP_040592505.1	XP_004704872.1
OG0012320	XP_040592462.1	XP_004704881.2
OG0012321	XP_012973376.1	XP_045149776.1
OG0012322	XP_012973359.1	XP_045149885.1
OG0012323	XP_040592470.1	XP_045149848.1
OG0012324	XP_005076344.1	XP_045149847.1
OG0012325	XP_040592545.1	XP_045149694.1
OG0012326	XP_005076336.1	XP_004704672.1
OG0012327	XP_040592546.1	XP_004704895.1
OG0012328	XP_012973369.1	XP_045149639.1
OG0012329	XP_012973259.1	XP_045149494.1
OG0012330	XP_040601850.1, XP_005076245.1	XP_045149846.1
OG0012331	XP_005067732.1	XP_012862792.1
OG0012332	XP_005086690.1	XP_004699425.2
OG0012333	XP_005073181.2	XP_004704800.1
OG0012334	XP_040604158.1	XP_004706228.1
OG0012335	XP_040604216.1	XP_004706204.1
OG0012336	XP_005081626.1	XP_045141956.1
OG0012337	XP_005077438.1	XP_012859252.1
OG0012339	XP_012977125.1	XP_004706219.2
OG0012340	XP_005081662.3	XP_004705858.1
OG0012341	XP_040604247.1	XP_004706194.1
OG0012342	XP_040604280.1	XP_004706177.1
OG0012343	XP_040607490.1	XP_045147674.1
OG0012344	XP_012976171.1	XP_004705987.1
OG0012345	XP_005080398.1	XP_045139751.1
OG0012346	XP_040587344.1	XP_030744946.1
OG0012348	XP_040587593.1	XP_045140683.1
OG0012349	XP_040587271.1	XP_045140673.1
OG0012350	XP_012976197.1	XP_004705688.1
OG0012351	XP_040599042.1, XP_005080409.1	XP_004705684.1
OG0012352	XP_021088859.1	XP_030744705.2
OG0012353	XP_040587155.1	XP_045140611.1
OG0012354	XP_040587171.1	XP_045141855.1
OG0012355	XP_005080439.1	XP_045141674.1
OG0012356	XP_021088789.1	XP_004705676.1
OG0012357	XP_005080438.1	XP_004705677.1
OG0012358	XP_005080443.2	XP_004706028.1
OG0012359	XP_040587571.1	XP_045140541.1
OG0012360	XP_005080475.1	XP_045141548.1
OG0012361	XP_005080482.1	XP_045139470.1
OG0012362	XP_040587247.1	XP_045139465.1
OG0012363	XP_040587300.1	XP_045140882.1
OG0012364	XP_005080488.1	XP_045147707.1, XP_004705647.1
OG0012365	XP_040586978.1	XP_004705648.1
OG0012366	XP_005080492.1	XP_030744308.1
OG0012367	XP_040607260.1	XP_030744559.1
OG0012368	XP_012975937.1	XP_045140307.1
OG0012369	XP_012975922.1	XP_004705600.1
OG0012370	XP_040607186.1	XP_045140279.1
OG0012371	XP_005080049.1	XP_004705932.1
OG0012372	XP_005080051.1	XP_004705594.1
OG0012373	XP_012975871.1	XP_045139739.1
OG0012374	XP_005064392.1	XP_045140045.1
OG0012375	XP_012967209.1	XP_004705702.1
OG0012376	XP_040609686.1	XP_045142023.1
OG0012377	XP_005064408.1	XP_004706078.1
OG0012378	XP_040609785.1	XP_004705714.1
OG0012379	XP_040609908.1	XP_004705718.1
OG0012380	XP_005064428.1	XP_004705721.1
OG0012381	XP_012975481.1	XP_045140798.1
OG0012382	XP_005064432.2	XP_004705727.1
OG0012383	XP_021084526.2	XP_004705739.1
OG0012384	XP_040610222.1	XP_004706090.1
OG0012385	XP_040610235.1	XP_045141888.1
OG0012387	XP_005063446.1	XP_004706095.1
OG0012388	XP_005064473.1	XP_012860911.2, XP_004704124.1
OG0012390	XP_040610340.1	XP_045140835.1
OG0012391	XP_040610630.1	XP_045142018.1
OG0012392	XP_005064503.1	XP_045142063.1
OG0012393	XP_040610977.1	XP_045141891.1
OG0012394	XP_005064511.1	XP_004705771.1
OG0012395	XP_040611105.1	XP_045142005.1
OG0012396	XP_040611136.1	XP_004706117.1
OG0012397	XP_005064522.1	XP_012860920.1
OG0012398	XP_040611254.1	XP_045140986.1
OG0012399	XP_005064533.1	XP_045140990.1
OG0012400	XP_040611350.1	XP_004706132.1
OG0012401	XP_005064536.1	XP_030740233.1
OG0012402	XP_040611390.1	XP_004705794.1
OG0012403	XP_005064546.1	XP_045141184.1
OG0012404	XP_040611569.1	XP_030740235.2
OG0012405	XP_040611560.1	XP_004706144.1
OG0012406	XP_040611606.1	XP_004705801.1
OG0012407	XP_040611722.1	XP_045141940.1
OG0012408	XP_040589545.1	XP_045141945.1
OG0012409	XP_005077421.1	XP_004706322.1
OG0012410	XP_012974079.1	XP_045141994.1
OG0012411	XP_040589377.1	XP_004705814.1
OG0012412	XP_040586709.1	XP_045140231.1
OG0012413	XP_040586877.1	XP_012860986.1
OG0012414	XP_005084635.1	XP_045142059.1
OG0012415	XP_040604024.1	XP_045141488.1
OG0012416	XP_021091249.1	XP_045141820.1
OG0012417	XP_005084640.1	XP_045139830.1
OG0012418	XP_012977145.1	XP_004705904.2
OG0012419	XP_021089503.1	XP_045139574.1
OG0012420	XP_021089525.1	XP_004705899.1
OG0012421	XP_005081736.1	XP_045141119.1
OG0012422	XP_005081727.1	XP_004705894.1
OG0012423	XP_005081726.1	XP_045139934.1
OG0012424	XP_012977185.1	XP_045141976.1
OG0012425	XP_021089517.1	XP_030740242.1
OG0012426	XP_040604156.1	XP_004705867.2
OG0012427	XP_005081690.1	XP_004706226.1
OG0012428	XP_040604162.1	XP_004706222.1
OG0012429	XP_012977122.1	XP_045141966.1
OG0012430	XP_040604183.1	XP_045141924.1
OG0012431	XP_040604199.1	XP_045142047.1
OG0012432	XP_040604213.1	XP_045141963.1
OG0012433	XP_005081783.1	XP_004706200.2
OG0012435	XP_005081767.1	XP_045141954.1
OG0012436	XP_005081620.1	XP_004705838.1
OG0012437	XP_040604296.1	XP_045141952.1
OG0012438	XP_040604298.1	XP_004705837.1
OG0012439	XP_012977031.1	XP_004705834.1
OG0012440	XP_040604333.1	XP_004705817.1
OG0012441	XP_040604343.1	XP_004705816.1
OG0012442	XP_005076649.1	XP_012859348.1
OG0012443	XP_005071027.2	XP_004714117.1
OG0012444	XP_005076658.1	XP_045147770.1, XP_004699259.1
OG0012445	XP_005076669.1	XP_045149189.1, XP_004699591.2
OG0012446	XP_005076700.1	XP_030742010.2
OG0012447	XP_040607981.1	XP_045147862.1
OG0012448	XP_021086645.1	XP_045147953.1
OG0012449	XP_005076712.1	XP_004699276.1
OG0012450	XP_005076713.1	XP_012859239.1
OG0012451	XP_040607953.1	XP_045147955.1
OG0012452	XP_040607917.1	XP_030742472.1
OG0012453	XP_005077169.3	XP_004699290.1
OG0012454	XP_040607908.1	XP_045147965.1
OG0012455	XP_005077174.1	XP_045148112.1
OG0012456	XP_012973856.1	XP_004699296.1
OG0012457	XP_040607881.1	XP_004699627.1
OG0012458	XP_040607870.1	XP_012859246.2
OG0012459	XP_040607864.1	XP_004699633.2
OG0012460	XP_040607860.1	XP_045147973.1
OG0012461	XP_005077458.1	XP_004699312.1
OG0012462	XP_005077456.1	XP_004699313.1
OG0012463	XP_040589318.1	XP_004699316.2
OG0012464	XP_040589312.1	XP_012859331.1
OG0012465	XP_040589390.1	XP_045147896.1
OG0012466	XP_040589396.1	XP_012859248.2
OG0012467	XP_012977337.1	XP_012859332.1
OG0012468	XP_005081967.2	XP_004699336.1
OG0012469	XP_040607574.1	XP_045148142.1
OG0012470	XP_021089602.2	XP_045147984.1
OG0012471	XP_005081957.1	XP_004699349.1
OG0012472	XP_040607539.1	XP_045147912.1
OG0012473	XP_021090642.1	XP_045148015.1
OG0012474	XP_040607525.1	XP_045147786.1
OG0012475	XP_005083686.1	XP_004699374.1
OG0012476	XP_005083689.1	XP_004699377.2
OG0012477	XP_040607511.1	XP_045147975.1
OG0012478	XP_021090588.2	XP_045147672.1
OG0012479	XP_012978571.1	XP_012859283.2
OG0012480	XP_012978561.1	XP_045148074.1
OG0012481	XP_012975826.3	XP_004700181.2
OG0012482	XP_005071349.1	XP_045154212.1
OG0012483	XP_005073432.2	XP_004699876.1
OG0012484	XP_012971296.1	XP_004700141.1
OG0012485	XP_005080280.1	XP_012863190.1
OG0012486	XP_005071369.2	XP_045153912.1
OG0012487	XP_021090586.2	XP_004703132.1
OG0012488	XP_040594966.1	XP_045154115.1
OG0012489	XP_005073440.1	XP_004699871.1
OG0012490	XP_005073458.1	XP_004700142.1
OG0012491	XP_040594950.1	XP_004699854.2
OG0012492	XP_012971291.1	XP_045154236.1
OG0012493	XP_040594245.1	XP_045154251.1
OG0012494	XP_012971338.1	XP_012859440.1
OG0012495	XP_040593644.1	XP_045154109.1
OG0012496	XP_005073503.1	XP_012859376.1
OG0012497	XP_005079916.1	XP_045153944.1
OG0012498	XP_040593090.1	XP_030743674.2
OG0012499	XP_012978077.1	XP_004699912.1
OG0012500	XP_021090225.1	XP_045153968.1
OG0012501	XP_040593525.1	XP_004699939.1
OG0012502	XP_005079055.1	XP_045152762.1
OG0012503	XP_012969839.1	XP_045154201.1
OG0012504	XP_012969816.1	XP_045153922.1
OG0012505	XP_005071347.1	XP_004706742.1
OG0012506	XP_005071337.2	XP_045153872.1
OG0012507	XP_005071327.1	XP_012861166.1
OG0012508	XP_005071364.1	XP_045153914.1
OG0012509	XP_040593198.1	XP_045154046.1
OG0012510	XP_005071390.1	XP_004706772.1
OG0012511	XP_040593832.1	XP_004706775.1
OG0012512	XP_040595317.1	XP_004706879.2
OG0012513	XP_005071394.1	XP_004706880.2
OG0012514	XP_012969723.2	XP_012861129.1
OG0012515	XP_005071418.1	XP_004706796.1
OG0012516	XP_005071530.3	XP_045153819.1
OG0012517	XP_005071427.1	XP_004706802.1
OG0012518	XP_005071446.1	XP_045154225.1
OG0012519	XP_021087576.2	XP_045150214.1
OG0012520	XP_012974672.1	XP_030742556.1
OG0012521	XP_005078218.1	XP_012859415.3
OG0012522	XP_005078219.1	XP_004700010.1
OG0012523	XP_005078212.1	XP_004700016.1
OG0012524	XP_005078207.1	XP_004700020.1
OG0012525	XP_040593306.1	XP_045153929.1
OG0012526	XP_005078195.1	XP_004700007.1
OG0012527	XP_005078193.1	XP_004700005.1
OG0012528	XP_005078191.2	XP_045154179.1
OG0012529	XP_040594812.1	XP_030743682.1
OG0012530	XP_040594858.1	XP_004699997.2
OG0012531	XP_005078178.1	XP_004700216.1
OG0012532	XP_040594341.1	XP_004699992.1
OG0012533	XP_012976134.1	XP_045154290.1
OG0012534	XP_021088671.2	XP_045154289.1
OG0012535	XP_040608414.1	XP_004714763.1
OG0012536	XP_005088596.1	XP_004714760.1
OG0012537	XP_005080192.1	XP_045154288.1
OG0012538	XP_005080201.1	XP_004714727.1
OG0012539	XP_005080213.1	XP_004714721.1, XP_030741980.1
OG0012540	XP_005080219.3	XP_045154446.1
OG0012541	XP_040608318.1	XP_004714800.1
OG0012542	XP_021088673.2	XP_004714798.1
OG0012543	XP_040608258.1	XP_030743718.2
OG0012544	XP_005080284.1	XP_004714682.1
OG0012545	XP_005076530.1	XP_045151979.1
OG0012546	XP_012978295.1	XP_045152012.1
OG0012547	XP_040613901.1	XP_045151972.1
OG0012548	XP_040613890.1	XP_004703144.3
OG0012549	XP_012979842.1	XP_045151970.1
OG0012550	XP_005065392.1	XP_004703138.1
OG0012551	XP_040613830.1	XP_045151968.1
OG0012552	XP_021090554.1	XP_004702991.1
OG0012553	XP_040613817.1	XP_004703135.1
OG0012554	XP_012980217.1	XP_004703134.1
OG0012555	XP_040613802.1	XP_045151995.1
OG0012556	XP_040613783.1	XP_004702970.1
OG0012558	XP_005065434.1	XP_004702964.1
OG0012559	XP_005065433.2	XP_012860170.2
OG0012560	XP_040613766.1	XP_045152152.1
OG0012561	XP_040613764.1	XP_004703123.1
OG0012562	XP_021090793.1	XP_045152018.1
OG0012563	XP_005083088.1	XP_045152241.1
OG0012564	XP_005083087.1	XP_004702949.1
OG0012565	XP_005082624.1	XP_004703117.1
OG0012566	XP_040608842.1	XP_045146747.1
OG0012567	XP_040608855.1	XP_004714121.1
OG0012568	XP_040608870.1	XP_004714127.1
OG0012569	XP_005074721.1	XP_004704009.2
OG0012570	XP_040597654.1	XP_004703930.1
OG0012571	XP_040597612.1	XP_004704012.2
OG0012572	XP_040598855.1	XP_004698699.1
OG0012573	XP_012980938.1	XP_012859124.1
OG0012574	XP_005068445.1	XP_045143713.1
OG0012575	XP_005085624.2	XP_045143601.1
OG0012576	XP_005085627.1	XP_045143600.1
OG0012577	XP_040596601.1	XP_045143650.1
OG0012578	XP_040596592.1	XP_030740755.1
OG0012579	XP_005085639.2	XP_004698540.1
OG0012580	XP_021091896.2	XP_004698545.1
OG0012581	XP_005085663.1	XP_004698550.1
OG0012582	XP_005085673.1	XP_004698556.1
OG0012583	XP_040596588.1	XP_004698559.1
OG0012584	XP_040599051.1	XP_004698576.1
OG0012585	XP_040599055.1	XP_045143798.1
OG0012586	XP_040599021.1	XP_045143583.1
OG0012587	XP_040599020.1	XP_045144089.1
OG0012588	XP_005080564.1	XP_004698590.1
OG0012589	XP_040598994.1	XP_004698596.1
OG0012590	XP_040598979.1	XP_045144046.1
OG0012591	XP_021088885.2	XP_004698609.2
OG0012592	XP_021084870.1	XP_045143831.1
OG0012593	XP_040598951.1	XP_045144045.1
OG0012594	XP_005072860.1	XP_004698619.1
OG0012595	XP_005072855.2	XP_004698624.1
OG0012596	XP_040598938.1	XP_004699018.1
OG0012597	XP_040598934.1	XP_004698630.1
OG0012598	XP_040598933.1	XP_004698632.2
OG0012599	XP_012970854.1	XP_004698635.1
OG0012600	XP_040598923.1	XP_045143573.1
OG0012601	XP_021084471.1	XP_045143662.1
OG0012602	XP_005072841.1	XP_004698640.1
OG0012603	XP_040591835.1	XP_045143570.1
OG0012604	XP_005085868.2	XP_004698645.1
OG0012605	XP_040591664.1	XP_045143672.1
OG0012606	XP_012980498.1	XP_004698657.1
OG0012607	XP_040591666.1	XP_045143657.1
OG0012608	XP_005085863.1	XP_004698660.1
OG0012609	XP_040598896.1	XP_045143565.1
OG0012610	XP_040598898.1	XP_030740729.1
OG0012611	XP_005072837.1	XP_012859107.1
OG0012612	XP_005072828.1	XP_004698686.1
OG0012613	XP_005072826.1	XP_004698688.1
OG0012614	XP_040598870.1	XP_004699049.2
OG0012615	XP_040598866.1	XP_045144103.1
OG0012616	XP_005072820.1	XP_004698696.1
OG0012617	XP_040598815.1	XP_045144100.1
OG0012618	XP_005072802.1	XP_004698717.1
OG0012619	XP_040598806.1	XP_045143617.1
OG0012620	XP_005072804.1	XP_004698718.1
OG0012621	XP_005072797.1	XP_004698722.1
OG0012622	XP_005072793.1	XP_004698725.1
OG0012623	XP_021084440.1	XP_012859116.2
OG0012624	XP_040598761.1	XP_004698727.1
OG0012625	XP_040598758.1	XP_045143756.1
OG0012626	XP_005072871.1	XP_004699071.2
OG0012627	XP_040598748.1	XP_004698747.1
OG0012628	XP_040598733.1	XP_045144122.1
OG0012629	XP_040598725.1	XP_004698748.1
OG0012630	XP_021084426.1	XP_045143715.1
OG0012631	XP_012970845.1	XP_004698752.1
OG0012632	XP_040598709.1	XP_004698756.1
OG0012633	XP_040598697.1	XP_004698766.1
OG0012634	XP_005086443.1	XP_004698768.1
OG0012635	XP_005086431.1	XP_004698774.1
OG0012636	XP_040598648.1	XP_045144107.1
OG0012637	XP_005086423.1	XP_004699100.1
OG0012638	XP_040598643.1	XP_045143877.1
OG0012639	XP_005084071.2	XP_004699108.1
OG0012640	XP_040598602.1	XP_004698805.1
OG0012641	XP_040598574.1	XP_012859135.1
OG0012642	XP_040598556.1	XP_045144059.1
OG0012643	XP_005068424.1	XP_004698834.1
OG0012644	XP_040598459.1	XP_045144011.1
OG0012645	XP_040598437.1	XP_012859181.2
OG0012646	XP_040598435.1	XP_004698859.1
OG0012647	XP_005068310.1	XP_004698858.1
OG0012648	XP_012967636.1	XP_045144049.1
OG0012649	XP_040598394.1	XP_045143977.1
OG0012650	XP_040598318.1	XP_004698876.1
OG0012651	XP_040598303.1	XP_045143967.1
OG0012652	XP_040600807.1	XP_045143567.1
OG0012653	XP_005084068.1	XP_045144102.1
OG0012654	XP_005068370.1	XP_004699186.1
OG0012655	XP_005070216.3	XP_045155384.1
OG0012656	XP_021086176.1	XP_045155237.1
OG0012657	XP_005077019.1	XP_012861204.1
OG0012658	XP_005083718.1	XP_045145286.1
OG0012659	XP_021091851.1	XP_012862833.1
OG0012660	XP_040592820.1	XP_030741024.1
OG0012661	XP_005069856.1	XP_004709150.2
OG0012662	XP_005070129.1	XP_004707557.1
OG0012663	XP_005087421.1	XP_004707212.1
OG0012664	XP_005075972.1	XP_004707160.1
OG0012665	XP_005075944.1	XP_004707146.1
OG0012666	XP_040603954.1	XP_012861219.1
OG0012667	XP_005077149.3	XP_045155674.1
OG0012668	XP_040600803.1	XP_045145209.1
OG0012669	XP_040606167.1	XP_004709142.1
OG0012670	XP_040606156.1	XP_030744066.2
OG0012671	XP_040606144.1	XP_045155464.1
OG0012673	XP_005069859.1	XP_045155519.1
OG0012674	XP_040606109.1	XP_004709157.1
OG0012675	XP_005070234.1	XP_004709158.1
OG0012676	XP_012968640.1	XP_045155460.1
OG0012677	XP_005069873.1	XP_004709161.1
OG0012678	XP_005069884.1	XP_045155729.1
OG0012679	XP_005069890.1	XP_045155457.1
OG0012680	XP_040606092.1	XP_004709163.2
OG0012681	XP_021082692.1	XP_012861724.2
OG0012682	XP_005069897.1	XP_004709168.2
OG0012683	XP_012968582.1, NP_001268610.1	XP_045155663.1
OG0012684	XP_040606049.1	XP_004709176.1
OG0012685	XP_040606046.1	XP_045155337.1
OG0012686	XP_012968905.1	XP_045155446.1
OG0012687	XP_040606042.1	XP_004709180.1
OG0012688	XP_040606018.1	XP_004709333.2
OG0012689	XP_040606017.1	XP_012861726.2
OG0012690	XP_005069943.1	XP_045155807.1
OG0012691	XP_005069947.1	XP_045155515.1
OG0012692	XP_040606009.1	XP_004709341.1
OG0012693	XP_005069964.1	XP_004709192.1
OG0012694	XP_005069969.1	XP_045155808.1
OG0012695	XP_012968733.1	XP_045155333.1
OG0012696	XP_005069980.1	XP_012861731.1
OG0012697	XP_005070002.1	XP_045155353.1
OG0012698	XP_005070048.1	XP_004707342.1
OG0012699	XP_005070050.2	XP_045155415.1
OG0012700	XP_040605900.1	XP_045155629.1
OG0012701	XP_040605897.1	XP_004718256.2
OG0012702	XP_040605884.1	XP_004707334.2
OG0012703	XP_005070067.1	XP_012861273.1
OG0012704	XP_021082811.1	XP_004707587.1
OG0012705	XP_040605833.1	XP_045155527.1
OG0012706	XP_012968687.1	XP_004707295.1
OG0012707	XP_005070113.1	XP_004707297.1
OG0012708	XP_005070105.1	XP_004707301.1
OG0012709	XP_012968877.1	XP_045155751.1
OG0012710	XP_040605740.1	XP_045155742.1
OG0012711	XP_040605761.1	XP_004707275.1
OG0012712	XP_005070145.1	XP_045155397.1
OG0012713	XP_005070141.1	XP_004707266.2
OG0012714	XP_021082827.1	XP_004707261.1
OG0012715	XP_021082823.1	XP_004707258.2
OG0012716	XP_040605790.1	XP_012861263.1
OG0012717	XP_040605689.1	XP_045155393.1
OG0012719	XP_005070188.1	XP_045155530.1
OG0012720	XP_005070195.1	XP_004707250.1
OG0012721	XP_005070202.2	XP_004707243.1
OG0012722	XP_040605663.1	XP_045155385.1
OG0012723	XP_040605646.1	XP_045155311.1
OG0012724	XP_040605632.1	XP_045155705.1
OG0012725	XP_005087443.1	XP_004707223.1
OG0012726	XP_005087442.1	XP_045155706.1
OG0012727	XP_005087440.1	XP_004707219.1
OG0012728	XP_005076023.1	XP_004707507.1
OG0012729	XP_005076010.1	XP_004707189.1
OG0012730	XP_012973117.1	XP_045155910.1, XP_045155909.1
OG0012731	XP_005076004.1	XP_045155269.1
OG0012732	XP_005075984.1	XP_004707170.1
OG0012733	XP_040605562.1	XP_004707168.2
OG0012734	XP_005075974.1	XP_030743949.2
OG0012735	XP_040605552.1	XP_045155892.1
OG0012736	XP_040605549.1	XP_004707159.1
OG0012737	XP_005075969.1	XP_004707485.1
OG0012738	XP_040605506.1	XP_045155252.1
OG0012739	XP_040605501.1	XP_030743944.1
OG0012740	XP_040605474.1	XP_045155556.1
OG0012741	XP_012973043.1	XP_045155248.1
OG0012742	XP_005075912.1	XP_045155246.1
OG0012743	XP_005075903.1	XP_004707113.1
OG0012744	XP_040605461.1	XP_045155813.1
OG0012745	XP_005075894.1	XP_045155925.1
OG0012746	XP_040605439.1	XP_045155871.1
OG0012747	XP_005075877.1	XP_004707092.1
OG0012748	XP_021086165.1	XP_045155768.1
OG0012749	XP_040605396.1	XP_045155673.1
OG0012750	XP_040605383.1	XP_004707443.1
OG0012751	XP_040605376.1	XP_045155232.1
OG0012752	XP_005076946.2	XP_030744045.2
OG0012753	XP_005076949.1	XP_004707071.1
OG0012754	XP_012973843.1	XP_004707428.1
OG0012755	XP_040605308.1	XP_045155372.1
OG0012756	XP_021086750.1	XP_045155565.1
OG0012757	XP_040605306.1	XP_045155744.1
OG0012758	XP_040605287.1	XP_045155846.1
OG0012759	XP_005076984.1	XP_045155841.1
OG0012760	XP_005076994.1	XP_004707413.3
OG0012761	XP_005077136.3	XP_004707408.2
OG0012762	XP_040605203.1	XP_045155292.1
