Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0011319	XP_005068197.2	XP_038437678.1
OG0011320	XP_005077192.1	XP_038437687.1
OG0011321	XP_040607757.1	XP_038437792.1
OG0011322	XP_040607684.1	XP_038437948.1
OG0011323	XP_040607648.1	XP_038438000.1
OG0011324	XP_040607646.1	XP_038438006.1
OG0011325	XP_040607642.1	XP_038438026.1
OG0011326	XP_021086269.1	XP_038438089.1
OG0011327	XP_012973432.1	XP_038438121.1
OG0011328	XP_040603470.1	XP_038438149.1
OG0011329	XP_005076474.1	XP_038438178.1
OG0011330	XP_040603444.1	XP_038438184.1
OG0011331	XP_040603385.1	XP_038438269.1
OG0011332	XP_040603384.1	XP_038438272.1
OG0011333	XP_040602498.1, NP_001268270.1	XP_038438283.1
OG0011334	NP_001268486.1	XP_038438330.1
OG0011335	XP_040603332.1	XP_038438352.1
OG0011336	XP_005082857.1	XP_038438382.1
OG0011337	XP_005074819.1	XP_038438409.1
OG0011338	XP_005076816.1	XP_038438432.1
OG0011339	XP_040606545.1	XP_038438441.1
OG0011341	XP_040606573.1	XP_038438530.1
OG0011342	XP_040606583.1	XP_038438590.1
OG0011343	XP_040606612.1	XP_038438599.1
OG0011344	XP_005074855.2	XP_038438600.1
OG0011345	XP_012972321.1	XP_038438727.1
OG0011346	XP_040606695.1	XP_038438730.1
OG0011347	XP_021085560.1	XP_038438753.1
OG0011348	XP_040606713.1	XP_038438754.1
OG0011349	XP_040606728.1	XP_038438779.1
OG0011350	XP_012972307.2	XP_038438787.1
OG0011351	XP_005074793.1	XP_038438829.1
OG0011352	XP_005071546.1	XP_038438855.1
OG0011353	XP_005071548.1	XP_038438858.1
OG0011354	XP_005071553.2	XP_038438860.1
OG0011355	XP_040606754.1	XP_038438866.1
OG0011356	XP_005071557.1	XP_038438876.1
OG0011357	XP_040606757.1	XP_038438882.1
OG0011358	XP_005071561.1	XP_038438889.1
OG0011359	XP_005071563.1	XP_038438900.1
OG0011360	XP_040606769.1	XP_038438920.1
OG0011361	XP_040606785.1	XP_038438934.1
OG0011362	XP_040606789.1	XP_038438962.1
OG0011363	XP_040606793.1	XP_038438967.1
OG0011364	XP_040606819.1	XP_038438995.1
OG0011365	XP_040606824.1	XP_038439000.1
OG0011366	XP_040606825.1	XP_038439001.1
OG0011367	XP_040606826.1	XP_038439002.1
OG0011368	XP_021083634.1	XP_038439201.1
OG0011369	XP_040608574.1	XP_038439208.1
OG0011370	XP_005069798.1	XP_038439209.1
OG0011371	XP_040610534.1	XP_038439216.1
OG0011372	XP_040613606.1	XP_038439219.1
OG0011373	XP_040613612.1	XP_038439224.1
OG0011374	XP_040613626.1	XP_038439246.1
OG0011375	XP_005065524.2	XP_038439259.1
OG0011376	XP_005065510.1	XP_038439272.1
OG0011377	XP_005065504.1	XP_038439280.1
OG0011378	XP_040613673.1	XP_038439286.1
OG0011379	XP_005065492.1	XP_038439293.1
OG0011380	XP_040613679.1	XP_038439309.1
OG0011381	XP_005065478.1	XP_038439322.1
OG0011382	XP_005069791.1	XP_038439327.1
OG0011383	XP_005069782.1	XP_038439361.1
OG0011384	XP_005069765.1	XP_038439390.1
OG0011385	XP_005077634.1	XP_038439418.1
OG0011386	XP_040607016.1	XP_038439442.1
OG0011387	XP_005071699.1	XP_038439468.1
OG0011388	XP_012969993.1	XP_038439625.1
OG0011389	XP_005078007.1	XP_038439656.1
OG0011390	XP_012973232.1	XP_038439733.1
OG0011391	XP_040610516.1	XP_038439808.1
OG0011392	XP_040610541.1	XP_038439857.1
OG0011393	XP_040610555.1	XP_038439863.1
OG0011394	XP_040611684.1	XP_038439899.1
OG0011395	XP_040607146.1	XP_038439915.1
OG0011396	XP_040611711.1	XP_038439938.1
OG0011397	XP_005066454.1	XP_038439970.1
OG0011398	XP_021080645.1	XP_038440009.1
OG0011399	XP_040611774.1	XP_038440039.1
OG0011400	XP_005066425.1	XP_038440058.1
OG0011401	XP_005066424.1	XP_038440062.1
OG0011402	XP_040611800.1	XP_038440083.1
OG0011403	XP_040611805.1	XP_038440086.1
OG0011404	XP_040611815.1	XP_038440096.1
OG0011405	XP_005066400.1	XP_038440133.1
OG0011406	XP_005066396.1	XP_038440141.1
OG0011407	XP_040611854.1	XP_038440171.1
OG0011408	XP_021080693.1	XP_038440190.1
OG0011409	XP_040611653.1	XP_038440220.1
OG0011410	XP_005066520.1	XP_038440259.1
OG0011411	XP_005066526.1	XP_038440268.1
OG0011412	XP_012965984.1	XP_038440328.1
OG0011413	XP_021079062.1	XP_038440357.1
OG0011414	XP_021079342.1	XP_038440405.1
OG0011415	XP_005065226.1	XP_038440435.1
OG0011416	XP_005065160.1	XP_038440452.1
OG0011417	XP_005069028.1	XP_038440454.1
OG0011418	XP_005069052.1	XP_038440521.1
OG0011419	XP_040601390.1	XP_038440596.1
OG0011420	XP_040601399.1	XP_038440618.1
OG0011421	XP_005065230.1	XP_038440698.1
OG0011422	XP_040601495.1	XP_038440768.1
OG0011423	XP_005065220.1	XP_038440772.1
OG0011424	XP_021088172.2	XP_038440858.1
OG0011425	XP_040601549.1	XP_038440863.1
OG0011426	XP_005065180.1	XP_038440903.1
OG0011427	XP_040601588.1	XP_038440906.1
OG0011428	XP_012977536.1	XP_038440908.1
OG0011429	XP_012978179.1	XP_038440948.1
OG0011430	XP_040601620.1	XP_038440957.1
OG0011431	XP_005084538.1	XP_038441004.1
OG0011432	XP_005069038.1	XP_038441011.1
OG0011433	XP_012969136.1	XP_038441030.1
OG0011434	XP_040609608.1	XP_038441052.1
OG0011435	XP_040608601.1, NP_001268536.1	XP_038441105.1
OG0011436	XP_012976560.1	XP_038441156.1
OG0011438	XP_040609545.1	XP_038441174.1
OG0011439	XP_040609542.1	XP_038441176.1
OG0011440	XP_005080961.1	XP_038441196.1
OG0011441	XP_012976571.1	XP_038441209.1
OG0011442	XP_040609480.1, XP_040610159.1	XP_038441285.1
OG0011443	XP_040609443.1	XP_038441326.1
OG0011444	XP_021083083.1	XP_038441364.1
OG0011445	XP_040609403.1	XP_038441425.1
OG0011446	XP_040609389.1	XP_038441465.1
OG0011447	XP_005070624.1	XP_038441500.1
OG0011448	XP_040609377.1	XP_038441519.1
OG0011449	XP_040609329.1	XP_038441565.1
OG0011450	XP_005070587.1	XP_038441604.1
OG0011451	NP_001268322.1, XP_040608599.1	XP_038441611.1
OG0011452	XP_005070548.1	XP_038441675.1
OG0011453	XP_005070537.1	XP_038441706.1
OG0011454	XP_040609215.1	XP_038441735.1
OG0011455	XP_005070520.4	XP_038441782.1
OG0011456	XP_005070518.1	XP_038441785.1
OG0011457	XP_040608611.1, NP_001268749.1	XP_038441789.1
OG0011458	XP_012976572.1	XP_038441827.1
OG0011459	XP_040610158.1	XP_038441828.1
OG0011460	XP_005070602.1	XP_038441832.1
OG0011461	XP_005070546.1	XP_038441836.1
OG0011462	XP_040594553.1	XP_038441837.1
OG0011464	XP_005073521.1	XP_038441848.1
OG0011465	XP_005078302.1	XP_038445605.1, XP_038441865.1
OG0011466	XP_021084783.1	XP_038441905.1
OG0011467	XP_005073419.1	XP_038441906.1
OG0011468	XP_005073416.1	XP_038441909.1
OG0011469	XP_021084766.1	XP_038441910.1
OG0011470	XP_040593576.1	XP_038441943.1
OG0011471	XP_005087403.1	XP_038441949.1
OG0011472	XP_005079908.2	XP_038442006.1
OG0011473	XP_040594221.1	XP_038442017.1
OG0011474	XP_005073513.1	XP_038442032.1
OG0011475	XP_005073518.1	XP_038442041.1
OG0011476	XP_040594877.1	XP_038442095.1
OG0011477	XP_040593809.1	XP_038442097.1
OG0011478	XP_040593325.1	XP_038442101.1
OG0011479	XP_005071476.1	XP_038442156.1
OG0011480	XP_005071485.1	XP_038442183.1
OG0011481	XP_040594962.1	XP_038442191.1
OG0011482	XP_005087831.2	XP_038442215.1
OG0011483	XP_005087829.1	XP_038442216.1
OG0011484	XP_012981936.1	XP_038442232.1
OG0011485	XP_005087814.1	XP_038442240.1
OG0011486	XP_012974618.2	XP_038442258.1
OG0011487	XP_021087566.1	XP_038442260.1
OG0011488	XP_040594093.1	XP_038442275.1
OG0011489	XP_005078266.1	XP_038442286.1
OG0011490	XP_005078242.1	XP_038442316.1
OG0011491	XP_040594861.1	XP_038442329.1
OG0011492	NP_001268497.1	XP_038442355.1
OG0011494	XP_040600445.1	XP_038442516.1, XP_038442517.1, XP_038442515.1, XP_038442514.1
OG0011495	XP_012974049.1, XP_005069600.1	XP_038442548.1, XP_038444721.1
OG0011496	XP_005078027.1	XP_038442665.1
OG0011497	XP_040600000.1	XP_038442789.1
OG0011498	XP_005074276.1	XP_038442825.1
OG0011499	XP_040600041.1	XP_038442880.1
OG0011500	XP_012971857.1	XP_038442906.1
OG0011501	XP_005074300.1	XP_038442963.1
OG0011502	XP_005074310.1	XP_038442993.1
OG0011503	XP_005078034.1	XP_038442997.1
OG0011504	XP_005080596.1	XP_038443159.1
OG0011505	XP_040589706.1	XP_038443242.1
OG0011506	XP_005085167.3	XP_038443316.1
OG0011507	XP_005085144.1	XP_038443368.1
OG0011508	XP_005085146.1	XP_038443370.1
OG0011509	XP_005085965.1	XP_038443429.1
OG0011510	XP_040600168.1	XP_038443531.1
OG0011511	XP_005081214.2	XP_038443548.1
OG0011512	XP_040600205.1	XP_038443635.1
OG0011513	XP_021089262.1	XP_038443642.1
OG0011514	XP_005086588.1	XP_038443679.1
OG0011515	XP_012978183.1	XP_038443720.1
OG0011516	XP_012978182.1	XP_038443743.1
OG0011517	XP_012970678.1	XP_038443761.1
OG0011518	XP_005076757.1	XP_038443919.1
OG0011519	XP_040600389.1	XP_038443928.1
OG0011520	XP_040600417.1	XP_038443984.1
OG0011521	XP_012977785.1	XP_038444001.1
OG0011522	XP_012978267.1	XP_038444081.1
OG0011523	XP_040600480.1	XP_038444093.1
OG0011524	XP_040600482.1	XP_038444103.1
OG0011525	XP_005083175.1	XP_038444115.1
OG0011526	XP_005083167.1	XP_038444137.1
OG0011527	XP_040600510.1	XP_038444197.1
OG0011528	XP_012973683.1	XP_038444222.1
OG0011529	XP_040600554.1	XP_038444238.1
OG0011530	XP_021091871.1	XP_038444242.1
OG0011531	XP_005085609.1	XP_038444258.1
OG0011532	XP_005085608.1	XP_038444274.1
OG0011533	XP_040599843.1	XP_038444353.1
OG0011534	XP_005085950.1	XP_038444416.1
OG0011536	XP_005086315.2	XP_038444511.1
OG0011537	XP_005087014.1	XP_038444569.1
OG0011538	XP_005087003.2	XP_038444595.1
OG0011539	XP_005086992.1	XP_038444603.1
OG0011540	XP_005086962.1	XP_038444652.1
OG0011541	XP_005086957.1	XP_038444655.1
OG0011542	XP_040589632.1	XP_038444712.1
OG0011543	XP_005081226.1	XP_038444729.1
OG0011544	XP_012973621.2	XP_038444753.1
OG0011545	XP_040607429.1	XP_038444830.1, XP_038445194.1, XP_038445683.1, XP_038444854.1, XP_038445455.1, XP_038445601.1
OG0011546	XP_005079992.1	XP_038444980.1
OG0011547	XP_040590362.1	XP_038445092.1
OG0011581	XP_040597330.1	NP_001002953.1
OG0011582	XP_040599361.1	NP_001002957.2
OG0011583	XP_005084547.1	NP_001002959.1
OG0011584	XP_040598372.1	NP_001002960.1
OG0011585	XP_040599537.1	NP_001002973.1
OG0011586	XP_040585446.1	NP_001002977.1
OG0011587	XP_005075021.1	NP_001002980.1
OG0011588	XP_040613807.1	NP_001002983.1
OG0011589	XP_021087122.1	NP_001002984.1
OG0011590	XP_005082459.1	NP_001002989.1
OG0011591	XP_012972396.2	NP_001002998.1
OG0011592	XP_005083900.1	NP_001003002.2
OG0011593	XP_040590636.1	NP_001003014.1
OG0011594	XP_040614117.1	NP_001003021.1
OG0011595	XP_005081050.1	NP_001003025.1
OG0011596	XP_005079042.1	NP_001003029.1
OG0011597	XP_040590377.1	NP_001003049.1
OG0011598	XP_005080886.1	NP_001003058.1
OG0011599	XP_005077381.1	NP_001003074.1
OG0011600	XP_005069908.1	NP_001003082.1
OG0011601	XP_005075907.1	NP_001003090.1
OG0011602	XP_012976618.1	NP_001003091.1
OG0011603	XP_005066353.1	NP_001003098.1
OG0011604	XP_005069968.1	NP_001003104.1
OG0011605	XP_005084089.1	NP_001003108.1
OG0011606	XP_040595578.1	NP_001003112.1
OG0011607	XP_005069892.1	NP_001003114.1
OG0011608	XP_040602519.1	NP_001003121.1
OG0011609	XP_040613534.1	NP_001003136.1
OG0011610	XP_005068772.1	NP_001003143.1
OG0011611	XP_040601534.1	NP_001003144.1
OG0011612	XP_040609059.1	NP_001003156.1
OG0011614	XP_005085847.1	NP_001003170.1
OG0011616	XP_005075742.1	NP_001003183.1
OG0011617	XP_021091793.1	NP_001003193.1
OG0011618	XP_040596093.1	NP_001003203.1
OG0011619	XP_012971564.3	NP_001003204.1
OG0011620	XP_005082969.1	NP_001003205.2
OG0011621	XP_005084958.1	NP_001003206.1
OG0011622	XP_005085041.1	NP_001003219.1
OG0011623	NP_001268877.1	NP_001003234.1
OG0011624	XP_012967843.1	NP_001003237.1
OG0011625	XP_021081296.1, XP_040604584.1	NP_001003245.1
OG0011626	XP_040612286.1	NP_001003250.1
OG0011627	XP_005082799.1	NP_001003255.1
OG0011628	XP_005078412.1	NP_001003258.1
OG0011629	XP_005080817.1	NP_001003264.1
OG0011630	XP_005070044.1	NP_001003265.1
OG0011631	XP_040597361.1	NP_001003267.1
OG0011632	XP_040606012.1	NP_001003271.2
OG0011633	XP_040585583.1	NP_001003289.1
OG0011634	XP_005080428.1	NP_001003295.2
OG0011635	NP_001268558.1	NP_001003305.1
OG0011636	XP_005071662.1	NP_001003307.1
OG0011637	XP_005074045.1	NP_001003324.1
OG0011638	XP_005078784.1	NP_001003326.1
OG0011639	XP_040591441.1	NP_001003342.1
OG0011640	XP_040607681.1	NP_001003344.1
OG0011641	XP_005073526.1	NP_001003354.1
OG0011642	XP_040608444.1	NP_001003376.1
OG0011643	XP_012978431.1	NP_001003378.1
OG0011644	XP_012965751.2	NP_001003380.1
OG0011645	XP_005077021.2	NP_001005252.1
OG0011646	XP_040595687.1	NP_001005256.1
OG0011647	XP_012980158.2	NP_001005263.1
OG0011648	XP_021081610.1	NP_001005755.1
OG0011649	XP_005064167.1	NP_001005757.1
OG0011650	XP_005081925.1	NP_001007141.1
OG0011651	XP_005064373.2	NP_001007143.2
OG0011652	XP_005063480.3	NP_001008713.2
OG0011653	XP_012973158.1	NP_001008714.1
OG0011654	XP_005075686.1	NP_001008718.1
OG0011655	NP_001268302.1	NP_001008720.1
OG0011656	XP_005087062.1	NP_001010959.1
OG0011657	NP_001268541.1	NP_001012394.1
OG0011658	XP_012980731.1	NP_001012397.1
OG0011659	XP_005076770.1	NP_001013856.1
OG0011660	XP_005088107.3	NP_001013872.1
OG0011661	XP_005066799.1	NP_001014300.2
OG0011662	XP_005071900.1	NP_001018643.1
OG0011663	XP_040607315.1	NP_001018647.1
OG0011664	XP_005083487.2	NP_001019810.1
OG0011665	XP_012968719.1	NP_001026987.1
OG0011666	XP_005081124.2	NP_001026989.1
OG0011667	XP_005074985.1	NP_001029167.1
OG0011668	XP_040608186.1	NP_001034132.1
OG0011670	XP_005080831.1	NP_001041489.1
OG0011671	XP_040610016.1	NP_001041549.1
OG0011672	XP_005086917.1	NP_001041551.1
OG0011673	XP_012975254.2	NP_001041556.1
OG0011674	XP_005086920.1	NP_001041593.1
OG0011675	XP_040603393.1	NP_001041594.1
OG0011676	XP_005065706.2	NP_001041598.1
OG0011677	XP_005082745.1	NP_001070907.1
OG0011678	XP_005083126.1	NP_001074192.1
OG0011679	NP_001268305.1	NP_001091019.1
OG0011680	XP_012968633.1	NP_001091028.1
OG0011681	XP_005071342.1	NP_001095302.1
OG0011682	XP_005077580.1	NP_001104240.1
OG0011683	XP_040605799.1	NP_001104271.1
OG0011684	XP_021078684.1	NP_001107186.1
OG0011685	XP_012977037.1	NP_001108221.1
OG0011686	XP_021087261.1	NP_001108350.1
OG0011687	XP_005072811.2	NP_001108607.1
OG0011688	XP_040611096.1	NP_001116145.1
OG0011689	NP_001268250.2	NP_001120706.1
OG0011690	XP_040591566.1	NP_001124520.1
OG0011691	XP_040592876.1	NP_001124521.1
OG0011692	XP_005076137.2	NP_001129118.1
OG0011693	XP_005068825.1	NP_001138901.1
OG0011694	XP_005080223.3	NP_001153594.1
OG0011695	XP_040596345.1	NP_001153771.1
OG0011696	XP_005067956.2	NP_001157926.1
OG0011697	XP_005073566.3	NP_001157958.1
OG0011698	XP_040601638.1	NP_001159480.1
OG0011699	XP_040593126.1, XP_040610387.1	NP_001161170.1
OG0011700	XP_012974260.1	NP_001161484.1
OG0011701	XP_005069516.1	NP_001161931.2
OG0011702	XP_005068217.1	NP_001165243.2
OG0011703	XP_005085114.2	NP_001165706.1
OG0011704	NP_001278152.1	NP_001166014.2
OG0011705	XP_012969192.1	NP_001166949.2
OG0011706	XP_021088234.1	NP_001177673.1
OG0011707	XP_040587275.1	NP_001182074.1
OG0011708	XP_021087552.1	NP_001182441.1
OG0011709	XP_005066812.1	NP_001182595.1
OG0011710	XP_005064416.1	NP_001182624.1
OG0011711	XP_005078390.2	NP_001182773.1
OG0011712	XP_021081238.1	NP_001183958.1
OG0011713	XP_021078423.1	NP_001183969.1
OG0011714	XP_040594354.1	NP_001184005.1
OG0011715	XP_040605221.1	NP_001184016.1
OG0011716	XP_005080458.1	NP_001184024.1
OG0011717	XP_005081525.1	NP_001184049.1
OG0011718	XP_040584045.1	NP_001184085.1
OG0011719	XP_005084853.1	NP_001184087.1
OG0011720	XP_040594839.1	NP_001184089.1
OG0011721	XP_005065867.2	NP_001184121.1, XP_038444931.1
OG0011722	XP_040599560.1	NP_001184241.1
OG0011723	XP_040610728.1	NP_001185587.1
OG0011724	XP_012968166.1	NP_001191024.1
OG0011725	XP_012978575.1	NP_001191739.1
OG0011726	XP_012977499.1	NP_001193866.1
OG0011727	NP_001268620.1	NP_001234905.1
OG0011728	XP_005063953.1	NP_001238876.1
OG0011729	XP_005066590.1	NP_001238894.1
OG0011730	XP_012973053.2, XP_040600415.1	NP_001239086.1
OG0011731	XP_040608752.1	NP_001239103.1
OG0011732	XP_040593219.1	NP_001239193.1
OG0011733	XP_040599311.1	NP_001239241.1
OG0011734	XP_012974419.2	NP_001239309.1
OG0011735	XP_005087247.1	NP_001239310.1
OG0011736	XP_040588412.1	NP_001239318.1
OG0011737	XP_005069915.1	NP_001239510.1
OG0011738	XP_005077061.1	NP_001240832.1
OG0011739	XP_012976106.1	NP_001243191.1
OG0011740	XP_040609236.1	NP_001257780.1
OG0011741	XP_040585444.1	NP_001257816.1
OG0011742	XP_005076103.1	NP_001257900.1
OG0011743	XP_040596689.1	NP_001271385.1
OG0011744	XP_005073626.2	NP_001271388.1
OG0011745	XP_005078355.1	NP_001271389.1
OG0011746	XP_040588333.1	NP_001271425.1
OG0011747	NP_001273043.1	NP_001273161.1
OG0011748	XP_005066738.1	NP_001273782.1
OG0011749	XP_040584245.1	NP_001273890.1
OG0011751	XP_040612344.1	NP_001273957.1
OG0011752	XP_005076138.1	NP_001273980.1
OG0011753	NP_001268555.1	NP_001273993.1
OG0011754	XP_012978510.2	NP_001274010.1
OG0011755	XP_012972838.1, XP_005075520.1	NP_001274018.1
OG0011756	XP_040585685.1	NP_001274057.1
OG0011757	XP_040590709.1	NP_001274067.1
OG0011758	XP_040588183.1	NP_001277038.1
OG0011759	XP_005063624.1	NP_001277045.1
OG0011760	XP_012973958.1	NP_001291891.1
OG0011761	XP_012972333.1	NP_001300733.1
OG0011762	XP_005076583.1	NP_001300745.1
OG0011763	XP_012972966.1	NP_001300750.1
OG0011764	XP_012966690.1	NP_001300752.1
OG0011765	XP_040606613.1	NP_001300755.1
OG0011766	XP_040591433.1	NP_001300761.1
OG0011767	XP_040590225.1	NP_001300763.1
OG0011768	XP_040608402.1	NP_001300794.1
OG0011769	XP_005068088.1	NP_001300803.1
OG0011770	XP_012978427.1	NP_001301016.1
OG0011771	XP_005081357.1	NP_001301040.1
OG0011772	XP_021081007.1	NP_001332944.1
OG0011773	XP_040609692.1	NP_001332975.1
OG0011774	XP_005076030.1	NP_001333030.1
OG0011775	XP_005063947.2	NP_001362359.1
OG0011776	XP_005063868.1	NP_001375503.1
OG0011777	XP_005065028.1	XP_038418414.1, NP_001375565.1
OG0011778	XP_012981600.1	NP_001375641.1
OG0011779	XP_012972953.1	NP_001375667.1
OG0011780	XP_005078248.1	NP_001375709.1
OG0011781	XP_005069424.1	NP_001375718.1
OG0011782	XP_005078237.2	NP_001375825.1
OG0011783	XP_005087339.1	NP_001375934.1
OG0011785	XP_005080629.1	NP_001376145.1
OG0011787	XP_005074714.1	XP_038381401.1
OG0011788	XP_005078499.1	XP_038381430.1
OG0011790	XP_040590617.1	XP_038381477.1
OG0011791	XP_040594489.1	XP_038381497.1, XP_038398317.1
OG0011792	XP_005065896.1	XP_038381510.1
OG0011793	XP_005065909.1	XP_038381511.1
OG0011794	XP_040584238.1	XP_038381533.1
OG0011795	XP_040592040.1	XP_038381567.1
OG0011796	XP_005086296.1	XP_038445097.1, XP_038445096.1, XP_038381605.1
OG0011797	XP_005081857.1	XP_038381607.1
OG0011798	XP_005065860.1	XP_038381614.1
OG0011799	XP_040613703.1	XP_038381643.1
OG0011800	XP_040613721.1	XP_038381657.1
OG0011801	XP_021090941.1	XP_038381666.1
OG0011802	XP_040613729.1	XP_038381671.1
OG0011803	XP_040613736.1	XP_038381690.1
OG0011804	XP_012978861.2	XP_038381700.1
OG0011805	XP_040613743.1	XP_038381714.1
OG0011806	XP_040593523.1	XP_038381782.1, XP_038381780.1
OG0011807	XP_005081509.1	XP_038381788.1
OG0011808	XP_040597633.1	XP_038381823.1
OG0011810	XP_005074718.1	XP_038381857.1
OG0011811	XP_005065862.1	XP_038381958.1
OG0011812	XP_005065883.1	XP_038382015.1
OG0011813	XP_005065889.1	XP_038382035.1
OG0011814	XP_005065786.2	XP_038382058.1
OG0011815	XP_005065898.1	XP_038382064.1
OG0011816	XP_040584372.1	XP_038382072.1
OG0011817	XP_005065911.1	XP_038382120.1
OG0011818	XP_005065913.1	XP_038382125.1
OG0011819	XP_040614156.1	XP_038382152.1
OG0011820	XP_012965705.1	XP_038382157.1
OG0011821	XP_040584052.1	XP_038382206.1
OG0011822	XP_040584317.1	XP_038382231.1
OG0011823	XP_012965670.1	XP_038382239.1
OG0011824	XP_012982218.1	XP_038382264.1
OG0011825	XP_005065963.1	XP_038382300.1
OG0011826	XP_005065966.1	XP_038382338.1
OG0011827	XP_040584347.1	XP_038382339.1
OG0011828	XP_040614086.1	XP_038382372.1
OG0011829	XP_005065983.1	XP_038382399.1
OG0011830	XP_040584106.1	XP_038382424.1
OG0011831	XP_021090340.2	XP_038382446.1
OG0011832	XP_005083068.1	XP_038382449.1
OG0011833	XP_040614205.1	XP_038382515.1
OG0011834	XP_040584155.1	XP_038382566.1
OG0011835	XP_040584279.1	XP_038382611.1
OG0011836	XP_005073372.1	XP_038382612.1
OG0011837	XP_040584156.1	XP_038382631.1
OG0011838	XP_005065830.1	XP_038382655.1
OG0011839	XP_040612077.1	XP_038382771.1
OG0011840	XP_005078461.3	XP_038382896.1
OG0011841	XP_005078458.1	XP_038382904.1
OG0011842	XP_040612012.1	XP_038382906.1
OG0011843	XP_040602736.1	XP_038382957.1
OG0011844	XP_021081147.1	XP_038382964.1
OG0011845	XP_040602623.1	XP_038382965.1
OG0011846	XP_040602510.1	XP_038382993.1
OG0011847	XP_005063796.1	XP_038383037.1
OG0011848	XP_005063281.2	XP_038383052.1
OG0011849	XP_005063790.1	XP_038383073.1
OG0011850	XP_040601836.1	XP_038383181.1
OG0011851	XP_005063769.2	XP_038383195.1
OG0011852	XP_040601703.1	XP_038383205.1
OG0011853	XP_005066354.1	XP_038383219.1
OG0011854	XP_040611905.1	XP_038383244.1
OG0011855	XP_005066297.1	XP_038383255.1
OG0011856	XP_012966097.1	XP_038383292.1
OG0011857	XP_040611878.1	XP_038383297.1
OG0011858	XP_005088010.3	XP_038383356.1
OG0011859	XP_005086784.1	XP_038383392.1
OG0011860	XP_040586530.1	XP_038383443.1
OG0011861	XP_012979095.1	XP_038383643.1
OG0011862	XP_005084214.2	XP_038383667.1
OG0011863	XP_040590077.1	XP_038383698.1
OG0011864	XP_021090973.1	XP_038383702.1
OG0011865	XP_005084222.1, XP_012979103.1	XP_038383746.1
OG0011866	XP_005084200.1	XP_038383798.1
OG0011867	XP_040590081.1	XP_038383827.1
OG0011868	XP_021079011.2	XP_038383909.1
OG0011869	XP_040591971.1	XP_038383939.1
OG0011870	XP_005084862.1	XP_038383943.1
