Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0015725	XP_023604799.1	XP_039327108.1
OG0015726	XP_023617574.1	XP_010331528.1
OG0015727	XP_006098122.1	XP_003920015.1
OG0015728	XP_006091887.1	XP_039326980.1
OG0015729	XP_006091943.1	XP_003920188.1
OG0015730	XP_006092000.1	XP_003920474.2
OG0015731	XP_006092002.1	XP_039327143.1
OG0015732	XP_006092001.1	XP_010332662.1
OG0015733	XP_014314072.1	XP_003920092.1
OG0015734	XP_023612418.1	XP_010332173.1
OG0015735	XP_023612426.1	XP_039326838.1
OG0015736	XP_023612301.1	XP_039326840.1
OG0015737	XP_006106184.1	XP_003920070.1
OG0015738	XP_006097970.1	XP_003920066.3
OG0015742	XP_023599620.1	XP_010350245.2
OG0015743	XP_014323312.1	XP_039326498.1
OG0015744	XP_006101674.1	XP_003945251.2
OG0015745	XP_006101671.3	XP_010346667.1
OG0015746	XP_014322496.1	XP_003937790.1
OG0015747	XP_006101658.1	XP_003937792.1
OG0015748	XP_023620864.1	XP_039326286.1
OG0015749	XP_006101652.1	XP_039327450.1
OG0015750	XP_006101648.1	XP_003937773.2
OG0015751	XP_006110017.2	XP_010346647.2
OG0015752	XP_006101616.1	XP_003937753.3
OG0015753	XP_006101617.2	XP_003938063.2
OG0015754	XP_006104406.1	XP_003937732.1
OG0015755	XP_006104409.1	XP_003937734.2
OG0015756	XP_014302202.1	XP_003937736.1
OG0015757	XP_023601406.1	XP_003937743.2
OG0015758	XP_006104377.1	XP_003937715.1
OG0015760	XP_023603121.1	XP_039326917.1
OG0015761	XP_014303428.1	XP_003920305.1
OG0015762	XP_014303441.1	XP_010333998.1
OG0015763	XP_006105945.1	XP_003920286.1
OG0015764	XP_023602545.1	XP_039326482.1
OG0015766	XP_023602543.1	XP_003920277.1
OG0015767	XP_006105946.1	XP_003920280.1
OG0015769	XP_014304713.1	XP_039326371.1
OG0015771	XP_006108695.1	XP_003920236.1
OG0015773	XP_006103801.1	XP_010335629.2
OG0015777	XP_023617751.1	XP_010340534.2
OG0015778	XP_006081761.1	XP_003928083.1
OG0015779	XP_014310591.1	XP_039334984.1
OG0015780	XP_023610012.1	XP_039335056.1
OG0015781	XP_006082032.1	XP_003927767.1
OG0015784	XP_006098864.1	XP_010340535.2
OG0015785	XP_023613652.1	XP_039335967.1
OG0015786	XP_023600867.1	XP_003931578.1
OG0015787	XP_006100496.1	XP_003922053.1
OG0015788	XP_006098546.1	XP_039325517.1
OG0015789	XP_006109703.2	XP_003927164.1
OG0015790	XP_006104917.1	XP_003936656.1
OG0015791	XP_006105117.1	XP_003941785.1
OG0015792	XP_006104642.1	XP_010327821.1
OG0015793	XP_014301912.2	XP_039322797.1
OG0015794	XP_023620415.1	XP_003938909.1
OG0015795	XP_014320651.1	XP_039321671.1
OG0015796	XP_023620394.1	XP_010347805.2
OG0015797	XP_023599055.1	XP_010330776.2
OG0015798	XP_023599043.1	XP_039321963.1
OG0015799	XP_014323194.1	XP_039333058.1
OG0015800	XP_006102429.1	XP_003944172.3
OG0015801	XP_006091366.1	XP_003926453.2
OG0015802	XP_006091370.1	XP_003926185.1
OG0015804	XP_023605383.1	XP_003926222.2
OG0015805	XP_023605403.1	XP_003926204.2
OG0015806	XP_014306791.1	XP_039333212.1
OG0015807	XP_023605155.1	XP_003926203.1
OG0015808	XP_006083910.1	XP_010336090.1
OG0015809	XP_006083924.1	XP_003927135.1
OG0015810	XP_006083928.1	XP_003927138.2
OG0015811	XP_014306840.1	XP_010336125.1
OG0015813	XP_023619828.1	XP_003927182.1
OG0015814	XP_023602017.1	XP_003939503.2
OG0015815	XP_006089111.1	XP_039333114.1
OG0015816	XP_006090934.1	XP_003936579.2
OG0015817	XP_006090898.1	XP_003936625.1
OG0015818	XP_006090879.2	XP_039333086.1
OG0015819	XP_023603041.1	XP_010345484.2
OG0015821	XP_006108292.1	XP_003936667.1
OG0015822	XP_006108811.1	XP_003936675.1
OG0015823	XP_006108251.1	XP_003936685.1
OG0015824	XP_023603012.1	XP_003936702.1
OG0015825	XP_006106178.1	XP_039333519.1
OG0015826	XP_014306339.2	XP_010335373.1
OG0015827	XP_023604159.1	XP_039333511.1
OG0015828	XP_023619929.1	XP_039333644.1
OG0015829	XP_006100474.1	XP_003942360.2
OG0015830	XP_006100466.1	XP_039321390.1
OG0015831	XP_023619766.1	XP_039321389.1
OG0015832	XP_023619771.1	XP_039321925.1
OG0015833	XP_006100457.1	XP_003942356.1
OG0015834	XP_014321312.2	XP_039322191.1
OG0015835	XP_006100438.1	XP_003942338.2
OG0015836	XP_006100424.1	XP_039322824.1
OG0015837	XP_006100416.1	XP_039322984.1
OG0015838	XP_006107649.3	XP_003942319.3
OG0015839	XP_014320646.1	XP_039323003.1
OG0015840	XP_023619078.1	XP_003942306.1
OG0015841	XP_023619061.1	XP_003942383.2
OG0015842	XP_006099722.1	XP_010328495.2
OG0015843	XP_023619074.1	XP_003944876.2
OG0015844	XP_014320615.1	XP_003944873.1
OG0015845	XP_006100390.1	XP_003941749.1
OG0015846	XP_023619726.1	XP_039322782.1
OG0015847	XP_014321235.1	XP_039322780.1
OG0015848	XP_006100382.1	XP_039322002.1
OG0015850	XP_006109908.1	XP_003941762.1
OG0015851	XP_006105101.1	XP_003941779.2
OG0015852	XP_006105098.1	XP_003941772.1
OG0015853	XP_006105100.1	XP_003941777.1
OG0015854	XP_006105097.1	XP_010327764.1
OG0015855	XP_006105096.1	XP_003941768.1
OG0015856	XP_006105086.1	XP_039322593.1
OG0015857	XP_006104618.1	XP_039322433.1
OG0015858	XP_014305872.1	XP_010327829.1
OG0015859	XP_006106006.1	XP_003941840.1
OG0015860	XP_006105801.1	XP_039322971.1
OG0015861	XP_023601124.1	XP_039322169.1
OG0015862	XP_006104114.1	XP_003938998.1
OG0015863	XP_006104113.1	XP_003939000.1
OG0015864	XP_023601134.1	XP_003938989.1
OG0015865	XP_006102504.1	XP_003938965.2
OG0015866	XP_023599125.1	XP_039322618.1
OG0015867	XP_006101950.1	XP_039321870.1
OG0015868	XP_006101941.1	XP_039322021.1
OG0015869	XP_023620390.1	XP_039322318.1
OG0015870	XP_006101161.1	XP_010347816.2
OG0015871	XP_006101160.1	XP_003938892.1
OG0015872	XP_006101155.1	XP_003938887.2
OG0015873	XP_023601755.1	XP_039321862.1
OG0015874	XP_014302576.1	XP_039322796.1
OG0015875	XP_023603443.1	XP_003938868.2
OG0015876	XP_023603444.1	XP_039321544.1
OG0015878	XP_006106971.1	XP_039321858.1
OG0015879	XP_023603613.1	XP_003938865.1
OG0015881	XP_006106000.1	XP_003938852.1
OG0015882	XP_023620445.1	XP_003938844.2
OG0015883	XP_023604113.1	XP_010337549.1
OG0015884	XP_023599064.1	XP_039322288.1
OG0015885	XP_014322654.1	XP_039321434.1
OG0015886	XP_023599058.1	XP_039321966.1
OG0015887	XP_014322717.2	XP_039323037.1
OG0015889	XP_014315546.1	XP_003919930.1
OG0015890	XP_023614670.1	XP_003919962.1
OG0015891	XP_006098148.1	XP_010332931.1
OG0015892	XP_006092847.1	XP_010332938.1
OG0015893	XP_006092832.1	XP_003941550.2
OG0015894	XP_006092829.1	XP_039318194.1
OG0015895	XP_006092942.1	XP_010343963.2
OG0015896	XP_014314793.1	XP_039318207.1
OG0015897	XP_006092961.1	XP_010343929.2
OG0015898	XP_006098522.1	XP_003935102.1
OG0015899	XP_006091119.1	XP_003935086.1
OG0015900	XP_014323709.1	XP_010332633.1
OG0015901	XP_023599980.1	XP_039326551.1
OG0015902	XP_014323721.1	XP_039327029.1
OG0015903	XP_006100510.1	XP_003923511.2
OG0015904	XP_023619815.1	XP_039326826.1
OG0015906	XP_023614567.1	XP_010332552.1
OG0015907	XP_006094579.1	XP_003923446.1
OG0015908	XP_006094625.1	XP_039327444.1
OG0015909	XP_006094638.1	XP_003923391.1
OG0015910	XP_014316249.1	XP_010332514.2
OG0015911	XP_006105616.1	XP_003923386.2
OG0015912	XP_023602331.1	XP_010335965.2
OG0015913	XP_006105630.2	XP_010336364.1
OG0015914	XP_023610352.1	XP_010337780.2
OG0015915	XP_023610358.1	XP_003919852.3
OG0015916	XP_006089700.1	XP_039326837.1
OG0015917	XP_006089677.1	XP_003919885.1
OG0015918	XP_006089672.1	XP_039327289.1
OG0015919	XP_014312081.1	XP_003919895.1
OG0015920	XP_023610279.1	XP_003919903.2
OG0015921	XP_023613892.1	XP_039327157.1
OG0015922	XP_014315567.1, XP_023613889.1, XP_023613887.1	XP_010346443.1
OG0015923	XP_023613929.1	XP_039326302.1
OG0015924	XP_006093863.1	XP_039326842.1
OG0015925	XP_023613917.1	XP_003919956.1
OG0015926	XP_006091652.1	XP_003919980.1
OG0015927	XP_023613059.1	XP_010350599.2
OG0015928	XP_006083572.1	XP_003934430.3
OG0015929	XP_006083629.1	XP_003927229.1
OG0015931	XP_006083615.1	XP_010328397.2
OG0015932	XP_023604879.1	XP_003942277.1
OG0015933	XP_023604192.1	XP_003934409.1
OG0015934	XP_006083550.1	XP_003927238.2
OG0015935	XP_006098651.1	XP_039329194.1
OG0015936	XP_006096429.1	XP_039329285.1
OG0015937	XP_014309004.1	XP_010339958.2
OG0015938	XP_006089899.1	XP_003928247.1
OG0015939	XP_006102008.1	XP_010337102.1
OG0015940	XP_023620688.1	XP_039329218.1
OG0015941	XP_006086981.1	XP_003928283.1
OG0015942	XP_023608212.1	XP_010337130.1, XP_010337129.1
OG0015943	XP_006086976.1	XP_003928290.2
OG0015944	XP_023608236.1	XP_003945227.3
OG0015945	XP_006086953.1	XP_039329206.1
OG0015949	XP_023604886.1	XP_003942285.1
OG0015950	XP_006083802.1	XP_003931008.2
OG0015951	XP_006084818.1	XP_003927082.1
OG0015952	XP_006090400.2	XP_039336125.1
OG0015953	XP_006098007.1, XP_006109393.1	XP_010329066.1
OG0015954	XP_006098012.1	XP_010329063.1
OG0015955	XP_006097139.1	XP_039317866.1
OG0015956	XP_023619951.1	XP_010339807.1
OG0015957	XP_023619142.1	XP_010339788.1
OG0015958	XP_023599470.1	XP_003930923.1
OG0015959	XP_006102362.3	XP_039317851.1
OG0015960	XP_006087650.1	XP_003936109.1
OG0015961	XP_006087661.1	XP_010344856.1
OG0015962	XP_023608678.1	XP_039336142.1
OG0015963	XP_006087694.3	XP_010344851.2
OG0015964	XP_023608683.1	XP_039336063.1
OG0015965	XP_006083976.1	XP_003924979.1
OG0015966	XP_006083977.2	XP_010333971.2
OG0015967	XP_006083756.1	XP_003925129.1
OG0015968	XP_023605299.1	XP_010334108.2
OG0015969	XP_006083766.1	XP_003925121.1
OG0015970	XP_014306893.1	XP_003930986.1
OG0015971	XP_014306469.1	XP_003931005.2
OG0015973	XP_023605146.1	XP_010328716.2
OG0015974	XP_006085834.1	XP_039317947.1
OG0015975	XP_006085838.1	XP_010339855.1
OG0015976	XP_006085842.1	XP_039317950.1
OG0015978	XP_014311282.2	XP_003925092.1
OG0015979	XP_006096370.1	XP_003925194.2
OG0015980	XP_014320253.1	XP_010334057.1
OG0015981	XP_023610937.1	XP_003925063.2
OG0015982	XP_014312657.1	XP_003925044.2
OG0015983	XP_006090368.1	XP_003925039.1
OG0015984	XP_006085239.1	XP_003936434.1
OG0015985	XP_006091476.1	XP_039335259.1
OG0015986	XP_006091495.1	XP_003936531.2
OG0015987	XP_023603962.1	XP_010339686.2
OG0015988	XP_006104260.1	XP_003933210.1
OG0015989	XP_023601281.1	XP_003933218.2
OG0015990	XP_006104254.1	XP_003933219.1
OG0015991	XP_006088046.1	XP_039335594.1
OG0015992	XP_023608976.1	XP_039335282.1
OG0015993	XP_006088052.1	XP_039335752.1
OG0015994	XP_006088021.1	XP_003933248.1
OG0015995	XP_006088020.1	XP_010342099.2
OG0015996	XP_023617875.1	XP_003933262.1
OG0015997	XP_006096450.1	XP_003941102.2
OG0015998	XP_014317802.1	XP_010350079.2
OG0015999	XP_006089440.1	XP_039335351.1
OG0016000	XP_006089613.1	XP_039335549.1
OG0016001	XP_006089449.1	XP_003941045.1
OG0016002	XP_023610258.1	XP_039335376.1
OG0016003	XP_006089509.1	XP_003932081.1
OG0016004	XP_006091489.1	XP_003936448.1
OG0016006	XP_006091452.1	XP_003936501.1
OG0016007	XP_006091436.1	XP_003936514.1
OG0016008	XP_006098048.1	XP_039335169.1
OG0016009	XP_006098042.1	XP_003932746.2
OG0016010	XP_023617504.1	XP_039335755.1
OG0016011	XP_023617500.1	XP_003932626.2
OG0016012	XP_023615213.1	XP_010341451.2
OG0016013	XP_006103807.2	XP_039335212.1
OG0016014	XP_006103948.1	XP_003932762.2
OG0016015	XP_006104298.1	XP_010341505.1
OG0016016	XP_006096432.1	XP_003941091.1
OG0016017	XP_006098325.1	XP_003919776.1
OG0016018	XP_023608819.1	XP_039317109.1
OG0016019	XP_014316545.1	XP_003937225.2
OG0016020	XP_006082851.1	XP_003930655.1
OG0016021	XP_014319517.1	XP_003936788.1
OG0016022	XP_023603168.1	XP_039325835.1
OG0016023	XP_006083088.2	XP_039325465.1
OG0016024	XP_023604930.1	XP_003934444.1
OG0016025	XP_014308502.1	XP_010343248.1
OG0016026	XP_023607022.1	XP_003934447.2
OG0016027	XP_023607019.1	XP_039329197.1
OG0016028	XP_006085540.1	XP_039329326.1
OG0016029	XP_023617777.1	XP_039329056.1
OG0016030	XP_023606943.1, XP_014319393.1	XP_003919773.1
OG0016031	XP_014319379.1	XP_039329106.1
OG0016032	XP_006092204.3	XP_039329360.1
OG0016033	XP_006081958.1	XP_003938785.3
OG0016034	XP_006081976.1	XP_003944221.1
OG0016035	XP_006082013.1	XP_003937251.1
OG0016037	XP_006095087.1	XP_039316962.1
OG0016038	XP_014316550.2	XP_010346047.1
OG0016039	XP_023614870.1	XP_039316941.1
OG0016040	XP_006095070.1	XP_003937227.1
OG0016041	XP_006100784.2	XP_039317061.1
OG0016042	XP_006100777.1	XP_039317079.1
OG0016043	XP_023601985.1	XP_039316988.1
OG0016044	XP_014318879.1	XP_039325786.1
OG0016045	XP_023615254.1	XP_003925503.1
OG0016046	XP_006082838.1	XP_039326030.1
OG0016047	XP_014319114.1	XP_003930646.1
OG0016048	XP_006110056.1	XP_039326128.1
OG0016049	XP_006082693.1	XP_039325567.1
OG0016050	XP_006082695.1	XP_039325714.1
OG0016051	XP_006110206.1	XP_039325873.1
OG0016052	XP_014319536.1	XP_039325681.1
OG0016053	XP_023615341.1	XP_003936790.1
OG0016054	XP_006083056.3	XP_010345631.2
OG0016055	XP_006083062.2	XP_039325675.1
OG0016056	XP_006099607.1	XP_010328861.2
OG0016057	XP_006099605.1	XP_003942723.2
OG0016058	XP_006103422.1	XP_003922498.1
OG0016059	XP_006106257.1	XP_039327534.1
OG0016060	XP_023604719.1	XP_039327715.1
OG0016061	XP_014305938.1	XP_003937139.1
OG0016064	XP_023600807.1	XP_039328008.1
OG0016065	XP_023601859.1	XP_039328280.1
OG0016066	XP_014320066.1	XP_003932302.1
OG0016067	XP_006099088.1	XP_039328211.1
OG0016068	XP_023618454.1	XP_039328404.1
OG0016069	XP_023618441.1	XP_003932291.1
OG0016070	XP_023618442.1	XP_010341171.1
OG0016071	XP_006099095.1	XP_039328267.1
OG0016072	XP_006099102.1	XP_003932288.1
OG0016074	XP_006096616.1	XP_003932237.1
OG0016075	XP_006096601.1	XP_039327536.1
OG0016076	XP_006096594.1	XP_003932226.1
OG0016077	XP_023616173.1	XP_010341106.1
OG0016078	XP_023617831.1	XP_003932322.1
OG0016079	XP_006106932.1	XP_003932319.1
OG0016080	XP_014320297.1	XP_039318476.1
OG0016081	XP_006099360.1	XP_003938530.1
OG0016082	XP_006099350.1	XP_003938523.1
OG0016083	XP_006109108.3	XP_039318468.1
OG0016084	XP_006104952.1	XP_039318301.1
OG0016085	XP_023601789.1	XP_003938493.1
OG0016086	XP_023618955.1	XP_039318485.1
OG0016087	XP_014305307.1	XP_039318460.1
OG0016088	XP_023618991.1	XP_003942730.2
OG0016089	XP_006099606.1	XP_010328811.1
OG0016090	XP_014320522.1	XP_003942706.1
OG0016091	XP_014320515.1	XP_039335891.1
OG0016092	XP_023618923.1	XP_039335887.1
OG0016093	XP_006099581.1	XP_003942698.1
OG0016096	XP_023615423.1	XP_039328143.1
OG0016097	XP_006095888.1	XP_003939295.1
OG0016098	XP_006092182.2	XP_039317612.1
OG0016099	XP_006092192.1	XP_003934520.2
OG0016100	XP_023612493.1	XP_010343326.2
OG0016101	XP_023615705.1	XP_039317504.1
OG0016102	XP_006096159.1	XP_039317502.1
OG0016103	XP_023615704.1	XP_003942240.1
OG0016104	XP_006096128.1	XP_003942237.1
OG0016105	XP_014307094.1	XP_003942224.1
OG0016106	XP_023605593.1	XP_003942204.1
OG0016107	XP_014307107.1	XP_010331174.1
OG0016108	XP_014307154.1	XP_003926720.1
OG0016109	XP_014307248.1	XP_039317627.1, XP_039317628.1
OG0016110	XP_023605792.1	XP_003934543.1
OG0016111	XP_006084311.1	XP_003934574.2
OG0016112	XP_006084320.1	XP_010343406.1
OG0016113	XP_006084323.1	XP_003934584.1
OG0016114	XP_006084343.1	XP_003934606.2
OG0016115	XP_006084353.1	XP_003934620.1
OG0016116	XP_006084354.1	XP_003934622.1
OG0016117	XP_006084368.1	XP_003934634.1
OG0016118	XP_006084366.1	XP_003934630.2
OG0016119	XP_006090728.1	XP_003926611.1
OG0016120	XP_023611291.1	XP_003926616.2
OG0016121	XP_006090719.1	XP_003926617.1
OG0016122	XP_006086832.1	XP_003926654.1
OG0016123	XP_006086827.1	XP_003926659.1
OG0016124	XP_023608057.1	XP_003926697.1
OG0016125	XP_023608031.1	XP_003926698.1
OG0016126	XP_014313623.1	XP_003941506.1
OG0016127	XP_006091551.1	XP_003941487.1
OG0016128	XP_006091567.1	XP_003939156.1
OG0016129	XP_006109624.2	XP_003939166.1
OG0016130	XP_014313691.1	XP_003939172.1
OG0016131	XP_006091574.1	XP_003939167.1
OG0016132	XP_006091582.1	XP_003939180.1
OG0016133	XP_006091599.1	XP_003939386.1
OG0016134	XP_014313730.1	XP_039328116.1
OG0016135	XP_014317242.1	XP_003939235.1
OG0016136	XP_006095747.1	XP_039327757.1
OG0016138	XP_006095759.1	XP_003939242.1
OG0016139	XP_023615409.1	XP_039328083.1
OG0016140	XP_006095793.1	XP_003939277.1
OG0016141	XP_006095844.1	XP_010348213.1
OG0016142	XP_006095889.1	XP_003939299.1
OG0016143	XP_006095845.1	XP_010348214.1
OG0016144	XP_006091632.1	XP_003927824.2
OG0016145	XP_023610606.1	XP_003922449.1
OG0016146	XP_006109875.1	XP_003922316.1
OG0016147	XP_023609110.1	XP_039321311.1
OG0016148	XP_023609096.1	XP_003922250.1
OG0016150	XP_023605221.1, XP_023601648.1	XP_003922145.1
OG0016151	XP_006090092.1	XP_003922451.1
OG0016152	XP_006090077.2	XP_003922427.1
OG0016153	XP_006090065.2	XP_039320982.1
OG0016154	XP_006090062.1	XP_010331545.1
OG0016155	XP_006090055.1	XP_003922401.1
OG0016156	XP_006090046.1	XP_003922392.1
OG0016157	XP_006090040.1	XP_003922387.1
OG0016158	XP_006090033.1	XP_003922380.1
OG0016159	XP_006090024.1	XP_010331522.1
OG0016160	XP_006090023.1	XP_003922376.1
OG0016161	XP_014312386.2	XP_010331678.2
OG0016162	XP_023610618.1	XP_003922362.1
OG0016163	XP_006090006.1	XP_039321219.1
OG0016164	XP_006090005.1	XP_003922358.1
OG0016165	XP_006101781.1	XP_003922354.1
OG0016166	XP_023599008.1	XP_010331479.2
OG0016167	XP_023599010.1	XP_003922348.1
OG0016168	XP_006095958.1	XP_003922296.1
OG0016169	XP_006095985.1	XP_003922281.1
OG0016170	XP_014317395.2	XP_003922279.1
OG0016171	XP_023615570.1	XP_003922276.2
OG0016172	XP_006095992.1	XP_003922274.1
OG0016173	XP_006096007.1	XP_003922269.1
OG0016174	XP_006095998.1	XP_003922546.2
OG0016175	XP_006088180.1	XP_039321293.1
OG0016176	XP_006088237.1	XP_010331651.2
OG0016177	XP_006101279.1	XP_003922203.1
OG0016178	XP_023604937.1	XP_039321214.1
OG0016180	XP_023603236.1	XP_003922149.1
OG0016182	XP_023618429.1	XP_039321304.1
OG0016183	XP_006099052.1	XP_039321141.1
OG0016184	XP_006099053.1	XP_010329812.2
OG0016185	XP_006109974.1	XP_003930293.3
OG0016186	XP_023617056.1	XP_003930038.1
OG0016187	XP_006109885.3	XP_003940903.1
OG0016188	XP_014323048.1	XP_003938799.1
OG0016189	XP_006085346.3	XP_039320647.1
OG0016190	XP_023606669.1	XP_003935558.1
OG0016191	XP_006090669.1	XP_003942941.1
OG0016192	XP_006086452.1	XP_003942674.1
OG0016193	XP_006086420.1	XP_003942676.1
OG0016194	XP_006086405.1	XP_010349740.1
OG0016195	XP_006086401.2	XP_003940746.2
OG0016196	XP_006100776.1	XP_003940546.1
OG0016197	XP_006105958.1	XP_003938815.1
OG0016198	XP_006105401.1	XP_003938809.1
OG0016199	XP_006093085.1	XP_003935761.2
OG0016200	XP_023620352.1	XP_039325198.1
OG0016202	XP_006087540.1	XP_003935807.1
OG0016203	XP_023608659.1	XP_003935799.2
OG0016204	XP_014310230.1	XP_003935793.1
OG0016205	XP_014310242.1	XP_039318831.1
OG0016206	XP_006093192.2	XP_039318817.1
OG0016207	XP_006093196.1	XP_003935765.1
OG0016208	XP_023613242.1	XP_003935756.1
OG0016209	XP_006093199.1	XP_003935849.2
OG0016210	XP_014314945.1	XP_039318800.1
OG0016212	XP_014314965.1	XP_003935731.1
OG0016213	XP_006093203.1	XP_039324876.1
OG0016214	XP_006093143.1	XP_003928992.1
OG0016215	XP_006093177.1	XP_039325258.1
OG0016216	XP_006093170.1	XP_039325415.1
OG0016217	XP_006093181.1	XP_039324719.1
OG0016218	XP_006086072.1	XP_003928948.1
OG0016219	XP_006086059.1	XP_003928936.2
OG0016220	XP_006086055.1	XP_039335942.1, XP_003928929.1
OG0016221	XP_006086096.2	XP_003929071.2
OG0016222	XP_006085977.1	XP_003929017.2
OG0016223	XP_006093465.1	XP_010349938.1
OG0016224	XP_023613587.1	XP_039324818.1
OG0016225	XP_006093442.1	XP_003940933.1
OG0016226	XP_023613584.1	XP_039325133.1
OG0016227	XP_006087886.1	XP_039324738.1
OG0016228	XP_006087895.1	XP_039325322.1
OG0016229	XP_006087908.1	XP_039325139.1
OG0016230	XP_006087940.1	XP_003944826.1
OG0016231	XP_023613591.1	XP_039324800.1
OG0016232	XP_014306278.1	XP_003927733.1
OG0016233	XP_006108579.1	XP_003927723.1
OG0016234	XP_006107428.1	XP_010343182.2
OG0016235	XP_006093764.1	XP_003934369.1
OG0016236	XP_006105878.1	XP_010336647.1
OG0016238	XP_023604132.1	XP_039336340.1
OG0016239	XP_006107315.1	XP_039336456.1
OG0016240	XP_023601363.1	XP_039336515.1
OG0016241	XP_006104326.1	XP_039336317.1
OG0016242	XP_014302843.1	XP_003927636.1
OG0016243	XP_006099980.1	XP_039336443.1
OG0016244	XP_023619328.1	XP_039336483.1
OG0016245	XP_006096019.1	XP_010343205.2
OG0016247	XP_006098102.1	XP_003929503.1
OG0016248	XP_006098103.1	XP_003929505.1
OG0016249	XP_006101436.1	XP_003929514.1
OG0016250	XP_006096662.3	XP_003929541.2
OG0016251	XP_023614166.1	XP_039324058.1
OG0016252	XP_006084637.1	XP_003924026.1
OG0016253	XP_023606079.1	XP_039324327.1
OG0016255	XP_006090128.1	XP_003939440.2
OG0016257	XP_006090142.1	XP_010348340.1
OG0016258	XP_006094489.1	XP_003935530.1
OG0016259	XP_023611571.1	XP_003935452.1
OG0016261	XP_006092905.1	XP_003941717.1
OG0016262	XP_014314714.1	XP_010339728.2
OG0016263	XP_023613064.1	XP_039317921.1
OG0016264	XP_006092871.1	XP_010339921.2
OG0016265	XP_023606294.1	XP_039333272.1
OG0016266	XP_006084856.1	XP_003927048.2
OG0016267	XP_023601090.1	XP_010334006.1
OG0016268	XP_006084833.1	XP_010336029.1
OG0016269	XP_014308857.2	XP_039324101.1
OG0016270	XP_006081634.1	XP_039324893.1
OG0016271	XP_006081535.1	XP_003932554.2
OG0016272	XP_006081516.1	XP_003932564.1
OG0016273	XP_023607641.1	XP_039336288.1
OG0016274	XP_023606258.1	XP_039334843.1
OG0016275	XP_014307779.1	XP_003927010.1
OG0016276	XP_023606383.1	XP_039334631.1
OG0016278	XP_006084892.1	XP_039334931.1
OG0016279	XP_023606251.1	XP_010335990.1
OG0016280	XP_023606250.1	XP_003927039.1
OG0016281	XP_006084853.1	XP_010336007.1
OG0016282	XP_006084837.2	XP_003927062.1
OG0016283	XP_023606244.1	XP_003927069.1
