Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0012642	XP_006109762.1	XP_031808207.1
OG0012643	XP_023602621.1	XP_031808198.1
OG0012644	XP_006107201.3	XP_031809146.1
OG0012645	XP_023600201.1	XP_031809117.1
OG0012646	XP_014301032.1	XP_031809113.1
OG0012647	XP_006103168.1	XP_003756599.1
OG0012648	XP_006100582.1	XP_031809078.1
OG0012649	XP_023619862.1	XP_031809080.1
OG0012650	XP_023602911.1	XP_031809037.1
OG0012652	XP_023619189.1	XP_031805371.1
OG0012653	XP_023608304.1	XP_012403354.1
OG0012655	XP_006092421.1	XP_012403693.1
OG0012656	XP_014302940.1	XP_031822229.1
OG0012657	XP_023599964.1	XP_031823459.1
OG0012658	XP_023604119.1	XP_031805193.1
OG0012659	XP_023601722.1	XP_031810662.1
OG0012660	XP_006103241.1	XP_031805192.1
OG0012661	XP_006108135.1	XP_003768648.1
OG0012662	XP_006092357.1	XP_003768197.1
OG0012663	XP_023614809.1	XP_003768276.1
OG0012664	XP_006100825.1, XP_006108625.1	XP_003768324.1
OG0012665	XP_006098984.1	XP_003768402.1
OG0012666	XP_023615363.1	XP_003768013.1
OG0012667	XP_006095632.1	XP_031823572.1
OG0012670	XP_023603184.1	XP_023358615.2
OG0012671	XP_023604982.1, XP_014306286.1	XP_031805153.1
OG0012673	XP_006108012.1	XP_031821512.1
OG0012675	XP_006109297.1	XP_003768657.1
OG0012676	XP_006108176.1	XP_012404047.2
OG0012677	XP_023604521.1	XP_031821490.1
OG0012680	XP_023604611.1	XP_031821453.1
OG0012682	XP_006108759.1	XP_031821443.1
OG0012684	XP_014305622.2	XP_012404080.1
OG0012685	XP_023603995.1	XP_031821420.1
OG0012687	XP_006107069.1	XP_012404110.1
OG0012688	XP_023603316.1	XP_031821726.1
OG0012689	XP_023603314.1	XP_031824502.1
OG0012690	XP_006107235.2	XP_031821719.1
OG0012691	XP_023603675.1	XP_031821711.1
OG0012692	XP_014304643.1	XP_003768560.1
OG0012693	XP_014301297.1	XP_031821695.1
OG0012694	XP_014301325.1	XP_031821672.1
OG0012695	XP_014301300.1	XP_023358324.1
OG0012696	XP_006109996.1	XP_003768521.2
OG0012697	XP_006107612.1	XP_031821614.1
OG0012698	XP_006092490.1	XP_003768621.1
OG0012699	XP_014314376.1	XP_031824498.1
OG0012702	XP_006092514.1	XP_031821739.1
OG0012703	XP_006092530.2	XP_031821740.1
OG0012704	XP_014314188.1	XP_031821772.1
OG0012705	XP_006092239.1	XP_023358255.1
OG0012707	XP_014314207.1	XP_031824510.1
OG0012708	XP_006092259.1	XP_031821825.1
OG0012709	XP_014302899.1	XP_031821841.1
OG0012710	XP_006106152.1	XP_031821855.1
OG0012711	XP_023612727.1	XP_003768430.1
OG0012712	XP_023612625.1	XP_031821895.1
OG0012713	XP_006092346.2	XP_003768441.1
OG0012714	XP_006092355.1	XP_003768195.1
OG0012715	XP_006092360.1	XP_031822218.1
OG0012716	XP_006092370.1, XP_006088588.1	XP_003768199.1
OG0012717	XP_006109804.3	XP_031822204.1
OG0012718	XP_023612649.1	XP_031824525.1
OG0012719	XP_023612648.1, XP_006092383.1	XP_031822202.1
OG0012720	XP_023612653.1	XP_003768203.1
OG0012721	XP_006092406.1	XP_031822194.1
OG0012722	XP_006092411.1	XP_023358073.1
OG0012723	XP_006092427.2	XP_023358082.1
OG0012724	XP_006092462.1	XP_031822137.1
OG0012725	XP_023612693.1	XP_031822147.1
OG0012726	XP_014314341.1	XP_031822149.1
OG0012727	XP_006092463.1	XP_031822132.1
OG0012728	XP_006100885.2	XP_003768302.1
OG0012729	XP_006100882.1	XP_012403827.2
OG0012730	XP_006100883.1	XP_031822074.1
OG0012731	XP_006100873.1	XP_031822069.1
OG0012732	XP_006100837.1	XP_003768319.1
OG0012733	XP_006100834.1	XP_031822034.1
OG0012734	XP_023620136.1	XP_031822032.1
OG0012735	XP_006100828.1	XP_031822028.1
OG0012736	XP_023620127.1	XP_003768325.1
OG0012737	XP_006099022.3	XP_031824517.1
OG0012738	XP_023618353.1	XP_031824514.1
OG0012739	XP_014319979.1	XP_031821957.1
OG0012740	XP_014319992.1	XP_003768415.1
OG0012741	XP_006099014.1	XP_031821931.1
OG0012742	XP_006105324.2	XP_012403869.1
OG0012743	XP_006105317.1	XP_031822228.1
OG0012744	XP_014323689.1	XP_012405497.1
OG0012745	XP_014323668.1	XP_031822255.1
OG0012746	XP_023599954.1	XP_031822262.1
OG0012747	XP_006095637.1	XP_003768024.1
OG0012748	XP_006095641.1	XP_023357928.1
OG0012749	XP_006095695.1	XP_012405709.1
OG0012750	XP_023615391.1	XP_003768005.1
OG0012751	XP_006095685.1	XP_031822344.1
OG0012752	XP_023615392.1	XP_023357909.1
OG0012753	XP_006095692.1	XP_031822360.1
OG0012754	XP_023612589.1	XP_031822386.1
OG0012755	XP_006092301.1	XP_012403557.2
OG0012756	XP_006092308.1	XP_031822400.1
OG0012757	XP_023612607.1	XP_031822405.1
OG0012758	XP_023600979.1	XP_031822423.1
OG0012759	XP_006104011.1	XP_031823425.1
OG0012760	XP_023599175.1	XP_031823437.1
OG0012761	XP_006101988.1	XP_003770043.1
OG0012762	XP_006099925.1	XP_031823484.1
OG0012764	XP_023599270.1	XP_023359383.2
OG0012765	XP_006102122.1	XP_031823494.1
OG0012766	XP_006095565.1	XP_031823519.1
OG0012767	XP_006095577.1	XP_031823531.1
OG0012768	XP_006095581.1, XP_006108283.1	XP_031823537.1
OG0012769	XP_006095584.1	XP_003770093.2
OG0012770	XP_023615251.1	XP_003770078.1
OG0012771	XP_006095596.2	XP_031823562.1
OG0012772	XP_006095600.1	XP_031823573.1
OG0012773	XP_023615320.1	XP_031824597.1
OG0012774	XP_023615260.1	XP_031823584.1
OG0012775	XP_014317095.1	XP_031823585.1
OG0012776	XP_023615290.1	XP_031823591.1
OG0012777	XP_023615262.1	XP_031823607.1
OG0012778	XP_006095619.1	XP_031823608.1
OG0012779	XP_006099263.1	XP_003770141.1
OG0012780	XP_006099260.1	XP_031823621.1
OG0012781	XP_023618610.1	XP_031823629.1
OG0012782	XP_023618603.1	XP_031823630.1
OG0012783	XP_006099251.1	XP_031823634.1
OG0012784	XP_023618600.1	XP_031823663.1
OG0012785	XP_006099229.1	XP_023359477.1
OG0012786	XP_023618601.1	XP_031824602.1
OG0012787	XP_006099224.1	XP_031823672.1
OG0012788	XP_023603134.1	XP_031823679.1
OG0012789	XP_006105205.1	XP_031813173.1
OG0012790	XP_006105207.1	XP_031813218.1
OG0012793	XP_014306907.2	XP_031807784.1
OG0012797	XP_006109555.1	XP_031807844.1
OG0012798	XP_014305370.2	XP_031810801.1
OG0012803	XP_006109346.3	XP_003757501.1
OG0012804	XP_023601442.1	XP_012409434.2
OG0012805	XP_023602499.1	XP_031810712.1
OG0012806	XP_006105730.1	XP_003757452.1
OG0012807	XP_006109769.1	XP_003757450.1
OG0012808	XP_006103230.1	XP_031810628.1
OG0012809	XP_023600208.1	XP_031810618.1
OG0012810	XP_006103214.1	XP_031810621.1
OG0012811	XP_023600245.1	XP_003757371.1
OG0012812	XP_023600264.1	XP_031810609.1
OG0012813	XP_006103204.1	XP_023350051.1
OG0012814	XP_006103203.1	XP_003757365.1
OG0012815	XP_006102136.1	XP_031810572.1
OG0012816	XP_014322926.2	XP_003757414.2
OG0012817	XP_014322940.1	XP_023349894.1
OG0012818	XP_006096293.1	XP_003757191.1
OG0012819	XP_014317666.1	XP_023349891.1
OG0012820	XP_006096310.1	XP_012409173.1
OG0012821	XP_006096327.1	XP_012409171.1
OG0012822	XP_006096345.1	XP_012409138.1
OG0012823	XP_014313401.1	XP_031810105.1
OG0012824	XP_006091177.2	XP_031810085.1
OG0012825	XP_006093672.1	XP_003772406.1
OG0012826	XP_006104601.1	XP_003770827.1
OG0012827	XP_006085024.1	XP_031807107.1
OG0012828	XP_023617242.1	XP_012401603.1
OG0012830	XP_006093042.1	XP_003757987.1
OG0012831	XP_006093041.1	XP_003757986.1
OG0012834	XP_023613708.1	XP_031796034.1
OG0012835	XP_006093747.1	XP_012406926.1
OG0012836	XP_023613712.1	XP_031797059.1
OG0012837	XP_006093696.1	XP_031797031.1
OG0012838	XP_006093692.1	XP_003770940.1
OG0012839	XP_006093683.1	XP_003772651.1
OG0012840	XP_006093673.1	XP_012406977.1
OG0012842	XP_006093660.1	XP_003772405.1
OG0012843	XP_006093648.1	XP_031796963.1
OG0012844	XP_006093657.1	XP_031796976.1
OG0012845	XP_006093635.1	XP_012406994.1
OG0012846	XP_006093618.1	XP_023361142.1
OG0012847	XP_014315385.2	XP_023361136.2
OG0012848	XP_014315376.1	XP_003772348.1
OG0012849	XP_023613790.1	XP_031796914.1
OG0012850	XP_006093593.1	XP_031796915.1
OG0012851	XP_023613716.1	XP_031796861.1
OG0012852	XP_023619997.1	XP_003770874.1
OG0012853	XP_023620002.1	XP_031796789.1
OG0012854	XP_006096909.1	XP_031796784.1
OG0012855	XP_014318218.1	XP_031796782.1
OG0012856	XP_006096924.1	XP_031817116.1, XP_031796755.1
OG0012857	XP_023617429.1	XP_031794231.1
OG0012858	XP_023617424.1	XP_003770966.1
OG0012859	XP_014319083.1	XP_031796659.1
OG0012860	XP_006095542.1	XP_031796559.1
OG0012861	XP_006106430.2	XP_031793905.1
OG0012862	XP_006106432.1	XP_003770861.2
OG0012863	XP_006106440.1	XP_031796219.1
OG0012864	XP_006109637.1	XP_031794057.1
OG0012865	XP_014306100.2	XP_031795138.1
OG0012866	XP_014305618.1	XP_003770819.2
OG0012867	XP_023604343.1	XP_031794396.1
OG0012869	XP_023601555.1	XP_031796606.1
OG0012870	XP_006104597.1	XP_031794434.1
OG0012871	XP_014302338.1	XP_031796821.1
OG0012872	XP_023601556.1	XP_031796264.1
OG0012873	XP_023604777.1	XP_003770830.1
OG0012876	XP_023604830.1	XP_031794774.1
OG0012877	XP_006107642.2	XP_012407184.1
OG0012878	XP_023618021.1	XP_031794061.1
OG0012880	XP_006098575.2	XP_031796668.1
OG0012881	XP_014319630.1	XP_031796652.1
OG0012882	XP_023618013.1	XP_031794989.1
OG0012883	XP_006105721.1	XP_003771045.1
OG0012884	XP_023602387.1	XP_031796961.1
OG0012885	XP_023604140.1	XP_031795714.1
OG0012886	XP_023599556.1	XP_031795990.1
OG0012887	XP_006102479.1	XP_031797111.1
OG0012888	XP_006102472.1	XP_031793596.1
OG0012889	XP_023599564.1	XP_031793986.1
OG0012890	XP_006108987.2	XP_023360237.1
OG0012891	XP_006108551.1	XP_031793819.1
OG0012892	XP_006108227.1	XP_012406102.1
OG0012893	XP_014303312.1	XP_003771169.1
OG0012894	XP_014312886.1	XP_031797104.1
OG0012895	XP_006092788.1	XP_003771145.2
OG0012896	XP_006092796.1, XP_023604817.1	XP_012406076.2
OG0012897	XP_023613020.1	XP_031795993.1
OG0012898	XP_006084115.1	XP_031793956.1
OG0012899	XP_006085798.1	XP_012401642.1
OG0012900	XP_023607145.1	XP_031814633.1
OG0012901	XP_023617848.1	XP_003765735.1
OG0012902	XP_014321610.1	XP_023356203.1, XP_031800909.1
OG0012903	XP_006102719.1	XP_012401619.2
OG0012904	XP_006097798.1	XP_031814996.1
OG0012905	XP_023617240.1	XP_012401605.1
OG0012906	XP_023617237.1	XP_031814966.1
OG0012907	XP_006102857.1	XP_031807348.1
OG0012908	XP_006083538.1	XP_023350761.2
OG0012909	XP_006083475.1	XP_003758368.1
OG0012910	XP_006083536.1	XP_031806286.1
OG0012911	XP_006083442.1	XP_031806294.1
OG0012912	XP_023602743.1	XP_003758850.1
OG0012913	XP_006083438.2	XP_031806304.1
OG0012914	XP_006083437.1	XP_031806308.1
OG0012915	XP_006083414.2	XP_003758328.1
OG0012916	XP_023602557.1	XP_023350730.1
OG0012917	XP_014302730.1	XP_031806343.1
OG0012918	XP_014302680.1	XP_031806347.1
OG0012919	XP_023602425.1	XP_023350707.1
OG0012920	XP_006083527.1	XP_031806378.1
OG0012921	XP_006083357.1	XP_031806393.1
OG0012922	XP_006083356.1	XP_003758297.1
OG0012923	XP_023601756.1	XP_031806397.1
OG0012924	XP_014303741.2	XP_031806427.1
OG0012925	XP_014302205.2	XP_031806438.1
OG0012926	XP_006093057.1	XP_023350668.1
OG0012927	XP_006093050.1	XP_003758266.1
OG0012928	XP_006093051.1	XP_003758265.2
OG0012929	XP_023613214.1	XP_031806454.1
OG0012930	XP_014314849.1	XP_031806465.1
OG0012931	XP_014314871.1	XP_003758007.1
OG0012932	XP_006093019.1	XP_031806497.1
OG0012933	XP_006093016.1	XP_031806495.1
OG0012935	XP_006108068.1	XP_003772429.2
OG0012936	XP_014318956.1	XP_031814979.1
OG0012937	XP_006086622.1	XP_031808877.1, XP_031808878.1
OG0012938	XP_006098797.1	XP_031801281.1
OG0012940	XP_023607938.1	XP_031808872.1
OG0012941	XP_006085719.1, XP_006109915.3	XP_003768881.1
OG0012942	XP_014306324.1	XP_031809676.1
OG0012943	XP_006102611.1	XP_003756958.1
OG0012944	XP_006102603.2	XP_023362595.1
OG0012945	XP_006107792.2	XP_031809680.1
OG0012947	XP_023599120.1	XP_031800955.1
OG0012948	XP_006081206.1	XP_003759555.3
OG0012949	XP_006081203.1	XP_031824323.1
OG0012950	XP_006081181.1	XP_012398069.1
OG0012951	XP_014309014.1	XP_003761303.1
OG0012952	XP_006081140.1	XP_003759549.1, XP_031824405.1
OG0012953	XP_023619526.1	XP_031808924.1
OG0012954	XP_006100208.1	XP_031808957.1
OG0012955	XP_006100215.1	XP_012405364.1, XP_003756530.1
OG0012956	XP_023619560.1	XP_031808963.1
OG0012957	XP_023607767.1	XP_031808904.1
OG0012958	XP_006086652.1	XP_031808903.1
OG0012959	XP_014309412.2	XP_003756514.1
OG0012960	XP_006086639.1	XP_012405148.1
OG0012961	XP_014309379.1	XP_012405105.1
OG0012962	XP_006086626.1	XP_003756499.1
OG0012963	XP_006086621.1	XP_003756485.1
OG0012964	XP_014309364.1	XP_031808868.1
OG0012965	XP_006086612.1	XP_031809173.1
OG0012966	XP_006086597.1	XP_003756631.1
OG0012967	XP_006086593.1	XP_031809202.1
OG0012968	XP_006100313.1	XP_023353685.1
OG0012969	XP_006090749.1	XP_023353715.1
OG0012970	XP_023614675.1	XP_031817403.1
OG0012971	XP_023614674.1	XP_031817342.1
OG0012972	XP_023614686.1	XP_031817339.1
OG0012973	XP_006094862.1	XP_023353029.1
OG0012974	XP_006098182.1	XP_003762947.1
OG0012975	XP_006101297.2	XP_031799190.1
OG0012976	XP_006098845.1	XP_003761431.1
OG0012977	XP_006098844.2	XP_031794056.1
OG0012978	XP_014319857.1	XP_012398083.1
OG0012979	XP_006098825.1	XP_031793790.1
OG0012980	XP_006098809.1	XP_003761817.1
OG0012981	XP_006098815.2	XP_003761820.1
OG0012982	XP_023618188.1	XP_031801294.1
OG0012984	XP_006109299.3, XP_006098861.1	XP_003761850.1
OG0012985	XP_006098784.1	XP_031801266.1
OG0012986	XP_006098782.1	XP_031801267.1
OG0012987	XP_006102771.1	XP_003761805.2
OG0012988	XP_006102768.1	XP_003761824.1
OG0012989	XP_006102749.1	XP_012398141.1
OG0012990	XP_014323533.1	XP_031793049.1
OG0012991	XP_006103287.1	XP_031793030.1
OG0012992	XP_006096559.2	XP_031792601.1
OG0012993	XP_014317890.1	XP_031825205.1
OG0012994	XP_006096571.2	XP_012398333.2
OG0012995	XP_023616098.1	XP_023353464.2
OG0012996	XP_006096526.1	XP_031801403.1
OG0012997	XP_006096521.1	XP_012398157.1
OG0012999	XP_023609092.1	XP_031817137.1
OG0013000	XP_006088108.1	XP_003761881.1
OG0013001	XP_014310685.1	XP_031799960.1
OG0013002	XP_006104976.2	XP_031810485.1
OG0013003	XP_023618808.1	XP_031805183.1
OG0013004	XP_023618802.1	XP_031810032.1
OG0013005	XP_006099422.1	XP_003757120.1
OG0013006	XP_006099430.2	XP_003757121.1
OG0013007	XP_014313371.1	XP_003757126.2
OG0013008	XP_023611717.1	XP_031810080.1, XP_031810081.1
OG0013009	XP_006088153.1	XP_031810521.1
OG0013010	XP_006093311.1	XP_031824475.1
OG0013011	XP_023611353.1	XP_031824474.1
OG0013012	XP_006093277.1	XP_003769184.2
OG0013013	XP_023606039.1	XP_023358982.1
OG0013014	XP_023601615.1	XP_031821048.1
OG0013016	XP_006104682.1	XP_003768974.1
OG0013017	XP_023601612.1	XP_012404362.1
OG0013018	XP_023604239.1	XP_003768961.1
OG0013019	XP_006104442.1	XP_003768968.1
OG0013020	XP_006105523.1	XP_031820946.1
OG0013021	XP_023602278.1	XP_003769013.1
OG0013022	XP_006104774.1	XP_031820892.1
OG0013023	XP_014322082.1	XP_003769043.2
OG0013026	XP_006108973.2	XP_003770589.1
OG0013027	XP_023601220.1	XP_031820768.1
OG0013028	XP_006108812.1	XP_031824484.1
OG0013029	XP_006107047.1	XP_031820764.1
OG0013030	XP_014301087.1	XP_031820761.1
OG0013031	XP_014301089.1	XP_012404490.1
OG0013032	XP_006107653.2	XP_031820748.1
OG0013033	XP_023602078.1	XP_031820723.1
OG0013034	XP_014302925.1	XP_031820701.1
OG0013035	XP_014321462.1	XP_031824480.1
OG0013036	XP_006100665.1	XP_031820674.1
OG0013037	XP_006100667.1	XP_031820667.1
OG0013038	XP_006100644.1	XP_031820659.1
OG0013039	XP_006100648.1	XP_003769157.1
OG0013040	XP_023619109.1	XP_003769176.1
OG0013041	XP_014315115.1	XP_003769195.1
OG0013042	XP_006093294.1	XP_003769197.2
OG0013043	XP_014315101.1	XP_031820586.1
OG0013044	XP_023611352.1	XP_031820571.1
OG0013045	XP_006090768.1	XP_031820570.1
OG0013046	XP_006090779.1	XP_031820555.1
OG0013047	XP_006090781.1	XP_031820553.1
OG0013048	XP_023616419.1	XP_031820538.1
OG0013049	XP_006089386.1	XP_031820532.1
OG0013050	XP_023610084.1	XP_031820519.1
OG0013051	XP_023610078.1	XP_031820485.1
OG0013052	XP_023610967.1	XP_003769291.1
OG0013053	XP_006090415.1	XP_031820452.1
OG0013054	XP_023610955.1	XP_031820450.1
OG0013055	XP_006095434.1	XP_003769308.2
OG0013056	XP_006095422.1	XP_012404658.1
OG0013057	XP_006091854.1	XP_031820390.1
OG0013058	XP_006095891.1	XP_031820364.1
OG0013059	XP_006095899.1	XP_003769357.1
OG0013060	XP_006098068.1	XP_003769374.1
OG0013061	XP_014319153.1	XP_031820325.1
OG0013062	XP_006101752.1	XP_031820304.1
OG0013063	XP_006101744.1	XP_031820291.1
OG0013064	XP_006101763.1	XP_031820284.1
OG0013066	XP_023605875.1	XP_003770692.2
OG0013067	XP_006105960.2	XP_023359134.1
OG0013068	XP_006106793.1	XP_003757316.1
OG0013069	XP_023610080.1	XP_031824466.1
OG0013070	XP_006095913.1	XP_031824651.1
OG0013072	XP_023604067.1	XP_031803215.1
OG0013073	XP_023620566.1	XP_031798023.1
OG0013074	XP_023600621.1	XP_031799360.1
OG0013075	XP_006086370.1, XP_023607703.1	XP_003760427.2
OG0013076	XP_023600625.1	XP_031797865.1
OG0013077	XP_023614422.1	XP_023361461.1
OG0013078	XP_014302012.1, XP_006109081.1	XP_003762730.2
OG0013079	XP_014320921.1	XP_031802891.1
OG0013080	XP_023619392.1	XP_031809991.1
OG0013081	XP_023619388.1	XP_031802900.1
OG0013082	XP_023613563.1	XP_003760343.1
OG0013083	XP_006093419.1	XP_012397194.2
OG0013085	XP_006093412.1	XP_003760360.1
OG0013086	XP_006093410.1	XP_031802935.1
OG0013087	XP_023613548.1	XP_031802971.1
OG0013088	XP_023606672.1	XP_031802981.1
OG0013089	XP_006085372.1	XP_031810753.1
OG0013090	XP_006085289.1	XP_003760383.1
OG0013091	XP_006085298.2	XP_012397245.1
OG0013092	XP_006085313.1	XP_003760405.1
OG0013093	XP_006086387.1	XP_031803020.1
OG0013094	XP_006086382.1	XP_031803022.1
OG0013095	XP_023607705.1	XP_031803035.1
OG0013096	XP_006086372.1	XP_031803034.1
OG0013097	XP_023613542.1	XP_031803066.1
OG0013100	XP_006106380.1	XP_031803102.1
OG0013101	XP_014304398.1	XP_031803125.1
OG0013108	XP_006107362.1	XP_031803210.1
OG0013109	XP_006088525.1	XP_031799020.1
OG0013110	XP_006088521.1	XP_003773336.1
OG0013111	XP_023609377.1	XP_031797430.1
OG0013112	XP_006101344.1	XP_003773326.1
OG0013113	XP_014322120.1	XP_031797821.1
OG0013114	XP_014322121.1	XP_031799356.1
OG0013115	XP_023601249.1	XP_031798807.1
OG0013116	XP_006094025.1	XP_031798477.1
OG0013117	XP_006094019.1	XP_012407697.2
OG0013118	XP_014315675.2	XP_003773295.1
OG0013119	XP_014315660.1	XP_031797643.1
OG0013120	XP_006093997.1	XP_003774577.1
OG0013121	XP_014315652.1	XP_003773281.1
OG0013122	XP_006109843.3	XP_031797969.1
OG0013123	XP_006095703.1	XP_031798607.1
OG0013124	XP_006103631.1	XP_031799041.1
OG0013127	XP_006103030.1	XP_031799391.1
OG0013128	XP_014316134.1	XP_003772863.1
OG0013129	XP_006094466.1	XP_031800119.1
OG0013130	XP_023614417.1	XP_031799972.1
OG0013131	XP_023614413.1	XP_003772887.1
OG0013132	XP_006094436.1	XP_012408434.2
OG0013133	XP_006098766.1	XP_003771605.1
OG0013134	XP_006088858.2	XP_031796452.1, XP_012406873.1
OG0013135	XP_006100258.1	XP_003762273.1
OG0013136	XP_023619589.1	XP_012398898.1
OG0013137	XP_023609312.1	XP_031794945.1
OG0013138	XP_006088398.1	XP_031796929.1
OG0013139	XP_006088409.1	XP_003771655.1
OG0013140	XP_006088419.2	XP_031794915.1
OG0013141	XP_023609314.1	XP_031794893.1
OG0013142	XP_023609316.1	XP_031794892.1
OG0013143	XP_006088440.1	XP_031794891.1
OG0013144	XP_014310988.1	XP_031794886.1
OG0013145	XP_014304084.1	XP_031794867.1
OG0013146	XP_006090550.1	XP_031794865.1
OG0013147	XP_023611093.1	XP_003771631.1
OG0013148	XP_006090551.1	XP_012406472.1
OG0013149	XP_014312843.1	XP_003771634.2
OG0013150	XP_014304537.1	XP_031794828.1
OG0013151	XP_023611103.1	XP_031794809.1
OG0013152	XP_006099143.3	XP_003771963.1
OG0013153	XP_023606446.1	XP_031795838.1
OG0013154	XP_014307854.1, XP_006108462.1	XP_031795842.1
OG0013155	XP_023606553.1	XP_012406747.1
OG0013157	XP_006085009.1	XP_031795871.1
OG0013158	XP_023606436.1	XP_031796624.1
OG0013159	XP_023606508.1	XP_031796621.1
OG0013160	XP_023606524.1	XP_031796608.1
OG0013161	XP_014307935.1	XP_031796592.1
OG0013162	XP_023604973.1	XP_031796144.1
OG0013163	XP_006085084.1	XP_031796143.1
OG0013164	XP_006085102.2	XP_031796558.1
OG0013165	XP_014307965.1	XP_031796536.1
OG0013166	XP_014307973.1	XP_031796521.1
OG0013167	XP_023606550.1	XP_031796507.1
OG0013168	XP_006088876.1	XP_031796129.1
OG0013169	XP_006088871.1, XP_006093887.1	XP_031796484.1
OG0013170	XP_023609621.1	XP_031796480.1
OG0013171	XP_006088827.1	XP_003772124.1
OG0013172	XP_006088826.1	XP_031796391.1
OG0013173	XP_006088831.1	XP_003772126.1
OG0013174	XP_006088820.1	XP_031796384.1
OG0013175	XP_023606809.1	XP_031808781.1, XP_031808773.1
OG0013176	XP_006085400.1	XP_031808796.1
OG0013177	XP_006085384.1	XP_031807580.1
OG0013178	XP_023618166.1	XP_003771603.1
OG0013179	XP_006087301.1	XP_003765518.1
OG0013180	XP_006110203.1	XP_031818188.1, XP_031818187.1
OG0013181	XP_006081817.1	XP_031797422.1
OG0013182	XP_014310138.2	XP_031818171.1
OG0013183	XP_023614240.1	XP_031817955.1
OG0013184	XP_014319302.1	XP_031825072.1
OG0013185	XP_006087299.1	XP_031818195.1
OG0013186	XP_006107843.1	XP_003765433.1
OG0013187	XP_014320138.1	XP_023355975.1
OG0013188	XP_006099189.1	XP_003765428.1
OG0013189	XP_023618545.1	XP_003765425.2
OG0013190	XP_006099198.1	XP_031818040.1
OG0013191	XP_006099209.1	XP_031818036.1
OG0013192	XP_023600287.1	XP_031818032.1
OG0013193	XP_014315906.1	XP_012401338.1
OG0013194	XP_006094205.1	XP_031818027.1
OG0013195	XP_014315907.1	XP_031818015.1
OG0013196	XP_023614244.1	XP_031818004.1
OG0013197	XP_006094224.1	XP_031817366.1
OG0013198	XP_006094229.1	XP_031817992.1
OG0013199	XP_006094234.1	XP_031817985.1, XP_031817986.1
OG0013200	XP_014306544.2	XP_031810271.1
OG0013201	XP_006087382.1	XP_031824983.1
OG0013202	XP_006087366.1	XP_031824999.1
OG0013204	XP_006087350.1	XP_031825013.1
