Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0014128	XP_006093124.1	XP_038436073.1
OG0014129	XP_023613288.1	XP_038436102.1
OG0014130	XP_006093207.1	XP_038436115.1
OG0014131	XP_006093141.1	XP_038436133.1
OG0014132	XP_014314993.1	XP_038436146.1
OG0014133	XP_023613370.1	XP_038436197.1
OG0014134	XP_023613362.1	XP_038436200.1
OG0014135	XP_006093187.2	XP_038436215.1
OG0014136	XP_006105582.1	XP_038436221.1
OG0014137	XP_023602308.1	XP_038436229.1
OG0014138	XP_014308985.1	XP_038436235.1
OG0014139	XP_006086041.1	XP_038436322.1
OG0014140	XP_006086033.1	XP_038436332.1
OG0014141	XP_023607413.1	XP_038436346.1
OG0014142	XP_006086019.1	XP_038436348.1
OG0014143	XP_006085997.1	XP_038436383.1
OG0014144	XP_006085996.1	XP_038436385.1
OG0014145	XP_023607388.1	XP_038436412.1
OG0014146	XP_006085979.1	XP_038436413.1
OG0014147	XP_023607381.1	XP_038436430.1
OG0014148	XP_014308868.1	XP_038436486.1
OG0014150	XP_023613592.1	XP_038436638.1
OG0014151	XP_006107735.3	XP_038436691.1
OG0014152	XP_023620351.1	XP_038436718.1
OG0014154	XP_014321917.2	XP_038436729.1
OG0014155	XP_006101133.1	XP_038436740.1
OG0014156	XP_006105652.2	XP_038436747.1
OG0014157	XP_014302438.2	XP_038436752.1
OG0014158	XP_023608934.1	XP_038436782.1
OG0014159	XP_006087891.1	XP_038436806.1
OG0014160	XP_006087907.1	XP_038436857.1
OG0014163	XP_006087964.1	XP_038436964.1
OG0014164	XP_006087967.1	XP_038436974.1
OG0014165	XP_006108408.1	XP_038437028.1
OG0014166	XP_006093166.1	XP_038437031.1
OG0014167	XP_006086063.1	XP_038437034.1
OG0014168	XP_014308919.1	XP_038437035.1
OG0014169	XP_006093519.1	XP_038437038.1
OG0014171	XP_006107768.1	XP_038437076.1
OG0014172	XP_006100004.1	XP_038437079.1
OG0014173	XP_006104868.1	XP_038437080.1
OG0014174	XP_023601741.1	XP_038437087.1
OG0014175	XP_006090603.1	XP_038437091.1
OG0014176	XP_023614666.1	XP_038437120.1
OG0014177	XP_006093765.1	XP_038437148.1
OG0014178	XP_006097066.1	XP_038437195.1
OG0014179	XP_006105876.2	XP_038437213.1
OG0014180	XP_006105883.1	XP_038437225.1
OG0014181	XP_014322730.1	XP_038437396.1
OG0014182	XP_023599086.1	XP_038437397.1
OG0014183	XP_014322722.1	XP_038437403.1
OG0014184	XP_014322435.2	XP_038437434.1
OG0014185	XP_014301780.1	XP_038437458.1
OG0014186	XP_014303574.1	XP_038437464.1
OG0014187	XP_006103955.1	XP_038437487.1
OG0014188	XP_023600898.1	XP_038437508.1
OG0014189	XP_014303067.1	XP_038437524.1
OG0014190	XP_023619336.1	XP_038437540.1
OG0014191	XP_014320847.1	XP_038437543.1
OG0014193	XP_023619305.1	XP_038437593.1
OG0014194	XP_006104867.1	XP_038437623.1
OG0014195	XP_014302547.1	XP_038437627.1
OG0014196	XP_006105243.1	XP_038437698.1
OG0014197	XP_023602035.1	XP_038437704.1
OG0014198	XP_023602739.1	XP_038437734.1
OG0014199	XP_006109046.1	XP_038437797.1
OG0014200	XP_023603627.1	XP_038437817.1
OG0014201	XP_006101431.2	XP_038437836.1, XP_038437837.1
OG0014202	XP_023616219.1	XP_038437874.1
OG0014203	XP_006096652.1	XP_038437894.1
OG0014204	XP_023618679.1	XP_038437931.1
OG0014205	XP_023614155.1	XP_038437951.1
OG0014206	XP_023619694.1	XP_038437958.1
OG0014207	XP_014321192.1	XP_038437968.1, XP_038437967.1
OG0014208	XP_006109782.1	XP_038438112.1
OG0014209	XP_023606165.1	XP_038438122.1
OG0014210	XP_014307498.1	XP_038438169.1
OG0014211	XP_023606081.1	XP_038438183.1
OG0014212	XP_006084594.1	XP_038438221.1
OG0014213	XP_006106737.2	XP_038438285.1
OG0014214	XP_006103591.1	XP_038438328.1
OG0014215	XP_006103560.1	XP_038438358.1
OG0014216	XP_006091003.1	XP_038438413.1
OG0014217	XP_006090596.1	XP_038438438.1
OG0014218	XP_023617855.1	XP_038438463.1
OG0014219	XP_023614620.1	XP_038438485.1
OG0014220	XP_014319497.1	XP_038438596.1
OG0014221	XP_006094767.1	XP_038438611.1
OG0014222	XP_023610716.1	XP_038438650.1
OG0014223	XP_006090144.3	XP_038438674.1
OG0014224	XP_023610729.1	XP_038438679.1
OG0014225	XP_014312488.1	XP_038438680.1
OG0014226	XP_006094503.1	XP_038438723.1
OG0014227	XP_023614469.1	XP_038438737.1
OG0014228	XP_006094511.1	XP_038438741.1
OG0014229	XP_006094516.1	XP_038438749.1
OG0014230	XP_006094519.1	XP_038438772.1
OG0014231	XP_006096897.1	XP_038438795.1
OG0014232	XP_006091021.1	XP_038438854.1
OG0014233	XP_006090987.1	XP_038438886.1
OG0014234	XP_006090998.1	XP_038438919.1
OG0014235	XP_006092910.1	XP_038438975.1
OG0014236	XP_006092909.2	XP_038438985.1
OG0014237	XP_023613067.1	XP_038438994.1
OG0014238	XP_006092887.2	XP_038439008.1
OG0014239	XP_006092876.1	XP_038439062.1
OG0014240	XP_006084812.1	XP_038439159.1
OG0014241	XP_006084813.1	XP_038439161.1
OG0014242	XP_006084815.1	XP_038439165.1
OG0014243	XP_023609682.1	XP_038439206.1
OG0014244	XP_006084850.1	XP_038439211.1
OG0014245	XP_006081532.1	XP_038439269.1
OG0014246	XP_023608981.1	XP_038439287.1
OG0014247	XP_023607580.1	XP_038439312.1
OG0014248	XP_023607504.1	XP_038439317.1
OG0014249	XP_006084957.1	XP_038439347.1
OG0014250	XP_006084942.1	XP_038439387.1
OG0014251	XP_006084930.1	XP_038439430.1
OG0014252	XP_006084985.3	XP_038439449.1
OG0014253	XP_006084915.1	XP_038439451.1
OG0014254	XP_006084906.1	XP_038439459.1
OG0014255	XP_023606380.1	XP_038439486.1
OG0014256	XP_014307765.1	XP_038439504.1
OG0014257	XP_006084885.1	XP_038439546.1
OG0014258	XP_014307702.1	XP_038439620.1
OG0014259	XP_006084825.1	XP_038439636.1
OG0014260	XP_023606321.1	XP_038439651.1
OG0014261	XP_006102734.2	XP_038439694.1, XP_038439693.1
OG0014262	XP_023609686.1	XP_038439725.1
OG0014263	XP_023609671.1	XP_038439779.1
OG0014264	XP_014311468.2	XP_038439784.1
OG0014265	XP_006088955.1	XP_038439798.1
OG0014266	XP_006088907.1	XP_038439807.1
OG0014267	XP_014311436.2	XP_038439816.1
OG0014268	XP_023609678.1	XP_038439824.1
OG0014269	XP_006088896.2	XP_038439837.1
OG0014270	XP_006088892.1	XP_038439847.1
OG0014271	XP_023607830.1	XP_038439880.1
OG0014273	XP_023618518.1	XP_038440027.1
OG0014274	XP_006099169.1	XP_038440028.1
OG0014276	XP_014314848.2	XP_038440065.1
OG0014277	XP_006092987.1	XP_038440095.1
OG0014278	XP_006092985.1	XP_038440099.1
OG0014279	XP_006092984.1	XP_038440100.1
OG0014280	XP_023612246.1	XP_038440135.1
OG0014281	XP_023603057.1	XP_038440210.1
OG0014282	XP_006106533.1	XP_038440211.1
OG0014283	XP_006107670.1	XP_038440214.1
OG0014284	XP_006106534.1	XP_038440215.1
OG0014285	XP_023602423.1	XP_038440233.1
OG0014286	XP_006105905.1	XP_038440367.1, XP_038440366.1
OG0014287	XP_023601643.1	XP_038440382.1
OG0014288	XP_006109881.2	XP_038440441.1
OG0014290	XP_023599218.1	XP_038440443.1
OG0014291	XP_006083120.1	XP_038440444.1
OG0014292	XP_014322417.1	XP_038440450.1
OG0014293	XP_023599572.1	XP_038440486.1
OG0014294	XP_023599373.1	XP_038440582.1
OG0014295	XP_014301472.1	XP_038440590.1
OG0014296	XP_023601267.1	XP_038440593.1
OG0014297	XP_006083260.1	XP_038440603.1
OG0014298	XP_023601211.1	XP_038440605.1
OG0014299	XP_006083259.1	XP_038440614.1
OG0014300	XP_006083242.3	XP_038440645.1
OG0014301	XP_023601076.1	XP_038440650.1
OG0014302	XP_023599326.1	XP_038440656.1
OG0014303	XP_023599304.1	XP_038440680.1
OG0014304	XP_023610527.1	XP_038440681.1
OG0014305	XP_023600960.1	XP_038440683.1
OG0014306	XP_023600778.1	XP_038440710.1
OG0014307	XP_023599285.1	XP_038440717.1
OG0014308	XP_006083212.1	XP_038440735.1
OG0014309	XP_006083211.2, XP_023600754.1	XP_038440736.1
OG0014310	XP_023600706.1	XP_038440758.1
OG0014311	XP_023599263.1	XP_038440805.1
OG0014312	XP_023600506.1	XP_038440813.1
OG0014313	XP_006083156.3	XP_038440834.1
OG0014314	XP_006083140.1	XP_038440868.1
OG0014315	XP_006110218.1	XP_038440895.1
OG0014316	XP_006083110.1	XP_038440916.1
OG0014317	XP_006083104.1	XP_038440951.1
OG0014318	XP_023599437.1	XP_038440963.1
OG0014319	XP_006083090.1	XP_038440977.1
OG0014320	XP_023617887.1	XP_038440990.1
OG0014321	XP_023618879.1	XP_038441024.1, XP_038441023.1
OG0014322	XP_014317992.1	XP_038441040.1
OG0014323	XP_023617881.1	XP_038441067.1
OG0014324	XP_014319524.2	XP_038441070.1
OG0014325	XP_006082419.2	XP_038441125.1
OG0014326	XP_006082428.1	XP_038441158.1
OG0014327	XP_014306505.2, XP_006082430.1	XP_038441159.1
OG0014328	XP_006082437.1	XP_038441193.1
OG0014329	XP_006082442.1	XP_038441210.1
OG0014330	XP_006082477.1	XP_038441319.1
OG0014331	XP_006082483.2	XP_038441335.1
OG0014332	XP_023616129.1	XP_038441350.1
OG0014333	XP_023618977.1	XP_038441413.1
OG0014334	XP_006082510.1	XP_038441484.1
OG0014335	XP_014317612.1	XP_038441501.1
OG0014336	XP_014317721.1	XP_038441513.1
OG0014337	XP_023616578.1	XP_038441522.1
OG0014338	XP_006082540.1	XP_038441580.1
OG0014339	XP_006082549.1	XP_038441605.1
OG0014340	XP_006082550.1	XP_038441606.1
OG0014341	XP_006082571.1	XP_038441644.1
OG0014343	XP_006082578.1	XP_038441652.1
OG0014344	XP_023619110.1	XP_038441694.1
OG0014345	XP_023619129.1	XP_038441700.1
OG0014346	XP_006082594.3	XP_038441701.1
OG0014347	XP_023617156.1	XP_038441720.1
OG0014348	XP_014318444.1	XP_038441747.1
OG0014349	XP_023619177.1	XP_038441786.1
OG0014350	XP_006082637.1	XP_038441797.1
OG0014351	XP_006082640.1	XP_038441805.1
OG0014352	XP_023617598.1	XP_038441806.1
OG0014353	XP_006082642.1	XP_038441810.1
OG0014356	XP_023619093.1	XP_038441835.1
OG0014357	XP_006103254.1	XP_038441844.1
OG0014358	XP_014301157.1	XP_038441855.1
OG0014359	XP_023616466.1	XP_038441857.1
OG0014360	XP_006094887.1	XP_038441940.1
OG0014361	XP_014316398.1	XP_038441942.1
OG0014362	XP_023614764.1	XP_038442014.1
OG0014363	XP_006102848.1	XP_038442025.1
OG0014364	XP_006094386.1	XP_038442044.1
OG0014365	XP_023614362.1	XP_038442052.1
OG0014366	XP_023600853.1	XP_038442104.1
OG0014367	XP_006103765.2	XP_038442136.1
OG0014368	XP_006103835.1, XP_023600770.1	XP_038442166.1
OG0014370	XP_006103845.2	XP_038442188.1
OG0014372	XP_023600362.1	XP_038442219.1
OG0014373	XP_014301167.1	XP_038442225.1
OG0014374	XP_023616479.1	XP_038442303.1
OG0014375	XP_023616480.1	XP_038442308.1
OG0014376	XP_023616464.1	XP_038442319.1
OG0014377	XP_006094879.1	XP_038442356.1
OG0014378	XP_006103924.1	XP_038442365.1
OG0014380	XP_006082904.1	XP_038442444.1
OG0014381	XP_006083044.1, XP_006083043.1, XP_014308582.1	XP_038442453.1
OG0014382	XP_006085269.1	XP_038442508.1
OG0014383	XP_006082108.1	XP_038442542.1
OG0014384	XP_006082325.1	XP_038443950.1
OG0014385	XP_006087862.1	XP_038442577.1
OG0014386	XP_006087725.1	XP_038442590.1
OG0014390	XP_006108830.3	XP_038442657.1
OG0014391	XP_023605165.1, XP_006109571.3	XP_038442709.1
OG0014392	XP_006088686.1	XP_038442760.1
OG0014393	XP_006088659.1	XP_038442771.1
OG0014394	XP_006088641.1	XP_038442803.1
OG0014395	XP_023609510.1	XP_038442807.1
OG0014396	XP_006088629.1	XP_038442826.1
OG0014397	XP_023609508.1	XP_038442834.1
OG0014398	XP_006088613.1	XP_038442892.1
OG0014399	XP_023609504.1	XP_038442917.1
OG0014400	XP_023609450.1	XP_038442933.1
OG0014401	XP_014311141.1	XP_038442941.1
OG0014402	XP_006085678.2	XP_038442983.1
OG0014403	XP_006085687.1	XP_038443725.1
OG0014404	XP_006085689.1	XP_038443013.1
OG0014405	XP_006085704.1	XP_038443032.1
OG0014406	XP_014318336.1	XP_038443086.1
OG0014407	XP_006090615.1	XP_038443094.1
OG0014408	XP_023611145.1	XP_038443137.1
OG0014409	XP_023616712.1	XP_038443161.1
OG0014411	XP_006097212.1	XP_038443243.1
OG0014412	XP_023616687.1	XP_038443246.1
OG0014413	XP_014318480.1	XP_038443277.1
OG0014414	XP_006097230.1	XP_038443286.1
OG0014415	XP_014318490.1	XP_038443306.1
OG0014416	XP_006097257.1	XP_038443356.1
OG0014417	XP_023616720.1	XP_038443364.1
OG0014418	XP_006096180.1	XP_038443414.1
OG0014419	XP_006096191.1	XP_038443422.1
OG0014420	XP_014321968.1	XP_038443505.1
OG0014421	XP_006082909.2	XP_038443509.1
OG0014422	XP_006082997.1	XP_038443525.1
OG0014423	XP_023620147.1	XP_038443592.1
OG0014424	XP_006082919.1	XP_038443648.1
OG0014425	XP_006083001.1	XP_038443666.1
OG0014426	XP_006083011.1	XP_038443682.1
OG0014427	XP_006082894.1	XP_038443684.1
OG0014428	XP_006082890.1	XP_038443694.1
OG0014429	XP_006082871.1	XP_038443716.1
OG0014430	XP_006097055.1	XP_038443752.1
OG0014431	XP_006084751.1	XP_038443777.1
OG0014432	XP_006082344.1	XP_038443903.1
OG0014433	XP_023612688.1	XP_038443905.1
OG0014434	XP_006082298.1	XP_038443999.1
OG0014435	XP_006082271.1	XP_038444034.1, XP_038444035.1
OG0014436	XP_006082266.1	XP_038444037.1
OG0014437	XP_006082261.1	XP_038444052.1
OG0014438	XP_014314581.1	XP_038444083.1
OG0014439	XP_006082234.1	XP_038444107.1
OG0014440	XP_023614162.1	XP_038444110.1
OG0014441	XP_006082222.2	XP_038444121.1
OG0014442	XP_006082390.1	XP_038444135.1
OG0014443	XP_006082215.1	XP_038444139.1
OG0014444	XP_006082194.1	XP_038444186.1
OG0014445	XP_014314016.1	XP_038444219.1
OG0014447	XP_006082102.1	XP_038444354.1
OG0014448	XP_006082095.1	XP_038444361.1
OG0014449	XP_006087813.1	XP_038444401.1
OG0014450	XP_006087757.1	XP_038444589.1
OG0014451	XP_006087743.1	XP_038444607.1
OG0014452	XP_023608786.1	XP_038444635.1
OG0014453	XP_014310364.1	XP_038444640.1
OG0014454	XP_023606223.1	XP_038444742.1
OG0014456	XP_006087069.1	XP_038444765.1
OG0014457	XP_006082150.1	XP_038444767.1
OG0014509	XP_006098866.1	NP_001002952.1
OG0014510	XP_014314819.1	NP_001002956.1
OG0014511	XP_006086980.1	NP_001002968.1
OG0014512	XP_006109876.2	NP_001002978.1
OG0014513	XP_023612214.1	NP_001002981.1
OG0014514	XP_014302848.1	NP_001002990.1
OG0014515	XP_006083016.1	NP_001003001.1
OG0014516	XP_006096047.1	NP_001003008.1
OG0014517	XP_006086158.1	NP_001003018.2
OG0014519	XP_006097052.1	NP_001003045.1
OG0014520	XP_006082035.1	NP_001003046.1
OG0014522	XP_006093883.1	NP_001003113.1
OG0014523	XP_006088797.1	NP_001003130.1
OG0014525	XP_006097942.1	NP_001003174.1
OG0014526	XP_006087714.1	NP_001003185.1
OG0014527	XP_006085025.1	NP_001003187.1
OG0014528	XP_006086751.1	NP_001003221.1
OG0014530	XP_014302387.1	NP_001003244.4
OG0014531	XP_006093432.1	NP_001003276.1
OG0014532	XP_006099666.1	NP_001003283.2
OG0014533	XP_006089124.1	NP_001003292.1
OG0014534	XP_006094067.1	NP_001003321.1
OG0014535	XP_014312707.1	NP_001003347.1
OG0014536	XP_006087010.1	NP_001003356.2
OG0014537	XP_006103504.2	NP_001003390.1
OG0014538	XP_006088314.1	NP_001005253.1
OG0014539	XP_006085533.1	NP_001005870.1
OG0014540	XP_006109849.1	NP_001006650.1
OG0014541	XP_006097989.1	NP_001006954.1
OG0014542	XP_006083873.1	NP_001008277.1
OG0014543	XP_023617667.1	NP_001010944.1
OG0014544	XP_006103589.1	NP_001010949.1
OG0014545	XP_006086199.2	NP_001011886.1
OG0014546	XP_023620813.1	NP_001011887.2
OG0014548	XP_006093324.1	NP_001012664.1
OG0014549	XP_006089390.1	NP_001013437.1
OG0014550	XP_006107289.1	NP_001013866.1
OG0014551	XP_006105629.1	NP_001013869.1
OG0014552	XP_006099785.1	NP_001014303.1
OG0014553	XP_023601594.1	NP_001014397.1
OG0014554	XP_006094703.1	NP_001017521.1
OG0014555	XP_006088455.3	NP_001018645.1
OG0014558	XP_023618905.1	NP_001038214.1
OG0014559	XP_006100232.1	NP_001041481.1
OG0014563	XP_006104539.1	NP_001041583.1
OG0014565	XP_006099122.3	NP_001041599.1
OG0014567	XP_006087213.1	NP_001074193.1
OG0014568	XP_014301729.1	NP_001074367.1
OG0014569	XP_023615259.1	NP_001074368.1
OG0014570	XP_023609579.1	NP_001075179.2
OG0014571	XP_006094596.1	NP_001077101.1
OG0014572	XP_006104008.1	NP_001091016.2
OG0014573	XP_006107074.1	NP_001091025.1
OG0014574	XP_023607698.1	NP_001091450.1
OG0014575	XP_014315607.2	NP_001095303.1
OG0014576	XP_006106409.1	NP_001098429.1
OG0014577	XP_023610085.1, XP_006082386.1, XP_006083047.1	NP_001106928.1
OG0014578	XP_014303489.1	NP_001107185.1
OG0014579	XP_006086978.1	NP_001107768.1
OG0014580	XP_023607123.1	NP_001108138.1
OG0014582	XP_023604193.1	NP_001108484.1
OG0014583	XP_023601793.1	NP_001108486.1
OG0014584	XP_014304416.1	NP_001108591.1
OG0014585	XP_014304449.1	NP_001116074.1
OG0014586	XP_006103186.1	NP_001124522.1
OG0014587	NP_001288560.1	NP_001128423.1
OG0014588	XP_006100844.1	NP_001128597.1
OG0014589	XP_014305544.1	NP_001131075.1
OG0014590	XP_006091062.1	NP_001138592.1
OG0014591	XP_006107128.1	NP_001138642.1
OG0014592	XP_023600824.1	NP_001138703.1
OG0014593	XP_006094824.1	NP_001138972.1
OG0014594	XP_006095451.1	NP_001138977.1
OG0014595	XP_006081615.1	NP_001139463.1
OG0014596	XP_014302229.2	NP_001139649.1
OG0014597	XP_023608458.1	NP_001152798.1
OG0014598	XP_006109934.2	NP_001157660.1
OG0014599	XP_006093288.1	NP_001159350.1
OG0014600	XP_006094843.1	NP_001161886.1
OG0014601	XP_023613070.1	NP_001161932.1, XP_038438974.1
OG0014602	XP_006100240.1	NP_001162159.1
OG0014604	XP_006097937.1	NP_001181906.1
OG0014605	XP_006082245.1	NP_001182077.1
OG0014606	XP_023614635.1	NP_001182080.1
OG0014607	XP_006092937.2	NP_001182763.1, XP_038445008.1
OG0014608	XP_006095477.1	NP_001183981.1
OG0014609	XP_006103045.1	NP_001184240.1
OG0014610	XP_006087300.1	NP_001185717.1
OG0014612	XP_006094728.1	NP_001229655.1
OG0014613	XP_023619687.1	NP_001239084.1
OG0014614	XP_023613456.1, XP_023613455.1	NP_001239153.1
OG0014615	XP_006098850.1	NP_001239210.1
OG0014616	XP_006094349.1	NP_001239275.1
OG0014617	XP_006092404.1	NP_001239298.1
OG0014618	XP_006094999.1	XP_038412102.1, NP_001240671.1
OG0014620	XP_014305258.2	NP_001271371.1
OG0014621	XP_006096332.1	NP_001271382.1
OG0014622	XP_006098330.1	NP_001271400.1
OG0014623	XP_006081964.1	NP_001271406.1
OG0014624	XP_006106939.1	NP_001271407.1
OG0014625	XP_006089614.2	NP_001271417.1
OG0014626	XP_006099082.1	NP_001273798.1
OG0014627	XP_006109294.1	NP_001273884.1
OG0014628	XP_006106065.1	NP_001273889.1
OG0014629	XP_006093794.1	XP_038429244.1
OG0014630	XP_006091774.1	NP_001273981.1
OG0014631	XP_006099910.1	NP_001273997.1, XP_038420113.1
OG0014632	XP_006091215.1	NP_001274056.1
OG0014633	XP_023609785.1	NP_001274082.1
OG0014634	XP_014320604.1	NP_001274087.1
OG0014635	XP_014321114.1	NP_001274091.1
OG0014636	XP_006100118.1	NP_001274098.1
OG0014637	XP_006109939.1	NP_001276843.1
OG0014638	XP_006081912.1	NP_001277019.1
OG0014639	XP_023617238.1	NP_001288041.1
OG0014640	XP_023604248.1	NP_001300712.1
OG0014642	XP_006093693.1	NP_001300724.1
OG0014643	XP_006086362.1	NP_001300737.1
OG0014644	XP_023615710.1	NP_001300753.1
OG0014645	XP_006096683.1	NP_001300756.1
OG0014647	XP_014315412.1	NP_001301031.1
OG0014649	XP_023620423.1	NP_001301056.1
OG0014650	XP_006096104.1	NP_001301061.1
OG0014651	XP_006095755.1	NP_001332964.1
OG0014652	XP_006095767.1	NP_001332971.1
OG0014653	XP_006095750.1	NP_001332981.1
OG0014654	XP_014316530.1	NP_001332987.1
OG0014656	XP_023606761.1	NP_001362288.1
OG0014659	XP_006099750.1	NP_001375584.1
OG0014660	XP_023614575.1	NP_001375661.1
OG0014661	XP_006094637.1	NP_001375662.1
OG0014662	XP_006096996.1	NP_001375705.1
OG0014663	XP_006094671.1	NP_001375769.1
OG0014664	XP_014316178.1	NP_001375776.1
OG0014665	XP_006094666.1	NP_001375810.1
OG0014669	XP_014305027.1	XP_038381495.1
OG0014671	XP_006104509.1	XP_038381507.1
OG0014672	XP_006084488.1	XP_038381509.1
OG0014673	XP_006103003.1	XP_038381549.1
OG0014675	XP_023599339.1	XP_038381587.1
OG0014676	XP_023616941.1	XP_038381651.1
OG0014677	XP_023616943.1	XP_038381665.1
OG0014678	XP_006090857.1	XP_038381691.1
OG0014679	XP_014309944.1	XP_038381789.1
OG0014680	XP_014309917.1	XP_038381790.1
OG0014681	XP_014309882.1	XP_038381858.1
OG0014682	XP_014321832.1	XP_038381897.1
OG0014683	XP_006085255.1	XP_038381903.1
OG0014684	XP_006084512.1	XP_038381992.1
OG0014685	XP_023606008.1	XP_038381995.1
OG0014686	XP_023605974.1	XP_038382045.1
OG0014687	XP_006084489.1	XP_038382052.1
OG0014688	XP_014307358.1	XP_038382070.1
OG0014689	XP_014307456.1	XP_038382126.1
OG0014690	XP_006084465.1	XP_038382155.1
OG0014691	XP_014307447.1	XP_038382180.1
OG0014692	XP_014307303.2	XP_038382205.1
OG0014693	XP_006084443.1	XP_038382225.1
OG0014694	XP_006103668.1	XP_038382244.1
OG0014695	XP_023613984.1	XP_038382285.1
OG0014696	XP_023613950.1	XP_038382301.1
OG0014697	XP_006093938.1	XP_038382351.1
OG0014698	XP_006089239.1	XP_038382543.1
OG0014699	XP_006089237.1	XP_038382548.1
OG0014700	XP_023609973.1	XP_038382565.1
OG0014701	XP_006089269.1	XP_038382597.1
OG0014702	XP_006089282.2	XP_038382600.1
OG0014703	XP_014311741.1	XP_038382652.1
OG0014704	XP_023614920.1	XP_038382678.1
OG0014706	XP_006105650.1	XP_038382916.1
OG0014707	XP_023608174.1	XP_038382949.1
OG0014708	XP_014309628.1	XP_038383004.1
OG0014709	XP_023608114.1	XP_038383032.1
OG0014710	XP_006104351.1	XP_038383086.1
OG0014711	XP_006094186.1	XP_038383183.1
OG0014712	XP_014304166.1	XP_038383315.1
OG0014713	XP_014323057.1	XP_038383320.1
OG0014714	XP_006103444.1	XP_038383379.1
OG0014716	XP_014306048.1	XP_038383487.1
OG0014721	XP_023603752.1	XP_038383730.1
OG0014724	XP_006088700.1, XP_023615395.1	XP_038383809.1
OG0014726	XP_014321846.1	XP_038383911.1
OG0014728	XP_023603787.1	XP_038384097.1
OG0014729	XP_023604269.1	XP_038384151.1
OG0014730	XP_014305315.1	XP_038384152.1
OG0014732	XP_006108882.1, XP_006109173.2	XP_038384230.1
OG0014733	XP_006107051.1	XP_038384256.1
OG0014734	XP_014304438.1	XP_038384288.1
OG0014736	XP_006106970.1	XP_038384358.1
OG0014738	XP_023602639.1	XP_038384415.1
OG0014742	XP_006108851.2	XP_038384441.1
OG0014743	XP_023605257.1	XP_038384454.1
OG0014744	XP_014306315.1	XP_038384455.1
OG0014745	XP_023603023.1	XP_038384472.1
OG0014746	XP_023603025.1	XP_038384489.1
OG0014747	XP_023604919.1	XP_038384509.1
OG0014748	XP_006106199.1	XP_038384537.1
OG0014749	XP_014301481.1	XP_038384681.1
