Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0012839	NP_599191.1	XP_045645781.1
OG0012840	NP_001291294.2	XP_045645771.1
OG0012841	XP_063119152.1, NP_775427.2, XP_063120541.1	XP_045645772.1
OG0012842	NP_001128346.1, XP_006241521.1	XP_045645751.1
OG0012843	XP_063119876.1, NP_001124029.1	XP_045645729.1
OG0012844	NP_001008323.1	XP_045645744.1
OG0012845	XP_006241513.1, NP_001121131.1	XP_045645710.1
OG0012846	NP_001387885.1, XP_006241520.1	XP_045645691.1
OG0012847	NP_001128067.2, XP_063120120.1	XP_045645690.1
OG0012848	NP_446215.1	XP_045645669.1
OG0012849	NP_001263405.1, XP_038935802.1	XP_045645670.1
OG0012850	NP_001385542.1	XP_045645676.1
OG0012851	XP_216905.5	XP_045645659.1
OG0012852	NP_660185.1, XP_006241493.1	XP_045645644.1
OG0012853	NP_001258008.1	XP_045645640.1
OG0012854	XP_008763625.2, NP_001178713.1	XP_045645631.1
OG0012855	NP_001102757.2	XP_045645630.1, XP_045645629.1
OG0012856	NP_001401851.1	XP_045645619.1
OG0012857	NP_114458.1, XP_038935886.1	XP_045645594.1
OG0012858	NP_001101570.2, XP_063119567.1	XP_045645592.1
OG0012859	NP_001017459.2, XP_006241447.1	XP_045645589.1
OG0012860	NP_001120999.1	XP_045645568.1
OG0012861	NP_001094190.1	XP_045671472.1
OG0012862	NP_058873.1, XP_006242243.2	XP_045671433.1
OG0012863	NP_001073408.1	XP_045671450.1
OG0012864	XP_038935547.1, NP_955441.2	XP_045671473.1
OG0012865	XP_056840443.1	XP_045671454.1
OG0012866	NP_001401875.1	XP_045671400.1
OG0012867	XP_017450770.1, NP_001414231.1	XP_045635420.1
OG0012868	NP_001399539.1	XP_045635953.1
OG0012869	XP_063119011.1, NP_579847.1	XP_045635711.1
OG0012870	NP_001123970.1, XP_063119399.1	XP_045635584.1
OG0012871	XP_063119393.1, NP_001166807.1	XP_045635587.1
OG0012872	NP_001257976.1	XP_045635430.1
OG0012873	NP_001124152.1, XP_008763907.2	XP_045636054.1
OG0012874	NP_001386655.1	XP_045635830.1, XP_045635829.1
OG0012875	XP_017450482.1, NP_001124041.1	XP_045636042.1
OG0012876	NP_001129394.1	XP_045635735.1
OG0012877	XP_006242152.1, NP_001123978.1	XP_045635427.1
OG0012878	XP_017450756.1	XP_045635491.1
OG0012879	NP_062248.2	XP_045636002.1
OG0012880	NP_001028866.2	XP_045635406.1
OG0012881	NP_001387978.1	XP_045635694.1
OG0012882	XP_063119031.1, NP_620200.2	XP_045635405.1
OG0012883	NP_001407180.1, XP_063120211.1	XP_045635999.1
OG0012884	NP_001007710.1	XP_045635603.1
OG0012885	NP_001387975.1	XP_045635734.1
OG0012886	NP_001406561.1	XP_045635893.1
OG0012887	NP_062066.1	XP_045635896.1
OG0012888	XP_006242074.1, NP_001020456.1	XP_045635798.1
OG0012889	XP_006242069.1, NP_001012765.1	XP_045635795.1
OG0012890	XP_006242057.1, NP_001124028.1	XP_045635954.1
OG0012891	XP_006242001.1, NP_001120776.1	XP_045635873.1
OG0012892	XP_038934762.1, NP_001123967.1	XP_045635844.1
OG0012893	NP_445803.2, XP_017450624.1	XP_045635516.1
OG0012894	NP_997497.2	XP_045635726.1
OG0012895	NP_783188.1, XP_006241242.1	XP_045635626.1
OG0012896	NP_001178807.1	XP_045635379.1
OG0012897	NP_001258311.1, XP_008763434.1	XP_045635754.1
OG0012898	XP_006241262.1, NP_001101549.1	XP_045636020.1
OG0012899	NP_001178533.1, XP_038954525.1	XP_045627819.1
OG0012900	XP_574765.3	XP_045627560.1
OG0012901	NP_001094019.1	XP_045627543.1
OG0012902	XP_008765225.2	XP_045627637.1
OG0012903	NP_001102264.1	XP_045627817.1
OG0012904	XP_038939504.1, NP_001381058.2	XP_045627604.1
OG0012905	NP_001103611.1	XP_045627615.1
OG0012906	XP_063123667.1, NP_001406890.1	XP_045627738.1
OG0012907	XP_038939498.1, NP_001101681.1	XP_045627630.1
OG0012908	NP_001031703.2, XP_008763271.1	XP_045627720.1
OG0012909	NP_446206.2	XP_045627621.1
OG0012910	NP_001264814.1	XP_045644365.1
OG0012911	NP_001094226.1, XP_063118119.1	XP_045643884.1
OG0012912	NP_612550.1	XP_045643894.1
OG0012913	NP_112320.2, XP_038968922.1	XP_045643895.1
OG0012914	NP_853662.1, XP_038968054.1	XP_045643901.1
OG0012915	NP_001020187.1, XP_008768686.1	XP_045643927.1
OG0012916	XP_063129359.1, NP_001397203.1	XP_045643936.1
OG0012917	XP_017454630.1, NP_001013899.1	XP_045643946.1
OG0012918	XP_008768692.2, NP_001414725.1	XP_045643955.1
OG0012919	XP_006251659.3, NP_001178613.1	XP_045643979.1
OG0012920	NP_001408243.1, XP_038948810.1	XP_045643991.1
OG0012921	XP_017454620.1, NP_001013898.2	XP_045644013.1
OG0012922	NP_877966.1	XP_045644016.1
OG0012923	XP_006251627.1, NP_001292059.1	XP_045644036.1
OG0012924	NP_001128202.1	XP_045644058.1
OG0012925	NP_942058.1, XP_063129306.1	XP_045644070.1
OG0012926	NP_001128174.1, XP_006251591.1	XP_045644079.1
OG0012927	XP_063129563.1, NP_001121031.1	XP_045644088.1
OG0012928	NP_954514.2	XP_045644089.1
OG0012929	XP_008761298.1, NP_001166853.1	XP_045644097.1
OG0012930	NP_001166921.1, XP_017448306.1	XP_045644109.1
OG0012931	NP_001102106.1, XP_038949952.1	XP_045644130.1
OG0012932	NP_001012096.1, XP_063142135.1	XP_045644153.1
OG0012933	NP_659553.1	XP_045644165.1
OG0012934	NP_001017537.1, XP_008761281.1	XP_045644177.1
OG0012935	XP_006242153.1, NP_001178717.1	XP_045635842.1
OG0012936	XP_006244924.1	XP_045627722.1
OG0012937	NP_001101875.1	XP_045650597.1
OG0012938	NP_001013107.1, XP_063143374.1	XP_045636385.1
OG0012939	NP_001101903.2	XP_045650752.1
OG0012940	NP_001178620.2, XP_017455952.1	XP_045650983.1
OG0012941	NP_001128209.1	XP_045635039.1
OG0012942	NP_446104.2	XP_045650968.1
OG0012943	NP_001002819.2	XP_045650964.1
OG0012944	NP_001032747.1, XP_038942740.1	XP_045650954.1
OG0012945	NP_001381172.1	XP_045650950.1
OG0012946	XP_038942476.1, NP_001102500.2	XP_045650949.1
OG0012947	NP_075209.1	XP_045651046.1
OG0012948	NP_001414131.1, XP_038953179.1	XP_045650865.1
OG0012949	XP_006254748.1, NP_001099617.1	XP_045650860.1
OG0012950	NP_001100858.2, XP_006254772.1	XP_045650830.1
OG0012951	NP_001004215.1	XP_045650803.1
OG0012952	NP_446357.2	XP_045650775.1
OG0012953	XP_017452748.1, NP_001100473.1	XP_045650728.1
OG0012954	NP_001380800.1	XP_045650712.1
OG0012955	NP_071582.2	XP_045650689.1
OG0012956	XP_006246409.1, NP_445829.1	XP_045650684.1
OG0012957	XP_008772105.1, NP_068540.1	XP_045650643.1
OG0012958	XP_063124656.1, NP_001008279.1	XP_045650642.1
OG0012959	NP_001099250.1	XP_045650623.1
OG0012960	NP_001387699.1	XP_045650618.1
OG0012961	XP_006253635.1, NP_058878.1	XP_045650608.1
OG0012962	NP_001013155.1	XP_045650607.1
OG0012963	XP_038951217.1, NP_446254.1	XP_045650596.1
OG0012964	NP_001406572.1, XP_038952371.1	XP_045650583.1
OG0012965	XP_017456403.1, NP_001099628.1	XP_045650565.1
OG0012966	NP_001094129.1, XP_063133292.1	XP_045650562.1
OG0012967	NP_001414398.1	XP_045650546.1
OG0012968	NP_001100133.3, XP_063143431.1	XP_045636218.1
OG0012969	XP_006238397.1	XP_045636726.1
OG0012970	NP_001128113.2, XP_038966585.1	XP_045636179.1
OG0012971	XP_063144443.1, NP_001107874.1	XP_045636170.1
OG0012972	XP_006238421.1, NP_446387.1	XP_045636656.1
OG0012973	XP_038967017.1, NP_001414714.1	XP_045636698.1
OG0012974	NP_001380978.1	XP_045636346.1
OG0012975	XP_038965079.1, NP_446318.3	XP_045636775.1
OG0012976	NP_476543.1	XP_045636241.1
OG0012977	NP_445739.1, XP_038965187.1	XP_045636715.1
OG0012978	XP_063143670.1, NP_001019955.2	XP_045636780.1
OG0012979	XP_063143673.1, NP_001101398.2	XP_045636160.1
OG0012980	NP_001019513.1	XP_045636556.1
OG0012981	NP_001406440.1, XP_575803.4	XP_045636460.1
OG0012982	NP_001402908.1, XP_006238163.1	XP_045636250.1
OG0012983	NP_001269265.1	XP_045636455.1
OG0012984	NP_001167452.1	XP_045636692.1
OG0012985	NP_446316.1	XP_045636211.1
OG0012986	NP_001414535.1, XP_038966905.1	XP_045636212.1
OG0012987	NP_001258251.1	XP_045636520.1
OG0012988	NP_001167026.1, XP_038966155.1	XP_045636191.1
OG0012989	XP_006238068.1	XP_045636286.1
OG0012990	NP_604462.2	XP_045636735.1
OG0012991	NP_001102731.1, XP_038966491.1	XP_045636539.1
OG0012992	NP_620226.1, XP_006238169.1	XP_045636265.1
OG0012993	XP_038965382.1, NP_001020823.1	XP_045636359.1
OG0012994	NP_113990.2	XP_045636560.1
OG0012995	NP_001015028.2, XP_063143987.1	XP_045636245.1
OG0012996	NP_001008318.1	XP_045636608.1
OG0012997	NP_001101401.1	XP_045636659.1
OG0012998	NP_001101400.1, XP_006238219.1	XP_045636415.1
OG0012999	NP_036628.2	XP_045636392.1
OG0013000	NP_001011973.1, XP_008761929.1	XP_045636567.1
OG0013001	NP_001406613.1, XP_038966968.1	XP_045670730.1
OG0013002	NP_001012102.2, XP_006238315.1	XP_045647056.1
OG0013003	XP_006238319.1, NP_001102138.1	XP_045647049.1
OG0013004	XP_038965801.1	XP_045647045.1
OG0013005	NP_001305962.1	XP_045647125.1
OG0013006	NP_001388248.1	XP_045647035.1
OG0013007	NP_001101305.1, XP_006234038.1	XP_045647028.1
OG0013008	XP_017447484.1, NP_001032443.2	XP_045647121.1
OG0013009	XP_017449096.1, NP_071597.2	XP_045647086.1
OG0013010	NP_001034482.2	XP_045661140.1
OG0013011	NP_001388719.1, NP_001388718.1	XP_045658667.1
OG0013012	NP_001376199.1	XP_045657929.1
OG0013013	XP_038959286.1, NP_058830.2	XP_045661503.1
OG0013014	NP_001002822.2, XP_038954864.1	XP_045656478.1
OG0013015	XP_006256116.3, NP_861543.2	XP_045651642.1
OG0013016	XP_063135453.1, NP_001003975.1	XP_045651638.1
OG0013017	NP_001004073.1	XP_045651589.1
OG0013018	XP_006255985.1, NP_998724.1	XP_045651557.1
OG0013019	NP_001002828.1	XP_045651532.1
OG0013020	NP_997712.1, XP_063135093.1	XP_045651465.1
OG0013021	NP_997659.2, XP_006256182.1	XP_045651461.1
OG0013022	XP_063135060.1	XP_045628026.1
OG0013023	NP_001013928.1	XP_045628020.1
OG0013024	XP_063135153.1, NP_062104.3	XP_045627999.1
OG0013025	XP_017457135.1	XP_045633773.1
OG0013026	NP_997477.1	XP_045642268.1
OG0013027	NP_036860.2	XP_045642305.1
OG0013028	XP_063130731.1, NP_001102990.1	XP_045642299.1
OG0013029	XP_006244542.1	XP_045642247.1
OG0013030	XP_038940375.1, NP_001414578.1	XP_045642238.1
OG0013031	XP_038939095.1, NP_001400697.1	XP_045642246.1
OG0013032	NP_001376139.1, XP_038939738.1	XP_045632979.1
OG0013033	NP_001013196.1	XP_045632949.1
OG0013034	NP_001101669.1, XP_038939419.1	XP_045632984.1
OG0013035	NP_001413858.1	XP_045656841.1
OG0013036	NP_598209.1	XP_045656917.1
OG0013037	XP_038940748.2, NP_001414645.1	XP_045657006.1
OG0013038	NP_001019531.1	XP_045661031.1
OG0013039	XP_006244599.1, NP_001101674.1	XP_045657224.1
OG0013040	XP_063122932.1, NP_001100363.1	XP_045657684.1
OG0013041	NP_001178734.2	XP_045658247.1
OG0013042	XP_038939121.1, NP_001116419.2	XP_045658263.1
OG0013043	NP_001386341.1	XP_045658274.1
OG0013044	NP_001386302.1, XP_038938442.1	XP_045658549.1
OG0013045	NP_001005549.1	XP_045658626.1
OG0013046	XP_063123200.1, NP_001028877.2	XP_045658946.1
OG0013047	NP_001121667.1	XP_045658988.1
OG0013048	XP_006244735.1, NP_001102261.1	XP_045659126.1
OG0013049	NP_631928.2	XP_045659215.1
OG0013050	XP_017452146.2	XP_045659507.1
OG0013051	NP_001128115.2, XP_038939022.1	XP_045659607.1
OG0013052	XP_006243536.1, NP_001100314.1	XP_045660194.1
OG0013053	NP_001414686.1, XP_038938473.1	XP_045660214.1
OG0013054	NP_001034699.1, XP_006243541.1	XP_045660299.1
OG0013055	XP_063122116.1, NP_067587.2	XP_045654437.1
OG0013056	NP_001020453.1, XP_006238057.1	XP_045627926.1
OG0013057	NP_058988.1, XP_038965308.1	XP_045663028.1
OG0013058	NP_001119751.1	XP_045662997.1
OG0013059	NP_001257994.1	XP_045662972.1
OG0013060	NP_001101109.2, XP_063135249.1	XP_045662928.1
OG0013061	NP_001101114.1	XP_045662921.1
OG0013062	NP_001401866.1, XP_063135144.1	XP_045654384.1
OG0013063	XP_017457315.1	XP_045654415.1
OG0013064	XP_008771242.2	XP_045654352.1
OG0013065	XP_038954835.1, NP_001092137.2	XP_045654409.1
OG0013066	NP_001102007.1	XP_045654435.1
OG0013067	XP_006228034.1, NP_001406549.1	XP_045626511.1
OG0013068	NP_001034093.1	XP_045662779.1
OG0013069	NP_076448.2	XP_045659938.1
OG0013070	NP_001178027.1	XP_045663044.1
OG0013071	NP_001395713.1, XP_038936198.1	XP_045633217.1
OG0013072	XP_008763788.1, NP_001123966.1	XP_045633383.1
OG0013073	NP_852050.1	XP_045671939.1
OG0013074	XP_063129890.1	XP_045627464.1
OG0013076	NP_001406557.1	XP_045627460.1
OG0013077	XP_017454872.1, NP_001037761.1	XP_045649409.1
OG0013078	XP_006241609.1	XP_045661842.1
OG0013079	NP_076456.1	XP_045661835.1
OG0013080	XP_038935143.1, NP_001128358.1	XP_045661830.1
OG0013081	XP_006241610.1	XP_045662058.1
OG0013082	NP_001406471.1, XP_038936092.1	XP_045661792.1
OG0013083	XP_017450148.1, NP_077040.2	XP_045661591.1
OG0013084	XP_063118999.1, NP_658907.1	XP_045661781.1
OG0013085	NP_758836.1	XP_045661590.1
OG0013086	NP_001166805.1	XP_045661778.1
OG0013087	XP_017450106.1	XP_045661758.1
OG0013088	NP_001124033.1, XP_006241676.1	XP_045661735.1
OG0013089	XP_063120499.1	XP_045661584.1
OG0013090	NP_942046.1	XP_045661718.1
OG0013091	NP_037002.1	XP_045661707.1
OG0013092	NP_037285.1	XP_045661677.1
OG0013093	XP_038935446.1, NP_001020195.1	XP_045661641.1
OG0013094	XP_006241746.1, NP_001121050.1	XP_045661638.1
OG0013095	XP_063119922.1, NP_001124035.1	XP_045661610.1
OG0013096	XP_063119328.1, NP_001120766.1	XP_045661627.1
OG0013097	NP_001124036.1, XP_038935454.2	XP_045668169.1
OG0013098	XP_038936146.1	XP_045668157.1
OG0013099	NP_001395847.1	XP_045634014.1
OG0013100	NP_001128352.1	XP_045634019.1
OG0013101	NP_037213.1, XP_063119113.1	XP_045634070.1
OG0013102	XP_038936156.1	XP_045634024.1
OG0013103	XP_006241962.1, NP_001292166.1	XP_045633204.1
OG0013104	XP_017450457.2, NP_001178808.1	XP_045633256.1
OG0013105	XP_063120317.1, NP_001402033.1	XP_045633374.1
OG0013106	XP_038935167.1, NP_001108498.1	XP_045633310.1
OG0013107	NP_001005563.1, XP_038935475.1	XP_045633369.1
OG0013108	NP_775145.2, XP_017450543.1	XP_045633270.1
OG0013109	NP_001093642.1	XP_045671927.1
OG0013110	NP_001100685.1, XP_017454675.1	XP_045672019.1
OG0013111	NP_542153.1	XP_045671897.1
OG0013112	NP_037088.1	XP_045671877.1
OG0013113	XP_008768361.1, NP_872279.2	XP_045671868.1
OG0013114	XP_038947630.1, NP_001388381.1	XP_045671899.1
OG0013115	XP_017454777.1	XP_045671785.1
OG0013116	NP_001131035.2	XP_045671994.1
OG0013117	NP_001388362.1	XP_045671898.1
OG0013118	NP_001385952.1	XP_045671873.1
OG0013119	XP_038948847.1, NP_001414782.1	XP_045672037.1
OG0013120	NP_001008870.1, XP_017454815.1	XP_045671893.1
OG0013121	NP_001099472.1	XP_045671930.1
OG0013122	NP_001388376.1	XP_045671932.1
OG0013123	NP_001100683.1	XP_045627454.1
OG0013124	NP_596914.1, XP_006250867.1	XP_045627440.1
OG0013125	NP_001129341.1	XP_045644982.1
OG0013126	NP_037015.2, XP_063129379.1	XP_045645093.1, XP_045645100.1
OG0013127	NP_071599.2	XP_045645111.1
OG0013128	NP_001389374.1	XP_045645180.1, XP_045645178.1
OG0013129	NP_077072.2	XP_045645221.1
OG0013130	NP_001099470.1, XP_006250833.1	XP_045645329.1
OG0013131	NP_001292099.1	XP_045648963.1
OG0013132	NP_058819.1	XP_045649008.1
OG0013133	NP_001102693.1	XP_045649593.1
OG0013134	NP_036746.1	XP_045649607.1
OG0013135	NP_001102297.1	XP_045659969.1
OG0013136	NP_001099253.2	XP_045661122.1
OG0013137	XP_017448017.1	XP_045648580.1
OG0013138	NP_112649.1	XP_045648586.1
OG0013139	NP_001402856.1	XP_045648594.1
OG0013140	XP_063142056.1	XP_045648601.1
OG0013141	XP_063141809.1, NP_001100057.1	XP_045648636.1
OG0013142	XP_038964921.1	XP_045648634.1
OG0013143	NP_446336.1	XP_045648644.1
OG0013144	NP_001386506.1, XP_038964918.1	XP_045648645.1
OG0013145	NP_001402807.1	XP_045648669.1
OG0013146	XP_038964252.1, NP_073185.2	XP_045648671.1
OG0013147	NP_001032413.1	XP_045648672.1
OG0013148	NP_001004232.1, XP_063141806.1	XP_045649589.1
OG0013149	NP_113987.1, XP_006236294.1	XP_045649651.1
OG0013150	NP_001102950.1	XP_045648687.1
OG0013151	NP_001103835.1, XP_038964277.1	XP_045648689.1
OG0013152	XP_038964278.1, NP_001121662.1	XP_045649283.1
OG0013153	XP_003749736.1	XP_045649264.1
OG0013154	NP_001094285.1	XP_045649262.1
OG0013155	XP_006236111.1, NP_001128253.1	XP_045649226.1
OG0013156	NP_001034701.2, XP_006236109.1	XP_045648136.1
OG0013157	XP_006236116.1, NP_001102690.1	XP_045649216.1
OG0013158	NP_001019489.1	XP_045649161.1
OG0013159	NP_001414318.1	XP_045649153.1
OG0013160	XP_038963188.1	XP_045649134.1
OG0013161	NP_001178899.2	XP_045649094.1
OG0013162	XP_063142984.1	XP_045649092.1
OG0013163	NP_942043.2	XP_045649089.1
OG0013164	NP_058845.2	XP_045649070.1
OG0013165	XP_008762838.2, NP_001186974.1	XP_045649044.1
OG0013166	NP_001102177.1	XP_045649042.1
OG0013167	NP_036893.1, XP_038967722.1	XP_045649024.1
OG0013168	XP_017449828.1, NP_001030125.1	XP_045649014.1
OG0013169	NP_001178898.1	XP_045649005.1
OG0013170	XP_038963997.1, NP_001102687.1	XP_045648997.1
OG0013171	NP_077365.1	XP_045648933.1
OG0013172	NP_036713.2, XP_038962823.1	XP_045648941.1
OG0013173	NP_037207.2	XP_045648942.1
OG0013174	NP_071579.1	XP_045648921.1
OG0013175	NP_001385770.1	XP_045648849.1
OG0013176	XP_038938198.1, NP_001414655.1	XP_045648838.1
OG0013177	XP_063132679.1, NP_001382507.1	XP_045648797.1
OG0013178	NP_001029279.1, XP_006236202.1	XP_045648720.1
OG0013179	NP_071620.1	XP_045655407.1
OG0013180	NP_446151.1	XP_045655433.1
OG0013181	NP_599182.1	XP_045654588.1
OG0013182	XP_063144325.1, NP_001019518.1	XP_045655408.1
OG0013183	XP_063144694.1	XP_045638342.1
OG0013184	XP_006238764.1, NP_001014089.2	XP_045655623.1
OG0013185	NP_001101441.1, XP_038965934.1	XP_045655791.1
OG0013186	NP_001382655.1	XP_045627870.1
OG0013187	NP_001101447.1	XP_045627853.1
OG0013188	NP_001101448.1	XP_045638393.1
OG0013189	XP_038967161.1	XP_045638041.1
OG0013190	XP_038966075.1, NP_783194.2	XP_045638043.1
OG0013191	NP_001014091.1	XP_045638389.1
OG0013192	NP_001106187.1	XP_045638578.1
OG0013193	NP_001007654.1	XP_045662658.1, XP_045638465.1
OG0013194	XP_017448997.1, NP_001025094.1	XP_045638361.1
OG0013195	XP_008762271.1, NP_001156007.1	XP_045638567.1
OG0013196	NP_001102908.1, XP_006238963.1	XP_045638308.1
OG0013197	NP_001102150.1	XP_045638463.1
OG0013198	NP_001382011.1, XP_006238925.1	XP_045638504.1
OG0013199	NP_445995.2	XP_045638549.1
OG0013200	XP_038951199.1, NP_001386144.1	XP_045628742.1
OG0013201	NP_001101422.1, XP_038965891.1	XP_045655498.1
OG0013202	NP_001402755.1, XP_063143456.1	XP_045655526.1
OG0013203	NP_001337161.1	XP_045655399.1
OG0013204	NP_001102142.1	XP_045655536.1
OG0013205	XP_038965520.1, NP_001100147.1	XP_045655587.1
OG0013206	NP_001389160.1	XP_045655400.1
OG0013207	NP_001356055.1	XP_045655600.1
OG0013208	NP_001128432.1, XP_063143472.1	XP_045655605.1
OG0013209	XP_017448928.2, NP_001101475.2	XP_045655616.1
OG0013210	NP_062082.1, XP_038965299.1	XP_045655655.1
OG0013211	NP_001102445.2, XP_038966391.1	XP_045655658.1
OG0013212	NP_001414675.1, XP_017449286.1	XP_045655678.1
OG0013213	XP_008762274.1, NP_001128098.1	XP_045655700.1
OG0013214	NP_446230.2, XP_063143135.1	XP_045655712.1
OG0013215	XP_017449293.1, NP_001406773.1	XP_045655732.1
OG0013216	XP_038949034.1, NP_001093980.1	XP_045640861.1
OG0013217	NP_001414183.1	XP_045640803.1, XP_045640802.1
OG0013218	NP_001258242.1, XP_038949404.1	XP_045640821.1
OG0013219	XP_006251981.1	XP_045640831.1
OG0013220	NP_001100731.1	XP_045640894.1
OG0013221	NP_001102756.1, XP_006241385.1	XP_045667098.1
OG0013222	XP_063120114.1, NP_001034429.1	XP_045636098.1
OG0013223	NP_001178711.1, XP_038935037.1	XP_045635455.1
OG0013224	XP_017450168.1, NP_001028852.2	XP_045635509.1
OG0013225	NP_075214.2	XP_045635788.1
OG0013226	NP_001100253.1	XP_045635985.1
OG0013227	NP_001401870.1	XP_045635839.1
OG0013228	XP_038935029.2, NP_001101559.1	XP_045635993.1
OG0013229	NP_001164648.2, XP_038934631.1	XP_045636032.1
OG0013230	NP_075248.1	XP_045635840.1
OG0013231	NP_001100250.1	XP_045635417.1
OG0013232	NP_001178710.1	XP_045635624.1
OG0013233	NP_058855.1	XP_045635625.1
OG0013234	XP_038936010.1	XP_045635794.1
OG0013235	NP_001382643.1	XP_045635476.1
OG0013236	NP_001009430.2	XP_045635413.1
OG0013237	XP_006241305.2, NP_001101551.1	XP_045635720.1
OG0013238	NP_001178916.1	XP_045636006.1
OG0013239	XP_006241289.1, NP_001178708.1	XP_045635939.1
OG0013240	XP_008763468.1, NP_001094228.3	XP_045635613.1
OG0013241	NP_001166898.1	XP_045635847.1
OG0013242	NP_001100246.1, XP_006241261.1	XP_045636148.1
OG0013243	NP_071779.1	XP_045636053.1
OG0013244	NP_001164076.1, XP_038935357.1	XP_045635519.1, XP_045635398.1, XP_045635388.1
OG0013245	NP_001008358.1, XP_038934965.1	XP_045635493.1
OG0013246	NP_001178746.1	XP_045654859.1
OG0013247	XP_038954094.1, NP_001387873.1	XP_045654841.1
OG0013249	XP_006255486.1, NP_001178528.1	XP_045654825.1
OG0013250	NP_001406457.1, XP_038959667.1	XP_045654781.1
OG0013251	XP_017446779.1	XP_045654568.1
OG0013252	XP_017446361.1, NP_001129189.1	XP_045654584.1
OG0013253	NP_001004279.1, XP_056840618.1	XP_045654690.1
OG0013254	NP_001258096.1, XP_008759321.1	XP_045654684.1
OG0013255	XP_063131778.1, NP_001099551.1	XP_045654649.1
OG0013256	NP_071592.1	XP_045645555.1
OG0013257	NP_001386278.1, NP_001386277.1, XP_063142321.1	XP_045648377.1
OG0013258	XP_008761105.1, NP_001101328.1	XP_045648385.1
OG0013259	XP_006236423.2, NP_001038166.1	XP_045648447.1
OG0013260	NP_001385654.1	XP_045648505.1
OG0013261	NP_001386266.1	XP_045648517.1
OG0013262	NP_001012188.1, XP_038963708.1	XP_045648526.1
OG0013263	XP_038964295.1	XP_045648527.1
OG0013264	NP_001102091.1	XP_045648534.1
OG0013265	NP_001399807.1, XP_038964189.1	XP_045648535.1
OG0013266	XP_006236339.1	XP_045648555.1
OG0013267	XP_063141690.1	XP_045648570.1
OG0013268	XP_006251380.1, NP_001119747.1	XP_045649524.1
OG0013269	XP_006251280.1, NP_001128315.1	XP_045649522.1
OG0013270	XP_063129027.1, NP_001093977.1	XP_045649513.1
OG0013271	NP_001385993.1	XP_045649510.1
OG0013272	NP_001406267.1	XP_045649507.1
