Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0013872	XP_056840610.1	XP_004701911.1
OG0013873	NP_001101701.1, XP_038939683.1	XP_004701917.1
OG0013874	NP_001013245.1	XP_030743463.1
OG0013875	XP_063123110.1, NP_001178741.1	XP_004701927.1
OG0013876	XP_038940667.1, NP_001414342.1	XP_012859841.1
OG0013877	NP_001005564.1, XP_038939860.1	XP_045151644.1
OG0013878	NP_001385737.1	XP_012863223.2
OG0013879	XP_063127018.1	XP_045145509.1
OG0013880	XP_006249625.1, NP_001101317.1	XP_004709815.2
OG0013881	XP_017453720.1, NP_001257347.2	XP_045152673.1
OG0013882	XP_006249609.1, NP_001020734.1	XP_004709682.2
OG0013883	NP_001101811.1, XP_006249627.1	XP_004709808.1
OG0013884	NP_001017487.1	XP_012861868.1
OG0013885	NP_113729.1, XP_017453758.1	XP_004709675.1
OG0013886	XP_063127741.1, NP_001103017.1	XP_030743295.1
OG0013887	XP_008767494.2	XP_045152663.1
OG0013888	NP_446227.2	XP_045152662.1
OG0013889	NP_742026.1, XP_063127686.1	XP_045152711.1
OG0013890	XP_006249356.1, NP_001178594.1	XP_045152789.1
OG0013891	XP_038945373.1, NP_001100609.1	XP_045152690.1
OG0013892	XP_063127769.1	XP_045152657.1
OG0013893	NP_001099398.1	XP_004709784.1
OG0013894	NP_075250.2	XP_012861891.1
OG0013895	NP_001414180.1	XP_045152782.1
OG0013896	NP_001385885.1	XP_004709770.1
OG0013897	NP_569114.2	XP_004709652.1
OG0013898	XP_008767497.2	XP_045152654.1
OG0013899	NP_001014004.1	XP_004709647.1
OG0013900	NP_113782.2, XP_063127305.1	XP_045152686.1
OG0013901	NP_001008291.1	XP_045152804.1
OG0013902	NP_001406666.1, XP_063127251.1	XP_045152813.1
OG0013903	XP_038945800.1	XP_045152627.1
OG0013904	NP_001171064.1	XP_004709716.3
OG0013905	NP_001101805.1, XP_006249457.1	XP_004709721.2
OG0013906	NP_001017488.1, XP_063127662.1	XP_045152635.1
OG0013907	XP_006249478.1, NP_853669.1	XP_004709607.1
OG0013908	NP_001100615.2	XP_045152695.1
OG0013909	NP_001385541.1, XP_006249488.1	XP_045152698.1
OG0013910	NP_001101808.2, XP_038945529.1	XP_030743286.2
OG0013911	XP_063127281.1	XP_004709613.1
OG0013912	NP_001034111.1	XP_004709626.1
OG0013913	NP_071957.1	XP_004709751.2
OG0013914	NP_001012148.1	XP_004709600.1
OG0013915	XP_006249504.1, NP_001005553.1	XP_045152624.1
OG0013916	XP_006249525.1, NP_001009973.1	XP_004709595.1
OG0013917	NP_599231.3, XP_008767538.1	XP_012861837.1
OG0013918	NP_001100623.1, XP_063127467.1	XP_045152776.1
OG0013919	XP_006249563.1, NP_001100626.1	XP_045152617.1
OG0013920	NP_001292083.1	XP_004715394.1
OG0013921	XP_006249646.1	XP_012863333.1
OG0013922	XP_063128952.1, NP_037325.1	XP_004715380.1
OG0013923	XP_038948139.1, NP_001015022.1	XP_004716806.3
OG0013924	NP_001020299.1	XP_045145550.1
OG0013925	XP_006251362.1, NP_001100704.1	XP_004716782.3
OG0013926	NP_695228.2, XP_038947570.1	XP_004716776.1
OG0013927	XP_038947934.1	XP_045145494.1
OG0013928	XP_006251478.1	XP_045145593.1
OG0013929	NP_062108.2, XP_038954554.1	XP_045145501.1
OG0013930	NP_036928.1	XP_045145572.1, XP_004716395.1, XP_045145578.1
OG0013931	NP_072106.1	XP_004701259.1
OG0013932	XP_063126791.1, NP_001102528.1	XP_045147464.1
OG0013933	XP_038944454.1, NP_001012146.1	XP_004716373.1
OG0013934	XP_038943916.1, NP_036853.2	XP_004716413.1
OG0013935	NP_001101796.1, XP_006248769.1	XP_004716380.1
OG0013936	NP_001013999.2, XP_008767097.1	XP_045145601.1
OG0013937	NP_446262.3	XP_045145590.1
OG0013938	NP_001013885.2, XP_038943996.1	XP_004716420.1
OG0013939	NP_001101056.1	XP_045147585.1
OG0013940	NP_596891.1, XP_006231334.3	XP_004701424.1
OG0013941	NP_001386617.1, XP_006231356.1	XP_004701420.1
OG0013942	XP_038965220.1	XP_045147605.1
OG0013943	NP_001402678.1	XP_045145473.1
OG0013944	NP_570110.1	XP_004717705.1
OG0013946	NP_001178944.1	XP_004713828.1
OG0013947	NP_714950.3	XP_045143153.1
OG0013948	XP_038934166.1, NP_001295568.1	XP_004716937.1
OG0013949	NP_942040.2	XP_004710340.1
OG0013950	XP_008761473.1, NP_001178906.1	XP_045151834.1
OG0013951	NP_036649.2, XP_063141552.1	XP_045151862.1
OG0013952	XP_008761494.1	XP_004710345.1
OG0013953	XP_038964769.2, NP_001387850.1	XP_045151888.1
OG0013954	NP_001178792.1	XP_045151829.1
OG0013955	NP_001102118.2, XP_063142432.1	XP_004710536.1
OG0013956	NP_001414716.1, XP_038964754.1	XP_004717697.1
OG0013957	NP_001381980.1	XP_045141803.1
OG0013958	NP_571983.1	XP_004717700.1
OG0013959	XP_006237562.1, NP_001094222.1	XP_004702280.1
OG0013960	XP_017448527.2	XP_012863966.1
OG0013961	NP_001100092.1	XP_004708282.1
OG0013962	NP_001100091.1	XP_004708168.1, XP_045155931.1, XP_012859977.1
OG0013963	XP_006237411.1, NP_001073356.1	XP_004708174.1
OG0013964	XP_038963379.1, NP_997678.2	XP_030743106.1
OG0013965	NP_001100090.3, XP_038963377.1	XP_004708289.1
OG0013966	XP_063141471.1, NP_001013053.1	XP_004708197.1
OG0013967	NP_001101358.2	XP_045151932.1
OG0013968	NP_001128027.1	XP_045151940.1
OG0013969	NP_001025090.1, XP_006237367.1	XP_004708206.1
OG0013970	NP_001003707.2, XP_006237384.1	XP_030743101.1
OG0013971	NP_001103141.1	XP_012863980.1
OG0013972	NP_001032430.1, XP_038963620.1	XP_045149198.1
OG0013973	NP_001003403.1, XP_038963929.1	XP_004716275.1
OG0013974	NP_001013949.1	XP_004713854.1
OG0013975	XP_038962876.1, NP_446375.1	XP_045144425.1
OG0013976	XP_038964399.1, NP_445893.1	XP_004713844.1
OG0013977	NP_001101364.1	XP_004700034.1
OG0013978	XP_017448332.1, NP_001102725.1	XP_004700041.2
OG0013979	XP_038964353.1, NP_112308.2	XP_012859422.2
OG0013980	NP_596882.2, XP_038963872.1	XP_045144372.1
OG0013981	XP_038964827.1	XP_045144405.1
OG0013982	XP_038964838.1, NP_001387999.1	XP_045144356.1
OG0013983	XP_038964850.1	XP_004700061.1
OG0013984	XP_006237765.1	XP_045152318.1
OG0013985	NP_113854.1	XP_004700260.1
OG0013986	NP_001358467.1, XP_038934809.1	XP_004700263.1
OG0013987	XP_006242331.1	XP_045152324.1
OG0013988	NP_001094357.1, XP_006242254.1	XP_012862388.1
OG0013989	XP_063119726.1, NP_001008521.1	XP_045143174.1
OG0013990	XP_001053826.1	XP_045143172.1
OG0013991	XP_345868.4	XP_004711495.1
OG0013992	NP_001120928.1, XP_038934840.1	XP_004711489.1
OG0013993	NP_036960.1, XP_017450162.1	XP_004711476.1
OG0013994	NP_036765.3, XP_006257383.1	XP_004711463.1
OG0013995	NP_001013124.1	XP_045139697.1, XP_045143216.1
OG0013996	XP_038936496.1, NP_001386695.1	XP_030740601.1
OG0013997	NP_001128055.1, XP_006257426.1	XP_045143194.1
OG0013998	NP_653357.1, XP_017450154.1	XP_004711534.1
OG0013999	NP_001102463.1, XP_006257436.1	XP_004711531.2
OG0014000	NP_071551.2	XP_004711449.1
OG0014001	XP_038936290.1	XP_030740609.1
OG0014002	XP_006242434.1	XP_045143142.1
OG0014003	XP_063119131.1	XP_045143187.1
OG0014004	XP_006242403.1, NP_001128186.1	XP_004711433.1
OG0014005	XP_063120143.1, NP_001012223.1	XP_030740925.2, XP_045143159.1
OG0014006	NP_062139.2, XP_063119200.1	XP_004711426.1
OG0014007	NP_620249.1	XP_045143156.1
OG0014008	NP_001008812.2	XP_004711418.1
OG0014009	NP_001008807.2	XP_030740605.1
OG0014010	XP_017450824.1	XP_004711409.1
OG0014011	XP_017450825.1, NP_001101584.2	XP_045143220.1
OG0014012	NP_001008325.1	XP_004711506.1
OG0014013	NP_001094377.1	XP_004716939.1
OG0014014	NP_001385447.1	XP_045152267.1
OG0014015	XP_006242448.1, NP_073201.1	XP_004716957.1
OG0014017	XP_217935.3	XP_004701126.1
OG0014018	XP_038965077.1, NP_001012479.1	XP_045147554.1
OG0014019	XP_063135752.1, XP_063135753.1	XP_045147329.1
OG0014020	XP_006252827.1, NP_001073618.1	XP_030741511.2
OG0014023	NP_001025091.1	XP_004716311.1
OG0014025	NP_001102901.1	XP_004716293.1
OG0014026	NP_001101079.2, XP_006231343.1	XP_045147353.1
OG0014027	NP_001178012.1	XP_004701138.1
OG0014028	NP_001099842.1, XP_008758589.1	XP_004701131.1
OG0014029	XP_063131858.1, NP_001162583.1	XP_004701129.1
OG0014030	NP_077361.1	XP_045147461.1
OG0014031	NP_001402932.1, XP_063124726.1	XP_012859710.1
OG0014032	NP_001178564.1	XP_045147299.1
OG0014033	NP_001101993.1	XP_004701397.1
OG0014034	XP_063130014.1, NP_001408290.1	XP_045147407.1
OG0014035	XP_038951176.1	XP_030741897.1
OG0014036	NP_001178827.1	XP_012859639.1
OG0014038	XP_038941616.1	XP_045147176.1
OG0014039	NP_075242.1	XP_012859638.1
OG0014040	XP_006231444.1, NP_001258525.1	XP_004701083.1
OG0014041	XP_063120742.1, NP_954535.2	XP_045147219.1
OG0014042	NP_001386620.1	XP_045147548.1, XP_045147549.1
OG0014043	NP_445978.1	XP_004701376.1
OG0014044	NP_001099830.1	XP_004701049.1
OG0014045	XP_006231612.1, NP_001128084.1	XP_045147231.1
OG0014046	NP_001101069.1, XP_008758651.1	XP_004701368.1
OG0014047	NP_001102636.1	XP_012859632.1
OG0014048	XP_063143241.1	XP_004701038.1
OG0014049	NP_001101071.1	XP_004701023.1
OG0014050	XP_006231608.1, NP_001020070.1	XP_030741826.2
OG0014051	NP_036885.2, XP_063137365.1	XP_004701357.1
OG0014052	NP_001388640.1, XP_002728937.1	XP_045147515.1
OG0014053	NP_001099835.1	XP_004701006.2
OG0014054	XP_008758660.1, NP_001013172.1	XP_030741877.1
OG0014055	XP_038965362.1	XP_012859621.1
OG0014056	XP_038946142.1	XP_045147322.1
OG0014057	XP_006231706.1	XP_045147414.1
OG0014058	NP_001128085.1, XP_063127854.1	XP_045147467.1
OG0014059	XP_008758802.1, NP_001292113.1	XP_045147245.1
OG0014060	NP_001012173.1, XP_008758760.1	XP_045147463.1
OG0014061	NP_001100915.1, XP_017444569.1	XP_045147347.1
OG0014062	XP_063138891.1, NP_001040552.2	XP_004700961.1
OG0014063	NP_001385731.1	XP_012859612.1
OG0014064	NP_001011936.1	XP_004700953.1
OG0014065	NP_001128331.1, XP_006230449.1	XP_045147243.1
OG0014066	NP_001178560.1	XP_030741810.1
OG0014067	XP_063142435.1	XP_045147567.1
OG0014068	NP_001258158.1	XP_030741867.2
OG0014070	XP_017444917.1, NP_001380625.1	XP_045147446.1
OG0014071	NP_001101027.1, XP_006230498.1	XP_045147320.1
OG0014072	NP_001008348.1, XP_063119862.1	XP_004701295.1
OG0014073	XP_008758113.1, NP_001012068.1	XP_045147319.1
OG0014074	NP_001014048.1	XP_004700931.1
OG0014075	XP_038944678.1, NP_116003.2	XP_045147310.1
OG0014076	NP_001123549.1	XP_045147309.1
OG0014077	NP_445872.1	XP_004701287.2
OG0014078	XP_063137087.1	XP_045147272.1
OG0014079	NP_997491.2	XP_045146169.1
OG0014080	NP_074045.1, XP_063138570.1	XP_004697553.1
OG0014081	NP_037214.1	XP_045143226.1
OG0014082	XP_063144246.1, NP_001398791.1	XP_004697606.1
OG0014083	XP_038966385.1, NP_001244274.1	XP_004697607.1
OG0014084	NP_001385915.1	XP_004697612.1
OG0014085	XP_017448819.1, NP_001101375.1	XP_012862911.1
OG0014086	NP_852054.2, XP_063143935.1	XP_045149473.1
OG0014087	XP_038965692.1, NP_001101376.2	XP_004697637.1
OG0014088	NP_037092.1	XP_004697814.2
OG0014089	NP_037180.1, XP_017448652.2	XP_004697813.2
OG0014090	XP_063137427.1, NP_062011.1	XP_030740713.2
OG0014091	XP_038966130.1, NP_001020594.1	XP_004697595.2
OG0014092	NP_001102730.1	XP_004697594.1
OG0014093	XP_038965321.1, NP_001100102.1	XP_012862310.3
OG0014094	XP_017448811.1, NP_001263985.1	XP_004697586.2
OG0014095	NP_001178793.2, XP_038966106.1	XP_045151574.1
OG0014096	NP_001380724.1	XP_004697583.2
OG0014097	NP_001414086.1	XP_004697803.1
OG0014098	NP_001413950.1, XP_038966833.1	XP_045141754.1
OG0014099	NP_001178683.1, XP_038965669.1	XP_004697577.1
OG0014100	NP_001178631.1, XP_006232224.1	XP_004697796.1
OG0014101	NP_445892.1, XP_063138715.1	XP_004697562.1
OG0014102	XP_063137606.1	XP_012862194.2
OG0014104	NP_445817.2, XP_063138681.1	XP_004697552.1
OG0014106	XP_038934031.1, NP_001128465.1	XP_004697788.1
OG0014107	XP_006237995.1, NP_001026833.1	XP_004697785.1
OG0014108	XP_038966782.1, NP_114190.1	XP_004697538.1
OG0014109	NP_071638.1	XP_045142856.1
OG0014110	NP_001020071.1	XP_004697777.1
OG0014111	XP_038965351.1, NP_001100109.1	XP_004697536.2
OG0014112	XP_017449058.1, NP_001128096.1	XP_004697776.1
OG0014113	XP_006237963.1, NP_001102127.1	XP_045141996.1
OG0014114	XP_038965730.1, NP_001178684.2	XP_045143275.1
OG0014115	XP_063144260.1, NP_001121036.2	XP_004697526.1
OG0014116	NP_001012113.1	XP_030744416.2
OG0014117	NP_612551.2, XP_038960142.1	XP_004712774.1
OG0014118	NP_001166908.1	XP_004712777.1
OG0014120	NP_001012125.1	XP_004712085.1
OG0014121	XP_063139384.1, NP_001099964.1	XP_045143604.1
OG0014122	XP_063141018.1	XP_012862710.2
OG0014123	NP_001385869.1	XP_045143666.1
OG0014124	NP_612549.1	XP_004712806.3
OG0014125	XP_056841367.1	XP_045143783.1
OG0014126	NP_001014068.1	XP_004712767.1
OG0014127	NP_001388908.1, XP_063140347.1	XP_004712781.1
OG0014128	NP_647540.1	XP_004709424.1
OG0014129	XP_038962447.1, NP_001406800.1	XP_045142431.1
OG0014130	XP_038962744.1	XP_045142391.1
OG0014131	NP_001102060.1	XP_004709533.1
OG0014132	XP_006234900.1, NP_001074252.1	XP_045142359.1
OG0014133	XP_006234893.1, NP_001011957.1	XP_030740368.1
OG0014134	XP_063139804.1, NP_001402855.1	XP_004709542.1
OG0014135	NP_001071138.1	XP_004709458.2
OG0014136	NP_001103122.1	XP_004709459.1
OG0014137	NP_001178894.1	XP_004709550.1
OG0014138	XP_038961818.1, NP_001103117.1	XP_030741636.1
OG0014139	NP_058712.2	XP_012861826.3
OG0014140	XP_003749615.1	XP_004709564.1
OG0014141	NP_852047.2	XP_004709486.1
OG0014142	NP_446308.1	XP_004709487.1
OG0014143	XP_038937069.1, NP_001100308.1	XP_045142351.1
OG0014144	NP_073162.2, XP_006243466.1	XP_004709492.2
OG0014145	NP_001178046.1	XP_030740372.2
OG0014146	XP_017450968.1, NP_037118.1	XP_004709499.1
OG0014147	XP_017451153.1, NP_001101635.2	XP_045142426.1
OG0014148	NP_001100306.1, XP_038937059.1	XP_004709513.2
OG0014149	XP_008764463.1	XP_030742787.1
OG0014150	XP_236354.1	XP_012862552.2
OG0014151	XP_006243325.1, NP_001008381.2	XP_004711991.1
OG0014152	XP_008764459.1, NP_001100300.1	XP_045141729.1
OG0014153	NP_001029159.1, NP_058942.1, XP_038936881.1	XP_004711995.1
OG0014154	NP_001102236.1, XP_063121831.1	XP_004711994.4
OG0014155	NP_001101627.1	XP_004711999.1
OG0014156	NP_001413961.1	XP_004712001.1
OG0014157	NP_001071150.1, XP_006243272.1	XP_045141753.1
OG0014158	XP_063121213.1, NP_001127941.1	XP_004712070.1
OG0014159	XP_006243253.2, NP_001100298.1	XP_030740179.1
OG0014160	NP_001107263.1	XP_004712084.1
OG0014161	XP_063121191.1, NP_001012483.2	XP_004712094.2
OG0014162	XP_063121825.1	XP_045141738.1
OG0014163	XP_063121057.1, NP_001013058.1	XP_045141605.1
OG0014164	NP_112284.2	XP_045141606.1
OG0014165	NP_001102427.1	XP_004712795.1
OG0014166	XP_001080205.2	XP_004709539.1
OG0014167	NP_001402849.1	XP_004709552.1
OG0014168	NP_001185725.1	XP_045142458.1
OG0014169	NP_001102239.1	XP_004716357.1
OG0014170	NP_001094027.1	XP_012862354.1
OG0014171	XP_063126920.1	XP_045140791.1
OG0014172	XP_006256309.1, NP_001099849.1	XP_004697358.1
OG0014173	NP_446019.1	XP_004696943.1
OG0014174	NP_001073176.1, XP_038954933.1	XP_004697333.2
OG0014175	XP_237855.6	XP_045142179.1
OG0014176	NP_001093972.1, XP_038944156.1	XP_004706482.1
OG0014177	NP_001388776.1, XP_006248057.1	XP_004711373.1
OG0014178	NP_981954.2, XP_038944145.1	XP_004711361.1
OG0014179	XP_038944153.1, NP_001178521.1	XP_004713165.1
OG0014180	NP_001099367.2	XP_004718041.1
OG0014181	XP_063126685.1, NP_001101785.1	XP_045140396.1
OG0014182	NP_001101786.2, XP_008766805.1	XP_012861375.1
OG0014183	NP_036923.1, XP_038943954.1	XP_004696992.1
OG0014184	XP_006248248.1, NP_001358851.1	XP_030744543.2
OG0014185	NP_001257467.1	XP_045140820.1
OG0014186	NP_001100572.2	XP_045140695.1
OG0014187	NP_001012176.1, XP_063135301.1	XP_030744694.1
OG0014188	NP_001013092.1, XP_008771030.1	XP_004696964.1
OG0014189	XP_017457363.1, NP_001414211.1	XP_045140553.1
OG0014190	NP_001166999.1	XP_004696956.1
OG0014191	NP_001162124.1	XP_004696955.1
OG0014192	NP_001099850.1	XP_004696949.2
OG0014193	NP_445941.2	XP_045140529.1
OG0014194	XP_063135529.1, NP_001019467.1	XP_004696941.1
OG0014195	NP_001101999.1, XP_006256363.1	XP_045140351.1
OG0014196	NP_001386178.1	XP_004716002.1
OG0014197	NP_445956.1	XP_045151777.1
OG0014198	XP_063138253.1, NP_001414088.1	XP_045140160.1
OG0014199	XP_017446831.1	XP_012860320.1
OG0014200	NP_001178779.1, XP_063138288.1	XP_004703370.1
OG0014201	NP_001401989.1	XP_004703517.1
OG0014202	NP_476534.1	XP_004703512.1
OG0014203	NP_001099942.1	XP_004703355.1
OG0014204	XP_063138367.1, NP_001167444.1	XP_004703503.2
OG0014205	XP_038958732.1, NP_001041383.2	XP_045140262.1
OG0014206	NP_001102663.2	XP_004703340.1
OG0014207	NP_001102038.1	XP_004703498.1
OG0014208	NP_036922.3	XP_004703478.1
OG0014209	NP_001094259.1, XP_038948202.1	XP_045140274.1
OG0014210	NP_001014156.2, XP_063129394.1	XP_012860308.1
OG0014211	NP_072127.1	XP_012860282.1
OG0014212	XP_017454916.1	XP_045140071.1
OG0014213	NP_001100678.1, XP_038947770.1	XP_045140283.1
OG0014214	XP_017454830.1, NP_059057.1	XP_045139952.1
OG0014215	NP_001007619.1	XP_004703259.1
OG0014216	NP_742044.1	XP_004712355.1
OG0014217	XP_063126285.1, NP_001414243.1	XP_045142196.1
OG0014218	NP_001102312.1, XP_006248255.1	XP_004706500.1
OG0014219	NP_001032172.1	XP_004706574.1
OG0014220	XP_038944406.1, NP_001012144.1	XP_045142066.1
OG0014221	NP_001100566.1, XP_063126631.1	XP_004706518.1
OG0014222	NP_001073407.1, XP_008766856.1	XP_004706443.1
OG0014223	NP_001414616.1	XP_004706446.1
OG0014224	NP_001033070.1	XP_004706522.1
OG0014225	NP_001165561.1	XP_045142084.1
OG0014226	NP_001116824.1	XP_045142136.1
OG0014228	XP_006248404.1, NP_001178856.1	XP_030740300.1
OG0014229	NP_001020186.1, XP_038944409.1	XP_045142096.1
OG0014230	NP_001296733.1	XP_045142122.1
OG0014231	XP_008766987.1	XP_045142088.1
OG0014232	NP_001099349.1	XP_045142094.1
OG0014233	NP_001182487.1	XP_004709854.1
OG0014234	XP_038944051.1, NP_001011898.1	XP_045150201.1
OG0014235	NP_001099344.2, XP_038944047.1	XP_045143442.1
OG0014236	XP_008766993.1, NP_001414173.1	XP_045143514.1
OG0014237	XP_017453658.1, NP_001414783.1	XP_045143455.1
OG0014238	XP_038944252.1, NP_001358767.2, NP_001358766.2	XP_045143458.1
OG0014239	NP_001100557.1	XP_012862602.1
OG0014240	XP_344028.5	XP_045143464.1
OG0014241	XP_038944038.1, NP_001013439.1	XP_012862606.1
OG0014242	XP_038944543.1, NP_001102839.2	XP_045143438.1
OG0014243	NP_001376155.1	XP_004704162.1
OG0014244	NP_001100553.1, XP_038944224.1	XP_004713520.1
OG0014245	NP_001101873.1, XP_063122019.1	XP_045141222.1
OG0014246	NP_058859.2, XP_063141398.1	XP_045141082.1
OG0014247	NP_001019456.1	XP_012864043.1
OG0014248	NP_569112.1	XP_012864042.2
OG0014249	NP_001034122.1, XP_006232315.1	XP_004708658.1
OG0014250	NP_001401969.1	XP_004708671.1
OG0014251	NP_001099337.1, XP_063126397.1	XP_004713512.1
OG0014252	NP_001100551.2, XP_063126544.1	XP_045152352.1
OG0014253	XP_063126399.1, NP_001011896.1	XP_004713501.1
OG0014254	NP_001026809.1	XP_004713494.1
OG0014255	NP_058833.1, XP_006248625.1	XP_045152392.1
OG0014256	XP_221310.4	XP_004713530.1
OG0014257	NP_001094275.1	XP_004713481.2
OG0014258	NP_001020798.1	XP_004713517.1
OG0014259	NP_001102526.2, XP_006248585.3	XP_004712350.1
OG0014260	XP_038944033.1, NP_001178587.2	XP_045143467.1
OG0014262	NP_001025093.2, XP_008759325.1	XP_045153603.1
OG0014263	XP_006232300.3	XP_004704294.2
OG0014264	NP_001380705.1	XP_045153604.1
OG0014265	NP_114448.1	XP_030743513.1
OG0014266	NP_445909.2	XP_004704142.1
OG0014267	NP_001099892.1, XP_063137616.1	XP_045153606.1
OG0014268	XP_038957711.1, NP_037011.2	XP_045153516.1
OG0014269	NP_001120996.1	XP_004704135.1
OG0014270	XP_038959529.1	XP_004708640.1
OG0014271	XP_038947960.1, NP_112269.2	XP_004698478.2
OG0014272	NP_963855.2	XP_004712575.1
OG0014273	XP_006253862.1, NP_001099598.1	XP_030740645.2
OG0014274	NP_001100818.1, XP_006253876.1	XP_045143307.1
OG0014275	NP_001099577.1, XP_006253849.1	XP_012862462.1
OG0014276	NP_001100816.1, XP_225253.5	XP_004711713.1
OG0014277	NP_001099575.1	XP_004712248.1
OG0014278	XP_063132899.1, NP_001129048.1	XP_004712277.1
OG0014279	XP_006253848.1, NP_001011922.1	XP_004712249.2
OG0014280	XP_017456196.1, NP_001414176.1	XP_004718136.2
OG0014281	NP_001030119.1, XP_063132761.1	XP_030743030.2
OG0014282	NP_001099581.1	XP_004712533.1
OG0014283	NP_001387778.1	XP_012862659.1
OG0014284	NP_001292206.1	XP_004712534.1
OG0014285	XP_008769864.2, NP_001178621.1	XP_030743038.2
OG0014286	NP_001094044.1	XP_045154634.1
OG0014287	XP_038951445.1	XP_004717458.2
OG0014288	XP_221512.6	XP_030743214.1
OG0014290	NP_001099354.1	XP_045152387.1
OG0014291	XP_063140953.1, XP_038962363.1	XP_004701516.1
OG0014292	XP_008760218.2	XP_004701533.1
OG0014293	NP_001101202.1, XP_038960749.1	XP_045154496.1
OG0014294	NP_835193.1, XP_006234337.1	XP_045154757.1
OG0014295	NP_036921.2	XP_045155390.1
OG0014296	NP_620205.1, XP_038960153.1	XP_045154009.1
OG0014297	XP_008760110.1, NP_001099954.1	XP_004703842.1
OG0014298	NP_001414152.1, XP_063139687.1	XP_045153973.1
OG0014299	XP_038961676.1, NP_113811.2	XP_045154579.1
OG0014300	NP_001375437.1, XP_038961706.1	XP_004703967.2
OG0014301	NP_973718.2, XP_017447177.1	XP_045153928.1
OG0014302	XP_008760144.1, NP_062235.1	XP_045155497.1
OG0014303	NP_110454.2	XP_012860404.1
OG0014304	XP_038961328.2, NP_001102053.1	XP_004703817.1
OG0014305	NP_476539.1	XP_004703818.1, XP_045155077.1
OG0014306	XP_038960775.1, NP_001128022.2	XP_045153892.1
OG0014307	NP_001380706.1	XP_045154975.1
OG0014308	NP_001007721.1	XP_004703807.1
OG0014309	NP_001381947.1	XP_004703806.1
OG0014310	NP_001011954.1	XP_004703951.1
OG0014311	NP_001414334.1, XP_063140365.1	XP_045153835.1
OG0014312	XP_063139981.1, NP_001386495.1	XP_004703944.1
OG0014313	NP_112280.1, XP_063140694.1	XP_004701494.1
OG0014314	NP_445802.2	XP_004701508.1
OG0014315	XP_038960787.1, NP_001019951.1	XP_004701515.1
