Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0015981	XP_038427190.1	XP_026248682.1
OG0015982	XP_038427229.1	XP_026248713.1
OG0015983	XP_038427245.1	XP_026248698.1
OG0015984	XP_038427303.1	XP_026239080.1
OG0015985	XP_038427304.1	XP_026264142.1
OG0015986	XP_038427311.1	XP_026246738.1
OG0015987	XP_038427323.1	XP_026267406.1
OG0015988	XP_038427392.1	XP_026256514.1
OG0015989	XP_038427404.1	XP_026256491.1
OG0015990	XP_038427445.1	XP_026256488.1
OG0015991	XP_038427448.1	XP_026256480.1
OG0015992	XP_038427504.1	XP_026253426.1
OG0015993	XP_038427518.1	XP_026253437.1
OG0015994	XP_038427533.1	XP_026241590.1
OG0015995	XP_038427543.1	XP_026241618.1
OG0015996	XP_038427574.1	XP_026241579.1
OG0015997	XP_038427702.1	XP_026265489.1
OG0015998	XP_038427706.1	XP_026265513.1
OG0015999	XP_038427819.1	XP_026257887.1
OG0016000	XP_038427831.1	XP_026257922.1
OG0016001	XP_038427840.1	XP_026257957.1
OG0016002	XP_038427872.1	XP_026257925.1
OG0016003	XP_038428027.1	XP_026238961.1
OG0016004	XP_038428308.1	XP_026239066.1
OG0016005	XP_038428328.1	XP_026239115.1
OG0016006	XP_038428400.1	XP_026264115.1
OG0016007	XP_038428419.1	XP_026264169.1
OG0016008	XP_038428495.1	XP_026246801.1
OG0016009	XP_038428503.1	XP_026246767.1
OG0016010	XP_038428523.1	XP_026246793.1
OG0016011	XP_038428530.1	XP_026246770.1
OG0016012	XP_038428641.1	XP_026268030.1
OG0016013	XP_038428665.1	XP_026268035.1
OG0016014	XP_038428701.1	XP_026264129.1
OG0016015	XP_038428798.1	XP_026269260.1
OG0016016	XP_038428912.1	XP_026265534.1
OG0016017	XP_038428980.1	XP_026244170.1
OG0016018	XP_038428992.1	XP_026237551.1
OG0016019	XP_038429002.1	XP_026253337.1
OG0016020	XP_038429010.1	XP_026252068.1
OG0016021	XP_038429021.1	XP_026251829.1
OG0016022	XP_038429023.1	XP_026251830.1
OG0016023	XP_038429032.1	XP_026237746.1
OG0016024	XP_038429081.1	XP_026264535.1
OG0016025	XP_038429089.1	XP_026264534.1
OG0016026	XP_038429093.1	XP_026264539.1
OG0016027	XP_038429152.1	XP_026250873.1
OG0016028	XP_038429257.1	XP_026270319.1
OG0016029	XP_038429309.1	XP_026244192.1
OG0016030	XP_038429327.1	XP_026244182.1
OG0016031	XP_038429331.1	XP_026244198.1
OG0016032	XP_038429394.1	XP_026236888.1
OG0016033	XP_038429533.1	XP_026245542.1
OG0016034	XP_038429590.1	XP_026254660.1
OG0016035	XP_038429683.1	XP_026254665.1
OG0016037	XP_038429698.1	XP_026267385.1
OG0016038	XP_038429710.1	XP_026253166.1
OG0016039	XP_038429712.1	XP_026253281.1
OG0016040	XP_038429715.1	XP_026253317.1
OG0016041	XP_038429797.1	XP_026253322.1
OG0016042	XP_038429804.1	XP_026253282.1
OG0016043	XP_038429872.1	XP_026237927.1
OG0016044	XP_038429948.1	XP_026252024.1
OG0016045	XP_038429986.1	XP_026252074.1
OG0016046	XP_038429992.1	XP_026252036.1
OG0016047	XP_038430076.1	XP_026252033.1
OG0016048	XP_038445539.1, XP_038430089.1	XP_026252042.1
OG0016049	XP_038430090.1	XP_026252021.1
OG0016050	XP_038430091.1	XP_026252066.1
OG0016051	XP_038430100.1	XP_026252076.1
OG0016052	XP_038430195.1	XP_026251848.1
OG0016053	XP_038430214.1	XP_026251818.1
OG0016054	XP_038430336.1	XP_026270554.1
OG0016055	XP_038430354.1	XP_026270552.1
OG0016056	XP_038430441.1	XP_026257536.1
OG0016057	XP_038430461.1	XP_026257491.1
OG0016058	XP_038430465.1	XP_026266335.1
OG0016059	XP_038430539.1	XP_026265468.1
OG0016060	XP_038430565.1	XP_026265421.1
OG0016061	XP_038430636.1	XP_026265445.1
OG0016062	XP_038430674.1	XP_026258723.1
OG0016063	XP_038430690.1	XP_026258770.1
OG0016064	XP_038430870.1	XP_026258744.1
OG0016065	XP_038430946.1	XP_026241851.1
OG0016066	XP_038430976.1	XP_026241902.1
OG0016067	XP_038430982.1	XP_026241887.1
OG0016068	XP_038431002.1	XP_026241822.1
OG0016069	XP_038431040.1	XP_026241820.1
OG0016070	XP_038431041.1	XP_026241798.1
OG0016071	XP_038431059.1	XP_026241801.1
OG0016072	XP_038431060.1	XP_026241899.1
OG0016073	XP_038431220.1	XP_026259214.1
OG0016074	XP_038431223.1	XP_026259166.1
OG0016075	XP_038431233.1	XP_026259170.1
OG0016076	XP_038431258.1	XP_026259167.1
OG0016077	XP_038431268.1	XP_026259189.1
OG0016078	XP_038431322.1	XP_026265008.1
OG0016079	XP_038431329.1	XP_026264987.1
OG0016080	XP_038431446.1	XP_026267986.1
OG0016081	XP_038431449.1	XP_026267981.1
OG0016082	XP_038431501.1	XP_026269131.1
OG0016083	XP_038431521.1	XP_026269153.1
OG0016084	XP_038431561.1	XP_026264720.1
OG0016085	XP_038431576.1	XP_026264697.1
OG0016086	XP_038431756.1	XP_026237032.1
OG0016087	XP_038431784.1	XP_026257524.1
OG0016088	XP_038431809.1	XP_026257437.1
OG0016089	XP_038431822.1	XP_026257535.1
OG0016090	XP_038431856.1	XP_026257545.1
OG0016091	XP_038431870.1	XP_026257487.1
OG0016092	XP_038431872.1	XP_026257465.1
OG0016093	XP_038431899.1	XP_026257450.1
OG0016096	XP_038432095.1	XP_026254618.1
OG0016097	XP_038432117.1	XP_026254594.1
OG0016098	XP_038432258.1	XP_026266855.1
OG0016099	XP_038432279.1	XP_026266740.1
OG0016100	XP_038432323.1	XP_026266738.1
OG0016101	XP_038432360.1	XP_026263049.1
OG0016102	XP_038432391.1	XP_026263031.1
OG0016103	XP_038432423.1	XP_026263046.1
OG0016104	XP_038432441.1	XP_026263026.1
OG0016105	XP_038432483.1	XP_026259047.1
OG0016106	XP_038432530.1	XP_026259088.1
OG0016107	XP_038432559.1	XP_026259040.1
OG0016108	XP_038432683.1	XP_026266686.1
OG0016110	XP_038432703.1	XP_026266657.1
OG0016111	XP_038432745.1	XP_026265070.1
OG0016112	XP_038432778.1	XP_026265071.1
OG0016113	XP_038432780.1	XP_026265078.1
OG0016114	XP_038432802.1	XP_026269942.1
OG0016115	XP_038432841.1	XP_026247704.1
OG0016116	XP_038432843.1	XP_026247709.1
OG0016117	XP_038432873.1	XP_026247745.1
OG0016118	XP_038432874.1	XP_026247742.1
OG0016119	XP_038432942.1	XP_026247741.1
OG0016120	XP_038432954.1	XP_026248117.1
OG0016121	XP_038432955.1	XP_026248147.1
OG0016122	XP_038433068.1	XP_026266489.1
OG0016123	XP_038433073.1	XP_026266490.1
OG0016124	XP_038433176.1	XP_026249720.1
OG0016125	XP_038433204.1	XP_026249740.1
OG0016126	XP_038433382.1	XP_026256457.1
OG0016127	XP_038433414.1	XP_026256461.1
OG0016128	XP_038433443.1	XP_026262867.1
OG0016129	XP_038433455.1	XP_026262766.1
OG0016130	XP_038433462.1	XP_026262783.1
OG0016131	XP_038433472.1	XP_026262878.1
OG0016132	XP_038433484.1	XP_026262887.1
OG0016133	XP_038433536.1	XP_026262821.1
OG0016134	XP_038433580.1	XP_026262810.1
OG0016135	XP_038433655.1	XP_026254582.1
OG0016136	XP_038433657.1	XP_026254550.1
OG0016138	XP_038433667.1	XP_026254543.1
OG0016139	XP_038433701.1	XP_026254484.1
OG0016140	XP_038433710.1	XP_026254517.1
OG0016141	XP_038433761.1	XP_026254413.1
OG0016142	XP_038433763.1	XP_026254493.1
OG0016143	XP_038433767.1	XP_026254500.1
OG0016144	XP_038433850.1	XP_026256468.1
OG0016145	XP_038433872.1	XP_026253105.1
OG0016146	XP_038433884.1	XP_026263719.1
OG0016147	XP_038433887.1	XP_026244979.1
OG0016148	XP_038433888.1	XP_026244993.1
OG0016149	XP_038433896.1	XP_026240108.1
OG0016150	XP_038433901.1	XP_026239977.1
OG0016151	XP_038434111.1	XP_026253122.1
OG0016152	XP_038434156.1	XP_026253178.1
OG0016153	XP_038434169.1	XP_026250569.1
OG0016154	XP_038434263.1	XP_026250592.1
OG0016155	XP_038434309.1	XP_026250580.1
OG0016156	XP_038434335.1	XP_026250533.1
OG0016157	XP_038434342.1	XP_026250570.1
OG0016158	XP_038434353.1	XP_026250680.1
OG0016159	XP_038434358.1	XP_026250616.1
OG0016160	XP_038434364.1	XP_026250640.1
OG0016161	XP_038434388.1	XP_026250579.1
OG0016162	XP_038434416.1	XP_026250559.1
OG0016163	XP_038434420.1	XP_026250637.1
OG0016164	XP_038434426.1	XP_026250544.1
OG0016165	XP_038434445.1	XP_026250575.1
OG0016166	XP_038434457.1	XP_026263686.1
OG0016167	XP_038434458.1	XP_026263717.1
OG0016168	XP_038434577.1	XP_026256918.1
OG0016169	XP_038434616.1	XP_026256895.1
OG0016170	XP_038434619.1	XP_026256897.1
OG0016171	XP_038434623.1	XP_026256964.1
OG0016172	XP_038434642.1	XP_026256903.1
OG0016173	XP_038434667.1	XP_026256951.1
OG0016174	XP_038434668.1	XP_026256929.1
OG0016175	XP_038434697.1	XP_026244981.1
OG0016176	XP_038434852.1	XP_026240087.1
OG0016177	XP_038434860.1	XP_026240033.1
OG0016178	XP_038434923.1	XP_026240039.1
OG0016179	XP_038434930.1	XP_026240089.1
OG0016180	XP_038435019.1	XP_026240092.1
OG0016181	XP_038435032.1	XP_026239990.1
OG0016182	XP_038435098.1	XP_026266074.1
OG0016183	XP_038435133.1	XP_026237194.1
OG0016184	XP_038435134.1	XP_026237196.1
OG0016185	XP_038435149.1	XP_026266629.1
OG0016186	XP_038435150.1	XP_026266650.1
OG0016187	XP_038435167.1	XP_026250208.1
OG0016188	XP_038435188.1	XP_026236957.1
OG0016189	XP_038435265.1	XP_026250184.1
OG0016190	XP_038435278.1	XP_026264270.1
OG0016191	XP_038435358.1	XP_026265800.1
OG0016192	XP_038435449.1	XP_026253102.1
OG0016193	XP_038435458.1	XP_026253093.1
OG0016194	XP_038435486.1	XP_026235830.1
OG0016195	XP_038435496.1	XP_026235968.1
OG0016196	XP_038435594.1	XP_026240558.1
OG0016197	XP_038435684.1	XP_026238784.1
OG0016198	XP_038435707.1	XP_026240717.1
OG0016199	XP_038435801.1	XP_026246936.1
OG0016200	XP_038435812.1	XP_026264617.1
OG0016201	XP_038435825.1	XP_026256341.1
OG0016202	XP_038435837.1	XP_026247524.1
OG0016203	XP_038435890.1	XP_026248484.1
OG0016204	XP_038435907.1	XP_026248658.1
OG0016205	XP_038435942.1	XP_026247547.1
OG0016206	XP_038435945.1	XP_026246751.1
OG0016207	XP_038435996.1	XP_026247411.1
OG0016208	XP_038436012.1	XP_026247258.1
OG0016209	XP_038436049.1	XP_026248472.1
OG0016210	XP_038436055.1	XP_026246410.1
OG0016211	XP_038436072.1	XP_026245961.1
OG0016212	XP_038436074.1	XP_026247711.1
OG0016213	XP_038436080.1	XP_026248874.1
OG0016214	XP_038436135.1	XP_026248077.1
OG0016215	XP_038436183.1	XP_026247486.1
OG0016216	XP_038436190.1	XP_026246398.1
OG0016217	XP_038436202.1	XP_026246083.1
OG0016218	XP_038436243.1	XP_026246228.1
OG0016219	XP_038436283.1	XP_026246965.1
OG0016220	XP_038436303.1	XP_026246437.1
OG0016221	XP_038436321.1	XP_026249213.1
OG0016222	XP_038436421.1	XP_026240555.1
OG0016223	XP_038436581.1	XP_026240594.1
OG0016224	XP_038436655.1	XP_026240695.1
OG0016225	XP_038436676.1	XP_026240676.1
OG0016226	XP_038436684.1	XP_026240589.1
OG0016227	XP_038436781.1	XP_026243587.1
OG0016228	XP_038436822.1	XP_026243440.1
OG0016229	XP_038436858.1	XP_026243621.1
OG0016230	XP_038436930.1	XP_026243515.1
OG0016231	XP_038437040.1	XP_026240680.1
OG0016232	XP_038437049.1	XP_026251963.1
OG0016233	XP_038437073.1	XP_026249294.1
OG0016234	XP_038437158.1	XP_026267679.1
OG0016235	XP_038437166.1	XP_026267767.1
OG0016236	XP_038437216.1	XP_026251937.1
OG0016237	XP_038437249.1, XP_038437244.1	XP_026251962.1
OG0016238	XP_038437261.1	XP_026249331.1
OG0016239	XP_038437296.1	XP_026249308.1
OG0016240	XP_038437307.1	XP_026249326.1
OG0016241	XP_038437312.1	XP_026249310.1
OG0016242	XP_038437480.1	XP_026235213.1
OG0016243	XP_038437553.1	XP_026265864.1
OG0016244	XP_038437599.1	XP_026237067.1
OG0016245	XP_038437655.1	XP_026251960.1
OG0016246	XP_038437796.1	XP_026245501.1
OG0016247	XP_038437824.1	XP_026266412.1
OG0016248	XP_038437827.1	XP_026266410.1
OG0016250	XP_038437908.1	XP_026260443.1
OG0016251	XP_038437927.1	XP_026253920.1
OG0016252	XP_038438139.1	XP_026269553.1
OG0016253	XP_038438279.1	XP_026258920.1
OG0016254	XP_038438377.1	XP_026239735.1
OG0016255	XP_038438406.1	XP_026249541.1
OG0016256	XP_038438659.1	XP_026250755.1
OG0016257	XP_038438660.1	XP_026251983.1
OG0016258	XP_038438709.1	XP_026252251.1
OG0016259	XP_038438887.1	XP_026250391.1
OG0016260	XP_038438966.1	XP_026249759.1
OG0016261	XP_038438990.1	XP_026251790.1
OG0016262	XP_038439042.1	XP_026249605.1
OG0016263	XP_038439073.1	XP_026251704.1
OG0016264	XP_038439074.1	XP_026251642.1
OG0016265	XP_038439117.1	XP_026234982.1
OG0016266	XP_038439195.1	XP_026245200.1
OG0016267	XP_038439203.1	XP_026236157.1
OG0016269	XP_038439233.1	XP_026248173.1
OG0016270	XP_038439265.1	XP_026252848.1
OG0016271	XP_038439267.1	XP_026252869.1
OG0016272	XP_038439288.1	XP_026235820.1
OG0016273	XP_038439294.1	XP_026237301.1
OG0016274	XP_038439365.1	XP_026238673.1
OG0016275	XP_038439445.1	XP_026245167.1
OG0016276	XP_038439454.1	XP_026245094.1
OG0016277	XP_038439472.1	XP_026245109.1
OG0016278	XP_038439536.1	XP_026245182.1
OG0016279	XP_038439562.1	XP_026245132.1
OG0016280	XP_038439569.1	XP_026245145.1
OG0016281	XP_038439584.1	XP_026245175.1
OG0016282	XP_038439621.1	XP_026245144.1
OG0016283	XP_038439632.1	XP_026256071.1
OG0016284	XP_038439695.1	XP_026267866.1
OG0016285	XP_038439744.1	XP_026259439.1
OG0016286	XP_038439762.1	XP_026250766.1
OG0016287	XP_038439786.1	XP_026250786.1
OG0016288	XP_038439937.1	XP_026254716.1
OG0016289	XP_038439942.1	XP_026254717.1
OG0016290	XP_038439946.1	XP_026254702.1
OG0016291	XP_038440052.1	XP_026240410.1
OG0016292	XP_038440055.1	XP_026240427.1
OG0016293	XP_038440092.1	XP_026240398.1
OG0016294	XP_038440102.1	XP_026240381.1
OG0016295	XP_038440126.1	XP_026240415.1
OG0016296	XP_038440156.1	XP_026240406.1
OG0016297	XP_038440160.1	XP_026257991.1
OG0016298	XP_038440162.1	XP_026257965.1
OG0016299	XP_038440359.1	XP_026270373.1
OG0016300	XP_038440420.1	XP_026262903.1
OG0016301	XP_038440425.1	XP_026258914.1
OG0016302	XP_038440428.1	XP_026248906.1
OG0016303	XP_038440433.1	XP_026245372.1
OG0016304	XP_038440438.1	XP_026245374.1
OG0016305	XP_038440457.1	XP_026258912.1
OG0016306	XP_038440518.1	XP_026257266.1
OG0016307	XP_038440666.1	XP_026245338.1
OG0016308	XP_038440759.1	XP_026245299.1
OG0016309	XP_038440794.1	XP_026245317.1
OG0016310	XP_038440856.1	XP_026261442.1
OG0016311	XP_038440857.1	XP_026261441.1
OG0016312	XP_038440956.1	XP_026247827.1
OG0016313	XP_038441003.1	XP_026244820.1
OG0016314	XP_038441018.1	XP_026247800.1
OG0016315	XP_038441031.1	XP_026250388.1
OG0016316	XP_038441042.1	XP_026246237.1
OG0016317	XP_038441048.1	XP_026244857.1
OG0016318	XP_038441208.1	XP_026255115.1
OG0016319	XP_038441235.1	XP_026261110.1
OG0016320	XP_038441306.1	XP_026261134.1
OG0016321	XP_038441309.1	XP_026261142.1
OG0016322	XP_038441318.1	XP_026261120.1
OG0016323	XP_038441540.1	XP_026259134.1
OG0016324	XP_038441555.1	XP_026259139.1
OG0016325	XP_038441598.1	XP_026258138.1
OG0016326	XP_038441612.1	XP_026258149.1
OG0016327	XP_038441622.1	XP_026235784.1
OG0016328	XP_038441693.1	XP_026246221.1
OG0016329	XP_038441695.1	XP_026246231.1
OG0016330	XP_038441825.1	XP_026244842.1
OG0016331	XP_038441856.1	XP_026263800.1
OG0016332	XP_038441870.1	XP_026252937.1
OG0016333	XP_038442037.1	XP_026246484.1
OG0016334	XP_038442049.1	XP_026243768.1
OG0016335	XP_038442082.1	XP_026243791.1
OG0016336	XP_038442118.1	XP_026243786.1
OG0016337	XP_038442142.1	XP_026265304.1
OG0016338	XP_038442145.1	XP_026265293.1
OG0016339	XP_038442146.1	XP_026265297.1
OG0016340	XP_038442167.1	XP_026236783.1
OG0016341	XP_038442247.1	XP_026236374.1
OG0016342	XP_038442305.1	XP_026263744.1
OG0016343	XP_038442370.1	XP_026238246.1
OG0016344	XP_038442437.1	XP_026263179.1
OG0016345	XP_038442452.1	XP_026255779.1
OG0016346	XP_038442464.1	XP_026261366.1
OG0016347	XP_038442481.1	XP_026266328.1
OG0016348	XP_038442486.1	XP_026266295.1
OG0016349	XP_038442525.1	XP_026264867.1
OG0016350	XP_038442533.1	XP_026269598.1
OG0016351	XP_038442534.1	XP_026269680.1
OG0016352	XP_038442537.1	XP_026261387.1
OG0016353	XP_038442546.1	XP_026248028.1
OG0016355	XP_038442726.1	XP_026250954.1
OG0016356	XP_038442821.1	XP_026252544.1
OG0016357	XP_038442848.1	XP_026252519.1
OG0016358	XP_038442974.1	XP_026257166.1
OG0016359	XP_038443055.1	XP_026258418.1
OG0016360	XP_038443092.1	XP_026243365.1
OG0016361	XP_038443118.1	XP_026243369.1
OG0016362	XP_038443157.1	XP_026235488.1
OG0016364	XP_038443303.1	XP_026262532.1
OG0016365	XP_038443363.1	XP_026262484.1
OG0016366	XP_038443416.1	XP_026263212.1
OG0016367	XP_038443454.1	XP_026263181.1
OG0016368	XP_038443512.1	XP_026267710.1
OG0016369	XP_038443543.1	XP_026255774.1
OG0016370	XP_038443582.1	XP_026268378.1
OG0016371	XP_038443591.1	XP_026268380.1
OG0016372	XP_038443601.1	XP_026268402.1
OG0016373	XP_038443626.1	XP_026269805.1
OG0016374	XP_038443670.1	XP_026261361.1
OG0016375	XP_038443758.1	XP_026268137.1
OG0016376	XP_038443785.1	XP_026266315.1
OG0016377	XP_038443822.1	XP_026235762.1
OG0016378	XP_038443900.1	XP_026258670.1
OG0016379	XP_038443917.1	XP_026258448.1
OG0016380	XP_038443926.1	XP_026258441.1
OG0016381	XP_038443939.1	XP_026258424.1
OG0016382	XP_038443972.1	XP_026258439.1
OG0016383	XP_038444100.1	XP_026264842.1
OG0016384	XP_038444221.1	XP_026235979.1
OG0016385	XP_038444379.1	XP_026247981.1
OG0016386	XP_038444395.1	XP_026248005.1
OG0016387	XP_038444468.1	XP_026259308.1
OG0016388	XP_038444473.1	XP_026259303.1
OG0016389	XP_038444598.1	XP_026268587.1
OG0016390	XP_038444627.1	XP_026268591.1
OG0016391	XP_038444629.1	XP_026268610.1
OG0016392	XP_038444647.1	XP_026236837.1
OG0016393	XP_038444667.1, XP_038444666.1	XP_026237743.1
OG0016394	XP_038444728.1	XP_026255782.1
OG0016395	XP_038445338.1, XP_038444734.1, XP_038444733.1	XP_026235464.1
OG0016396	XP_038444933.1	XP_026237262.1
OG0016453	NP_001002962.1	XP_026245898.1
OG0016454	NP_001003010.1	XP_026236051.1
OG0016455	NP_001003037.1	XP_026258322.1
OG0016456	NP_001003040.2	XP_026250174.1
OG0016457	NP_001003041.1	XP_026237164.1
OG0016458	NP_001003056.1	XP_026252994.1
OG0016459	NP_001003159.1	XP_026255965.1
OG0016460	NP_001003184.1	XP_026247584.1
OG0016461	NP_001003194.1	XP_026253023.1
OG0016462	NP_001003339.1	XP_026237974.1
OG0016463	NP_001003386.2	XP_026254537.1
OG0016464	NP_001003392.1	XP_026254554.1
OG0016465	NP_001012635.1	XP_026250447.1
OG0016466	NP_001013013.1	XP_026266084.1
OG0016467	NP_001029166.1	XP_026242479.1
OG0016468	NP_001041601.1	XP_026260152.1
OG0016469	NP_001091010.1	XP_026260442.1
OG0016470	NP_001108232.1	XP_026259118.1
OG0016471	NP_001124533.1	XP_026261191.1
OG0016472	NP_001128596.1	XP_026262574.1
OG0016473	NP_001138975.1	XP_026267889.1
OG0016474	NP_001157959.1	XP_026263933.1
OG0016475	NP_001182700.1	XP_026248954.1
OG0016476	NP_001184098.1	XP_026262004.1
OG0016477	NP_001258711.1	XP_026237740.1
OG0016478	NP_001271393.1	XP_026243703.1
OG0016479	NP_001271411.1	XP_026257668.1
OG0016480	NP_001273995.1	XP_026259540.1
OG0016481	NP_001274061.1	XP_026266799.1
OG0016482	NP_001274070.1	XP_026256231.1
OG0016483	NP_001279989.1	XP_026256015.1
OG0016484	NP_001300704.1	XP_026236976.1
OG0016485	NP_001300732.1	XP_026236469.1
OG0016486	NP_001300783.1	XP_026256724.1
OG0016487	NP_001300785.1	XP_026263784.1
OG0016488	NP_001300797.1	XP_026263792.1
OG0016490	NP_001375478.1	XP_026253519.1
OG0016491	NP_001375493.1	XP_026265187.1
OG0016492	NP_001375511.1	XP_026262302.1
OG0016493	NP_001375513.1	XP_026262363.1
OG0016494	NP_001375719.1	XP_026236669.1
OG0016495	NP_001375763.1	XP_026256710.1
OG0016496	NP_001375764.1	XP_026256698.1
OG0016498	NP_001375900.1	XP_026262259.1
OG0016499	NP_001375961.1	XP_026248235.1
OG0016500	NP_001376133.1	XP_026235011.1
OG0016502	XP_038381528.1	XP_026235330.1
OG0016503	XP_038381564.1	XP_026238027.1
OG0016504	XP_038381570.1	XP_026262215.1
OG0016505	XP_038381571.1	XP_026262143.1
OG0016506	XP_038381601.1	XP_026267364.1
OG0016507	XP_038381624.1	XP_026236900.1
OG0016508	XP_038381811.1	XP_026248994.1
OG0016510	XP_038382571.1	XP_026249869.1
OG0016511	XP_038382737.1	XP_026236278.1
OG0016512	XP_038383072.1	XP_026245051.1
OG0016513	XP_038383074.1	XP_026245072.1
OG0016514	XP_038383180.1	XP_026270046.1
OG0016515	XP_038383380.1	XP_026235501.1
OG0016517	XP_038383640.1	XP_026237003.1
OG0016519	XP_038383956.1	XP_026238031.1
OG0016520	XP_038383992.1	XP_026262176.1
OG0016521	XP_038384040.1	XP_026262170.1
OG0016522	XP_038384229.1	XP_026262015.1
OG0016523	XP_038384540.1	XP_026259655.1
OG0016524	XP_038384549.1	XP_026259632.1
OG0016525	XP_038384724.1	XP_026236813.1
OG0016526	XP_038384851.1	XP_026267365.1
OG0016527	XP_038385088.1	XP_026237211.1
OG0016528	XP_038385284.1	XP_026247058.1
OG0016529	XP_038385380.1	XP_026247004.1
OG0016530	XP_038385524.1	XP_026259411.1
OG0016531	XP_038385575.1	XP_026268812.1
OG0016532	XP_038385699.1	XP_026256983.1
OG0016534	XP_038386246.1	XP_026257045.1
OG0016536	XP_038386302.1	XP_026240210.1
OG0016537	XP_038386511.1	XP_026241744.1
OG0016538	XP_038386562.1	XP_026241709.1
OG0016539	XP_038386576.1	XP_026241736.1
OG0016541	XP_038387025.1	XP_026266005.1
OG0016542	XP_038387588.1	XP_026259372.1
OG0016543	XP_038387731.1	XP_026256587.1
OG0016544	XP_038387847.1	XP_026266098.1
OG0016545	XP_038388011.1	XP_026271037.1
OG0016546	XP_038388023.1	XP_026244010.1
OG0016547	XP_038388033.1	XP_026235271.1
OG0016548	XP_038388038.1	XP_026258998.1
OG0016549	XP_038388054.1	XP_026247090.1
OG0016550	XP_038388407.1	XP_026249044.1
OG0016551	XP_038388649.1	XP_026250518.1
OG0016552	XP_038388960.1	XP_026256322.1
OG0016553	XP_038389337.1	XP_026251039.1
OG0016554	XP_038389502.1	XP_026259480.1
OG0016555	XP_038389641.1	XP_026235233.1
OG0016556	XP_038389754.1	XP_026269310.1
OG0016557	XP_038389837.1	XP_026268254.1
OG0016558	XP_038390429.1	XP_026252799.1
OG0016559	XP_038391028.1	XP_026241735.1
OG0016560	XP_038391042.1	XP_026241724.1
OG0016561	XP_038391375.1	XP_026267773.1
OG0016562	XP_038391426.1	XP_026258504.1
OG0016563	XP_038391439.1	XP_026248373.1
OG0016564	XP_038391449.1	XP_026249677.1
OG0016565	XP_038391469.1	XP_026264523.1
OG0016566	XP_038391655.1	XP_026260373.1
OG0016567	XP_038392058.1	XP_026248353.1
OG0016568	XP_038392073.1	XP_026248362.1
