Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0014867	NP_001106907.1	XP_026251113.1
OG0014868	XP_013833962.2	XP_026251108.1
OG0014869	XP_005666568.2	XP_026251029.1
OG0014870	XP_003128873.2	XP_026251066.1
OG0014871	XP_020956581.1	XP_026251043.1
OG0014872	XP_020956577.1	XP_026236186.1
OG0014873	NP_999508.1	XP_026259082.1
OG0014874	XP_003356908.1	XP_026259763.1
OG0014875	XP_020956635.1	XP_026251057.1
OG0014876	XP_020956767.1	XP_026241116.1
OG0014877	XP_003128956.5	XP_026243254.1
OG0014878	XP_003356932.1	XP_026259638.1
OG0014879	XP_020956733.1	XP_026259661.1
OG0014880	XP_003482404.2	XP_026258913.1
OG0014881	XP_020940622.1	XP_026262751.1
OG0014882	XP_003356898.2	XP_026251126.1
OG0014883	XP_020956669.1	XP_026258780.1
OG0014885	XP_003134114.1	XP_026257125.1
OG0014886	XP_003354406.2	XP_026270448.1
OG0014887	XP_020930058.1	XP_026268557.1
OG0014888	XP_005671028.2	XP_026268043.1
OG0014889	XP_005674576.2	XP_026268217.1
OG0014890	XP_001924566.2	XP_026268950.1
OG0014891	XP_001927133.1	XP_026268677.1
OG0014892	XP_020928396.1	XP_026269083.1
OG0014893	XP_001925694.2	XP_026249506.1
OG0014894	XP_001924493.1	XP_026250431.1
OG0014895	NP_001193386.1	XP_026261623.1
OG0014896	XP_001928984.1	XP_026245977.1
OG0014897	XP_020928809.1	XP_026246072.1
OG0014898	XP_020928807.1	XP_026246000.1
OG0014899	XP_013838819.1	XP_026245998.1
OG0014900	XP_013838840.1	XP_026252839.1
OG0014901	XP_003123880.1	XP_026236132.1
OG0014902	XP_013847647.1	XP_026254037.1
OG0014903	XP_003354236.1	XP_026254032.1
OG0014904	NP_001103643.1	XP_026257116.1
OG0014906	NP_001136304.1	XP_026251148.1
OG0014907	XP_003134161.1	XP_026244124.1
OG0014908	XP_020932357.1	XP_026244107.1
OG0014909	XP_003124145.3	XP_026270443.1
OG0014910	XP_020940667.1	XP_026240193.1
OG0014911	XP_020932769.1	XP_026241733.1
OG0014912	XP_003133964.1	XP_026271269.1
OG0014913	XP_020932306.1	XP_026257578.1
OG0014914	XP_003133941.2	XP_026257595.1
OG0014915	NP_001038026.1	XP_026245940.1
OG0014916	XP_020932303.1	XP_026245922.1
OG0014917	XP_020932758.1	XP_026245910.1
OG0014918	XP_005671217.1	XP_026252796.1
OG0014919	XP_001925784.2	XP_026252813.1
OG0014920	XP_003133152.2	XP_026267772.1
OG0014921	XP_003133153.1	XP_026267771.1
OG0014922	XP_003482678.1	XP_026258465.1
OG0014923	NP_999070.1	XP_026248276.1
OG0014924	XP_020923515.1	XP_026246409.1
OG0014925	XP_003128015.1	XP_026238495.1
OG0014926	XP_020949300.1	XP_026257637.1
OG0014927	XP_003126891.1	XP_026248805.1
OG0014928	NP_001181909.2	XP_026255061.1
OG0014929	XP_020918833.1	XP_026250476.1
OG0014930	NP_001131106.1	XP_026250475.1
OG0014931	XP_003130129.1	XP_026248196.1
OG0014932	XP_003130128.1	XP_026248210.1
OG0014933	XP_020918780.1	XP_026248187.1
OG0014934	XP_020918768.1	XP_026260322.1
OG0014935	XP_013834989.1	XP_026260387.1
OG0014936	XP_003357398.1	XP_026260392.1
OG0014937	XP_020919611.1	XP_026258523.1
OG0014938	XP_003130002.3	XP_026259264.1
OG0014939	XP_013834929.1	XP_026259276.1
OG0014940	XP_013834915.2	XP_026252170.1
OG0014941	XP_003129963.1	XP_026252128.1
OG0014942	XP_003357366.1	XP_026252133.1
OG0014943	XP_003129950.1	XP_026252092.1
OG0014944	XP_003129942.1	XP_026252138.1
OG0014945	XP_003129897.3	XP_026248337.1
OG0014946	XP_003129852.1	XP_026248277.1
OG0014947	XP_020923361.1	XP_026249688.1
OG0014948	XP_020923375.1	XP_026249743.1
OG0014949	XP_020923388.1	XP_026249764.1
OG0014950	XP_020923404.1	XP_026249732.1
OG0014951	XP_020923427.1	XP_026236485.1
OG0014952	XP_003131959.3	XP_026237679.1
OG0014953	XP_020923449.1	XP_026237682.1
OG0014954	XP_003131983.3	XP_026238052.1
OG0014955	XP_003358286.4	XP_026238058.1
OG0014956	XP_020923472.1	XP_026246420.1
OG0014957	XP_005657093.2	XP_026246455.1
OG0014958	XP_020923517.1	XP_026246433.1
OG0014959	XP_003358329.1	XP_026246408.1
OG0014960	XP_005674701.3	XP_026246469.1
OG0014961	XP_020923523.1	XP_026246389.1
OG0014962	NP_998910.1	XP_026246460.1
OG0014963	XP_020923654.1	XP_026264455.1
OG0014964	XP_003132093.1	XP_026264485.1
OG0014965	XP_020923690.1	XP_026264506.1
OG0014966	XP_020923713.1	XP_026264503.1
OG0014968	XP_020952203.1	XP_026264514.1
OG0014969	NP_999045.1	XP_026238207.1
OG0014970	XP_003128019.3	XP_026238170.1
OG0014971	XP_013851847.2	XP_026237412.1
OG0014972	NP_001230283.1	XP_026238233.1
OG0014973	XP_020950821.1	XP_026270696.1
OG0014974	NP_001121941.2	XP_026270673.1
OG0014976	XP_020953083.1	XP_026270695.1
OG0014977	XP_013850936.1	XP_026270699.1
OG0014978	XP_005653396.1	XP_026270705.1
OG0014979	XP_003127549.1	XP_026270660.1
OG0014980	XP_003127553.1	XP_026270690.1
OG0014981	XP_020953120.1	XP_026270631.1
OG0014982	XP_020950851.1	XP_026270687.1
OG0014983	XP_020950868.1	XP_026268660.1
OG0014984	XP_020950893.1	XP_026241842.1
OG0014985	XP_020950898.1	XP_026241889.1
OG0014986	NP_001231410.1	XP_026238604.1
OG0014987	XP_020950927.1	XP_026241843.1
OG0014988	XP_020952685.1	XP_026237802.1
OG0014989	XP_020949353.1	XP_026257715.1
OG0014990	XP_020949362.1	XP_026257717.1
OG0014991	XP_003361781.2	XP_026267196.1
OG0014992	XP_003126898.3	XP_026248804.1
OG0014993	XP_003481832.1	XP_026248777.1
OG0014994	XP_005664394.2	XP_026255047.1
OG0014995	XP_020949435.1	XP_026255022.1
OG0014996	XP_005664402.2	XP_026254991.1
OG0014997	XP_020949443.1	XP_026254989.1
OG0014998	XP_020949444.1	XP_026255060.1
OG0014999	XP_020949451.1	XP_026254987.1
OG0015000	XP_020949482.1	XP_026255057.1
OG0015001	XP_020949519.1	XP_026260307.1
OG0015002	XP_003126955.1	XP_026260254.1
OG0015003	XP_003126953.3	XP_026260252.1
OG0015004	XP_020949533.1	XP_026260300.1
OG0015005	XP_020949794.1	XP_026260274.1
OG0015006	NP_001038030.1	XP_026269098.1
OG0015007	XP_020949775.1	XP_026269093.1
OG0015008	NP_001233111.1	XP_026269031.1
OG0015009	XP_020949758.1	XP_026269022.1
OG0015010	XP_003126994.1	XP_026269094.1
OG0015011	XP_005664482.1	XP_026269074.1
OG0015012	XP_003126985.1	XP_026269065.1
OG0015013	XP_020949689.1	XP_026248421.1
OG0015014	XP_020949664.1	XP_026248431.1
OG0015015	XP_003361768.1	XP_026264814.1
OG0015016	XP_005653495.2	XP_026238164.1
OG0015017	XP_020950890.1	XP_026268658.1
OG0015018	XP_003124612.1	XP_026258290.1
OG0015019	XP_020942413.1	XP_026241423.1
OG0015020	XP_003124725.3	XP_026241321.1
OG0015021	XP_001927775.1	XP_026261926.1
OG0015022	NP_001038064.1	XP_026265473.1
OG0015023	XP_020942555.1	XP_026241220.1
OG0015024	XP_003125903.2	XP_026258632.1
OG0015025	NP_001166057.1	XP_026258641.1
OG0015026	XP_003354546.1	XP_026252682.1
OG0015027	XP_020941922.1	XP_026252699.1
OG0015028	XP_020941919.1	XP_026252687.1
OG0015029	XP_003354526.1	XP_026269012.1
OG0015030	XP_003354522.1	XP_026268915.1
OG0015031	XP_003124409.3	XP_026268973.1
OG0015032	NP_001231628.1, XP_005661954.1	XP_026269000.1
OG0015033	XP_003124386.1	XP_026268956.1
OG0015034	XP_020941852.1	XP_026268928.1
OG0015035	NP_001098769.1	XP_026268937.1
OG0015036	XP_020941869.1	XP_026268926.1
OG0015037	XP_005661932.1	XP_026259930.1
OG0015038	XP_020941754.1	XP_026259985.1
OG0015039	XP_020941748.1	XP_026259961.1
OG0015041	XP_020941681.1	XP_026262999.1
OG0015042	XP_020941669.1	XP_026271020.1
OG0015043	NP_001138691.1, XP_020941266.1	XP_026261508.1
OG0015045	XP_003124521.1	XP_026256196.1
OG0015046	XP_020942079.1	XP_026256094.1
OG0015047	XP_020943647.1	XP_026236732.1
OG0015048	XP_005655155.2	XP_026236743.1
OG0015049	XP_020942090.1	XP_026236738.1
OG0015050	XP_020943679.1	XP_026236712.1
OG0015051	XP_020943700.1	XP_026247849.1
OG0015052	XP_003124564.3	XP_026247899.1
OG0015053	XP_020942124.1	XP_026247917.1
OG0015054	XP_020942125.1	XP_026247945.1
OG0015055	XP_020942135.1	XP_026247913.1
OG0015056	XP_003124592.1	XP_026247955.1
OG0015057	XP_003124603.3	XP_026247863.1
OG0015058	XP_003354637.2	XP_026258266.1
OG0015059	XP_020942203.1	XP_026258296.1
OG0015060	NP_001231142.1	XP_026258255.1
OG0015061	NP_999207.1	XP_026265036.1
OG0015062	XP_003354660.2	XP_026235795.1
OG0015063	XP_003354675.1	XP_026241121.1
OG0015064	XP_020942357.1	XP_026241229.1
OG0015065	XP_013851189.1	XP_026241024.1, XP_026241030.1, XP_026241029.1
OG0015066	XP_013843307.1	XP_026241184.1
OG0015067	XP_013843274.1	XP_026241268.1
OG0015068	XP_020942444.1	XP_026241349.1
OG0015069	XP_020942457.1	XP_026241303.1
OG0015070	XP_020942449.1	XP_026241052.1
OG0015071	XP_020928878.1	XP_026241345.1
OG0015072	XP_003124770.1	XP_026241300.1
OG0015073	XP_003124772.2	XP_026241273.1
OG0015074	XP_020942531.1	XP_026241440.1
OG0015075	XP_003124753.1	XP_026241222.1
OG0015076	XP_020942566.1	XP_026241296.1
OG0015077	XP_020942599.1	XP_026241077.1
OG0015078	XP_020942602.1	XP_026241355.1
OG0015079	XP_003355293.2	XP_026249888.1
OG0015080	XP_003125907.3	XP_026258638.1
OG0015081	XP_020945713.1	XP_026258634.1
OG0015082	XP_020945733.1	XP_026258642.1
OG0015083	XP_003355311.1	XP_026258649.1
OG0015084	XP_020945788.1	XP_026235189.1
OG0015085	XP_001929441.3	XP_026259114.1
OG0015086	XP_020945991.1	XP_026259107.1
OG0015087	NP_001096683.1	XP_026261929.1
OG0015088	XP_020952020.1	XP_026261927.1
OG0015089	XP_020949262.1, NP_001038048.1	XP_026265637.1
OG0015090	XP_020952143.1	XP_026265442.1
OG0015091	XP_020952144.1	XP_026265660.1
OG0015092	NP_001245365.1	XP_026248642.1
OG0015093	NP_001020388.1	XP_026244308.1
OG0015094	XP_005667839.2	XP_026244220.1
OG0015095	NP_999287.1	XP_026243877.1
OG0015096	XP_020951727.1	XP_026264665.1
OG0015097	XP_003482828.2	XP_026261565.1
OG0015098	XP_020920191.1	XP_026252951.1
OG0015099	XP_020920183.1	XP_026253029.1
OG0015100	XP_020920163.1	XP_026252901.1
OG0015101	XP_020919928.1	XP_026252927.1
OG0015102	XP_020919536.1	XP_026243242.1
OG0015103	XP_020919535.1	XP_026243315.1
OG0015104	NP_001132942.1	XP_026243275.1
OG0015105	XP_020919518.1	XP_026243295.1
OG0015106	NP_001093662.1	XP_026243202.1
OG0015107	XP_020919511.1	XP_026243314.1
OG0015108	XP_020919420.1	XP_026248653.1
OG0015109	NP_001258644.1	XP_026248677.1
OG0015110	XP_003357623.4	XP_026248609.1
OG0015111	NP_001127829.1	XP_026248637.1
OG0015112	XP_020919380.1	XP_026244228.1
OG0015113	XP_020919310.1	XP_026244251.1
OG0015114	XP_005653789.1	XP_026237326.1
OG0015115	XP_020919615.1	XP_026261050.1
OG0015116	NP_999285.1	XP_026261028.1
OG0015117	NP_001230577.1	XP_026261042.1
OG0015118	NP_001090980.1	XP_026237602.1
OG0015119	XP_020920116.1	XP_026246514.1
OG0015120	XP_003357691.1	XP_026261553.1
OG0015122	XP_001929530.2	XP_026260874.1
OG0015123	XP_001924378.1	XP_026260721.1
OG0015124	XP_020945348.1	XP_026260677.1
OG0015125	XP_013852472.2	XP_026260716.1
OG0015126	XP_020945397.1	XP_026260682.1
OG0015127	XP_020948344.1	XP_026237085.1
OG0015128	XP_003353762.1	XP_026237083.1
OG0015129	XP_020948244.1	XP_026270296.1
OG0015130	XP_020951994.1	XP_026254397.1
OG0015131	XP_020951880.1	XP_026255816.1
OG0015132	XP_020951876.1	XP_026256540.1
OG0015133	XP_020951854.1	XP_026243871.1
OG0015134	XP_020953409.1	XP_026243835.1
OG0015135	XP_020951836.1	XP_026243833.1
OG0015136	XP_020953379.1	XP_026250293.1
OG0015138	XP_020951752.1	XP_026250314.1
OG0015139	XP_020951716.1	XP_026268231.1
OG0015140	XP_020951703.1	XP_026234981.1
OG0015141	XP_003121485.1	XP_026249565.1
OG0015142	XP_005654480.2	XP_026249563.1
OG0015143	NP_001161110.1	XP_026249552.1
OG0015144	XP_001925798.1	XP_026261909.1
OG0015145	NP_001121942.1	XP_026261873.1
OG0015146	XP_013844497.2	XP_026269436.1
OG0015147	XP_020918131.1	XP_026240989.1
OG0015148	NP_001116585.1	XP_026257230.1
OG0015149	XP_020954905.1	XP_026261859.1
OG0015150	XP_001924480.2	XP_026261910.1
OG0015151	XP_001924449.1	XP_026261838.1
OG0015152	NP_001155225.1	XP_026261849.1
OG0015153	XP_013833641.1	XP_026261863.1
OG0015154	XP_003128594.1	XP_026261894.1
OG0015155	XP_001927459.3	XP_026261905.1
OG0015156	XP_013833618.2	XP_026261847.1
OG0015157	NP_001106150.1	XP_026261915.1
OG0015158	XP_020954844.1	XP_026270126.1
OG0015159	XP_001928542.3	XP_026269963.1
OG0015160	XP_020954832.1	XP_026269556.1
OG0015161	XP_020954808.1	XP_026269994.1
OG0015162	XP_001924948.2	XP_026252180.1
OG0015163	XP_001927155.1	XP_026268436.1
OG0015164	NP_001121954.1	XP_026247718.1
OG0015165	XP_020957500.1	XP_026246868.1
OG0015166	XP_001925025.3	XP_026239880.1
OG0015167	XP_003353540.1	XP_026239921.1
OG0015168	XP_020918137.1	XP_026240973.1
OG0015169	XP_020918194.1	XP_026240985.1
OG0015170	NP_001161889.1	XP_026240982.1
OG0015171	XP_003353549.2	XP_026240926.1
OG0015172	XP_020955731.1	XP_026240897.1
OG0015173	XP_005666369.2	XP_026240868.1
OG0015174	NP_001231609.1	XP_026240909.1
OG0015175	XP_005666387.1	XP_026240884.1
OG0015176	XP_001928077.1	XP_026257571.1
OG0015177	XP_001929075.2, XP_020955154.1	XP_026257748.1
OG0015178	XP_001926294.2	XP_026258179.1
OG0015179	XP_005656473.1	XP_026257547.1
OG0015180	XP_003356800.1	XP_026258510.1
OG0015181	NP_001231500.1	XP_026258092.1
OG0015182	XP_003128718.1	XP_026257879.1
OG0015183	XP_001928925.1	XP_026257070.1
OG0015184	XP_020955264.1	XP_026249993.1
OG0015185	XP_020955277.1	XP_026249990.1
OG0015186	NP_001001629.1	XP_026250044.1
OG0015187	NP_001161062.1	XP_026250007.1
OG0015188	XP_001925403.1	XP_026250051.1
OG0015189	XP_001929028.1	XP_026267554.1
OG0015190	XP_003482370.2	XP_026269582.1
OG0015191	XP_001927812.4	XP_026261299.1
OG0015192	NP_001230504.1, XP_020937161.1	XP_026261290.1
OG0015193	XP_020937172.1	XP_026261285.1
OG0015194	XP_020937192.1	XP_026261255.1
OG0015195	XP_020937233.1	XP_026261338.1
OG0015196	XP_020937162.1	XP_026261306.1
OG0015197	XP_020937293.1	XP_026261293.1
OG0015198	XP_020937307.1	XP_026261326.1
OG0015199	XP_020937185.1	XP_026261351.1
OG0015200	XP_020921980.1	XP_026242610.1
OG0015201	XP_020922795.1	XP_026242861.1
OG0015202	XP_020923068.1	XP_026236039.1
OG0015203	XP_013836657.2	XP_026244545.1
OG0015204	XP_003122382.2	XP_026251325.1
OG0015205	NP_001231428.1	XP_026264189.1
OG0015206	NP_001302651.1	XP_026242852.1
OG0015207	XP_003483055.1	XP_026242791.1
OG0015208	XP_003131638.2	XP_026242931.1
OG0015209	NP_001137163.1	XP_026263588.1
OG0015210	XP_005669014.1	XP_026263093.1
OG0015211	XP_020936883.1	XP_026251263.1
OG0015212	XP_020921998.1	XP_026237122.1
OG0015213	XP_013845258.2	XP_026237123.1
OG0015214	XP_020922042.1	XP_026266555.1
OG0015215	XP_020922054.1	XP_026266568.1
OG0015216	XP_020922086.1	XP_026266505.1
OG0015217	XP_020922094.1	XP_026266507.1
OG0015218	XP_020922115.1	XP_026266589.1
OG0015219	XP_013845294.2	XP_026266537.1
OG0015220	XP_020923729.1	XP_026264203.1
OG0015221	XP_020922267.1	XP_026260564.1
OG0015222	XP_003131236.1	XP_026260584.1
OG0015223	XP_020922325.1	XP_026260649.1
OG0015224	XP_020922327.1	XP_026260668.1
OG0015225	XP_020922341.1	XP_026267492.1
OG0015226	XP_020922342.1	XP_026267498.1
OG0015227	XP_013836270.1	XP_026257134.1
OG0015228	XP_003358046.1	XP_026262421.1
OG0015229	XP_020922380.1	XP_026262431.1
OG0015230	XP_003131320.2	XP_026262438.1
OG0015231	XP_003483009.1	XP_026258071.1
OG0015232	XP_003131325.1	XP_026258046.1
OG0015233	XP_020923777.1	XP_026258015.1
OG0015234	XP_020922414.1	XP_026258044.1
OG0015235	NP_001231181.1	XP_026258018.1
OG0015236	NP_999148.1	XP_026258020.1
OG0015237	XP_020922432.1	XP_026258053.1
OG0015238	XP_003131355.2	XP_026263994.1
OG0015239	XP_005668779.1	XP_026264006.1
OG0015240	XP_003131371.1	XP_026263990.1
OG0015241	XP_005668801.1	XP_026263989.1
OG0015242	XP_020922557.1	XP_026268168.1
OG0015243	NP_001106916.1	XP_026242823.1
OG0015244	XP_020922628.1	XP_026242619.1
OG0015245	XP_020922636.1	XP_026242909.1
OG0015246	NP_999247.1	XP_026242829.1
OG0015247	NP_001038028.1	XP_026242870.1
OG0015249	XP_020922642.1	XP_026242557.1
OG0015251	XP_020922652.1	XP_026242910.1
OG0015252	XP_020922655.1	XP_026242877.1
OG0015253	XP_003131529.3	XP_026242598.1
OG0015254	XP_003131510.1	XP_026242876.1
OG0015255	XP_013834960.1	XP_026242893.1
OG0015256	XP_013835160.1	XP_026242487.1
OG0015257	XP_003131553.1	XP_026242652.1
OG0015258	XP_003131576.3	XP_026242537.1
OG0015259	XP_020922744.1	XP_026242525.1
OG0015260	XP_020922751.1	XP_026242798.1
OG0015261	XP_003131598.1	XP_026242751.1
OG0015263	XP_003131599.1	XP_026242879.1
OG0015264	XP_020922772.1	XP_026242503.1
OG0015265	XP_003358128.1	XP_026242818.1
OG0015266	XP_003131641.3	XP_026242563.1
OG0015267	XP_005668942.1	XP_026242853.1
OG0015268	XP_020922825.1	XP_026242886.1
OG0015269	XP_003131619.1	XP_026242642.1
OG0015270	XP_003131655.1	XP_026263087.1
OG0015271	XP_003483070.1	XP_026263580.1
OG0015272	XP_020922916.1	XP_026263581.1
OG0015273	XP_003131690.2	XP_026263136.1
OG0015274	XP_020922934.1	XP_026263146.1
OG0015275	XP_003131712.1	XP_026253841.1
OG0015276	NP_001233177.1	XP_026253848.1
OG0015277	XP_005669070.3	XP_026253846.1
OG0015278	XP_013836589.2	XP_026253844.1
OG0015279	XP_020922997.1	XP_026253855.1
OG0015280	XP_020923058.1	XP_026236037.1
OG0015281	XP_003358202.2	XP_026267660.1
OG0015282	XP_020923097.1	XP_026244688.1
OG0015283	XP_020923121.1	XP_026244675.1
OG0015284	XP_020923135.1	XP_026244787.1
OG0015285	NP_999269.1	XP_026244662.1
OG0015286	XP_003360105.2	XP_026244678.1
OG0015287	XP_003131814.2	XP_026244640.1
OG0015288	XP_003131840.3	XP_026244627.1
OG0015289	XP_020923155.1	XP_026244592.1
OG0015290	XP_003131832.1	XP_026244775.1
OG0015291	XP_020923182.1	XP_026244613.1
OG0015292	XP_020923187.1	XP_026244575.1
OG0015293	XP_003131861.1	XP_026244577.1
OG0015294	XP_005657071.1	XP_026244632.1
OG0015295	XP_013845455.1	XP_026244615.1
OG0015296	XP_020923239.1	XP_026244734.1
OG0015297	XP_020923265.1	XP_026244711.1
OG0015298	XP_013845459.1	XP_026244659.1
OG0015299	XP_003131896.1	XP_026249741.1
OG0015300	XP_020923343.1	XP_026249710.1
OG0015301	XP_020936856.1	XP_026270991.1
OG0015302	XP_020936854.1	XP_026251192.1
OG0015303	XP_020936710.1	XP_026251214.1
OG0015304	XP_020936890.1	XP_026251239.1
OG0015305	XP_020936908.1	XP_026251397.1
OG0015306	XP_020936880.1	XP_026251273.1
OG0015307	XP_020936818.1	XP_026251286.1
OG0015308	XP_020936867.1	XP_026251375.1
OG0015309	XP_020936726.1	XP_026251264.1
OG0015310	XP_020926796.1	XP_026251204.1
OG0015311	XP_020926889.1	XP_026251287.1
OG0015312	XP_003353750.1	XP_026251373.1
OG0015313	XP_013849411.1	XP_026251281.1
OG0015314	XP_020941135.1	XP_026251378.1
OG0015315	XP_020926066.1	XP_026242249.1
OG0015316	NP_001098768.1	XP_026242333.1
OG0015318	NP_001093407.1	XP_026242129.1
OG0015319	XP_013849377.1	XP_026242029.1
OG0015320	XP_001928954.1	XP_026242036.1
OG0015321	XP_013849352.2	XP_026242272.1
OG0015322	XP_001927660.1	XP_026242275.1
OG0015323	NP_001159516.1	XP_026242182.1
OG0015324	XP_020924904.1	XP_026242323.1
OG0015325	NP_001231333.1	XP_026242015.1
OG0015326	XP_003122214.5	XP_026242304.1
OG0015327	NP_001177126.1	XP_026266148.1
OG0015328	XP_020922350.1	XP_026267484.1
OG0015330	XP_003126368.2	XP_026254275.1
OG0015331	XP_020947558.1	XP_026254158.1
OG0015332	XP_003126085.1	XP_026267243.1
OG0015334	NP_001182708.1	XP_026243038.1
OG0015335	XP_005655651.1	XP_026254129.1
OG0015336	XP_020948523.1	XP_026254087.1
OG0015337	NP_001123708.1	XP_026254260.1
OG0015338	XP_013853111.1	XP_026254182.1
OG0015339	XP_020947519.1	XP_026254167.1
OG0015340	XP_020947559.1	XP_026254225.1
OG0015341	XP_020947582.1	XP_026248761.1
OG0015342	NP_001302526.1	XP_026242461.1
OG0015343	XP_003126414.1	XP_026242470.1
OG0015344	XP_005664028.1	XP_026242432.1
OG0015345	XP_020947645.1	XP_026242460.1
OG0015346	XP_003481707.1	XP_026242387.1
OG0015347	XP_003355565.1	XP_026242459.1
OG0015348	XP_003481709.1	XP_026265144.1
OG0015349	NP_001193313.1	XP_026269388.1
OG0015350	XP_005653239.1	XP_026269365.1
OG0015351	XP_003126830.2	XP_026269384.1
OG0015352	XP_020947018.1	XP_026268486.1
OG0015353	XP_020947062.1	XP_026250070.1
OG0015354	NP_001172107.1	XP_026238115.1
OG0015355	XP_003126052.1	XP_026261718.1
OG0015356	XP_003481589.1	XP_026267256.1
OG0015357	XP_020947164.1	XP_026265957.1
OG0015358	NP_001137593.1	XP_026266002.1
OG0015359	XP_020947187.1	XP_026265940.1
OG0015360	XP_020937138.1	XP_026265771.1
OG0015361	XP_013853011.2	XP_026265767.1
OG0015362	XP_003126124.4	XP_026254383.1
OG0015363	NP_001231560.1	XP_026254282.1
OG0015364	XP_003124922.1	XP_026264380.1
OG0015365	XP_020936238.1	XP_026269397.1
OG0015367	XP_020943228.1	XP_026241534.1
OG0015368	XP_003125227.2	XP_026241483.1
OG0015369	XP_020943960.1	XP_026241533.1
OG0015370	XP_005662623.1	XP_026241554.1
OG0015371	XP_020943886.1	XP_026255717.1
OG0015372	XP_005662597.1	XP_026255674.1
OG0015373	XP_003125182.3	XP_026255696.1
OG0015374	XP_005662595.1	XP_026255697.1
OG0015375	XP_003125114.3	XP_026243025.1
OG0015376	XP_003354830.1	XP_026260915.1
OG0015377	NP_001193310.1	XP_026269382.1
OG0015378	XP_020947146.1	XP_026267246.1
OG0015379	XP_003355396.2	XP_026267283.1
OG0015380	XP_020940362.1	XP_026269620.1
OG0015381	XP_020940439.1	XP_026254028.1
OG0015382	XP_003124001.2	XP_026257072.1
OG0015383	XP_020919262.1	XP_026254389.1
OG0015384	XP_003130701.1	XP_026243675.1
OG0015385	NP_001159515.1	XP_026254039.1
OG0015386	XP_013847308.1	XP_026237414.1
OG0015387	XP_003123687.4	XP_026268088.1
OG0015388	XP_003123693.2	XP_026268099.1
OG0015389	XP_003123694.2	XP_026268095.1
OG0015390	XP_005655018.1	XP_026268877.1
OG0015391	XP_003123719.3	XP_026268891.1
OG0015392	XP_003123722.1	XP_026253958.1
OG0015393	NP_001161115.1	XP_026271265.1
OG0015394	XP_020940341.1	XP_026251988.1
OG0015395	XP_003123949.1	XP_026264289.1
