Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0013164	NP_999286.1	XP_031796558.1
OG0013165	XP_020958118.1	XP_031796536.1
OG0013166	NP_001230885.1	XP_031796521.1
OG0013167	XP_003482730.3	XP_031796507.1
OG0013168	XP_003482729.1	XP_031796129.1
OG0013169	XP_003357521.1	XP_031796484.1
OG0013170	XP_020919106.1	XP_031796480.1
OG0013171	NP_001182161.1	XP_003772124.1
OG0013172	XP_003134891.1	XP_031796391.1
OG0013173	XP_003134892.1	XP_003772126.1
OG0013174	XP_020934876.1	XP_031796384.1
OG0013175	XP_003360215.1	XP_031808781.1, XP_031808773.1
OG0013176	XP_020934986.1	XP_031808796.1
OG0013177	XP_020934895.1	XP_031807580.1
OG0013178	NP_001231197.1	XP_003771603.1
OG0013179	XP_020948924.1, NP_001153747.1	XP_003765518.1
OG0013180	XP_020931356.1, XP_003128154.2	XP_031818188.1, XP_031818187.1
OG0013181	XP_003482480.1	XP_031797422.1
OG0013182	XP_013844378.2	XP_031818171.1
OG0013183	XP_020951518.1	XP_031817955.1
OG0013184	XP_020952388.1	XP_031825072.1
OG0013185	XP_020952586.1	XP_031818195.1
OG0013186	XP_013854649.1	XP_003765433.1
OG0013187	XP_003127874.3	XP_023355975.1
OG0013188	NP_001231671.1	XP_003765428.1
OG0013189	XP_020951634.1	XP_003765425.2
OG0013190	XP_020951636.1	XP_031818040.1
OG0013191	XP_020951628.1	XP_031818036.1
OG0013192	XP_020951620.1	XP_031818032.1
OG0013193	XP_020951615.1	XP_012401338.1
OG0013194	XP_020951611.1	XP_031818027.1
OG0013195	XP_020951589.1	XP_031818015.1
OG0013196	XP_020951585.1	XP_031818004.1
OG0013197	XP_003127836.1	XP_031817366.1
OG0013198	XP_020951581.1	XP_031817992.1
OG0013199	XP_020951573.1	XP_031817985.1, XP_031817986.1
OG0013200	XP_020949908.1	XP_031810271.1
OG0013201	XP_020952305.1	XP_031824983.1
OG0013202	XP_020952329.1	XP_031824999.1
OG0013204	XP_020953480.1	XP_031825013.1
OG0013205	XP_020952368.1	XP_031825033.1
OG0013206	XP_020953504.1	XP_003767602.1
OG0013207	XP_013854872.1, NP_999079.1	XP_031825047.1
OG0013208	NP_001116655.1	XP_031825051.1
OG0013209	XP_020952383.1	XP_031825060.1
OG0013211	XP_020952419.1	XP_031825091.1
OG0013212	XP_003482150.2	XP_031825102.1
OG0013213	XP_020952485.1	XP_031824418.1
OG0013214	XP_003356535.1	XP_031825121.1
OG0013216	XP_001929285.1	XP_003755805.1
OG0013217	NP_001231255.1	XP_003755847.1
OG0013218	XP_020954966.1	XP_031810851.1
OG0013219	XP_003362143.2	XP_031810856.1
OG0013220	XP_020954962.1	XP_012399900.1
OG0013221	XP_003481713.1	XP_031793876.1
OG0013222	XP_020948474.1	XP_031797110.1
OG0013223	XP_020948732.1	XP_031794205.1
OG0013224	XP_005652679.2	XP_031795474.1
OG0013225	XP_020948723.1	XP_031797064.1
OG0013226	NP_001265704.1	XP_003770997.1
OG0013227	XP_003481811.2	XP_031794426.1
OG0013228	XP_020948459.1	XP_003771013.1
OG0013229	XP_020948690.1	XP_031794765.1
OG0013230	XP_020948441.1	XP_023360092.2
OG0013231	XP_020948400.1	XP_031795486.1
OG0013232	XP_020948398.1	XP_003771081.2
OG0013233	XP_001925096.2	XP_003771093.1
OG0013234	XP_020948389.1	XP_031795651.1
OG0013235	XP_020937606.1	XP_031795180.1
OG0013236	NP_001231058.1, XP_005664276.1	XP_031794397.1
OG0013237	XP_003355720.1	XP_003771109.1
OG0013238	NP_001278343.1, XP_020946743.1	XP_031793903.1
OG0013239	XP_005664260.1	XP_031794832.1
OG0013240	XP_005664259.1	XP_031795994.1
OG0013241	NP_001177215.1	XP_003772464.1
OG0013242	XP_020948336.1	XP_003771125.1
OG0013243	XP_020948313.1	XP_031794401.1
OG0013244	XP_020948307.1	XP_031796278.1
OG0013245	XP_003126692.1	XP_031796841.1
OG0013246	XP_003129219.4	XP_003773216.2
OG0013247	XP_020957194.1	XP_031797889.1
OG0013248	XP_020957203.1	XP_023361728.1
OG0013249	XP_020957181.1	XP_031799631.1
OG0013250	XP_020957159.1	XP_031799680.1
OG0013251	XP_020957144.1	XP_031798333.1
OG0013252	XP_003357034.1	XP_031797239.1
OG0013254	XP_020956958.1	XP_031799891.1
OG0013255	XP_020956942.1	XP_003773139.1
OG0013258	XP_003134614.1	XP_003771743.1
OG0013259	XP_003134651.4	XP_012406524.2
OG0013260	NP_001170960.1, XP_013846222.2	XP_031795014.1
OG0013261	XP_003134669.1	XP_023361233.1, XP_023354319.2
OG0013262	XP_003134683.1	XP_031795004.1
OG0013263	XP_020934663.1	XP_031795003.1
OG0013264	XP_003484061.2	XP_003771692.1
OG0013265	XP_003134691.1	XP_031794983.1
OG0013266	XP_020934834.1	XP_031794961.1
OG0013267	XP_005673200.1	XP_003771676.2
OG0013268	XP_003134920.3	XP_003762605.1
OG0013269	XP_020934837.1	XP_012399517.1
OG0013270	XP_020934321.1	XP_031807360.1
OG0013271	XP_005673406.2	XP_003757784.1
OG0013272	XP_013841278.1	XP_003757783.1
OG0013273	NP_001231843.1	XP_003757782.1
OG0013274	XP_003134910.2	XP_031805754.1
OG0013275	XP_020934197.1	XP_031795196.1
OG0013276	XP_020934415.1	XP_031795207.1, XP_012406572.1
OG0013277	XP_005673421.1	XP_031795211.1
OG0013278	XP_020934346.1	XP_012406600.1
OG0013279	XP_020934842.1	XP_031795295.1
OG0013280	XP_020934451.1	XP_031795298.1
OG0013281	XP_020934923.1	XP_031795312.1
OG0013282	XP_020934780.1	XP_031795329.1
OG0013283	XP_020934339.1	XP_003771849.3
OG0013284	XP_020933197.1	XP_003758066.1
OG0013285	XP_020933505.1	XP_031806647.1
OG0013286	XP_020933652.1	XP_003758060.1
OG0013287	XP_020931566.1	XP_031806553.1
OG0013288	XP_005671824.2	XP_023350495.1
OG0013289	XP_005671828.3	XP_031806567.1
OG0013290	XP_005671835.1	XP_003758025.1
OG0013291	XP_020931066.1	XP_031806542.1
OG0013292	XP_013839549.1	XP_003758018.1
OG0013293	XP_003483683.2	XP_031797320.1
OG0013294	XP_020930522.1	XP_031797486.1
OG0013295	XP_020932001.1	XP_003772841.1
OG0013296	XP_013840405.1	XP_003774229.2
OG0013297	XP_005674648.2	XP_003766991.1, XP_031800311.1
OG0013298	XP_020933654.1	XP_003772857.2
OG0013299	XP_020933655.1	XP_012407388.2
OG0013300	XP_020933561.1	XP_031798150.1
OG0013301	XP_020931223.1	XP_031799062.1
OG0013302	XP_020930388.1	XP_003773073.1
OG0013303	XP_003133386.3	XP_031798799.1
OG0013304	XP_020932012.1	XP_031799141.1
OG0013305	XP_001926185.2	XP_031797438.1
OG0013306	XP_020930958.1	XP_031799013.1
OG0013307	XP_020942760.1	XP_003758149.2
OG0013308	NP_001272897.1	XP_031805557.1
OG0013309	XP_003125804.1	XP_003770670.2
OG0013312	XP_020943568.1	XP_031807029.1
OG0013313	NP_001230627.1	XP_031807032.1
OG0013314	XP_020943566.1	XP_031807047.1
OG0013315	XP_020943536.1	XP_031807052.1
OG0013316	XP_020943511.1	XP_031807078.1
OG0013317	XP_020943481.1	XP_031805051.1
OG0013318	XP_003354964.4	XP_031805470.1
OG0013319	XP_020943469.1	XP_031805453.1
OG0013320	XP_005662781.1	XP_003758784.1
OG0013321	XP_005662776.1	XP_031805443.1
OG0013322	XP_013851760.1	XP_031805437.1
OG0013323	XP_020943442.1	XP_031811202.1
OG0013324	NP_999127.1	XP_031807275.1
OG0013325	NP_001302609.1	XP_031807270.1
OG0013326	XP_020943386.1	XP_023357309.1
OG0013327	XP_003481320.2	XP_012402886.1
OG0013328	XP_020943372.1	XP_031807232.1
OG0013329	XP_003125375.1	XP_031807269.1
OG0013330	XP_020943363.1	XP_003767136.1
OG0013331	XP_020943355.1	XP_031807224.1
OG0013332	XP_020943352.1	XP_031807221.1
OG0013333	NP_001231168.1	XP_031807207.1
OG0013334	XP_003481303.1	XP_031807087.1
OG0013335	XP_020941478.1, NP_998914.1	XP_031807089.1
OG0013336	XP_003481293.2	XP_003758401.1
OG0013337	XP_005662669.1	XP_031806220.1
OG0013338	NP_999571.1	XP_003758387.1
OG0013339	XP_020943994.1	XP_031806251.1
OG0013340	XP_020943250.1	XP_031806239.1
OG0013341	XP_013843372.2	XP_003758388.3
OG0013342	XP_020943242.1	XP_031806265.1
OG0013343	XP_003125243.2	XP_031806268.1
OG0013344	XP_020942752.1	XP_003758127.1
OG0013345	XP_003124892.3	XP_003758148.1
OG0013346	XP_020942679.1	XP_012395937.2
OG0013347	XP_005662456.1	XP_031805663.1
OG0013348	XP_003354782.3	XP_003758684.1
OG0013349	XP_020942941.1	XP_023351033.2
OG0013350	XP_013851445.2	XP_031805647.1
OG0013351	XP_013843329.1	XP_031805644.1
OG0013352	XP_020942955.1	XP_031805635.1
OG0013353	XP_020942964.1	XP_031805620.1
OG0013354	NP_999574.1, XP_020941544.1	XP_031805618.1
OG0013355	XP_020942986.1	XP_031799612.1
OG0013356	XP_005674603.2	XP_031797192.1
OG0013357	XP_005662496.1	XP_012407873.1
OG0013358	XP_020943008.1	XP_031798091.1
OG0013359	XP_013851496.2	XP_031805064.1
OG0013360	XP_020943041.1	XP_031805581.1
OG0013361	XP_020945668.1	XP_031823185.1
OG0013362	XP_020946377.1	XP_031823183.1
OG0013363	XP_020946379.1	XP_003769843.4
OG0013364	XP_005655478.1	XP_031823191.1
OG0013365	XP_003125887.2	XP_003769854.1
OG0013366	XP_001926938.5	XP_003769896.1
OG0013367	XP_003481521.3	XP_031823271.1
OG0013368	XP_020945609.1	XP_003769903.1
OG0013369	NP_001231923.1	XP_003769953.1
OG0013370	NP_001129437.1	XP_031823329.1
OG0013371	XP_003355246.1	XP_031823319.1
OG0013372	XP_001929699.1	XP_031824581.1
OG0013373	XP_001929689.1	XP_023359302.1
OG0013374	XP_001929692.1	XP_012405182.2
OG0013375	XP_013852610.1	XP_031823369.1
OG0013376	XP_005663507.1	XP_023359356.1
OG0013377	XP_020945518.1	XP_012405200.1
OG0013378	XP_003125809.1	XP_031823398.1
OG0013379	XP_005663498.1	XP_012405159.2
OG0013380	XP_001925162.4	XP_003769839.1
OG0013381	XP_020945686.1	XP_031823155.1
OG0013382	XP_020945684.1	XP_031823157.1
OG0013383	XP_020919152.1	XP_031794537.1
OG0013384	NP_001027530.1	XP_031798447.1
OG0013385	XP_003122466.1	XP_003774123.1
OG0013386	XP_003122649.2	XP_031798562.1
OG0013387	XP_020919237.1	XP_031807826.1
OG0013388	XP_003130280.1	XP_031794553.1
OG0013389	XP_020934602.1	XP_003762705.2
OG0013390	XP_003360265.3	XP_023354123.1
OG0013392	XP_003134954.3	XP_031807758.1
OG0013393	NP_001121937.1	XP_031807837.1
OG0013394	XP_020919177.1	XP_003771547.1
OG0013395	XP_020958258.1	XP_031794616.1
OG0013396	XP_005667780.1	XP_031794596.1
OG0013397	XP_003130302.1	XP_031794597.1
OG0013398	XP_003130290.1	XP_023360518.1
OG0013399	XP_020958211.1	XP_031794548.1
OG0013400	XP_020958187.1	XP_031796706.1
OG0013401	XP_013847583.1	XP_031798625.1
OG0013402	XP_020938189.1	XP_031799436.1
OG0013403	XP_003124277.3	XP_003774265.2
OG0013404	XP_020938197.1	XP_031799437.1
OG0013405	XP_020938204.1	XP_031798379.1
OG0013406	XP_005652843.1	XP_031799439.1
OG0013407	XP_003122929.2	XP_031797768.1
OG0013408	XP_013849898.1	XP_031798239.1
OG0013409	XP_020938875.1	XP_031798979.1
OG0013410	XP_003353965.2	XP_031797210.1
OG0013412	XP_003122940.3	XP_031798347.1
OG0013413	XP_020938650.1	XP_012408188.1
OG0013414	XP_020938666.1	XP_031798534.1
OG0013415	XP_013849758.2	XP_031798537.1
OG0013416	XP_005660946.1	XP_023362185.1
OG0013417	XP_020938689.1	XP_003773924.1
OG0013418	XP_020937677.1	XP_003773990.2
OG0013419	XP_020940711.1	XP_031799613.1
OG0013420	XP_020938722.1	XP_031799374.1
OG0013421	XP_020938735.1	XP_023362130.1
OG0013422	NP_001001865.1, XP_005660978.1	XP_012408086.1
OG0013423	XP_020940831.1	XP_031797328.1
OG0013424	XP_020940889.1	XP_031799666.1
OG0013425	XP_020940900.1	XP_031798873.1
OG0013426	XP_003122877.1	XP_012408072.1
OG0013427	XP_003122880.2	XP_031799817.1
OG0013428	XP_020938806.1	XP_031798672.1
OG0013429	XP_020932192.1, NP_001092075.1	XP_031798399.1
OG0013430	XP_020938239.1	XP_031798371.1
OG0013431	XP_020938243.1	XP_031799449.1
OG0013432	XP_020938255.1	XP_031798418.1
OG0013433	XP_020938299.1	XP_031799253.1
OG0013435	NP_001026967.1	XP_023362523.1, XP_023362522.1
OG0013436	XP_020938352.1	XP_031798005.1
OG0013437	XP_003122486.1	XP_031797516.1
OG0013438	XP_003122485.1	XP_031797595.1
OG0013439	XP_003122510.2	XP_012408527.1
OG0013440	XP_005660689.2	XP_031797319.1
OG0013441	XP_003122511.1	XP_031799112.1
OG0013442	XP_020938423.1	XP_031799115.1
OG0013443	XP_005660694.3	XP_031799116.1
OG0013444	XP_013849495.2	XP_031799481.1
OG0013445	XP_003353796.4	XP_023362285.1
OG0013446	XP_020938428.1	XP_031799483.1
OG0013447	XP_020935524.1, NP_001231150.1	XP_031797529.1
OG0013448	XP_013849518.1	XP_031799485.1
OG0013449	XP_003122565.3	XP_031799712.1
OG0013450	XP_013849532.1	XP_031799488.1
OG0013451	XP_003122567.1	XP_031799823.1
OG0013453	XP_005660749.1	XP_031797298.1
OG0013454	XP_020938494.1	XP_031799497.1
OG0013455	XP_020938510.1	XP_031797975.1
OG0013456	XP_003122582.1	XP_031799496.1
OG0013457	XP_003122606.2	XP_031799499.1
OG0013458	XP_020938518.1	XP_031797252.1
OG0013459	XP_003122594.1	XP_031799502.1
OG0013460	XP_003122595.1	XP_012408271.1
OG0013461	XP_013849576.1	XP_003774167.1
OG0013462	XP_013849579.1	XP_023362305.2
OG0013463	NP_001177207.1, XP_020933199.1	XP_031799503.1
OG0013464	XP_003122640.3	XP_012408305.2
OG0013465	XP_020938563.1	XP_031799335.1
OG0013467	XP_020935694.1, NP_001230279.1	XP_031800098.1
OG0013468	XP_005660840.2	XP_031798785.1
OG0013469	XP_003353868.2	XP_031798791.1
OG0013471	XP_003353876.1	XP_003774091.1
OG0013472	XP_020938581.1	XP_031799340.1
OG0013473	XP_003122699.2	XP_031797578.1
OG0013474	NP_001121929.1	XP_003774058.2
OG0013475	XP_005661082.1	XP_031797287.1
OG0013478	NP_001167528.1	XP_003774197.1
OG0013479	XP_020938954.1	XP_031799479.1
OG0013480	XP_020940820.1	XP_023360804.1
OG0013481	XP_020956337.1	XP_023361737.1
OG0013482	XP_020931457.1	XP_031815741.1
OG0013483	NP_001121959.1, XP_020930214.1	XP_003763861.1
OG0013484	XP_020957214.1	XP_031798989.1
OG0013485	XP_020957219.1	XP_031798581.1
OG0013486	NP_001182292.1	XP_012407662.1
OG0013487	XP_020957264.1	XP_003772801.1
OG0013488	XP_020957266.1	XP_031798129.1
OG0013489	XP_020957268.1	XP_031798131.1
OG0013490	XP_005666933.3	XP_023361393.1
OG0013491	XP_020957270.1	XP_012407342.1
OG0013492	NP_001171384.1	XP_031797222.1
OG0013493	XP_003362020.1	XP_023361398.1
OG0013495	XP_005666953.1	XP_003774484.1
OG0013496	NP_001171397.1	XP_031799871.1
OG0013497	XP_020957299.1	XP_031799138.1
OG0013498	XP_003133447.4	XP_003763802.1
OG0013499	XP_020931812.1, XP_020931813.1	XP_031817153.1
OG0013500	XP_020930114.1, NP_001090909.1	XP_031815729.1
OG0013501	NP_001230621.1	XP_031815842.1
OG0013502	XP_003483643.2	XP_031815858.1
OG0013503	XP_020930910.1	XP_003763875.2
OG0013504	XP_013839399.2	XP_031815860.1
OG0013505	XP_005654217.2	XP_003763869.1
OG0013506	XP_003133311.2	XP_023354963.1
OG0013507	XP_020931757.1	XP_031815899.1
OG0013508	NP_999461.1	XP_003763898.1
OG0013509	XP_005671905.2	XP_031816517.1
OG0013510	XP_020957247.1	XP_003773247.1
OG0013511	XP_020924869.1	XP_031819236.1
OG0013512	XP_020924841.1	XP_031809458.1
OG0013513	XP_020924526.1	XP_031821734.1
OG0013514	XP_003354183.1	XP_031804010.1
OG0013515	XP_003123412.3	XP_003760731.3
OG0013516	XP_020939444.1	XP_023352343.2
OG0013517	XP_013842842.1, XP_013842844.1	XP_023354470.1
OG0013518	XP_005654758.1	XP_003760856.1
OG0013519	XP_003354038.1	XP_031803952.1
OG0013520	XP_020939969.1	XP_031804117.1
OG0013521	XP_005669695.1	XP_031813667.1
OG0013522	XP_003132267.1	XP_031821833.1
OG0013523	XP_013850098.2	XP_031804064.1
OG0013524	XP_003480863.1	XP_003762927.1
OG0013525	XP_020939964.1	XP_031804131.1
OG0013526	NP_001231151.1, XP_013852237.1	XP_031811736.1
OG0013527	XP_020953765.1, NP_001231148.1	XP_031811730.1
OG0013528	XP_020925470.1	XP_031812026.1
OG0013529	XP_020925101.1	XP_031812166.1
OG0013530	XP_020925064.1	XP_031812529.1
OG0013531	XP_020925039.1	XP_031811709.1
OG0013532	NP_001230428.1	XP_031811720.1
OG0013533	XP_013837457.2	XP_031820285.1
OG0013534	XP_003358580.2	XP_003762499.1
OG0013535	XP_020925023.1	XP_031811453.1
OG0013536	XP_020925018.1	XP_023353973.1
OG0013537	XP_020924980.1	XP_031811047.1
OG0013538	XP_020924979.1	XP_031810950.1
OG0013539	XP_005669801.1, NP_001106159.2	XP_003762456.1
OG0013540	XP_020924950.1	XP_031810466.1
OG0013541	XP_013837400.2	XP_023353921.1
OG0013542	NP_001231939.1, XP_020924082.1	XP_031810191.1
OG0013543	XP_020924876.1	XP_031809841.1
OG0013544	XP_020924872.1	XP_031816894.1
OG0013545	NP_001041538.1	XP_031809697.1
OG0013546	XP_013837299.2	XP_012399007.1
OG0013547	XP_020924843.1	XP_031809434.1
OG0013548	XP_020925466.1	XP_031808945.1
OG0013549	XP_020924650.1	XP_031808135.1
OG0013550	XP_020924636.1	XP_031805007.1
OG0013551	XP_020924561.1	XP_031813429.1
OG0013552	XP_020924559.1	XP_031801063.1
OG0013553	NP_001123715.1	XP_031813832.1
OG0013554	NP_001231584.1	XP_031814480.1
OG0013555	XP_005669650.1	XP_003762359.1
OG0013556	XP_003132272.1	XP_031814656.1
OG0013557	XP_001927860.2	XP_031814757.1
OG0013558	XP_003132262.1	XP_012398940.2
OG0013559	XP_020926304.1	XP_031815377.1
OG0013560	XP_005669590.1	XP_031815346.1
OG0013561	XP_020926301.1	XP_031815523.1
OG0013562	XP_005669582.3	XP_031817026.1
OG0013563	XP_020926272.1	XP_031816712.1
OG0013564	XP_020924385.1	XP_031816611.1
OG0013565	XP_020924364.1	XP_012398879.1
OG0013566	XP_020924380.1	XP_012398880.2
OG0013567	XP_020924308.1	XP_031816422.1
OG0013570	XP_005669508.1	XP_003772017.1
OG0013571	XP_003132198.3	XP_003772013.2
OG0013573	XP_013842955.2	XP_031803335.1
OG0013574	XP_020939078.1	XP_031803334.1
OG0013575	XP_003123618.1	XP_023352581.1
OG0013576	NP_001274340.1	XP_003760788.2
OG0013577	XP_020939089.1	XP_031803772.1
OG0013578	XP_003123571.1	XP_031804046.1
OG0013579	XP_020939134.1	XP_031804049.1
OG0013580	XP_020939138.1	XP_031804080.1
OG0013581	XP_003123541.1	XP_023352366.1
OG0013582	XP_020939220.1	XP_031803864.1
OG0013583	XP_003123539.1	XP_012397845.1
OG0013584	XP_020939236.1	XP_012397848.3
OG0013585	XP_020939240.1	XP_031803822.1
OG0013586	XP_013846561.1	XP_031803788.1
OG0013587	XP_003123474.1	XP_031803779.1
OG0013588	XP_003123477.1	XP_023352741.1
OG0013589	NP_001231359.1	XP_012397530.3
OG0013590	XP_003480823.2	XP_031803574.1
OG0013591	XP_005661289.2	XP_031803563.1
OG0013593	XP_003123381.1	XP_031803508.1
OG0013594	XP_020939380.1	XP_031803488.1
OG0013595	NP_999361.1	XP_012397558.1
OG0013596	XP_013846052.1	XP_031803468.1
OG0013597	XP_003123365.1	XP_031803470.1
OG0013598	XP_020939534.1	XP_031803606.1
OG0013599	XP_005654823.1	XP_012397326.1
OG0013600	XP_005654831.1	XP_031803430.1
OG0013601	XP_020939510.1	XP_031803419.1
OG0013602	XP_020939459.1	XP_031803393.1
OG0013603	XP_020939450.1	XP_012397392.1
OG0013604	XP_013842891.1	XP_031803380.1
OG0013605	XP_003123268.1	XP_031803362.1
OG0013607	XP_005674549.3	XP_031804212.1
OG0013608	XP_020939577.1	XP_031804213.1
OG0013609	XP_020939595.1	XP_012397770.1
OG0013610	XP_020939567.1	XP_031804227.1
OG0013611	XP_003123200.3	XP_031804205.1
OG0013612	XP_020940796.1	XP_031804160.1
OG0013613	XP_003123233.2	XP_023352676.1
OG0013614	NP_001231804.1	XP_012397738.1
OG0013615	NP_001231844.1, XP_005654809.1	XP_031804166.1
OG0013616	XP_020939544.1	XP_031804171.1
OG0013617	XP_020939549.1	XP_023352669.2
OG0013618	XP_003480864.1	XP_012397515.1
OG0013619	XP_003123140.1	XP_003760658.1
OG0013620	NP_001230149.1	XP_012397490.2
OG0013621	XP_020939700.1	XP_012397481.3
OG0013622	XP_020939701.1	XP_031803671.1
OG0013623	XP_020939706.1	XP_031803674.1
OG0013624	XP_003123116.2	XP_031803685.1
OG0013625	XP_020939722.1	XP_031803688.1
OG0013626	XP_020939725.1	XP_031803693.1
OG0013627	XP_003354055.1	XP_031803713.1
OG0013628	XP_003354050.1	XP_003760626.1
OG0013629	XP_020939795.1	XP_031804101.1
OG0013630	XP_003354039.2	XP_031803948.1
OG0013631	XP_020939842.1	XP_031804138.1
OG0013632	XP_020939863.1	XP_031803981.1
OG0013633	XP_020939867.1	XP_023352616.2
OG0013634	XP_020939882.1	XP_031803997.1
OG0013635	XP_013850291.1	XP_031803929.1
OG0013636	NP_001193360.1	XP_031803919.1
OG0013637	XP_005661451.1	XP_031803911.1, XP_031803910.1
OG0013638	XP_005661432.1, NP_001233126.1	XP_031803901.1
OG0013639	XP_005661424.2	XP_023354474.1
OG0013640	XP_005661420.1	XP_031803867.1
OG0013641	XP_003354012.3	XP_003762909.2
OG0013642	XP_020939968.1	XP_031804118.1
OG0013643	XP_020940806.1	XP_031804116.1
OG0013644	XP_003122961.6	XP_031797681.1
OG0013645	XP_020918067.1	XP_012400854.2
OG0013646	XP_020918358.1	XP_003764319.1
OG0013647	XP_003129806.4	XP_031816892.1
OG0013648	XP_005667307.1	XP_003764357.1
OG0013649	XP_013834745.2	XP_031816886.1
OG0013650	XP_005667282.2	XP_031816839.1
OG0013651	XP_003482633.1	XP_003764693.2
OG0013652	XP_020918268.1	XP_003764642.1
OG0013653	XP_020918238.1	XP_031817707.1
OG0013654	XP_013834604.1	XP_012400777.1
OG0013655	XP_020918178.1	XP_031817236.1
OG0013656	XP_005667190.2	XP_003764703.2
OG0013657	XP_013834594.1	XP_031817244.1
OG0013658	NP_001231164.1	XP_003764709.1
OG0013659	XP_005667158.1	XP_031817298.1
OG0013660	XP_003129639.1	XP_003764756.1
OG0013661	XP_020918006.1	XP_003765373.2
OG0013662	XP_020957866.1, NP_999118.1	XP_012401316.2
OG0013663	XP_003357184.3	XP_031817941.1
OG0013664	XP_020917996.1	XP_031817953.1
OG0013665	XP_020917966.1	XP_031799869.1
OG0013667	XP_003129436.1	XP_031797925.1
OG0013668	XP_020917912.1	XP_031797247.1
OG0013669	XP_020917911.1	XP_031797855.1
OG0013670	XP_020917899.1	XP_031799015.1
OG0013671	XP_003123030.1	XP_031800023.1
OG0013672	XP_003123029.2	XP_003773621.1
OG0013673	XP_005661188.2	XP_031797834.1
OG0013674	XP_005661187.1	XP_003773646.1
OG0013675	XP_003480779.2	XP_003773624.1
OG0013676	XP_020938918.1	XP_003773574.1
OG0013677	XP_020938911.1	XP_012407980.1
OG0013678	XP_020940956.1	XP_031797818.1
OG0013679	XP_013842738.1	XP_031798457.1
OG0013681	XP_003353887.1	XP_003774067.1
OG0013682	XP_003129839.1	XP_031816882.1
OG0013683	XP_020918062.1	XP_012400857.1
OG0013684	XP_020921426.1	XP_031814395.1
OG0013685	XP_003357931.2	XP_031814484.1
OG0013686	XP_020921551.1	XP_031814549.1
OG0013687	XP_001925756.5	XP_012400721.2
OG0013688	NP_001230458.1	XP_031817815.1
OG0013689	XP_005652396.2, NP_001035834.1	XP_031817786.1
OG0013690	XP_020921243.1	XP_031817782.1
OG0013691	XP_020921051.1	XP_031814239.1
