Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0016718	XP_045649633.1	XP_031795221.1
OG0016719	XP_045649628.1	XP_003762597.3
OG0016722	XP_045648266.1	XP_031795294.1
OG0016723	XP_045648210.1	XP_003771825.1
OG0016724	XP_045649555.1	XP_031795409.1
OG0016726	XP_045669393.1	XP_023361612.1
OG0016727	XP_045670603.1	XP_031807046.1
OG0016729	XP_045631925.1	XP_023350371.1
OG0016730	XP_045669415.1	XP_031805440.1
OG0016731	XP_045665099.1	XP_003757857.1
OG0016733	XP_045644325.1	XP_003773505.1
OG0016734	XP_045665110.1	XP_023350367.1
OG0016735	XP_045657296.1	XP_031823173.1, XP_003769851.1
OG0016736	XP_045664731.1	XP_031797658.1
OG0016737	XP_045631882.1	XP_023362473.2
OG0016738	XP_045648147.1, XP_045648146.1	XP_031817883.1
OG0016741	XP_045631487.1	XP_031798716.1
OG0016743	XP_045642478.1	XP_031799533.1
OG0016744	XP_045631611.1	XP_031799468.1
OG0016745	XP_045631613.1	XP_031798134.1
OG0016746	XP_045654951.1	XP_031799622.1
OG0016748	XP_045639155.1	XP_003763872.1
OG0016749	XP_045628592.1	XP_031805251.1
OG0016750	XP_045634610.1	XP_031795941.1
OG0016751	XP_045634715.1	XP_031803814.1
OG0016752	XP_045656187.1	XP_012397706.1
OG0016753	XP_045656230.1	XP_003760913.1
OG0016754	XP_045634314.1	XP_003760553.2
OG0016756	XP_045664196.1	XP_031811066.1
OG0016757	XP_045664049.1	XP_003762417.2
OG0016759	XP_045663230.1	XP_031814022.1
OG0016760	XP_045663166.1	XP_031814588.1
OG0016761	XP_045663111.1	XP_031814965.1
OG0016762	XP_045634332.1	XP_031794457.1
OG0016763	XP_045634326.1	XP_031816362.1
OG0016764	XP_045634561.1	XP_031803852.1
OG0016766	XP_045630377.1	XP_023354566.1
OG0016767	XP_045660315.1	XP_031803690.1
OG0016769	XP_045660359.1	XP_031803746.1
OG0016770	XP_045656184.1	XP_003760884.1
OG0016771	XP_045671544.1	XP_023355442.2
OG0016772	XP_045672097.1	XP_031817202.1
OG0016773	XP_045672146.1	XP_031817204.1
OG0016774	XP_045638930.1	XP_003764899.1
OG0016775	XP_045642721.1, XP_045642720.1	XP_003774045.2
OG0016776	XP_045652680.1	XP_031814236.1
OG0016777	XP_045652726.1	XP_031814260.1
OG0016779	XP_045667087.1	XP_012401731.3
OG0016781	XP_045628939.1	XP_003765753.1
OG0016783	XP_045652704.1	XP_023355411.1
OG0016784	XP_045647906.1	XP_031815678.1
OG0016785	XP_045654191.1	XP_023354141.2
OG0016787	XP_045647799.1	XP_012400060.1
OG0016788	XP_045632732.1	XP_031806896.1
OG0016789	XP_045666446.1	XP_031806907.1
OG0016791	XP_045664014.1	XP_031799407.1
OG0016792	XP_045651361.1	XP_023350161.2
OG0016793	XP_045665687.1	XP_031806920.1
OG0016794	XP_045665499.1	XP_003758198.1
OG0016796	XP_045663507.1	XP_031810012.1
OG0016797	XP_045663138.1	XP_012409068.1
OG0016798	XP_045663086.1	XP_031809982.1
OG0016800	XP_045666486.1	XP_031805176.1
OG0016802	XP_045664431.1	XP_003757721.3
OG0016804	XP_045651009.1	XP_003757669.1
OG0016807	XP_045650476.1	XP_031807663.1
OG0016808	XP_045651425.1	XP_031807699.1
OG0016809	XP_045630000.1	XP_031805055.1, XP_031805517.1
OG0016810	XP_045650167.1	XP_031825249.1
OG0016811	XP_045653041.1	XP_031816641.1
OG0016812	XP_045630038.1	XP_023351196.1
OG0016813	XP_045629942.1	XP_023350539.1
OG0016815	XP_045635428.1	XP_031804273.1
OG0016816	XP_045635371.1	XP_031804507.1
OG0016817	XP_045671623.1	XP_003760953.2
OG0016818	XP_045670619.1	XP_031804228.1
OG0016819	XP_045634138.1	XP_031804323.1
OG0016820	XP_045647571.1	XP_003761227.1
OG0016821	XP_045647552.1	XP_031804560.1
OG0016822	XP_045647510.1	XP_031804590.1
OG0016823	XP_045647507.1	XP_031804592.1
OG0016824	XP_045647491.1	XP_031804695.1
OG0016826	XP_045647399.1	XP_031804814.1
OG0016828	XP_045658440.1	XP_031804965.1
OG0016830	XP_045658390.1	XP_031804985.1
OG0016831	XP_045658389.1	XP_031804901.1
OG0016832	XP_045656767.1	XP_031793844.1
OG0016833	XP_045656946.1	XP_023361060.2
OG0016834	XP_045656941.1	XP_003772252.1
OG0016839	XP_045637443.1	XP_031794223.1
OG0016841	XP_045656906.1	XP_031793668.1
OG0016842	XP_045656725.1	XP_031793604.1
OG0016843	XP_045667811.1	XP_031794290.1
OG0016844	XP_045658807.1	XP_031811643.1
OG0016846	XP_045658806.1	XP_003755393.1
OG0016847	XP_045659306.1	XP_023351262.2
OG0016848	XP_045665502.1	XP_031812869.1
OG0016849	XP_045658266.1, XP_045665913.1	XP_003758968.2, XP_012396064.1
OG0016850	XP_045640797.1	XP_031812071.1
OG0016851	XP_045659308.1	XP_023351987.1
OG0016854	XP_045645107.1	XP_031802213.1
OG0016856	XP_045645085.1	XP_003759821.1
OG0016857	XP_045644960.1	XP_023351745.2
OG0016858	XP_045662062.1	XP_031802814.1
OG0016860	XP_045651131.1	XP_031812473.1
OG0016861	XP_045626561.1	XP_023356268.1
OG0016862	XP_045628172.1	XP_003756108.1
OG0016863	XP_045666738.1	XP_003755678.1
OG0016864	XP_045671491.1	XP_031807981.1
OG0016865	XP_045641454.1	XP_003766644.1
OG0016869	XP_045649225.1	XP_003772919.1
OG0016870	XP_045645997.1	XP_003772941.1
OG0016871	XP_045655102.1	XP_031798732.1
OG0016872	XP_045655135.1	XP_031799259.1
OG0016874	XP_045649069.1	XP_031800075.1
OG0016878	XP_045641315.1	XP_003763603.2
OG0016879	XP_045641578.1	XP_031815550.1
OG0016883	XP_045663950.1	XP_031801965.1
OG0016884	XP_045667175.1	XP_023357086.2
OG0016885	XP_045667590.1	XP_031813452.1
OG0016886	XP_045632630.1	XP_031823943.1
OG0016887	XP_045667631.1	XP_023352145.2
OG0016888	XP_045667554.1	XP_031802763.1
OG0016890	XP_045656599.1	XP_003769456.3
OG0016891	XP_045659874.1	XP_031821102.1
OG0016893	XP_045667605.1	XP_023352140.2
OG0016894	XP_045636405.1	XP_031816376.1
OG0016895	XP_045662112.1	XP_031816283.1
OG0016896	XP_045633589.1	XP_031813895.1
OG0016897	XP_045633575.1	XP_031816996.1
OG0016898	XP_045633563.1	XP_012401808.1
OG0016900	XP_045651661.1	XP_003767784.3
OG0016901	XP_045643485.1	XP_031793090.1
OG0016902	XP_045639950.1	XP_003769675.1
OG0016906	XP_045631569.1	XP_031800445.1
OG0016908	XP_045631612.1	XP_031800230.1
OG0016913	XP_045633981.1	XP_012402295.1
OG0016914	XP_045660946.1	XP_003763557.1
OG0016918	XP_045660953.1	XP_031800838.1
OG0016922	XP_045635372.1	XP_023362913.1
OG0016925	XP_045653135.1	XP_031800326.1
OG0016927	XP_045644910.1	XP_031800985.1
OG0016929	XP_045644914.1	XP_031800232.1
OG0016933	XP_045662917.1	XP_031809961.1
OG0016934	XP_045636873.1	XP_031805357.1, XP_003755809.2, XP_003755811.1, XP_003755810.2
OG0016936	XP_045662172.1	XP_003765993.3
OG0016939	XP_045642445.1	XP_003773899.1
OG0016940	XP_045627813.1	XP_031808061.1
OG0016941	XP_045662949.1, XP_045663053.1	XP_031818986.1
OG0016942	XP_045661452.1	XP_003769494.1
OG0016944	XP_045647136.1	XP_003759093.2, XP_003759092.2
OG0016945	XP_045653268.1	XP_003768773.1
OG0016947	XP_045671335.1	XP_003764836.1
OG0016948	XP_045638694.1	XP_003764791.4, XP_003764790.4
OG0016949	XP_045645788.1	XP_012408549.1
OG0016950	XP_045648643.1	XP_012406486.1
OG0016953	XP_045650981.1	XP_031805167.1
OG0016954	XP_045641529.1	XP_003763468.1
OG0016959	XP_045663085.1	XP_031814327.1
OG0016961	XP_045667912.1	XP_012397533.2
OG0016963	XP_045632800.1	XP_031818752.1
OG0016967	XP_045645118.1	XP_023351788.1
OG0016980	XP_045642226.1	XP_031823804.1
OG0016981	XP_045670155.1	XP_031824501.1
OG0016982	XP_045655866.1	XP_031819663.1
OG0016983	XP_045668309.1	XP_031811944.1
OG0016986	XP_045644909.1	XP_031800683.1
OG0016987	XP_045635541.1	XP_031794503.1
OG0016989	XP_045626713.1	XP_031798433.1
OG0016990	XP_045635261.1	XP_012407373.1
OG0016991	XP_045631881.1	XP_031797778.1
OG0016992	XP_045671338.1	XP_003764895.1
OG0016993	XP_045653501.1	XP_012400375.1
OG0016995	XP_045638789.1	XP_031817333.1
OG0016996	XP_045642961.1	XP_023362168.1
OG0016998	XP_045638860.1	XP_003764832.1, XP_003764830.1
OG0016999	XP_045634935.1, XP_045634938.1	XP_003774837.1
OG0017000	XP_045664856.1	XP_031805742.1
OG0017001	XP_045669715.1	XP_023357132.1
OG0017003	XP_045628492.1	XP_003762565.1
OG0017006	XP_045636881.1	XP_023351488.2
OG0017007	XP_045636989.1	XP_031795445.1
OG0017008	XP_045628281.1	XP_012399155.1
OG0017010	XP_045645421.1	XP_031817630.1
OG0017012	XP_045631106.1	XP_031819960.1
OG0017013	XP_045631077.1	XP_031817692.1
OG0017014	XP_045628225.1	XP_031819290.1
OG0017024	XP_045650982.1	XP_031805165.1
OG0017025	XP_045650427.1	XP_031809270.1
OG0017026	XP_045650383.1	XP_012406913.1
OG0017027	XP_045650386.1	XP_023361073.1
OG0017028	XP_045650385.1	XP_031809289.1
OG0017029	XP_045650975.1	XP_031792858.1
OG0017032	XP_045651307.1	XP_012398436.1
OG0017033	XP_045651373.1	XP_031811381.1
OG0017034	XP_045626820.1	XP_031799632.1
OG0017035	XP_045627351.1	XP_031800100.1
OG0017036	XP_045658254.1	XP_031824552.1
OG0017037	XP_045639339.1	XP_003755218.1
OG0017040	XP_045653480.1	XP_003764263.1
OG0017043	XP_045653560.1	XP_012400481.1
OG0017045	XP_045653155.1	XP_023358546.1
OG0017046	XP_045634126.1	XP_012398302.1
OG0017047	XP_045640259.1	XP_003761750.3
OG0017049	XP_045641932.1	XP_023353624.1
OG0017050	XP_045641899.1	XP_031819305.1, XP_031819298.1
OG0017052	XP_045642213.1	XP_031805239.1
OG0017053	XP_045643856.1	XP_031792948.1
OG0017056	XP_045653404.1	XP_031805197.1
OG0017057	XP_045663679.1	XP_031808299.1
OG0017059	XP_045655281.1	XP_031808982.1
OG0017060	XP_045637681.1	XP_031822093.1
OG0017062	XP_045630855.1	XP_031821475.1
OG0017063	XP_045631009.1	XP_031821521.1
OG0017066	XP_045670373.1	XP_023358248.1, XP_003768471.2
OG0017068	XP_045644776.1	XP_023358156.2
OG0017069	XP_045629584.1	XP_031823532.1
OG0017070	XP_045629483.1	XP_023359476.1
OG0017071	XP_045629459.1	XP_031823625.1
OG0017072	XP_045659658.1	XP_012409507.1
OG0017073	XP_045659668.1	XP_003757583.1
OG0017074	XP_045659674.1	XP_031807771.1
OG0017075	XP_045659683.1	XP_003757589.2
OG0017076	XP_045659692.1	XP_003757625.1
OG0017077	XP_045659685.1	XP_031807756.1
OG0017079	XP_045647100.1	XP_031805186.1
OG0017081	XP_045644174.1	XP_031805591.1
OG0017082	XP_045650677.1	XP_031808968.1
OG0017083	XP_045636722.1	XP_031799277.1
OG0017086	XP_045627925.1	XP_031820409.1
OG0017087	XP_045651452.1	XP_031820918.1
OG0017088	XP_045633777.1	XP_023358730.1
OG0017089	XP_045633015.1	XP_031820716.1
OG0017090	XP_045658922.1	XP_031819824.1
OG0017091	XP_045654461.1	XP_031820245.1
OG0017095	XP_045633452.1	XP_012405583.1
OG0017096	XP_045655414.1	XP_031824414.1
OG0017097	XP_045644520.1, XP_045645096.1, XP_045644499.1, XP_045644500.1	XP_003755824.1
OG0017099	XP_045649641.1	XP_003772463.1, XP_003772715.2
OG0017102	XP_045649494.1	XP_031807377.1
OG0017104	XP_045649638.1	XP_003771757.1
OG0017106	XP_045644842.1	XP_031807023.1
OG0017107	XP_045669408.1	XP_031805442.1
OG0017108	XP_045664912.1	XP_012395547.1
OG0017109	XP_045664745.1	XP_031806845.1
OG0017114	XP_045643029.1	XP_003774653.1
OG0017115	XP_045633681.1	XP_023354914.1
OG0017117	XP_045654613.1	XP_031799398.1
OG0017119	XP_045634815.1	XP_012398885.1
OG0017121	XP_045668396.1	XP_031811848.1
OG0017123	XP_045634779.1	XP_012399618.1
OG0017124	XP_045632668.1	XP_031803584.1
OG0017127	XP_045638911.1	XP_003764916.1
OG0017128	XP_045672231.1	XP_031817270.1
OG0017129	XP_045666974.1	XP_031814415.1
OG0017130	XP_045666951.1	XP_031814432.1
OG0017131	XP_045668245.1	XP_012402088.1
OG0017132	XP_045667029.1	XP_031816986.1
OG0017133	XP_045668878.1	XP_003766111.1
OG0017135	XP_045650183.1	XP_023350160.2
OG0017142	XP_045652709.1	XP_031817836.1
OG0017143	XP_045652712.1	XP_012400667.2
OG0017144	XP_045652692.1	XP_012400658.1
OG0017145	XP_045630079.1	XP_031805510.1
OG0017146	XP_045671631.1	XP_031804795.1
OG0017147	XP_045635340.1	XP_031804523.1
OG0017150	XP_045637239.1	XP_003771331.1
OG0017151	XP_045656942.1	XP_003772272.1
OG0017152	XP_045656940.1	XP_031793684.1
OG0017154	XP_045665506.1	XP_031812885.1
OG0017156	XP_045659316.1	XP_003755339.2
OG0017157	XP_045665438.1	XP_031812899.1
OG0017158	XP_045626545.1	XP_031807945.1
OG0017160	XP_045641661.1	XP_003763477.1
OG0017163	XP_045648688.1	XP_003774380.1
OG0017165	XP_045649576.1	XP_023361492.1
OG0017166	XP_045649459.1	XP_012407415.1
OG0017168	XP_045643105.1	XP_031801989.1
OG0017169	XP_045632545.1	XP_031823873.1
OG0017172	XP_045667634.1	XP_031802650.1
OG0017174	XP_045645162.1	XP_031800292.1
OG0017175	XP_045669601.1	XP_031814899.1, XP_012401571.1
OG0017178	XP_045635342.1	XP_031800384.1
OG0017184	XP_045661448.1	XP_003769496.1
OG0017185	XP_045640729.1	XP_031801677.1
OG0017186	XP_045669310.1	XP_023353254.2
OG0017187	XP_045647108.1	XP_003757160.1
OG0017191	XP_045643003.1	XP_031797812.1
OG0017192	XP_045651384.1	XP_003757649.1
OG0017193	XP_045630342.1	XP_031803593.1
OG0017195	XP_045639022.1	XP_003766814.1, XP_012402606.1, XP_003764920.1
OG0017197	XP_045646601.1	XP_031824678.1
OG0017198	XP_045651048.1	XP_012408589.1
OG0017199	XP_045640537.1	XP_003768076.1
OG0017200	XP_045652682.1	XP_023355407.1
OG0017205	XP_045647123.1	XP_003757136.2
OG0017207	XP_045643433.1	XP_003770710.1
OG0017208	XP_045640791.1	XP_003767945.1
OG0017211	XP_045669330.1	XP_031797704.1
OG0017214	XP_045664007.1	XP_003774549.1
OG0017238	XP_045630154.1	XP_023354649.1
OG0017239	XP_045648902.1	XP_003772886.2
OG0017241	XP_045652703.1	XP_031817805.1
OG0017246	XP_045645130.1, XP_045644510.1, XP_045644512.1	XP_003755799.1
OG0017247	XP_045643000.1	XP_003774005.1
OG0017248	XP_045642807.1	XP_012408541.1
OG0017249	XP_045638698.1	XP_003764783.1
OG0017250	XP_045639030.1	XP_012407963.1
OG0017252	XP_045636531.1	XP_003761916.1, XP_003763182.1
OG0017253	XP_045659860.1	XP_003774553.1, XP_003773881.1
OG0017254	XP_045661408.1	XP_031793370.1
OG0017256	XP_045626582.1	XP_031793328.1
OG0017258	XP_045638601.1	XP_031818399.1
OG0017260	XP_045626814.1	XP_003775399.3
OG0017261	XP_045626827.1	XP_031797485.1
OG0017263	XP_045671537.1	XP_031799148.1, XP_031799146.1
OG0017265	XP_045671199.1	XP_003756754.1
OG0017266	XP_045671316.1	XP_031820875.1
OG0017267	XP_045653584.1	XP_031817239.1
OG0017268	XP_045653913.1	XP_012400425.1
OG0017272	XP_045669261.1	XP_031797230.1
OG0017273	XP_045669294.1	XP_012398242.1
OG0017274	XP_045626874.1	XP_003761471.1
OG0017278	XP_045643608.1	XP_023357661.1
OG0017280	XP_045651842.1	XP_031822818.1
OG0017281	XP_045652383.1	XP_031824556.1
OG0017283	XP_045658745.1	XP_003755878.1
OG0017284	XP_045658623.1	XP_003755931.1
OG0017285	XP_045670381.1	XP_031824507.1, XP_031824506.1, XP_031824508.1
OG0017286	XP_045670178.1	XP_031821830.1
OG0017287	XP_045637643.1	XP_031824676.1
OG0017288	XP_045670439.1	XP_012404082.1
OG0017291	XP_045659737.1	XP_031807852.1
OG0017292	XP_045645904.1	XP_003772502.1
OG0017296	XP_045650994.1	XP_031795215.1
OG0017298	XP_045642260.1	XP_023358744.1
OG0017299	XP_045651662.1	XP_003768972.1
OG0017302	XP_045633203.1	XP_031803175.1
OG0017303	XP_045659903.1	XP_031803341.1
OG0017304	XP_045633366.1	XP_003760575.1
OG0017308	XP_045655447.1	XP_031825045.1
OG0017311	XP_045649521.1	XP_031807356.1
OG0017314	XP_045646619.1	XP_031822443.1
OG0017315	XP_045649472.1	XP_031807599.1
OG0017316	XP_045649623.1	XP_023360546.1
OG0017317	XP_045649406.1	XP_031794613.1
OG0017318	XP_045626602.1	XP_031798437.1
OG0017320	XP_045626672.1	XP_031798438.1
OG0017321	XP_045631879.1	XP_031797734.1
OG0017322	XP_045631775.1	XP_031800068.1
OG0017323	XP_045643066.1	XP_031798754.1
OG0017324	XP_045656008.1	XP_031804156.1
OG0017328	XP_045667946.1	XP_031803571.1
OG0017331	XP_045638931.1	XP_031817345.1
OG0017332	XP_045638894.1	XP_003764838.1
OG0017333	XP_045672152.1	XP_003764714.1
OG0017334	XP_045638856.1	XP_012400909.1
OG0017338	XP_045668141.1	XP_031819543.1
OG0017340	XP_045663378.1	XP_031810003.1
OG0017341	XP_045651875.1	XP_031818644.1, XP_031813339.1
OG0017342	XP_045671139.1	XP_031804826.1
OG0017344	XP_045637229.1	XP_023360377.1
OG0017345	XP_045637169.1	XP_031796052.1
OG0017347	XP_045656786.1	XP_031796046.1
OG0017349	XP_045659209.1	XP_031811801.1
OG0017350	XP_045659311.1	XP_031805218.1
OG0017351	XP_045645058.1	XP_031802280.1
OG0017353	XP_045646417.1	XP_031797191.1
OG0017354	XP_045668606.1	XP_031813384.1
OG0017355	XP_045632639.1	XP_031816985.1
OG0017356	XP_045632631.1	XP_023359604.1
OG0017357	XP_045645081.1	XP_031802290.1
OG0017359	XP_045651674.1	XP_031802646.1
OG0017361	XP_045667559.1	XP_031802804.1
OG0017362	XP_045656264.1	XP_031813084.1
OG0017368	XP_045644724.1	XP_031800878.1
OG0017369	XP_045646457.1	XP_031800928.1
OG0017370	NP_597965.1	YP_006883664.1
OG0017374	XP_045640735.1	XP_003763158.2
OG0017376	XP_045630318.1	XP_003760792.2
OG0017378	XP_045636081.1	XP_031795749.1
OG0017384	XP_045661581.1	XP_003759734.2
OG0017385	XP_045627193.1	XP_031810730.1
OG0017386	XP_045626592.1	XP_031798444.1
OG0017392	XP_045660374.1	XP_031803754.1, XP_023362479.1
OG0017395	XP_045653571.1	XP_003764164.1, XP_003764162.1, XP_003764163.1, XP_003764165.1
OG0017398	XP_045641616.1	XP_031814736.1
OG0017401	XP_045640011.1	XP_023353548.1
OG0017403	XP_045652681.1	XP_003764615.1
OG0017404	XP_045668094.1	XP_031811071.1
OG0017406	XP_045630669.1	XP_023355720.1
OG0017412	XP_045633107.1, XP_045656319.1	XP_003768748.2
OG0017428	XP_045669613.1	XP_012401581.1
OG0017434	XP_045638785.1	XP_003764772.1
OG0017436	XP_045628271.1	XP_023358474.1
OG0017437	XP_045642999.1	XP_003774007.1, XP_031797513.1
OG0017438	XP_045656711.1	XP_003770964.1
OG0017448	XP_045662406.1	XP_031819025.1
OG0017452	XP_045665817.1	XP_031822455.1
OG0017464	XP_045629737.1	XP_003761612.1
OG0017468	XP_045637474.1	XP_023358160.1
OG0017470	XP_045631022.1	XP_031821523.1
OG0017471	XP_045670376.1	XP_031821849.1
OG0017472	XP_045637574.1	XP_003768263.1
OG0017475	XP_045627728.1	XP_031814661.1
OG0017479	XP_045655599.1	XP_012402942.1
OG0017480	XP_045665088.1	XP_031805120.1
OG0017484	XP_045652675.1	XP_012400078.1, XP_003763797.4
OG0017485	XP_045668337.1	XP_031812273.1
OG0017487	XP_045663501.1	XP_012398933.1
OG0017489	XP_045634664.1	XP_031803836.1
OG0017491	XP_045630349.1	XP_031804153.1
OG0017494	XP_045660342.1	XP_012397590.1
OG0017500	XP_045664596.1	XP_031799654.1
OG0017501	XP_045628945.1	XP_031814590.1
OG0017506	XP_045651479.1	XP_003757661.2
OG0017509	XP_045632483.1	XP_031796028.1
OG0017510	XP_045656687.1	XP_031793692.1
OG0017511	XP_045656690.1	XP_031796048.1
OG0017512	XP_045665507.1	XP_012398156.1
OG0017513	XP_045661991.1	XP_012406757.1
OG0017515	XP_045641397.1	XP_031815022.1, XP_031815021.1
OG0017518	XP_045651879.1	XP_031801971.1
OG0017521	XP_045669567.1	XP_031814906.1
OG0017523	NP_597955.1	YP_006883654.1
OG0017524	NP_597956.1	YP_006883655.1
OG0017525	NP_597957.1	YP_006883656.1
OG0017526	NP_597958.1	YP_006883657.1
OG0017527	NP_597960.1	YP_006883659.1
OG0017528	NP_597961.1	YP_006883660.1
OG0017529	NP_597962.1	YP_006883661.1
OG0017530	NP_597963.1	YP_006883662.1
OG0017531	NP_597964.1	YP_006883663.1
OG0017532	NP_597966.1	YP_006883665.1
OG0017533	NP_597967.1	YP_006883666.1
OG0017535	XP_045645101.1, XP_045642308.1	XP_003755820.2
OG0017536	XP_045648134.1	XP_031795875.1
OG0017542	XP_045628420.1	XP_031799553.1, XP_031799555.1, XP_012399540.1
OG0017543	XP_045636240.1	XP_031799056.1
OG0017552	XP_045632757.1	XP_003758185.2
OG0017554	XP_045654589.1	XP_031797630.1
OG0017558	XP_045642307.1	XP_012404472.1
OG0017560	XP_045651415.1	XP_031805353.1
OG0017565	XP_045665982.1	XP_031809718.1
OG0017570	XP_045665365.1	XP_003754990.3
OG0017599	XP_045646308.1	XP_003763025.1
OG0017602	XP_045648411.1	XP_031794054.1, XP_031794055.1
OG0017603	XP_045671353.1	XP_003764888.2, XP_012400911.2
OG0017605	XP_045647129.1	XP_003757166.1
OG0017610	XP_045630793.1	XP_031797484.1
OG0017611	XP_045639598.1	XP_031812109.1
OG0017613	XP_045654228.1	XP_031818944.1
OG0017614	XP_045659330.1	XP_031818927.1
OG0017616	XP_045670945.1	XP_012395779.1
OG0017621	XP_045659664.1	XP_031807795.1
OG0017622	XP_045659629.1	XP_012395057.1
OG0017623	XP_045671470.1	XP_031793694.1
OG0017627	XP_045660643.1	XP_031820596.1
OG0017635	XP_045635525.1	XP_031795450.1
OG0017637	XP_045658239.1	XP_023359259.1
OG0017638	XP_045657380.1	XP_012405085.1
OG0017643	XP_045630364.1, XP_045630363.1	XP_031803350.1
OG0017645	XP_045664367.1	XP_031807539.1
OG0017647	XP_045665360.1	XP_031812539.1
OG0017648	XP_045666731.1	XP_023354189.2
OG0017650	XP_045641589.1	XP_031815500.1
OG0017652	XP_045641564.1	XP_031815466.1, XP_031815465.1, XP_012399927.2
OG0017655	XP_045646447.1	XP_031800438.1
OG0017658	NP_597959.1	YP_006883658.1
OG0017665	XP_045633782.1	XP_031824486.1
OG0017667	XP_045670720.1	XP_031820059.1
OG0017678	XP_045666990.1	XP_031816971.1
OG0017683	XP_045661576.1	XP_023358973.1
OG0017733	XP_045630808.1	XP_003773502.1
OG0017734	XP_045664913.1	XP_023350588.1, XP_031806844.1
OG0017736	XP_045638918.1	XP_003764837.1
OG0017739	XP_045642962.1	XP_012408120.1
OG0017740	XP_045665305.1	XP_012396381.1
OG0017741	XP_045669370.1	XP_031820002.1
OG0017747	XP_045631068.1	XP_003766757.1
OG0017758	XP_045671766.1	XP_031808193.1
OG0017760	XP_045627622.1	XP_031805107.1
OG0017761	XP_045651034.1	XP_031808875.1
OG0017766	XP_045649684.1	XP_031799993.1
OG0017767	XP_045642473.1	XP_003774690.1
OG0017768	XP_045633675.1	XP_012400107.1
OG0017772	XP_045663080.1	XP_023363112.1
OG0017774	XP_045671168.1	XP_031804818.1
OG0017779	XP_045665337.1	XP_023353700.1, XP_023353608.1, XP_023353660.1
OG0017781	XP_045665306.1	XP_023351373.1
OG0017783	XP_045666639.1	XP_031811156.1
OG0017784	XP_045663997.1	XP_012396632.1
OG0017793	XP_045629590.1	XP_023350782.1
OG0017796	XP_045664836.1	XP_031806235.1
OG0017803	XP_045632198.1	XP_003769940.2
OG0017805	XP_045664805.1	XP_031805081.1
OG0017826	XP_045636753.1	XP_031801245.1
