Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0015523	XP_026241740.1	XP_039324191.1
OG0015524	XP_026250812.1	XP_039323942.1
OG0015526	XP_026258362.1	XP_003931980.2
OG0015527	XP_026258354.1	XP_039324005.1
OG0015528	XP_026264265.1	XP_003932152.1, XP_003932015.1
OG0015529	XP_026264269.1	XP_003932155.3
OG0015530	XP_026265725.1	XP_039320450.1
OG0015531	XP_026263644.1	XP_003933750.1
OG0015532	XP_026267481.1	XP_003921059.1
OG0015533	XP_026264712.1	XP_003938733.1
OG0015534	XP_026256040.1	XP_003935206.2
OG0015535	XP_026257356.1	XP_003935237.1
OG0015537	XP_026248589.1	XP_003921047.1
OG0015538	XP_026248573.1	XP_003921053.1
OG0015539	XP_026248598.1	XP_010341441.1
OG0015540	XP_026267469.1	XP_003921061.1
OG0015541	XP_026244529.1	XP_003921077.1
OG0015542	XP_026244527.1	XP_003921079.1
OG0015543	XP_026244494.1	XP_003921081.1
OG0015544	XP_026255168.1	XP_003921228.1
OG0015545	XP_026270834.1	XP_039328963.1
OG0015546	XP_026268843.1	XP_010343536.1
OG0015547	XP_026268836.1	XP_039328713.1
OG0015548	XP_026247329.1	XP_039328921.1
OG0015549	XP_026247359.1	XP_010343773.1
OG0015550	XP_026247327.1	XP_003921275.1
OG0015551	XP_026247357.1	XP_003921286.1
OG0015552	XP_026247314.1	XP_003921287.1
OG0015553	XP_026253041.1	XP_039328775.1
OG0015554	XP_026264112.1	XP_010347628.1
OG0015555	XP_026264268.1	XP_003938717.1
OG0015556	XP_026264459.1	XP_003938718.1
OG0015557	XP_026264022.1	XP_003938721.1
OG0015558	XP_026264312.1	XP_003938726.2
OG0015559	XP_026264690.1	XP_039328930.1
OG0015560	XP_026264294.1	XP_039328774.1
OG0015561	XP_026264304.1	XP_010343971.2
OG0015562	XP_026270603.1	XP_003935163.1
OG0015563	XP_026256013.1	XP_039328980.1
OG0015564	XP_026256032.1	XP_003935254.3
OG0015565	XP_026256033.1	XP_003935202.1
OG0015566	XP_026256037.1	XP_010344000.1
OG0015567	XP_026256036.1	XP_039328727.1
OG0015568	XP_026256007.1	XP_003935205.2
OG0015569	XP_026263251.1	XP_003935213.2
OG0015571	XP_026257337.1	XP_010344021.1
OG0015572	XP_026236688.1	XP_003921121.1
OG0015573	XP_026266353.1	XP_003921104.1
OG0015574	XP_026266350.1	XP_003921102.1
OG0015575	XP_026244509.1	XP_003921086.1
OG0015577	XP_026249291.1	XP_010345850.1
OG0015578	XP_026249263.1	XP_039329815.1
OG0015579	XP_026266465.1	XP_010347650.2
OG0015580	XP_026253589.1	XP_003936969.1
OG0015582	XP_026267810.1	XP_010344617.2
OG0015583	XP_026247216.1	XP_003927898.1
OG0015584	XP_026240533.1	XP_003927997.1
OG0015585	XP_026267782.1	XP_010344580.1
OG0015586	XP_026266169.1	XP_003937022.1
OG0015587	XP_026266190.1	XP_003937021.2
OG0015588	XP_026266196.1	XP_003937032.1
OG0015589	XP_026266194.1	XP_039330018.1
OG0015591	XP_026249288.1	XP_039329606.1
OG0015592	XP_026249280.1	XP_010345884.1
OG0015593	XP_026249194.1	XP_003937566.1
OG0015594	XP_026249175.1	XP_003937570.1
OG0015595	XP_026262663.1	XP_003937293.1
OG0015596	XP_026238159.1	XP_003921598.1
OG0015597	XP_026238406.1	XP_003921602.1
OG0015598	XP_026237501.1	XP_039329550.1
OG0015600	XP_026253485.1	XP_003936935.1
OG0015601	XP_026253581.1	XP_003936960.1
OG0015602	XP_026253580.1	XP_003936951.1
OG0015603	XP_026253549.1	XP_003936965.2
OG0015604	XP_026253609.1	XP_039330395.1
OG0015605	XP_026253476.1	XP_003936998.1
OG0015606	XP_026253479.1	XP_010345771.1
OG0015607	XP_026267796.1	XP_003935835.1
OG0015608	XP_026267789.1	XP_003935842.1
OG0015609	XP_026267794.1	XP_039318892.1
OG0015610	XP_026269974.1	XP_010333382.1
OG0015611	XP_026265145.1, XP_026252780.1	XP_039328149.1
OG0015612	XP_026247198.1	XP_003927882.1
OG0015613	XP_026247202.1	XP_003927884.1
OG0015614	XP_026252954.1	XP_003927914.1
OG0015615	XP_026252704.1	XP_003929636.1
OG0015616	XP_026253794.1	XP_039328114.1
OG0015617	XP_026248513.1	XP_003928057.2
OG0015618	XP_026240495.1	XP_010336911.2
OG0015620	XP_026240481.1	XP_003928008.1
OG0015621	XP_026240518.1	XP_003928007.2
OG0015622	XP_026240520.1	XP_010336874.1
OG0015623	XP_026251744.1	XP_010336850.1
OG0015624	XP_026251624.1	XP_039335127.1
OG0015625	XP_026245520.1	XP_003938764.1
OG0015626	XP_026252483.1	XP_039328242.1
OG0015627	XP_026240522.1	XP_010336873.2
OG0015628	XP_026237544.1	XP_003944236.1
OG0015630	XP_026269622.1	XP_003929939.1
OG0015632	XP_026265132.1	XP_003942443.1
OG0015633	XP_026258696.1	XP_003935596.1
OG0015634	XP_026268487.1	XP_003929834.1
OG0015635	XP_026261204.1	XP_003929827.1
OG0015636	XP_026235704.1	XP_039328817.1
OG0015637	XP_026255262.1	XP_003930831.1
OG0015638	XP_026255263.1	XP_003930829.1
OG0015639	XP_026255277.1	XP_003930824.1
OG0015640	XP_026266970.1	XP_039328924.1
OG0015642	XP_026235566.1	XP_010338793.2
OG0015643	XP_026261967.1	XP_039328633.1
OG0015644	XP_026261972.1	XP_039328964.1
OG0015645	XP_026236065.1	XP_039319265.1
OG0015646	XP_026265105.1	XP_010328540.1
OG0015647	XP_026270035.1	XP_003942448.1
OG0015649	XP_026260476.1	XP_003938169.1
OG0015650	XP_026260512.1	XP_003938162.2
OG0015651	XP_026260475.1	XP_039319273.1
OG0015652	XP_026265235.1	XP_003938149.1
OG0015653	XP_026258693.1	XP_039317066.1
OG0015654	XP_026245240.1	XP_003933877.1
OG0015655	XP_026245248.1	XP_039324343.1
OG0015656	XP_026238123.1	XP_003933913.1
OG0015657	XP_026238121.1	XP_039324542.1
OG0015658	XP_026235942.1	XP_003940756.2
OG0015659	XP_026265151.1	XP_003929862.2
OG0015660	XP_026254363.1	XP_039328797.1
OG0015661	XP_026270920.1	XP_039336524.1
OG0015662	XP_026269880.1	XP_039335359.1
OG0015663	XP_026259771.1	XP_010327981.2
OG0015664	XP_026267006.1	XP_039336060.1
OG0015665	XP_026240345.1	XP_003935275.1
OG0015666	XP_026262142.1	XP_003935278.1
OG0015667	XP_026254460.1	XP_010344083.1
OG0015668	XP_026248181.1	XP_010344092.2
OG0015669	XP_026263263.1	XP_039336268.1
OG0015670	XP_026257310.1	XP_010350636.1
OG0015671	XP_026242291.1	XP_003941605.1
OG0015672	XP_026270692.1	XP_010350630.1
OG0015673	XP_026265492.1	XP_039330499.1
OG0015674	XP_026245506.1	XP_003941597.1
OG0015675	XP_026266126.1	XP_003941603.1
OG0015676	XP_026262949.1	XP_003941571.2
OG0015677	XP_026255211.1	XP_039331259.1
OG0015678	XP_026251856.1	XP_003926868.1
OG0015679	XP_026261667.1	XP_003926944.2
OG0015680	XP_026238261.1	XP_039333764.1
OG0015681	XP_026265904.1	XP_039331237.1
OG0015682	XP_026269838.1	XP_003941311.1
OG0015683	XP_026269868.1	XP_003941312.1
OG0015684	XP_026237538.1	XP_039317468.1
OG0015685	XP_026235744.1	XP_003942542.1
OG0015686	XP_026265283.1	XP_003942581.1
OG0015687	XP_026269906.1	XP_039316775.1
OG0015688	XP_026269895.1	XP_039333035.1
OG0015689	XP_026251862.1	XP_003922592.1
OG0015690	XP_026253259.1	XP_003922630.1
OG0015691	XP_026253200.1	XP_003922631.1
OG0015692	XP_026253201.1	XP_003922634.1
OG0015693	XP_026253213.1	XP_010331722.1
OG0015694	XP_026267517.1	XP_003922658.1
OG0015695	XP_026267531.1	XP_039316139.1
OG0015696	XP_026249969.1	XP_039318910.1
OG0015697	XP_026249949.1	XP_010342358.1
OG0015698	XP_026249921.1	XP_039316798.1
OG0015699	XP_026263081.1	XP_003933569.2
OG0015700	XP_026236209.1	XP_003944836.1
OG0015701	XP_026238068.1	XP_039315774.1
OG0015703	XP_026236764.1	XP_039315857.1
OG0015704	XP_026236755.1	XP_003944430.1
OG0015705	XP_026236759.1	XP_003944426.1
OG0015706	XP_026259796.1	XP_003942029.2
OG0015707	XP_026259797.1	XP_003941984.2
OG0015708	XP_026259677.1	XP_003941972.1
OG0015709	XP_026249897.1	XP_010342334.1
OG0015710	XP_026249908.1	XP_003933516.1
OG0015711	XP_026270404.1	XP_003935325.2
OG0015712	XP_026235989.1	XP_010327975.1, XP_003941956.1
OG0015713	XP_026267095.1	XP_039326216.1
OG0015714	XP_026252369.1	XP_003941250.1
OG0015715	XP_026268005.1	XP_039318094.1
OG0015716	XP_026266444.1	XP_003930814.1
OG0015717	XP_026243385.1	XP_039318011.1
OG0015718	XP_026240728.1	XP_003921181.2
OG0015719	XP_026256184.1	XP_039316359.1
OG0015720	XP_026237686.1	XP_003943377.1
OG0015721	XP_026235180.1	XP_039327382.1
OG0015722	XP_026235159.1	XP_039327260.1
OG0015723	XP_026235183.1	XP_039326630.1
OG0015724	XP_026235149.1	XP_039326395.1
OG0015725	XP_026235153.1	XP_039327108.1
OG0015726	XP_026260671.1	XP_010331528.1
OG0015727	XP_026260724.1	XP_003920015.1
OG0015728	XP_026267419.1	XP_039326980.1
OG0015729	XP_026262301.1	XP_003920188.1
OG0015730	XP_026254958.1	XP_003920474.2
OG0015731	XP_026254859.1	XP_039327143.1
OG0015732	XP_026254848.1	XP_010332662.1
OG0015733	XP_026254978.1	XP_003920092.1
OG0015734	XP_026254939.1	XP_010332173.1
OG0015735	XP_026254899.1	XP_039326838.1
OG0015736	XP_026254846.1	XP_039326840.1
OG0015737	XP_026254977.1	XP_003920070.1
OG0015738	XP_026254965.1	XP_003920066.3
OG0015739	XP_026235776.1	XP_039326549.1
OG0015740	XP_026269425.1	XP_010329439.2
OG0015741	XP_026267091.1	XP_039326700.1
OG0015742	XP_026252366.1	XP_010350245.2
OG0015743	XP_026252399.1	XP_039326498.1
OG0015744	XP_026252281.1	XP_003945251.2
OG0015745	XP_026252380.1	XP_010346667.1
OG0015746	XP_026252357.1	XP_003937790.1
OG0015747	XP_026252243.1	XP_003937792.1
OG0015748	XP_026252493.1	XP_039326286.1
OG0015749	XP_026252293.1	XP_039327450.1
OG0015750	XP_026252372.1	XP_003937773.2
OG0015751	XP_026252294.1	XP_010346647.2
OG0015752	XP_026252432.1	XP_003937753.3
OG0015753	XP_026252434.1	XP_003938063.2
OG0015754	XP_026252290.1	XP_003937732.1
OG0015755	XP_026252291.1	XP_003937734.2
OG0015756	XP_026252328.1	XP_003937736.1
OG0015757	XP_026252377.1	XP_003937743.2
OG0015758	XP_026252454.1	XP_003937715.1
OG0015759	XP_026270252.1	XP_010346551.2
OG0015760	XP_026270253.1	XP_039326917.1
OG0015761	XP_026263419.1	XP_003920305.1
OG0015762	XP_026263438.1, XP_026263439.1	XP_010333998.1
OG0015763	XP_026263436.1	XP_003920286.1
OG0015764	XP_026263316.1	XP_039326482.1
OG0015765	XP_026263309.1	XP_039326488.1
OG0015766	XP_026263402.1	XP_003920277.1
OG0015767	XP_026263314.1	XP_003920280.1
OG0015768	XP_026263302.1	XP_003920256.1
OG0015769	XP_026263318.1	XP_039326371.1
OG0015771	XP_026263427.1	XP_003920236.1
OG0015772	XP_026267427.1	XP_003920232.2
OG0015773	XP_026260304.1	XP_010335629.2
OG0015774	XP_026263305.1	XP_010336093.2
OG0015775	XP_026263425.1	XP_039327083.1
OG0015776	XP_026266378.1	XP_003931593.1
OG0015777	XP_026266362.1	XP_010340534.2
OG0015778	XP_026241961.1	XP_003928083.1
OG0015779	XP_026241982.1	XP_039334984.1
OG0015780	XP_026246682.1	XP_039335056.1
OG0015781	XP_026246671.1	XP_003927767.1
OG0015782	XP_026244207.1	XP_003922066.1
OG0015783	XP_026244611.1	XP_039335882.1
OG0015784	XP_026264647.1	XP_010340535.2
OG0015785	XP_026265214.1	XP_039335967.1
OG0015786	XP_026245021.1	XP_003931578.1
OG0015787	XP_026244749.1	XP_003922053.1
OG0015788	XP_026244875.1	XP_039325517.1
OG0015789	XP_026238916.1	XP_003927164.1
OG0015790	XP_026239718.1	XP_003936656.1
OG0015791	XP_026255479.1	XP_003941785.1
OG0015792	XP_026255593.1	XP_010327821.1
OG0015793	XP_026255622.1	XP_039322797.1
OG0015794	XP_026260045.1	XP_003938909.1
OG0015795	XP_026245895.1	XP_039321671.1
OG0015796	XP_026260038.1	XP_010347805.2
OG0015797	XP_026269741.1	XP_010330776.2
OG0015798	XP_026269722.1	XP_039321963.1
OG0015799	XP_026270879.1	XP_039333058.1
OG0015800	XP_026266708.1	XP_003944172.3
OG0015801	XP_026266701.1	XP_003926453.2
OG0015802	XP_026266702.1	XP_003926185.1
OG0015803	XP_026266724.1	XP_010335192.2
OG0015804	XP_026238893.1	XP_003926222.2
OG0015805	XP_026238770.1	XP_003926204.2
OG0015806	XP_026238762.1	XP_039333212.1
OG0015807	XP_026238769.1	XP_003926203.1
OG0015808	XP_026238817.1	XP_010336090.1
OG0015809	XP_026238840.1	XP_003927135.1
OG0015810	XP_026238912.1	XP_003927138.2
OG0015811	XP_026238752.1	XP_010336125.1
OG0015812	XP_026238820.1	XP_010336159.1
OG0015813	XP_026238865.1	XP_003927182.1
OG0015814	XP_026248469.1	XP_003939503.2
OG0015815	XP_026253625.1	XP_039333114.1
OG0015816	XP_026244404.1	XP_003936579.2
OG0015817	XP_026244384.1	XP_003936625.1
OG0015818	XP_026244324.1	XP_039333086.1
OG0015819	XP_026239765.1	XP_010345484.2
OG0015820	XP_026239847.1	XP_039333172.1
OG0015821	XP_026239737.1	XP_003936667.1
OG0015822	XP_026239799.1	XP_003936675.1
OG0015823	XP_026239810.1	XP_003936685.1
OG0015824	XP_026239779.1	XP_003936702.1
OG0015825	XP_026239623.1	XP_039333519.1
OG0015826	XP_026239676.1	XP_010335373.1
OG0015827	XP_026245651.1	XP_039333511.1
OG0015828	XP_026245688.1	XP_039333644.1
OG0015829	XP_026245861.1	XP_003942360.2
OG0015830	XP_026245814.1	XP_039321390.1
OG0015831	XP_026245847.1	XP_039321389.1
OG0015832	XP_026245632.1	XP_039321925.1
OG0015833	XP_026245839.1	XP_003942356.1
OG0015834	XP_026245800.1	XP_039322191.1
OG0015835	XP_026245782.1	XP_003942338.2
OG0015836	XP_026245564.1	XP_039322824.1
OG0015837	XP_026245583.1	XP_039322984.1
OG0015838	XP_026245698.1	XP_003942319.3
OG0015839	XP_026245610.1	XP_039323003.1
OG0015840	XP_026245833.1	XP_003942306.1
OG0015841	XP_026245717.1	XP_003942383.2
OG0015842	XP_026245560.1	XP_010328495.2
OG0015843	XP_026245819.1	XP_003944876.2
OG0015844	XP_026245709.1	XP_003944873.1
OG0015845	XP_026255617.1	XP_003941749.1
OG0015846	XP_026255370.1	XP_039322782.1
OG0015847	XP_026255581.1	XP_039322780.1
OG0015848	XP_026255441.1	XP_039322002.1
OG0015849	XP_026255584.1	XP_010327753.1
OG0015850	XP_026255504.1	XP_003941762.1
OG0015851	XP_026255374.1	XP_003941779.2
OG0015852	XP_026255431.1	XP_003941772.1
OG0015853	XP_026255437.1	XP_003941777.1
OG0015854	XP_026255428.1	XP_010327764.1
OG0015855	XP_026255412.1	XP_003941768.1
OG0015856	XP_026255452.1	XP_039322593.1
OG0015857	XP_026255475.1	XP_039322433.1
OG0015858	XP_026255381.1	XP_010327829.1
OG0015859	XP_026255388.1	XP_003941840.1
OG0015860	XP_026255563.1	XP_039322971.1
OG0015861	XP_026255628.1	XP_039322169.1
OG0015862	XP_026255523.1	XP_003938998.1
OG0015863	XP_026255529.1	XP_003939000.1
OG0015864	XP_026255490.1	XP_003938989.1
OG0015865	XP_026237060.1	XP_003938965.2
OG0015866	XP_026267615.1	XP_039322618.1
OG0015867	XP_026267587.1	XP_039321870.1
OG0015868	XP_026267631.1	XP_039322021.1
OG0015869	XP_026260148.1	XP_039322318.1
OG0015870	XP_026260098.1	XP_010347816.2
OG0015871	XP_026260150.1	XP_003938892.1
OG0015872	XP_026260202.1	XP_003938887.2
OG0015873	XP_026260104.1	XP_039321862.1
OG0015874	XP_026260028.1	XP_039322796.1
OG0015875	XP_026260024.1	XP_003938868.2
OG0015876	XP_026260013.1	XP_039321544.1
OG0015877	XP_026260127.1	XP_039321554.1
OG0015878	XP_026260160.1	XP_039321858.1
OG0015879	XP_026260124.1	XP_003938865.1
OG0015880	XP_026260223.1	XP_039321430.1
OG0015881	XP_026260113.1	XP_003938852.1
OG0015882	XP_026260227.1	XP_003938844.2
OG0015883	XP_026270508.1	XP_010337549.1
OG0015884	XP_026269725.1	XP_039322288.1
OG0015885	XP_026269779.1	XP_039321434.1
OG0015886	XP_026269723.1	XP_039321966.1
OG0015887	XP_026269736.1	XP_039323037.1
OG0015888	XP_026256869.1	XP_003923413.2
OG0015889	XP_026254765.1	XP_003919930.1
OG0015890	XP_026261088.1	XP_003919962.1
OG0015891	XP_026258527.1	XP_010332931.1
OG0015892	XP_026258525.1	XP_010332938.1
OG0015893	XP_026251901.1	XP_003941550.2
OG0015894	XP_026251910.1	XP_039318194.1
OG0015895	XP_026257289.1	XP_010343963.2
OG0015896	XP_026257304.1	XP_039318207.1
OG0015897	XP_026240435.1	XP_010343929.2
OG0015898	XP_026240492.1	XP_003935102.1
OG0015899	XP_026243071.1	XP_003935086.1
OG0015900	XP_026243115.1	XP_010332633.1
OG0015901	XP_026243049.1	XP_039326551.1
OG0015902	XP_026243041.1	XP_039327029.1
OG0015903	XP_026235302.1	XP_003923511.2
OG0015904	XP_026264927.1	XP_039326826.1
OG0015905	XP_026256880.1	XP_039327030.1
OG0015906	XP_026256831.1	XP_010332552.1
OG0015907	XP_026256741.1	XP_003923446.1
OG0015909	XP_026270177.1	XP_003923391.1
OG0015910	XP_026270163.1	XP_010332514.2
OG0015911	XP_026270150.1	XP_003923386.2
OG0015912	XP_026270135.1	XP_010335965.2
OG0015913	XP_026270156.1	XP_010336364.1
OG0015914	XP_026270786.1	XP_010337780.2
OG0015916	XP_026265342.1	XP_039326837.1
OG0015917	XP_026251685.1	XP_003919885.1
OG0015918	XP_026251673.1	XP_039327289.1
OG0015919	XP_026251644.1	XP_003919895.1
OG0015920	XP_026251677.1	XP_003919903.2
OG0015921	XP_026254809.1	XP_039327157.1
OG0015922	XP_026254807.1	XP_010346443.1
OG0015923	XP_026254753.1	XP_039326302.1
OG0015924	XP_026270273.1	XP_039326842.1
OG0015925	XP_026261076.1	XP_003919956.1
OG0015926	XP_026239881.1	XP_003919980.1
OG0015927	XP_026251913.1	XP_010350599.2
OG0015928	XP_026235813.1	XP_003934430.3
OG0015929	XP_026237637.1	XP_003927229.1
OG0015930	XP_026249480.1	XP_010336205.2
OG0015931	XP_026249434.1	XP_010328397.2
OG0015932	XP_026249426.1	XP_003942277.1
OG0015933	XP_026267748.1	XP_003934409.1
OG0015934	XP_026255363.1	XP_003927238.2
OG0015936	XP_026253876.1	XP_039329285.1
OG0015937	XP_026263280.1	XP_010339958.2
OG0015938	XP_026255467.1	XP_003928247.1
OG0015939	XP_026256081.1	XP_010337102.1
OG0015940	XP_026256165.1	XP_039329218.1
OG0015941	XP_026255443.1	XP_003928283.1
OG0015942	XP_026255681.1	XP_010337130.1, XP_010337129.1
OG0015943	XP_026255858.1	XP_003928290.2
OG0015944	XP_026255331.1	XP_003945227.3
OG0015945	XP_026270936.1	XP_039329206.1
OG0015949	XP_026249486.1	XP_003942285.1
OG0015950	XP_026240859.1	XP_003931008.2
OG0015951	XP_026256069.1	XP_003927082.1
OG0015952	XP_026248710.1	XP_039336125.1
OG0015953	XP_026248831.1	XP_010329066.1
OG0015954	XP_026248842.1	XP_010329063.1
OG0015955	XP_026261382.1	XP_039317866.1
OG0015956	XP_026262221.1	XP_010339807.1
OG0015957	XP_026257391.1	XP_010339788.1
OG0015959	XP_026263852.1	XP_039317851.1
OG0015960	XP_026261988.1	XP_003936109.1
OG0015961	XP_026262150.1	XP_010344856.1
OG0015962	XP_026261917.1	XP_039336142.1
OG0015963	XP_026261888.1	XP_010344851.2
OG0015964	XP_026262442.1	XP_039336063.1
OG0015965	XP_026244351.1	XP_003924979.1
OG0015966	XP_026257805.1	XP_010333971.2
OG0015967	XP_026239800.1	XP_003925129.1
OG0015968	XP_026239817.1	XP_010334108.2
OG0015969	XP_026239521.1	XP_003925121.1
OG0015970	XP_026239584.1	XP_003930986.1
OG0015972	XP_026240819.1	XP_039317728.1
OG0015974	XP_026240799.1	XP_039317947.1
OG0015975	XP_026240783.1	XP_010339855.1
OG0015976	XP_026240858.1	XP_039317950.1
OG0015978	XP_026235661.1	XP_003925092.1
OG0015979	XP_026263945.1	XP_003925194.2
OG0015980	XP_026263947.1	XP_010334057.1
OG0015981	XP_026248682.1	XP_003925063.2
OG0015982	XP_026248713.1	XP_003925044.2
OG0015983	XP_026248698.1	XP_003925039.1
OG0015984	XP_026239080.1	XP_003936434.1
OG0015985	XP_026264142.1	XP_039335259.1
OG0015986	XP_026246738.1	XP_003936531.2
OG0015987	XP_026267406.1	XP_010339686.2
OG0015988	XP_026256514.1	XP_003933210.1
OG0015989	XP_026256491.1	XP_003933218.2
OG0015990	XP_026256488.1	XP_003933219.1
OG0015991	XP_026256480.1	XP_039335594.1
OG0015992	XP_026253426.1	XP_039335282.1
OG0015993	XP_026253437.1	XP_039335752.1
OG0015994	XP_026241590.1	XP_003933248.1
OG0015995	XP_026241618.1	XP_010342099.2
OG0015996	XP_026241579.1	XP_003933262.1
OG0015997	XP_026265489.1	XP_003941102.2
OG0015998	XP_026265513.1	XP_010350079.2
OG0015999	XP_026257887.1	XP_039335351.1
OG0016000	XP_026257922.1	XP_039335549.1
OG0016001	XP_026257957.1	XP_003941045.1
OG0016002	XP_026257925.1	XP_039335376.1
OG0016003	XP_026238961.1	XP_003932081.1
OG0016004	XP_026239066.1	XP_003936448.1
OG0016006	XP_026264115.1	XP_003936501.1
OG0016007	XP_026264169.1	XP_003936514.1
OG0016008	XP_026246801.1	XP_039335169.1
OG0016009	XP_026246767.1	XP_003932746.2
OG0016010	XP_026246793.1	XP_039335755.1
OG0016011	XP_026246770.1	XP_003932626.2
OG0016012	XP_026268030.1	XP_010341451.2
OG0016013	XP_026268035.1	XP_039335212.1
OG0016014	XP_026264129.1	XP_003932762.2
OG0016015	XP_026269260.1	XP_010341505.1
OG0016016	XP_026265534.1	XP_003941091.1
OG0016017	XP_026244170.1	XP_003919776.1
OG0016018	XP_026237551.1	XP_039317109.1
OG0016019	XP_026253337.1	XP_003937225.2
OG0016020	XP_026252068.1	XP_003930655.1
OG0016021	XP_026251829.1	XP_003936788.1
OG0016022	XP_026251830.1	XP_039325835.1
OG0016023	XP_026237746.1	XP_039325465.1
OG0016024	XP_026264535.1	XP_003934444.1
OG0016025	XP_026264534.1	XP_010343248.1
OG0016026	XP_026264539.1	XP_003934447.2
OG0016027	XP_026250873.1	XP_039329197.1
OG0016028	XP_026270319.1	XP_039329326.1
OG0016029	XP_026244192.1	XP_039329056.1
OG0016030	XP_026244182.1	XP_003919773.1
OG0016031	XP_026244198.1	XP_039329106.1
OG0016032	XP_026236888.1	XP_039329360.1
OG0016033	XP_026245542.1	XP_003938785.3
OG0016034	XP_026254660.1	XP_003944221.1
OG0016035	XP_026254665.1	XP_003937251.1
OG0016037	XP_026267385.1	XP_039316962.1
OG0016038	XP_026253166.1	XP_010346047.1
OG0016039	XP_026253281.1	XP_039316941.1
OG0016040	XP_026253317.1	XP_003937227.1
OG0016041	XP_026253322.1	XP_039317061.1
OG0016042	XP_026253282.1	XP_039317079.1
OG0016043	XP_026237927.1	XP_039316988.1
OG0016044	XP_026252024.1	XP_039325786.1
OG0016045	XP_026252074.1	XP_003925503.1
OG0016046	XP_026252036.1	XP_039326030.1
OG0016047	XP_026252033.1	XP_003930646.1
OG0016048	XP_026252042.1	XP_039326128.1
OG0016049	XP_026252021.1	XP_039325567.1
OG0016050	XP_026252066.1	XP_039325714.1
OG0016051	XP_026252076.1	XP_039325873.1
OG0016052	XP_026251848.1	XP_039325681.1
OG0016053	XP_026251818.1	XP_003936790.1
OG0016054	XP_026270554.1	XP_010345631.2
OG0016055	XP_026270552.1	XP_039325675.1
OG0016056	XP_026257536.1	XP_010328861.2
OG0016057	XP_026257491.1	XP_003942723.2
OG0016058	XP_026266335.1	XP_003922498.1
OG0016059	XP_026265468.1	XP_039327534.1
OG0016060	XP_026265421.1	XP_039327715.1
OG0016061	XP_026265445.1	XP_003937139.1
OG0016062	XP_026258723.1	XP_039327838.1
OG0016063	XP_026258770.1	XP_039328435.1
