Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0016138	XP_003939242.1	XP_038433667.1
OG0016139	XP_039328083.1	XP_038433701.1
OG0016140	XP_003939277.1	XP_038433710.1
OG0016141	XP_010348213.1	XP_038433761.1
OG0016142	XP_003939299.1	XP_038433763.1
OG0016143	XP_010348214.1	XP_038433767.1
OG0016144	XP_003927824.2	XP_038433850.1
OG0016145	XP_003922449.1	XP_038433872.1
OG0016146	XP_003922316.1	XP_038433884.1
OG0016147	XP_039321311.1	XP_038433887.1
OG0016148	XP_003922250.1	XP_038433888.1
OG0016149	XP_039321298.1	XP_038433896.1
OG0016150	XP_003922145.1	XP_038433901.1
OG0016151	XP_003922451.1	XP_038434111.1
OG0016152	XP_003922427.1	XP_038434156.1
OG0016153	XP_039320982.1	XP_038434169.1
OG0016154	XP_010331545.1	XP_038434263.1
OG0016155	XP_003922401.1	XP_038434309.1
OG0016156	XP_003922392.1	XP_038434335.1
OG0016157	XP_003922387.1	XP_038434342.1
OG0016158	XP_003922380.1	XP_038434353.1
OG0016159	XP_010331522.1	XP_038434358.1
OG0016160	XP_003922376.1	XP_038434364.1
OG0016161	XP_010331678.2	XP_038434388.1
OG0016162	XP_003922362.1	XP_038434416.1
OG0016163	XP_039321219.1	XP_038434420.1
OG0016164	XP_003922358.1	XP_038434426.1
OG0016165	XP_003922354.1	XP_038434445.1
OG0016166	XP_010331479.2	XP_038434457.1
OG0016167	XP_003922348.1	XP_038434458.1
OG0016168	XP_003922296.1	XP_038434577.1
OG0016169	XP_003922281.1	XP_038434616.1
OG0016170	XP_003922279.1	XP_038434619.1
OG0016171	XP_003922276.2	XP_038434623.1
OG0016172	XP_003922274.1	XP_038434642.1
OG0016173	XP_003922269.1	XP_038434667.1
OG0016174	XP_003922546.2	XP_038434668.1
OG0016175	XP_039321293.1	XP_038434697.1
OG0016176	XP_010331651.2	XP_038434852.1
OG0016177	XP_003922203.1	XP_038434860.1
OG0016178	XP_039321214.1	XP_038434923.1
OG0016179	XP_003922182.3	XP_038434930.1
OG0016180	XP_003922149.1	XP_038435019.1
OG0016181	XP_039321042.1	XP_038435032.1
OG0016182	XP_039321304.1	XP_038435098.1
OG0016183	XP_039321141.1	XP_038435133.1
OG0016184	XP_010329812.2	XP_038435134.1
OG0016185	XP_003930293.3	XP_038435149.1
OG0016186	XP_003930038.1	XP_038435150.1
OG0016187	XP_003940903.1	XP_038435167.1
OG0016188	XP_003938799.1	XP_038435188.1
OG0016189	XP_039320647.1	XP_038435265.1
OG0016190	XP_003935558.1	XP_038435278.1
OG0016191	XP_003942941.1	XP_038435358.1
OG0016192	XP_003942674.1	XP_038435449.1
OG0016193	XP_003942676.1	XP_038435458.1
OG0016194	XP_010349740.1	XP_038435486.1
OG0016195	XP_003940746.2	XP_038435496.1
OG0016196	XP_003940546.1	XP_038435594.1
OG0016197	XP_003938815.1	XP_038435684.1
OG0016198	XP_003938809.1	XP_038435707.1
OG0016199	XP_003935761.2	XP_038435801.1
OG0016200	XP_039325198.1	XP_038435812.1
OG0016201	XP_003943035.1	XP_038435825.1
OG0016202	XP_003935807.1	XP_038435837.1
OG0016203	XP_003935799.2	XP_038435890.1
OG0016204	XP_003935793.1	XP_038435907.1
OG0016205	XP_039318831.1	XP_038435942.1
OG0016206	XP_039318817.1	XP_038435945.1
OG0016207	XP_003935765.1	XP_038435996.1
OG0016208	XP_003935756.1	XP_038436012.1
OG0016209	XP_003935849.2	XP_038436049.1
OG0016210	XP_039318800.1	XP_038436055.1
OG0016211	XP_039318808.1	XP_038436072.1
OG0016212	XP_003935731.1	XP_038436074.1
OG0016213	XP_039324876.1	XP_038436080.1
OG0016214	XP_003928992.1	XP_038436135.1
OG0016215	XP_039325258.1	XP_038436183.1
OG0016216	XP_039325415.1	XP_038436190.1
OG0016217	XP_039324719.1	XP_038436202.1
OG0016218	XP_003928948.1	XP_038436243.1
OG0016219	XP_003928936.2	XP_038436283.1
OG0016220	XP_039335942.1, XP_003928929.1	XP_038436303.1
OG0016221	XP_003929071.2	XP_038436321.1
OG0016222	XP_003929017.2	XP_038436421.1
OG0016223	XP_010349938.1	XP_038436581.1
OG0016224	XP_039324818.1	XP_038436655.1
OG0016225	XP_003940933.1	XP_038436676.1
OG0016226	XP_039325133.1	XP_038436684.1
OG0016227	XP_039324738.1	XP_038436781.1
OG0016228	XP_039325322.1	XP_038436822.1
OG0016229	XP_039325139.1	XP_038436858.1
OG0016230	XP_003944826.1	XP_038436930.1
OG0016231	XP_039324800.1	XP_038437040.1
OG0016232	XP_003927733.1	XP_038437049.1
OG0016233	XP_003927723.1	XP_038437073.1
OG0016234	XP_010343182.2	XP_038437158.1
OG0016235	XP_003934369.1	XP_038437166.1
OG0016236	XP_010336647.1	XP_038437216.1
OG0016237	XP_003927730.1	XP_038437244.1
OG0016238	XP_039336340.1	XP_038437261.1
OG0016239	XP_039336456.1	XP_038437296.1
OG0016240	XP_039336515.1	XP_038437307.1
OG0016241	XP_039336317.1	XP_038437312.1
OG0016242	XP_003927636.1	XP_038437480.1
OG0016243	XP_039336443.1	XP_038437553.1
OG0016244	XP_039336483.1	XP_038437599.1
OG0016245	XP_010343205.2	XP_038437655.1
OG0016246	XP_003929493.1	XP_038437796.1
OG0016247	XP_003929503.1	XP_038437824.1
OG0016248	XP_003929505.1	XP_038437827.1
OG0016249	XP_003929514.1	XP_038437858.1
OG0016250	XP_003929541.2	XP_038437908.1
OG0016251	XP_039324058.1	XP_038437927.1
OG0016252	XP_003924026.1	XP_038438139.1
OG0016253	XP_039324327.1	XP_038438279.1
OG0016254	XP_039336386.1, XP_010338651.1	XP_038438377.1
OG0016255	XP_003939440.2	XP_038438406.1
OG0016256	XP_039333112.1	XP_038438659.1
OG0016257	XP_010348340.1	XP_038438660.1
OG0016258	XP_003935530.1	XP_038438709.1
OG0016259	XP_003935452.1	XP_038438887.1
OG0016260	XP_003941708.1	XP_038438966.1
OG0016261	XP_003941717.1	XP_038438990.1
OG0016262	XP_010339728.2	XP_038439042.1
OG0016263	XP_039317921.1	XP_038439073.1
OG0016264	XP_010339921.2	XP_038439074.1
OG0016265	XP_039333272.1	XP_038439117.1
OG0016266	XP_003927048.2	XP_038439195.1
OG0016267	XP_010334006.1	XP_038439203.1
OG0016268	XP_010336029.1	XP_038439212.1
OG0016269	XP_039324101.1	XP_038439233.1
OG0016270	XP_039324893.1	XP_038439265.1
OG0016271	XP_003932554.2	XP_038439267.1
OG0016272	XP_003932564.1	XP_038439288.1
OG0016273	XP_039336288.1	XP_038439294.1
OG0016274	XP_039334843.1	XP_038439365.1
OG0016275	XP_003927010.1	XP_038439445.1
OG0016276	XP_039334631.1	XP_038439454.1
OG0016277	XP_039334644.1	XP_038439472.1
OG0016278	XP_039334931.1	XP_038439536.1
OG0016279	XP_010335990.1	XP_038439562.1
OG0016280	XP_003927039.1	XP_038439569.1
OG0016281	XP_010336007.1	XP_038439584.1
OG0016282	XP_003927062.1	XP_038439621.1
OG0016283	XP_003927069.1	XP_038439632.1
OG0016284	XP_003925029.1	XP_038439695.1
OG0016285	XP_010333995.1	XP_038439744.1
OG0016286	XP_003925007.1	XP_038439762.1
OG0016287	XP_010333976.1	XP_038439786.1
OG0016288	XP_010336402.2	XP_038439937.1
OG0016289	XP_010336397.2	XP_038439942.1
OG0016290	XP_003927491.2	XP_038439946.1
OG0016291	XP_039318523.1	XP_038440052.1
OG0016292	XP_003927411.1	XP_038440055.1
OG0016293	XP_039318527.1	XP_038440092.1
OG0016294	XP_003927394.1	XP_038440102.1
OG0016295	XP_039318511.1	XP_038440126.1
OG0016296	XP_003927375.2	XP_038440156.1
OG0016297	XP_003927374.1	XP_038440160.1
OG0016298	XP_003927370.1	XP_038440162.1
OG0016299	XP_003944779.1	XP_038440359.1
OG0016300	XP_003927429.2	XP_038440420.1
OG0016301	XP_003922021.1	XP_038440425.1
OG0016302	XP_003921985.1	XP_038440428.1
OG0016303	XP_003921954.1	XP_038440433.1
OG0016304	XP_003921920.1	XP_038440438.1
OG0016305	XP_003922019.1	XP_038440457.1
OG0016306	XP_003922001.1	XP_038440518.1
OG0016307	XP_039326048.1	XP_038440666.1
OG0016308	XP_010350449.1	XP_038440759.1
OG0016309	XP_003921908.1	XP_038440794.1
OG0016310	XP_010329249.2	XP_038440856.1
OG0016311	XP_003921891.1	XP_038440857.1
OG0016312	XP_003921857.1	XP_038440956.1
OG0016313	XP_003940885.1	XP_038441003.1
OG0016314	XP_039325806.1	XP_038441018.1
OG0016315	XP_003925661.2	XP_038441031.1
OG0016316	XP_039325866.1	XP_038441042.1
OG0016317	XP_039325878.1	XP_038441048.1
OG0016318	XP_003925734.1	XP_038441208.1
OG0016319	XP_003925718.1	XP_038441235.1
OG0016320	XP_039325837.1	XP_038441306.1
OG0016321	XP_039325450.1	XP_038441309.1
OG0016322	XP_003925693.1	XP_038441318.1
OG0016323	XP_003925640.1	XP_038441540.1
OG0016324	XP_010334673.2	XP_038441555.1
OG0016325	XP_039325974.1	XP_038441598.1
OG0016326	XP_003925611.1	XP_038441612.1
OG0016327	XP_003925608.1	XP_038441622.1
OG0016329	XP_003925567.2	XP_038441695.1
OG0016330	XP_003940857.1	XP_038441825.1
OG0016331	XP_003937989.2	XP_038441856.1
OG0016332	XP_003938354.1	XP_038441870.1
OG0016333	XP_039315860.1	XP_038442037.1
OG0016334	XP_039319384.1	XP_038442049.1
OG0016335	XP_003930395.1	XP_038442082.1
OG0016336	XP_039319393.1	XP_038442118.1
OG0016337	XP_010336984.1	XP_038442142.1
OG0016338	XP_010336982.2	XP_038442145.1
OG0016339	XP_003928118.2	XP_038442146.1
OG0016340	XP_003943441.1	XP_038442167.1
OG0016341	XP_010346865.1	XP_038442247.1
OG0016342	XP_003937972.1	XP_038442305.1
OG0016344	XP_010329856.1	XP_038442437.1
OG0016345	XP_003943115.1	XP_038442452.1
OG0016346	XP_003936902.1	XP_038442464.1
OG0016347	XP_003936871.1	XP_038442481.1
OG0016348	XP_003940170.1	XP_038442486.1
OG0016349	XP_003931126.2	XP_038442525.1
OG0016350	XP_003931162.1	XP_038442533.1
OG0016351	XP_010340040.1	XP_038442534.1
OG0016352	XP_003931192.1	XP_038442537.1
OG0016353	XP_003940781.1	XP_038442546.1
OG0016355	XP_039331436.1	XP_038442726.1
OG0016356	XP_003920399.1	XP_038442821.1
OG0016357	XP_003924185.1	XP_038442848.1
OG0016358	XP_039331526.1	XP_038442974.1
OG0016359	XP_003924120.1	XP_038443055.1
OG0016360	XP_039331332.1	XP_038443092.1
OG0016361	XP_003924088.1	XP_038443118.1
OG0016362	XP_003939532.1	XP_038443157.1
OG0016363	XP_003939577.1	XP_038443258.1
OG0016364	XP_003939591.1	XP_038443303.1
OG0016365	XP_003939619.1	XP_038443363.1
OG0016366	XP_039331548.1	XP_038443416.1
OG0016367	XP_003943751.2	XP_038443454.1
OG0016368	XP_010349976.2	XP_038443512.1
OG0016369	XP_003943111.1	XP_038443543.1
OG0016370	XP_010329216.1	XP_038443582.1
OG0016371	XP_010329220.2	XP_038443591.1
OG0016372	XP_010329223.1	XP_038443601.1
OG0016373	XP_010330704.2	XP_038443626.1
OG0016374	XP_003936909.1	XP_038443670.1
OG0016375	XP_010347655.1	XP_038443758.1
OG0016376	XP_003940181.1	XP_038443785.1
OG0016377	XP_039320113.1	XP_038443822.1
OG0016378	XP_003944311.1	XP_038443900.1
OG0016379	XP_003935937.1	XP_038443917.1
OG0016380	XP_039320077.1	XP_038443926.1
OG0016381	XP_010344702.2	XP_038443939.1
OG0016382	XP_003935917.1	XP_038443972.1
OG0016384	XP_003931174.1	XP_038444221.1
OG0016385	XP_003940804.1	XP_038444379.1
OG0016386	XP_003940766.1	XP_038444395.1
OG0016387	XP_003943471.1	XP_038444468.1
OG0016388	XP_010329583.2	XP_038444473.1
OG0016389	XP_003943938.1	XP_038444598.1
OG0016390	XP_039319871.1	XP_038444627.1
OG0016391	XP_039319867.1	XP_038444629.1
OG0016392	XP_003943959.1	XP_038444647.1
OG0016393	XP_003927927.2, XP_003943973.1	XP_038444667.1, XP_038444666.1
OG0016394	XP_003943118.1	XP_038444728.1
OG0016395	XP_003936915.2	XP_038445338.1, XP_038444734.1, XP_038444733.1
OG0016396	XP_003932494.1	XP_038444933.1
OG0016453	XP_039322490.1	NP_001002962.1
OG0016454	XP_003929098.1	NP_001003010.1
OG0016455	XP_003922959.1	NP_001003037.1
OG0016456	XP_010344323.2, NP_001266942.1	NP_001003040.2
OG0016457	XP_003944720.1	NP_001003041.1
OG0016458	XP_003938357.1	NP_001003056.1
OG0016459	XP_003920654.1	NP_001003159.1
OG0016460	XP_003939096.1	NP_001003184.1
OG0016461	XP_003938364.2	NP_001003194.1
OG0016462	XP_039321228.1	NP_001003339.1
OG0016463	XP_003939247.1	NP_001003386.2
OG0016464	XP_003939248.1	NP_001003392.1
OG0016465	XP_039333874.1	NP_001012635.1
OG0016466	XP_039328608.1	NP_001013013.1
OG0016467	XP_003942814.1	NP_001029166.1
OG0016468	XP_039321972.1	NP_001041601.1
OG0016469	XP_003929544.1	NP_001091010.1
OG0016470	XP_003943316.2	NP_001108232.1
OG0016471	XP_003929804.1	NP_001124533.1
OG0016472	XP_003932652.1	NP_001128596.1
OG0016473	XP_003934565.1	NP_001138968.1, NP_001138975.1
OG0016474	XP_039336129.1	NP_001157959.1
OG0016475	XP_003926076.1	NP_001182700.1
OG0016476	XP_003940460.1	NP_001184098.1
OG0016477	XP_039319872.1	NP_001258711.1
OG0016478	XP_003939795.2	NP_001271393.1
OG0016479	XP_010331999.2	NP_001271411.1
OG0016480	XP_039319807.1, XP_039336015.1	NP_001273995.1
OG0016481	XP_010346364.1	NP_001274061.1
OG0016482	XP_039334101.1	NP_001274070.1
OG0016483	XP_003935190.2	NP_001279989.1
OG0016484	XP_003944732.3	NP_001300704.1
OG0016486	XP_010332539.2	NP_001300783.1
OG0016487	XP_003937941.1	NP_001300785.1
OG0016489	XP_039328186.1	NP_001375451.1, NP_001375876.1
OG0016490	XP_003937104.2	NP_001375478.1
OG0016491	XP_010338726.1	NP_001375493.1
OG0016492	XP_003920203.1	NP_001375511.1
OG0016495	XP_003923878.2	NP_001375763.1
OG0016500	XP_003920126.2	NP_001376133.1
OG0016501	XP_010349293.1	XP_038381475.1, XP_038445545.1
OG0016502	XP_003933842.1	XP_038381528.1
OG0016503	XP_003944284.1	XP_038381564.1
OG0016504	XP_039321638.1	XP_038381570.1
OG0016505	XP_003940393.1	XP_038381571.1
OG0016506	XP_003943187.1	XP_038381601.1
OG0016507	XP_003926021.1	XP_038381624.1
OG0016508	XP_003926079.1	XP_038381811.1
OG0016509	XP_003938684.1	XP_038382559.1
OG0016511	XP_010350178.2	XP_038382737.1
OG0016512	XP_003935688.2	XP_038383072.1
OG0016513	XP_003935690.1	XP_038383074.1
OG0016514	XP_003935715.2	XP_038383180.1
OG0016515	XP_039322904.1	XP_038383380.1
OG0016516	XP_003944473.2	XP_038383436.1
OG0016517	XP_039322648.1	XP_038383640.1
OG0016518	XP_003944135.1	XP_038383820.1
OG0016519	XP_039321641.1	XP_038383956.1
OG0016520	XP_003940454.1	XP_038383992.1
OG0016521	XP_010349493.2	XP_038384040.1
OG0016522	XP_039322233.1	XP_038384229.1
OG0016523	XP_039321334.1	XP_038384540.1
OG0016524	XP_039321473.1	XP_038384549.1
OG0016525	XP_003943240.1	XP_038384724.1
OG0016526	XP_003943185.1	XP_038384851.1
OG0016527	XP_039323051.1	XP_038385088.1
OG0016528	XP_010346204.1	XP_038385284.1
OG0016529	XP_003937368.1	XP_038385380.1
OG0016530	XP_039330087.1	XP_038385524.1
OG0016531	XP_003934966.1	XP_038385575.1
OG0016532	XP_003930719.1	XP_038385699.1
OG0016533	XP_039334782.1	XP_038385981.1
OG0016534	XP_003933957.1	XP_038386246.1
OG0016535	XP_003933939.1	XP_038386291.1
OG0016536	XP_003920560.1	XP_038386302.1
OG0016537	XP_003925908.1	XP_038386511.1
OG0016538	XP_003925888.1	XP_038386562.1
OG0016539	XP_003925875.1	XP_038386576.1
OG0016540	XP_010334895.1	XP_038386578.1
OG0016541	XP_003937300.1	XP_038387025.1
OG0016542	XP_003934945.1	XP_038387588.1
OG0016543	XP_010343817.1	XP_038387731.1
OG0016544	XP_010343902.2	XP_038387847.1
OG0016545	XP_003920851.1	XP_038388011.1
OG0016546	XP_003921827.2	XP_038388023.1
OG0016547	XP_039324532.1	XP_038388033.1
OG0016548	XP_003934727.1	XP_038388038.1
OG0016549	XP_003920983.1	XP_038388054.1
OG0016550	XP_003920863.1	XP_038388407.1
OG0016551	XP_010349571.2	XP_038388649.1
OG0016552	XP_010348725.1	XP_038388960.1
OG0016553	XP_039324298.1	XP_038389337.1
OG0016554	XP_003927530.1	XP_038389502.1
OG0016555	XP_039324348.1	XP_038389641.1
OG0016556	XP_039320188.1	XP_038389754.1
OG0016557	XP_003940848.2	XP_038389837.1
OG0016558	XP_003942608.1	XP_038390429.1
OG0016559	XP_003925909.1	XP_038391028.1
OG0016560	XP_003925911.1	XP_038391042.1
OG0016561	XP_003930017.2	XP_038391375.1
OG0016563	XP_010332827.1	XP_038391439.1
OG0016564	XP_010340265.1, XP_010340264.1, XP_039332349.1	XP_038391449.1
OG0016565	XP_039330077.1	XP_038391469.1
OG0016566	XP_003923584.1	XP_038391655.1
OG0016567	XP_039327378.1	XP_038392058.1
OG0016568	XP_003923749.1	XP_038392073.1
OG0016569	XP_010340275.1	XP_038392434.1
OG0016570	XP_003929230.1	XP_038392647.1
OG0016571	XP_039330130.1	XP_038393171.1
OG0016572	XP_039329538.1	XP_038393451.1
OG0016573	XP_039329764.1	XP_038393506.1
OG0016574	XP_039330106.1	XP_038393530.1
OG0016575	XP_039329464.1	XP_038393545.1
OG0016576	XP_039330266.1	XP_038393766.1
OG0016577	XP_039316376.1	XP_038393940.1
OG0016578	XP_003945344.1	XP_038394028.1
OG0016579	XP_003922940.2	XP_038394042.1
OG0016580	XP_039331293.1	XP_038394158.1
OG0016581	XP_003939994.1	XP_038394353.1
OG0016583	XP_039330887.1	XP_038394749.1
OG0016584	XP_003934220.1	XP_038394783.1
OG0016585	XP_039316280.1	XP_038394889.1
OG0016586	XP_039316265.1	XP_038394916.1
OG0016587	XP_039316371.1	XP_038394967.1
OG0016588	XP_039316470.1	XP_038395028.1
OG0016589	XP_010342993.1	XP_038395163.1
OG0016590	XP_010343030.1	XP_038395204.1
OG0016591	XP_003934275.1	XP_038395330.1
OG0016592	XP_003934269.2	XP_038395355.1
OG0016593	XP_039316508.1	XP_038395419.1
OG0016594	XP_003934298.1	XP_038395455.1
OG0016595	XP_003930108.1	XP_038395707.1
OG0016596	XP_003930231.2	XP_038395995.1
OG0016597	XP_003928846.1	XP_038396288.1
OG0016598	XP_039333945.1	XP_038396446.1
OG0016599	XP_003928616.2	XP_038396691.1
OG0016600	XP_010337328.1	XP_038396729.1
OG0016601	XP_010337334.1	XP_038396747.1
OG0016602	XP_039333862.1	XP_038396762.1
OG0016603	XP_010342404.2	XP_038396973.1
OG0016604	XP_039321479.1	XP_038397664.1
OG0016605	XP_010334472.2	XP_038397727.1, XP_038397696.1
OG0016606	XP_003938339.2	XP_038397776.1
OG0016607	XP_003938329.1	XP_038397827.1
OG0016608	XP_039319402.1	XP_038398009.1
OG0016609	XP_010334473.2	XP_038398338.1
OG0016610	XP_003935438.3	XP_038398623.1
OG0016611	XP_003935383.1	XP_038398630.1
OG0016612	XP_039319681.1	XP_038399546.1
OG0016613	XP_003924846.2	XP_038399629.1
OG0016614	XP_039319799.1	XP_038399726.1
OG0016615	XP_003924907.1	XP_038399814.1
OG0016616	XP_039319826.1	XP_038399846.1
OG0016617	XP_003924271.1	XP_038399955.1
OG0016618	XP_039325153.1	XP_038399960.1
OG0016619	XP_039318825.1, XP_039318826.1	XP_038399991.1
OG0016620	XP_003921133.1	XP_038400067.1, XP_038413279.1
OG0016621	XP_003924236.1	XP_038400482.1
OG0016622	XP_003930634.2	XP_038400651.1
OG0016623	XP_039324961.1	XP_038401034.1
OG0016624	XP_003924732.2	XP_038401308.1
OG0016625	XP_003928877.1, XP_039324595.1	XP_038401562.1
OG0016626	XP_003928878.1	XP_038401567.1
OG0016627	XP_039318682.1	XP_038401658.1
OG0016628	XP_039318888.1	XP_038401816.1
OG0016629	XP_039324743.1	XP_038401899.1
OG0016630	XP_003941475.2, XP_039317479.1, XP_039317471.1	XP_038401983.1, XP_038402098.1, XP_038402097.1
OG0016632	XP_003943714.2	XP_038402023.1
OG0016633	XP_010328940.1	XP_038402030.1
OG0016634	XP_010328943.1	XP_038402034.1
OG0016635	XP_039331205.1	XP_038402103.1
OG0016636	XP_010340561.1	XP_038402164.1
OG0016637	XP_039331695.1	XP_038402203.1
OG0016638	XP_039332977.1	XP_038402233.1
OG0016639	XP_003931704.1	XP_038402267.1
OG0016640	XP_039332541.1	XP_038402285.1
OG0016641	XP_039332989.1	XP_038402286.1
OG0016642	XP_039332205.1	XP_038402387.1
OG0016643	XP_039332825.1	XP_038402453.1
OG0016645	XP_039332185.1	XP_038403229.1
OG0016646	XP_039332251.1, XP_010328916.1	XP_038403236.1
OG0016647	XP_010328917.1	XP_038403241.1
OG0016648	XP_003931281.1	XP_038403512.1
OG0016649	XP_003931279.1	XP_038403513.1
OG0016650	XP_003933088.1	XP_038404061.1
OG0016651	XP_003931515.1	XP_038404132.1
OG0016653	XP_003929380.1	XP_038404355.1
OG0016654	XP_039317245.1	XP_038404597.1
OG0016655	XP_039317291.1	XP_038404598.1
OG0016656	XP_039317153.1	XP_038404646.1
OG0016657	XP_003941462.1	XP_038404660.1
OG0016658	XP_039317388.1	XP_038404667.1
OG0016659	XP_039317450.1	XP_038404715.1
OG0016660	XP_039317147.1	XP_038404784.1
OG0016661	XP_003940639.2	XP_038405163.1
OG0016662	XP_039332961.1, XP_003931778.1	XP_038405405.1
OG0016663	XP_039331738.1	XP_038405413.1
OG0016664	XP_003926515.1	XP_038405434.1
OG0016665	XP_003932347.1	XP_038405454.1
OG0016666	XP_039328173.1	XP_038405497.1
OG0016667	XP_003927863.1	XP_038405987.1
OG0016668	XP_039319230.1	XP_038406064.1
OG0016669	XP_039319118.1	XP_038406108.1
OG0016670	XP_039319237.1	XP_038406199.1
OG0016671	XP_003932931.1	XP_038406569.1
OG0016672	XP_003929683.1	XP_038406751.1
OG0016673	XP_003922809.2	XP_038406752.1
OG0016674	XP_010350383.2	XP_038406938.1
OG0016675	XP_010350340.1	XP_038407028.1
OG0016676	XP_039336502.1	XP_038407121.1
OG0016677	XP_039318913.1	XP_038407497.1
OG0016679	XP_010330139.1	XP_038407575.1
OG0016680	XP_039325426.1	XP_038408026.1
OG0016681	XP_003920612.1	XP_038408158.1
OG0016682	XP_003928225.1	XP_038408251.1
OG0016684	XP_003943859.1	XP_038408655.1
OG0016685	XP_010349100.1	XP_038408816.1
OG0016686	XP_039330982.1	XP_038408835.1
OG0016687	XP_039330245.1	XP_038409206.1, XP_038414302.1
OG0016688	XP_039323705.1	XP_038409237.1
OG0016689	XP_003923238.1	XP_038409250.1
OG0016690	XP_010332371.1	XP_038409298.1
OG0016691	XP_039323609.1	XP_038409395.1
OG0016692	XP_010330570.2	XP_038409461.1
OG0016693	XP_003944390.1	XP_038409481.1
OG0016694	XP_010330554.1	XP_038409494.1
OG0016695	XP_010332365.1	XP_038409761.1
OG0016696	XP_003923155.1	XP_038410225.1
OG0016697	XP_039323702.1	XP_038410356.1
OG0016698	XP_003938694.1	XP_038410989.1
OG0016699	XP_039320379.1	XP_038410997.1
OG0016700	XP_039320310.1	XP_038410999.1
OG0016701	XP_039320462.1	XP_038411000.1
OG0016702	XP_003942166.2	XP_038411625.1
OG0016703	XP_039320480.1	XP_038411671.1
OG0016704	XP_039320659.1	XP_038411710.1
OG0016705	XP_039320458.1	XP_038411756.1
OG0016706	XP_039325315.1	XP_038411855.1
OG0016707	XP_039324530.1	XP_038411986.1
OG0016708	XP_003933720.1	XP_038412074.1
OG0016709	XP_003921261.1	XP_038412305.1
OG0016710	XP_010343968.2	XP_038412313.1
OG0016711	XP_010343848.1	XP_038412804.1
OG0016712	XP_003930784.2	XP_038413253.1
OG0016713	XP_039320213.1	XP_038413450.1
OG0016714	XP_039330042.1	XP_038413482.1
OG0016715	XP_003935872.2	XP_038413571.1
OG0016716	XP_010347392.1	XP_038413955.1
OG0016717	XP_003921619.1	XP_038414000.1
OG0016718	XP_003929889.1	XP_038415116.1
OG0016719	XP_003930890.1	XP_038415178.1
OG0016720	XP_010338711.1	XP_038415271.1, XP_038415270.1
