Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0015123	XP_003937908.1	XP_004714776.1
OG0015124	XP_039315915.1	XP_030743738.2
OG0015125	XP_003937835.2	XP_004714718.1
OG0015126	XP_003937819.2	XP_004714808.1
OG0015127	XP_039319518.1	XP_045151981.1
OG0015128	XP_039319516.1	XP_004703029.1
OG0015129	XP_039319672.1	XP_004703025.2
OG0015130	XP_003924756.1	XP_004703020.1
OG0015131	XP_003924792.1	XP_004702998.1
OG0015132	XP_039319763.1	XP_004702993.1
OG0015133	XP_003924818.1	XP_004702977.1
OG0015134	XP_039319778.1	XP_045152214.1
OG0015135	XP_010333808.1	XP_004702961.1
OG0015136	XP_010333836.1	XP_030743142.1
OG0015137	XP_039319751.1	XP_045152181.1
OG0015138	XP_010333846.2	XP_045152183.1
OG0015139	XP_010333931.2	XP_045145012.1
OG0015140	XP_039319752.1	XP_004703932.1
OG0015141	XP_003926121.1	XP_012860189.1
OG0015142	XP_003926122.2	XP_004703040.1
OG0015143	XP_010335135.1	XP_004703039.1
OG0015144	XP_003924369.1	XP_004698956.1
OG0015145	XP_003924342.2	XP_004698543.1
OG0015146	XP_039325137.1	XP_004699000.1
OG0015147	XP_003945226.2	XP_004699050.1
OG0015148	XP_003924613.1	XP_030740815.2
OG0015149	XP_003924376.1	XP_004698954.1
OG0015150	XP_003924370.1	XP_004698955.1
OG0015151	XP_003924364.1	XP_004698957.1
OG0015152	XP_003924343.1	XP_004698542.1
OG0015153	XP_039324657.1	XP_004698548.3
OG0015154	XP_010333308.1	XP_045143826.1
OG0015155	XP_003924317.1	XP_045144072.1
OG0015156	XP_003924301.1	XP_004698980.1
OG0015157	XP_003924302.2	XP_004698566.2
OG0015158	XP_039325340.1	XP_030740789.2
OG0015159	XP_003924267.1	XP_004698579.1
OG0015161	XP_039324913.1	XP_045143701.1
OG0015162	XP_039325015.1	XP_030740740.1
OG0015163	XP_039324914.1	XP_004698617.1
OG0015164	XP_003930602.1	XP_012859199.1
OG0015165	XP_003930578.1	XP_004698641.1
OG0015166	XP_010339368.1	XP_004698662.1
OG0015167	XP_039324965.1	XP_030740862.1
OG0015168	XP_003924456.1	XP_004698693.1
OG0015169	XP_003924461.1	XP_004698694.1
OG0015170	XP_003924467.1	XP_004698698.1
OG0015171	XP_010333679.2	XP_004698703.1
OG0015173	XP_010333452.1	XP_012859200.1
OG0015174	XP_003924479.1	XP_004698711.1
OG0015175	XP_039325093.1	XP_004699070.1
OG0015176	XP_010333528.1	XP_004698746.1
OG0015178	XP_039324901.1	XP_004698758.1
OG0015179	XP_003924596.1	XP_030740716.2
OG0015180	XP_003924608.1	XP_030740917.1
OG0015181	XP_003924624.1	XP_004698778.1
OG0015182	XP_003924620.1	XP_045143748.1
OG0015183	XP_003924652.1	XP_004698792.1
OG0015184	XP_039325123.1	XP_045144069.1
OG0015185	XP_003939905.1	XP_045144055.1
OG0015186	XP_003939888.1	XP_045143790.1
OG0015187	XP_010348852.2	XP_045143990.1
OG0015188	XP_039325168.1	XP_004699144.2
OG0015189	XP_039335422.1, XP_003929057.2	XP_004698839.1
OG0015190	XP_039318889.1	XP_045144034.1
OG0015191	XP_039318871.1	XP_004699164.1
OG0015193	XP_039318861.1	XP_030740869.1
OG0015194	XP_010342225.1	XP_045143767.1
OG0015195	XP_039318894.1	XP_004699185.1
OG0015196	XP_039318714.1	XP_045143984.1
OG0015197	XP_039318879.1	XP_045143745.1
OG0015198	XP_003933388.1	XP_004698888.1
OG0015200	XP_003942919.2	XP_012861247.2
OG0015201	XP_039332841.1	XP_004707467.1
OG0015203	XP_039332817.1	XP_030744105.1
OG0015204	XP_039317326.1	XP_004714494.1
OG0015205	XP_010340637.2	XP_004709169.1
OG0015206	XP_003931255.2	XP_004707480.1
OG0015207	XP_003931302.1	XP_045155249.1
OG0015208	XP_003931310.1	XP_004707121.1
OG0015209	XP_003931382.1	XP_004707089.1
OG0015210	XP_010340254.1	XP_004707446.1
OG0015211	XP_039317327.1	XP_004714538.1
OG0015212	XP_039331919.1	XP_045155359.1
OG0015213	XP_039331922.1	XP_045155466.1
OG0015214	XP_039332576.1	XP_004709273.1
OG0015215	XP_010340585.2	XP_004709278.1
OG0015216	XP_039331687.1	XP_045155461.1
OG0015217	XP_003931696.1	XP_004709155.1
OG0015218	XP_039331833.1	XP_045155459.1
OG0015219	XP_039332410.1	XP_045155711.1
OG0015220	XP_010340640.1	XP_004709170.1
OG0015221	XP_010340705.1	XP_045155435.1
OG0015222	XP_003931769.1	XP_004709191.1
OG0015223	XP_039332364.1	XP_004709358.1
OG0015224	XP_003931801.2	XP_004709360.1
OG0015225	XP_039332741.1	XP_030744012.1
OG0015226	XP_039332264.1	XP_004709377.1
OG0015227	XP_003931835.1	XP_045155652.1
OG0015228	XP_039332818.1	XP_004709235.1
OG0015229	XP_003931849.1	XP_045155810.1
OG0015230	XP_039332932.1	XP_045155417.1
OG0015231	XP_003931859.1	XP_004707340.1
OG0015232	XP_003931861.1	XP_004707338.1
OG0015233	XP_039331747.1	XP_012861274.1
OG0015234	XP_003942512.2	XP_004707600.1
OG0015235	XP_039331877.1	XP_004707331.1
OG0015236	XP_010328604.1	XP_004707330.2
OG0015237	XP_003942485.1	XP_004707326.1
OG0015238	XP_039332120.1	XP_004707312.1
OG0015239	XP_010329755.1	XP_045155826.1
OG0015240	XP_003943649.1	XP_004707293.1
OG0015241	XP_039332927.1	XP_004707569.1
OG0015242	XP_039332876.1	XP_004707563.1
OG0015243	XP_003942781.1	XP_004707252.3
OG0015244	XP_039331926.1	XP_045155279.1
OG0015245	XP_003942788.1	XP_004707245.1
OG0015246	XP_010328894.1	XP_004707546.3
OG0015247	XP_003942797.1	XP_004707239.1
OG0015248	XP_039332704.1	XP_045155383.1
OG0015249	XP_010328907.1	XP_004707236.1
OG0015250	XP_039332414.1	XP_004707231.1
OG0015251	XP_003942913.3	XP_045155380.1
OG0015252	XP_003942826.1	XP_004707217.1
OG0015253	XP_003942845.2, XP_010328955.2	XP_004707200.1
OG0015254	XP_003942846.1	XP_004707513.1
OG0015255	XP_003942871.2	XP_045155270.1
OG0015257	XP_039332751.1	XP_045155650.1
OG0015258	XP_010340127.1	XP_012861230.2
OG0015259	XP_003931265.1	XP_004707476.3
OG0015260	XP_010340416.2	XP_045155253.1
OG0015261	XP_003931278.1	XP_004707145.1
OG0015262	XP_039331659.1	XP_030743945.1
OG0015263	XP_010340157.1	XP_004707141.1
OG0015264	XP_039331710.1	XP_004707136.1
OG0015265	XP_003931289.1	XP_004707469.1
OG0015267	XP_003931325.1	XP_004707111.1
OG0015268	XP_010340194.1	XP_045155716.1
OG0015269	XP_003931358.2	XP_004707456.2
OG0015270	XP_003931369.1	XP_004707093.1
OG0015271	XP_010340238.1	XP_004707453.1
OG0015272	XP_039332937.1	XP_030744063.1
OG0015273	XP_003929162.1	XP_012861215.1
OG0015274	XP_003929149.1	XP_012861288.1
OG0015275	XP_003929137.1	XP_004707068.1
OG0015276	XP_010338288.2	XP_004707052.2
OG0015277	XP_039332794.1	XP_004707048.1
OG0015278	XP_039332323.1	XP_004707046.1
OG0015279	XP_039332012.1	XP_004707039.1
OG0015280	XP_003929096.2	XP_030744096.1
OG0015281	XP_003933094.1	XP_004707022.1
OG0015282	XP_003933075.2	XP_045155930.1
OG0015283	XP_010340326.1	XP_045155544.1
OG0015284	XP_010340335.1	XP_004706991.2
OG0015285	XP_003931463.1	XP_004706989.2
OG0015286	XP_003931460.2	XP_030743950.1
OG0015287	XP_003931474.1	XP_045155818.1
OG0015288	XP_039331882.1	XP_004706972.1
OG0015289	XP_003931485.2	XP_045155490.1
OG0015290	XP_003931505.1	XP_045155538.1
OG0015291	XP_010340391.1	XP_045155898.1
OG0015292	XP_039332475.1	XP_012861198.2
OG0015293	XP_003929373.1	XP_012861279.3
OG0015294	XP_039331682.1	XP_004706940.1
OG0015295	XP_039331863.1	XP_004707360.1
OG0015296	XP_003929386.1	XP_004707359.1
OG0015297	XP_039332014.1	XP_045155890.1
OG0015298	XP_039332387.1	XP_030744101.2
OG0015299	XP_003933114.1	XP_004716217.1
OG0015300	XP_010341990.2	XP_004716215.1
OG0015301	XP_039317201.1	XP_004714476.2
OG0015302	XP_039317295.1	XP_004714532.1
OG0015303	XP_039317314.1	XP_004714535.2
OG0015304	XP_003941397.1	XP_012863177.1
OG0015305	XP_039317323.1	XP_045145220.1, XP_045145219.1
OG0015306	XP_010350442.1	XP_004714492.1
OG0015307	XP_039317352.1	XP_045145288.1
OG0015308	XP_039317285.1	XP_045145284.1
OG0015309	XP_039335854.1	XP_030741176.1
OG0015310	XP_039317164.1	XP_004714592.2
OG0015311	XP_003941441.2	XP_045145297.1
OG0015312	XP_003941435.1	XP_004714504.1
OG0015313	XP_010350499.1	XP_004714578.2
OG0015314	XP_003935964.1	XP_004713378.1
OG0015315	XP_010339753.2	XP_045144520.1
OG0015316	XP_003940058.1	XP_004713391.1
OG0015317	XP_039330860.1	XP_004713395.2
OG0015318	XP_039330858.1	XP_004713314.1
OG0015319	XP_003940069.1	XP_004713318.1
OG0015320	XP_010349052.1	XP_004713321.1
OG0015321	XP_039330775.1	XP_012862852.2
OG0015322	XP_003940632.1	XP_004713337.1
OG0015323	XP_003940649.2	XP_004713350.1
OG0015324	XP_003940658.1	XP_030741000.2
OG0015325	XP_039330629.1	XP_004716508.1
OG0015326	XP_010349670.1	XP_045146136.1
OG0015327	XP_003925213.1	XP_045152483.1
OG0015329	XP_003939376.1	XP_004700882.2
OG0015330	XP_003926516.1	XP_004700583.1
OG0015331	XP_039328188.1	XP_004700557.2
OG0015332	XP_003932928.2	XP_004718060.1
OG0015333	XP_003922827.1	XP_004704387.1
OG0015334	XP_003922714.2	XP_045150023.1
OG0015335	XP_039327860.1	XP_012859565.1
OG0015336	XP_010348270.1	XP_045146117.1
OG0015337	XP_003939375.1	XP_004700608.1
OG0015338	XP_039327547.1	XP_030741341.1
OG0015339	XP_003926525.2	XP_045146390.1
OG0015341	XP_003926563.1	XP_004700542.1
OG0015342	XP_039327781.1	XP_004700859.1
OG0015343	XP_010335591.1	XP_004700521.1
OG0015344	XP_003927835.2	XP_004700849.1
OG0015345	XP_003927843.1	XP_004700507.1
OG0015346	XP_010336799.2	XP_004700503.1
OG0015347	XP_003927857.2	XP_045146603.1
OG0015348	XP_003927860.1	XP_045148217.1
OG0015350	XP_010341641.1	XP_045146594.1
OG0015351	XP_010341629.1	XP_004700677.1
OG0015352	XP_039319234.1	XP_045146613.1
OG0015353	XP_039319158.1	XP_045146717.1
OG0015354	XP_003932860.1	XP_004700349.1
OG0015355	XP_039319140.1	XP_004700326.1
OG0015356	XP_003932925.1	XP_004700303.1
OG0015357	XP_010341789.1	XP_004700296.1
OG0015358	XP_039319227.1	XP_004700764.1
OG0015359	XP_010341799.2	XP_012859580.1
OG0015360	XP_039319128.1	XP_004700376.1
OG0015362	XP_003932348.1	XP_004700382.1
OG0015363	XP_039327871.1	XP_004700788.1
OG0015364	XP_003938127.2	XP_012860554.2
OG0015365	XP_039331589.1	XP_030741621.1
OG0015367	XP_003926810.1	XP_045141744.1
OG0015368	XP_003926807.1	XP_004699822.1
OG0015369	XP_003926804.2	XP_030740217.1
OG0015370	XP_003922807.2	XP_004699805.1
OG0015371	XP_003922784.1	XP_012862007.2
OG0015372	XP_010331898.2	XP_045150032.1
OG0015373	XP_003922778.3	XP_004717896.1, XP_004710271.1
OG0015374	XP_010331886.2	XP_045150119.1
OG0015375	XP_003922713.1	XP_045150022.1
OG0015376	XP_003922706.1	XP_004710213.1
OG0015377	XP_003932837.2	XP_030741496.1
OG0015378	XP_039319164.1	XP_004700310.1
OG0015380	XP_003920693.1	XP_004696641.1
OG0015381	XP_003920616.1	XP_004696682.1
OG0015382	XP_039328069.1	XP_045140963.1
OG0015383	XP_003928200.2	XP_004706667.1
OG0015384	XP_003943878.1	XP_004712442.1
OG0015385	XP_003920613.1	XP_004697061.1
OG0015386	XP_010331044.1	XP_045140523.1
OG0015387	XP_003943999.1	XP_045140433.1
OG0015388	XP_039316584.1	XP_004697238.1
OG0015389	XP_039316583.1	XP_004696909.1
OG0015390	XP_003936134.1	XP_045140420.1
OG0015391	XP_003936137.1	XP_004696885.1
OG0015392	XP_003936140.1	XP_045140619.1
OG0015393	XP_003920731.1	XP_004706630.1
OG0015394	XP_003920705.1	XP_045141097.1
OG0015395	XP_010337420.2	XP_012859966.2
OG0015396	XP_003920679.2	XP_012861420.2
OG0015397	XP_039323602.1, XP_039323634.1	XP_045140978.1
OG0015398	XP_010337085.1	XP_004696667.1
OG0015399	XP_003920637.1	XP_004696669.1
OG0015400	XP_039323382.1	XP_004696671.1
OG0015401	XP_003920622.1	XP_030744742.1
OG0015402	XP_010336924.1	XP_030744738.1
OG0015403	XP_039325469.1	XP_045140969.1
OG0015404	XP_039326475.1	XP_004697070.1
OG0015405	XP_003933993.1	XP_004696689.1
OG0015406	XP_003933989.1	XP_004696700.1
OG0015407	XP_003933988.1	XP_004696702.1
OG0015408	XP_003933981.1	XP_004696704.1
OG0015409	XP_003928221.1	XP_030741194.2
OG0015410	XP_010343916.1, XP_003928195.1	XP_004706596.1
OG0015411	XP_010337036.1	XP_030741204.1
OG0015412	XP_003928185.1	XP_004706607.1
OG0015413	XP_039330998.1	XP_012861110.2
OG0015414	XP_039330846.1	XP_004712410.1
OG0015415	XP_003939767.1	XP_045145212.1
OG0015416	XP_003939789.1	XP_004712424.1
OG0015417	XP_003939792.1	XP_004712427.1
OG0015418	XP_010330009.1	XP_004712447.1
OG0015419	XP_003943867.1	XP_045145314.1
OG0015420	XP_010330003.2	XP_045145198.1
OG0015421	XP_003943854.2	XP_004712457.1
OG0015422	XP_003943842.1	XP_030741216.1
OG0015423	XP_010329987.1	XP_004712497.1
OG0015424	XP_003943833.1	XP_012862630.1
OG0015425	XP_039330956.1	XP_030741175.1
OG0015426	XP_003943831.1	XP_004711085.1
OG0015427	XP_003940103.1	XP_004711063.1
OG0015428	XP_003940110.1	XP_004711056.1
OG0015429	XP_003940156.2	XP_004711053.1
OG0015430	XP_003940115.1	XP_004711048.1
OG0015431	XP_003940118.2	XP_004711047.1
OG0015432	XP_003940122.2	XP_004711046.1
OG0015433	XP_003940128.1	XP_045152537.1
OG0015434	XP_003940130.1	XP_004711130.1
OG0015435	XP_039330952.1	XP_045152544.1
OG0015436	XP_039331025.1	XP_045152470.1
OG0015437	XP_003925292.3	XP_004711098.1
OG0015438	XP_039330818.1	XP_004711095.2
OG0015439	XP_010334264.2	XP_004711092.1
OG0015440	XP_039330644.1	XP_004712589.1
OG0015441	XP_003925248.1	XP_004712603.1
OG0015442	XP_003925232.3	XP_004712612.1
OG0015444	XP_003923056.3	XP_004710915.1
OG0015445	XP_010332286.2	XP_045150691.1
OG0015446	XP_003944694.1	XP_004711730.1
OG0015447	XP_003944711.2	XP_004711833.1
OG0015448	XP_010330930.1	XP_004711736.1
OG0015449	XP_003944680.2	XP_045148849.1
OG0015450	XP_003944682.2	XP_045148195.1
OG0015451	XP_010330582.1	XP_004711849.1
OG0015452	XP_039322534.1	XP_045148527.1
OG0015453	XP_003944379.2	XP_004711859.1
OG0015454	XP_039322349.1	XP_004711776.1
OG0015455	XP_003944361.1	XP_004711785.1
OG0015456	XP_039323699.1	XP_004711869.1
OG0015457	XP_010330531.1	XP_045148863.1
OG0015458	XP_039321239.1	XP_045148543.1
OG0015459	XP_003923203.1	XP_012861425.1
OG0015460	XP_003923222.2	XP_004717300.2
OG0015461	XP_039323616.1	XP_004710799.1
OG0015463	XP_039322476.1	XP_045150853.1
OG0015464	XP_003923304.1	XP_004710811.1
OG0015465	XP_039323422.1	XP_045150705.1
OG0015466	XP_003923053.1	XP_004710823.1
OG0015467	XP_003923059.1	XP_045150805.1
OG0015468	XP_003923097.1	XP_004710845.1
OG0015469	XP_003923084.1	XP_045150698.1
OG0015470	XP_003923112.2	XP_004710931.1
OG0015471	XP_003923157.1	XP_004696419.1
OG0015472	XP_003926421.1	XP_004696399.1
OG0015473	XP_003926409.1	XP_004696388.1
OG0015474	XP_003926366.1	XP_004696359.1
OG0015475	XP_003923312.1	XP_004696351.1
OG0015476	XP_003923311.1	XP_045150451.1
OG0015477	XP_010332134.2	XP_004696342.2
OG0015478	XP_003923010.1	XP_012859084.1
OG0015479	XP_003923009.1	XP_004696325.1
OG0015480	XP_003923003.2	XP_004696577.3
OG0015483	XP_003922968.1	XP_004710991.1
OG0015484	XP_039323534.1	XP_012862246.1
OG0015485	XP_003936016.1	XP_004702240.2
OG0015486	XP_003943486.1	XP_004701960.1
OG0015487	XP_039323888.1, XP_039316433.1	XP_045150635.1
OG0015489	XP_039322157.1	XP_030742599.1
OG0015490	XP_003942072.1	XP_045142590.1
OG0015491	XP_003933688.1	XP_004706334.1
OG0015492	XP_003942165.2	XP_004697685.1
OG0015493	XP_003942163.3	XP_004697683.2
OG0015494	XP_039320537.1	XP_004697413.2
OG0015495	XP_039324248.1	XP_030744410.1
OG0015496	XP_003941015.2	XP_004703202.1
OG0015497	XP_003931976.2	XP_045140299.1
OG0015498	XP_003943076.1	XP_012863048.2
OG0015499	XP_039320589.1	XP_004697748.1
OG0015500	XP_003945259.1	XP_004697503.1
OG0015501	XP_003938647.1	XP_004697492.1
OG0015502	XP_003933160.1	XP_004697477.1
OG0015503	XP_003933159.1	XP_004697476.1
OG0015504	XP_003933154.2	XP_004697725.1
OG0015505	XP_003933149.1	XP_004697469.1
OG0015506	XP_003933144.1	XP_004697463.1
OG0015507	XP_003933783.1	XP_004697459.1
OG0015508	XP_003933735.1	XP_045142899.1
OG0015510	XP_003942157.3	XP_004697672.1
OG0015511	XP_039320836.1	XP_004697670.1
OG0015512	XP_003942110.2	XP_045142191.1
OG0015513	XP_039320680.1	XP_004697647.1
OG0015514	XP_010328107.1	XP_030740400.2
OG0015515	XP_010329119.2	XP_045141770.1
OG0015516	XP_039324015.1	XP_004715140.1
OG0015517	XP_003941018.1	XP_004703203.1
OG0015518	XP_039324020.1	XP_030744413.1
OG0015519	XP_003933678.1	XP_004706340.1
OG0015520	XP_010342461.1	XP_004706383.1
OG0015521	XP_010342439.1	XP_004706390.1
OG0015522	XP_003933648.3	XP_004706354.2
OG0015524	XP_039323942.1	XP_045140001.1
OG0015526	XP_003931980.2	XP_004703238.1
OG0015527	XP_039324005.1	XP_012860301.1
OG0015528	XP_003932152.1, XP_003932015.1	XP_004703255.1
OG0015529	XP_003932155.3	XP_030744407.1
OG0015530	XP_039320450.1	XP_012862269.1
OG0015531	XP_003933750.1	XP_004697702.1
OG0015532	XP_003921059.1	XP_004707860.1
OG0015533	XP_003938733.1	XP_004702893.1
OG0015534	XP_003935206.2	XP_004702799.1
OG0015535	XP_003935237.1	XP_004702818.1
OG0015536	XP_039320261.1	XP_004697292.2
OG0015537	XP_003921047.1	XP_004707874.1
OG0015538	XP_003921053.1	XP_004707869.1
OG0015539	XP_010341441.1	XP_045144937.1
OG0015540	XP_003921061.1	XP_045144818.1
OG0015541	XP_003921077.1	XP_004707840.1
OG0015542	XP_003921079.1	XP_004707925.2
OG0015543	XP_003921081.1	XP_045144948.1
OG0015544	XP_003921228.1	XP_004702857.1
OG0015545	XP_039328963.1	XP_004702708.1
OG0015546	XP_010343536.1	XP_030741062.2
OG0015547	XP_039328713.1	XP_004702710.1
OG0015548	XP_039328921.1	XP_030741031.1
OG0015549	XP_010343773.1	XP_045144635.1
OG0015550	XP_003921275.1	XP_004702730.1
OG0015551	XP_003921286.1	XP_004702735.1
OG0015552	XP_003921287.1	XP_030741159.2
OG0015553	XP_039328775.1	XP_045144906.1
OG0015554	XP_010347628.1	XP_045144793.1
OG0015555	XP_003938717.1	XP_004702886.1
OG0015556	XP_003938718.1	XP_004702760.1
OG0015557	XP_003938721.1	XP_004702888.2
OG0015558	XP_003938726.2	XP_045144589.1
OG0015559	XP_039328930.1	XP_045144938.1
OG0015560	XP_039328774.1	XP_004702768.1
OG0015561	XP_010343971.2	XP_030741068.1
OG0015562	XP_003935163.1	XP_004702772.1
OG0015563	XP_039328980.1	XP_004718236.3
OG0015564	XP_003935254.3	XP_004702906.1
OG0015565	XP_003935202.1	XP_004702794.1
OG0015566	XP_010344000.1	XP_004702796.1
OG0015567	XP_039328727.1	XP_004702797.1
OG0015568	XP_003935205.2	XP_004702798.1
OG0015569	XP_003935213.2	XP_004702803.1
OG0015570	XP_039328488.1	XP_012860133.2
OG0015571	XP_010344021.1	XP_012860120.2
OG0015572	XP_003921121.1	XP_045144875.1
OG0015573	XP_003921104.1	XP_004707826.1
OG0015574	XP_003921102.1	XP_030741067.2
OG0015575	XP_003921086.1	XP_004707833.1
OG0015577	XP_010345850.1	XP_004704993.1
OG0015578	XP_039329815.1	XP_004705358.1
OG0015579	XP_010347650.2	XP_012859306.1
OG0015580	XP_003936969.1	XP_004699750.1
OG0015582	XP_010344617.2	XP_004698925.1
OG0015583	XP_003927898.1	XP_004700477.2
OG0015585	XP_010344580.1	XP_004698930.1
OG0015586	XP_003937022.1	XP_004705318.2
OG0015587	XP_003937021.2	XP_004705319.1
OG0015588	XP_003937032.1	XP_004704979.1
OG0015589	XP_039330018.1	XP_004705326.1
OG0015590	XP_003937074.1	XP_045154833.1
OG0015591	XP_039329606.1	XP_004705341.1
OG0015592	XP_010345884.1	XP_004705013.1
OG0015593	XP_003937566.1	XP_004705031.1
OG0015594	XP_003937570.1	XP_004705036.1
OG0015595	XP_003937293.1	XP_004704959.1
OG0015596	XP_003921598.1	XP_004699477.1
OG0015597	XP_003921602.1	XP_004699480.1
OG0015598	XP_039329550.1	XP_004699484.1
OG0015600	XP_003936935.1	XP_012859350.1
OG0015601	XP_003936960.1	XP_004699746.1
OG0015602	XP_003936951.1	XP_004699531.1
OG0015603	XP_003936965.2	XP_004699537.1
OG0015604	XP_039330395.1	XP_045147708.1
OG0015605	XP_003936998.1	XP_045148035.1
OG0015606	XP_010345771.1	XP_004699557.1
OG0015607	XP_003935835.1	XP_030740761.1
OG0015608	XP_003935842.1	XP_004698492.1
OG0015609	XP_039318892.1	XP_012859215.1
OG0015610	XP_010333382.1	XP_004698509.1
OG0015612	XP_003927882.1	XP_004700484.1
OG0015613	XP_003927884.1	XP_012859536.1
OG0015614	XP_003927914.1	XP_004700469.1
OG0015615	XP_003929636.1	XP_045147297.1
OG0015616	XP_039328114.1	XP_045147930.1
OG0015617	XP_003928057.2	XP_004708806.1
OG0015618	XP_010336911.2	XP_045151740.1
OG0015619	XP_003928021.1	XP_045151738.1
OG0015620	XP_003928008.1	XP_045151771.1
OG0015621	XP_003928007.2	XP_004708776.1
OG0015622	XP_010336874.1	XP_004708784.1
OG0015623	XP_010336850.1	XP_045151695.1
OG0015624	XP_039335127.1	XP_004717442.1
OG0015626	XP_039328242.1	XP_004700403.2
OG0015627	XP_010336873.2	XP_004708833.1
OG0015628	XP_003944236.1	XP_030740553.1
OG0015630	XP_003929939.1	XP_004702545.1
OG0015631	XP_003942426.1	XP_045142787.1
OG0015632	XP_003942443.1	XP_045142792.1
OG0015633	XP_003935596.1	XP_004696243.1
OG0015634	XP_003929834.1	XP_004714073.1
OG0015635	XP_003929827.1	XP_004714079.1
OG0015636	XP_039328817.1	XP_004707881.1
OG0015637	XP_003930831.1	XP_004708239.1
OG0015638	XP_003930829.1	XP_045142229.1
OG0015639	XP_003930824.1	XP_012861511.1
OG0015640	XP_039328924.1	XP_045144572.1
OG0015642	XP_010338793.2	XP_045140604.1, XP_030743048.1
OG0015643	XP_039328633.1	XP_030741482.1
OG0015644	XP_039328964.1	XP_004702551.1
OG0015645	XP_039319265.1	XP_012861339.1
OG0015646	XP_010328540.1	XP_045142570.1
OG0015647	XP_003942448.1	XP_045142717.1
OG0015648	XP_003942454.1	XP_045142797.1
OG0015649	XP_003938169.1	XP_004696264.1
OG0015650	XP_003938162.2	XP_030740486.1
OG0015651	XP_039319273.1	XP_030740529.1
OG0015652	XP_003938149.1	XP_004696259.1
OG0015653	XP_039317066.1	XP_045142501.1
OG0015654	XP_003933877.1	XP_004696204.1
OG0015655	XP_039324343.1	XP_045142535.1
OG0015656	XP_003933913.1	XP_004696511.1
OG0015657	XP_039324542.1	XP_045142509.1
OG0015658	XP_003940756.2	XP_004707802.1
OG0015659	XP_003929862.2	XP_012863007.1
OG0015660	XP_039328797.1	XP_030741130.2
OG0015661	XP_039336524.1	XP_004696439.1
OG0015662	XP_039335359.1	XP_004704529.1
OG0015663	XP_010327981.2	XP_030743015.1
OG0015664	XP_039336060.1	XP_004709895.1
OG0015665	XP_003935275.1	XP_030740440.1
