Orthogroup	Saimiri_boliviensis_boliviensis	Sarcophilus_harrisii
OG0013430	XP_039326598.1	XP_031798371.1
OG0013431	XP_039326297.1	XP_031799449.1
OG0013432	XP_010329464.2	XP_031798418.1
OG0013433	XP_003941208.1	XP_031799253.1
OG0013435	XP_039327390.1	XP_023362523.1, XP_023362522.1
OG0013436	XP_010350214.1	XP_031798005.1
OG0013437	XP_039326927.1	XP_031797516.1
OG0013438	XP_010350246.1	XP_031797595.1
OG0013439	XP_003941254.1	XP_012408527.1
OG0013440	XP_039327404.1	XP_031797319.1
OG0013441	XP_039327407.1	XP_031799112.1
OG0013442	XP_039327410.1	XP_031799115.1
OG0013443	XP_010350264.1	XP_031799116.1
OG0013444	XP_010350273.2	XP_031799481.1
OG0013445	XP_039327374.1	XP_023362285.1
OG0013446	XP_039326798.1	XP_031799483.1
OG0013447	XP_003941269.1	XP_031797529.1
OG0013448	XP_010346656.1	XP_031799485.1
OG0013449	XP_003937769.2	XP_031799712.1
OG0013450	XP_003937768.1	XP_031799488.1
OG0013451	XP_003937764.1	XP_031799823.1
OG0013453	XP_003937756.1	XP_031797298.1
OG0013454	XP_010346620.1	XP_031799497.1
OG0013455	XP_003937751.1	XP_031797975.1
OG0013456	XP_003937752.1	XP_031799496.1
OG0013457	XP_039327285.1	XP_031799499.1
OG0013458	XP_003937746.1	XP_031797252.1
OG0013459	XP_039327403.1	XP_031799502.1
OG0013460	XP_010346593.2	XP_012408271.1
OG0013461	XP_010346592.1	XP_003774167.1
OG0013462	XP_003937725.1	XP_023362305.2
OG0013463	XP_039326602.1	XP_031799503.1
OG0013464	XP_010346546.1	XP_012408305.2
OG0013465	XP_039326956.1	XP_031799335.1
OG0013467	XP_003920294.1	XP_031800098.1
OG0013468	XP_039327436.1	XP_031798785.1
OG0013469	XP_003920291.1	XP_031798791.1
OG0013471	XP_039326494.1	XP_003774091.1
OG0013472	XP_039326872.1	XP_031799340.1
OG0013473	XP_010333656.1	XP_031797578.1
OG0013474	XP_003920238.1	XP_003774058.2
OG0013475	XP_039327226.1	XP_031797287.1
OG0013478	XP_039326945.1	XP_003774197.1
OG0013479	XP_010350249.1	XP_031799479.1
OG0013481	XP_003928080.1	XP_023361737.1
OG0013482	XP_010340539.2	XP_031815741.1
OG0013483	XP_003931581.1	XP_003763861.1
OG0013484	XP_039335118.1	XP_031798989.1
OG0013485	XP_003928082.1	XP_031798581.1
OG0013486	XP_003928086.2	XP_012407662.1
OG0013487	XP_010336658.1	XP_003772801.1
OG0013488	XP_003927762.2	XP_031798129.1
OG0013489	XP_003927766.1	XP_031798131.1
OG0013490	XP_003927768.1	XP_023361393.1
OG0013491	XP_010336662.1	XP_012407342.1
OG0013492	XP_039335035.1	XP_031797222.1
OG0013494	XP_003936278.1	XP_031800077.1
OG0013495	XP_003936279.1	XP_003774484.1
OG0013496	XP_010345023.1	XP_031799871.1
OG0013497	XP_003936271.1	XP_031799138.1
OG0013498	XP_010340541.2	XP_003763802.1
OG0013499	XP_039336041.1	XP_031817153.1
OG0013500	XP_010340494.1	XP_031815729.1
OG0013501	XP_003931583.1	XP_031815842.1
OG0013502	XP_039326142.1	XP_031815858.1
OG0013503	XP_010328965.1	XP_003763875.2
OG0013504	XP_003928864.2, XP_039325939.1	XP_031815860.1
OG0013505	XP_003922058.2	XP_003763869.1
OG0013506	XP_010328745.2	XP_023354963.1
OG0013507	XP_010328629.1	XP_031815899.1
OG0013508	XP_010328570.1	XP_003763898.1
OG0013509	XP_039325491.1	XP_031816517.1
OG0013510	XP_003943102.1	XP_003773247.1
OG0013511	XP_039333580.1	XP_031819236.1
OG0013512	XP_003940262.1	XP_031809458.1
OG0013513	XP_039333586.1	XP_031821734.1
OG0013514	XP_039321807.1	XP_031804010.1
OG0013515	XP_039321970.1, XP_039321971.1	XP_003760731.3
OG0013516	XP_039321821.1	XP_023352343.2
OG0013517	XP_039321658.1	XP_023354470.1
OG0013518	XP_003928658.1	XP_003760856.1
OG0013519	XP_003928657.1	XP_031803952.1
OG0013520	XP_039322470.1	XP_031804117.1
OG0013521	XP_003936628.2	XP_031813667.1
OG0013522	XP_039333367.1	XP_031821833.1
OG0013523	XP_039321650.1	XP_031804064.1
OG0013524	XP_039322646.1	XP_003762927.1
OG0013525	XP_039322443.1	XP_031804131.1
OG0013526	XP_010330310.2	XP_031811736.1
OG0013527	XP_003944177.2	XP_031811730.1
OG0013528	XP_010330305.1	XP_031812026.1
OG0013529	XP_010335187.1, XP_003926183.1	XP_031812166.1
OG0013530	XP_003926191.1	XP_031812529.1
OG0013531	XP_003926224.1	XP_031811709.1
OG0013532	XP_003926226.1	XP_031811720.1
OG0013533	XP_010335226.1	XP_031820285.1
OG0013534	XP_003926215.1	XP_003762499.1
OG0013535	XP_010335217.2	XP_031811453.1
OG0013536	XP_010335215.1	XP_023353973.1
OG0013537	XP_039334630.1	XP_031811047.1
OG0013538	XP_039325102.1, XP_003927110.1	XP_031810950.1
OG0013539	XP_003927131.1	XP_003762456.1
OG0013540	XP_003927152.1	XP_031810466.1
OG0013541	XP_039334499.1	XP_023353921.1
OG0013542	XP_003927173.1	XP_031810191.1
OG0013543	XP_039333363.1	XP_031809841.1
OG0013544	XP_003939505.1	XP_031816894.1
OG0013545	XP_003939514.1	XP_031809697.1
OG0013546	XP_039333001.1	XP_012399007.1
OG0013547	XP_039333002.1	XP_031809434.1
OG0013548	XP_039333267.1	XP_031808945.1
OG0013549	XP_010345306.2	XP_031808135.1
OG0013550	XP_003936605.1	XP_031805007.1
OG0013551	XP_039333077.1	XP_031813429.1
OG0013552	XP_003936630.2	XP_031801063.1
OG0013553	XP_003936632.1	XP_031813832.1
OG0013554	XP_039333503.1	XP_031814480.1
OG0013555	XP_010345416.1	XP_003762359.1
OG0013556	XP_003936676.1	XP_031814656.1
OG0013557	XP_010345431.1	XP_031814757.1
OG0013558	XP_003936701.2	XP_012398940.2
OG0013559	XP_003936724.3	XP_031815377.1
OG0013560	XP_010345471.1	XP_031815346.1
OG0013561	XP_003926360.1	XP_031815523.1
OG0013562	XP_010335365.2	XP_031817026.1
OG0013563	XP_039333488.1	XP_031816712.1
OG0013564	XP_003926334.1	XP_031816611.1
OG0013565	XP_003926330.1	XP_012398879.1
OG0013566	XP_010335320.2	XP_012398880.2
OG0013567	XP_039333347.1	XP_031816422.1
OG0013568	XP_003926474.3	XP_031816333.1
OG0013570	XP_003926292.1	XP_003772017.1
OG0013571	XP_039333329.1	XP_003772013.2
OG0013573	XP_003942365.2	XP_031803335.1
OG0013574	XP_039322132.1	XP_031803334.1
OG0013575	XP_039321374.1	XP_023352581.1
OG0013576	XP_003942362.1	XP_003760788.2
OG0013577	XP_003942357.1	XP_031803772.1
OG0013578	XP_003942340.1	XP_031804046.1
OG0013579	XP_039322768.1	XP_031804049.1
OG0013580	XP_039322515.1	XP_031804080.1
OG0013581	XP_010328503.2	XP_023352366.1
OG0013582	XP_010328437.2	XP_031803864.1
OG0013583	XP_003942308.1	XP_012397845.1
OG0013584	XP_010328433.2	XP_012397848.3
OG0013585	XP_003942303.1	XP_031803822.1
OG0013586	XP_039322743.1	XP_031803788.1
OG0013587	XP_039322759.1	XP_031803779.1
OG0013588	XP_039322162.1	XP_023352741.1
OG0013589	XP_003941744.1	XP_012397530.3
OG0013590	XP_003941741.1	XP_031803574.1
OG0013591	XP_039322632.1	XP_031803563.1
OG0013592	XP_003941756.1	XP_003763624.1, XP_012397538.1
OG0013593	XP_039321773.1	XP_031803508.1
OG0013594	XP_010327767.1	XP_031803488.1
OG0013595	XP_003941774.1	XP_012397558.1
OG0013596	XP_039321444.1	XP_031803468.1
OG0013597	XP_010327773.1	XP_031803470.1
OG0013598	XP_039322786.1	XP_031803606.1
OG0013599	XP_010327811.1	XP_012397326.1
OG0013600	XP_039321802.1	XP_031803430.1
OG0013601	XP_003941838.1	XP_031803419.1
OG0013602	XP_039321896.1	XP_031803393.1
OG0013603	XP_010327848.1	XP_012397392.1
OG0013604	XP_039321990.1	XP_031803380.1
OG0013605	XP_010347978.2	XP_031803362.1
OG0013607	XP_039321622.1	XP_031804212.1
OG0013608	XP_003938929.1	XP_031804213.1
OG0013609	XP_003938926.1	XP_012397770.1
OG0013610	XP_039321935.1	XP_031804227.1
OG0013611	XP_010347860.1, XP_003938935.1	XP_031804205.1
OG0013612	XP_010347885.1	XP_031804160.1
OG0013613	XP_003938950.2	XP_023352676.1
OG0013614	XP_003938953.1	XP_012397738.1
OG0013615	XP_003938954.1, XP_039321433.1	XP_031804166.1
OG0013616	XP_039322921.1	XP_031804171.1
OG0013617	XP_010347901.2	XP_023352669.2
OG0013618	XP_039322924.1	XP_012397515.1
OG0013619	XP_003938888.2	XP_003760658.1
OG0013620	XP_003938878.1	XP_012397490.2
OG0013621	XP_003938873.2	XP_012397481.3
OG0013622	XP_039323081.1	XP_031803671.1
OG0013623	XP_003938871.1	XP_031803674.1
OG0013624	XP_003938867.1	XP_031803685.1
OG0013625	XP_039322491.1	XP_031803688.1
OG0013626	XP_039322977.1	XP_031803693.1
OG0013627	XP_039322457.1	XP_031803713.1
OG0013628	XP_003938855.1	XP_003760626.1
OG0013629	XP_039322848.1	XP_031804101.1
OG0013630	XP_039322537.1	XP_031803948.1
OG0013631	XP_039322983.1	XP_031804138.1
OG0013632	XP_039322137.1	XP_031803981.1
OG0013633	XP_039322480.1	XP_023352616.2
OG0013634	XP_039322379.1	XP_031803997.1
OG0013635	XP_039323038.1	XP_031803929.1
OG0013636	XP_039321886.1	XP_031803919.1
OG0013637	XP_039321483.1	XP_031803911.1, XP_031803910.1
OG0013638	XP_039321867.1	XP_031803901.1
OG0013639	XP_003944519.1	XP_023354474.1
OG0013640	XP_039321581.1	XP_031803867.1
OG0013641	XP_039321960.1	XP_003762909.2
OG0013642	XP_039322216.1	XP_031804118.1
OG0013643	XP_039321358.1	XP_031804116.1
OG0013644	XP_010328682.1	XP_031797681.1
OG0013645	XP_003923888.2	XP_012400854.2
OG0013646	XP_039327184.1	XP_003764319.1
OG0013647	XP_010331059.2	XP_031816892.1
OG0013648	XP_003944811.2	XP_003764357.1
OG0013649	XP_039327210.1	XP_031816886.1
OG0013650	XP_039318226.1	XP_031816839.1
OG0013651	XP_003935127.1	XP_003764693.2
OG0013652	XP_010343945.1	XP_003764642.1
OG0013653	XP_003935144.2	XP_031817707.1
OG0013654	XP_003923541.1	XP_012400777.1
OG0013655	XP_003923525.1	XP_031817236.1
OG0013656	XP_039326654.1	XP_003764703.2
OG0013657	XP_039326687.1	XP_031817244.1
OG0013658	XP_003923512.1	XP_003764709.1
OG0013659	XP_039327167.1	XP_031817298.1
OG0013660	XP_003923463.1	XP_003764756.1
OG0013661	XP_003919812.1	XP_003765373.2
OG0013662	XP_003919824.3	XP_012401316.2
OG0013663	XP_010335315.1	XP_031817941.1
OG0013664	XP_003919828.1	XP_031817953.1
OG0013665	XP_003919846.1	XP_031799869.1
OG0013666	XP_003919851.1	XP_031800072.1
OG0013667	XP_003919868.1	XP_031797925.1
OG0013668	XP_039326745.1	XP_031797247.1
OG0013669	XP_039326429.1	XP_031797855.1
OG0013670	XP_039327051.1	XP_031799015.1
OG0013671	XP_003920435.3	XP_031800023.1
OG0013672	XP_003919872.1	XP_003773621.1
OG0013673	XP_039326776.1	XP_031797834.1
OG0013674	XP_003919881.1	XP_003773646.1
OG0013675	XP_003919915.3	XP_003773624.1
OG0013676	XP_003919946.1	XP_003773574.1
OG0013677	XP_003919963.1	XP_012407980.1
OG0013678	XP_003919967.1	XP_031797818.1
OG0013679	XP_039327232.1	XP_031798457.1
OG0013681	XP_003920230.1	XP_003774067.1
OG0013682	XP_039318230.1	XP_031816882.1
OG0013683	XP_010332540.2	XP_012400857.1
OG0013684	XP_039329164.1	XP_031814395.1
OG0013685	XP_039329396.1	XP_031814484.1
OG0013686	XP_003928335.2	XP_031814549.1
OG0013687	XP_039329380.1	XP_012400721.2
OG0013688	XP_003942287.1	XP_031817815.1
OG0013689	XP_010328366.1	XP_031817786.1
OG0013690	XP_003942262.1	XP_031817782.1
OG0013691	XP_003934492.1	XP_031814239.1
OG0013692	XP_010343217.1	XP_031814247.1
OG0013693	XP_003934413.1	XP_031814254.1
OG0013694	XP_003934415.2	XP_003765917.1
OG0013695	XP_039329192.1	XP_003765907.1
OG0013696	XP_039329276.1	XP_031814290.1
OG0013697	XP_003934436.2	XP_031814301.1
OG0013698	XP_039329319.1	XP_031814303.1
OG0013699	XP_003927235.1	XP_031814311.1
OG0013700	XP_003927240.1	XP_012401747.1
OG0013701	XP_010339948.2	XP_031814392.1
OG0013702	XP_039329165.1	XP_031814400.1
OG0013703	XP_010339943.1	XP_003765849.1
OG0013704	XP_003928246.1	XP_031819480.1
OG0013705	XP_003928253.1	XP_003765831.1
OG0013706	XP_003928260.1	XP_031814441.1
OG0013707	XP_010337115.1	XP_031814478.1
OG0013708	XP_039329112.1, XP_039329111.1	XP_031814492.1
OG0013709	XP_010337122.1	XP_031814493.1
OG0013710	XP_003928289.1	XP_003765792.2
OG0013711	XP_039329331.1	XP_031814564.1
OG0013712	XP_039329378.1, XP_039329262.1	XP_031814611.1
OG0013715	XP_003930933.1	XP_031795885.1
OG0013716	XP_039335340.1	XP_012396285.1
OG0013717	XP_003942967.1	XP_012396286.1
OG0013718	XP_039317754.1	XP_003771996.3
OG0013719	XP_003931053.3	XP_031796303.1
OG0013720	XP_039317746.1	XP_031807222.1
OG0013721	XP_003930960.1	XP_023354287.2
OG0013722	XP_003930956.1	XP_031808368.1
OG0013723	XP_039317883.1	XP_031808505.1
OG0013724	XP_039317942.1	XP_031818319.1
OG0013726	XP_003930953.1	XP_031807506.1
OG0013727	XP_039317891.1	XP_031808289.1
OG0013728	XP_010339787.1	XP_031808268.1
OG0013729	XP_003930931.1	XP_031795886.1
OG0013730	XP_039317850.1	XP_031815712.1
OG0013731	XP_039317927.1	XP_031796294.1
OG0013732	XP_003930974.1	XP_031796293.1
OG0013734	XP_039336107.1	XP_031796290.1
OG0013735	XP_010344862.1	XP_031796277.1
OG0013736	XP_039336278.1	XP_031796212.1
OG0013737	XP_010333938.2	XP_031796202.1
OG0013738	XP_039336215.1	XP_031796198.1
OG0013739	XP_003924969.1	XP_023360944.2
OG0013740	XP_003924976.2	XP_003772062.1
OG0013741	XP_010334170.2	XP_031796086.1
OG0013742	XP_010334125.1	XP_031796083.1
OG0013743	XP_003925141.1	XP_023360931.1
OG0013744	XP_010334111.2	XP_031796014.1
OG0013745	XP_010334109.1	XP_031795984.1
OG0013746	XP_010334107.1	XP_031795981.1
OG0013747	XP_039336245.1	XP_031795955.1
OG0013748	XP_039317824.1	XP_031815638.1
OG0013749	XP_003930994.1	XP_003763760.1
OG0013750	XP_003930995.2	XP_003766466.1
OG0013751	XP_039317733.1	XP_012400066.1
OG0013752	XP_003942642.1	XP_031815690.1
OG0013753	XP_003942630.1	XP_003766156.1
OG0013754	XP_003942624.2	XP_031813687.1
OG0013755	XP_010328708.1	XP_031813685.1
OG0013756	XP_003942616.1	XP_031813674.1
OG0013757	XP_003930977.2	XP_031813669.1
OG0013758	XP_003925100.1	XP_003766110.1
OG0013760	XP_010334079.2	XP_031813639.1
OG0013761	XP_039336232.1	XP_031813636.1
OG0013762	XP_003925089.1	XP_031813632.1
OG0013763	XP_039336133.1	XP_031813611.1
OG0013764	XP_010334046.1	XP_003766256.1
OG0013765	XP_039336130.1	XP_031813421.1
OG0013766	XP_003925038.1	XP_031813435.1
OG0013767	XP_039317918.1	XP_031812819.1
OG0013768	XP_003933263.1	XP_003758247.1
OG0013769	XP_003936427.1	XP_031809884.1
OG0013770	XP_039335616.1	XP_031806889.1
OG0013771	XP_003933201.1	XP_031806897.1
OG0013772	XP_010342024.2	XP_031806908.1
OG0013773	XP_039335602.1	XP_012395578.1
OG0013774	XP_003933229.1	XP_003758218.1
OG0013775	XP_039335660.1	XP_031806936.1
OG0013776	XP_003933267.2	XP_003758257.2
OG0013777	XP_003933268.1	XP_003758253.1
OG0013778	XP_003941136.1	XP_031812939.1
OG0013779	XP_039335740.1	XP_012409091.1
OG0013780	XP_010350058.1	XP_031810019.1
OG0013781	XP_010350134.2	XP_003757090.2
OG0013782	XP_010350133.2	XP_031810011.1
OG0013783	XP_010350041.2	XP_031810000.1
OG0013784	XP_039335373.1	XP_031809979.1
OG0013785	XP_039335372.1	XP_003757066.1
OG0013786	XP_039335647.1	XP_003757060.1
OG0013787	XP_003932115.1	XP_023351261.1
OG0013788	XP_039335393.1	XP_031809706.1
OG0013789	XP_039335163.1	XP_031809714.1
OG0013790	XP_003932100.1	XP_031809731.1
OG0013791	XP_039335252.1	XP_031809744.1
OG0013792	XP_003932087.1	XP_003756976.1
OG0013793	XP_010340970.1	XP_012408590.1
OG0013794	XP_039335584.1	XP_023362980.2
OG0013795	XP_003932051.1	XP_012408826.1
OG0013796	XP_003936417.1	XP_003757045.3
OG0013797	XP_003936424.2	XP_003759111.1
OG0013798	XP_003936431.3	XP_012408978.2
OG0013799	XP_003936432.1	XP_031809882.1
OG0013800	XP_003936435.1	XP_031809878.1, XP_012397041.3
OG0013801	XP_010345209.1	XP_012395243.1
OG0013802	XP_003936484.1	XP_031807407.1, XP_003757775.1
OG0013803	XP_003936468.1	XP_003757778.1
OG0013804	XP_003936506.2	XP_031810433.1
OG0013805	XP_003936515.1	XP_031810438.1
OG0013806	XP_039335605.1	XP_003757765.2
OG0013807	XP_003932599.1	XP_031807441.1
OG0013808	XP_003932745.2	XP_031807470.1
OG0013809	XP_039326020.1, XP_003932616.1	XP_003757747.1
OG0013810	XP_010341418.1	XP_031807482.1
OG0013811	XP_003932642.2	XP_031807510.1
OG0013812	XP_039335512.1	XP_012395129.1
OG0013813	XP_003932674.1	XP_003757710.1
OG0013814	XP_039335159.1	XP_031807581.1
OG0013816	XP_039335555.1	XP_003757676.1, XP_012395105.1
OG0013817	XP_039335655.1	XP_031807593.1
OG0013818	XP_039335404.1	XP_031807607.1
OG0013819	XP_039335423.1	XP_031807614.1
OG0013820	XP_010341511.1	XP_023350209.1
OG0013822	XP_039335451.1	XP_031807650.1
OG0013823	XP_003932727.1	XP_012409543.1
OG0013824	XP_039335462.1	XP_031807672.1
OG0013825	XP_039335469.1	XP_031807684.1
OG0013826	XP_010341544.1	XP_031807702.1
OG0013827	XP_003933266.2	XP_003758255.2
OG0013828	XP_003941098.1	XP_012406755.1
OG0013829	XP_039335166.1	XP_031809725.1
OG0013830	XP_039317111.1	XP_031805117.1
OG0013832	XP_010336221.2	XP_031817827.1
OG0013833	XP_003934463.1	XP_003764575.1
OG0013834	XP_010343293.2	XP_031816560.1
OG0013835	XP_010343300.2	XP_012400683.1
OG0013836	XP_039329257.1	XP_031816572.1
OG0013837	XP_039329368.1	XP_031816582.1
OG0013838	XP_003919751.1	XP_031816588.1
OG0013839	XP_003919757.2	XP_003764542.1
OG0013840	XP_003919758.2	XP_031816602.1
OG0013841	XP_003919769.2	XP_003764521.1
OG0013842	XP_003919781.1	XP_023355353.1
OG0013843	XP_003919786.1	XP_031816640.1, XP_031816639.1
OG0013844	XP_010333975.1	XP_031816648.1
OG0013845	XP_039329313.1	XP_031816657.1
OG0013846	XP_039329302.1	XP_031816674.1
OG0013847	XP_039329237.1	XP_031816683.1
OG0013848	XP_039329327.1	XP_031816696.1
OG0013849	XP_039335079.1	XP_031797854.1
OG0013850	XP_039334974.1	XP_031797746.1
OG0013852	XP_003937269.1	XP_031806774.1
OG0013853	XP_039317071.1	XP_031806779.1
OG0013854	XP_003937260.1	XP_031806800.1
OG0013855	XP_039316933.1	XP_031807324.1
OG0013856	XP_003937229.1	XP_023351069.1
OG0013857	XP_003937224.1	XP_031805518.1
OG0013858	XP_003937220.1	XP_003758118.1
OG0013859	XP_010346027.1	XP_031806749.1
OG0013860	XP_003937214.1	XP_031806745.1
OG0013861	XP_003937211.1	XP_012395494.2
OG0013862	XP_003937202.1	XP_031806725.1
OG0013863	XP_003935637.1	XP_003758087.1
OG0013864	XP_010334537.1	XP_031813812.1
OG0013865	XP_003925507.1	XP_003766182.1
OG0013867	XP_010345500.2	XP_031823999.1
OG0013868	XP_003936771.2	XP_003770322.1
OG0013869	XP_003936777.1	XP_031824032.1
OG0013870	XP_010345511.1	XP_031824038.1
OG0013871	XP_039325829.1	XP_031824638.1
OG0013872	XP_039325944.1	XP_031816966.1
OG0013873	XP_039326139.1	XP_031824112.1
OG0013874	XP_003936796.1	XP_031824108.1
OG0013875	XP_039325692.1	XP_031816967.1
OG0013876	XP_039325477.1	XP_031823868.1
OG0013877	XP_039325979.1	XP_031813314.1
OG0013878	XP_010334199.2	XP_003764547.1
OG0013879	XP_039318445.1	XP_031804928.1
OG0013880	XP_003937133.1	XP_031811490.1
OG0013882	XP_039327818.1	XP_031804240.1
OG0013883	XP_010345920.2	XP_031804245.1
OG0013884	XP_039327840.1	XP_003760998.2
OG0013885	XP_003937150.1	XP_031804289.1
OG0013886	XP_003937157.2	XP_031804291.1
OG0013887	XP_039327853.1	XP_031804297.1
OG0013888	XP_039327854.1	XP_031804298.1
OG0013889	XP_003937164.1	XP_031804306.1
OG0013890	XP_010345964.1	XP_031804309.1
OG0013891	XP_010341051.1	XP_031804334.1
OG0013892	XP_039327666.1	XP_031804342.1
OG0013893	XP_039327670.1	XP_031804341.1
OG0013894	XP_039328309.1, XP_039325906.1	XP_003761097.1
OG0013895	XP_010341081.1	XP_031804386.1
OG0013896	XP_039328253.1	XP_031804387.1
OG0013897	XP_010341085.1	XP_003761094.1
OG0013898	XP_039327804.1	XP_031804353.1
OG0013899	XP_039328357.1	XP_031804400.1
OG0013900	XP_039328294.1	XP_031804415.1
OG0013901	XP_003932303.1	XP_003761068.1
OG0013902	XP_039327582.1	XP_031804441.1
OG0013903	XP_039327665.1	XP_031804470.1
OG0013904	XP_039328071.1	XP_031804478.1
OG0013905	XP_010341152.2	XP_031804444.1
OG0013906	XP_039327918.1	XP_031804496.1
OG0013907	XP_003932263.1	XP_031804514.1
OG0013908	XP_039328206.1	XP_023352938.2
OG0013911	XP_039327658.1	XP_031804543.1
OG0013912	XP_039327538.1	XP_003761154.1
OG0013913	XP_003932225.1	XP_031804593.1
OG0013914	XP_039327916.1	XP_031804656.1
OG0013915	XP_039327729.1	XP_031804589.1
OG0013916	XP_010341196.1	XP_031804639.1
OG0013917	XP_003932327.1	XP_003761187.1
OG0013918	XP_003932408.3	XP_031804626.1
OG0013919	XP_039327484.1	XP_031804605.1
OG0013920	XP_003938611.2	XP_031804677.1
OG0013921	XP_003938528.1	XP_031804652.1
OG0013922	XP_039318388.1	XP_031804747.1
OG0013923	XP_010347459.1	XP_031804759.1
OG0013925	XP_039318470.1	XP_031804763.1
OG0013926	XP_010347439.2	XP_031804778.1
OG0013927	XP_003938469.1	XP_031804804.1
OG0013928	XP_010347398.2	XP_031804808.1
OG0013929	XP_010347531.1	XP_031805050.1
OG0013931	XP_039318376.1	XP_031804851.1
OG0013932	XP_010328804.1	XP_012399770.2
OG0013933	XP_039318322.1	XP_031804819.1
OG0013934	XP_039318397.1	XP_031804915.1
OG0013935	XP_010328772.1	XP_031804889.1
OG0013936	XP_010328773.1	XP_031804893.1
OG0013937	XP_039323142.1, XP_003942750.3	XP_031804895.1
OG0013938	XP_003942688.1	XP_031804900.1
OG0013940	XP_003922495.2	XP_012407973.1
OG0013941	XP_010331601.1	XP_003758949.2
OG0013942	XP_003922479.1	XP_012396101.1
OG0013943	XP_039318462.1	XP_031804671.1
OG0013944	XP_003942235.1	XP_003771350.1
OG0013946	XP_003934623.1	XP_003771236.1
OG0013947	XP_010348163.2	XP_023361335.1
OG0013948	XP_003939296.1	XP_003772361.1
OG0013949	XP_039318320.1	XP_003771395.1
OG0013950	XP_039318472.1	XP_031795502.1
OG0013951	XP_010343370.1	XP_031793652.1
OG0013952	XP_003934534.1	XP_031793655.1
OG0013953	XP_039317513.1	XP_031795170.1
OG0013954	XP_039317499.1	XP_031795179.1
OG0013955	XP_003942243.1	XP_003771358.3
OG0013956	XP_003942238.1	XP_003771344.2
OG0013957	XP_039317591.1	XP_003771351.1
OG0013958	XP_003942234.1	XP_003771343.1
OG0013959	XP_003932646.1	XP_003771339.1
OG0013960	XP_039317496.1	XP_031794163.1
OG0013962	XP_003942213.1	XP_003771261.2
OG0013963	XP_003942202.1	XP_023360324.1
OG0013964	XP_003944901.1	XP_023360344.1
OG0013965	XP_010331171.2	XP_003771301.1
OG0013966	XP_003944929.1	XP_031794109.1
OG0013967	XP_003944932.1	XP_003771279.1
OG0013968	XP_003944921.3	XP_023360297.1
