Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0012895	XP_010338550.1	NP_898995.1
OG0012896	XP_003929693.1	NP_081699.1
OG0012897	XP_039327857.1	NP_001138670.1, XP_011241859.1
OG0012898	XP_010338541.2	NP_067414.2
OG0012899	XP_003922812.1	NP_035370.2
OG0012900	XP_039331588.1	XP_006514336.1, NP_001156428.1
OG0012901	XP_003922835.2	NP_076003.3
OG0012902	XP_039331072.1	XP_006496104.1
OG0012903	XP_010346927.1	NP_082319.1
OG0012904	XP_039319523.1	XP_006496219.1
OG0012905	XP_010350368.1	NP_938045.2, XP_036020208.1
OG0012906	XP_039315914.1	NP_001357757.1
OG0012907	XP_010350335.1	NP_705722.2
OG0012908	XP_039332360.1	NP_001001806.1
OG0012909	XP_039335214.1	NP_114090.1
OG0012910	XP_003926931.1	NP_001264909.1
OG0012911	XP_003926789.1	NP_001391016.1
OG0012912	XP_010350182.2, XP_039318538.1	NP_032558.2
OG0012913	XP_039334434.1	NP_032654.1
OG0012914	XP_039330620.1	NP_001074503.1
OG0012915	XP_003922788.1	NP_080803.1
OG0012916	XP_010331902.1	NP_787030.2
OG0012917	XP_039329874.1	NP_082780.1
OG0012918	XP_010331888.1	NP_001350297.1
OG0012919	XP_010331882.1	NP_080199.1
OG0012920	XP_010331875.2	NP_033070.2
OG0012921	XP_039319952.1	XP_006514891.1
OG0012922	XP_003922755.1	NP_033967.1
OG0012923	XP_039333244.1	XP_011241983.1
OG0012924	XP_039318117.1	NP_776113.1
OG0012925	XP_003922739.1	NP_061349.3
OG0012926	XP_003922729.1	NP_034919.1
OG0012927	XP_010331825.1	NP_849240.1
OG0012928	XP_039329873.1, XP_003922725.2	NP_079719.1
OG0012929	XP_003922721.1	NP_001163960.1
OG0012930	XP_010331807.1	XP_036022028.1
OG0012931	XP_003922708.1	NP_079941.1
OG0012932	XP_003922702.1	NP_035715.1
OG0012933	XP_010331800.1	NP_080099.1
OG0012934	XP_003922688.1	NP_033383.1, XP_006505949.1
OG0012935	XP_003932984.2	NP_001025185.1
OG0012936	XP_039318858.1	XP_006496354.2
OG0012937	XP_003934014.1	NP_034832.2
OG0012938	XP_010330018.1	NP_001356064.1
OG0012939	XP_039324813.1	XP_006525982.1, NP_780715.1
OG0012940	XP_003934010.1	XP_006517325.1
OG0012941	XP_003944799.1	NP_663352.2
OG0012942	XP_003944009.1	NP_032055.1
OG0012943	XP_039316369.1	NP_038557.1, XP_036012229.1
OG0012944	XP_039316429.1	NP_001277679.1
OG0012945	XP_039316594.1	NP_001277689.1
OG0012946	XP_039316590.1	XP_006534100.1, NP_080819.2
OG0012947	XP_039316662.1	NP_775548.2, XP_036012112.1
OG0012948	XP_003920739.2	NP_001156485.1, XP_030106314.1
OG0012949	XP_003920738.2	NP_849203.2
OG0012950	XP_003920722.1	NP_001074840.2, XP_006525979.1
OG0012951	XP_003920703.2	NP_032934.1
OG0012952	XP_039326766.1	NP_034851.2
OG0012953	XP_039335234.1	XP_006532623.1
OG0012954	XP_010337268.2	NP_062290.2
OG0012955	XP_003920657.1	NP_033038.2
OG0012956	XP_003920653.1	XP_006532388.1
OG0012957	XP_010337020.1	XP_006532830.1
OG0012958	XP_003920626.1	NP_084252.1
OG0012959	XP_039326387.1	NP_780464.2
OG0012960	XP_003920621.1	NP_851795.1
OG0012961	XP_039329015.1	NP_036145.1
OG0012962	XP_003920615.1	XP_006517370.1, NP_062514.2
OG0012963	XP_003934124.1	NP_033395.1
OG0012964	XP_003934008.1	NP_001349344.2
OG0012965	XP_010342797.1	NP_001404692.1
OG0012966	XP_003933997.1	NP_848124.1
OG0012967	XP_039328054.1	NP_001074725.1
OG0012968	XP_010337070.1	NP_001165566.1
OG0012969	XP_003928204.1	NP_001106680.1
OG0012970	XP_010337039.1	NP_001342307.1
OG0012971	XP_010337035.2	NP_001392359.1
OG0012972	XP_039330950.1	NP_062408.2
OG0012973	XP_010337027.1	NP_001392353.1
OG0012974	XP_003928164.1	NP_077753.1
OG0012975	XP_039330845.1	NP_766283.2
OG0012976	XP_003939788.1	NP_067510.3
OG0012977	XP_010348732.2	NP_071641.1
OG0012978	XP_039330714.1	NP_076228.2
OG0012979	XP_039330548.1	NP_001406116.1
OG0012980	XP_010330030.1	XP_036020291.1, NP_780347.2
OG0012981	XP_003943890.1	NP_001240706.1
OG0012982	XP_010330032.1	NP_001364031.1
OG0012983	XP_003943888.1	NP_081423.1
OG0012984	XP_003943876.1	NP_001017362.1
OG0012985	XP_003943864.1	NP_033529.3
OG0012986	XP_003943866.1	NP_001413127.1
OG0012987	XP_003943852.1	NP_001092784.1
OG0012988	XP_010329970.2	NP_001277391.1
OG0012989	XP_003943825.1	NP_056643.3
OG0012990	XP_039330909.1	XP_011248417.2
OG0012991	XP_003940099.1	NP_032808.1
OG0012992	XP_003940114.1	NP_001277404.1
OG0012993	XP_010349107.1	NP_083362.1
OG0012994	XP_039331151.1	NP_001074610.1
OG0012995	XP_039330917.1	NP_001343355.1
OG0012996	XP_003940134.1	NP_083848.1, NP_001342113.1
OG0012997	XP_003940140.1	NP_080785.2
OG0012998	XP_003940148.2	NP_001276830.1, NP_663522.2
OG0012999	XP_003940149.2	NP_659152.1
OG0013000	XP_003925300.2	NP_033741.1
OG0013001	XP_003925288.2	NP_073725.2
OG0013002	XP_010334216.1	NP_001304281.1
OG0013003	XP_010334208.1	NP_001038979.1
OG0013004	XP_039330661.1	NP_001008791.1
OG0013005	XP_003925243.1	XP_017175603.1, NP_033429.1
OG0013006	XP_039331004.1	NP_067337.1
OG0013007	XP_039330945.1	NP_001393196.1
OG0013008	XP_003925445.1	NP_001258969.1, NP_001074178.1
OG0013009	XP_003925262.2	NP_619594.1
OG0013010	XP_010332297.1	NP_001333976.1
OG0013011	XP_039321072.1	NP_995316.2
OG0013012	XP_003923142.1	NP_861418.2
OG0013013	XP_003932484.1	NP_031508.1
OG0013014	XP_010330916.2	XP_011244747.1
OG0013016	XP_003944400.1	NP_258438.1
OG0013017	XP_003944381.1	NP_085100.1
OG0013018	XP_003944370.1	NP_067312.2
OG0013019	XP_003944357.2	NP_059491.1
OG0013020	XP_010332321.1	NP_033085.2
OG0013021	XP_003923197.2	NP_080583.3
OG0013022	XP_039323374.1	NP_001028451.2
OG0013023	XP_010332377.1	XP_006524496.1, NP_080847.2
OG0013024	XP_039323748.1	NP_036080.2, XP_017172968.1
OG0013025	XP_010332395.1	NP_001347168.1
OG0013026	XP_003923285.1	NP_001107032.1, NP_079650.3
OG0013027	XP_039323476.1, XP_039323477.1	NP_067307.2
OG0013028	XP_003923293.1	NP_083282.1
OG0013029	XP_010332418.2	NP_796026.2, XP_006524454.1
OG0013030	XP_010332424.1	NP_001008232.2
OG0013031	XP_039322242.1	NP_064426.2
OG0013032	XP_039323428.1	XP_017173175.1
OG0013033	XP_003923046.1	NP_064432.1
OG0013034	XP_010332166.2	NP_001091092.1
OG0013035	XP_010332180.2	NP_079887.3
OG0013036	XP_039323436.1	NP_997044.2
OG0013037	XP_003923079.2	NP_997554.2
OG0013038	XP_003923098.1	NP_001104612.1
OG0013039	XP_003923087.1	NP_109640.1
OG0013040	XP_003923123.1	NP_061375.1
OG0013041	XP_003923162.1	XP_030107786.1, NP_032589.1
OG0013042	XP_003923164.1	NP_082250.1
OG0013043	XP_003923167.1	NP_803128.1
OG0013044	XP_010335449.1	XP_006511474.1
OG0013045	XP_003926429.2	NP_036163.3, XP_006511264.1
OG0013046	XP_003926415.1	NP_598578.1
OG0013047	XP_003926414.1	NP_663367.1
OG0013048	XP_003926403.1	NP_001074549.1
OG0013049	XP_003926394.1	NP_080995.2
OG0013050	XP_003926379.2	XP_036009856.1
OG0013051	XP_039323730.1	NP_001153611.1
OG0013052	XP_010332444.1	NP_001153850.1
OG0013053	XP_003923029.1	NP_001074751.1
OG0013054	XP_003923026.1	NP_081670.1
OG0013055	XP_010332480.2	NP_035981.1
OG0013056	XP_003922994.1	NP_056639.3
OG0013057	XP_003922982.2	NP_001407795.1
OG0013058	XP_003922971.1	NP_080470.2, NP_001342441.1
OG0013059	XP_003922964.1	NP_780443.2, XP_006538403.1
OG0013060	XP_010344739.1	NP_001392858.1
OG0013061	XP_003935977.1	NP_570962.2
OG0013062	XP_003935993.1	NP_001156380.1
OG0013063	XP_010344760.2	NP_082706.1
OG0013064	XP_039323318.1	XP_006513002.1, NP_001357742.1
OG0013065	XP_003935999.1	NP_700447.2
OG0013066	XP_039323470.1, XP_003928065.2	NP_001346420.1
OG0013067	XP_039323438.1	XP_006524521.1
OG0013068	XP_003943506.1	NP_080899.1
OG0013069	XP_003923323.1	XP_006511391.1, NP_071299.3
OG0013070	XP_039323840.1	NP_001074240.1, XP_006537869.1
OG0013071	XP_039320367.1	NP_001371172.1, XP_030104742.1, NP_001371170.1, NP_001371158.1, NP_001333978.1
OG0013072	XP_039320669.1	XP_006521609.1
OG0013073	XP_039324411.1	NP_777366.1
OG0013074	XP_003931944.1	XP_006534903.1, NP_001028405.1
OG0013076	XP_003931949.1	NP_766468.1
OG0013077	XP_003931975.1	NP_082069.1
OG0013078	XP_003943089.1	NP_775597.1
OG0013079	XP_039320556.1	NP_851834.1, NP_001258633.1
OG0013080	XP_003943078.2	NP_796125.2
OG0013081	XP_003943077.1	NP_001182677.1, XP_011243672.1
OG0013082	XP_010349717.1	XP_006520242.1
OG0013083	XP_003940724.1	NP_032783.2
OG0013084	XP_039320702.1	NP_542371.1, XP_036014985.1
OG0013085	XP_003938658.1	NP_081054.1
OG0013086	XP_010347600.1	NP_765990.2, XP_036015471.1
OG0013087	XP_039320411.1	XP_036015097.1
OG0013088	XP_003938634.1	NP_080425.3
OG0013089	XP_003933168.1	XP_011243912.1, NP_001074860.2
OG0013090	XP_003933165.1	NP_542366.1
OG0013091	XP_003933157.1	NP_001398435.1, NP_032790.3
OG0013092	XP_003933147.1	NP_032242.3
OG0013093	XP_003933138.1	NP_084010.1
OG0013094	XP_003933778.1	NP_666071.2
OG0013095	XP_010342553.1	XP_011243842.1
OG0013096	XP_003933772.1	NP_075661.1
OG0013097	XP_039320488.1	NP_598527.2
OG0013098	XP_003933729.2	NP_081450.1, XP_036015470.1
OG0013099	XP_039320551.1	NP_694818.3
OG0013100	XP_003925323.1	NP_444298.1
OG0013101	XP_039320750.1	XP_006520478.1
OG0013102	XP_039320365.1	NP_001355091.1
OG0013103	XP_039320848.1	NP_001398180.1
OG0013104	XP_039320371.1	NP_598850.1
OG0013105	XP_010328173.2	NP_001345288.1
OG0013106	XP_003942104.2	NP_083128.1, XP_017172251.1
OG0013107	XP_039320459.1	NP_038937.2
OG0013108	XP_039320674.1	XP_006520857.1
OG0013109	XP_003941014.2	NP_780728.3
OG0013110	XP_039324169.1	NP_766299.1
OG0013111	XP_003933706.1	XP_011239003.1, NP_034382.2
OG0013112	XP_003933699.1	NP_001357897.1, NP_032095.1
OG0013113	XP_010342497.2	NP_058565.2
OG0013114	XP_003933692.1	NP_001074674.1
OG0013115	XP_010342483.2	NP_001177663.1
OG0013116	XP_039324406.1	NP_573555.1
OG0013117	XP_003933664.1	NP_065636.2, XP_006535225.1
OG0013118	XP_003933661.1	NP_075997.1
OG0013119	XP_003933655.2	XP_006535065.1
OG0013120	XP_039324174.1	XP_011247866.1, NP_899107.1
OG0013121	XP_039324189.1	NP_722493.2
OG0013122	XP_003933641.2	NP_062810.1, XP_006535216.1
OG0013123	XP_003931941.1	NP_766300.1
OG0013124	XP_010340867.1	XP_006534926.1
OG0013125	XP_003931950.1	NP_082370.2
OG0013126	XP_010340872.1	NP_075624.2
OG0013127	XP_003931971.1	NP_081907.1
OG0013128	XP_003931978.1	NP_690052.2
OG0013129	XP_003932003.1	NP_031858.1
OG0013130	XP_003932011.1	NP_001156928.1
OG0013131	XP_003932019.2	NP_444317.1
OG0013132	XP_003932022.1	NP_033834.1
OG0013133	XP_003921093.1	NP_444346.3
OG0013134	XP_003935181.1	NP_075945.1
OG0013135	XP_003935358.1	XP_011247205.1, NP_776146.1
OG0013136	XP_039320209.1	NP_647459.1
OG0013137	XP_003921031.2	XP_006506776.1
OG0013138	XP_039329003.1	NP_038819.1, XP_036022093.1
OG0013139	XP_010341361.1	NP_114387.1, XP_006505270.1
OG0013140	XP_010341412.1	XP_006505234.1
OG0013141	XP_039328596.1	NP_001334008.1
OG0013142	XP_039328659.1	NP_001025156.3, XP_011239372.1
OG0013143	XP_039328658.1	NP_079657.1
OG0013144	XP_039328677.1	NP_001334000.1
OG0013145	XP_039328934.1	XP_030111433.1, NP_598686.2
OG0013146	XP_003921066.1	NP_062750.2
OG0013147	XP_003921067.1	NP_619623.2
OG0013148	XP_003921070.1	NP_062515.2
OG0013149	XP_003921068.1	NP_035168.1
OG0013150	XP_010341764.2	NP_795987.2
OG0013151	XP_003921080.1	NP_082735.2
OG0013152	XP_039328696.1	NP_001074443.1
OG0013153	XP_003921233.2	XP_006503623.1, NP_766035.1
OG0013154	XP_003921235.2	NP_694756.1
OG0013155	XP_010343584.1	NP_001276456.1
OG0013156	XP_010343601.1	NP_083430.1, XP_006503674.1, NP_083417.1
OG0013157	XP_003921251.1	NP_001280735.1
OG0013158	XP_003921274.1	NP_001342591.1, NP_075535.1
OG0013159	XP_039328977.1	NP_034187.1
OG0013160	XP_010343977.2	NP_573499.2
OG0013161	XP_039328781.1	NP_001158277.1
OG0013162	XP_003938706.2	NP_001355800.1
OG0013163	XP_003938707.1	NP_001139668.1
OG0013164	XP_003938715.1	NP_032610.1
OG0013165	XP_010347643.1	XP_006515324.1
OG0013166	XP_003934777.2	XP_036013358.1, NP_758457.1
OG0013167	XP_003935156.1	NP_033265.4
OG0013168	XP_039328665.1	NP_001399862.1
OG0013169	XP_039328890.1	NP_444320.2
OG0013170	XP_039328918.1	NP_694732.3
OG0013171	XP_003935201.2	NP_034583.1
OG0013172	XP_039328866.1	NP_034581.1
OG0013173	XP_003935199.1	NP_034579.3
OG0013174	XP_003935207.2	NP_663542.1
OG0013175	XP_039318080.1	NP_080280.3
OG0013176	XP_003930777.1	NP_001347188.1
OG0013177	XP_010339613.1	XP_006516607.1
OG0013178	XP_003921096.1	NP_076115.3
OG0013179	XP_003937037.1	NP_032217.2
OG0013180	XP_039329995.1	NP_062509.1
OG0013181	XP_003928044.1	NP_620394.2
OG0013182	XP_010345821.1	NP_808238.1
OG0013183	XP_039330241.1	XP_011238862.1, NP_001268884.1
OG0013184	XP_039329881.1	NP_001033005.1
OG0013185	XP_039330006.1	NP_001344106.1
OG0013186	XP_003937068.1	XP_006503313.1, NP_062362.1
OG0013187	XP_039330320.1	NP_038933.2
OG0013188	XP_039330512.1, XP_039330951.1	NP_080307.1
OG0013189	XP_039329604.1	NP_001007574.1
OG0013190	XP_003937123.3	NP_705794.2
OG0013191	XP_039330421.1	NP_780455.2
OG0013192	XP_003937542.1	XP_006502835.1, NP_001074566.1
OG0013193	XP_003937546.1	NP_079820.2
OG0013194	XP_010346373.1	XP_006503097.1
OG0013195	XP_010346379.2	NP_001156005.1
OG0013196	XP_039329543.1	NP_659190.3
OG0013197	XP_003937557.1	NP_598644.1
OG0013198	XP_039329932.1	NP_001392727.1
OG0013199	XP_010346500.2	NP_001411870.1
OG0013200	XP_003937330.2	NP_035499.1
OG0013201	XP_039329616.1	XP_006503049.1
OG0013202	XP_010347502.2	XP_006503057.1
OG0013203	XP_010347618.2	XP_011238954.1
OG0013204	XP_003921629.1	NP_080555.1, XP_006503386.1
OG0013205	XP_003936924.1	NP_766286.2
OG0013206	XP_039330159.1	NP_001307474.1
OG0013207	XP_039329912.1	NP_034303.3
OG0013208	XP_003936932.1	NP_001116430.1
OG0013209	XP_010345708.2	NP_001355990.1
OG0013210	XP_010345735.1	NP_033504.2
OG0013211	XP_039330357.1	NP_032984.1
OG0013212	XP_039329564.1	XP_006503348.1
OG0013213	XP_039330391.1	XP_030109496.1, NP_001030048.1
OG0013214	XP_003936991.1	NP_666264.1
OG0013215	XP_010345893.1	XP_011238770.1, NP_001116421.1
OG0013216	XP_003935838.1	NP_598437.2
OG0013217	XP_039324623.1	NP_001025161.1
OG0013218	XP_039324617.1	XP_006519104.1
OG0013219	XP_010333411.1	NP_001028977.1, XP_011243430.1
OG0013220	XP_003924403.1	NP_291096.2
OG0013221	XP_010336749.2	NP_082190.1
OG0013222	XP_003927869.1	NP_766142.2
OG0013223	XP_003927875.1	NP_001074504.1
OG0013224	XP_003927876.1	NP_001239270.1
OG0013225	XP_003927881.2	XP_006513698.1, NP_001357916.1
OG0013226	XP_003927883.1	XP_006513382.1, NP_032682.1
OG0013227	XP_003927885.2	NP_001136276.1
OG0013228	XP_039328203.1	XP_011241713.1
OG0013229	XP_003927893.1	NP_796342.2
OG0013230	XP_003927899.2	NP_666352.1, XP_006513695.1
OG0013231	XP_039328205.1	NP_067295.2
OG0013232	XP_003929635.1	NP_082184.1, XP_006514230.1
OG0013233	XP_010338481.1	NP_034531.1
OG0013234	XP_010338627.2	NP_001333989.1, XP_011241936.1
OG0013235	XP_039327931.1	NP_035735.2
OG0013236	XP_003929642.1	NP_080442.2
OG0013237	XP_003929647.1	NP_080190.1
OG0013238	XP_003929658.1	NP_663398.2
OG0013239	XP_010338518.2	NP_780367.2
OG0013240	XP_039327796.1	XP_006513108.1
OG0013241	XP_039328439.1	NP_082154.2
OG0013242	XP_003929664.1	NP_080346.1
OG0013243	XP_010338531.2	NP_032579.2
OG0013245	XP_003929678.2	XP_030101101.1
OG0013246	XP_003928061.1	NP_064655.4
OG0013247	XP_039335071.1	XP_006531305.1
OG0013248	XP_003928053.1	XP_011246794.1, NP_080591.1
OG0013249	XP_039335138.1	NP_001074709.1
OG0013250	XP_003928023.1	NP_001171244.1
OG0013251	XP_039335054.1	XP_036018694.1, NP_001344094.1
OG0013252	XP_003928003.1	NP_001139800.1
OG0013253	XP_003927981.1	NP_080628.1
OG0013254	XP_003927979.1	NP_001392095.1
OG0013255	XP_003944241.1	NP_001411845.1, NP_033416.2
OG0013256	XP_010340904.1	NP_031594.1
OG0013257	XP_010338721.1	NP_001342697.1
OG0013258	XP_039328515.1	NP_076069.2
OG0013259	XP_010338695.2	NP_001343304.1
OG0013260	XP_010338671.2	NP_001334051.1
OG0013261	XP_003929799.1	NP_084197.1
OG0013262	XP_003929795.1	NP_848776.2
OG0013263	XP_010338808.2	XP_017177113.1
OG0013264	XP_003921019.1	NP_775551.1
OG0013265	XP_003921018.1	NP_766480.1
OG0013266	XP_039329028.1	NP_001276585.1
OG0013267	XP_039329039.1	XP_006505408.3
OG0013268	XP_039318014.1	NP_666126.1
OG0013269	XP_039318089.1	NP_848534.2, XP_006514763.1
OG0013270	XP_039318043.1	NP_001412498.1
OG0013271	XP_010339665.1	NP_598781.1
OG0013272	XP_003930830.2	NP_776109.1
OG0013273	XP_039318061.1	NP_062635.2
OG0013274	XP_039317973.1	NP_080356.1, NP_001349800.1
OG0013275	XP_039328894.1	XP_011239401.1, NP_666287.3
OG0013277	XP_039328888.1	NP_663551.2
OG0013278	XP_039328638.1	XP_006506619.1
OG0013279	XP_039328915.1	NP_808344.3
OG0013280	XP_003929926.2	NP_536692.1
OG0013281	XP_003929931.1	XP_006535860.1, NP_080167.3
OG0013282	XP_039328542.1	XP_006535745.1, NP_001074852.1
OG0013283	XP_003941889.2	NP_001028629.2, XP_011248078.1
OG0013284	XP_010328528.2	NP_032059.1
OG0013285	XP_010328530.1	XP_006509211.1, NP_997542.1
OG0013286	XP_003942436.2	XP_006509161.1, NP_663567.1
OG0013287	XP_010347014.1	NP_001074738.1
OG0013288	XP_010347018.2	NP_034336.2
OG0013289	XP_039319342.1	NP_082276.1
OG0013290	XP_039319334.1	XP_011240458.1, NP_080308.1
OG0013291	XP_010347041.1	XP_006509087.1, NP_032458.3
OG0013292	XP_003938155.1	NP_001355302.1
OG0013293	XP_003938140.1	NP_034474.4
OG0013294	XP_010346976.1	XP_006509097.1
OG0013295	XP_003944106.1	NP_080708.4
OG0013296	XP_010344378.1	NP_001371028.1
OG0013297	XP_003945338.3	NP_001034309.1
OG0013298	XP_010344397.2	NP_001390879.1
OG0013299	XP_003935612.1	NP_081116.3
OG0013300	XP_039316961.1	XP_036009708.1
OG0013301	XP_010342665.2	XP_011240500.1
OG0013302	XP_003933890.1	XP_006509452.1, NP_776150.2
OG0013303	XP_039324247.1	NP_082249.1
OG0013304	XP_010342722.2	XP_036009877.1
OG0013305	XP_010342726.1	NP_666320.1
OG0013306	XP_003933916.1	NP_705809.1
OG0013307	XP_003941309.1	NP_034220.2
OG0013308	XP_003922655.1	NP_065621.1
OG0013309	XP_039315980.1	NP_079897.2
OG0013311	XP_010327967.1	NP_780633.1
OG0013312	XP_039317239.1	NP_001348584.1
OG0013313	XP_003939476.1	NP_598813.1
OG0013314	XP_039316546.1	NP_065582.3
OG0013315	XP_039333634.1	XP_006515313.1
OG0013316	XP_039318302.1	NP_001154878.1
OG0013317	XP_003935264.1	NP_598801.1
OG0013318	XP_003935267.2	XP_030102499.1, NP_001104588.1
OG0013319	XP_003935281.1	NP_766058.3
OG0013320	XP_003935282.1	XP_036013103.1, NP_032666.3
OG0013321	XP_039333284.1	NP_001153691.1
OG0013323	XP_003935330.2	XP_006515209.1, NP_001028660.2
OG0013324	XP_003935320.1	NP_849209.1
OG0013325	XP_039319361.1	NP_034738.1
OG0013326	XP_003941633.1	NP_082759.1
OG0013327	XP_003941634.1	NP_083561.1
OG0013328	XP_003941622.1	XP_036020907.1
OG0013329	XP_003941630.2	NP_783606.2
OG0013331	XP_010350633.1	NP_001390328.1
OG0013332	XP_039330542.1	NP_001332939.1, NP_067265.1
OG0013333	XP_003941595.1	NP_001334255.1
OG0013334	XP_003944030.1	NP_082140.2
OG0013335	XP_039334963.1	NP_001156342.1
OG0013336	XP_003926857.1	NP_001303658.1, NP_081731.1
OG0013337	XP_010335793.1	NP_001344682.1
OG0013338	XP_003926843.1	NP_795937.1
OG0013339	XP_003926836.1	XP_036016462.1
OG0013340	XP_039318348.1	NP_001138924.1, XP_006524572.1
OG0013341	XP_003926835.1	XP_011244938.1, NP_082414.1
OG0013342	XP_010335873.2	XP_011244536.1
OG0013343	XP_003926826.1	NP_705732.1, XP_006524263.1
OG0013344	XP_010350322.1	NP_659067.2
OG0013345	XP_010350319.1	NP_647469.2
OG0013346	XP_039334171.1	XP_006500221.1, NP_853620.1
OG0013347	XP_003942576.1	NP_033569.2
OG0013348	XP_010328665.1	NP_001348334.1
OG0013349	XP_039336178.1	NP_083949.2
OG0013350	XP_039317032.1	NP_722473.1
OG0013351	XP_003942186.1	XP_006506279.1
OG0013352	XP_039316657.1	NP_001360959.1, XP_011239848.1
OG0013353	XP_039318214.1	NP_001158141.1
OG0013354	XP_010328278.1	NP_063932.2
OG0013355	XP_010331714.1	NP_031543.3
OG0013356	XP_003922629.1	NP_932109.2
OG0013357	XP_010331723.1	NP_058037.2
OG0013358	XP_039335114.1	NP_031861.2
OG0013359	XP_010331771.2	XP_006506226.1
OG0013360	XP_010331785.1	XP_006505767.1
OG0013361	XP_003933536.1	NP_001288233.1
OG0013362	XP_003933529.1	NP_001396723.1
OG0013363	XP_039316881.1	NP_001343485.1
OG0013364	XP_003933538.1	NP_598620.2
OG0013365	XP_003933535.2	XP_011238405.1
OG0013366	XP_003933581.2	NP_033349.2
OG0013367	XP_039315771.1	NP_080505.1
OG0013368	XP_039316050.1	NP_032149.1
OG0013369	XP_003942025.1	NP_038869.1
OG0013370	XP_039315899.1	NP_001303680.1, NP_081817.2
OG0013371	XP_003942018.1	NP_001074762.1
OG0013372	XP_003941994.1	XP_030108439.1, NP_001020012.1
OG0013373	XP_039316079.1, XP_003931161.1	NP_033362.2
OG0013375	XP_039316083.1	NP_001280644.1
OG0013376	XP_010327990.1	NP_766271.2
OG0013377	XP_010327989.2	NP_035786.1
OG0013378	XP_039315961.1	NP_001075953.1
OG0013379	XP_003941969.1	NP_001355582.1, NP_796224.2
OG0013380	XP_039316732.1	NP_001152826.1
OG0013381	XP_010342331.2	NP_780607.2
OG0013382	XP_003933509.1	XP_006501764.1, NP_059093.3
OG0013383	XP_003921191.1	NP_001074612.1
OG0013384	XP_003943329.1	NP_033431.1
OG0013385	XP_003941213.1	NP_034332.2
OG0013386	XP_039326610.1	XP_011245417.1
OG0013387	XP_003930799.1	NP_598826.3
OG0013388	XP_003921179.1	NP_808537.2
OG0013389	XP_003930810.1	NP_032156.2
OG0013390	XP_039317995.1	NP_080180.1
OG0013391	XP_010339629.2	NP_778171.2, XP_036013870.1
OG0013392	XP_003930803.1	NP_742118.3
OG0013393	XP_003930798.1	NP_057896.1
OG0013394	XP_003921145.1	XP_006514999.1
OG0013395	XP_003921369.3	NP_001351336.1
OG0013396	XP_010342679.1	NP_001360951.1
OG0013397	XP_003921161.2, XP_039321244.1	NP_796297.2
OG0013398	XP_039328507.1	NP_033610.1
OG0013399	XP_003921186.1	NP_001074446.1
OG0013400	XP_039328698.1	XP_006535806.1
OG0013401	XP_039326752.1	XP_030098658.1, NP_061212.3
OG0013402	XP_039327383.1	XP_017177593.1, NP_663362.2
OG0013403	XP_003943375.1	NP_444318.1
OG0013404	XP_039326769.1	NP_848468.2, XP_006536311.2
OG0013405	XP_039327006.1	NP_001334494.1
OG0013406	XP_039326620.1	XP_006536200.1
OG0013407	XP_003920024.3	NP_849221.2
OG0013408	XP_039327272.1	XP_011237828.1
