Orthogroup	Loxodonta_africana	Mus_musculus
OG0013906	XP_023415276.1	NP_573484.2, XP_006530237.1
OG0013907	XP_010597251.1	NP_035665.2
OG0013908	XP_010597245.2	NP_766309.2
OG0013909	XP_023415231.1	NP_067319.2
OG0013910	XP_023415229.1	NP_663539.1
OG0013911	XP_003419377.1	NP_067514.2
OG0013912	XP_003419306.1	NP_080780.1
OG0013913	XP_003419368.3	NP_031409.2
OG0013914	XP_003419397.1	NP_001365826.1
OG0013915	XP_003419398.1	XP_006530402.1
OG0013916	XP_010597208.1	NP_001153413.1
OG0013917	XP_010597216.1	NP_081081.1
OG0013918	XP_010597214.1	NP_001028374.1
OG0013919	XP_023415203.1	NP_001343550.1
OG0013920	XP_003419212.1	NP_001346317.1
OG0013921	XP_023415043.1	XP_006534908.1, NP_001254551.1
OG0013922	XP_023415022.1	NP_035028.2
OG0013923	XP_010597047.2	NP_598784.1
OG0013924	XP_023415005.1	XP_011242054.1, NP_082298.1
OG0013925	XP_023415001.1	NP_082135.2
OG0013926	XP_003419109.1	NP_694782.1
OG0013927	XP_003419102.1	NP_835362.2
OG0013928	XP_023414975.1	XP_017176280.1, NP_919321.2
OG0013929	XP_003419191.2	XP_006513710.1, NP_035950.2
OG0013931	XP_010597091.1	NP_038739.2
OG0013932	XP_003419219.1	XP_036016030.1, NP_001028336.1
OG0013933	XP_003422332.1	NP_034178.2
OG0013934	XP_023415155.1	NP_035158.2
OG0013935	XP_003419327.1	NP_080084.2
OG0013936	XP_003419333.1	XP_006522653.1
OG0013937	XP_003419345.1	NP_075837.3
OG0013938	XP_003419352.1	NP_001365723.1
OG0013939	XP_010587437.1	NP_112539.2
OG0013940	XP_003409072.1	NP_001074543.1
OG0013942	XP_023402712.1	NP_077166.4
OG0013943	XP_023415098.1	NP_001390215.1, XP_006535218.1
OG0013944	XP_003410677.1	NP_073148.1, XP_036008152.1
OG0013946	XP_010598516.1	XP_017177096.1, NP_808455.2
OG0013947	XP_003405095.1	NP_666176.1
OG0013948	XP_003405107.1	NP_001020013.1
OG0013949	XP_003410656.1	NP_031536.2
OG0013950	XP_023404514.1	NP_001355635.1
OG0013951	XP_023404750.1	XP_036021662.1
OG0013952	XP_023404751.1	NP_001028551.2, XP_006506301.1
OG0013953	XP_010589103.1	NP_035787.1
OG0013954	XP_023404480.1	NP_034349.1
OG0013955	XP_023404481.1	NP_598688.1
OG0013956	XP_003410674.2	XP_017176774.1
OG0013957	XP_003410676.1	XP_006506317.1, NP_795977.1
OG0013958	XP_003410678.1	NP_034334.1
OG0013959	XP_003410681.1	NP_079634.2
OG0013960	XP_023404484.1, XP_023404485.1	NP_705817.2
OG0013961	XP_003410835.1	XP_030111162.1, NP_663366.2
OG0013962	XP_003410685.1	NP_079871.1
OG0013963	XP_003410690.1	NP_001355624.1
OG0013964	XP_003410840.1	NP_032505.1
OG0013965	XP_023404832.1	NP_038562.2
OG0013966	XP_003410708.1	NP_031557.2
OG0013967	XP_003410709.1	NP_038564.1
OG0013968	XP_010600944.1	NP_075632.3, NP_001106827.1
OG0013969	XP_023404489.1	NP_080543.2
OG0013970	XP_023404840.1	NP_034949.3
OG0013971	XP_003410854.1	XP_006505603.1, NP_032134.2
OG0013972	XP_010593277.1	NP_031987.3
OG0013973	XP_003405706.2	NP_001103384.1
OG0013974	XP_023410314.1	NP_080082.1, XP_006506548.1
OG0013975	XP_003405724.1	NP_997566.2
OG0013976	XP_003405728.1	NP_067446.1
OG0013977	XP_003405741.1	NP_083526.2
OG0013978	XP_003405409.1	NP_034786.1
OG0013979	XP_023409962.1	NP_064307.2
OG0013980	XP_023409969.1	XP_006507111.1
OG0013981	XP_023410898.1	NP_945318.2
OG0013982	XP_003405421.2	NP_001398564.1
OG0013983	XP_023410962.1	XP_006507126.1, NP_796166.2
OG0013984	XP_023410005.1	XP_006507077.1
OG0013985	XP_003405765.1	XP_011243998.1, NP_061273.1
OG0013986	XP_023411094.1	XP_017171930.1
OG0013987	XP_003405428.1	XP_030104725.1
OG0013988	XP_023411124.1	NP_001333714.1
OG0013989	XP_003405774.1	NP_032997.3
OG0013990	XP_003405777.1	NP_997416.2, XP_036015266.1
OG0013991	XP_010594319.1	NP_780460.3, XP_036015519.1
OG0013992	XP_003405788.1	NP_080629.1
OG0013993	XP_023411626.1	XP_017171904.1
OG0013994	XP_010594696.1	NP_038667.2
OG0013995	XP_023395090.1	NP_001398840.1
OG0013996	XP_023411824.1	NP_035841.1
OG0013997	XP_023395095.1	XP_011243999.1
OG0013998	XP_023411886.1	NP_082500.2
OG0013999	XP_023395104.1	NP_082291.1
OG0014000	XP_023411926.1	NP_034401.1
OG0014001	XP_023411995.1	NP_082456.1, XP_036015493.1
OG0014002	XP_010594917.1	NP_001002900.1
OG0014003	XP_003405826.1	XP_011243789.1
OG0014004	XP_003405827.1	XP_017172026.1
OG0014005	XP_003405834.2	NP_001257466.1
OG0014006	XP_010595000.1	XP_017172001.1
OG0014007	XP_023395132.1	NP_062391.3, XP_006521259.1
OG0014008	XP_003405079.1	NP_032500.2
OG0014009	XP_003405512.1	XP_006521203.1, NP_001003667.1
OG0014010	XP_023395945.1	NP_997652.4, XP_006521177.1
OG0014011	XP_003405092.1	XP_030104299.1
OG0014012	XP_023412608.1	NP_663600.2
OG0014013	XP_003405109.1	NP_032298.1, XP_036015057.1
OG0014014	XP_003405111.1	XP_006520531.1
OG0014015	XP_010595652.1	NP_032826.1
OG0014016	XP_023412955.1	NP_899087.2, XP_006514069.1
OG0014017	XP_003409054.1	NP_001098671.1, XP_017173748.1
OG0014018	XP_023402638.1	NP_033371.2
OG0014019	XP_023415615.1, XP_023415565.1	NP_001357754.1
OG0014020	XP_023402951.1	NP_033004.1, XP_006518791.1
OG0014021	XP_023402966.1	XP_036014873.1
OG0014022	XP_023402965.1	XP_006519017.1, NP_722495.3
OG0014023	XP_023402943.1	NP_848906.1
OG0014024	XP_023402962.1	NP_001157088.1
OG0014025	XP_003408975.1	NP_001029209.1
OG0014026	XP_023402700.1	NP_898867.1
OG0014027	XP_003409289.1	NP_062301.3
OG0014028	XP_010587412.1	NP_001365726.1
OG0014029	XP_003409281.1	NP_034745.1
OG0014030	XP_023402986.1	NP_032271.1
OG0014031	XP_003409277.1	NP_291092.1
OG0014032	XP_003409051.1	NP_780716.1
OG0014033	XP_003409050.1	NP_067290.2
OG0014034	XP_023402677.1	XP_011245474.1
OG0014035	XP_023402661.1	XP_011245721.2, NP_001363869.1
OG0014036	XP_003409259.1	XP_006527155.1, NP_036034.1
OG0014038	XP_023402631.1	NP_001357696.1
OG0014039	XP_023402630.1	NP_056563.2, XP_030106689.1
OG0014040	XP_003409250.1	NP_082428.1
OG0014041	XP_023402608.1	NP_796293.2
OG0014042	XP_003409230.1	NP_001107034.1
OG0014043	XP_003409228.1	NP_109628.1, XP_011245709.1
OG0014044	XP_003409222.1	NP_080337.1
OG0014045	XP_010587363.1	NP_001074694.1
OG0014046	XP_010587361.1	NP_722491.2
OG0014047	XP_003409218.1	NP_068701.1, XP_006526978.1
OG0014048	XP_003409214.1	NP_766227.1
OG0014050	XP_010587327.1	NP_056567.2
OG0014051	XP_003409011.1	NP_031835.3
OG0014052	XP_003409010.1	NP_001157835.1
OG0014053	XP_010587317.1	NP_796316.2
OG0014054	XP_003409188.1	NP_001347561.1
OG0014055	XP_003409169.1	NP_031816.2
OG0014056	XP_023402471.1	XP_006526923.1
OG0014057	XP_003408995.1	NP_001390105.1
OG0014058	XP_023402463.1	NP_001157735.1
OG0014059	XP_023402459.1	XP_036017465.1
OG0014060	XP_010587273.1	NP_082391.1
OG0014061	XP_010587269.1	XP_006527440.1
OG0014062	XP_003409149.1	NP_034253.3
OG0014063	XP_023402438.1	NP_080713.2
OG0014064	XP_023396672.1	NP_038891.4
OG0014065	XP_010599518.1	NP_001025153.2
OG0014066	XP_010599517.1	NP_001074432.1
OG0014067	XP_003421919.1	NP_001389570.1
OG0014068	XP_023415566.1	NP_001034623.1
OG0014069	XP_003419732.1	XP_006507829.1, NP_775586.1
OG0014070	XP_010597528.1	NP_082371.1
OG0014071	XP_010597532.1	NP_835216.3
OG0014072	XP_010597538.2	NP_080126.1
OG0014073	XP_010597534.1	NP_001289014.1
OG0014074	XP_003419762.1	NP_848784.1
OG0014075	XP_010597547.1	NP_075629.2
OG0014076	XP_003419736.1	NP_899112.2
OG0014077	XP_010597549.1	NP_033890.1
OG0014078	XP_023415620.1	NP_796235.4
OG0014079	XP_003408268.1	NP_808449.1
OG0014080	XP_003408412.2	NP_035728.2
OG0014081	XP_010586718.1	NP_032330.1
OG0014082	XP_003421126.1	NP_001277322.1
OG0014083	XP_003420057.1	NP_898849.1
OG0014084	XP_003408364.1	NP_598587.2
OG0014085	XP_003420044.1	NP_080810.2
OG0014086	XP_023401464.1	XP_006537725.1
OG0014087	XP_023401470.1	NP_001264078.1
OG0014088	XP_003408374.1	XP_006537682.1, NP_034411.2
OG0014089	XP_003408250.1	NP_056582.1
OG0014090	XP_023401507.1	NP_031851.3
OG0014091	XP_023401811.1	NP_780445.1
OG0014092	XP_023401812.1	NP_848486.1
OG0014093	XP_003408382.2	NP_032677.2
OG0014094	XP_023401517.1	NP_001095900.1
OG0014095	XP_010586629.1	XP_036019142.1
OG0014096	XP_003408387.3	XP_006495504.1
OG0014097	XP_003408264.2	NP_001074678.2
OG0014098	XP_023401551.1	XP_006495509.1
OG0014099	XP_003408392.1	NP_001398640.1
OG0014100	XP_010586663.1	NP_001355600.1
OG0014101	XP_010586667.1	NP_079561.1
OG0014102	XP_010586672.1	NP_001344001.1
OG0014103	XP_010586669.1	NP_079710.3
OG0014105	XP_023401610.1	XP_006530114.1, NP_031918.2
OG0014106	XP_023401612.1	NP_078771.1
OG0014107	XP_003408425.1	NP_079752.3
OG0014108	XP_003408430.1	NP_033918.1
OG0014109	XP_023401625.1	NP_848732.3, XP_006538297.1
OG0014110	XP_003408432.1	NP_082540.1
OG0014111	XP_003408433.2	NP_690025.3
OG0014112	XP_003408434.1	XP_030109691.1, NP_082775.1
OG0014113	XP_023401629.1	XP_006537631.1
OG0014114	XP_023401637.1	NP_001034645.1
OG0014115	XP_010586709.1	NP_918944.2
OG0014116	XP_003408452.1	NP_032985.2
OG0014117	XP_003418710.1	NP_663505.1, XP_011237767.1
OG0014118	XP_003418796.2	NP_081205.1
OG0014119	XP_023408595.1	NP_001074661.1
OG0014120	XP_010592040.1	NP_034859.2
OG0014121	XP_003418675.1	NP_997089.1
OG0014122	XP_023414540.1	XP_017172189.1, NP_001306085.1
OG0014123	XP_010596632.1	NP_035710.2
OG0014124	XP_003418785.1	NP_033903.2, XP_006498685.1
OG0014125	XP_023414420.1	XP_006499168.1, NP_001001982.3
OG0014126	XP_003418704.1	NP_001028308.1
OG0014127	XP_003418716.1	NP_084388.2
OG0014128	XP_010596668.1	NP_598599.2
OG0014129	XP_023414486.1	NP_035873.2
OG0014130	XP_010596719.1	NP_081167.2
OG0014131	XP_023414508.1	XP_006498790.1, NP_038541.1
OG0014132	XP_023414526.1	XP_006499802.1
OG0014133	XP_003420163.1	NP_666085.2
OG0014134	XP_023394871.1	NP_001020542.1
OG0014135	XP_023394870.1	NP_001242984.1, NP_653128.2
OG0014136	XP_003420181.2	NP_083190.1
OG0014137	XP_023394849.1	NP_080053.1
OG0014138	XP_010597981.1	NP_001028428.2
OG0014139	XP_003420186.1	XP_006498847.1, NP_032256.3
OG0014140	XP_023395253.1	NP_083439.2
OG0014141	XP_003420570.1	NP_796324.1
OG0014142	XP_003420572.1	XP_006510944.1, NP_033156.1
OG0014143	XP_010598399.2	NP_705812.2
OG0014144	XP_010598401.1	NP_032288.1
OG0014145	XP_023414027.1, XP_023414026.1	NP_082392.1
OG0014146	XP_010596292.1	NP_001344927.1
OG0014147	XP_003418437.1	NP_666336.3
OG0014148	XP_023414054.1	XP_006511639.1
OG0014149	XP_023414094.1	NP_001391612.1
OG0014150	XP_023414148.1	XP_017168555.1, NP_694759.1
OG0014151	XP_010596354.2	NP_001001295.2
OG0014152	XP_023414135.1	NP_001298027.1
OG0014153	XP_003418474.1	NP_035970.1
OG0014154	XP_003418427.1	NP_081366.1
OG0014155	XP_023414155.1	NP_034323.1
OG0014156	XP_023408626.1	NP_780693.2, XP_006511157.3
OG0014157	XP_003413962.1	NP_079997.1
OG0014158	XP_023408637.1	NP_663591.3
OG0014159	XP_010592033.1	XP_006511438.1
OG0014160	XP_023408664.1, XP_003413864.1	NP_795895.1
OG0014161	XP_023408680.1	XP_036010794.1, NP_954692.2
OG0014162	XP_023408692.1	XP_006511406.1, NP_079693.1
OG0014163	XP_023408693.1	NP_062625.2
OG0014164	XP_010592068.1	NP_620570.2
OG0014165	XP_023414539.1	NP_766109.1
OG0014166	XP_010596701.1	XP_006498797.1, NP_536707.2
OG0014167	XP_023394867.1	NP_778199.2
OG0014168	XP_010596291.2	XP_036011014.1, NP_001185718.1
OG0014169	XP_003418456.1	XP_036011252.1, NP_780415.1
OG0014170	XP_010588617.2	NP_058663.2, XP_036015893.1
OG0014171	XP_010588727.1	XP_017172672.1, NP_001357817.1
OG0014172	XP_023414938.1	NP_033776.1
OG0014173	XP_023396776.1	XP_006513278.1, NP_543121.1
OG0014174	XP_003421987.1	NP_084092.2, XP_006514358.1
OG0014175	XP_010588686.1	NP_001334174.1, XP_011244320.1
OG0014176	XP_023403938.1	NP_083079.1
OG0014177	XP_023403923.1	NP_938044.1
OG0014178	XP_010588652.1	NP_001106679.1
OG0014179	XP_003410368.1	NP_080642.1
OG0014180	XP_003410365.1	NP_033970.3
OG0014181	XP_023414859.1	NP_033467.2, XP_006523047.1
OG0014182	XP_003419064.1	NP_031860.1
OG0014183	XP_010596947.1	NP_001106860.1
OG0014184	XP_010596959.1	XP_006523176.1
OG0014185	XP_023414876.1	NP_032817.1
OG0014186	XP_023414934.1	NP_065647.1
OG0014187	XP_003419031.1	NP_079566.1
OG0014188	XP_003419076.1	NP_001398385.1
OG0014189	XP_003419081.1	NP_082520.2
OG0014190	XP_023414911.1	NP_001074524.1
OG0014191	XP_003419085.1	NP_083822.1
OG0014192	XP_010596983.2	NP_062777.2
OG0014193	XP_023396792.1	NP_001103461.1, XP_006513236.1
OG0014194	XP_023396780.1	NP_083937.1
OG0014195	XP_023396770.1	NP_766138.3
OG0014196	XP_003410463.1	NP_964000.2
OG0014197	XP_010588820.1	NP_032965.1
OG0014198	XP_023404371.1	XP_036018747.1
OG0014199	XP_003410537.1	XP_006502164.1, NP_082084.1
OG0014200	XP_003410536.1	XP_006501303.1
OG0014201	XP_003410445.2	NP_001396782.1
OG0014202	XP_003410437.1	NP_032238.2
OG0014203	XP_003410435.1	XP_006501881.1, NP_064661.2
OG0014204	XP_023404275.1	NP_083222.2
OG0014205	XP_010588775.2	XP_006501546.1
OG0014206	XP_023404297.1	NP_001028327.1, XP_006502118.1
OG0014207	XP_003410516.1	NP_036062.1
OG0014208	XP_003414236.1	NP_034210.2
OG0014209	XP_010592368.1	NP_035334.2
OG0014210	XP_010592395.1	XP_006534885.1
OG0014211	XP_003414156.1	NP_690016.1
OG0014212	XP_023409095.1	NP_665838.1
OG0014213	XP_023409107.1	XP_006535161.1
OG0014214	XP_023409111.1	NP_001346924.1
OG0014215	XP_003414198.1	NP_080833.1
OG0014216	XP_003412879.2	XP_006521745.1, NP_001106872.1
OG0014217	XP_003410242.2	NP_001406041.1
OG0014218	XP_003410389.1	NP_001334173.1
OG0014219	XP_003418986.1	NP_031783.2
OG0014220	XP_003419011.1	NP_062652.1
OG0014221	XP_003419015.1	NP_083091.1
OG0014222	XP_023414836.1	XP_006522606.1
OG0014223	XP_010596923.2	NP_766204.2
OG0014224	XP_023396173.1	NP_938039.3, XP_006522793.1
OG0014225	XP_003421292.1	NP_034946.1
OG0014226	XP_010591268.1	NP_001371150.1, NP_766099.3
OG0014227	XP_023407589.1	XP_006521970.1, NP_001032808.2
OG0014228	XP_010591257.1	XP_006522710.1
OG0014229	XP_003412908.1	NP_079608.1
OG0014230	XP_023407259.1	XP_036016025.1
OG0014231	XP_023407537.1	NP_001139797.1, XP_017172323.1
OG0014232	XP_003413029.1	NP_064656.2
OG0014233	XP_003412885.1	NP_796067.2
OG0014234	XP_010591226.1	NP_032251.2
OG0014235	XP_023407467.1	NP_647461.3
OG0014236	XP_010591202.1	XP_036015815.1, NP_766412.3
OG0014237	XP_023407465.1	XP_006522778.1, NP_780465.4
OG0014238	XP_010591198.1	NP_001297603.1
OG0014239	XP_023407445.1	NP_666044.1
OG0014240	XP_023407242.1	XP_006522263.1
OG0014241	XP_023407412.1	NP_001403957.1
OG0014242	XP_023407401.1	NP_001121568.1
OG0014243	XP_023411307.1	NP_001074606.1
OG0014244	XP_003412959.2	NP_001008231.1
OG0014245	XP_023401149.1	NP_663329.3
OG0014246	XP_003408192.1	NP_001035782.1
OG0014247	XP_023397714.1	NP_033774.1
OG0014248	XP_010600335.1	NP_075770.1
OG0014249	XP_003412917.1	NP_062647.2, XP_006535566.1
OG0014250	XP_003412923.1	XP_006535561.1, NP_080498.1
OG0014251	XP_003412927.1	NP_001404141.1
OG0014252	XP_003412931.2	NP_001334105.1
OG0014253	XP_010591116.1	NP_038880.1
OG0014254	XP_003412941.1	XP_030104899.1, NP_598862.1
OG0014255	XP_023407236.1	NP_001403697.1
OG0014256	XP_003413064.1, XP_010591285.1	NP_001357822.1, NP_079910.1, NP_001357823.1
OG0014257	XP_023407238.1	NP_079969.1
OG0014258	XP_003412967.1	NP_775555.1
OG0014259	XP_003412971.1	NP_808386.2
OG0014262	XP_003416304.1	XP_006501320.1
OG0014263	XP_003416318.1	NP_001296162.1, XP_017175099.1
OG0014264	XP_010594343.1	NP_001344457.1
OG0014265	XP_003416291.2	NP_032883.2, XP_006535474.2
OG0014266	XP_003416289.1	NP_032796.1
OG0014267	XP_010594334.1	XP_006535580.1
OG0014268	XP_003416315.1	NP_112474.2
OG0014269	XP_010594331.1	NP_848887.1
OG0014270	XP_003416281.1	NP_083426.1
OG0014271	XP_010586365.1	NP_705762.2
OG0014272	XP_003416484.1	NP_663374.1, XP_006516701.1
OG0014273	XP_023413374.1	XP_036013773.1, NP_001413117.1
OG0014274	XP_010595864.1	NP_001171340.1
OG0014275	XP_003417916.1	NP_080658.2
OG0014276	XP_010595872.1	NP_001389941.1
OG0014277	XP_003417905.1	XP_017170843.1, NP_032130.2
OG0014278	XP_003416540.1	NP_001129049.1
OG0014279	XP_023411584.1	XP_036013794.1
OG0014280	XP_010594511.1	NP_001191972.1
OG0014281	XP_003416524.1	NP_062424.1
OG0014282	XP_003416523.1	NP_080066.1
OG0014283	XP_010594485.1	XP_011242665.1, NP_001357861.1
OG0014284	XP_003416487.1	NP_077793.1
OG0014285	XP_010594481.1	XP_011242635.1
OG0014286	XP_023396018.1	NP_631880.2
OG0014287	XP_010599802.1	XP_006516669.1, NP_033080.2
OG0014288	XP_003406257.2	NP_031993.1, XP_006498791.1
OG0014289	XP_010601105.2	NP_038583.1
OG0014290	XP_003406252.1	NP_034597.2
OG0014291	XP_003406242.2	NP_001074180.1
OG0014292	XP_003406227.1	XP_011237824.1, NP_780722.2
OG0014293	XP_023398703.1	NP_001359430.1
OG0014294	XP_023398660.1	NP_001229307.1
OG0014295	XP_023398653.1	NP_034204.1
OG0014296	XP_003406046.1	NP_032012.1
OG0014297	XP_003406045.3	NP_068362.1
OG0014298	XP_010601170.1	XP_006499773.1
OG0014299	XP_003405872.1	NP_057928.1
OG0014300	XP_003405861.2	NP_033161.2
OG0014301	XP_023398637.1	NP_001019789.1
OG0014302	XP_003405859.1	NP_058562.1
OG0014303	XP_023398827.1	NP_001074557.1
OG0014304	XP_003405852.2	NP_082560.1
OG0014305	XP_003405851.1	NP_001074556.1
OG0014306	XP_023398826.1	XP_036018419.1
OG0014307	XP_010601142.2	XP_006499808.1, NP_796350.2
OG0014308	XP_023398823.1	XP_036018452.1, NP_081628.3
OG0014309	XP_003405840.1	NP_766252.2
OG0014310	XP_003405838.1	NP_082869.2
OG0014311	XP_010601119.2	NP_001018052.1
OG0014312	XP_003406025.1	XP_006500376.1
OG0014313	XP_003406259.1	NP_001020264.1
OG0014314	XP_003406249.2	NP_766254.2
OG0014315	XP_023398575.1	XP_030106795.1
OG0014316	XP_023398566.1	XP_030106972.1
OG0014317	XP_003406014.1	NP_001041641.1
OG0014318	XP_010601087.1	NP_766008.2, NP_001277672.1
OG0014319	XP_010601082.1	NP_077758.1
OG0014320	XP_003406226.1	NP_780723.1, XP_006499528.1
OG0014322	XP_003406123.1	NP_001005423.1
OG0014323	XP_010601053.1	NP_001272768.1
OG0014324	XP_010601021.1	NP_666220.1
OG0014325	XP_003406210.1	XP_006495827.1
OG0014326	XP_003406205.1	NP_001028366.1
OG0014327	XP_003406204.1	NP_001156786.1
OG0014328	XP_003405995.2	NP_001355696.1
OG0014329	XP_003406195.2	NP_001074650.1
OG0014330	XP_003406179.1	NP_061356.2
OG0014331	XP_023398020.1	NP_631889.1
OG0014332	XP_023398051.1	NP_001032814.1
OG0014333	XP_003406173.2	NP_084289.1
OG0014334	XP_003406152.1	NP_034082.1
OG0014335	XP_023397775.1	NP_001091113.1
OG0014336	XP_010600539.1	XP_006495839.1
OG0014337	XP_003406137.1	XP_036018500.1
OG0014338	XP_003406130.2	XP_011236806.1
OG0014339	XP_003406127.1	NP_780419.2
OG0014340	XP_010600435.1	NP_080471.2
OG0014341	XP_023398804.1	XP_006496230.1
OG0014342	XP_023397314.1	NP_001408190.1
OG0014343	XP_010600302.1	NP_067358.1, XP_006496234.1
OG0014344	XP_010600270.1	XP_006495950.1, NP_033552.2
OG0014345	XP_003405942.1	NP_001034584.1, XP_006496053.1
OG0014346	XP_010584670.1	NP_034674.2
OG0014347	XP_010600249.1	NP_076221.1
OG0014348	XP_023397020.1	XP_036008391.1
OG0014349	XP_023398802.1	NP_001390042.1
OG0014350	XP_010599962.1	XP_036020538.1
OG0014351	XP_003406087.1	NP_033155.1
OG0014352	XP_003406085.1	NP_001104749.1
OG0014353	XP_003406084.1	NP_001074679.1
OG0014354	XP_003411908.1	NP_001030034.2, XP_011240352.1
OG0014355	XP_023406150.1	NP_001139437.1
OG0014356	XP_003405952.1	NP_001366386.1, XP_011236823.1
OG0014357	XP_003410880.1	NP_056626.2, XP_036008186.1
OG0014358	XP_023409723.1	NP_079833.1
OG0014359	XP_023409924.1	XP_006496919.1, NP_808391.2
OG0014360	XP_023404075.1	NP_766105.2
OG0014361	XP_023404078.1	NP_083301.1, XP_030099079.1
OG0014362	XP_003410320.1	NP_061220.2
OG0014363	XP_023404933.1	NP_064409.3
OG0014364	XP_023404946.1	NP_075019.1
OG0014365	XP_010597710.1	NP_036065.1
OG0014366	XP_010597723.2	NP_001365805.1
OG0014367	XP_003410996.1	NP_859421.1
OG0014368	XP_003415257.1	NP_033089.2
OG0014369	XP_003415070.1	NP_001028671.1, NP_036139.3
OG0014370	XP_003415068.1	NP_001034682.1
OG0014371	XP_003415251.1	NP_033933.2
OG0014372	XP_003415246.1	NP_694704.1
OG0014373	XP_023409722.1	NP_001005508.2
OG0014375	XP_023409719.1	XP_036009584.1, NP_082248.1
OG0014376	XP_010593165.1	NP_034175.2
OG0014377	XP_023404070.1	NP_598580.1
OG0014378	XP_010597725.1	NP_032276.1
OG0014379	XP_010600341.1	NP_001295417.1
OG0014380	XP_010591041.1	XP_011245889.1
OG0014381	XP_003412733.1	NP_001156663.1
OG0014382	XP_003408483.2	NP_080012.1
OG0014383	XP_003420557.1	NP_033896.2
OG0014384	XP_023409686.1	NP_001070832.1
OG0014385	XP_003421280.2	NP_034470.1
OG0014386	XP_003421744.1	NP_031953.1
OG0014387	XP_023397666.1	NP_001156887.1
OG0014388	XP_023397718.1	XP_036014368.1, NP_001405352.1
OG0014389	XP_023397733.1	XP_036018049.1
OG0014392	XP_023410910.1	NP_062270.1
OG0014393	XP_023410968.1	NP_001171426.1
OG0014394	XP_010594072.1	NP_033889.2
OG0014395	XP_003416022.1	NP_065651.1
OG0014396	XP_003416017.1	NP_080208.2
OG0014397	XP_023410952.1	NP_839987.2
OG0014398	XP_003416076.1	NP_001408453.1
OG0014399	XP_023410941.1	NP_001156557.2
OG0014400	XP_010594050.1	NP_001028644.2
OG0014401	XP_023410933.1	NP_001074593.1
OG0014402	XP_003415999.1	NP_758511.1
OG0014403	XP_003415997.1	NP_001412931.1
OG0014404	XP_023410918.1	NP_001349810.1
OG0014405	XP_003416103.1	NP_997593.1
OG0014406	XP_023394890.1	XP_030107333.1, NP_001355647.2
OG0014407	XP_010596055.1	NP_058607.1
OG0014408	XP_023413714.1	XP_011245733.1
OG0014409	XP_010596029.1	NP_663602.1, NP_001155288.1
OG0014410	XP_003418020.1	NP_068361.1
OG0014411	XP_023413677.1	NP_032849.2
OG0014412	XP_023413684.1	NP_001405266.1
OG0014413	XP_023413612.1	NP_076127.1
OG0014414	XP_003418088.1	NP_080413.2
OG0014415	XP_023413608.1	XP_006527732.1
OG0014416	XP_023413629.1	NP_001277553.1
OG0014417	XP_023413606.1	XP_030107268.1, NP_062528.2
OG0014418	XP_010598210.1	NP_001345298.1, NP_084112.1
OG0014419	XP_023395118.1	XP_006528903.1, NP_062684.2
OG0014420	XP_003412739.1	NP_001361646.1
OG0014421	XP_010591044.1	NP_034963.2
OG0014422	XP_003412790.1	NP_038504.1
