Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0011760	NP_035536.2, XP_006523995.1	XP_021581545.1
OG0011761	NP_033785.1	XP_005338091.1
OG0011762	NP_001342592.1	XP_005334972.1
OG0011763	NP_996780.2	XP_013221761.1
OG0011764	NP_067366.1	XP_005325147.1
OG0011765	NP_079759.2	XP_013218230.1
OG0011766	NP_062419.2	XP_005330632.1
OG0011767	NP_031681.2	XP_005338231.1
OG0011768	XP_036019055.1, NP_058595.2	XP_005331429.1
OG0011769	XP_006514055.1, NP_077755.1	XP_005324471.2
OG0011770	NP_444474.1	XP_005332005.2
OG0011771	NP_001030023.1	XP_013211573.1
OG0011772	NP_032501.2	XP_005325059.1
OG0011773	NP_997650.1	XP_005325057.1
OG0011774	NP_766534.1	XP_040124731.1
OG0011775	NP_001003934.1	XP_021587488.1
OG0011776	NP_666522.1	XP_005331602.1
OG0011777	NP_035120.1	XP_005330128.1
OG0011778	NP_667031.2	XP_005342355.1
OG0011779	NP_035113.1	XP_005341124.1
OG0011780	NP_032789.1	XP_021591669.1
OG0011781	NP_666992.1	XP_005339566.1
OG0011782	NP_666417.2	XP_013221932.3
OG0011783	NP_667285.2	XP_005342350.1
OG0011785	NP_001171421.1	XP_021581236.1
OG0011786	NP_033170.1	XP_005330961.1
OG0011787	NP_001351948.1	XP_040128513.1
OG0011790	NP_001357740.1	XP_040135977.1
OG0011791	NP_001387161.1	XP_040133963.1
OG0011792	NP_443734.2	XP_005329861.1
OG0011793	XP_036011557.1, NP_034958.2	XP_005329874.1
OG0011794	NP_722481.1	XP_005336140.1
OG0011796	NP_082455.1	XP_021575988.1
OG0011797	XP_036009319.1, NP_081491.2	XP_005330652.1
OG0011798	NP_001295256.1	XP_040137994.1
OG0011799	NP_001129653.1, XP_006526580.1	XP_005334422.1
OG0011800	XP_006526569.1	XP_013217895.2
OG0011801	NP_032108.1	XP_005334432.1
OG0011802	NP_001361158.1	XP_021588193.1
OG0011803	NP_001074769.1	XP_040127889.1
OG0011804	NP_001357848.1	XP_013217887.1
OG0011805	NP_001354894.1	XP_005334442.1
OG0011806	NP_033216.2	XP_005323065.1
OG0011807	NP_081810.1	XP_005323066.1
OG0011808	NP_001032371.1	XP_005323084.1
OG0011810	XP_030106227.1, NP_033208.2	XP_021580652.1
OG0011811	NP_034347.2	XP_005329817.1
OG0011812	NP_001185843.1	XP_040139295.1
OG0011813	NP_001334295.1	XP_005329850.1
OG0011814	NP_839989.2	XP_005329881.1
OG0011815	NP_071315.1	XP_005329863.1
OG0011816	XP_036011625.1	XP_021585133.1
OG0011817	NP_032729.1	XP_005334915.1
OG0011818	NP_079694.2, NP_001392764.1	XP_005334913.1
OG0011819	XP_006512736.1	XP_040139349.1
OG0011820	NP_852135.1, XP_006512839.1	XP_005334902.1
OG0011821	NP_001120825.3, XP_017169364.1	XP_040138000.1
OG0011822	NP_796361.2	XP_005321411.1
OG0011823	NP_001333679.1	XP_013212385.1
OG0011824	NP_001357921.1	XP_040138005.1
OG0011825	XP_030100858.1, NP_766134.1	XP_013212377.1
OG0011826	NP_666186.1	XP_005321447.1
OG0011827	NP_001095030.1	XP_005321446.1
OG0011828	NP_001344813.1	XP_005321463.1
OG0011829	NP_038699.2	XP_005321472.1
OG0011830	NP_035525.1	XP_040139454.1
OG0011831	NP_001334473.1	XP_040139474.1
OG0011832	NP_598875.2	XP_040140527.1, XP_005321492.1
OG0011833	XP_006524988.1, NP_780382.2	XP_021579652.2
OG0011834	NP_694711.1	XP_005336135.1
OG0011835	NP_062734.1	XP_005340581.1
OG0011836	NP_065586.3	XP_005340584.1
OG0011837	NP_001346293.1	XP_021588997.1
OG0011838	XP_006512886.1, NP_080074.1	XP_013218339.1
OG0011839	XP_006517171.1, NP_032317.2	XP_040126889.1
OG0011840	NP_081611.1	XP_005340972.1
OG0011841	NP_081118.4	XP_005340968.1
OG0011842	NP_932121.2	XP_005340967.1
OG0011843	NP_803155.1	XP_005335207.1
OG0011844	NP_032163.3	XP_005324175.1
OG0011845	NP_766616.2, XP_011245558.1	XP_005324173.1
OG0011846	NP_080396.2	XP_040141593.1
OG0011847	NP_777282.1, XP_036017587.1	XP_005324153.1
OG0011848	NP_080464.1	XP_005324184.1
OG0011849	NP_778178.3	XP_005324149.1
OG0011850	NP_080226.1	XP_005324120.1
OG0011851	NP_038782.1	XP_005324177.3
OG0011852	NP_001349060.1	XP_005328018.1
OG0011853	NP_033295.2	XP_040127461.1
OG0011854	NP_083555.1	XP_005340282.1
OG0011855	NP_083449.1, XP_006517023.1, NP_001405689.1	XP_021576455.1
OG0011856	NP_001288710.1	XP_005342345.1
OG0011857	NP_035208.2	XP_005320933.1
OG0011858	NP_035718.2	XP_005342459.1
OG0011859	NP_033538.2	XP_005342457.1
OG0011861	NP_766596.1	XP_021576663.2
OG0011862	NP_001186970.1, XP_006540196.1	XP_040135752.1
OG0011863	NP_766482.2	XP_040135756.1
OG0011864	NP_001408642.1	XP_005341617.1
OG0011865	XP_006540229.1, NP_001028720.1	XP_040135833.1
OG0011866	NP_081479.1	XP_005342328.1
OG0011868	XP_006525116.1, NP_001156381.1	XP_021577067.1
OG0011869	NP_001355810.1, NP_001277245.1	XP_005342719.1
OG0011870	NP_080971.2	XP_005342716.2
OG0011871	NP_064358.1, NP_001170844.1	XP_013221330.1
OG0011872	NP_081325.1, XP_017167775.1	XP_040135518.1
OG0011873	NP_666301.2	XP_013221315.1
OG0011874	NP_001355319.1, XP_006541302.1	XP_005341715.1
OG0011875	NP_001276765.1	XP_005341714.2
OG0011876	NP_001036120.1	XP_005336767.1
OG0011877	XP_017167855.1	XP_013218964.1
OG0011878	XP_006540632.1, NP_031484.1	XP_005336756.1
OG0011879	NP_001390379.1	XP_013218953.1
OG0011880	NP_001344599.1	XP_040136102.1
OG0011881	XP_006540655.1	XP_005336720.2
OG0011882	XP_006541079.2	XP_040134797.1
OG0011883	NP_033930.1, XP_006540651.1	XP_005336695.1
OG0011884	NP_001347713.1	XP_005336688.1
OG0011885	NP_001405377.1	XP_021589811.1
OG0011886	NP_598592.2	XP_005336642.1
OG0011887	NP_032744.1	XP_040135292.1
OG0011889	NP_033428.1	XP_005338301.1
OG0011890	NP_035513.1, XP_006539757.1	XP_005338291.1
OG0011891	NP_112545.2	XP_005338332.1
OG0011892	NP_034188.2	XP_005338331.1
OG0011893	NP_038676.1	XP_005338282.1
OG0011894	NP_665821.1	XP_005338279.1
OG0011895	NP_758483.1	XP_040135088.1
OG0011896	XP_006540413.2	XP_040136057.1
OG0011897	NP_071854.2	XP_005338326.1
OG0011898	XP_006540290.1, NP_062623.2	XP_005338263.1
OG0011899	NP_075713.3	XP_005338323.2
OG0011900	XP_006539550.1, NP_291079.2	XP_005338256.3
OG0011901	NP_084082.1	XP_040135076.1
OG0011902	NP_694752.1	XP_040135287.1
OG0011903	NP_001153872.1	XP_005338205.1
OG0011904	NP_613052.1	XP_040134859.1
OG0011905	NP_083047.1	XP_005336517.1
OG0011906	NP_062267.2	XP_005336503.2
OG0011907	NP_001028487.2, XP_011248824.1	XP_005336491.1
OG0011908	NP_780316.3	XP_040134804.1
OG0011909	NP_031892.2	XP_040135621.1
OG0011910	NP_001182020.1, XP_006539498.1	XP_005336531.1
OG0011911	NP_001104277.1	XP_040135803.1
OG0011912	NP_032305.2	XP_040134845.1
OG0011913	NP_033135.2, XP_036008707.1	XP_040135802.1
OG0011914	NP_891557.3	XP_005340554.1
OG0011916	XP_006539551.1, NP_033925.2	XP_005342006.1
OG0011917	XP_036009090.1, NP_001276746.1	XP_013221467.1
OG0011918	NP_932144.2	XP_005341997.1
OG0011919	NP_035957.2	XP_040135462.1
OG0011920	XP_036009152.1, NP_062332.2	XP_005330708.2
OG0011921	XP_011248910.1	XP_040135355.1
OG0011922	XP_011249036.1	XP_005330640.1
OG0011924	NP_035810.1	XP_013216376.2
OG0011925	NP_149071.2	XP_005330732.1
OG0011926	NP_665839.1	XP_005330733.1
OG0011927	NP_079986.1	XP_005330707.1
OG0011928	NP_001395255.1	XP_021588201.2
OG0011929	NP_001028452.1	XP_005324343.2
OG0011930	NP_033163.1	XP_005318539.1
OG0011931	NP_877584.2	XP_005317804.1
OG0011932	XP_006538690.1, NP_032752.1	XP_005317526.1
OG0011933	NP_062374.2	XP_021578666.1
OG0011934	NP_680779.4	XP_021578655.1
OG0011935	XP_036018461.1	XP_040133805.1
OG0011936	NP_032871.3	XP_005325824.1
OG0011937	NP_031895.1, NP_001177746.1	XP_005325830.1
OG0011938	XP_006497436.2	XP_013214301.1
OG0011939	XP_036018525.1	XP_040133939.1
OG0011940	XP_006526377.1	XP_040132651.1
OG0011941	NP_080433.1, NP_001347937.1	XP_005334347.1
OG0011942	NP_075605.1	XP_040134277.1
OG0011943	NP_032651.2	XP_040133797.1
OG0011944	NP_001408022.1	XP_005325857.1
OG0011945	NP_033131.2	XP_040133081.1
OG0011946	NP_077147.2	XP_005330923.1
OG0011947	NP_056580.2	XP_005334331.1
OG0011948	NP_808315.1	XP_005334330.1
OG0011949	NP_083080.1	XP_005320326.2
OG0011950	NP_077170.2	XP_005320335.1
OG0011951	NP_079556.1	XP_005320350.1
OG0011952	NP_056607.1	XP_040132765.1
OG0011953	NP_062645.2	XP_005320371.1
OG0011954	NP_081276.2	XP_040137204.1, XP_005320393.2
OG0011955	XP_011242555.1	XP_040134455.1
OG0011956	NP_081498.2	XP_005327325.2
OG0011957	NP_001369349.1	XP_040128166.1
OG0011958	NP_080740.2	XP_005327362.1
OG0011959	NP_001292909.1	XP_040129739.1
OG0011960	NP_059074.2	XP_005324292.2
OG0011961	NP_001028598.1	XP_005324273.1
OG0011962	NP_001395138.1	XP_013213625.1
OG0011963	XP_006526173.1	XP_021581372.1
OG0011964	NP_766182.2	XP_005319686.1
OG0011965	NP_032273.1	XP_005319685.1
OG0011966	NP_848798.1	XP_005319653.1
OG0011967	XP_006517824.4	XP_021578167.2
OG0011968	NP_001005868.1	XP_005319610.1
OG0011969	NP_001348467.1	XP_005319618.1
OG0011970	NP_080155.3	XP_005319620.1
OG0011971	NP_034004.2	XP_005319592.1
OG0011972	NP_084302.1	XP_005329024.1
OG0011973	NP_038760.3	XP_005329023.1
OG0011974	NP_001395613.1	XP_021584533.1
OG0011975	NP_034552.1	XP_005329008.1
OG0011976	NP_033116.2	XP_005318283.1
OG0011977	NP_080728.1	XP_040134857.1
OG0011978	NP_705727.1	XP_005318273.1
OG0011979	XP_017168114.1	XP_005318262.1
OG0011980	NP_001106855.1	XP_040134960.1
OG0011981	NP_036066.2	XP_005318239.1
OG0011982	NP_035380.3	XP_005318234.1
OG0011983	NP_766501.2	XP_005318231.1
OG0011984	XP_011246862.1	XP_005318216.1
OG0011985	NP_082283.2	XP_005318204.1
OG0011986	NP_001078960.1	XP_005317809.1
OG0011987	XP_017175994.1	XP_040144221.1, XP_040144226.1
OG0011988	NP_080717.2	XP_005317787.1
OG0011989	NP_080274.2, XP_006539179.1	XP_040144201.1
OG0011990	XP_006539354.1	XP_005317772.1
OG0011991	NP_034816.1	XP_005317769.1
OG0011992	NP_663368.3	XP_005317756.1
OG0011993	XP_036020285.1, NP_765988.2	XP_005317739.1
OG0011994	NP_766464.1	XP_005317708.1
OG0011995	NP_035980.1	XP_005317709.2
OG0011996	NP_061224.2	XP_021590251.1
OG0011997	NP_001388200.1	XP_040145098.1
OG0011998	NP_542126.1	XP_005317697.2
OG0011999	NP_808534.1	XP_005317693.1
OG0012000	NP_062524.2	XP_005317686.1
OG0012001	NP_083376.2	XP_040145095.1
OG0012002	XP_036019960.1	XP_040145094.1
OG0012003	NP_081056.1	XP_021576226.1
OG0012004	NP_001013778.1	XP_040145093.1
OG0012005	XP_011248629.1, NP_080576.1	XP_040144025.1
OG0012006	NP_081156.2, XP_036020293.1	XP_005317604.1
OG0012007	NP_082452.1	XP_005317602.1
OG0012008	NP_032894.2	XP_040145088.1
OG0012009	NP_035190.3	XP_005318106.1
OG0012010	NP_035189.1	XP_040145086.1
OG0012011	XP_006539299.1	XP_021589392.2
OG0012012	NP_079659.1	XP_040143914.1
OG0012013	XP_006539132.1	XP_040145083.1
OG0012014	NP_001365755.1	XP_005317548.1
OG0012015	NP_001028322.1	XP_040145082.1
OG0012016	NP_666099.2	XP_040143893.1
OG0012017	XP_036020329.1	XP_040143874.1
OG0012018	XP_006538918.1, NP_001156455.1	XP_005317537.1
OG0012019	NP_081332.1, XP_006539217.1	XP_005318083.1
OG0012020	NP_001076811.1	XP_040145074.1
OG0012021	NP_082149.1	XP_005317509.1
OG0012022	NP_062755.1	XP_040143847.1
OG0012023	NP_001020467.1, NP_034174.2	XP_005334830.1
OG0012024	NP_001074743.1	XP_005334827.1
OG0012025	NP_035151.1, XP_006517630.1	XP_040128735.1
OG0012026	NP_694747.2	XP_040148663.1
OG0012027	NP_034965.2	XP_005319135.1
OG0012028	NP_001103485.1	XP_005327375.2
OG0012029	NP_080441.1	XP_005327280.1
OG0012030	NP_032575.2	XP_005327279.1
OG0012031	NP_080526.2	XP_005326186.1
OG0012032	XP_006517525.3	XP_040127827.1
OG0012033	XP_036014072.1	XP_040129413.1
OG0012034	NP_612185.1	XP_005326220.1
OG0012035	XP_011242797.1	XP_040129455.1
OG0012036	XP_006517353.1, NP_001139351.1	XP_040127960.1
OG0012037	NP_034959.2	XP_040129298.1
OG0012039	NP_766176.1	XP_005329068.1
OG0012040	XP_006517773.1, NP_001156417.1	XP_021584558.1
OG0012041	NP_001348466.1	XP_005329063.1
OG0012042	NP_067285.2	XP_005329053.1
OG0012043	NP_083429.1	XP_005329045.1
OG0012044	NP_079906.2	XP_005329031.1
OG0012045	NP_034299.2	XP_005328996.1
OG0012046	NP_034300.3	XP_005329070.1
OG0012047	XP_030103201.1, NP_001357857.1	XP_040129359.1
OG0012048	NP_705806.1	XP_040131706.1
OG0012049	NP_001380595.1	XP_021584654.1
OG0012050	NP_766330.2	XP_005320117.1
OG0012051	NP_758514.2	XP_005320127.1
OG0012052	NP_444310.3	XP_005320140.1
OG0012053	NP_001029049.2	XP_040131345.1
OG0012054	NP_964001.2	XP_005320149.1
OG0012055	NP_001074814.2	XP_040130419.1
OG0012056	NP_075820.1	XP_005320175.1
OG0012057	NP_835171.2	XP_005320209.1
OG0012058	NP_766599.2	XP_005320203.1
OG0012059	NP_034324.2, XP_006540667.1	XP_040131032.1
OG0012060	XP_011249086.1	XP_040130628.1
OG0012061	NP_663350.2	XP_005320251.1
OG0012062	NP_083611.2, XP_006508354.1	XP_005320265.1
OG0012063	XP_006511305.1, NP_997143.1	XP_005316930.1
OG0012064	NP_062660.1	XP_005316917.1
OG0012065	NP_083849.1	XP_005316916.1
OG0012066	NP_112151.2, XP_006504265.1	XP_040148073.1
OG0012067	NP_001230052.1	XP_013211347.2
OG0012068	XP_006504281.1, NP_001357734.1	XP_040148732.1
OG0012069	NP_067391.3	XP_005318997.1
OG0012070	NP_001411529.1	XP_021577776.1
OG0012071	XP_006504113.1	XP_005319018.2
OG0012072	XP_036021288.1	XP_021577884.1
OG0012073	NP_058066.2	XP_005319985.1
OG0012074	NP_112457.1, XP_006504267.1	XP_005319976.1
OG0012075	NP_001408138.1	XP_013211692.1
OG0012076	XP_017176698.1, NP_001357743.1	XP_005320097.2
OG0012077	NP_001297540.1	XP_005319962.1
OG0012078	XP_036021100.1, NP_795980.2	XP_005319959.1
OG0012079	NP_001350277.1	XP_040148066.1
OG0012080	NP_766078.1	XP_040148512.1
OG0012081	XP_006504028.1, NP_659194.1	XP_005319127.1
OG0012082	NP_001366160.1	XP_040148513.1
OG0012083	NP_598672.1	XP_005318980.1
OG0012084	NP_705797.1	XP_005319113.1
OG0012085	XP_011247694.1	XP_040148801.1
OG0012086	NP_001074628.1	XP_005328994.1
OG0012087	XP_006507654.1, NP_808363.3	XP_013211753.1
OG0012088	NP_653100.1	XP_005318962.1
OG0012089	NP_663394.1	XP_005326017.1
OG0012090	NP_033849.3	XP_005326014.1
OG0012091	NP_570948.1	XP_005340140.1
OG0012092	NP_001277609.1	XP_005334164.1
OG0012093	NP_081326.1	XP_005334216.1
OG0012094	NP_064300.2, XP_036012630.1	XP_005334182.2
OG0012095	NP_076357.2, XP_006516673.1	XP_040134456.1
OG0012096	XP_006516627.1	XP_013211827.1
OG0012097	NP_001158070.1	XP_040133091.1, XP_005320467.2
OG0012098	NP_001350429.1	XP_013211831.1
OG0012099	NP_079912.1	XP_021578783.2
OG0012100	NP_001074806.1	XP_021578757.1
OG0012101	NP_941034.2	XP_005320432.1
OG0012102	XP_006531467.1, NP_076198.2	XP_005320435.1
OG0012103	NP_758492.2	XP_005320446.1
OG0012104	NP_001334120.1	XP_005334389.1
OG0012105	NP_077206.3	XP_040129559.1
OG0012106	NP_848736.2	XP_005334378.1
OG0012107	XP_006514339.1, NP_001104591.1	XP_005334375.1
OG0012108	NP_001346247.1	XP_005334366.1
OG0012109	NP_001005419.2	XP_005339879.1, XP_021577321.1
OG0012110	NP_058560.1	XP_005326032.1
OG0012111	XP_006513930.1	XP_040128153.1, XP_040128158.1
OG0012112	NP_444413.1	XP_021582447.2
OG0012113	XP_011241862.1, NP_932113.2	XP_005326015.1
OG0012114	XP_011241624.1	XP_040129230.1
OG0012115	NP_038639.2	XP_005326002.1
OG0012116	NP_079549.1	XP_021582441.1
OG0012117	NP_083359.1	XP_005325987.1
OG0012118	NP_001361685.1	XP_005325984.1
OG0012119	NP_035089.1	XP_005325982.1
OG0012120	NP_001303300.1	XP_005325979.1
OG0012121	NP_083974.1	XP_040129222.1
OG0012122	NP_001361686.1	XP_005325972.1
OG0012123	XP_036014801.1	XP_021582400.1
OG0012124	NP_001297360.1	XP_005325964.1
OG0012125	XP_006519097.1	XP_021582394.1
OG0012126	NP_034941.2	XP_040129438.1
OG0012127	NP_082704.1	XP_005325960.1
OG0012128	NP_079642.1	XP_005325959.1
OG0012129	XP_006519739.1, NP_082551.1	XP_040128208.1
OG0012130	NP_598845.1, XP_030103456.1	XP_005325887.4
OG0012131	NP_997112.1	XP_005325884.1
OG0012132	XP_006519199.1, NP_808484.2	XP_040129392.1
OG0012133	NP_001004436.2	XP_013220764.1
OG0012134	NP_694767.3	XP_005340605.1
OG0012135	NP_899032.2, XP_006519275.1	XP_005333808.2
OG0012136	NP_001395574.1	XP_021587274.1
OG0012137	NP_001347643.1	XP_040128670.1
OG0012138	XP_006517515.1, NP_848484.2	XP_005333201.1
OG0012139	NP_038670.1	XP_005334213.1
OG0012140	NP_032031.1	XP_005334181.1
OG0012141	XP_017170240.1	XP_040129083.1
OG0012142	NP_034826.2	XP_005334190.1
OG0012143	XP_030101614.1, NP_740749.1	XP_040129258.1, XP_021588465.1
OG0012144	XP_006533350.1	XP_040128366.1
OG0012145	NP_795973.2, XP_017170095.1	XP_005325479.1
OG0012146	NP_001333689.1	XP_005325495.3
OG0012147	NP_082461.1	XP_005325496.3
OG0012148	NP_001074438.1	XP_005325497.1
OG0012149	XP_006532454.1, NP_598950.2	XP_005325520.2
OG0012150	NP_694719.2	XP_005325547.1
OG0012151	NP_001103681.1, NP_038500.2	XP_005335862.1
OG0012152	XP_006525531.1	XP_005324212.1
OG0012153	NP_001390238.1	XP_005324219.1
OG0012154	NP_840061.1	XP_040128791.1
OG0012155	NP_849259.2	XP_013213636.1
OG0012156	NP_067271.1	XP_005324238.1
OG0012157	NP_001157963.1	XP_005324240.1
OG0012158	NP_570614.2	XP_040126560.1, XP_005319694.1
OG0012159	NP_035017.2	XP_040128125.1
OG0012160	NP_001028400.2	XP_005319704.1
OG0012161	NP_598819.2	XP_013211539.1
OG0012162	NP_067434.3	XP_005319705.1
OG0012163	XP_006517781.1	XP_005319707.1
OG0012164	NP_034460.3	XP_005319710.1
OG0012165	NP_067531.1	XP_005319711.1
OG0012166	NP_032028.1	XP_005319712.1
OG0012167	NP_001159535.1	XP_005325667.1
OG0012168	NP_796329.2	XP_005325673.1
OG0012169	NP_001230766.1, XP_030104134.1	XP_040129316.1
OG0012170	XP_006520066.1, NP_084444.3	XP_040129314.1
OG0012171	NP_001078879.1	XP_005325690.1
OG0012172	NP_080672.3	XP_005325702.1
OG0012173	NP_032563.2	XP_005325708.1
OG0012174	XP_006520120.1	XP_040129638.1
OG0012175	NP_766546.1	XP_040127716.1
OG0012176	NP_035542.2	XP_005334762.2
OG0012177	NP_808265.2	XP_005336805.3
OG0012178	NP_666826.1	XP_005328458.1
OG0012179	NP_001359483.1	XP_040141110.1
OG0012180	NP_665689.1	XP_040126540.1
OG0012181	NP_808447.2, XP_006533546.1	XP_005332919.1
OG0012182	XP_006510654.1, NP_001106794.1	XP_040141510.1
OG0012183	NP_835214.2	XP_005337568.3
OG0012184	XP_030100601.1, NP_075766.1	XP_005337573.2
OG0012185	NP_001355774.1	XP_005330790.1
OG0012186	NP_001392026.1	XP_005330792.1
OG0012187	NP_038828.2	XP_005330794.1
OG0012188	XP_006510505.1	XP_013216413.2
OG0012189	NP_038960.2	XP_005330821.1
OG0012190	NP_001139432.1	XP_040141432.1
OG0012191	NP_065264.2	XP_040141394.1
OG0012192	NP_035864.2	XP_005339579.2
OG0012193	XP_017168808.1	XP_040141344.1
OG0012194	NP_081420.2	XP_005328440.1
OG0012195	NP_573489.2	XP_013215436.1
OG0012196	NP_082165.1	XP_005328409.1
OG0012197	NP_001346188.1	XP_005328415.1
OG0012198	NP_038579.2	XP_013215441.1
OG0012199	NP_033502.2	XP_040141268.1
OG0012200	NP_663378.1	XP_021584207.1
OG0012201	NP_032374.1	XP_005328373.1
OG0012202	NP_031494.2	XP_005328347.1
OG0012203	NP_035882.1	XP_005328345.1
OG0012204	NP_077195.2	XP_005334256.1
OG0012205	NP_064670.1	XP_040141176.1
OG0012206	NP_001363880.1	XP_040139701.1
OG0012207	NP_080141.2	XP_040141138.1
OG0012208	NP_035266.1	XP_005334309.1
OG0012209	NP_084212.2, XP_006510747.1	XP_040141105.1
OG0012210	NP_997610.1	XP_005329125.1
OG0012211	NP_001074621.1	XP_005329127.1
OG0012212	NP_780771.1	XP_005329130.1
OG0012213	NP_001391965.1	XP_021584630.1
OG0012214	NP_082200.1	XP_005329144.1
OG0012215	XP_030099868.1	XP_005329147.1
OG0012216	XP_030100571.1	XP_021584641.2
OG0012217	NP_032637.3	XP_005329177.2
OG0012218	NP_001297646.1	XP_005329154.1
OG0012219	NP_950182.1	XP_005329161.1
OG0012220	XP_006509925.1	XP_005329180.1
OG0012221	XP_006509912.1	XP_013215690.1
OG0012222	XP_006534549.1, NP_084208.1	XP_040125460.1
OG0012223	XP_006532997.1	XP_040125459.1
OG0012224	XP_036012633.1, NP_808444.1	XP_040125457.1
OG0012225	XP_006533630.1	XP_005337448.1
OG0012226	NP_080835.1	XP_005337387.1
OG0012227	NP_062273.2	XP_013219261.1
OG0012228	NP_001076800.1	XP_005337399.1
OG0012229	XP_006532981.1	XP_021590274.1
OG0012230	NP_077173.1	XP_005337416.1
OG0012231	NP_061210.2	XP_005332828.1
OG0012232	NP_080293.1	XP_005332827.1
OG0012233	NP_062723.1	XP_005332825.1
OG0012234	XP_036012737.1	XP_005332957.2
OG0012235	NP_694783.1	XP_005332843.1
OG0012236	NP_780577.1, XP_006532033.1	XP_005332849.1
OG0012237	XP_011247023.1	XP_005332850.1
OG0012238	NP_001277987.1	XP_005332866.1
OG0012239	NP_033261.1	XP_005332869.2
OG0012240	NP_001406856.1	XP_040125305.1
OG0012241	NP_001038990.1, XP_011247375.1	XP_013217212.1
OG0012242	NP_080191.3	XP_005332881.1
OG0012243	NP_034729.3	XP_040125336.1
OG0012244	NP_001019377.1	XP_005332887.1
OG0012245	NP_035916.2	XP_005332895.1
OG0012246	NP_001272370.1	XP_005332908.1
OG0012247	NP_061238.1	XP_005332923.1
OG0012248	NP_001013031.2	XP_005332928.1
OG0012249	XP_006533682.1, NP_001402693.1	XP_021586991.2
OG0012250	NP_942561.1	XP_013220894.2
OG0012251	NP_082724.1	XP_040125539.1
OG0012252	XP_017169845.1	XP_013220895.1
OG0012253	NP_081474.1	XP_013220919.1
OG0012254	XP_030101968.1	XP_013220921.1
OG0012255	NP_001346059.1	XP_013221232.1
OG0012256	NP_001369197.1, NP_001028399.1, XP_006532041.1	XP_021576615.1
OG0012257	NP_071292.1	XP_005339521.1
OG0012258	NP_001395816.1	XP_005339517.1
OG0012259	NP_033052.1	XP_005339505.1
OG0012260	NP_067324.1, XP_006533914.1	XP_013220254.1
OG0012261	NP_079570.1	XP_040126483.1
OG0012262	XP_036020022.1	XP_013217012.1
OG0012263	NP_001391715.1, XP_006502919.1	XP_021586773.1
OG0012264	NP_898845.1	XP_040145121.1
OG0012265	NP_038873.2	XP_005337774.1
OG0012266	NP_038941.1	XP_005337763.1
OG0012267	NP_766284.2	XP_040145117.1
OG0012268	NP_001116424.1	XP_040144688.1
OG0012269	XP_006503471.1	XP_005326085.1
OG0012270	NP_001334088.1	XP_005326086.1
OG0012271	NP_079776.1	XP_005326089.1
OG0012272	NP_083841.4	XP_013214400.1
OG0012273	NP_082631.1	XP_013214363.2
OG0012274	NP_034079.2	XP_013214397.2
OG0012276	XP_006503039.1, NP_001161408.2	XP_005326172.1
OG0012277	NP_001241683.1, NP_081004.2	XP_005326113.1
OG0012278	XP_030109548.1	XP_013220171.2
OG0012279	XP_030109373.1, NP_848814.3	XP_005339347.1
OG0012280	XP_036019573.1, NP_001408102.1	XP_040143709.1
