Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0015206	NP_037483.1	XP_003768376.2
OG0015207	NP_009156.2	XP_003768413.1
OG0015208	NP_005211.1	XP_031821929.1
OG0015209	NP_005441.1	XP_003768014.1
OG0015210	NP_001269473.1	XP_031822315.1
OG0015211	NP_982293.1	XP_003757575.1
OG0015212	NP_775891.2	XP_023359747.1
OG0015213	NP_787098.3	XP_031824324.1
OG0015214	XP_005256407.1	XP_031816987.1
OG0015215	NP_001317465.1	XP_012405722.1, XP_012404054.1
OG0015216	NP_000909.2	XP_003768653.1
OG0015217	NP_001007534.1	XP_003768654.1
OG0015218	NP_001035114.2	XP_003768659.1
OG0015219	NP_001278253.1	XP_031821484.1
OG0015220	NP_001372733.1	XP_031824345.1
OG0015221	NP_001306122.1	XP_023358292.1
OG0015222	NP_115867.2	XP_031821704.1
OG0015223	NP_056168.1	XP_003768576.2
OG0015224	NP_839947.1	XP_031821625.1
OG0015226	NP_116035.5	XP_003768598.1
OG0015227	XP_047292366.1	XP_031821575.1
OG0015228	NP_006563.2	XP_031821546.1
OG0015229	NP_003826.2	XP_031821544.1
OG0015230	NP_055220.1	XP_031821527.1
OG0015231	NP_002807.1	XP_031813109.1
OG0015235	NP_001091896.1	XP_031821748.1
OG0015236	NP_002796.4	XP_003768500.1
OG0015237	NP_001003787.1	XP_003768498.1
OG0015238	NP_001107563.1	XP_031821800.1
OG0015239	XP_016880573.1	XP_003768479.1
OG0015240	NP_006451.1	XP_003768459.1
OG0015241	NP_001245329.1	XP_003768474.1
OG0015242	NP_543139.4	XP_003768426.1
OG0015243	NP_000142.2	XP_003768231.1
OG0015244	NP_001248359.2	XP_031822198.1
OG0015245	NP_775749.2	XP_023358093.1
OG0015246	NP_005845.2	XP_012403695.1
OG0015247	NP_057686.2	XP_012403696.1
OG0015248	NP_001365459.1	XP_031822171.1
OG0015249	NP_036364.2	XP_003768212.3
OG0015250	NP_036417.1	XP_012403722.1
OG0015251	NP_060613.1	XP_031822123.1
OG0015252	NP_001316524.1	XP_012403737.1
OG0015253	NP_998821.3	XP_012403787.1
OG0015254	NP_061883.1	XP_003768294.1
OG0015255	NP_057423.2	XP_031822083.1
OG0015256	NP_001317135.1	XP_031822056.1
OG0015257	NP_057591.2	XP_003768317.1
OG0015258	NP_002256.2	XP_031821990.1
OG0015259	NP_060599.1	XP_031821980.1
OG0015260	NP_057513.1, XP_047292162.1	XP_031821974.1
OG0015261	NP_002138.1	XP_003768382.1
OG0015262	NP_076920.1	XP_003768405.1
OG0015263	NP_006352.2	XP_003768386.1
OG0015264	NP_075567.2	XP_031821953.1
OG0015265	NP_006537.3	XP_003768391.1
OG0015266	NP_115984.3	XP_012403857.2
OG0015267	XP_011522516.2, NP_001258.2	XP_003770374.1
OG0015268	XP_016880694.1	XP_031824528.1
OG0015269	NP_443087.1	XP_031822258.1
OG0015270	NP_115948.4	XP_012403534.1
OG0015271	NP_004366.1	XP_023357927.1
OG0015272	XP_016879752.1	XP_031822302.1
OG0015273	NP_000493.1	XP_031822330.1
OG0015274	NP_001364996.1	XP_031822338.1
OG0015275	NP_078888.4	XP_003767982.2
OG0015276	NP_005985.3	XP_031824370.1
OG0015277	NP_003611.1	XP_023357879.1
OG0015278	NP_006371.2	XP_031822388.1
OG0015279	NP_775896.3	XP_023357966.1
OG0015281	NP_060029.1	XP_031823448.1
OG0015282	NP_899233.1	XP_031823464.1
OG0015283	NP_056441.6	XP_031823518.1
OG0015284	NP_055388.2	XP_003770070.3
OG0015285	NP_000629.3	XP_003770073.1
OG0015286	NP_055892.2	XP_031823536.1
OG0015287	NP_001167574.1	XP_031823550.1
OG0015288	NP_005693.1	XP_031823563.1
OG0015289	NP_001317099.1	XP_031823566.1
OG0015290	XP_047292872.1	XP_031823597.1
OG0015291	NP_000377.1	XP_031823600.1
OG0015292	NP_071908.2	XP_031824598.1
OG0015293	NP_001121631.1	XP_031823627.1
OG0015294	NP_006215.1	XP_031823641.1
OG0015295	NP_113618.2	XP_031823648.1
OG0015296	NP_001157879.1	XP_031823650.1
OG0015297	NP_001374.4	XP_031823658.1
OG0015298	NP_001342502.1	XP_031823678.1
OG0015299	NP_055419.1	XP_031813224.1
OG0015300	NP_114171.2	XP_031813217.1
OG0015301	XP_011517323.1	XP_012395063.2
OG0015302	NP_003722.2	XP_031807769.1
OG0015303	XP_011516901.1, NP_037511.2	XP_031807811.1
OG0015304	NP_001316607.1	XP_031807823.1
OG0015306	NP_001274271.1	XP_031805138.1
OG0015307	NP_001074318.1	XP_023350122.1
OG0015308	XP_005263453.1	XP_031810820.1
OG0015309	XP_011517180.1	XP_031810825.1
OG0015310	NP_059973.4	XP_003757497.1
OG0015311	NP_714921.4	XP_012409456.1
OG0015312	NP_001073952.1	XP_003757503.1
OG0015313	NP_001041730.1	XP_003757510.1
OG0015314	NP_997300.1	XP_003757482.1
OG0015315	NP_001371747.1	XP_031810718.1
OG0015316	NP_000104.1	XP_012409390.2
OG0015317	XP_011516957.1, NP_955382.3	XP_031810653.1
OG0015318	NP_060343.1	XP_003757446.1
OG0015319	NP_065171.2	XP_003757380.1
OG0015320	NP_055723.1	XP_003757437.2
OG0015321	NP_001244904.1	XP_031810574.1
OG0015322	NP_077017.1	XP_003757427.1
OG0015323	NP_001252.1	XP_031810547.1
OG0015324	XP_005252192.3	XP_031810536.1
OG0015325	NP_002712.1	XP_031810155.1
OG0015326	NP_775961.2	XP_031810154.1
OG0015327	NP_055037.1	XP_031810104.1
OG0015328	XP_011523417.1, NP_001123357.1	XP_023358341.2
OG0015329	NP_001629.1	XP_031797035.1
OG0015330	NP_113667.1	XP_003772325.1
OG0015331	NP_612405.2	XP_012406982.2
OG0015332	NP_005309.1	XP_012407040.1
OG0015333	NP_115787.1, XP_047301978.1	XP_023356225.1
OG0015334	NP_062563.4	XP_031805112.1
OG0015335	XP_011536034.1	XP_023361050.1
OG0015336	NP_001120932.2	XP_031797036.1
OG0015337	NP_057668.1	XP_003772763.2
OG0015338	XP_047285285.1	XP_031796957.1
OG0015339	NP_004975.2	XP_031796943.1
OG0015340	NP_056248.2	XP_003772350.2
OG0015341	XP_016874530.1	XP_031796793.1
OG0015342	NP_055134.2	XP_012405917.2
OG0015343	NP_061126.2	XP_012405884.1
OG0015344	NP_963844.2	XP_003770976.1
OG0015345	NP_055320.4	XP_003770979.1
OG0015346	NP_055814.1	XP_031794808.1
OG0015347	XP_006719627.1	XP_023360075.1
OG0015349	NP_001356811.1, NP_001240774.1	XP_031794413.1
OG0015350	NP_114408.3	XP_031794492.1
OG0015351	NP_001363401.1	XP_003770839.1
OG0015352	NP_001076436.1	XP_031796744.1
OG0015353	NP_056195.3	XP_031796912.1
OG0015354	NP_002481.3	XP_003772286.2
OG0015355	NP_006349.1	XP_031796764.1
OG0015356	NP_001288059.1	XP_003772384.1
OG0015357	NP_001350700.1	XP_031797043.1
OG0015358	NP_037517.1	XP_012406114.1
OG0015359	XP_011528676.2	XP_031796759.1
OG0015360	NP_001003681.1	XP_031794751.1
OG0015361	NP_001290437.1, XP_047297554.1	XP_012406078.2
OG0015362	NP_008993.1	XP_031793955.1
OG0015363	NP_006816.2	XP_031793680.1
OG0015364	NP_722578.1, XP_016859054.2	XP_031817103.1
OG0015366	NP_653307.2, NP_001304921.2	XP_023356188.1
OG0015367	NP_071882.1	XP_023350757.1
OG0015368	NP_002697.1	XP_012395693.1
OG0015369	NP_079042.1	XP_031805109.1
OG0015370	NP_001393724.1	XP_031806307.1
OG0015371	XP_024308455.1	XP_031806334.1
OG0015372	NP_065393.1	XP_031806340.1
OG0015374	NP_001335441.1	XP_031806367.1
OG0015375	NP_115584.1	XP_012395389.1
OG0015376	NP_002348.1	XP_031806519.1
OG0015377	NP_612442.3	XP_003775382.3
OG0015378	NP_001091974.1	XP_031795754.1
OG0015380	NP_997291.1	XP_003759550.2
OG0015381	NP_006152.2	XP_023359293.2
OG0015382	NP_001487.2	XP_012406086.1
OG0015383	NP_005445.1	XP_003762198.1
OG0015384	NP_005857.1	XP_023353428.1
OG0015385	NP_000581.1	XP_031805162.1
OG0015387	NP_003891.1	XP_031809682.1
OG0015388	NP_665874.1	XP_031809694.1
OG0015389	NP_055572.1	XP_031809695.1
OG0015390	NP_065717.1	XP_031809649.1
OG0015391	NP_060308.1	XP_003756930.1
OG0015392	NP_059980.2	XP_003756927.1
OG0015393	NP_001310494.1	XP_003761321.1
OG0015394	NP_003091.2	XP_031794904.1
OG0015395	NP_057132.2	XP_031824201.1
OG0015398	NP_443203.1	XP_003756533.1
OG0015399	NP_064584.1	XP_031808921.1
OG0015400	XP_006714741.1	XP_031808919.1
OG0015401	XP_047273747.1, NP_001736.1	XP_003756505.1
OG0015402	NP_821138.1	XP_031808885.1
OG0015403	NP_006796.1	XP_031808867.1
OG0015404	NP_001287867.1	XP_003756638.1
OG0015405	NP_631938.2	XP_031809186.1
OG0015406	NP_001258732.1	XP_031809209.1
OG0015407	NP_001955.1	XP_003756633.1
OG0015408	NP_056379.1	XP_031809217.1
OG0015409	NP_000161.2	XP_003762187.1
OG0015410	NP_001034786.1	XP_031817424.1
OG0015411	XP_047279436.1	XP_031817363.1
OG0015412	NP_006561.1	XP_031800482.1
OG0015414	NP_079104.3	XP_023353128.1
OG0015415	NP_000450.3	XP_031799179.1
OG0015416	NP_055286.1	XP_012398079.1
OG0015417	NP_004916.1	XP_003763021.1
OG0015418	NP_001128477.1	XP_023353424.1
OG0015419	NP_976044.2	XP_031801271.1
OG0015420	NP_116023.2	XP_012398502.2
OG0015421	NP_006276.2	XP_031801231.1
OG0015422	XP_006716872.1	XP_031801212.1
OG0015423	NP_055265.1	XP_031801226.1
OG0015424	NP_001034881.1	XP_012399562.1
OG0015426	NP_005884.2	XP_003761389.1
OG0015427	NP_036335.1	XP_031792974.1
OG0015428	NP_057126.2	XP_023353088.1
OG0015429	NP_003019.2	XP_003761418.4
OG0015430	NP_002477.1	XP_031825233.1
OG0015431	NP_000371.1	XP_003761417.1
OG0015432	NP_061819.2	XP_031825163.1
OG0015433	NP_001846.3	XP_031801388.1
OG0015434	NP_149078.1	XP_023353463.1
OG0015435	XP_011517379.1	XP_031817304.1
OG0015436	XP_011517092.1	XP_031825096.1
OG0015437	NP_001013011.2	XP_031807440.1
OG0015438	NP_001351860.1	XP_031798694.1
OG0015439	NP_001365140.1	XP_031800220.1
OG0015440	NP_004688.2	XP_003757357.1
OG0015441	NP_004879.1	XP_003757115.1
OG0015442	NP_001073966.2	XP_023363151.1
OG0015444	NP_001230097.1, XP_024302110.1	XP_012404549.1
OG0015445	XP_016866380.1	XP_031824477.1
OG0015446	NP_001257636.1	XP_003768939.1
OG0015447	NP_054765.1	XP_003768935.2
OG0015448	NP_003888.2	XP_003768942.1
OG0015449	NP_001255.4	XP_031821056.1
OG0015450	NP_054789.2	XP_031821058.1
OG0015452	NP_001374941.1	XP_031821030.1
OG0015453	NP_000425.1	XP_012404399.1
OG0015454	NP_115830.1	XP_031821014.1
OG0015455	NP_008844.1	XP_003768969.1
OG0015457	NP_071390.1, NP_001263430.1	XP_031820973.1
OG0015458	XP_047275406.1	XP_031820926.1
OG0015459	NP_115716.1	XP_003769016.1
OG0015460	NP_060224.3	XP_031820885.1
OG0015461	NP_060242.2	XP_031820805.1
OG0015462	NP_612502.1	XP_003769056.2
OG0015463	NP_068762.1	XP_031820785.1
OG0015464	NP_006780.1	XP_003769090.1
OG0015465	XP_011512740.2	XP_031820699.1
OG0015466	NP_003183.2	XP_023359757.2
OG0015467	NP_061833.1	XP_003769119.2
OG0015468	NP_976035.1	XP_031820657.1
OG0015469	NP_065801.1	XP_012404532.1
OG0015470	NP_004547.3	XP_031820625.1
OG0015471	NP_758438.2	XP_031820593.1
OG0015472	NP_066551.1	XP_003769220.1
OG0015473	NP_001337551.1	XP_031820546.1
OG0015474	NP_060717.1	XP_003769261.2
OG0015475	NP_073563.1	XP_031820456.1
OG0015476	NP_003309.2	XP_012404633.2
OG0015477	NP_002386.1	XP_031820440.1
OG0015478	NP_001073977.1	XP_003769300.2
OG0015479	NP_006363.4	XP_012404654.1
OG0015480	NP_001010868.2	XP_003769313.1
OG0015481	NP_067067.1	XP_003769328.1
OG0015482	NP_115991.1	XP_003769343.3
OG0015483	NP_054884.1	XP_003769351.1
OG0015484	NP_005595.2	XP_012404681.2
OG0015485	NP_055891.1	XP_031820265.1
OG0015486	XP_011534395.1, NP_777570.1	XP_003769671.1
OG0015487	NP_002589.2	XP_031793295.1
OG0015489	XP_047274226.1	XP_031820324.1
OG0015490	NP_075568.1	XP_031818321.1
OG0015491	NP_689892.1	XP_003773322.2
OG0015492	NP_991108.1	XP_012397317.1
OG0015493	NP_003686.1	XP_012399499.1
OG0015494	NP_003792.1	XP_031803258.1
OG0015495	NP_003915.2	XP_031799651.1
OG0015496	NP_001073945.1	XP_003773338.1
OG0015497	NP_057603.1	XP_031798116.1
OG0015498	NP_001025031.2, XP_011515289.1	XP_003760349.2
OG0015499	NP_689841.3	XP_031802920.1
OG0015500	NP_056235.5	XP_003760361.1
OG0015501	NP_631905.1	XP_003760364.1
OG0015502	NP_542382.1	XP_003760387.1
OG0015503	NP_000118.2	XP_003760388.1
OG0015504	NP_002505.1	XP_003760396.1
OG0015505	NP_054797.2	XP_031803010.1
OG0015506	NP_077271.1	XP_031803014.1
OG0015507	NP_478136.1	XP_003760407.1
OG0015508	NP_065914.2	XP_031803090.1
OG0015509	XP_005251046.1, NP_059997.3	XP_031803368.1
OG0015510	NP_116251.4	XP_023352449.2
OG0015511	NP_001156386.1	XP_012397401.1
OG0015512	XP_011515227.1, NP_620590.2	XP_003760565.1
OG0015513	NP_001001795.1	XP_031803211.1
OG0015515	NP_000734.2, XP_006720445.1	XP_023351560.2
OG0015516	NP_001139325.1, NP_005996.2	XP_031799821.1
OG0015517	NP_001073974.1	XP_031797610.1
OG0015518	NP_065186.3	XP_031799215.1
OG0015519	NP_076429.1	XP_031797457.1
OG0015520	NP_001363673.1	XP_031798472.1
OG0015521	XP_005265804.1	XP_031799272.1
OG0015522	NP_001350723.1	XP_031799185.1
OG0015523	NP_001544.1	XP_031797970.1
OG0015524	NP_001010874.2	XP_031797271.1
OG0015526	NP_065101.1	XP_003772864.1
OG0015527	XP_011530052.1	XP_031799781.1
OG0015529	NP_001423.1	XP_031797502.1
OG0015530	NP_001073983.1	XP_003763257.2
OG0015531	NP_001138567.1	XP_012397284.1
OG0015532	NP_001372054.1	XP_003771640.1
OG0015533	NP_690862.1	XP_012406891.1
OG0015534	NP_001980.1	XP_031794432.1
OG0015535	NP_073565.2	XP_003762684.1
OG0015536	NP_056246.3	XP_003770721.3
OG0015537	NP_001859.1	XP_031794929.1
OG0015538	NP_003335.1	XP_031794908.1
OG0015539	NP_001182172.1, XP_024302388.1	XP_023360634.1, XP_023360635.1
OG0015541	NP_005293.1	XP_003771623.1
OG0015542	XP_011514292.1, NP_036401.2	XP_031794810.1
OG0015543	NP_997046.1	XP_003771616.1
OG0015544	NP_857597.1	XP_031796104.1
OG0015545	NP_003496.1	XP_003771983.2
OG0015546	NP_000777.1	XP_031795860.1
OG0015547	NP_001155000.1	XP_031795861.1
OG0015548	NP_075051.4	XP_031796636.1
OG0015549	XP_047276529.1	XP_031796153.1
OG0015550	NP_002603.1	XP_031796623.1
OG0015551	NP_005212.1	XP_031794504.1
OG0015552	NP_064571.1	XP_012406951.2
OG0015553	NP_001007158.1	XP_031796601.1
OG0015554	NP_001337634.1	XP_031796560.1
OG0015555	XP_011513359.1, NP_001182209.1	XP_031796554.1
OG0015556	NP_056279.1	XP_031796556.1
OG0015557	NP_055214.1	XP_031796550.1
OG0015558	NP_001612.1	XP_031796545.1
OG0015559	XP_016867417.1	XP_031796520.1
OG0015561	NP_036426.4	XP_031796500.1
OG0015562	NP_001026880.2	XP_031796482.1
OG0015563	NP_004280.5	XP_031796417.1
OG0015564	NP_002132.3	XP_031796390.1
OG0015565	NP_076919.1	XP_003772141.1
OG0015566	NP_689952.1	XP_031796126.1
OG0015567	NP_005514.1	XP_031796387.1
OG0015568	NP_000513.2	XP_031796386.1
OG0015569	NP_055632.2	XP_031796372.1
OG0015571	NP_115598.2	XP_031807481.1
OG0015572	NP_689769.2	XP_031794696.1
OG0015573	NP_003382.1	XP_031794724.1
OG0015574	NP_570124.1	XP_031794727.1
OG0015575	NP_932351.1	XP_003771611.1
OG0015577	NP_001008740.1	XP_003765459.2
OG0015578	XP_016856628.1, NP_848643.2	XP_031817987.1
OG0015579	NP_004465.3	XP_031825021.1
OG0015580	NP_695006.1, XP_016856512.1	XP_003770704.2
OG0015583	NP_008913.2	XP_031793942.1
OG0015585	NP_001352719.1	XP_003755846.3
OG0015587	NP_077002.2	XP_031818215.1
OG0015588	NP_775913.2	XP_012401445.3
OG0015589	NP_001278210.2	XP_031818190.1
OG0015590	NP_001129125.1	XP_003765434.1
OG0015592	NP_003453.3	XP_012401369.1
OG0015593	NP_002785.1	XP_031817989.1
OG0015594	NP_001362582.1	XP_031817968.1
OG0015595	NP_872299.2	XP_012409245.1
OG0015596	NP_075565.2	XP_031824967.1
OG0015597	NP_116253.2	XP_031824979.1
OG0015598	NP_056997.1	XP_012405744.1
OG0015599	NP_073582.3	XP_031825041.1
OG0015600	NP_001083060.1, NP_005995.2	XP_031825054.1
OG0015601	NP_116145.1	XP_031825089.1
OG0015602	NP_078878.3	XP_031825090.1
OG0015603	NP_006836.2	XP_031825101.1
OG0015604	NP_001281262.1	XP_031825118.1
OG0015606	NP_001317455.1	XP_031811556.1
OG0015607	NP_612385.2	XP_003755803.1
OG0015608	NP_001094284.1	XP_003755808.1
OG0015609	NP_001019993.1	XP_003759255.2
OG0015610	NP_055643.1	XP_003755861.1
OG0015611	NP_031376.3	XP_031796018.1
OG0015612	NP_002460.1	XP_003770996.2
OG0015613	NP_004655.1	XP_031795495.1
OG0015614	NP_001937.2	XP_003771060.2
OG0015615	NP_000886.1	XP_031796820.1
OG0015616	NP_647480.1	XP_003771111.1
OG0015617	XP_011530342.2	XP_031798982.1
OG0015618	NP_001365050.1	XP_031797505.1
OG0015619	NP_689893.1, XP_011530018.1	XP_023361698.1
OG0015620	NP_002660.1	XP_003773170.1
OG0015621	NP_005132.2	XP_023361679.1
OG0015622	NP_005642.1	XP_003774330.1
OG0015623	NP_001338653.1	XP_023361660.1
OG0015624	NP_001864.1	XP_031798981.1
OG0015625	XP_011529873.1, NP_009124.2	XP_003773137.1
OG0015626	NP_001026871.1	XP_031796704.1
OG0015627	NP_001325.1	XP_003773162.4
OG0015630	NP_055221.1	XP_012406614.1
OG0015631	XP_047278352.1, NP_004189.1	XP_023350506.2
OG0015632	NP_001351770.1	XP_003758057.1
OG0015633	NP_919260.2	XP_031798004.1
OG0015635	NP_058640.1	XP_003772618.3
OG0015636	NP_001349666.1	XP_031794975.1
OG0015637	NP_061955.1	XP_031807376.1
OG0015638	NP_277042.1	XP_031807397.1
OG0015639	NP_000281.2	XP_031805763.1
OG0015640	NP_001381420.1	XP_031795198.1
OG0015641	NP_001231001.1	XP_031795252.1
OG0015643	NP_570629.2	XP_031797113.1
OG0015644	NP_001418.2	XP_031795375.1
OG0015645	NP_060575.1	XP_031806645.1
OG0015646	NP_001135918.1	XP_031806610.1
OG0015647	NP_064515.2	XP_003758052.1
OG0015649	NP_004865.1	XP_031806552.1
OG0015650	NP_001002814.2	XP_023350480.1
OG0015651	NP_079345.1	XP_023350476.2
OG0015652	NP_115898.2	XP_003758017.1
OG0015654	NP_055291.2	XP_003773056.1
OG0015655	NP_001364961.1	XP_031799583.1
OG0015656	NP_543150.1	XP_003773099.1
OG0015657	XP_024309653.1	XP_003773101.2
OG0015658	NP_003961.3	XP_003757968.1
OG0015660	NP_001158137.1	XP_031795012.1
OG0015661	NP_002227.2	XP_003757911.2
OG0015662	NP_000673.2	XP_003758150.1
OG0015664	XP_006711957.1	XP_031807041.1
OG0015666	NP_001008238.1	XP_031805457.1
OG0015667	NP_001013685.1	XP_003757841.2
OG0015668	NP_060733.4	XP_031807284.1
OG0015669	NP_001161713.1	XP_031807280.1
OG0015670	NP_037520.1	XP_003767135.1
OG0015671	NP_115935.3	XP_003767166.1
OG0015673	NP_001305894.1	XP_031807217.1
OG0015674	NP_817092.1	XP_003767142.2
OG0015675	NP_653232.3	XP_031807215.1
OG0015676	NP_055946.1	XP_003757855.1
OG0015677	XP_005264507.2	XP_031807104.1
OG0015678	NP_056290.3	XP_003757885.2
OG0015679	NP_001036013.1	XP_023350387.1
OG0015680	XP_005264696.2	XP_031806221.1
OG0015681	NP_005624.2	XP_003758385.1
OG0015682	NP_054733.2	XP_031806811.1
OG0015683	NP_004795.1	XP_031806812.1
OG0015684	XP_005263609.1	XP_031806849.1
OG0015685	NP_001358898.1	XP_031806863.1
OG0015686	NP_056240.2	XP_031805650.1
OG0015687	NP_000812.2	XP_031805638.1
OG0015688	NP_001193769.1	XP_031805626.1
OG0015689	NP_001269526.1	XP_031812976.1
OG0015690	NP_001269359.1	XP_003773534.1
OG0015691	NP_006293.2	XP_003773537.2
OG0015692	NP_112578.2	XP_031798265.1
OG0015693	NP_444278.1	XP_023361937.1
OG0015694	NP_006053.2	XP_031805563.1
OG0015695	NP_004088.2	XP_031805574.1
OG0015696	NP_005863.1	XP_003769861.1
OG0015697	NP_001095866.1	XP_023359251.1
OG0015698	NP_005716.2	XP_031823211.1
OG0015699	NP_001315538.1	XP_023359270.1
OG0015700	NP_004883.3	XP_031823255.1
OG0015701	NP_004275.4	XP_003769925.1
OG0015702	NP_001012776.1, XP_011507562.1	XP_031823278.1
OG0015703	NP_653299.4	XP_031823275.1
OG0015704	NP_003837.1	XP_003769906.1
OG0015705	NP_006463.3	XP_003769909.1
OG0015706	NP_005841.1	XP_023359328.2
OG0015707	NP_002787.2	XP_003769977.1
OG0015708	NP_009116.3	XP_003769984.1
OG0015709	NP_060214.2	XP_031823163.1
OG0015710	NP_078613.1	XP_031823162.1
OG0015711	NP_002372.1	XP_031805455.1
OG0015713	NP_005161.1	XP_031798423.1
OG0015714	NP_996880.1	XP_031798317.1
OG0015715	NP_001304772.1	XP_031812988.1
OG0015716	NP_114109.1	XP_031807628.1
OG0015717	XP_016868239.1	XP_031817463.1
OG0015718	NP_006673.1	XP_012406376.1
OG0015720	NP_787128.2	XP_031798623.1
OG0015721	XP_016873143.1, NP_848632.2	XP_031798369.1
OG0015722	NP_009114.1, NP_001289958.1	XP_031798378.1
OG0015723	NP_000788.2	XP_031799442.1
OG0015724	NP_073609.2, XP_016873621.1	XP_031799443.1
OG0015725	NP_006746.1	XP_031798420.1
OG0015726	XP_047282179.1	XP_031798206.1
OG0015727	NP_001317.1	XP_031797653.1
OG0015728	NP_002547.1	XP_031799410.1
OG0015729	NP_001304007.2	XP_031798543.1
OG0015730	NP_079059.2	XP_031798994.1
OG0015731	NP_004542.1	XP_031800096.1
OG0015732	NP_001157851.1, NP_001354896.1	XP_003773806.1
OG0015734	NP_001099010.1	XP_031799430.1
OG0015736	NP_001073915.2	XP_003773762.2
OG0015737	NP_065877.1	XP_031797198.1
OG0015738	NP_068745.2	XP_031797508.1
OG0015739	XP_047283090.1	XP_031799452.1
OG0015740	NP_001354775.1	XP_031799455.1
OG0015741	XP_047283887.1	XP_031798428.1
OG0015742	NP_005986.2, XP_047282835.1	XP_031799476.1
OG0015743	NP_005599.1	XP_012408528.1
OG0015744	NP_060689.2	XP_031797527.1
OG0015745	NP_001245300.2	XP_031797525.1
OG0015746	NP_004283.2	XP_031799484.1
OG0015747	NP_006867.1	XP_023362276.2
OG0015748	NP_694998.1	XP_031797542.1
OG0015750	NP_001314.1	XP_031797811.1
OG0015751	NP_006839.2	XP_031799824.1
OG0015752	NP_006387.1	XP_031797976.1
OG0015753	NP_001092255.1	XP_031797977.1
OG0015754	NP_037397.2	XP_031799211.1
OG0015755	NP_003264.2	XP_031799208.1
OG0015756	NP_055020.1	XP_031799209.1
OG0015757	NP_001008778.2, XP_016873199.1	XP_031799657.1
OG0015758	NP_005600.1	XP_031797471.1
OG0015759	NP_115627.6	XP_031797265.1
OG0015760	NP_001034585.1	XP_031798511.1
OG0015761	NP_955369.1, NP_001350530.1	XP_031797159.1
OG0015762	NP_001273015.1	XP_031797187.1
OG0015763	NP_085131.1	XP_031797416.1
OG0015764	NP_001333374.1	XP_031799246.1
OG0015765	XP_006718552.1	XP_031799512.1
OG0015766	NP_004730.2	XP_031799834.1
OG0015767	NP_000318.2	XP_031799511.1
OG0015768	NP_004256.1	XP_031797879.1
OG0015769	NP_079087.3	XP_031797579.1
OG0015770	NP_001167462.1	XP_023362224.1
OG0015771	NP_077003.1	XP_031797291.1
OG0015773	NP_055159.2	XP_031799427.1
OG0015774	NP_001378872.1, NP_997224.2	XP_031798469.1
OG0015775	NP_001092305.1	XP_031799521.1
OG0015776	NP_872334.2	XP_031815832.1
OG0015777	NP_001417.3	XP_031815836.1
OG0015778	NP_476516.1	XP_031798572.1
OG0015779	NP_001317965.1	XP_003773242.1
OG0015780	XP_016863827.1	XP_031798528.1
OG0015781	NP_112581.1	XP_031797679.1
OG0015782	XP_011509687.1	XP_031815708.1, XP_003763795.1
OG0015783	NP_116129.3	XP_031815723.1
OG0015784	NP_002184.2	XP_003763839.2
OG0015785	XP_005263716.1	XP_031819531.1
OG0015786	NP_612199.2	XP_003763864.1
OG0015787	NP_001340.2	XP_031815880.1
OG0015788	NP_009046.2	XP_003763899.1
OG0015789	XP_016862000.1	XP_023353913.1
OG0015791	NP_002220.1	XP_031803482.1
OG0015792	NP_787067.3	XP_031803439.1
OG0015793	NP_056540.3	XP_003760517.1
OG0015794	NP_001317261.1	XP_023354353.1
