Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0014823	XP_004705379.4	XP_006097307.1
OG0014824	XP_045155000.1	XP_023616741.1
OG0014825	XP_004705117.1	XP_023616773.1
OG0014826	XP_004705128.1	XP_006097355.1
OG0014827	XP_045155073.1	XP_006097359.1
OG0014828	XP_045155076.1	XP_006097361.1
OG0014829	XP_004705145.1	XP_006102026.1
OG0014830	XP_012860836.2	XP_023599209.1
OG0014831	XP_004705155.2	XP_023601195.1
OG0014832	XP_004705412.1	XP_023614095.1
OG0014833	XP_045154709.1	XP_023614111.1
OG0014834	XP_045154698.1	XP_023614145.1
OG0014835	XP_004705191.1	XP_014315696.1
OG0014836	XP_045155105.1	XP_023614087.1
OG0014838	XP_004705207.1	XP_006108854.1
OG0014839	XP_004705457.1	XP_023600973.1
OG0014840	XP_012860849.2	XP_023601710.1
OG0014841	XP_004705219.1	XP_014302508.1
OG0014842	XP_004705228.1	XP_006108119.3
OG0014844	XP_004705234.1	XP_006103778.1
OG0014845	XP_004705491.1	XP_023600726.1
OG0014846	XP_012863573.1	XP_023613828.1
OG0014847	XP_012861383.1	XP_023601035.1
OG0014848	XP_012861115.1	XP_006081247.1
OG0014849	XP_004706653.1	XP_006081250.1
OG0014850	XP_004703531.1	XP_023605524.1
OG0014851	XP_004703530.1	XP_006081256.1
OG0014852	XP_045141129.1	XP_006081265.1
OG0014854	XP_004703546.1	XP_014309198.1
OG0014855	XP_045141269.1	XP_006081297.1
OG0014856	XP_004703578.1	XP_006081344.1
OG0014857	XP_012859363.3	XP_006109107.2
OG0014858	XP_004709946.2	XP_006102886.1
OG0014859	XP_004709923.2	XP_006108668.3
OG0014860	XP_045152415.1	XP_023604009.1
OG0014861	XP_004708148.1	XP_014304860.1
OG0014862	XP_030740329.1	XP_006107939.2
OG0014864	XP_004708135.1	XP_023600478.1
OG0014867	XP_045145400.1	XP_006109271.2
OG0014869	XP_004715155.1	XP_006104151.1
OG0014870	XP_004715158.1	XP_014301957.2
OG0014871	XP_004715163.3	XP_023601189.1
OG0014873	XP_012861382.2	XP_014301835.1
OG0014875	XP_004715139.1	XP_006109122.1
OG0014876	XP_004703224.1	XP_006088570.1
OG0014877	XP_004706410.2	XP_006088587.1
OG0014878	XP_030744433.1	XP_006093325.1
OG0014879	XP_045140016.1	XP_006093329.1
OG0014881	XP_030740168.2	XP_023604000.1
OG0014882	XP_004715143.2	XP_023602176.1
OG0014883	XP_004715194.1	XP_006106131.1
OG0014886	XP_004696779.1	XP_023601499.1
OG0014887	XP_045153795.1	XP_023601524.1
OG0014888	XP_004712232.1	XP_023602826.1
OG0014889	XP_004712228.1	XP_006109808.2
OG0014890	XP_004712256.1	XP_023602478.1
OG0014892	XP_004712217.1	XP_006104805.1
OG0014893	XP_004701179.1	XP_023610389.1
OG0014894	XP_045147610.1	XP_006089784.1
OG0014896	XP_004701242.1	XP_006090291.1
OG0014897	XP_004701250.1	XP_023610835.1
OG0014898	XP_030741889.1	XP_006090279.2
OG0014899	XP_012859703.2	XP_006090236.1
OG0014900	XP_004713097.1	XP_006100194.1
OG0014901	XP_004706636.1	XP_006081208.1
OG0014902	XP_045140723.1	XP_006081681.1
OG0014903	XP_045140567.1	XP_014318891.1
OG0014904	XP_004696851.1	XP_006097725.1
OG0014905	XP_004696831.1	XP_023599249.1
OG0014906	XP_004696830.1	XP_006098652.1
OG0014907	XP_045140638.1	XP_014311630.1
OG0014908	XP_012859867.1	XP_023609850.1
OG0014909	XP_004697144.2	XP_006104544.1
OG0014910	XP_045140648.1	XP_023616990.1
OG0014911	XP_004703684.2	XP_023615160.1
OG0014912	XP_045141183.1	XP_023610807.1
OG0014914	XP_004698131.1	XP_014312528.1
OG0014915	XP_045141275.1	XP_006090169.1
OG0014916	XP_004698143.2	XP_006090155.1
OG0014917	XP_004698145.2	XP_006081541.1
OG0014919	XP_045149421.1	XP_006100165.1
OG0014920	XP_004716824.1	XP_006105219.1
OG0014922	XP_030742843.1	XP_006105218.1
OG0014923	XP_004709066.1	XP_006094729.1
OG0014924	XP_004712981.1	XP_023599719.1
OG0014925	XP_004699446.1	XP_006096169.1
OG0014926	XP_045149540.1	XP_006097427.1
OG0014927	XP_004704841.1	XP_006087117.1
OG0014928	XP_004704617.1	XP_023611864.1
OG0014930	XP_004714266.1	XP_006098364.1
OG0014931	XP_004714260.2	XP_006098300.1
OG0014932	XP_012863081.1	XP_006098301.1
OG0014934	XP_004714222.1	XP_006106587.1
OG0014935	XP_045139621.1	XP_023599015.1
OG0014937	XP_004713972.1	XP_023617827.1
OG0014938	XP_030744242.1	XP_023602084.1
OG0014940	XP_004712833.1	XP_006106416.1
OG0014942	XP_004712838.2	XP_023601384.1
OG0014944	XP_045139496.1	XP_006103020.1
OG0014945	XP_045153678.1	XP_006093552.1
OG0014946	XP_030743543.1	XP_006094739.2
OG0014947	XP_045149263.1	XP_014321579.1
OG0014948	XP_004716208.2	XP_023619980.1
OG0014949	XP_004716203.1	XP_006102797.2
OG0014950	XP_004716202.1	XP_006102798.1
OG0014951	XP_045149433.1	XP_006102827.1
OG0014952	XP_004716228.1	XP_006102833.1
OG0014953	XP_004716176.1	XP_006102838.1
OG0014956	XP_004713054.1	XP_006105548.1
OG0014958	XP_004712984.1	XP_006102655.1
OG0014960	XP_004713071.1	XP_023604494.1
OG0014961	XP_012862789.3	XP_023604495.1
OG0014962	XP_004709395.2	XP_023599628.1
OG0014963	XP_030742351.2	XP_006103908.1
OG0014964	XP_004713007.1	XP_006104930.1
OG0014965	XP_045149241.1	XP_023601787.1
OG0014966	XP_004709244.1	XP_006107279.1
OG0014967	XP_045148101.1	XP_014312227.1
OG0014968	XP_030741920.2	XP_023610433.1
OG0014969	XP_004699445.1	XP_006096172.2
OG0014970	XP_045147884.1	XP_006100086.1
OG0014971	XP_004699698.1	XP_006100092.1
OG0014972	XP_004699451.1	XP_006100088.1
OG0014974	XP_004705563.4, XP_012861567.3	XP_014306702.1
OG0014982	XP_045155164.1	XP_006109419.3
OG0014986	XP_004705259.1	XP_014304683.2
OG0014987	XP_012860781.1	XP_023603049.1
OG0014990	XP_004704809.2	XP_023608321.1
OG0014991	XP_045149876.1	XP_006087082.1
OG0014992	XP_004704591.1	XP_006087118.1
OG0014993	XP_004704592.1	XP_006087119.1
OG0014994	XP_012860610.1	XP_006087130.1
OG0014995	XP_045149707.1	XP_014309839.1
OG0014996	XP_045149513.1	XP_006087140.1
OG0014997	XP_004704600.1	XP_006091295.1
OG0014998	XP_004704849.2	XP_006091292.1
OG0015000	XP_004704621.1	XP_023611808.1
OG0015001	XP_004704633.1	XP_006110175.1
OG0015002	XP_004704639.1	XP_006091217.1
OG0015003	XP_004704873.1	XP_006091214.1
OG0015004	XP_045149854.1	XP_023611860.1
OG0015005	XP_045149851.1	XP_006099530.1
OG0015006	XP_004704655.1	XP_006099508.1
OG0015007	XP_004704656.1	XP_006099507.1
OG0015008	XP_004704659.1	XP_006099500.1
OG0015009	XP_004704662.1	XP_006099495.1
OG0015010	XP_004704670.1	XP_006099547.1
OG0015011	XP_004704897.1	XP_014320413.1
OG0015012	XP_004704674.1	XP_014320409.1
OG0015013	XP_004704905.1	XP_006099445.1
OG0015014	XP_030742453.2	XP_023618846.1
OG0015018	XP_004705799.1	XP_006104782.1
OG0015019	XP_030740241.1	XP_006100987.1
OG0015020	XP_004705815.1	XP_006107262.1
OG0015021	XP_045147978.1	XP_006093982.1
OG0015022	XP_004699403.1	XP_006089880.1
OG0015023	XP_004706175.1	XP_006109815.1
OG0015024	XP_004699255.1	XP_023612891.1
OG0015026	XP_045140651.1	XP_023609238.1
OG0015027	XP_004705671.1	XP_006106267.1
OG0015028	XP_012860891.1	XP_006106269.1
OG0015029	XP_004705661.1	XP_023613222.1
OG0015030	XP_045139463.1	XP_006081084.1
OG0015031	XP_045140527.1	XP_023614306.1
OG0015033	XP_004705644.1	XP_006081094.1
OG0015034	XP_004705640.1	XP_006081101.1
OG0015035	XP_004705639.1	XP_006081106.1
OG0015036	XP_004705643.1	XP_006081100.1
OG0015037	XP_004705618.1	XP_006081124.1
OG0015038	XP_012860869.1	XP_006097748.3
OG0015039	XP_030744450.1	XP_014318899.1
OG0015040	XP_030744518.1	XP_023617172.1
OG0015042	XP_045141849.1	XP_014305940.1
OG0015044	XP_030740270.1	XP_014305802.2
OG0015045	XP_045140982.1	XP_006106095.1
OG0015046	XP_004706080.2	XP_006103531.1
OG0015047	XP_045140819.1	XP_006103391.1
OG0015048	XP_004705730.1	XP_006103409.1
OG0015049	XP_045140815.1	XP_006103410.1
OG0015050	XP_004706094.1	XP_014301192.1
OG0015051	XP_045140855.1	XP_023602186.1
OG0015052	XP_004705753.1	XP_023602210.1
OG0015053	XP_004705776.1	XP_006085933.1
OG0015054	XP_004705778.1	XP_006085932.1
OG0015055	XP_004705783.2	XP_014308839.2
OG0015056	XP_012860919.1	XP_023604147.1
OG0015057	XP_012860922.1	XP_006101421.1
OG0015058	XP_004705803.1	XP_006088259.1
OG0015059	XP_004706147.1	XP_014310826.1
OG0015060	XP_004705809.1	XP_006100747.1
OG0015061	XP_045141993.1	XP_023602052.1
OG0015062	XP_004705911.1	XP_006096393.1
OG0015063	XP_045141885.1	XP_006090475.1
OG0015064	XP_045141978.1	XP_006090482.1
OG0015065	XP_045141910.1	XP_023611084.1
OG0015067	XP_045141851.1	XP_023620259.1
OG0015068	XP_004705857.1	XP_006100959.1
OG0015069	XP_004718274.2	XP_006100955.1
OG0015070	XP_004705855.1	XP_006100954.1
OG0015071	XP_004706202.1	XP_006100951.1
OG0015072	XP_004706193.1	XP_006107148.1
OG0015073	XP_045141894.1	XP_006107146.1
OG0015074	XP_004705845.1	XP_006104986.1
OG0015075	XP_045141589.1	XP_006103754.2
OG0015076	XP_004706171.1	XP_006103718.1
OG0015077	XP_004705826.2	XP_006103743.3
OG0015078	XP_004706164.2	XP_006103760.2
OG0015079	XP_004699241.1	XP_006092603.1
OG0015081	XP_012859231.1	XP_006092632.1
OG0015082	XP_030741957.2	XP_006092647.1
OG0015083	XP_004699271.1	XP_014314520.1
OG0015084	XP_004699287.1	XP_023601942.1
OG0015085	XP_004699332.2	XP_006093963.1
OG0015086	XP_045147835.1	XP_014315629.1
OG0015087	XP_004699342.1	XP_023607574.1
OG0015088	XP_045147759.1	XP_006086187.1
OG0015089	XP_004699384.2	XP_006086153.1
OG0015090	XP_045148048.1	XP_023618644.1
OG0015091	XP_004699396.1	XP_023618647.1
OG0015092	XP_030743691.1	XP_006089044.1
OG0015093	XP_004706881.1	XP_006089063.2
OG0015094	XP_030743625.2	XP_014311587.1
OG0015096	XP_004703109.1	XP_006089333.1
OG0015102	XP_004699917.1	XP_006089981.1
OG0015103	XP_004699921.2	XP_023610584.1
OG0015104	XP_004700197.1	XP_006089973.1
OG0015105	XP_004699926.1	XP_006089964.1
OG0015106	XP_004699930.1	XP_006089961.1
OG0015107	XP_045154027.1	XP_023610583.1
OG0015108	XP_030743636.1	XP_023609702.1
OG0015109	XP_012861133.1	XP_006089077.1
OG0015110	XP_045153788.1	XP_023610491.1
OG0015111	XP_004706738.1	XP_006089913.1
OG0015112	XP_045153852.1	XP_023609733.1
OG0015113	XP_004706883.1	XP_014311497.1
OG0015114	XP_045154189.1	XP_014304308.1
OG0015115	XP_045153898.1	XP_006097925.1
OG0015116	XP_004706894.1	XP_006099675.1
OG0015117	XP_004706899.1	XP_023619012.1
OG0015118	XP_045154090.1	XP_006106635.1
OG0015119	XP_045154024.1	XP_006104576.1
OG0015122	XP_004714777.1	XP_023617412.1
OG0015123	XP_004714776.1	XP_006097839.1
OG0015124	XP_030743738.2	XP_023617299.1
OG0015125	XP_004714718.1	XP_023617364.1
OG0015126	XP_004714808.1	XP_014318977.1
OG0015127	XP_045151981.1	XP_023606629.1
OG0015128	XP_004703029.1	XP_023603573.1, XP_006085180.1
OG0015129	XP_004703025.2	XP_023606576.1
OG0015130	XP_004703020.1	XP_006085207.1
OG0015131	XP_004702998.1	XP_006091720.1
OG0015132	XP_004702993.1	XP_023612176.1
OG0015133	XP_004702977.1	XP_006104532.1
OG0015134	XP_045152214.1	XP_006105471.2
OG0015135	XP_004702961.1	XP_006104523.1
OG0015136	XP_030743142.1	XP_023609998.1
OG0015137	XP_045152181.1	XP_023610039.1
OG0015138	XP_045152183.1	XP_023610002.1
OG0015139	XP_045145012.1	XP_006089351.1
OG0015140	XP_004703932.1	XP_006089362.1
OG0015141	XP_012860189.1	XP_014307990.1
OG0015143	XP_004703039.1	XP_006085155.1
OG0015144	XP_004698956.1	XP_006100130.1
OG0015145	XP_004698543.1	XP_006102321.1
OG0015146	XP_004699000.1	XP_006085940.1
OG0015147	XP_004699050.1	XP_006109838.1
OG0015148	XP_030740815.2	XP_006098485.1
OG0015149	XP_004698954.1	XP_006100133.1
OG0015150	XP_004698955.1	XP_006100131.1
OG0015151	XP_004698957.1	XP_023619456.1
OG0015152	XP_004698542.1	XP_006102331.1
OG0015153	XP_004698548.3	XP_006102306.1
OG0015155	XP_045144072.1	XP_006102283.1
OG0015156	XP_004698980.1	XP_006102279.1
OG0015157	XP_004698566.2	XP_006102280.1
OG0015158	XP_030740789.2	XP_023607319.1
OG0015159	XP_004698579.1	XP_006085904.1
OG0015160	XP_004698582.1	XP_023607288.1
OG0015161	XP_045143701.1	XP_014308791.1
OG0015162	XP_030740740.1	XP_014303231.1
OG0015163	XP_004698617.1	XP_023611365.1
OG0015164	XP_012859199.1	XP_006087871.1
OG0015165	XP_004698641.1	XP_014321103.1
OG0015166	XP_004698662.1	XP_014320750.1
OG0015167	XP_030740862.1	XP_006099643.1
OG0015168	XP_004698693.1	XP_006096094.1
OG0015169	XP_004698694.1	XP_014317491.1
OG0015170	XP_004698698.1	XP_006096085.1
OG0015171	XP_004698703.1	XP_014323381.2
OG0015172	XP_045143558.1	XP_023599680.1
OG0015173	XP_012859200.1	XP_014323384.1
OG0015174	XP_004698711.1	XP_006091034.1
OG0015175	XP_004699070.1	XP_023611658.1
OG0015176	XP_004698746.1	XP_006091097.1
OG0015178	XP_004698758.1	XP_023617146.1
OG0015179	XP_030740716.2	XP_006098501.1
OG0015180	XP_030740917.1	XP_006098487.1
OG0015181	XP_004698778.1	XP_006098483.1
OG0015182	XP_045143748.1	XP_006098478.2
OG0015183	XP_004698792.1	XP_006087016.1
OG0015184	XP_045144069.1	XP_023601631.1
OG0015185	XP_045144055.1	XP_014301026.1
OG0015186	XP_045143790.1	XP_006100568.1
OG0015188	XP_004699144.2	XP_006100578.1
OG0015190	XP_045144034.1	XP_023601748.1
OG0015191	XP_004699164.1	XP_023601742.1
OG0015193	XP_030740869.1	XP_006109402.1
OG0015194	XP_045143767.1	XP_014305711.1
OG0015196	XP_045143984.1	XP_023605067.1
OG0015200	XP_012861247.2	XP_006095035.1
OG0015201	XP_004707467.1	XP_014319947.1
OG0015203	XP_030744105.1	XP_014317011.1
OG0015205	XP_004709169.1	XP_023604366.1
OG0015206	XP_004707480.1	XP_006099025.1
OG0015207	XP_045155249.1	XP_006099007.1
OG0015208	XP_004707121.1	XP_006105328.1
OG0015209	XP_004707089.1	XP_006095651.1
OG0015210	XP_004707446.1	XP_006095665.1
OG0015213	XP_045155466.1	XP_006108954.1
OG0015214	XP_004709273.1	XP_023604833.1
OG0015216	XP_045155461.1	XP_006108016.1
OG0015217	XP_004709155.1	XP_006108017.1
OG0015220	XP_004709170.1	XP_006109112.2
OG0015221	XP_045155435.1	XP_023600535.1
OG0015222	XP_004709191.1	XP_023600539.1
OG0015223	XP_004709358.1	XP_006103472.1
OG0015226	XP_004709377.1	XP_023603064.1
OG0015227	XP_045155652.1	XP_023614839.1
OG0015228	XP_004709235.1	XP_023612723.1
OG0015229	XP_045155810.1	XP_006092483.1
OG0015230	XP_045155417.1	XP_023612748.1
OG0015231	XP_004707340.1	XP_006092495.2
OG0015232	XP_004707338.1	XP_006092500.1, XP_014305803.2
OG0015233	XP_012861274.1	XP_014314261.1
OG0015234	XP_004707600.1	XP_014314391.1
OG0015235	XP_004707331.1	XP_006110222.1
OG0015236	XP_004707330.2	XP_006092214.1
OG0015237	XP_004707326.1	XP_006092221.1
OG0015238	XP_004707312.1	XP_006092245.1
OG0015239	XP_045155826.1	XP_006105286.1
OG0015240	XP_004707293.1	XP_006105295.1
OG0015241	XP_004707569.1	XP_006106153.1
OG0015242	XP_004707563.1	XP_006092340.1
OG0015243	XP_004707252.3	XP_006092387.1
OG0015245	XP_004707245.1	XP_006092403.1
OG0015246	XP_004707546.3	XP_014314316.1
OG0015247	XP_004707239.1	XP_006092409.1
OG0015248	XP_045155383.1	XP_006092423.1
OG0015249	XP_004707236.1	XP_006092426.1
OG0015250	XP_004707231.1	XP_023612683.1
OG0015251	XP_045155380.1	XP_006092470.1
OG0015252	XP_004707217.1	XP_006092469.1
OG0015253	XP_004707200.1	XP_006095049.1
OG0015254	XP_004707513.1	XP_006095050.1
OG0015255	XP_045155270.1	XP_006100876.1
OG0015257	XP_045155650.1	XP_023620161.1
OG0015258	XP_012861230.2	XP_014319960.1
OG0015259	XP_004707476.3	XP_014319970.1
OG0015261	XP_004707145.1	XP_023618376.1
OG0015262	XP_030743945.1	XP_023618375.1
OG0015263	XP_004707141.1	XP_006109670.1
OG0015264	XP_004707136.1	XP_006098994.1
OG0015265	XP_004707469.1	XP_023610245.1
OG0015268	XP_045155716.1	XP_023599979.1
OG0015269	XP_004707456.2	XP_006102925.1
OG0015270	XP_004707093.1	XP_023599873.1
OG0015271	XP_004707453.1	XP_006095639.1
OG0015272	XP_030744063.1	XP_023615372.1
OG0015273	XP_012861215.1	XP_006095697.1
OG0015274	XP_012861288.1	XP_006095681.1
OG0015275	XP_004707068.1	XP_006092278.1
OG0015276	XP_004707052.2	XP_006092324.2
OG0015277	XP_004707048.1	XP_006092296.1
OG0015278	XP_004707046.1	XP_006092297.1
OG0015279	XP_004707039.1	XP_023612511.1
OG0015280	XP_030744096.1	XP_014322799.2
OG0015281	XP_004707022.1	XP_006101990.1
OG0015282	XP_045155930.1	XP_006099939.3
OG0015283	XP_045155544.1	XP_006095559.1
OG0015284	XP_004706991.2	XP_006095568.1
OG0015285	XP_004706989.2	XP_006095579.1
OG0015286	XP_030743950.1	XP_006095578.1
OG0015287	XP_045155818.1	XP_006095588.1
OG0015288	XP_004706972.1	XP_014317074.1
OG0015289	XP_045155490.1	XP_006095599.1
OG0015290	XP_045155538.1	XP_023615275.1
OG0015291	XP_045155898.1	XP_023615266.1
OG0015292	XP_012861198.2	XP_023618604.1
OG0015293	XP_012861279.3	XP_006099256.1
OG0015294	XP_004706940.1	XP_014320172.2
OG0015295	XP_004707360.1	XP_014320205.1
OG0015296	XP_004707359.1	XP_023618605.1
OG0015297	XP_045155890.1	XP_014320188.1
OG0015299	XP_004716217.1	XP_006105197.1
OG0015300	XP_004716215.1	XP_006105200.1
OG0015301	XP_004714476.2	XP_006107863.1
OG0015308	XP_045145284.1	XP_023604125.1
OG0015312	XP_004714504.1	XP_014306264.1
OG0015314	XP_004713378.1	XP_023601440.1
OG0015315	XP_045144520.1	XP_023602497.1
OG0015316	XP_004713391.1	XP_006104843.1
OG0015318	XP_004713314.1	XP_023601711.1
OG0015319	XP_004713318.1	XP_006103234.1
OG0015320	XP_004713321.1	XP_006103232.1
OG0015321	XP_012862852.2	XP_014301038.2
OG0015322	XP_004713337.1	XP_006103182.1
OG0015323	XP_004713350.1	XP_023599283.1
OG0015324	XP_030741000.2	XP_023599289.1
OG0015325	XP_004716508.1	XP_006096311.1
OG0015326	XP_045146136.1	XP_006096321.1
OG0015327	XP_045152483.1	XP_006091186.1
OG0015328	XP_004709224.2	XP_023614831.1
OG0015329	XP_004700882.2	XP_023613754.1
OG0015330	XP_004700583.1	XP_023613727.1
OG0015331	XP_004700557.2	XP_023613705.1
OG0015332	XP_004718060.1	XP_006102467.1
OG0015333	XP_004704387.1	XP_006103058.1
OG0015334	XP_045150023.1	XP_014314851.1
OG0015335	XP_012859565.1	XP_006093728.1
OG0015336	XP_045146117.1	XP_006093698.1
OG0015337	XP_004700608.1	XP_023613780.1
OG0015338	XP_030741341.1	XP_023613763.1
OG0015339	XP_045146390.1	XP_006093626.1
OG0015340	XP_004700555.1	XP_006093594.1
OG0015341	XP_004700542.1	XP_006100741.1
OG0015342	XP_004700859.1	XP_023616429.1
OG0015343	XP_004700521.1	XP_006097956.1
OG0015344	XP_004700849.1	XP_006095538.1
OG0015345	XP_004700507.1	XP_006095531.1
OG0015346	XP_004700503.1	XP_014316965.1
OG0015347	XP_045146603.1	XP_014316964.2
OG0015348	XP_045148217.1	XP_006099219.1
OG0015350	XP_045146594.1	XP_023604467.1
OG0015353	XP_045146717.1	XP_023603834.1
OG0015354	XP_004700349.1	XP_006098564.1
OG0015355	XP_004700326.1	XP_006098603.1
OG0015356	XP_004700303.1	XP_023599558.1
OG0015357	XP_004700296.1	XP_023599553.1
OG0015358	XP_004700764.1	XP_014304342.1
OG0015359	XP_012859580.1	XP_006107324.2
OG0015360	XP_004700376.1	XP_006092772.1
OG0015362	XP_004700382.1	XP_006092783.1
OG0015363	XP_004700788.1	XP_006092814.1
OG0015365	XP_030741621.1	XP_023615753.1
OG0015367	XP_045141744.1	XP_023601661.1
OG0015368	XP_004699822.1	XP_023603034.1
OG0015369	XP_030740217.1	XP_006083460.1
OG0015370	XP_004699805.1	XP_023602723.1
OG0015371	XP_012862007.2	XP_006083529.1
OG0015372	XP_045150032.1	XP_014303798.1
OG0015373	XP_004717896.1, XP_004710271.1	XP_023602525.1
OG0015374	XP_045150119.1	XP_006083377.1
OG0015375	XP_045150022.1	XP_006093039.1
OG0015376	XP_004710213.1	XP_006093028.1
OG0015377	XP_030741496.1	XP_006106438.2
OG0015378	XP_004700310.1	XP_006102491.1
OG0015381	XP_004696682.1	XP_006086627.1
OG0015382	XP_045140963.1	XP_006086596.1
OG0015383	XP_004706667.1	XP_006090762.1
OG0015384	XP_004712442.1	XP_006098799.1
OG0015385	XP_004697061.1	XP_006086689.1
OG0015386	XP_045140523.1	XP_014304214.1, XP_023603326.1
OG0015387	XP_045140433.1	XP_006102601.3
OG0015388	XP_004697238.1	XP_023599648.1
OG0015389	XP_004696909.1	XP_014323339.2
OG0015390	XP_045140420.1	XP_023609817.1
OG0015391	XP_004696885.1	XP_006081700.1
OG0015392	XP_045140619.1	XP_006081693.1
OG0015393	XP_004706630.1	XP_006081197.2
OG0015394	XP_045141097.1	XP_006081158.1
OG0015395	XP_012859966.2	XP_014310725.1
OG0015396	XP_012861420.2	XP_014309816.1
OG0015397	XP_045140978.1	XP_023619547.1
OG0015398	XP_004696667.1	XP_006100228.1
OG0015399	XP_004696669.1	XP_006086662.1
OG0015400	XP_004696671.1	XP_014309396.1
OG0015402	XP_030744738.1	XP_023607940.1
OG0015403	XP_045140969.1	XP_006086615.1
OG0015404	XP_004697070.1	XP_006086607.1
OG0015405	XP_004696689.1	XP_023607893.1
OG0015406	XP_004696700.1	XP_023607936.1
OG0015407	XP_004696702.1	XP_006086592.1
OG0015408	XP_004696704.1	XP_006086586.1
OG0015409	XP_030741194.2	XP_006104082.1
OG0015410	XP_004706596.1	XP_023614685.1
OG0015411	XP_030741204.1	XP_023614682.1
OG0015412	XP_004706607.1	XP_006094866.1
OG0015413	XP_012861110.2	XP_006099394.1
OG0015414	XP_004712410.1	XP_006093588.1
OG0015415	XP_045145212.1	XP_006101289.1
OG0015416	XP_004712424.1	XP_014319861.1
OG0015417	XP_004712427.1	XP_006098837.2
OG0015418	XP_004712447.1	XP_006098785.1
OG0015419	XP_045145314.1	XP_014319811.1
OG0015420	XP_045145198.1	XP_006098777.1
OG0015421	XP_004712457.1	XP_014323514.1
OG0015422	XP_030741216.1	XP_023599790.1
OG0015423	XP_004712497.1	XP_023599811.1
OG0015424	XP_012862630.1	XP_006102761.1
OG0015425	XP_030741175.1	XP_023599800.1, XP_023599801.1, XP_023599803.1, XP_023599802.1
OG0015426	XP_004711085.1	XP_006102756.1
OG0015427	XP_004711063.1	XP_006103283.1
OG0015428	XP_004711056.1	XP_023619861.1
OG0015429	XP_004711053.1	XP_006110090.1
OG0015430	XP_004711048.1	XP_006096556.1
OG0015431	XP_004711047.1	XP_014317908.1
OG0015432	XP_004711046.1	XP_006096547.1
OG0015433	XP_045152537.1	XP_023616110.1
OG0015434	XP_004711130.1	XP_006096537.1
OG0015435	XP_045152544.1	XP_006088124.1
OG0015436	XP_045152470.1	XP_023609064.1
OG0015437	XP_004711098.1	XP_014310686.2
OG0015438	XP_004711095.2	XP_006088092.1
