Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0013680	XP_012863258.2	XP_012612476.1
OG0013681	XP_030743374.1	XP_012612471.1
OG0013682	XP_012861695.1	XP_012595128.1
OG0013683	XP_004717579.1	XP_012641951.1
OG0013684	XP_004704439.1	XP_012641196.2
OG0013685	XP_004704335.1	XP_012607499.1
OG0013687	XP_004704442.1	XP_020145971.1
OG0013688	XP_004704327.1	XP_012592774.1
OG0013689	XP_030741166.1	XP_020145983.1
OG0013690	XP_045144991.1	XP_012614957.1
OG0013691	XP_012860588.1	XP_012638178.1
OG0013692	XP_004704539.2	XP_012638174.1
OG0013693	XP_004707980.1	XP_012638187.1
OG0013694	XP_012861436.2	XP_012638188.1
OG0013695	XP_045143028.1	XP_012616481.1
OG0013696	XP_045143027.1	XP_020145864.1
OG0013697	XP_045143026.1	XP_020145940.1, XP_020145941.1
OG0013698	XP_045143025.1	XP_012620436.1
OG0013699	XP_004708025.1	XP_012620434.1
OG0013700	XP_012861428.1	XP_020145923.1
OG0013701	XP_045139724.1	XP_012641193.2
OG0013702	XP_045139706.1	XP_012641203.1
OG0013703	XP_004709834.1	XP_012634497.1
OG0013704	XP_004709830.1	XP_012625206.1
OG0013705	XP_004714107.1	XP_020146128.1
OG0013706	XP_004704331.1	XP_012612441.1
OG0013707	XP_004704333.1	XP_020145851.1
OG0013708	XP_004704342.1	XP_012607304.1
OG0013709	XP_030744288.1	XP_012607440.1
OG0013710	XP_004704354.1	XP_012607437.1
OG0013711	XP_004704468.2	XP_012607422.1
OG0013712	XP_045139748.1	XP_012621054.1
OG0013713	XP_004704371.1	XP_012621060.1
OG0013714	XP_045139898.1	XP_020145881.1
OG0013715	XP_004708622.1	XP_012625643.1, XP_020140859.1
OG0013716	XP_004717841.1	XP_012600978.1
OG0013717	XP_004717840.1	XP_012600979.1
OG0013718	XP_004704110.1	XP_012624635.1
OG0013719	XP_012860477.1	XP_012624671.1
OG0013720	XP_004704118.1	XP_012624662.1
OG0013721	XP_004704123.1	XP_012600876.1
OG0013722	XP_045153545.1	XP_012600834.1
OG0013723	XP_045153440.1	XP_012600864.1
OG0013724	XP_030743517.2	XP_020141108.1
OG0013725	XP_045153608.1	XP_020141105.1
OG0013726	XP_004704130.1	XP_012611836.1
OG0013727	XP_004708626.1	XP_020141017.1
OG0013728	XP_030742810.1	XP_020141009.1
OG0013729	XP_004708731.1	XP_012625644.1
OG0013730	XP_004708722.1	XP_012625724.2
OG0013731	XP_004704107.4	XP_012624630.1
OG0013732	XP_004704267.1	XP_012624629.1
OG0013733	XP_045145544.1, XP_045153524.1	XP_020137911.1
OG0013734	XP_012860502.1	XP_012624622.1
OG0013735	XP_045153506.1	XP_020143621.1
OG0013737	XP_045153393.1	XP_020145721.1
OG0013738	XP_004704250.2	XP_020145611.1
OG0013739	XP_012860469.1	XP_012638731.1
OG0013740	XP_004704075.1	XP_012611211.1
OG0013741	XP_045153630.1	XP_012622379.1
OG0013742	XP_045153631.1	XP_012622377.1
OG0013743	XP_004704238.1	XP_012622376.2
OG0013744	XP_004704058.2	XP_012622332.1
OG0013745	XP_030743565.1	XP_012622329.1
OG0013746	XP_004716045.1	XP_012622323.1
OG0013747	XP_045153750.1	XP_012622292.1
OG0013748	XP_004712159.1	XP_012643223.1
OG0013749	XP_004712158.1	XP_012643228.1
OG0013750	XP_045140159.1, XP_004712157.1	XP_012643215.1
OG0013751	XP_004712147.1	XP_012643193.1
OG0013752	XP_004712139.1	XP_012617751.1
OG0013753	XP_004712130.1	XP_012617801.1
OG0013754	XP_045143387.1	XP_020141549.1
OG0013755	XP_012862553.1	XP_012617818.1
OG0013756	XP_004712123.1	XP_012617836.1
OG0013757	XP_045143404.1	XP_012617844.1
OG0013758	XP_012861581.1	XP_012638292.1
OG0013759	XP_012861582.2	XP_012638293.1
OG0013760	XP_045150938.1	XP_012638303.1
OG0013761	XP_004708591.1	XP_012638306.1
OG0013762	XP_045150936.1	XP_012638309.1
OG0013763	XP_045150934.1	XP_012638311.1
OG0013764	XP_030743509.1	XP_020141756.1
OG0013765	XP_045152254.1	XP_012595230.1
OG0013766	XP_045153315.1	XP_012595215.1
OG0013767	XP_004704276.1	XP_012600875.1
OG0013768	XP_004697895.1	XP_012610674.1
OG0013769	XP_004698040.1	XP_012610654.1
OG0013770	XP_004717005.2	XP_012594660.1
OG0013771	XP_004697859.1	XP_012594672.1
OG0013772	XP_045151111.1	XP_012612815.1, XP_012612816.1
OG0013773	XP_030742864.1	XP_012635451.1
OG0013774	XP_004697873.1	XP_012614979.1
OG0013775	XP_045151366.1	XP_020137589.1
OG0013776	XP_004697902.1	XP_012610690.1
OG0013777	XP_004698222.1	XP_012610687.1
OG0013778	XP_004698229.1	XP_012610692.1
OG0013779	XP_030742885.2	XP_012610335.1
OG0013780	XP_004697949.1	XP_012610541.1
OG0013781	XP_004697952.1	XP_012610689.1
OG0013782	XP_004718188.1	XP_012610750.1
OG0013783	XP_045151374.1	XP_012610730.1
OG0013784	XP_004698273.1	XP_020137364.1
OG0013786	XP_004698278.2	XP_012610666.1
OG0013787	XP_004698279.2	XP_012610756.1
OG0013788	XP_004697985.2	XP_012610523.1
OG0013789	XP_004698287.2	XP_012610606.1
OG0013790	XP_030742937.2	XP_012610381.1
OG0013791	XP_045151397.1	XP_012610105.1
OG0013792	XP_030742874.2	XP_012610228.1
OG0013793	XP_030742934.1	XP_020137495.1
OG0013794	XP_045151072.1	XP_012610526.1
OG0013795	XP_045151450.1	XP_012610742.1
OG0013796	XP_004698314.2	XP_012610748.1
OG0013797	XP_004698320.1	XP_012610704.1
OG0013798	XP_004698043.1	XP_012610555.1
OG0013799	XP_004698044.1	XP_012610550.1
OG0013800	XP_045151436.1	XP_012610145.1
OG0013801	XP_004698350.1	XP_012635766.1
OG0013802	XP_004698066.1	XP_012635738.1
OG0013803	XP_004698068.1	XP_012635726.1
OG0013804	XP_004698358.1	XP_012598366.2
OG0013805	XP_004698078.1	XP_012598365.1
OG0013806	XP_045151420.1	XP_012598456.1
OG0013808	XP_004698373.2	XP_020137353.1
OG0013809	XP_004698375.1	XP_012621615.1
OG0013810	XP_030742895.2	XP_020137551.1
OG0013811	XP_045151386.1	XP_012607678.1
OG0013812	XP_012863898.1	XP_012625932.1
OG0013813	XP_012863897.2	XP_012625919.1
OG0013814	XP_004716137.1	XP_012628358.2
OG0013815	XP_004716106.1	XP_020137466.1
OG0013816	XP_004716140.2	XP_012628352.1
OG0013817	XP_004716130.2	XP_012628377.1
OG0013818	XP_004716102.2	XP_020137656.1
OG0013819	XP_045152908.1	XP_012628392.1
OG0013820	XP_045152856.1	XP_012628428.1
OG0013821	XP_045152859.1	XP_012628451.1
OG0013822	XP_004716091.1	XP_012628427.1
OG0013823	XP_004716118.2	XP_012628444.1
OG0013824	XP_004716116.1	XP_012628460.1
OG0013825	XP_045152875.1	XP_012628468.1
OG0013826	XP_045152862.1	XP_012628501.1
OG0013827	XP_004698221.1	XP_012610753.1
OG0013828	XP_045151256.1	XP_012610088.1
OG0013829	XP_012863387.1	XP_012610374.1
OG0013830	XP_012861360.1	XP_020138395.1
OG0013831	XP_045150454.1	XP_012611195.1
OG0013832	XP_012862334.1	XP_020145965.1
OG0013833	XP_004711301.2	XP_012603560.1
OG0013834	XP_045149937.1	XP_012603581.1
OG0013835	XP_045149983.1	XP_020146023.1
OG0013836	XP_045149932.1	XP_012607604.1
OG0013837	XP_045149998.1	XP_012607599.1
OG0013839	XP_012863222.2	XP_012602007.1
OG0013840	XP_004714894.3	XP_012601973.1
OG0013841	XP_004715201.1	XP_012597764.1
OG0013842	XP_004715459.1	XP_012633986.1
OG0013843	XP_004714875.1	XP_012633993.1
OG0013844	XP_045150001.1	XP_012599489.1
OG0013845	XP_045149891.1	XP_012634138.1
OG0013846	XP_004714886.1	XP_012634107.1
OG0013847	XP_030742473.2	XP_012634105.1
OG0013848	XP_045149963.1	XP_012634072.1
OG0013849	XP_045141995.1	XP_012626086.1
OG0013850	XP_030740482.1	XP_012626128.1
OG0013851	XP_045142767.1	XP_012630915.1
OG0013852	XP_045142499.1	XP_012630888.1
OG0013853	XP_045142874.1	XP_012630890.1
OG0013854	XP_045142770.1	XP_012630847.1
OG0013855	XP_004707770.4	XP_012630829.1
OG0013856	XP_045142852.1	XP_012629742.1
OG0013857	XP_004707662.1	XP_012594806.1
OG0013858	XP_004707660.1	XP_012594797.1
OG0013859	XP_004707657.1	XP_012594780.1
OG0013860	XP_004707654.2	XP_012594776.1
OG0013861	XP_004707748.2	XP_012594763.1
OG0013862	XP_004707646.1	XP_012594717.1
OG0013863	XP_045150018.1, XP_004707630.1	XP_012640545.2
OG0013864	XP_045150675.1	XP_020143761.1
OG0013865	XP_004701714.1	XP_012604843.1
OG0013866	XP_045150241.1	XP_012616405.1
OG0013867	XP_004701734.1	XP_012647067.1
OG0013868	XP_004701736.1	XP_012647071.1
OG0013869	XP_004701741.2	XP_012647058.1
OG0013870	XP_004718198.1	XP_012647049.1
OG0013871	XP_045151294.1	XP_020143705.1
OG0013872	XP_004701911.1	XP_012647027.1
OG0013873	XP_004701917.1	XP_012609959.1
OG0013874	XP_030743463.1	XP_012611168.1
OG0013875	XP_004701927.1	XP_012611127.2
OG0013876	XP_012859841.1	XP_020143655.1
OG0013877	XP_045151644.1	XP_012611102.1
OG0013878	XP_012863223.2	XP_012602005.1
OG0013879	XP_045145509.1	XP_020140921.1
OG0013880	XP_004709815.2	XP_020138761.1
OG0013881	XP_045152673.1	XP_020138610.1
OG0013882	XP_004709682.2	XP_012635188.1
OG0013883	XP_004709808.1	XP_020138617.1
OG0013884	XP_012861868.1	XP_020138555.1
OG0013885	XP_004709675.1	XP_020138531.1
OG0013886	XP_030743295.1	XP_020138639.1, XP_020138638.1
OG0013887	XP_045152663.1	XP_020138752.1
OG0013888	XP_045152662.1	XP_012637619.2
OG0013889	XP_045152711.1	XP_020138716.1
OG0013890	XP_045152789.1	XP_012637633.1
OG0013891	XP_045152690.1	XP_012637651.1
OG0013892	XP_045152657.1	XP_012637678.2
OG0013893	XP_004709784.1	XP_012637677.1
OG0013894	XP_012861891.1	XP_020138646.1
OG0013895	XP_045152782.1	XP_020138718.1
OG0013896	XP_004709770.1	XP_020138719.1
OG0013897	XP_004709652.1	XP_020138758.1
OG0013898	XP_045152654.1	XP_020138668.1
OG0013899	XP_004709647.1	XP_012637747.1
OG0013900	XP_045152686.1	XP_020138631.1
OG0013901	XP_045152804.1	XP_012637772.1
OG0013902	XP_045152813.1	XP_012633828.1
OG0013903	XP_045152627.1	XP_020138649.1
OG0013904	XP_004709716.3	XP_012633812.1
OG0013905	XP_004709721.2	XP_020138564.1
OG0013906	XP_045152635.1	XP_012607707.1
OG0013907	XP_004709607.1	XP_012612120.1
OG0013908	XP_045152695.1	XP_012612001.1, XP_012612000.1
OG0013909	XP_045152698.1	XP_012612108.1
OG0013910	XP_030743286.2	XP_012612065.1
OG0013911	XP_004709613.1	XP_012611922.1
OG0013912	XP_004709626.1	XP_012611982.1
OG0013913	XP_004709751.2	XP_012612132.1
OG0013914	XP_004709600.1	XP_012612073.1
OG0013915	XP_045152624.1	XP_012612051.1
OG0013916	XP_004709595.1	XP_012611971.1
OG0013917	XP_012861837.1	XP_012612030.1
OG0013918	XP_045152776.1	XP_012612031.1
OG0013919	XP_045152617.1	XP_012612015.1
OG0013920	XP_004715394.1	XP_012619245.1
OG0013921	XP_012863333.1	XP_012619256.1
OG0013922	XP_004715380.1	XP_012619319.1
OG0013923	XP_004716806.3	XP_012619355.1
OG0013924	XP_045145550.1	XP_012619360.1
OG0013925	XP_004716782.3	XP_012619358.1
OG0013926	XP_004716776.1	XP_012619400.1
OG0013928	XP_045145593.1	XP_012619453.1
OG0013929	XP_045145501.1	XP_012604733.1
OG0013930	XP_045145572.1, XP_004716395.1, XP_045145578.1	XP_012604761.1
OG0013931	XP_004701259.1	XP_012632030.1
OG0013933	XP_004716373.1	XP_012632208.1
OG0013934	XP_004716413.1	XP_012632098.1
OG0013935	XP_004716380.1	XP_012632114.1
OG0013936	XP_045145601.1	XP_012632116.1
OG0013937	XP_045145590.1	XP_012632133.1
OG0013938	XP_004716420.1	XP_012632148.1
OG0013939	XP_045147585.1	XP_012618315.2, XP_012618378.1
OG0013940	XP_004701424.1	XP_012618319.1
OG0013941	XP_004701420.1	XP_012618356.2
OG0013942	XP_045147605.1	XP_012620480.1
OG0013943	XP_045145473.1	XP_012611912.2
OG0013944	XP_004717705.1	XP_012638594.1
OG0013946	XP_004713828.1	XP_012631291.1
OG0013947	XP_045143153.1	XP_012618785.1
OG0013948	XP_004716937.1	XP_020143022.1
OG0013949	XP_004710340.1	XP_012603202.1
OG0013950	XP_045151834.1	XP_012603190.1
OG0013951	XP_045151862.1	XP_020142997.1
OG0013952	XP_004710345.1	XP_012602687.1
OG0013953	XP_045151888.1	XP_012638641.1
OG0013954	XP_045151829.1	XP_012638652.1
OG0013955	XP_004710536.1	XP_012638653.1
OG0013956	XP_004717697.1	XP_012638619.1
OG0013957	XP_045141803.1	XP_012638595.1
OG0013958	XP_004717700.1	XP_012638593.1
OG0013959	XP_004702280.1	XP_012638589.1
OG0013960	XP_012863966.1	XP_020143286.1
OG0013961	XP_004708282.1	XP_012616101.1
OG0013962	XP_004708168.1, XP_045155931.1, XP_012859977.1	XP_012615925.1
OG0013963	XP_004708174.1	XP_012615958.1
OG0013964	XP_030743106.1	XP_012615929.1
OG0013965	XP_004708289.1	XP_012615878.2
OG0013966	XP_004708197.1	XP_012615864.1
OG0013967	XP_045151932.1	XP_020143253.1
OG0013968	XP_045151940.1	XP_012615926.1
OG0013969	XP_004708206.1	XP_012616129.1
OG0013970	XP_030743101.1	XP_012616155.1
OG0013971	XP_012863980.1	XP_012633080.1
OG0013972	XP_045149198.1	XP_012608997.1
OG0013973	XP_004716275.1	XP_020143213.1
OG0013974	XP_004713854.1	XP_012609184.1
OG0013975	XP_045144425.1	XP_012640972.1
OG0013976	XP_004713844.1	XP_012640959.1
OG0013977	XP_004700034.1	XP_012640925.1
OG0013978	XP_004700041.2	XP_012594992.2
OG0013979	XP_012859422.2	XP_012594988.2
OG0013980	XP_045144372.1	XP_012594970.1
OG0013981	XP_045144405.1	XP_012603457.2
OG0013982	XP_045144356.1	XP_020138574.1
OG0013983	XP_004700061.1	XP_012603660.2
OG0013984	XP_045152318.1	XP_012644705.1
OG0013985	XP_004700260.1	XP_012637898.1
OG0013986	XP_004700263.1	XP_020143135.1
OG0013987	XP_045152324.1	XP_012637883.1
OG0013988	XP_012862388.1	XP_012599201.2
OG0013989	XP_045143174.1	XP_012603068.1
OG0013990	XP_045143172.1	XP_012603751.1
OG0013991	XP_004711495.1	XP_012604549.1
OG0013992	XP_004711489.1	XP_012609308.1
OG0013993	XP_004711476.1	XP_012613813.1
OG0013994	XP_004711463.1	XP_012616845.1
OG0013995	XP_045139697.1, XP_045143216.1	XP_012617173.1
OG0013996	XP_030740601.1	XP_012616946.1
OG0013997	XP_045143194.1	XP_020143049.1
OG0013998	XP_004711534.1	XP_012617299.1
OG0013999	XP_004711531.2	XP_012617509.1
OG0014000	XP_004711449.1	XP_012617437.1
OG0014001	XP_030740609.1	XP_020143044.1
OG0014002	XP_045143142.1	XP_012617793.1, XP_012617786.1, XP_012617775.1
OG0014003	XP_045143187.1	XP_012617802.2
OG0014004	XP_004711433.1	XP_012617933.1
OG0014005	XP_030740925.2, XP_045143159.1	XP_012618097.1
OG0014006	XP_004711426.1	XP_012618152.1
OG0014007	XP_045143156.1	XP_012618322.1
OG0014008	XP_004711418.1	XP_012620408.1
OG0014009	XP_030740605.1	XP_012618594.1
OG0014010	XP_004711409.1	XP_012618661.1
OG0014011	XP_045143220.1	XP_012618724.1
OG0014012	XP_004711506.1	XP_012618704.1
OG0014013	XP_004716939.1	XP_012619640.1
OG0014014	XP_045152267.1	XP_012619663.1
OG0014015	XP_004716957.1	XP_012620005.1
OG0014016	XP_004716977.2	XP_012608252.1
OG0014017	XP_004701126.1	XP_012621498.1
OG0014018	XP_045147554.1	XP_020136193.1
OG0014019	XP_045147329.1	XP_020136021.1
OG0014020	XP_030741511.2	XP_020136110.1
OG0014023	XP_004716311.1	XP_020136065.1
OG0014025	XP_004716293.1	XP_020136262.1
OG0014026	XP_045147353.1	XP_012620797.1
OG0014027	XP_004701138.1	XP_012621040.1
OG0014028	XP_004701131.1	XP_012621354.1
OG0014029	XP_004701129.1	XP_012628271.1
OG0014030	XP_045147461.1	XP_012621426.1
OG0014031	XP_012859710.1	XP_012621564.1
OG0014032	XP_045147299.1	XP_012621670.1
OG0014033	XP_004701397.1	XP_012621787.1
OG0014034	XP_045147407.1	XP_012621979.1
OG0014035	XP_030741897.1	XP_012622407.1
OG0014036	XP_012859639.1	XP_012622731.1
OG0014038	XP_045147176.1	XP_012622795.1
OG0014039	XP_012859638.1	XP_012622916.1
OG0014040	XP_004701083.1	XP_012623033.1
OG0014041	XP_045147219.1	XP_012623280.1
OG0014042	XP_045147548.1, XP_045147549.1	XP_012623766.1
OG0014043	XP_004701376.1	XP_012623840.1
OG0014044	XP_004701049.1	XP_012624219.1
OG0014045	XP_045147231.1	XP_012624392.1
OG0014046	XP_004701368.1	XP_012624530.1
OG0014047	XP_012859632.1	XP_012624619.1
OG0014048	XP_004701038.1	XP_012624821.1
OG0014049	XP_004701023.1	XP_012625055.1
OG0014050	XP_030741826.2	XP_012625463.1
OG0014051	XP_004701357.1	XP_012625638.1
OG0014052	XP_045147515.1	XP_012625757.1
OG0014053	XP_004701006.2	XP_012625902.1
OG0014054	XP_030741877.1	XP_012625859.1
OG0014055	XP_012859621.1	XP_012626650.1
OG0014056	XP_045147322.1	XP_012627268.1
OG0014057	XP_045147414.1	XP_020136273.1
OG0014058	XP_045147467.1	XP_012627701.1
OG0014059	XP_045147245.1	XP_020136277.1
OG0014060	XP_045147463.1	XP_012628194.1
OG0014061	XP_045147347.1	XP_012630212.1
OG0014062	XP_004700961.1	XP_012594599.1
OG0014063	XP_012859612.1	XP_012594600.1
OG0014064	XP_004700953.1	XP_012594620.1
OG0014065	XP_045147243.1	XP_012594629.2
OG0014066	XP_030741810.1	XP_012594630.1
OG0014067	XP_045147567.1	XP_012636700.2
OG0014068	XP_030741867.2	XP_012636763.1
OG0014071	XP_045147320.1	XP_020136352.1
OG0014072	XP_004701295.1	XP_012636829.2
OG0014073	XP_045147319.1	XP_012636821.1
OG0014074	XP_004700931.1	XP_012636845.1
OG0014075	XP_045147310.1	XP_012636871.2
OG0014076	XP_045147309.1	XP_012636880.2
OG0014077	XP_004701287.2	XP_020136375.1
OG0014079	XP_045146169.1	XP_012641813.2
OG0014080	XP_004697553.1	XP_012595487.1
OG0014081	XP_045143226.1	XP_012617434.1
OG0014082	XP_004697606.1	XP_012645497.1
OG0014083	XP_004697607.1	XP_012645498.1
OG0014084	XP_004697612.1	XP_012607219.1
OG0014085	XP_012862911.1	XP_012645515.1
OG0014086	XP_045149473.1	XP_012602037.1
OG0014087	XP_004697637.1	XP_012594104.1
OG0014088	XP_004697814.2	XP_012597003.1
OG0014089	XP_004697813.2	XP_012618818.2
OG0014090	XP_030740713.2	XP_012618806.2
OG0014091	XP_004697595.2	XP_012592635.1
OG0014092	XP_004697594.1	XP_020144356.1, XP_012592634.1
OG0014093	XP_012862310.3	XP_012600139.1
OG0014094	XP_004697586.2	XP_020144417.1
OG0014095	XP_045151574.1	XP_012600115.1
OG0014096	XP_004697583.2	XP_012595359.2
OG0014097	XP_004697803.1	XP_012626265.1
OG0014098	XP_045141754.1	XP_012626193.1
OG0014099	XP_004697577.1	XP_012617222.1
OG0014100	XP_004697796.1	XP_012594632.1
OG0014101	XP_004697562.1	XP_012595468.1
OG0014102	XP_012862194.2	XP_020144286.1
OG0014104	XP_004697552.1	XP_012595442.1
OG0014106	XP_004697788.1	XP_020144497.1
OG0014107	XP_004697785.1	XP_020144288.1
OG0014108	XP_004697538.1	XP_012618655.1
OG0014109	XP_045142856.1	XP_012616178.1
OG0014110	XP_004697777.1	XP_012616182.1
OG0014111	XP_004697536.2	XP_012616184.1
OG0014112	XP_004697776.1	XP_020144501.1
OG0014113	XP_045141996.1	XP_012605063.1
OG0014114	XP_045143275.1	XP_012628306.1
OG0014115	XP_004697526.1	XP_012628294.1
OG0014116	XP_030744416.2	XP_012632242.1
OG0014117	XP_004712774.1	XP_012622190.1
OG0014118	XP_004712777.1	XP_012621908.1
OG0014119	XP_045141600.1	XP_012603726.1
OG0014120	XP_004712085.1	XP_012603706.1
OG0014121	XP_045143604.1	XP_012598331.1
OG0014122	XP_012862710.2	XP_020141528.1
OG0014123	XP_045143666.1	XP_012621835.1
OG0014124	XP_004712806.3	XP_012621847.1
OG0014125	XP_045143783.1	XP_012621861.2
OG0014126	XP_004712767.1	XP_012621891.1
OG0014127	XP_004712781.1	XP_012621920.1
OG0014128	XP_004709424.1	XP_012621959.1
OG0014129	XP_045142431.1	XP_012621961.1
OG0014130	XP_045142391.1	XP_012622022.1
OG0014131	XP_004709533.1	XP_012622045.1
OG0014132	XP_045142359.1	XP_012622079.1
OG0014133	XP_030740368.1	XP_012622114.1
OG0014134	XP_004709542.1	XP_012622115.1
OG0014135	XP_004709458.2	XP_012622144.1
OG0014136	XP_004709459.1	XP_012622153.1
OG0014137	XP_004709550.1	XP_012622161.1
OG0014138	XP_030741636.1	XP_012622168.1
OG0014139	XP_012861826.3	XP_012618961.1
OG0014140	XP_004709564.1	XP_020141516.1
OG0014141	XP_004709486.1	XP_012618930.1
OG0014142	XP_004709487.1	XP_012618929.1
OG0014143	XP_045142351.1	XP_012618895.1
OG0014144	XP_004709492.2	XP_012603620.1
OG0014145	XP_030740372.2	XP_012638532.1
OG0014146	XP_004709499.1	XP_012638526.1
OG0014147	XP_045142426.1	XP_012638510.1
OG0014148	XP_004709513.2	XP_012638462.1
OG0014149	XP_030742787.1	XP_012614130.1
OG0014150	XP_012862552.2	XP_012614172.1
OG0014151	XP_004711991.1	XP_012614166.1
OG0014152	XP_045141729.1	XP_012596175.1
OG0014153	XP_004711995.1	XP_012623822.1
OG0014154	XP_004711994.4	XP_012623841.2
OG0014155	XP_004711999.1	XP_012623815.1
OG0014156	XP_004712001.1	XP_012623808.1
OG0014157	XP_045141753.1	XP_012623803.1
OG0014158	XP_004712070.1	XP_012623759.1
OG0014159	XP_030740179.1	XP_012623701.1
OG0014160	XP_004712084.1	XP_012603710.1
OG0014161	XP_004712094.2	XP_020141748.1
OG0014162	XP_045141738.1	XP_012590903.1
OG0014163	XP_045141605.1	XP_020141682.1
OG0014164	XP_045141606.1	XP_012590862.1
OG0014165	XP_004712795.1	XP_012598330.1, XP_012598329.1
OG0014166	XP_004709539.1	XP_012622103.1
OG0014167	XP_004709552.1	XP_012619004.1
OG0014168	XP_045142458.1	XP_012638547.1
OG0014169	XP_004716357.1	XP_020141743.1
OG0014170	XP_012862354.1	XP_012636338.1
OG0014172	XP_004697358.1	XP_012634500.1
OG0014173	XP_004696943.1	XP_012635519.2
OG0014174	XP_004697333.2	XP_012635527.1
OG0014175	XP_045142179.1	XP_012606436.1
OG0014176	XP_004706482.1	XP_012640975.1
OG0014177	XP_004711373.1	XP_012641484.1
OG0014178	XP_004711361.1	XP_012591296.1
OG0014179	XP_004713165.1	XP_012619916.1
OG0014180	XP_004718041.1	XP_012619930.1
OG0014181	XP_045140396.1	XP_012638350.1
OG0014182	XP_012861375.1	XP_012638357.1
OG0014183	XP_004696992.1	XP_012638342.1
OG0014184	XP_030744543.2	XP_012637229.1
OG0014185	XP_045140820.1	XP_020140330.1
OG0014186	XP_045140695.1	XP_020140346.1
OG0014187	XP_030744694.1	XP_012634597.1
OG0014188	XP_004696964.1	XP_012634571.1
OG0014189	XP_045140553.1	XP_012634537.1
OG0014190	XP_004696956.1	XP_012634523.1
OG0014191	XP_004696955.1	XP_012634527.1
OG0014193	XP_045140529.1	XP_012635491.1
OG0014194	XP_004696941.1	XP_012635520.1
OG0014195	XP_045140351.1	XP_012635528.1
OG0014196	XP_004716002.1	XP_020140086.1
OG0014197	XP_045151777.1	XP_020140061.1
OG0014198	XP_045140160.1	XP_012635210.1
OG0014199	XP_012860320.1	XP_012621627.2
OG0014200	XP_004703370.1	XP_012621636.1
OG0014201	XP_004703517.1	XP_012621651.1
OG0014202	XP_004703512.1	XP_012621707.1
OG0014203	XP_004703355.1	XP_012634490.1
OG0014204	XP_004703503.2	XP_012626391.1
OG0014205	XP_045140262.1	XP_012626430.1
OG0014206	XP_004703340.1	XP_020140198.1
