Orthogroup	Echinops_telfairi	Sus_scrofa
OG0013790	XP_030742937.2	XP_003134450.6
OG0013791	XP_045151397.1	XP_013840750.1
OG0013792	XP_030742874.2	XP_003134453.3
OG0013793	XP_030742934.1	XP_020933744.1
OG0013794	XP_045151072.1	XP_005672977.1
OG0013795	XP_045151450.1	XP_020933805.1
OG0013796	XP_004698314.2	XP_003484002.2
OG0013797	XP_004698320.1	NP_001121907.1
OG0013798	XP_004698043.1	XP_020933485.1
OG0013799	XP_004698044.1	XP_005672993.2
OG0013800	XP_045151436.1	XP_020934054.1
OG0013801	XP_004698350.1	XP_020933853.1
OG0013802	XP_004698066.1	XP_005673024.1
OG0013803	XP_004698068.1	XP_003360061.3
OG0013804	XP_004698358.1	XP_013840858.1
OG0013805	XP_004698078.1	XP_001928999.1
OG0013806	XP_045151420.1	XP_005673051.2
OG0013808	XP_004698373.2	XP_003134538.2
OG0013809	XP_004698375.1	XP_020933620.1
OG0013810	XP_030742895.2	XP_005673062.1
OG0013811	XP_045151386.1	XP_020932837.1, NP_001103645.1
OG0013812	XP_012863898.1	XP_013840938.1, NP_001103644.1
OG0013813	XP_012863897.2	NP_001116560.1
OG0013814	XP_004716137.1	XP_020933876.1
OG0013815	XP_004716106.1	XP_020933870.1
OG0013816	XP_004716140.2	NP_001230581.1
OG0013817	XP_004716130.2	XP_020933904.1
OG0013818	XP_004716102.2	XP_020933888.1
OG0013819	XP_045152908.1	XP_020933894.1
OG0013820	XP_045152856.1	XP_020934022.1
OG0013821	XP_045152859.1	XP_020934035.1
OG0013822	XP_004716091.1	XP_020933496.1
OG0013823	XP_004716118.2	XP_020932930.1, NP_001231419.1
OG0013824	XP_004716116.1	XP_020933693.1
OG0013825	XP_045152875.1	XP_020933282.1
OG0013826	XP_045152862.1	XP_020933445.1
OG0013827	XP_004698221.1	XP_003359940.2
OG0013828	XP_045151256.1	XP_020933346.1
OG0013829	XP_012863387.1	XP_020933147.1
OG0013830	XP_012861360.1	XP_020928723.1
OG0013831	XP_045150454.1	XP_020931172.1
OG0013832	XP_012862334.1	XP_003130995.1
OG0013833	XP_004711301.2	XP_020920923.1
OG0013834	XP_045149937.1	XP_020921046.1
OG0013835	XP_045149983.1	XP_020920844.1
OG0013836	XP_045149932.1	XP_020921216.1
OG0013837	XP_045149998.1	XP_020920842.1
OG0013839	XP_012863222.2	NP_001157473.1, XP_013835877.1
OG0013840	XP_004714894.3	XP_020921204.1
OG0013841	XP_004715201.1	XP_013835866.1, XP_003357857.2
OG0013842	XP_004715459.1	XP_020921156.1
OG0013843	XP_004714875.1	XP_003482906.1
OG0013844	XP_045150001.1	XP_020921121.1
OG0013845	XP_045149891.1	XP_020921105.1
OG0013846	XP_004714886.1	XP_020921093.1
OG0013847	XP_030742473.2	NP_999046.1, XP_020920812.1
OG0013848	XP_045149963.1	XP_020921077.1
OG0013849	XP_045141995.1	XP_013838168.1
OG0013850	XP_030740482.1	XP_020928096.1
OG0013851	XP_045142767.1	XP_020928303.1
OG0013852	XP_045142499.1	XP_001929033.5
OG0013853	XP_045142874.1	XP_005670515.1
OG0013854	XP_045142770.1	XP_020927937.1
OG0013855	XP_004707770.4	XP_003359089.1
OG0013856	XP_045142852.1	XP_020930034.1, XP_003132859.2
OG0013857	XP_004707662.1	XP_020927963.1
OG0013858	XP_004707660.1	XP_020929772.1
OG0013859	XP_004707657.1	XP_020928651.1
OG0013860	XP_004707654.2	XP_020929046.1, XP_020950469.1
OG0013861	XP_004707748.2	XP_003483429.1
OG0013862	XP_004707646.1	XP_020928662.1
OG0013863	XP_045150018.1, XP_004707630.1	XP_003483427.1
OG0013864	XP_045150675.1	XP_013839994.1
OG0013865	XP_004701714.1	XP_003133742.2
OG0013866	XP_045150241.1	XP_020930276.1, NP_001302643.1
OG0013867	XP_004701734.1	XP_003133778.3
OG0013868	XP_004701736.1	XP_020930489.1
OG0013869	XP_004701741.2	XP_020930563.1
OG0013870	XP_004718198.1	XP_020930250.1
OG0013871	XP_045151294.1	XP_020931862.1
OG0013872	XP_004701911.1	XP_013840068.2
OG0013873	XP_004701917.1	XP_020930929.1
OG0013874	XP_030743463.1	XP_003133809.1
OG0013875	XP_004701927.1	XP_020930627.1
OG0013876	XP_012859841.1	XP_020931602.1
OG0013877	XP_045151644.1	XP_020932071.1
OG0013878	XP_012863223.2	XP_013835882.1
OG0013879	XP_045145509.1	XP_005670979.1
OG0013880	XP_004709815.2	XP_020929526.1
OG0013881	XP_045152673.1	XP_020928900.1, XP_013838190.1
OG0013882	XP_004709682.2	XP_003132902.2
OG0013883	XP_004709808.1	XP_020928182.1
OG0013884	XP_012861868.1	XP_001924308.5
OG0013885	XP_004709675.1	NP_999132.1
OG0013886	XP_030743295.1	XP_001926696.2
OG0013887	XP_045152663.1	XP_020927878.1
OG0013888	XP_045152662.1	XP_020927888.1
OG0013889	XP_045152711.1	XP_005670640.1
OG0013890	XP_045152789.1	XP_013838237.1
OG0013891	XP_045152690.1	XP_005670656.1
OG0013892	XP_045152657.1	XP_001925858.3
OG0013893	XP_004709784.1	NP_001230300.1
OG0013894	XP_012861891.1	NP_001092074.1
OG0013895	XP_045152782.1	XP_020929419.1
OG0013896	XP_004709770.1	XP_020929905.1
OG0013897	XP_004709652.1	XP_003132922.1
OG0013898	XP_045152654.1	XP_013838285.2
OG0013899	XP_004709647.1	NP_001166990.1
OG0013900	XP_045152686.1	XP_020928697.1
OG0013901	XP_045152804.1	NP_001231370.1
OG0013902	XP_045152813.1	XP_020928567.1
OG0013903	XP_045152627.1	XP_005657379.1
OG0013904	XP_004709716.3	XP_013845815.1
OG0013905	XP_004709721.2	XP_020928050.1
OG0013906	XP_045152635.1	XP_020928928.1
OG0013907	XP_004709607.1	XP_001928037.1
OG0013908	XP_045152695.1	XP_013845792.1
OG0013909	XP_045152698.1	XP_020929367.1
OG0013910	XP_030743286.2	NP_001231426.1, XP_013845786.1
OG0013911	XP_004709613.1	XP_020929503.1
OG0013912	XP_004709626.1	XP_003483483.2
OG0013913	XP_004709751.2	NP_999063.1, XP_005670765.1
OG0013914	XP_004709600.1	XP_020929948.1
OG0013915	XP_045152624.1	XP_020929428.1
OG0013916	XP_004709595.1	XP_005670795.2
OG0013917	XP_012861837.1	XP_020929542.1
OG0013918	XP_045152776.1	XP_001929319.2
OG0013919	XP_045152617.1	XP_005670812.2
OG0013920	XP_004715394.1	XP_005670833.2
OG0013921	XP_012863333.1	XP_020929710.1
OG0013922	XP_004715380.1	XP_003483494.1
OG0013923	XP_004716806.3	XP_020927958.1
OG0013924	XP_045145550.1	XP_013838496.1
OG0013925	XP_004716782.3	XP_005670895.2
OG0013926	XP_004716776.1	XP_001929360.1
OG0013927	XP_045145494.1	XP_013838530.1
OG0013928	XP_045145593.1	XP_001925074.2
OG0013929	XP_045145501.1	XP_013838582.1
OG0013931	XP_004701259.1	NP_001162173.2
OG0013932	XP_045147464.1	XP_001929651.1
OG0013933	XP_004716373.1	XP_020929332.1
OG0013934	XP_004716413.1	XP_020929698.1
OG0013935	XP_004716380.1	XP_003133045.2
OG0013936	XP_045145601.1	XP_020929687.1
OG0013937	XP_045145590.1	XP_003133041.1
OG0013938	XP_004716420.1	NP_001230491.1
OG0013939	XP_045147585.1	XP_005671305.1
OG0013940	XP_004701424.1	XP_005671308.2
OG0013941	XP_004701420.1	XP_005671316.1
OG0013942	XP_045147605.1	XP_001928495.1
OG0013943	XP_045145473.1	XP_013838454.2
OG0013944	XP_004717705.1	XP_001926560.1
OG0013946	XP_004713828.1	XP_020947954.1
OG0013947	XP_045143153.1	XP_020947356.1
OG0013948	XP_004716937.1	XP_020947383.1
OG0013949	XP_004710340.1	XP_003126641.3
OG0013950	XP_045151834.1	XP_020948162.1
OG0013951	XP_045151862.1	XP_020948640.1
OG0013952	XP_004710345.1	XP_003355657.2
OG0013953	XP_045151888.1	XP_003126614.1
OG0013954	XP_045151829.1	NP_001182266.1
OG0013955	XP_004710536.1	XP_020948117.1
OG0013956	XP_004717697.1	XP_003126607.3
OG0013957	XP_045141803.1	XP_005655767.1
OG0013958	XP_004717700.1	XP_001928841.1
OG0013959	XP_004702280.1	XP_003126608.2
OG0013960	XP_012863966.1	XP_020948094.1
OG0013961	XP_004708282.1	XP_005653214.1
OG0013962	XP_004708168.1, XP_045155931.1, XP_012859977.1	XP_020948092.1
OG0013963	XP_004708174.1	XP_020948075.1
OG0013964	XP_030743106.1	NP_001098776.1
OG0013965	XP_004708289.1	XP_001925793.3
OG0013966	XP_004708197.1	NP_001230485.1
OG0013967	XP_045151932.1	NP_001230407.1
OG0013968	XP_045151940.1	XP_020948067.1
OG0013969	XP_004708206.1	XP_020948054.1
OG0013970	XP_030743101.1	XP_020937631.1
OG0013971	XP_012863980.1	XP_003126560.2
OG0013972	XP_045149198.1	XP_001924633.3
OG0013973	XP_004716275.1	XP_020947988.1
OG0013974	XP_004713854.1	NP_001231558.1
OG0013975	XP_045144425.1	XP_013843805.1
OG0013976	XP_004713844.1	XP_003126493.4
OG0013977	XP_004700034.1	XP_020947870.1
OG0013978	XP_004700041.2	XP_003126463.1
OG0013979	XP_012859422.2	XP_020948578.1
OG0013980	XP_045144372.1	XP_020947810.1
OG0013981	XP_045144405.1	XP_020947782.1
OG0013982	XP_045144356.1	XP_005664067.1
OG0013983	XP_004700061.1	XP_020947749.1
OG0013984	XP_045152318.1	XP_020947734.1
OG0013985	XP_004700260.1	XP_001927051.3
OG0013986	XP_004700263.1	XP_013853381.2
OG0013987	XP_045152324.1	XP_020948191.1
OG0013988	XP_012862388.1	XP_020948197.1
OG0013989	XP_045143174.1	XP_005664212.1
OG0013990	XP_045143172.1	XP_020948237.1
OG0013991	XP_004711495.1	XP_020948646.1
OG0013992	XP_004711489.1	XP_020948264.1
OG0013993	XP_004711476.1	XP_020947247.1
OG0013994	XP_004711463.1	XP_020947259.1
OG0013995	XP_045139697.1, XP_045143216.1	XP_020947285.1
OG0013996	XP_030740601.1	XP_020947264.1
OG0013997	XP_045143194.1	XP_020947277.1
OG0013998	XP_004711534.1	XP_003126168.5
OG0013999	XP_004711531.2	XP_020947301.1
OG0014000	XP_004711449.1	XP_020946577.1, NP_001177169.1
OG0014001	XP_030740609.1	XP_020948750.1
OG0014002	XP_045143142.1	XP_020937377.1
OG0014003	XP_045143187.1	XP_020937365.1, NP_001121912.1
OG0014004	XP_004711433.1	XP_020937370.1
OG0014005	XP_030740925.2, XP_045143159.1	XP_020937388.1
OG0014006	XP_004711426.1	XP_020947323.1
OG0014007	XP_045143156.1	XP_003126196.2
OG0014008	XP_004711418.1	XP_003355445.3
OG0014009	XP_030740605.1	XP_020948765.1
OG0014010	XP_004711409.1	XP_020947353.1
OG0014011	XP_045143220.1	XP_020947354.1
OG0014013	XP_004716939.1	XP_020947390.1
OG0014014	XP_045152267.1	XP_003355472.1
OG0014015	XP_004716957.1	XP_003126255.4
OG0014016	XP_004716977.2	XP_013853045.2
OG0014017	XP_004701126.1	XP_020929192.1
OG0014018	XP_045147554.1	XP_003133204.1
OG0014019	XP_045147329.1	XP_020929376.1
OG0014020	XP_030741511.2	XP_020928726.1
OG0014023	XP_004716311.1	XP_001924695.3
OG0014025	XP_004716293.1	XP_001926306.1
OG0014026	XP_045147353.1	XP_005671327.1
OG0014027	XP_004701138.1	XP_001924806.1
OG0014028	XP_004701131.1	XP_001927607.1
OG0014029	XP_004701129.1	XP_003133196.1
OG0014030	XP_045147461.1	NP_001231508.1
OG0014031	XP_012859710.1	XP_020927436.1
OG0014032	XP_045147299.1	XP_001928797.2
OG0014033	XP_004701397.1	XP_020927689.1, NP_001137587.1
OG0014034	XP_045147407.1	XP_020929785.1
OG0014035	XP_030741897.1	XP_020929902.1
OG0014036	XP_012859639.1	XP_001928510.1
OG0014038	XP_045147176.1	XP_020929957.1, XP_020929962.1
OG0014039	XP_012859638.1	XP_020928473.1
OG0014040	XP_004701083.1	XP_013845921.1
OG0014041	XP_045147219.1	XP_005657504.1
OG0014042	XP_045147548.1, XP_045147549.1	XP_020927981.1
OG0014043	XP_004701376.1	XP_003483585.1
OG0014044	XP_004701049.1	NP_001138314.1
OG0014045	XP_045147231.1	XP_020928324.1
OG0014046	XP_004701368.1	XP_003483588.2
OG0014047	XP_012859632.1	XP_020928759.1
OG0014048	XP_004701038.1	XP_001926760.1
OG0014049	XP_004701023.1	NP_001072153.1
OG0014050	XP_030741826.2	XP_020928409.1
OG0014051	XP_004701357.1	NP_999593.1
OG0014052	XP_045147515.1	XP_001929313.3
OG0014053	XP_004701006.2	XP_020929143.1
OG0014054	XP_030741877.1	XP_020929136.1
OG0014055	XP_012859621.1	XP_005671509.1
OG0014056	XP_045147322.1	XP_005657519.1
OG0014057	XP_045147414.1	NP_001038081.1, XP_020927848.1
OG0014058	XP_045147467.1	XP_020928983.1
OG0014059	XP_045147245.1	XP_013839205.2
OG0014060	XP_045147463.1	XP_013839224.1
OG0014061	XP_045147347.1	XP_020929056.1
OG0014062	XP_004700961.1	XP_001928377.1
OG0014063	XP_012859612.1	XP_005671560.1
OG0014064	XP_004700953.1	XP_020929117.1
OG0014065	XP_045147243.1	XP_020929123.1
OG0014066	XP_030741810.1	XP_001924214.1
OG0014067	XP_045147567.1	XP_013839264.1
OG0014068	XP_030741867.2	XP_005671572.1
OG0014070	XP_045147446.1	XP_013839297.1
OG0014071	XP_045147320.1	XP_003359444.1
OG0014072	XP_004701295.1	XP_001924838.4
OG0014073	XP_045147319.1	XP_013839312.1
OG0014074	XP_004700931.1	XP_003359446.1
OG0014075	XP_045147310.1	NP_001230825.1
OG0014076	XP_045147309.1	XP_020929378.1
OG0014077	XP_004701287.2	XP_003359452.3
OG0014078	XP_045147272.1	XP_013849607.2
OG0014079	XP_045146169.1	XP_001926150.2
OG0014080	XP_004697553.1	XP_020944151.1
OG0014081	XP_045143226.1	NP_001302683.1
OG0014082	XP_004697606.1	XP_020945072.1
OG0014083	XP_004697607.1	XP_020945068.1
OG0014084	XP_004697612.1	NP_999405.1, XP_013848694.2
OG0014085	XP_012862911.1	XP_001925017.1
OG0014086	XP_045149473.1	XP_005663139.1
OG0014087	XP_004697637.1	XP_020944993.1
OG0014088	XP_004697814.2	XP_001926738.1
OG0014089	XP_004697813.2	XP_020944969.1
OG0014090	XP_030740713.2	XP_020944955.1
OG0014091	XP_004697595.2	XP_003125651.1
OG0014092	XP_004697594.1	XP_003125658.1
OG0014093	XP_012862310.3	XP_020944945.1
OG0014094	XP_004697586.2	XP_001928045.1
OG0014095	XP_045151574.1	XP_013852149.1
OG0014096	XP_004697583.2	XP_020944928.1
OG0014097	XP_004697803.1	XP_020946443.1
OG0014098	XP_045141754.1	XP_020944899.1
OG0014099	XP_004697577.1	XP_003125643.1
OG0014100	XP_004697796.1	XP_020944836.1
OG0014101	XP_004697562.1	XP_001928591.3
OG0014102	XP_012862194.2	NP_001231316.1, XP_020944154.1
OG0014104	XP_004697552.1	NP_001002817.1
OG0014106	XP_004697788.1	XP_001924497.3
OG0014107	XP_004697785.1	XP_013852091.1
OG0014108	XP_004697538.1	NP_001123698.1
OG0014109	XP_045142856.1	XP_020944790.1
OG0014110	XP_004697777.1	XP_013852075.1
OG0014111	XP_004697536.2	XP_003125622.1
OG0014113	XP_045141996.1	XP_020944782.1
OG0014114	XP_045143275.1	XP_020944760.1
OG0014115	XP_004697526.1	XP_003125612.2
OG0014116	XP_030744416.2	XP_020944732.1
OG0014117	XP_004712774.1	NP_001231346.1
OG0014118	XP_004712777.1	XP_020940564.1
OG0014120	XP_004712085.1	XP_005666227.1
OG0014121	XP_045143604.1	NP_001139339.1
OG0014122	XP_012862710.2	XP_020955566.1
OG0014123	XP_045143666.1	NP_001231465.1
OG0014124	XP_004712806.3	XP_020953477.1
OG0014125	XP_045143783.1	XP_003353441.1
OG0014126	XP_004712767.1	XP_005659803.2, XP_003121641.2
OG0014127	XP_004712781.1	XP_020953105.1
OG0014128	XP_004709424.1	XP_020953010.1
OG0014129	XP_045142431.1	XP_005659765.1
OG0014130	XP_045142391.1	XP_020952813.1
OG0014131	XP_004709533.1	XP_013848556.1
OG0014132	XP_045142359.1	XP_020952335.1
OG0014133	XP_030740368.1	XP_001928178.1
OG0014134	XP_004709542.1	XP_013848521.2
OG0014135	XP_004709458.2	XP_003121581.3
OG0014136	XP_004709459.1	XP_003121579.3
OG0014137	XP_004709550.1	NP_001230479.1
OG0014138	XP_030741636.1	NP_001171382.1
OG0014139	XP_012861826.3	XP_001925377.2
OG0014140	XP_004709564.1	XP_001927691.1
OG0014141	XP_004709486.1	XP_001926816.1
OG0014142	XP_004709487.1	XP_001925946.1
OG0014143	XP_045142351.1	XP_005659648.1
OG0014144	XP_004709492.2	XP_001929026.1
OG0014145	XP_030740372.2	XP_005654498.1
OG0014146	XP_004709499.1	XP_020950539.1
OG0014147	XP_045142426.1	XP_005659631.1
OG0014148	XP_004709513.2	XP_013848376.1
OG0014149	XP_030742787.1	XP_020948973.1, NP_001230492.1
OG0014150	XP_012862552.2	XP_013848345.1
OG0014151	XP_004711991.1	XP_020955929.1
OG0014152	XP_045141729.1	XP_020956060.1
OG0014153	XP_004711995.1	XP_020956093.1
OG0014154	XP_004711994.4	XP_001924615.3
OG0014155	XP_004711999.1	XP_003121799.1
OG0014156	XP_004712001.1	XP_013848784.1
OG0014157	XP_045141753.1	NP_001171402.1
OG0014158	XP_004712070.1	XP_005659937.1
OG0014159	XP_030740179.1	XP_020954765.1
OG0014160	XP_004712084.1	XP_001928647.1
OG0014161	XP_004712094.2	XP_020954707.1
OG0014162	XP_045141738.1	XP_001924424.2
OG0014163	XP_045141605.1	XP_003128529.1
OG0014164	XP_045141606.1	XP_003128533.4
OG0014165	XP_004712795.1	XP_013844550.2
OG0014166	XP_004709539.1	XP_013848532.1
OG0014167	XP_004709552.1	XP_003121571.1
OG0014168	XP_045142458.1	XP_013840899.1
OG0014169	XP_004716357.1	XP_020949801.1
OG0014170	XP_012862354.1	XP_003358977.2
OG0014171	XP_045140791.1	XP_020926611.1
OG0014172	XP_004697358.1	XP_020925516.1
OG0014173	XP_004696943.1	NP_999440.1
OG0014175	XP_045142179.1	XP_020926398.1
OG0014176	XP_004706482.1	XP_020926442.1
OG0014177	XP_004711373.1	XP_020925499.1
OG0014178	XP_004711361.1	XP_020926517.1
OG0014179	XP_004713165.1	XP_020926527.1
OG0014180	XP_004718041.1	XP_003358947.2
OG0014181	XP_045140396.1	XP_020926628.1
OG0014182	XP_012861375.1	XP_003483406.1
OG0014183	XP_004696992.1	XP_003132818.1
OG0014184	XP_030744543.2	XP_020926647.1
OG0014185	XP_045140820.1	XP_020926659.1
OG0014186	XP_045140695.1	XP_020926666.1
OG0014187	XP_030744694.1	XP_020926693.1
OG0014188	XP_004696964.1	XP_020926702.1
OG0014189	XP_045140553.1	XP_020926718.1
OG0014190	XP_004696956.1	XP_020926737.1
OG0014191	XP_004696955.1	XP_020926738.1
OG0014192	XP_004696949.2	XP_003359057.1
OG0014193	XP_045140529.1	XP_020927188.1
OG0014194	XP_004696941.1	XP_013845690.2
OG0014195	XP_045140351.1	XP_020938154.1
OG0014196	XP_004716002.1	XP_003129279.3
OG0014197	XP_045151777.1	XP_003129275.1
OG0014198	XP_045140160.1	XP_020956362.1
OG0014199	XP_012860320.1	XP_003129293.5
OG0014200	XP_004703370.1	XP_003482502.1
OG0014201	XP_004703517.1	XP_003129314.2
OG0014202	XP_004703512.1	NP_999496.1
OG0014203	XP_004703355.1	XP_003129317.1
OG0014204	XP_004703503.2	XP_013844828.2
OG0014205	XP_045140262.1	XP_020957378.1
OG0014206	XP_004703340.1	XP_020957380.1
OG0014207	XP_004703498.1	XP_013834464.2
OG0014208	XP_004703478.1	XP_020956061.1, NP_998942.1
OG0014209	XP_045140274.1	XP_013834505.2
OG0014210	XP_012860308.1	XP_003129397.1
OG0014211	XP_012860282.1	NP_001139602.2
OG0014212	XP_045140071.1	NP_001182296.1, XP_020955963.1
OG0014213	XP_045140283.1	XP_020957128.1
OG0014214	XP_045139952.1	XP_020957117.1
OG0014215	XP_004703259.1	XP_020955921.1, NP_001090959.1
OG0014216	XP_004712355.1	XP_005654094.1
OG0014217	XP_045142196.1	XP_003358925.2
OG0014218	XP_004706500.1	XP_013845623.1
OG0014219	XP_004706574.1	NP_001230773.1
OG0014220	XP_045142066.1	XP_020926220.1
OG0014221	XP_004706518.1	XP_020926159.1
OG0014222	XP_004706443.1	XP_020926116.1
OG0014223	XP_004706446.1	XP_020926091.1
OG0014224	XP_004706522.1	XP_003358868.1
OG0014225	XP_045142084.1	XP_020926074.1
OG0014226	XP_045142136.1	XP_020926051.1
OG0014228	XP_030740300.1	XP_013837911.2
OG0014229	XP_045142096.1	XP_005670279.1
OG0014230	XP_045142122.1	XP_005670258.1
OG0014231	XP_045142088.1	XP_020926007.1
OG0014232	XP_045142094.1	XP_020925988.1
OG0014233	XP_004709854.1	XP_020925967.1
OG0014234	XP_045150201.1	XP_013836417.1
OG0014235	XP_045143442.1	XP_020925890.1
OG0014236	XP_045143514.1	XP_020925879.1
OG0014237	XP_045143455.1	XP_020925878.1
OG0014238	XP_045143458.1	XP_005670199.1
OG0014239	XP_012862602.1	NP_001231195.1, XP_020924069.1
OG0014240	XP_045143464.1	XP_020925735.1
OG0014241	XP_012862606.1	XP_020925733.1
OG0014242	XP_045143438.1	XP_013837761.2
OG0014243	XP_004704162.1	XP_020925407.1
OG0014244	XP_004713520.1	XP_001925137.1
OG0014245	XP_045141222.1	XP_020932753.1
OG0014246	XP_045141082.1	XP_005672682.1
OG0014247	XP_012864043.1	XP_020932726.1
OG0014248	XP_012864042.2	XP_020932589.1
OG0014249	XP_004708658.1	XP_003132593.1
OG0014250	XP_004708671.1	XP_003132600.1
OG0014251	XP_004713512.1	XP_020925559.1
OG0014252	XP_045152352.1	XP_020925603.1
OG0014253	XP_004713501.1	XP_003358755.1
OG0014254	XP_004713494.1	NP_001230406.1
OG0014255	XP_045152392.1	XP_013837709.1
OG0014256	XP_004713530.1	XP_003358780.2, XP_005670108.1
OG0014257	XP_004713481.2	XP_020925647.1
OG0014258	XP_004713517.1	XP_020925708.1
OG0014259	XP_004712350.1	XP_001925594.3
OG0014260	XP_045143467.1	XP_020925721.1
OG0014261	XP_045153602.1	XP_020925394.1
OG0014262	XP_045153603.1	XP_013837631.1
OG0014263	XP_004704294.2	XP_020925428.1
OG0014264	XP_045153604.1	NP_001098775.1
OG0014265	XP_030743513.1	XP_020925454.1
OG0014266	XP_004704142.1	NP_001155113.1
OG0014267	XP_045153606.1	XP_020926810.1
OG0014268	XP_045153516.1	NP_001090886.1
OG0014269	XP_004704135.1	NP_001230413.1
OG0014270	XP_004708640.1	NP_001171385.1
OG0014271	XP_004698478.2	XP_020932666.1
OG0014272	XP_004712575.1	NP_001070692.1, XP_005665696.1
OG0014273	XP_030740645.2	NP_001090884.1
OG0014274	XP_045143307.1	XP_005665609.2
OG0014275	XP_012862462.1	XP_020955818.1
OG0014276	XP_004711713.1	XP_001928842.3
OG0014277	XP_004712248.1	XP_020955832.1
OG0014279	XP_004712249.2	XP_003482179.2
OG0014280	XP_004718136.2	XP_020955862.1
OG0014281	XP_030743030.2	NP_001230615.1
OG0014282	XP_004712533.1	XP_005665685.1, NP_001231908.1
OG0014283	XP_012862659.1	XP_003128255.1
OG0014284	XP_004712534.1	XP_001928424.1
OG0014285	XP_030743038.2	XP_013832940.1
OG0014287	XP_004717458.2	XP_003128283.1
OG0014288	XP_030743214.1	XP_020930937.1
OG0014290	XP_045152387.1	XP_001925052.2
OG0014291	XP_004701516.1	XP_003133557.4
OG0014292	XP_004701533.1	XP_020931587.1
OG0014293	XP_045154496.1	XP_020932118.1
OG0014294	XP_045154757.1	XP_020931562.1
OG0014295	XP_045155390.1	NP_999422.1
OG0014296	XP_045154009.1	XP_005671941.2
OG0014297	XP_004703842.1	XP_003483710.2
OG0014298	XP_045153973.1	XP_020931068.1
OG0014299	XP_045154579.1	XP_020931085.1
OG0014300	XP_004703967.2	XP_020930947.1
OG0014301	XP_045153928.1	XP_005671959.1
OG0014302	XP_045155497.1	XP_003133502.3
OG0014303	XP_012860404.1	XP_020931970.1
OG0014304	XP_004703817.1	XP_001926383.3
OG0014305	XP_004703818.1, XP_045155077.1	XP_003359596.1
OG0014306	XP_045153892.1	XP_020932162.1
OG0014307	XP_045154975.1	XP_020932156.1
OG0014308	XP_004703807.1	XP_020930487.1
OG0014309	XP_004703806.1	XP_001927925.1
OG0014310	XP_004703951.1	NP_001121924.1, XP_005671984.1
OG0014311	XP_045153835.1	XP_020931500.1
