Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0016602	XP_045141880.1	XP_021590655.1
OG0016604	XP_004700136.1	XP_005330460.1
OG0016605	XP_045153911.1	XP_040133954.1, XP_040134484.1
OG0016606	XP_004700146.2	XP_040133650.1
OG0016607	XP_004700143.1	XP_005330408.1
OG0016608	XP_045154130.1	XP_005329581.1
OG0016609	XP_045153910.1	XP_040132758.1
OG0016610	XP_004716816.1	XP_005326654.1
OG0016613	XP_004702947.1	XP_040126413.1
OG0016617	XP_004698992.1	XP_005322720.1
OG0016619	XP_045144185.1	XP_040131552.1
OG0016620	XP_004702641.1, XP_045143428.1	XP_005335994.1
OG0016621	XP_004699006.1	XP_005322760.1
OG0016622	XP_012859177.2	XP_005338033.1
OG0016624	XP_004699105.1	XP_013212322.1
OG0016626	XP_004698838.1	XP_005341232.1
OG0016627	XP_045144014.1	XP_021587770.1
OG0016628	XP_004698881.1	XP_005334698.1
OG0016631	XP_004716536.1	XP_005320990.2
OG0016632	XP_004707282.1	XP_013215356.1
OG0016636	XP_045155465.1	XP_040124244.1
OG0016637	XP_045155463.1	XP_005332742.1
OG0016638	XP_004709283.1	XP_005332793.2
OG0016639	XP_045155470.1	XP_005332704.1
OG0016640	XP_030744079.2	XP_005332693.1
OG0016641	XP_045155821.1	XP_013217148.2
OG0016642	XP_004709175.1	XP_040124315.1
OG0016644	XP_045155413.1	XP_013215341.2
OG0016645	XP_004707534.1	XP_005321927.1
OG0016647	XP_045155534.1	XP_040124706.1
OG0016648	XP_004707142.1	XP_005321771.1
OG0016649	XP_030744069.1	XP_005321772.1
OG0016650	XP_004707018.1	XP_005327827.1
OG0016651	XP_004706995.1	XP_005327856.1
OG0016652	XP_004706963.1	XP_005327913.1
OG0016654	XP_004714478.1	XP_040142632.1
OG0016655	XP_030741168.1	XP_021589949.1
OG0016656	XP_012863152.1	XP_040142595.1
OG0016658	XP_004714576.2	XP_005337042.1
OG0016660	XP_045145246.1	XP_040142525.1
OG0016661	XP_004713344.1	XP_040139766.1
OG0016663	XP_045155444.1	XP_040124559.1
OG0016664	XP_030742414.1	XP_005335726.1
OG0016666	XP_045144813.1	XP_005328818.1
OG0016667	XP_004700838.1	XP_005330489.2
OG0016668	XP_004700271.2	XP_021588684.2
OG0016669	XP_004700274.1	XP_005335091.1
OG0016670	XP_004700705.1	XP_005338658.2
OG0016671	XP_004700299.1	XP_005322327.1
OG0016672	XP_045145892.1	XP_005322509.2
OG0016673	XP_004704374.3	XP_005327727.1
OG0016674	XP_045139863.1	XP_005336440.1
OG0016677	XP_045149412.1	XP_021580199.2
OG0016678	XP_004718106.1	XP_005328055.2
OG0016679	XP_030744600.1	XP_040129132.1
OG0016681	XP_004696683.1	XP_040128776.1
OG0016682	XP_004706576.1	XP_005328021.1
OG0016683	XP_004718087.2	XP_005335983.1
OG0016684	XP_045145200.1	XP_040139745.1
OG0016685	XP_045152554.1	XP_040139746.1
OG0016687	XP_004699560.1	XP_005317965.1
OG0016688	XP_045148174.1	XP_005341117.1
OG0016690	XP_004717276.1	XP_013222060.1
OG0016693	XP_004711765.1	XP_021591372.2
OG0016695	XP_012863922.1	XP_005318955.1
OG0016696	XP_004696420.1	XP_005318911.1
OG0016698	XP_045150620.1	XP_005340904.1
OG0016699	XP_045142751.1	XP_021579283.2
OG0016700	XP_004697662.2	XP_005316112.1
OG0016701	XP_045142655.1	XP_021577951.2
OG0016702	XP_004697430.1	XP_005316173.1
OG0016703	XP_045154383.1	XP_005316152.1
OG0016706	XP_045141771.1	XP_005316905.1
OG0016707	XP_012861025.1	XP_005320048.1
OG0016708	XP_030744482.1	XP_005320107.2
OG0016709	XP_004702718.1	XP_005340585.1
OG0016711	XP_045144571.1	XP_021586383.1
OG0016713	XP_012860670.2	XP_005342618.1
OG0016715	XP_004698921.4	XP_005341479.2
OG0016716	XP_012859219.1	XP_005326131.1
OG0016717	XP_004699726.1	XP_040144588.1
OG0016719	XP_045142299.1	XP_005319315.1
OG0016721	XP_045144865.1	XP_005332470.1
OG0016722	XP_004702536.1	XP_005326782.1
OG0016723	XP_045145955.1	XP_005326747.1
OG0016724	XP_004702390.2	XP_005340495.1
OG0016726	XP_004696187.1	XP_005325592.1
OG0016727	XP_004709872.1	XP_040145015.1
OG0016728	XP_012860291.2	XP_040149188.1
OG0016733	XP_030740429.1	XP_005329434.1
OG0016734	XP_030740562.2	XP_040127462.1
OG0016735	XP_004699226.1	XP_021590455.1
OG0016737	XP_045153089.1	XP_005333608.1
OG0016739	XP_004717215.1	XP_005341663.1
OG0016740	XP_045153093.1	XP_005333613.1
OG0016741	XP_045153104.1	XP_005333504.1
OG0016742	XP_045153114.1	XP_005333531.2
OG0016743	XP_004715069.1	XP_005331610.1
OG0016744	XP_012862920.1	XP_005333590.1
OG0016745	XP_004713799.1	XP_040139916.1
OG0016747	XP_045146151.1	XP_040148845.1
OG0016748	XP_012862501.1	XP_021580076.2
OG0016749	XP_004701303.1	XP_005320810.1
OG0016755	XP_004708708.3	XP_040146016.1
OG0016756	XP_004702294.1	XP_005333921.3
OG0016759	XP_030743481.2	XP_013214904.1
OG0016760	XP_004715241.1	XP_005327116.2
OG0016761	XP_012863314.1	XP_005326987.1
OG0016762	XP_004704197.1	XP_005327111.1
OG0016763	XP_030743529.1	XP_040146096.1
OG0016765	XP_045146223.1	XP_040146930.1
OG0016766	XP_045146344.1	XP_040146479.1
OG0016767	XP_004714322.1	XP_040146608.1
OG0016768	XP_004714331.2	XP_005332264.2
OG0016769	XP_045156104.1	XP_021586561.1
OG0016770	XP_045155956.1	XP_005332239.1
OG0016772	XP_045149003.1	XP_040140915.1
OG0016773	XP_004708902.1	XP_021580795.1
OG0016774	XP_004717145.1	XP_005342537.1
OG0016775	XP_004714984.1	XP_005331599.1
OG0016776	XP_004714152.1	XP_005341302.1
OG0016777	XP_004707976.1	XP_005340413.1
OG0016781	XP_004704372.2	XP_013215708.2
OG0016782	XP_045143011.1	XP_040137498.1
OG0016783	XP_012860528.2	XP_040137489.1
OG0016784	XP_012862556.2	XP_005328123.1
OG0016785	XP_004704133.1	XP_005317427.1
OG0016786	XP_004716042.2	XP_005327085.1
OG0016787	XP_004712150.1	XP_005328065.1
OG0016789	XP_004698205.1	XP_040131351.1
OG0016790	XP_045151382.1	XP_040130008.1
OG0016792	XP_045152863.1	XP_040130125.1
OG0016794	XP_004697867.1	XP_005320502.1
OG0016795	XP_004697917.1	XP_013211882.1
OG0016796	XP_004698256.1	XP_005320693.2
OG0016797	XP_004698271.1	XP_005320637.2
OG0016798	XP_004697965.1	XP_005320638.1
OG0016799	XP_045151066.1	XP_040131106.1
OG0016801	XP_004698323.1	XP_021585174.2
OG0016803	XP_004717208.2	XP_005327250.2
OG0016804	XP_030743347.2	XP_005325369.1
OG0016805	XP_045152882.1	XP_040131008.1
OG0016806	XP_030742890.2	XP_021585256.2
OG0016807	XP_004716117.2	XP_021581999.1
OG0016808	XP_004716110.1	XP_005325465.1
OG0016809	XP_004707665.1	XP_005329384.1
OG0016811	XP_045149947.1	XP_040137254.1
OG0016812	XP_045142718.1	XP_040148376.1
OG0016813	XP_045142783.1	XP_005329370.1
OG0016815	XP_004709677.1	XP_005336391.1
OG0016816	XP_004709606.1	XP_005336900.1
OG0016818	XP_004709683.1	XP_005336403.1
OG0016820	XP_004709612.1	XP_005329693.1
OG0016822	XP_004709627.2	XP_040145324.1
OG0016823	XP_045152646.1	XP_013219026.1
OG0016824	XP_012863338.2	XP_021589453.1
OG0016825	XP_045145485.1	XP_021576832.2
OG0016826	XP_004716761.2	XP_040147994.1
OG0016828	XP_045145558.1	XP_005334516.1
OG0016829	XP_004701486.2	XP_013217939.1
OG0016830	XP_004716422.1	XP_005334538.1
OG0016832	XP_004711470.1	XP_005324956.1
OG0016833	XP_004711419.1	XP_005325044.1
OG0016835	XP_045146442.1	XP_040137793.1
OG0016836	XP_030741574.2	XP_040137791.1
OG0016837	XP_030742321.1	XP_005341864.1
OG0016838	XP_045149212.1	XP_005331971.1
OG0016839	XP_004713831.1	XP_040136878.1
OG0016840	XP_045143288.1	XP_005324891.1
OG0016841	XP_004711397.1	XP_013213975.1
OG0016844	XP_004701001.1	XP_005333657.1
OG0016845	XP_045147172.1	XP_040129137.1
OG0016846	XP_004701319.1	XP_005320872.3
OG0016847	XP_045147332.1	XP_040128398.1
OG0016848	XP_004700934.1	XP_005320819.1
OG0016849	XP_004701408.1	XP_005333803.1
OG0016850	XP_004701382.1	XP_005335371.1
OG0016851	XP_030741878.1	XP_040129522.1
OG0016852	XP_004700935.1	XP_005320816.1
OG0016853	XP_045147151.1	XP_040127940.1, XP_040127939.1, XP_005320900.1
OG0016855	XP_004697554.1	XP_005336064.1
OG0016856	XP_004697831.1	XP_005322979.1
OG0016862	XP_004709451.1	XP_005316555.3
OG0016863	XP_004716347.1	XP_013213840.1
OG0016865	XP_030744937.1, XP_030744711.1	XP_040143125.1
OG0016866	XP_004697359.1	XP_005323631.1
OG0016867	XP_004713167.1	XP_005323607.1
OG0016868	XP_004697000.1	XP_005323554.1
OG0016869	XP_004703489.1	XP_005337609.1
OG0016871	XP_012860319.1	XP_005330158.1
OG0016872	XP_045140094.1	XP_040149063.1
OG0016874	XP_030744478.1	XP_040148178.1
OG0016875	XP_004703265.1	XP_040148230.1
OG0016876	XP_004712339.1	XP_005338469.1
OG0016877	XP_045143460.1	XP_005340354.1
OG0016879	XP_045142092.1	XP_040126245.1
OG0016880	XP_030740712.1	XP_005338945.1
OG0016881	XP_004712388.3	XP_021575862.1
OG0016882	XP_004712318.1	XP_040126509.1
OG0016883	XP_004698456.1	XP_021588825.2
OG0016885	XP_030743512.1	XP_005338344.1
OG0016886	XP_045152385.1	XP_005331087.1
OG0016888	XP_004711699.1	XP_021583541.1
OG0016889	XP_004712580.1	XP_005337105.1
OG0016891	XP_004717353.1	XP_005338874.1
OG0016892	XP_004717370.1	XP_005338891.1
OG0016896	XP_045149825.1	XP_005330613.2
OG0016897	XP_045152839.1	XP_005330525.1
OG0016898	XP_004701863.1	XP_040123827.1, XP_013216311.1
OG0016899	XP_004701622.1	XP_005335182.1
OG0016900	XP_004700215.1	XP_005326642.1
OG0016902	XP_045154449.1	XP_005341875.1
OG0016904	XP_004713269.1	XP_005338715.1
OG0016905	XP_012864063.1	XP_005340863.1
OG0016906	XP_004716746.1	XP_005340045.1
OG0016908	XP_004714185.1	XP_005328889.1
OG0016909	XP_004711282.1	XP_005335907.1
OG0016911	XP_004710100.1	XP_005323420.1
OG0016913	XP_045146614.1	XP_040143627.1
OG0016915	XP_004713222.1	XP_040136449.1
OG0016916	XP_004713204.1	XP_005338731.1
OG0016917	XP_004717735.1	XP_013220893.1
OG0016919	XP_030743363.1	XP_005340026.1
OG0016920	XP_004717694.1	XP_013215608.1
OG0016922	XP_004717781.1	XP_005323458.1
OG0016923	XP_004710151.2	XP_005323482.1
OG0016924	XP_012861967.1	XP_040140072.1
OG0016925	XP_030740949.1	XP_005325219.1
OG0016926	XP_045141466.1	XP_005340657.1
OG0016927	XP_004717594.1	XP_005342075.1
OG0016929	XP_045141499.1	XP_013221478.2
OG0016930	XP_004696191.1	XP_040141033.1, XP_040141035.1, XP_040141032.1, XP_040141034.1, XP_040141031.1
OG0016931	XP_004697279.1, XP_004697267.1	XP_005334198.2
OG0016933	XP_004697975.2	XP_040132280.1
OG0016934	XP_004698900.2	XP_005342512.1
OG0016935	XP_004699723.1	XP_040145112.1
OG0016936	XP_004701654.1	XP_005331887.1
OG0016937	XP_004703543.1	XP_040128038.1
OG0016938	XP_004705205.1	XP_021576145.1
OG0016939	XP_004708448.1	XP_005342446.1, XP_013221988.1
OG0016940	XP_004709536.1	XP_005316537.1
OG0016941	XP_004710544.1	XP_005336538.1
OG0016942	XP_004710997.1	XP_005343137.2
OG0016943	XP_004712399.1	XP_005338485.2
OG0016944	XP_004712666.1	XP_005320986.1
OG0016945	XP_004712986.1	XP_005332900.1
OG0016946	XP_004714870.2, XP_004714872.1	XP_005339447.1
OG0016947	XP_004717142.1	XP_005342573.1
OG0016948	XP_004717586.2	XP_021580841.1
OG0016949	XP_012860269.1	XP_005337312.2
OG0016950	XP_012861424.1	XP_013211485.1
OG0016951	XP_030743408.1	XP_021587364.1
OG0016952	XP_030743757.2	XP_005315823.1
OG0016953	XP_045140677.1	XP_040129289.1
OG0016954	XP_045140693.1	XP_013213288.2
OG0016956	XP_045155137.1	XP_040143850.1
OG0016979	XP_045140432.1	XP_040143126.1
OG0016980	XP_004705687.1	XP_005328585.1
OG0016981	XP_045155438.1	XP_040124570.1
OG0016984	XP_045152655.1	XP_013215879.1
OG0016986	XP_030744880.2	XP_005342076.1
OG0016990	XP_004696249.2	XP_005330831.1
OG0016992	XP_004717141.1	XP_005342574.1
OG0016994	XP_004716263.2	XP_040126468.1, XP_005332799.1
OG0016995	XP_004717533.1	XP_005323167.1
OG0016996	XP_004717912.1	XP_005331669.2
OG0016998	XP_004717554.1	XP_005342158.1
OG0016999	XP_004715449.1	XP_005319550.1
OG0017000	XP_045143062.1	XP_040126653.1
OG0017002	XP_012862021.1	XP_005336477.1
OG0017003	XP_004697644.1	XP_005342348.1
OG0017004	XP_012860191.1	XP_021580634.2
OG0017010	XP_004715731.3	XP_040135771.1
OG0017011	XP_004710766.1	XP_005342717.1
OG0017012	XP_045148552.1	XP_021576730.1
OG0017014	XP_045148573.1	XP_040135691.1
OG0017016	XP_012862117.1	XP_040135022.1
OG0017017	XP_004710657.1	XP_040135332.1
OG0017018	XP_045148595.1	XP_021589795.1, XP_040135161.1
OG0017019	XP_012862077.2	XP_005338299.1
OG0017020	XP_004710446.1	XP_005338298.1
OG0017023	XP_030744622.1	XP_005324341.2
OG0017024	XP_030744636.1	XP_040129358.1
OG0017025	XP_045140672.1	XP_013213616.2
OG0017028	XP_012861632.1	XP_021581328.1
OG0017030	XP_004705173.1	XP_040144028.1
OG0017032	XP_004700094.1	XP_005320114.1
OG0017035	XP_004715113.2	XP_040148071.1
OG0017040	XP_004712921.1	XP_005334263.1
OG0017045	XP_004712950.1	XP_005332848.1
OG0017046	XP_004713001.1	XP_005339495.1
OG0017049	XP_004705725.2	XP_021581181.2
OG0017050	XP_045141041.1	XP_021581172.1, XP_040133850.1
OG0017052	XP_012861013.3	XP_005323923.2
OG0017058	XP_004699197.1	XP_005334688.1
OG0017062	XP_012861720.2	XP_040124292.1
OG0017063	XP_004709277.1	XP_005332741.1
OG0017065	XP_004707291.1	XP_005328191.2
OG0017067	XP_045155278.1	XP_013212433.1
OG0017070	XP_012861199.1	XP_005327929.1
OG0017071	XP_004707370.1	XP_021583854.1, XP_040125200.1, XP_040125201.1
OG0017073	XP_012863145.1	XP_005336933.1
OG0017074	XP_045145275.1	XP_005337032.1
OG0017075	XP_004714483.1	XP_005336944.1
OG0017076	XP_004714534.2	XP_005336947.1
OG0017077	XP_004714533.1	XP_013219045.1
OG0017079	XP_012863715.1	XP_040142227.1
OG0017080	XP_004700749.1	XP_040137728.1
OG0017082	XP_004697046.1	XP_005335825.1
OG0017083	XP_004712468.2	XP_005334249.1
OG0017086	XP_004696578.1	XP_005343070.2
OG0017087	XP_045148696.1	XP_040139620.1
OG0017088	XP_012862202.1	XP_013211179.1
OG0017089	XP_030742748.2	XP_040138585.1
OG0017092	XP_045139998.1	XP_021586331.1
OG0017093	XP_004697274.1	XP_005334195.1
OG0017094	XP_012861392.1	XP_013217700.1
OG0017095	XP_004697293.1	XP_040129260.1
OG0017098	XP_045143676.1	XP_040131852.1
OG0017099	XP_004714059.1	XP_005326756.1
OG0017102	XP_045142254.1	XP_005319295.1
OG0017103	XP_030740505.1	XP_040125371.1
OG0017107	XP_004696452.1	XP_005322704.1
OG0017110	XP_004717238.2	XP_005341699.1
OG0017111	XP_004717269.1	XP_040139868.1
OG0017112	XP_045146361.1	XP_040139880.1
OG0017113	XP_045153155.1	XP_005331563.1
OG0017115	XP_004703919.1	XP_005315927.1
OG0017116	XP_004703889.1	XP_005315874.1
OG0017118	XP_004704199.1	XP_040125598.1
OG0017120	XP_045145660.1	XP_040146289.1, XP_040147591.1
OG0017122	XP_045153558.1	XP_005317254.1
OG0017124	XP_004714387.1	XP_021586664.2
OG0017128	XP_012861642.1	XP_005323379.1
OG0017130	XP_004714104.1	XP_013216401.2
OG0017131	XP_045153703.1	XP_005325744.1
OG0017132	XP_030742834.1	XP_040125935.1
OG0017133	XP_045151018.1	XP_005325792.1
OG0017135	XP_004716084.1	XP_005325409.1
OG0017136	XP_004698225.1	XP_021578862.1
OG0017137	XP_012863318.2	XP_040131816.1
OG0017141	XP_004697948.1	XP_021578946.2
OG0017142	XP_004711289.2	XP_005330288.1
OG0017144	XP_004715276.1	XP_005317113.3
OG0017148	XP_004716398.1	XP_013217936.1
OG0017149	XP_045145512.1	XP_021588357.1
OG0017150	XP_004717668.1	XP_005341861.1
OG0017151	XP_004711416.1	XP_005325046.1
OG0017159	XP_004713169.1	XP_021581033.1
OG0017160	XP_004711355.1	XP_005323583.1
OG0017161	XP_045140797.1	XP_005323608.1
OG0017163	XP_004703345.1	XP_005325797.1
OG0017166	XP_045140291.1	XP_005333349.1
OG0017179	XP_004713194.2	XP_013219882.2
OG0017182	XP_030744631.2	XP_013213559.1
OG0017183	XP_004699148.1	XP_021591537.1
OG0017184	XP_004702222.1	XP_005329825.1
OG0017185	XP_004705852.1	XP_013219499.3
OG0017186	XP_004705944.1	XP_040133731.1
OG0017187	XP_004712664.1	XP_005321219.1
OG0017188	XP_004714204.1	XP_040144740.1, XP_005323488.1
OG0017189	XP_004714434.1	XP_005332091.1
OG0017191	XP_004715027.1	XP_005331733.1
OG0017192	XP_004716122.1	XP_040130744.1
OG0017193	XP_004716864.2	XP_040146418.1
OG0017195	XP_004717170.1	XP_005341178.1, XP_013221662.1
OG0017196	XP_004717809.1, XP_012864088.1	XP_005338897.1
OG0017197	XP_004718146.1	XP_013216601.1
OG0017198	XP_012860510.1	XP_005339389.1
OG0017199	XP_030743697.1	XP_005331350.1
OG0017200	XP_030744287.1	XP_021585456.1
OG0017202	XP_045142156.1	XP_040126426.1
OG0017203	XP_045149790.1	XP_021589019.2, XP_013221830.2
OG0017204	XP_045152066.1	XP_021578966.1
OG0017205	XP_045152607.1	XP_040142763.1
OG0017206	XP_045152984.1	XP_005331696.1, XP_040140195.1
OG0017207	XP_045154112.1	XP_005330434.1
OG0017208	XP_045154302.1	XP_005339483.1
OG0017239	XP_004703254.1	XP_005333304.1
OG0017241	XP_004714140.3	XP_005330293.2
OG0017242	XP_004707790.1	XP_013221757.2
OG0017244	XP_030742944.2	XP_005320698.2
OG0017247	XP_004715025.1	XP_005331632.1
OG0017250	XP_004716473.1	XP_005342907.1
OG0017256	XP_045150471.1	XP_040139525.1
OG0017257	XP_030742217.1	XP_021589681.1
OG0017258	XP_030743801.1	XP_040144083.1
OG0017274	XP_004706148.1	XP_005323762.1
OG0017276	XP_045141987.1	XP_005327268.2
OG0017277	XP_045141968.1	XP_005337930.1
OG0017278	XP_045154114.1	XP_040133396.1
OG0017279	XP_004717759.1	XP_005331307.1
OG0017281	XP_004700232.2	XP_040134466.1
OG0017283	XP_045143599.1	XP_005338842.1
OG0017284	XP_045143825.1	XP_005338780.2
OG0017289	XP_004707414.1	XP_005321553.1
OG0017292	XP_012859545.1	XP_005328814.1
OG0017293	XP_012859470.1	XP_005322464.1
OG0017296	XP_045140984.1	XP_040128946.1
OG0017298	XP_004710897.1	XP_005318787.2
OG0017299	XP_004711848.1	XP_040137938.1
OG0017303	XP_012861965.1	XP_005316172.1
OG0017304	XP_004697659.1	XP_040149344.1
OG0017307	XP_004700478.1	XP_021581492.1
OG0017310	XP_045151773.1	XP_040148832.1
OG0017315	XP_004708092.2	XP_005319280.1
OG0017319	XP_045146362.1	XP_021576202.2
OG0017320	XP_030741562.2	XP_013220857.1
OG0017321	XP_030743397.1	XP_040139918.1, XP_040139917.1
OG0017326	XP_030741471.1	XP_040147110.1
OG0017327	XP_045153588.1	XP_005332979.1
OG0017328	XP_045145632.1	XP_040146290.1
OG0017329	XP_004716882.1	XP_013218745.1
OG0017330	XP_045146263.1	XP_021576983.1, XP_040147030.1, XP_021576981.1
OG0017331	XP_012863879.1	XP_005342547.2
OG0017332	XP_012863878.1	XP_005342548.1
OG0017333	XP_004708873.1	XP_005323239.2
OG0017334	XP_030741589.2	XP_021576977.1
OG0017337	XP_045151021.1	XP_040145981.1
OG0017338	XP_030743506.1	XP_040124205.1
OG0017344	XP_030743093.1	XP_005334051.1
OG0017345	XP_045151927.1	XP_040136993.1
OG0017346	XP_030743112.2	XP_005338360.1
OG0017347	XP_030740607.1	XP_040136548.1
OG0017348	XP_030740972.1	XP_040137782.1
OG0017353	XP_004703459.1	XP_005339378.1
OG0017354	XP_012862605.1	XP_040126358.1
OG0017355	XP_045150971.1	XP_021585468.1
OG0017356	XP_004713497.1	XP_005331108.1
OG0017360	XP_045154636.1	XP_040138155.1
OG0017363	XP_045152565.1	XP_005337537.1
OG0017365	XP_012861934.1	XP_005334870.1
OG0017367	XP_004717306.1	XP_040144313.1
OG0017368	XP_012863775.2	XP_040137881.1
OG0017369	XP_045141493.1	XP_005338588.1
OG0017370	NP_072067.1	YP_009145196.1
OG0017371	XP_004699566.1	XP_005317955.1
OG0017372	XP_004702219.1	XP_021585144.2
OG0017374	XP_004706181.1	XP_005323686.2
OG0017375	XP_004706933.1	XP_005327966.1
OG0017376	XP_004714380.1	XP_005342172.1
OG0017377	XP_012859511.1	XP_040135113.1
OG0017380	XP_012861997.1	XP_005322239.2
OG0017381	XP_030741616.1	XP_013213668.2
OG0017382	XP_045141758.1, XP_030744804.1	XP_040134522.1
OG0017384	XP_045141946.1	XP_005336059.1
OG0017386	XP_045146413.1	XP_013221295.1
OG0017388	XP_045147918.1	XP_040134700.1
OG0017389	XP_045152142.1	XP_040129778.1
OG0017390	XP_045154649.1	XP_040138177.1
OG0017429	XP_004718090.2	XP_005320699.1
OG0017431	XP_012860967.1	XP_005327350.1
OG0017434	XP_004708961.3	XP_005323185.1
OG0017436	XP_045140722.1	XP_005341490.1
OG0017437	XP_004715022.1	XP_005331633.1
OG0017439	XP_030741688.2	XP_005342627.1
OG0017442	XP_030742125.2	XP_040135868.1
OG0017448	XP_004710554.2	XP_013218847.2
OG0017451	XP_004712700.1	XP_005320370.1
OG0017453	XP_004703740.1	XP_005329075.1
OG0017458	XP_030744245.1	XP_040141238.1
OG0017459	XP_045149380.1	XP_040125272.1
OG0017460	XP_030742383.1	XP_040125290.1
OG0017461	XP_045149858.1	XP_040135894.1
OG0017464	XP_004705615.1	XP_040134534.1
OG0017467	XP_045144087.1	XP_040130708.1
OG0017471	XP_030743976.1	XP_040124608.1
OG0017472	XP_012861236.2	XP_005321907.1
OG0017473	XP_004707415.3	XP_005321554.1
OG0017477	XP_030742066.1	XP_040139619.1
OG0017480	XP_004711160.1	XP_021580213.2
OG0017481	XP_045151566.1	XP_040143466.1
OG0017482	XP_030741986.2	XP_021590471.2
OG0017487	XP_030743466.1	XP_040125668.1
OG0017493	XP_004714398.1	XP_040146538.1
OG0017494	XP_004714329.1	XP_005332081.1
OG0017497	XP_012863892.2	XP_005342536.1
OG0017498	XP_004717175.1	XP_005342392.1
OG0017499	XP_012863709.1	XP_005341129.2
OG0017500	XP_030741752.1	XP_040140567.1
OG0017502	XP_045150903.1	XP_021590696.1
OG0017503	XP_045151491.1	XP_005320706.1
OG0017504	XP_045151406.1	XP_040129949.1
OG0017510	XP_004711515.1	XP_013213859.1
OG0017511	XP_045143157.1	XP_040136558.1
OG0017512	XP_004714468.3	XP_005320904.1
OG0017513	XP_004697787.1	XP_005328732.1
OG0017514	XP_045142402.1	XP_021582442.2
OG0017517	XP_004717906.1	XP_005323675.1
OG0017520	XP_045141463.1	XP_005338560.2
OG0017523	NP_072057.1	YP_009145186.1
OG0017524	NP_072058.1	YP_009145187.1
OG0017525	NP_072059.1	YP_009145188.1
OG0017526	NP_072060.1	YP_009145189.1
OG0017527	NP_072062.1	YP_009145191.1
OG0017528	NP_072063.1	YP_009145192.1
OG0017529	NP_072064.1	YP_009145193.1
OG0017530	NP_072065.1	YP_009145194.1
OG0017531	NP_072066.1	YP_009145195.1
OG0017532	NP_072068.1	YP_009145197.1
OG0017533	NP_072069.1	YP_009145198.1
OG0017534	XP_004697298.1	XP_013221683.2, XP_013221991.1
OG0017535	XP_004698908.1	XP_005342799.2
OG0017536	XP_004702865.2	XP_040147433.1
OG0017537	XP_004702915.1	XP_005319224.1
OG0017538	XP_004714816.1	XP_005331425.1
