Orthogroup	Echinops_telfairi	Mus_musculus
OG0013711	XP_004704468.2	XP_011240384.1
OG0013712	XP_045139748.1	NP_001355787.1
OG0013713	XP_004704371.1	NP_033854.1
OG0013714	XP_045139898.1	NP_001389743.1, NP_001389745.1
OG0013715	XP_004708622.1	NP_031746.1
OG0013716	XP_004717841.1	NP_082253.1
OG0013717	XP_004717840.1	NP_034107.2
OG0013718	XP_004704110.1	NP_064306.2
OG0013720	XP_004704118.1	XP_011241243.1
OG0013721	XP_004704123.1	NP_058549.1
OG0013722	XP_045153545.1	NP_081086.2
OG0013723	XP_045153440.1	XP_036010996.1
OG0013724	XP_030743517.2	NP_598482.2
OG0013725	XP_045153608.1	NP_598471.3, XP_006512325.1, NP_666124.1
OG0013726	XP_004704130.1	NP_001280577.1
OG0013727	XP_004708626.1	NP_001404765.1
OG0013728	XP_030742810.1	XP_006512384.1, NP_083011.2
OG0013729	XP_004708731.1	NP_659042.1
OG0013730	XP_004708722.1	XP_006512208.1, NP_001160116.1
OG0013731	XP_004704107.4	NP_666341.1
OG0013732	XP_004704267.1	NP_080312.1
OG0013733	XP_045145544.1, XP_045153524.1	XP_036010981.1, NP_780589.3
OG0013734	XP_012860502.1	NP_077184.2
OG0013735	XP_045153506.1	NP_001382689.1
OG0013738	XP_004704250.2	NP_064389.2
OG0013739	XP_012860469.1	NP_775625.1
OG0013740	XP_004704075.1	NP_001344565.1
OG0013741	XP_045153630.1	XP_036011120.1, NP_081039.2
OG0013742	XP_045153631.1	XP_030100352.2, NP_001161395.1
OG0013743	XP_004704238.1	NP_001096077.1
OG0013744	XP_004704058.2	NP_001344368.1
OG0013745	XP_030743565.1	NP_001346669.1
OG0013746	XP_004716045.1	NP_780533.2
OG0013747	XP_045153750.1	NP_795953.2, XP_006511769.3
OG0013748	XP_004712159.1	NP_001154834.1
OG0013749	XP_004712158.1	NP_001093921.1
OG0013750	XP_045140159.1, XP_004712157.1	NP_080111.1
OG0013751	XP_004712147.1	NP_083044.2
OG0013752	XP_004712139.1	NP_084495.2
OG0013755	XP_012862553.1	NP_001355808.1
OG0013756	XP_004712123.1	NP_035773.2
OG0013757	XP_045143404.1	NP_808577.3
OG0013758	XP_012861581.1	NP_001342059.1
OG0013759	XP_012861582.2	NP_663514.2
OG0013760	XP_045150938.1	NP_001074698.1
OG0013761	XP_004708591.1	NP_001005509.1
OG0013762	XP_045150936.1	XP_011238469.2, NP_001074731.1
OG0013763	XP_045150934.1	XP_030108505.1, NP_808523.2
OG0013764	XP_030743509.1	NP_001160131.1
OG0013765	XP_045152254.1	NP_064321.2
OG0013766	XP_045153315.1	NP_613057.2
OG0013767	XP_004704276.1	NP_766516.2
OG0013768	XP_004697895.1	NP_034533.1
OG0013769	XP_004698040.1	NP_033534.2, NP_001408116.1
OG0013770	XP_004717005.2	NP_034870.1
OG0013771	XP_004697859.1	NP_036047.2
OG0013772	XP_045151111.1	XP_030108105.1
OG0013773	XP_030742864.1	NP_079590.1
OG0013774	XP_004697873.1	NP_032818.1
OG0013775	XP_045151366.1	XP_036014693.1
OG0013776	XP_004697902.1	NP_780322.2
OG0013777	XP_004698222.1	NP_031720.1
OG0013778	XP_004698229.1	NP_081917.1
OG0013779	XP_030742885.2	NP_001263329.1, XP_006500105.1
OG0013780	XP_004697949.1	XP_006499369.1
OG0013781	XP_004697952.1	XP_036018567.1, NP_083964.2
OG0013782	XP_004718188.1	NP_033354.2, XP_006499163.1
OG0013783	XP_045151374.1	NP_001276667.1
OG0013784	XP_004698273.1	NP_083340.2
OG0013786	XP_004698278.2	NP_598611.2
OG0013787	XP_004698279.2	XP_006500435.2
OG0013788	XP_004697985.2	NP_033254.2
OG0013789	XP_004698287.2	XP_011238014.1
OG0013790	XP_030742937.2	NP_083638.1
OG0013791	XP_045151397.1	NP_001393254.1
OG0013792	XP_030742874.2	NP_001349827.1
OG0013793	XP_030742934.1	NP_082064.3
OG0013794	XP_045151072.1	NP_001158135.1, XP_036018203.1
OG0013795	XP_045151450.1	XP_006499899.1, NP_001170910.1
OG0013796	XP_004698314.2	NP_941029.2
OG0013797	XP_004698320.1	NP_032515.2
OG0013798	XP_004698043.1	NP_082251.2
OG0013799	XP_004698044.1	NP_001359442.1, NP_665685.1
OG0013800	XP_045151436.1	NP_033434.2
OG0013801	XP_004698350.1	XP_006500323.3, NP_001258504.1
OG0013802	XP_004698066.1	XP_011238034.1, NP_079851.2
OG0013803	XP_004698068.1	NP_001394210.1
OG0013804	XP_004698358.1	NP_848462.1
OG0013805	XP_004698078.1	NP_083646.1
OG0013806	XP_045151420.1	NP_569718.1
OG0013808	XP_004698373.2	XP_036018302.1, NP_062809.2
OG0013809	XP_004698375.1	NP_035557.1
OG0013810	XP_030742895.2	XP_006500200.1, NP_001074177.1
OG0013811	XP_045151386.1	NP_084091.2
OG0013812	XP_012863898.1	NP_001342114.1
OG0013813	XP_012863897.2	NP_082434.1
OG0013814	XP_004716137.1	NP_001074640.1
OG0013815	XP_004716106.1	XP_006500694.1, NP_848865.4
OG0013816	XP_004716140.2	NP_036099.1
OG0013817	XP_004716130.2	NP_082755.1
OG0013818	XP_004716102.2	NP_001347264.1
OG0013819	XP_045152908.1	NP_776122.1
OG0013820	XP_045152856.1	XP_006500696.1
OG0013822	XP_004716091.1	NP_033159.1
OG0013823	XP_004716118.2	NP_076173.1
OG0013824	XP_004716116.1	NP_899004.1
OG0013825	XP_045152875.1	NP_001365934.1
OG0013826	XP_045152862.1	XP_006500641.1
OG0013827	XP_004698221.1	NP_796277.2, XP_011237904.1
OG0013828	XP_045151256.1	NP_619596.1
OG0013829	XP_012863387.1	NP_955008.2, XP_036017398.1
OG0013830	XP_012861360.1	NP_666358.2
OG0013831	XP_045150454.1	NP_808255.1
OG0013832	XP_012862334.1	NP_081614.1
OG0013833	XP_004711301.2	NP_001157042.1
OG0013834	XP_045149937.1	NP_083213.2
OG0013835	XP_045149983.1	NP_001411652.1
OG0013836	XP_045149932.1	XP_006504964.1
OG0013837	XP_045149998.1	NP_598659.3
OG0013839	XP_012863222.2	NP_033793.1
OG0013840	XP_004714894.3	NP_001108621.1
OG0013841	XP_004715201.1	NP_001034767.1
OG0013842	XP_004715459.1	NP_705827.2
OG0013843	XP_004714875.1	NP_663438.1
OG0013844	XP_045150001.1	XP_006519289.1
OG0013845	XP_045149891.1	XP_006519721.1
OG0013846	XP_004714886.1	NP_033402.2
OG0013847	XP_030742473.2	NP_084280.2
OG0013848	XP_045149963.1	NP_079958.3
OG0013849	XP_045141995.1	NP_001280566.1
OG0013850	XP_030740482.1	NP_001161453.1
OG0013851	XP_045142767.1	XP_036014741.1, NP_001074532.1
OG0013852	XP_045142499.1	NP_700463.3
OG0013853	XP_045142874.1	XP_006518945.1
OG0013854	XP_045142770.1	NP_001240741.1
OG0013855	XP_004707770.4	XP_036014462.1, NP_766192.1
OG0013856	XP_045142852.1	NP_067450.1
OG0013857	XP_004707662.1	NP_080607.2
OG0013858	XP_004707660.1	NP_598839.2
OG0013859	XP_004707657.1	NP_061251.1
OG0013860	XP_004707654.2	NP_067303.1
OG0013861	XP_004707748.2	NP_001291920.1
OG0013862	XP_004707646.1	XP_006519661.1, NP_850919.1
OG0013863	XP_045150018.1, XP_004707630.1	NP_031535.2
OG0013864	XP_045150675.1	XP_006496526.3
OG0013865	XP_004701714.1	NP_079729.1
OG0013866	XP_045150241.1	NP_001306156.1
OG0013867	XP_004701734.1	NP_067611.2
OG0013868	XP_004701736.1	XP_006529141.1, NP_033734.3
OG0013869	XP_004701741.2	NP_001104784.1
OG0013870	XP_004718198.1	NP_001192320.1
OG0013871	XP_045151294.1	NP_001185502.1
OG0013872	XP_004701911.1	XP_006529103.1, NP_001268395.1
OG0013873	XP_004701917.1	NP_631891.1
OG0013874	XP_030743463.1	XP_006529127.1, NP_598566.3
OG0013875	XP_004701927.1	NP_001028464.1
OG0013876	XP_012859841.1	XP_006529653.1
OG0013877	XP_045151644.1	NP_080196.3
OG0013878	XP_012863223.2	NP_081795.1
OG0013879	XP_045145509.1	NP_803424.2
OG0013880	XP_004709815.2	NP_001334318.1
OG0013881	XP_045152673.1	NP_001297638.1, XP_006535095.1
OG0013882	XP_004709682.2	NP_001020732.1
OG0013883	XP_004709808.1	XP_011247721.1
OG0013884	XP_012861868.1	NP_001346415.1, NP_084028.1
OG0013885	XP_004709675.1	NP_001192012.1
OG0013886	XP_030743295.1	NP_082719.1
OG0013887	XP_045152663.1	XP_036021216.1, NP_062409.1
OG0013888	XP_045152662.1	NP_035726.2
OG0013889	XP_045152711.1	NP_663346.1
OG0013890	XP_045152789.1	NP_001404824.1
OG0013891	XP_045152690.1	XP_006530277.1
OG0013892	XP_045152657.1	NP_659507.3, XP_006530432.1
OG0013893	XP_004709784.1	NP_808544.1
OG0013894	XP_012861891.1	NP_084205.3
OG0013895	XP_045152782.1	NP_598678.2
OG0013896	XP_004709770.1	NP_084126.1
OG0013897	XP_004709652.1	NP_080276.2
OG0013898	XP_045152654.1	NP_001357769.1, XP_030110402.1
OG0013899	XP_004709647.1	NP_780632.1, XP_006530179.1
OG0013900	XP_045152686.1	NP_035156.2
OG0013901	XP_045152804.1	NP_081159.1
OG0013902	XP_045152813.1	XP_030110094.1
OG0013903	XP_045152627.1	NP_852086.3, XP_006530414.1
OG0013904	XP_004709716.3	NP_001103462.1, NP_035332.1
OG0013905	XP_004709721.2	NP_001346073.1
OG0013906	XP_045152635.1	NP_573484.2, XP_006530237.1
OG0013907	XP_004709607.1	NP_035665.2
OG0013908	XP_045152695.1	NP_766309.2
OG0013909	XP_045152698.1	NP_067319.2
OG0013910	XP_030743286.2	NP_663539.1
OG0013911	XP_004709613.1	NP_067514.2
OG0013912	XP_004709626.1	NP_080780.1
OG0013913	XP_004709751.2	NP_031409.2
OG0013914	XP_004709600.1	NP_001365826.1
OG0013915	XP_045152624.1	XP_006530402.1
OG0013916	XP_004709595.1	NP_001153413.1
OG0013917	XP_012861837.1	NP_081081.1
OG0013918	XP_045152776.1	NP_001028374.1
OG0013919	XP_045152617.1	NP_001343550.1
OG0013920	XP_004715394.1	NP_001346317.1
OG0013921	XP_012863333.1	XP_006534908.1, NP_001254551.1
OG0013922	XP_004715380.1	NP_035028.2
OG0013923	XP_004716806.3	NP_598784.1
OG0013924	XP_045145550.1	XP_011242054.1, NP_082298.1
OG0013925	XP_004716782.3	NP_082135.2
OG0013926	XP_004716776.1	NP_694782.1
OG0013928	XP_045145593.1	XP_017176280.1, NP_919321.2
OG0013929	XP_045145501.1	XP_006513710.1, NP_035950.2
OG0013930	XP_045145572.1, XP_004716395.1, XP_045145578.1	XP_011241675.1, NP_034491.2
OG0013931	XP_004701259.1	NP_038739.2
OG0013932	XP_045147464.1	XP_036016030.1, NP_001028336.1
OG0013933	XP_004716373.1	NP_034178.2
OG0013934	XP_004716413.1	NP_035158.2
OG0013935	XP_004716380.1	NP_080084.2
OG0013936	XP_045145601.1	XP_006522653.1
OG0013937	XP_045145590.1	NP_075837.3
OG0013938	XP_004716420.1	NP_001365723.1
OG0013939	XP_045147585.1	NP_112539.2
OG0013940	XP_004701424.1	NP_001074543.1
OG0013942	XP_045147605.1	NP_077166.4
OG0013943	XP_045145473.1	NP_001390215.1, XP_006535218.1
OG0013944	XP_004717705.1	NP_073148.1, XP_036008152.1
OG0013946	XP_004713828.1	XP_017177096.1, NP_808455.2
OG0013947	XP_045143153.1	NP_666176.1
OG0013948	XP_004716937.1	NP_001020013.1
OG0013949	XP_004710340.1	NP_031536.2
OG0013950	XP_045151834.1	NP_001355635.1
OG0013951	XP_045151862.1	XP_036021662.1
OG0013952	XP_004710345.1	NP_001028551.2, XP_006506301.1
OG0013953	XP_045151888.1	NP_035787.1
OG0013954	XP_045151829.1	NP_034349.1
OG0013955	XP_004710536.1	NP_598688.1
OG0013956	XP_004717697.1	XP_017176774.1
OG0013957	XP_045141803.1	XP_006506317.1, NP_795977.1
OG0013958	XP_004717700.1	NP_034334.1
OG0013959	XP_004702280.1	NP_079634.2
OG0013960	XP_012863966.1	NP_705817.2
OG0013961	XP_004708282.1	XP_030111162.1, NP_663366.2
OG0013962	XP_004708168.1, XP_045155931.1, XP_012859977.1	NP_079871.1
OG0013963	XP_004708174.1	NP_001355624.1
OG0013964	XP_030743106.1	NP_032505.1
OG0013965	XP_004708289.1	NP_038562.2
OG0013966	XP_004708197.1	NP_031557.2
OG0013967	XP_045151932.1	NP_038564.1
OG0013968	XP_045151940.1	NP_075632.3, NP_001106827.1
OG0013969	XP_004708206.1	NP_080543.2
OG0013970	XP_030743101.1	NP_034949.3
OG0013971	XP_012863980.1	XP_006505603.1, NP_032134.2
OG0013972	XP_045149198.1	NP_031987.3
OG0013973	XP_004716275.1	NP_001103384.1
OG0013974	XP_004713854.1	NP_080082.1, XP_006506548.1
OG0013975	XP_045144425.1	NP_997566.2
OG0013976	XP_004713844.1	NP_067446.1
OG0013977	XP_004700034.1	NP_083526.2
OG0013978	XP_004700041.2	NP_034786.1
OG0013979	XP_012859422.2	NP_064307.2
OG0013980	XP_045144372.1	XP_006507111.1
OG0013981	XP_045144405.1	NP_945318.2
OG0013982	XP_045144356.1	NP_001398564.1
OG0013983	XP_004700061.1	XP_006507126.1, NP_796166.2
OG0013984	XP_045152318.1	XP_006507077.1
OG0013985	XP_004700260.1	XP_011243998.1, NP_061273.1
OG0013986	XP_004700263.1	XP_017171930.1
OG0013987	XP_045152324.1	XP_030104725.1
OG0013988	XP_012862388.1	NP_001333714.1
OG0013989	XP_045143174.1	NP_032997.3
OG0013990	XP_045143172.1	NP_997416.2, XP_036015266.1
OG0013991	XP_004711495.1	NP_780460.3, XP_036015519.1
OG0013992	XP_004711489.1	NP_080629.1
OG0013993	XP_004711476.1	XP_017171904.1
OG0013994	XP_004711463.1	NP_038667.2
OG0013995	XP_045139697.1, XP_045143216.1	NP_001398840.1
OG0013996	XP_030740601.1	NP_035841.1
OG0013997	XP_045143194.1	XP_011243999.1
OG0013998	XP_004711534.1	NP_082500.2
OG0013999	XP_004711531.2	NP_082291.1
OG0014000	XP_004711449.1	NP_034401.1
OG0014001	XP_030740609.1	NP_082456.1, XP_036015493.1
OG0014002	XP_045143142.1	NP_001002900.1
OG0014003	XP_045143187.1	XP_011243789.1
OG0014004	XP_004711433.1	XP_017172026.1
OG0014005	XP_030740925.2, XP_045143159.1	NP_001257466.1
OG0014006	XP_004711426.1	XP_017172001.1
OG0014007	XP_045143156.1	NP_062391.3, XP_006521259.1
OG0014008	XP_004711418.1	NP_032500.2
OG0014009	XP_030740605.1	XP_006521203.1, NP_001003667.1
OG0014010	XP_004711409.1	NP_997652.4, XP_006521177.1
OG0014011	XP_045143220.1	XP_030104299.1
OG0014012	XP_004711506.1	NP_663600.2
OG0014013	XP_004716939.1	XP_036015057.1
OG0014014	XP_045152267.1	XP_006520531.1
OG0014015	XP_004716957.1	NP_032826.1
OG0014016	XP_004716977.2	NP_899087.2, XP_006514069.1
OG0014017	XP_004701126.1	NP_001098671.1, XP_017173748.1
OG0014018	XP_045147554.1	NP_033371.2
OG0014019	XP_045147329.1	NP_001357754.1
OG0014020	XP_030741511.2	NP_033004.1, XP_006518791.1
OG0014023	XP_004716311.1	NP_848906.1
OG0014025	XP_004716293.1	NP_001029209.1
OG0014026	XP_045147353.1	NP_898867.1
OG0014027	XP_004701138.1	NP_062301.3
OG0014028	XP_004701131.1	NP_001365726.1
OG0014029	XP_004701129.1	NP_034745.1
OG0014030	XP_045147461.1	NP_032271.1
OG0014031	XP_012859710.1	NP_291092.1
OG0014032	XP_045147299.1	NP_780716.1
OG0014033	XP_004701397.1	NP_067290.2
OG0014034	XP_045147407.1	XP_011245474.1
OG0014035	XP_030741897.1	XP_011245721.2, NP_001363869.1
OG0014036	XP_012859639.1	XP_006527155.1, NP_036034.1
OG0014038	XP_045147176.1	NP_001357696.1
OG0014039	XP_012859638.1	NP_056563.2, XP_030106689.1
OG0014040	XP_004701083.1	NP_082428.1
OG0014041	XP_045147219.1	NP_796293.2
OG0014042	XP_045147548.1, XP_045147549.1	NP_001107034.1
OG0014043	XP_004701376.1	NP_109628.1, XP_011245709.1
OG0014044	XP_004701049.1	NP_080337.1
OG0014045	XP_045147231.1	NP_001074694.1
OG0014046	XP_004701368.1	NP_722491.2
OG0014047	XP_012859632.1	NP_068701.1, XP_006526978.1
OG0014048	XP_004701038.1	NP_766227.1
OG0014049	XP_004701023.1	XP_006526786.3
OG0014050	XP_030741826.2	NP_056567.2
OG0014051	XP_004701357.1	NP_031835.3
OG0014052	XP_045147515.1	NP_001157835.1
OG0014053	XP_004701006.2	NP_796316.2
OG0014054	XP_030741877.1	NP_001347561.1
OG0014055	XP_012859621.1	NP_031816.2
OG0014056	XP_045147322.1	XP_006526923.1
OG0014057	XP_045147414.1	NP_001390105.1
OG0014058	XP_045147467.1	NP_001157735.1
OG0014059	XP_045147245.1	XP_036017465.1
OG0014060	XP_045147463.1	NP_082391.1
OG0014061	XP_045147347.1	XP_006527440.1
OG0014062	XP_004700961.1	NP_034253.3
OG0014063	XP_012859612.1	NP_080713.2
OG0014064	XP_004700953.1	NP_038891.4
OG0014065	XP_045147243.1	NP_001025153.2
OG0014066	XP_030741810.1	NP_001074432.1
OG0014067	XP_045147567.1	NP_001389570.1
OG0014068	XP_030741867.2	NP_001034623.1
OG0014070	XP_045147446.1	NP_082371.1
OG0014071	XP_045147320.1	NP_835216.3
OG0014072	XP_004701295.1	NP_080126.1
OG0014073	XP_045147319.1	NP_001289014.1
OG0014074	XP_004700931.1	NP_848784.1
OG0014075	XP_045147310.1	NP_075629.2
OG0014076	XP_045147309.1	NP_899112.2
OG0014077	XP_004701287.2	NP_033890.1
OG0014078	XP_045147272.1	NP_796235.4
OG0014079	XP_045146169.1	NP_808449.1
OG0014080	XP_004697553.1	NP_035728.2
OG0014081	XP_045143226.1	NP_032330.1
OG0014082	XP_004697606.1	NP_001277322.1
OG0014083	XP_004697607.1	NP_898849.1
OG0014084	XP_004697612.1	NP_598587.2
OG0014085	XP_012862911.1	NP_080810.2
OG0014086	XP_045149473.1	XP_006537725.1
OG0014087	XP_004697637.1	NP_001264078.1
OG0014088	XP_004697814.2	XP_006537682.1, NP_034411.2
OG0014089	XP_004697813.2	NP_056582.1
OG0014090	XP_030740713.2	NP_031851.3
OG0014091	XP_004697595.2	NP_780445.1
OG0014092	XP_004697594.1	NP_848486.1
OG0014093	XP_012862310.3	NP_032677.2
OG0014094	XP_004697586.2	NP_001095900.1
OG0014095	XP_045151574.1	XP_036019142.1
OG0014096	XP_004697583.2	XP_006495504.1
OG0014097	XP_004697803.1	NP_001074678.2
OG0014098	XP_045141754.1	XP_006495509.1
OG0014099	XP_004697577.1	NP_001398640.1
OG0014100	XP_004697796.1	NP_001355600.1
OG0014101	XP_004697562.1	NP_079561.1
OG0014102	XP_012862194.2	NP_001344001.1
OG0014106	XP_004697788.1	NP_078771.1
OG0014107	XP_004697785.1	NP_079752.3
OG0014108	XP_004697538.1	NP_033918.1
OG0014109	XP_045142856.1	NP_848732.3, XP_006538297.1
OG0014110	XP_004697777.1	NP_082540.1
OG0014111	XP_004697536.2	NP_690025.3
OG0014112	XP_004697776.1	XP_030109691.1, NP_082775.1
OG0014113	XP_045141996.1	XP_006537631.1
OG0014114	XP_045143275.1	NP_001034645.1
OG0014115	XP_004697526.1	NP_918944.2
OG0014116	XP_030744416.2	NP_032985.2
OG0014117	XP_004712774.1	NP_663505.1, XP_011237767.1
OG0014118	XP_004712777.1	NP_081205.1
OG0014120	XP_004712085.1	NP_034859.2
OG0014121	XP_045143604.1	NP_997089.1
OG0014122	XP_012862710.2	XP_017172189.1, NP_001306085.1
OG0014123	XP_045143666.1	NP_035710.2
OG0014124	XP_004712806.3	NP_033903.2, XP_006498685.1
OG0014125	XP_045143783.1	XP_006499168.1, NP_001001982.3
OG0014126	XP_004712767.1	NP_001028308.1
OG0014127	XP_004712781.1	NP_084388.2
OG0014128	XP_004709424.1	NP_598599.2
OG0014129	XP_045142431.1	NP_035873.2
OG0014130	XP_045142391.1	NP_081167.2
OG0014131	XP_004709533.1	XP_006498790.1, NP_038541.1
OG0014132	XP_045142359.1	XP_006499802.1
OG0014133	XP_030740368.1	NP_666085.2
OG0014134	XP_004709542.1	NP_001020542.1
OG0014135	XP_004709458.2	NP_001242984.1, NP_653128.2
OG0014136	XP_004709459.1	NP_083190.1
OG0014137	XP_004709550.1	NP_080053.1
OG0014138	XP_030741636.1	NP_001028428.2
OG0014139	XP_012861826.3	XP_006498847.1, NP_032256.3
OG0014140	XP_004709564.1	NP_083439.2
OG0014141	XP_004709486.1	NP_796324.1
OG0014142	XP_004709487.1	XP_006510944.1, NP_033156.1
OG0014143	XP_045142351.1	NP_705812.2
OG0014144	XP_004709492.2	NP_032288.1
OG0014145	XP_030740372.2	NP_082392.1
OG0014146	XP_004709499.1	NP_001344927.1
OG0014147	XP_045142426.1	NP_666336.3
OG0014148	XP_004709513.2	XP_006511639.1
OG0014149	XP_030742787.1	NP_001391612.1
OG0014150	XP_012862552.2	XP_017168555.1, NP_694759.1
OG0014151	XP_004711991.1	NP_001001295.2
OG0014152	XP_045141729.1	NP_001298027.1
OG0014153	XP_004711995.1	NP_035970.1
OG0014154	XP_004711994.4	NP_081366.1
OG0014155	XP_004711999.1	NP_034323.1
OG0014156	XP_004712001.1	NP_780693.2, XP_006511157.3
OG0014157	XP_045141753.1	NP_079997.1
OG0014158	XP_004712070.1	NP_663591.3
OG0014159	XP_030740179.1	XP_006511438.1
OG0014160	XP_004712084.1	NP_795895.1
OG0014161	XP_004712094.2	XP_036010794.1, NP_954692.2
OG0014162	XP_045141738.1	XP_006511406.1, NP_079693.1
OG0014163	XP_045141605.1	NP_062625.2
OG0014164	XP_045141606.1	NP_620570.2
OG0014165	XP_004712795.1	NP_766109.1
OG0014166	XP_004709539.1	XP_006498797.1, NP_536707.2
OG0014167	XP_004709552.1	NP_778199.2
OG0014168	XP_045142458.1	XP_036011014.1, NP_001185718.1
OG0014169	XP_004716357.1	XP_036011252.1, NP_780415.1
OG0014170	XP_012862354.1	NP_058663.2, XP_036015893.1
OG0014171	XP_045140791.1	XP_017172672.1, NP_001357817.1
OG0014172	XP_004697358.1	NP_033776.1
OG0014173	XP_004696943.1	XP_006513278.1, NP_543121.1
OG0014174	XP_004697333.2	NP_084092.2, XP_006514358.1
OG0014175	XP_045142179.1	NP_001334174.1, XP_011244320.1
OG0014176	XP_004706482.1	NP_083079.1
OG0014177	XP_004711373.1	NP_938044.1
OG0014178	XP_004711361.1	NP_001106679.1
OG0014179	XP_004713165.1	NP_080642.1
OG0014180	XP_004718041.1	NP_033970.3
OG0014181	XP_045140396.1	NP_033467.2, XP_006523047.1
OG0014182	XP_012861375.1	NP_031860.1
OG0014183	XP_004696992.1	NP_001106860.1
OG0014184	XP_030744543.2	XP_006523176.1
OG0014185	XP_045140820.1	NP_032817.1
OG0014186	XP_045140695.1	NP_065647.1
OG0014187	XP_030744694.1	NP_079566.1
OG0014188	XP_004696964.1	NP_001398385.1
OG0014189	XP_045140553.1	NP_082520.2
OG0014190	XP_004696956.1	NP_001074524.1
OG0014191	XP_004696955.1	NP_083822.1
OG0014192	XP_004696949.2	NP_062777.2
OG0014193	XP_045140529.1	NP_001103461.1, XP_006513236.1
OG0014194	XP_004696941.1	NP_083937.1
OG0014195	XP_045140351.1	NP_766138.3
OG0014196	XP_004716002.1	NP_964000.2
OG0014197	XP_045151777.1	NP_032965.1
OG0014198	XP_045140160.1	XP_036018747.1
OG0014199	XP_012860320.1	XP_006502164.1, NP_082084.1
OG0014200	XP_004703370.1	XP_006501303.1
OG0014201	XP_004703517.1	NP_001396782.1
OG0014202	XP_004703512.1	NP_032238.2
OG0014203	XP_004703355.1	XP_006501881.1, NP_064661.2
OG0014204	XP_004703503.2	NP_083222.2
OG0014205	XP_045140262.1	XP_006501546.1
OG0014206	XP_004703340.1	NP_001028327.1, XP_006502118.1
OG0014207	XP_004703498.1	NP_036062.1
OG0014208	XP_004703478.1	NP_034210.2
OG0014209	XP_045140274.1	NP_035334.2
OG0014210	XP_012860308.1	XP_006534885.1
OG0014211	XP_012860282.1	NP_690016.1
OG0014212	XP_045140071.1	NP_665838.1
OG0014213	XP_045140283.1	XP_006535161.1
OG0014214	XP_045139952.1	NP_001346924.1
OG0014215	XP_004703259.1	NP_080833.1
OG0014216	XP_004712355.1	XP_006521745.1, NP_001106872.1
OG0014217	XP_045142196.1	NP_001406041.1
OG0014218	XP_004706500.1	NP_001334173.1
OG0014219	XP_004706574.1	NP_031783.2
OG0014220	XP_045142066.1	NP_062652.1
OG0014221	XP_004706518.1	NP_083091.1
OG0014222	XP_004706443.1	XP_006522606.1
OG0014223	XP_004706446.1	NP_766204.2
OG0014224	XP_004706522.1	NP_938039.3, XP_006522793.1
OG0014225	XP_045142084.1	NP_034946.1
OG0014226	XP_045142136.1	NP_001371150.1, NP_766099.3
OG0014228	XP_030740300.1	XP_006522710.1
OG0014229	XP_045142096.1	NP_079608.1
OG0014230	XP_045142122.1	XP_036016025.1
OG0014231	XP_045142088.1	NP_001139797.1, XP_017172323.1
OG0014232	XP_045142094.1	NP_064656.2
OG0014233	XP_004709854.1	NP_796067.2
OG0014234	XP_045150201.1	NP_032251.2
OG0014235	XP_045143442.1	NP_647461.3
OG0014236	XP_045143514.1	XP_036015815.1, NP_766412.3
