Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0011958	XP_003756683.1	XP_012604404.1
OG0011959	XP_031809286.1	XP_012604463.1
OG0011960	XP_003756737.1	XP_012604554.1
OG0011961	XP_003756745.1	XP_012604551.1
OG0011962	XP_031809338.1	XP_012629622.1
OG0011963	XP_031809343.1	XP_012629624.1
OG0011964	XP_031820936.1	XP_012631145.1
OG0011965	XP_031820968.1	XP_012631149.1
OG0011966	XP_012396504.1	XP_012631094.1
OG0011967	XP_031793264.1	XP_012639505.1
OG0011968	XP_031821554.1	XP_020145585.1
OG0011969	XP_031821455.1	XP_012639539.1
OG0011970	XP_003759450.2	XP_012639541.1
OG0011971	XP_031821770.1	XP_012638403.1
OG0011972	XP_031822650.1	XP_012638686.1
OG0011973	XP_031822636.1	XP_020145809.1
OG0011974	XP_031822356.1	XP_012638976.1
OG0011975	XP_031822336.1	XP_012639105.1
OG0011976	XP_003757327.1	XP_012606872.1
OG0011977	XP_003757325.1	XP_012606876.1
OG0011978	XP_012409284.1	XP_012611242.1
OG0011979	XP_023349974.1	XP_012611247.1
OG0011980	XP_003757311.1	XP_012611398.1
OG0011981	XP_012409272.1	XP_012628070.1
OG0011982	XP_031810365.1	XP_012628071.1
OG0011983	XP_003757291.1	XP_012628086.1
OG0011984	XP_031810307.1	XP_012644421.1
OG0011985	XP_003757277.3	XP_012629301.1
OG0011986	XP_031818150.1	XP_012620858.1
OG0011987	XP_031818126.1	XP_012620905.1
OG0011988	XP_003765466.1	XP_012620918.1
OG0011989	XP_031818239.1	XP_012620932.1
OG0011990	XP_023356027.1	XP_012612769.1
OG0011991	XP_012401474.1	XP_012612783.1
OG0011992	XP_031818313.1	XP_012606003.1
OG0011993	XP_023355663.1	XP_012606195.1
OG0011994	XP_023355605.1	XP_012606114.1
OG0011995	XP_003765030.2	XP_012606113.1
OG0011996	XP_031818366.1	XP_012606116.1
OG0011997	XP_031818375.1	XP_012606034.1
OG0011998	XP_031818394.1	XP_012605991.1
OG0011999	XP_031818395.1	XP_020136340.1
OG0012000	XP_003765009.1	XP_012606304.1
OG0012001	XP_031818415.1	XP_020136394.1, XP_012605903.2
OG0012002	XP_031817390.1	XP_012605905.1
OG0012003	XP_003773649.1, XP_031818430.1	XP_012605907.1
OG0012004	XP_012400967.2	XP_012606314.1
OG0012005	XP_023355544.1	XP_012606070.1
OG0012006	XP_031818571.1	XP_020136784.1
OG0012007	XP_012400955.1	XP_012643120.2
OG0012008	XP_031817401.1	XP_012643127.1
OG0012009	XP_031818617.1	XP_012618557.1
OG0012010	XP_031818616.1	XP_020137114.1
OG0012011	XP_031818619.1	XP_020137118.1
OG0012012	XP_031818629.1	XP_012618537.1
OG0012013	XP_031818645.1	XP_012618508.1
OG0012014	XP_031818651.1	XP_012618513.1
OG0012015	XP_031818667.1	XP_020137179.1
OG0012016	XP_031818658.1	XP_012618504.1
OG0012017	XP_031818684.1	XP_012618579.2
OG0012018	XP_031818690.1	XP_020141091.1
OG0012019	XP_003766810.1	XP_012640771.1
OG0012020	XP_031818726.1	XP_012640812.1
OG0012021	XP_031818729.1	XP_012646853.1
OG0012022	XP_031818737.1	XP_012646870.1
OG0012023	XP_031817416.1	XP_012646871.2
OG0012024	XP_031818750.1	XP_020137345.1
OG0012025	XP_003759473.2	XP_012593808.1
OG0012026	XP_031797440.1	XP_020137505.1
OG0012027	XP_031797908.1	XP_012595182.1
OG0012028	XP_031824255.1	XP_012610034.1
OG0012029	XP_003759543.1	XP_012610032.1
OG0012030	XP_031824491.1	XP_012645708.1
OG0012031	XP_031824694.1	XP_012628894.1
OG0012032	XP_031805131.1	XP_020145766.1
OG0012033	XP_023351833.2	XP_012607273.2
OG0012034	XP_031823452.1	XP_012607260.1
OG0012035	XP_023351852.1	XP_020145775.1
OG0012036	XP_003759920.3	XP_012639829.1
OG0012037	XP_031822846.1	XP_020145717.1
OG0012038	XP_003759938.1	XP_012622254.1
OG0012039	XP_031821823.1	XP_012622247.1
OG0012040	XP_003759464.2	XP_012622244.1
OG0012041	XP_031821909.1	XP_012622232.1
OG0012042	XP_023351564.2, XP_031821963.1	XP_012622229.1
OG0012043	XP_003759469.1	XP_012622218.1
OG0012044	XP_003759487.1	XP_012593793.1
OG0012045	XP_012396544.1	XP_012593798.1
OG0012046	XP_012399469.1	XP_012593805.1
OG0012047	XP_031822257.1	XP_012639197.2
OG0012048	XP_003765673.1	XP_012615458.1
OG0012049	XP_031814962.1	XP_012615349.1
OG0012050	XP_031811320.1	XP_012620074.1
OG0012051	XP_012398285.2	XP_012620051.1
OG0012052	XP_003755635.1	XP_012620033.1
OG0012053	XP_031811354.1	XP_012620014.1
OG0012054	XP_003755622.1	XP_012619980.1
OG0012055	XP_031811393.1	XP_012604019.1
OG0012056	XP_031811424.1	XP_012644321.1
OG0012057	XP_003755567.1	XP_012618752.1
OG0012058	XP_031811463.1	XP_012618774.2
OG0012059	XP_031811487.1	XP_012618734.1
OG0012060	XP_031812164.1	XP_012618683.1
OG0012061	XP_003755503.2	XP_012618665.1
OG0012062	XP_023352520.2	XP_012607737.1
OG0012064	XP_031812626.1	XP_012593838.1
OG0012065	XP_031812631.1	XP_012594876.1
OG0012066	XP_031799106.1	XP_020137606.1
OG0012067	XP_031799616.1	XP_012592834.1
OG0012068	XP_031798701.1	XP_012592868.1
OG0012069	XP_031798819.1	XP_012592979.1
OG0012070	XP_031797245.1	XP_012593014.1
OG0012071	XP_031798691.1	XP_012593036.1
OG0012072	XP_012407792.2	XP_020139227.1
OG0012073	XP_031797752.1	XP_012609421.1
OG0012074	XP_003773364.4	XP_020137798.1
OG0012075	XP_031800123.1	XP_012609363.2
OG0012076	XP_023361818.1	XP_020137831.1
OG0012077	XP_031797128.1	XP_012626464.1
OG0012078	XP_003773372.1	XP_012626450.1
OG0012079	XP_031797805.1	XP_012628340.1
OG0012080	XP_031798914.1	XP_012592921.1
OG0012081	XP_031797213.1	XP_012592923.1
OG0012082	XP_031799008.1	XP_012592925.1
OG0012083	XP_031798928.1	XP_012592941.1
OG0012084	XP_031797491.1	XP_012638797.1
OG0012085	XP_031798522.1	XP_012638856.1
OG0012086	XP_003759489.1	XP_012593797.1, XP_020145688.1
OG0012087	XP_031805387.1	XP_012607317.1
OG0012088	XP_031799792.1	XP_020141896.1
OG0012089	XP_031812714.1	XP_012618110.1
OG0012090	XP_003754915.1	XP_012618102.1
OG0012091	XP_003755194.1	XP_012620157.1
OG0012092	XP_031809538.1	XP_012620971.1
OG0012093	XP_003756869.1	XP_012607763.1, XP_012611605.1
OG0012094	XP_031809514.1	XP_012612437.1
OG0012095	XP_031824372.1	XP_020137255.1
OG0012096	XP_003767853.3	XP_012593748.1
OG0012097	XP_003767863.3	XP_012593706.1
OG0012098	XP_023357831.1	XP_012593698.1
OG0012099	XP_031822774.1	XP_012593691.1
OG0012100	XP_031822769.1	XP_012593676.1
OG0012101	XP_031822745.1	XP_012593657.1
OG0012102	XP_003767877.1	XP_012593645.1
OG0012103	XP_031822756.1	XP_020137034.1
OG0012104	XP_031812823.1	XP_012618288.1
OG0012105	XP_031812809.1	XP_020136093.1
OG0012106	XP_031812813.1	XP_012618278.1
OG0012107	XP_031805244.1	XP_012618265.1
OG0012108	XP_031812760.1	XP_012618200.1
OG0012109	XP_031812758.1	XP_012618196.1
OG0012110	XP_003755072.1	XP_012618369.1
OG0012111	XP_031812728.1	XP_012618124.1
OG0012112	XP_031812726.1	XP_012618120.2
OG0012113	XP_031812707.1	XP_012618103.1
OG0012114	XP_031812695.1	XP_012618088.1
OG0012115	XP_031812684.1	XP_012618066.1
OG0012116	XP_031812420.1	XP_012618055.1
OG0012117	XP_031812394.1	XP_012618007.1
OG0012118	XP_031812393.1	XP_012618003.1
OG0012119	XP_023363101.1	XP_012617988.1
OG0012120	XP_031812384.1	XP_012617989.1
OG0012121	XP_031812373.1	XP_012617967.1
OG0012122	XP_031812371.1	XP_012615379.2
OG0012123	XP_003755143.2	XP_020136320.1
OG0012124	XP_003755146.2	XP_012615637.1
OG0012125	XP_031812294.1	XP_012615555.1
OG0012126	XP_012409090.3	XP_012615556.1
OG0012127	XP_031812351.1	XP_012615639.1
OG0012128	XP_031812353.1	XP_012615642.1
OG0012129	XP_031805327.1	XP_012611010.1
OG0012130	XP_023350050.1	XP_012617926.1
OG0012131	XP_003759193.4	XP_012617931.1
OG0012132	XP_031805229.1	XP_020136157.1
OG0012133	XP_031812594.1	XP_012643462.1
OG0012134	XP_012396446.1	XP_012643484.1
OG0012135	XP_031812123.1	XP_012643501.1
OG0012136	XP_031809614.1	XP_012642808.1
OG0012137	XP_031809632.1	XP_020140434.1
OG0012138	XP_031809583.1	XP_012636977.1
OG0012139	XP_003756876.1	XP_012620953.1
OG0012140	XP_031809517.1	XP_012612419.1
OG0012141	XP_031809509.1	XP_012612425.1
OG0012142	XP_012407844.1	XP_020139226.1
OG0012143	XP_012407876.1	XP_020139352.1
OG0012144	XP_003756854.1	XP_020139256.1
OG0012145	XP_031809486.1	XP_012641786.1
OG0012146	XP_003756814.1	XP_012637013.1
OG0012147	XP_012407493.3	XP_012637015.1
OG0012148	XP_003756813.2	XP_012637020.1
OG0012149	XP_031809433.1	XP_020139323.1
OG0012150	XP_031809423.1	XP_020139303.1
OG0012151	XP_003759232.1	XP_012596327.1
OG0012152	XP_031809379.1	XP_012646567.1
OG0012153	XP_003756757.2	XP_012646402.1
OG0012154	XP_031809366.1	XP_012597009.1
OG0012155	XP_031809544.1	XP_020139239.1
OG0012156	XP_012408089.1	XP_012597047.1
OG0012157	XP_023362178.1	XP_012597031.1
OG0012158	XP_031820863.1	XP_012612204.1
OG0012159	XP_003759405.1	XP_012612202.1
OG0012160	XP_031820756.1	XP_012595862.1
OG0012161	XP_023351509.1	XP_012595864.1
OG0012162	XP_003759399.1	XP_012595874.1
OG0012163	XP_031820736.1	XP_012595857.1
OG0012164	XP_012396859.1	XP_012595872.1
OG0012165	XP_003759949.2	XP_012595873.1
OG0012166	XP_031820664.1, XP_031820670.1	XP_012595875.1
OG0012167	XP_003759955.1	XP_012633222.1
OG0012168	XP_031820411.1	XP_012633231.1
OG0012169	XP_012396873.1	XP_012633236.2
OG0012170	XP_031820184.1	XP_012591933.1
OG0012171	XP_023351902.1	XP_012591888.1
OG0012172	XP_003759998.1	XP_012613584.1
OG0012173	XP_031819757.1	XP_012613589.1
OG0012174	XP_031801741.1	XP_012593901.2
OG0012175	XP_031801742.1	XP_012593899.1
OG0012176	XP_031805280.1	XP_012636415.1
OG0012177	XP_023351689.2	XP_020145606.1
OG0012178	XP_012400373.1	XP_012645293.1
OG0012179	XP_012400491.3	XP_012629232.1
OG0012180	XP_031821347.1	XP_012630830.1
OG0012181	XP_031821361.1	XP_012630675.1
OG0012183	XP_031816721.1	XP_020142447.1
OG0012184	XP_031816725.1	XP_012595063.1
OG0012185	XP_031816754.1	XP_012638771.1
OG0012186	XP_031816752.1	XP_012638767.1
OG0012187	XP_003764454.1	XP_012606988.1
OG0012188	XP_031816770.1	XP_020142376.1
OG0012189	XP_031816793.1	XP_012627808.1
OG0012190	XP_031816710.1, XP_031816709.1	XP_012607958.1
OG0012191	XP_023355304.1	XP_012607970.1
OG0012192	XP_031816815.1	XP_012607932.1
OG0012193	XP_031816046.1	XP_012645309.1
OG0012194	XP_031816016.1	XP_012628961.1
OG0012195	XP_031815984.1	XP_020142328.1
OG0012196	XP_031815976.1	XP_012629016.1
OG0012197	XP_031815980.1	XP_012628998.1
OG0012198	XP_012400423.1	XP_012629013.1
OG0012199	XP_031813080.1	XP_012629032.1
OG0012200	XP_031815923.1	XP_020142289.1
OG0012201	XP_012400434.1	XP_012629095.1
OG0012202	XP_012400440.1	XP_012629142.1, XP_012629143.1
OG0012203	XP_031817163.1	XP_012629146.1
OG0012204	XP_003764250.1	XP_012603486.1
OG0012205	XP_031813099.1	XP_012611819.1
OG0012206	XP_003764266.1	XP_012608759.2
OG0012207	XP_031817037.1	XP_012605049.1
OG0012208	XP_031816998.1	XP_012629225.2
OG0012209	XP_031816962.1	XP_012629200.1
OG0012211	XP_003764307.1	XP_012629181.1
OG0012212	XP_003764303.2	XP_012629176.1
OG0012213	XP_031816952.1	XP_012629167.1
OG0012214	XP_003764340.1	XP_012625963.1
OG0012215	XP_031816938.1	XP_020142436.1
OG0012216	XP_003764329.1	XP_012625966.1
OG0012217	XP_003764336.3	XP_012626025.1
OG0012218	XP_003764335.1	XP_012626019.1
OG0012219	XP_003764323.1	XP_012626002.1
OG0012220	XP_003764331.1	XP_012625994.1
OG0012221	XP_031816910.1	XP_020142255.1
OG0012223	XP_031813175.1	XP_012634639.1
OG0012224	XP_031813157.1	XP_012634636.1
OG0012225	XP_031813211.1	XP_012634632.1
OG0012226	XP_003766710.2	XP_012634625.1
OG0012227	XP_031813190.1	XP_012634804.1
OG0012228	XP_031813191.1	XP_012634805.1
OG0012229	XP_031821231.1	XP_012634831.1
OG0012230	XP_023358550.2	XP_012634877.1
OG0012231	XP_012406124.1	XP_012632301.1
OG0012232	XP_023358525.2	XP_012632309.1
OG0012233	XP_012404210.1	XP_012632345.1
OG0012234	XP_012404203.3	XP_012632273.1
OG0012235	XP_031821281.1	XP_012632203.1
OG0012237	XP_003768838.1	XP_012631888.1
OG0012238	XP_003768813.1	XP_012631652.1
OG0012239	XP_003775357.4	XP_012631728.1
OG0012240	XP_031824494.1	XP_012631280.1
OG0012241	XP_003768807.1	XP_012631397.1
OG0012242	XP_003768808.1	XP_012631409.1
OG0012243	XP_003768780.1	XP_012631228.1
OG0012244	XP_003768779.2	XP_012631220.1
OG0012245	XP_003768775.1	XP_012631130.1
OG0012246	XP_003768771.1	XP_012630922.1
OG0012247	XP_031821368.1	XP_012616671.1
OG0012248	XP_031821407.1, XP_003770542.2	XP_012616674.1
OG0012249	XP_031821394.1	XP_020136815.1
OG0012250	XP_031823735.1	XP_020136855.1
OG0012252	XP_031823705.1	XP_012593326.1
OG0012254	XP_003770186.2	XP_012593337.2
OG0012255	XP_012398118.1	XP_012603453.1
OG0012256	XP_003761371.1	XP_012603435.1
OG0012257	XP_031794412.1	XP_020136818.1
OG0012258	XP_003761330.1	XP_012603351.1
OG0012259	XP_003761568.1	XP_012603382.1
OG0012260	XP_031796218.1, XP_012398336.1	XP_012593381.1
OG0012261	XP_031796296.1	XP_020136522.1
OG0012262	XP_031824779.1	XP_012622663.1
OG0012263	XP_031824812.1	XP_012622608.1
OG0012264	XP_031824831.1	XP_012622586.1
OG0012265	XP_031824840.1	XP_012622579.1
OG0012266	XP_003767322.1	XP_012622558.1
OG0012267	XP_031824861.1	XP_012622537.1
OG0012268	XP_031824867.1	XP_020144633.1
OG0012269	XP_031824918.1	XP_012605129.1
OG0012270	XP_031824924.1	XP_012605101.1
OG0012271	XP_031824928.1	XP_012605134.1
OG0012272	XP_031824931.1	XP_012631781.1
OG0012273	XP_031824941.1	XP_012631761.1
OG0012274	XP_031824947.1	XP_012631738.1
OG0012275	XP_031824951.1	XP_012631740.1
OG0012276	XP_031824962.1	XP_012631718.1
OG0012278	XP_031818947.1	XP_012631814.1
OG0012279	XP_031818897.1	XP_020141073.1
OG0012280	XP_031818872.1	XP_020136870.1
OG0012281	XP_031818866.1	XP_020136861.1
OG0012282	XP_031818859.1	XP_012631923.2
OG0012283	XP_031817428.1	XP_012631250.1, XP_020140986.1
OG0012284	XP_031818842.1	XP_012631252.1, XP_012631251.1
OG0012285	XP_031818818.1	XP_012631229.1
OG0012286	XP_031819591.1	XP_020137622.1
OG0012287	XP_031818816.1	XP_012646852.1
OG0012288	XP_031818802.1	XP_012646975.1
OG0012289	XP_031817421.1	XP_012646971.1
OG0012290	XP_003765561.1	XP_012646951.1, XP_012646952.1
OG0012291	XP_003765089.1	XP_020141138.1
OG0012292	XP_031805963.1	XP_012592681.1
OG0012293	XP_031805967.1	XP_012592686.1
OG0012294	XP_031805985.1	XP_012592723.1
OG0012295	XP_031806002.1	XP_012592576.1
OG0012296	XP_031806005.1	XP_020138377.1, XP_012592601.1
OG0012297	XP_003758532.2	XP_012592585.1
OG0012298	XP_031806022.1	XP_020138378.1
OG0012299	XP_003758516.1	XP_012591184.1
OG0012300	XP_031806031.1	XP_012591174.1
OG0012301	XP_012395812.1	XP_020138459.1
OG0012302	XP_012395805.3	XP_012620106.1
OG0012303	XP_012395795.1	XP_012620097.1
OG0012304	XP_031806046.1	XP_012620090.1
OG0012305	XP_031806059.1	XP_020138384.1
OG0012306	XP_031806062.1	XP_012593923.1
OG0012307	XP_031806068.1	XP_012593921.1
OG0012308	XP_031806071.1	XP_020138155.1
OG0012309	XP_003757906.1	XP_012598744.1
OG0012310	XP_031805871.1, XP_031805863.1	XP_012627980.1
OG0012311	XP_012396342.1	XP_012627983.1
OG0012312	XP_031805855.1	XP_012627937.1
OG0012313	XP_031805851.1	XP_012628001.1
OG0012314	XP_003759124.2	XP_012627904.2, XP_020138233.1
OG0012315	XP_031805820.1	XP_020138225.1
OG0012316	XP_031805878.1	XP_012597983.2
OG0012317	XP_031805888.1	XP_012597772.2
OG0012318	XP_003758562.1	XP_012598121.1
OG0012319	XP_031805941.1	XP_012597895.1
OG0012320	XP_031806080.1	XP_012597783.1
OG0012321	XP_031806101.1	XP_012597913.1
OG0012322	XP_003758483.1	XP_012597917.1
OG0012323	XP_031806133.1	XP_020138122.1
OG0012324	XP_031806143.1	XP_012597993.1
OG0012325	XP_031806144.1	XP_020138436.1
OG0012326	XP_031806148.1	XP_012597947.1
OG0012327	XP_003758445.2	XP_012597954.1
OG0012328	XP_031805095.1	XP_020138220.1
OG0012329	XP_023350807.1	XP_020138144.1
OG0012330	XP_031806172.1	XP_012598075.1
OG0012331	XP_031794383.1	XP_012603353.1
OG0012332	XP_031824837.1	XP_012622584.1
OG0012333	XP_012395822.1	XP_012592586.1
OG0012334	XP_012398647.2	XP_012598871.1
OG0012335	XP_012398699.2	XP_012598972.1
OG0012336	XP_003762017.1	XP_012599328.1
OG0012337	XP_031825202.1	XP_012646322.1
OG0012338	XP_031824723.1	XP_012643261.1
OG0012339	XP_031801727.1	XP_012599080.1, XP_012599079.1
OG0012340	XP_031801687.1	XP_012598938.1
OG0012341	XP_031801635.1	XP_020137013.1
OG0012343	XP_031824725.1	XP_012615822.1
OG0012344	XP_031823755.1	XP_012619553.1
OG0012345	XP_031823741.1	XP_012619537.1
OG0012346	XP_031823770.1	XP_012597637.1
OG0012347	XP_031823797.1	XP_012597675.1
OG0012348	XP_031823798.1	XP_012597667.1
OG0012349	XP_031824607.1	XP_012597663.1
OG0012350	XP_031823803.1	XP_012597717.1
OG0012351	XP_031823807.1	XP_012597720.1
OG0012352	XP_031823825.1	XP_012597659.1
OG0012353	XP_031823828.1	XP_012597652.1
OG0012354	XP_031823843.1	XP_012614529.1
OG0012355	XP_031823845.1	XP_020137180.1
OG0012356	XP_031823854.1	XP_012614535.1
OG0012357	XP_031823863.1	XP_012614545.1
OG0012358	XP_031823846.1	XP_012614352.1
OG0012360	XP_003768868.1	XP_012614930.1
OG0012361	XP_031821172.1	XP_012614632.1
OG0012362	XP_003768894.1	XP_020137282.1
OG0012363	XP_031821165.1	XP_012614644.1
OG0012364	XP_023358590.1	XP_012614828.1
OG0012365	XP_012404249.1	XP_012614826.1
OG0012366	XP_003768877.1	XP_012614445.1
OG0012367	XP_031796489.1	XP_012614429.1
OG0012368	XP_003759883.2, XP_031796983.1	XP_012614687.1
OG0012369	XP_031797028.1	XP_012614790.1
OG0012370	XP_031797216.1	XP_012614759.1
OG0012371	XP_031805279.1	XP_012614947.1
OG0012372	XP_003761547.1	XP_012614570.1
OG0012373	XP_031797286.1	XP_012614552.1
OG0012374	XP_031795618.1	XP_012619611.1
OG0012375	XP_031795732.1	XP_012619619.1
OG0012376	XP_023353302.1	XP_012619633.1
OG0012377	XP_012398329.1	XP_012619641.1
OG0012378	XP_031795884.1	XP_020137188.1
OG0012379	XP_012398326.1	XP_012619691.1
OG0012380	XP_003761649.3	XP_012619692.1
OG0012381	XP_031796113.1	XP_012619697.1
OG0012382	XP_031819553.1	XP_012619705.1
OG0012383	XP_031819336.1	XP_012619723.1
OG0012384	XP_031819387.1	XP_012619753.1
OG0012385	XP_031819238.1	XP_012619742.1
OG0012386	XP_003762137.2	XP_020137317.1
OG0012387	XP_003762141.2	XP_020137286.1
OG0012388	XP_031819163.1	XP_012619778.1
OG0012390	XP_012398753.1	XP_020137043.1
OG0012391	XP_031818689.1	XP_012614463.1
OG0012392	XP_031818578.1	XP_012635555.1
OG0012393	XP_031801448.1	XP_012635614.1
OG0012394	XP_003761926.1, XP_031801447.1	XP_012635621.1
OG0012395	XP_023353382.2	XP_012635634.1
OG0012396	XP_012398464.2	XP_012635654.1
OG0012397	XP_031797882.1	XP_012635684.1
OG0012398	XP_003761519.2	XP_012645558.1
OG0012399	XP_031797935.1	XP_012645572.1
OG0012400	XP_031798097.1	XP_012645601.1
OG0012401	XP_031798088.1	XP_012645600.1
OG0012402	XP_003761499.1	XP_012645635.1
OG0012403	XP_003761480.1	XP_012591537.2
OG0012404	XP_031798467.1	XP_012591529.1
OG0012405	XP_031798473.1	XP_012591517.1
OG0012406	XP_023353171.1	XP_012591514.1
OG0012407	XP_031798597.1	XP_012591502.1
OG0012408	XP_031800070.1	XP_012645678.1
OG0012409	XP_031800142.1	XP_012645555.1
OG0012410	XP_003761729.3	XP_012645660.1
OG0012411	XP_031800143.1	XP_012645658.1
OG0012412	XP_031800354.1	XP_012591548.1
OG0012413	XP_031800299.1	XP_012591551.1
OG0012414	XP_031800401.1	XP_012640002.1
OG0012415	XP_031800453.1	XP_012640268.1
OG0012416	XP_023353351.2	XP_012640366.1
OG0012417	XP_003761753.1	XP_012640414.1
OG0012418	XP_012398440.1	XP_012599149.1
OG0012419	XP_003761786.1	XP_012599097.1
OG0012420	XP_012398449.1	XP_012599105.1
OG0012421	XP_031801110.1	XP_012599096.1
OG0012422	XP_003761931.1	XP_012599226.1
OG0012423	XP_031801466.1	XP_012599207.1
OG0012424	XP_031801475.1	XP_012599221.1
OG0012425	XP_031801523.1	XP_012599335.1
OG0012426	XP_031801524.1	XP_012599133.1
OG0012427	XP_031818310.1	XP_012599131.1
OG0012428	XP_031819641.1	XP_012599315.1
OG0012429	XP_012399637.1	XP_012599050.1
OG0012430	XP_012398704.1	XP_012599047.1
OG0012431	XP_031801697.1	XP_012598897.1
OG0012432	XP_003762060.1	XP_012599006.1
OG0012433	XP_003762053.1	XP_012599003.1
OG0012434	XP_012398706.1	XP_012599007.1
OG0012435	XP_031801585.1	XP_012593300.1
OG0012436	XP_012398681.1	XP_020136981.1
OG0012437	XP_012398689.1	XP_020136985.1
OG0012438	XP_031801580.1	XP_012593285.1
OG0012439	XP_031801579.1	XP_012593284.1
OG0012440	XP_031801533.1	XP_012593205.1
OG0012441	XP_031801532.1, XP_031801531.1	XP_012593218.1
OG0012442	XP_031823120.1	XP_012607109.1
OG0012443	XP_003764630.1	XP_012614955.1
OG0012444	XP_031823109.1	XP_012607057.1
OG0012445	XP_023359207.1	XP_012607056.1
OG0012446	XP_023359199.1	XP_012607159.1
OG0012447	XP_031823066.1	XP_012607123.1
OG0012448	XP_003769774.1	XP_012607103.1
OG0012449	XP_031823048.1	XP_012607130.1
OG0012450	XP_023359200.1	XP_012607000.1
OG0012451	XP_003769758.1	XP_020139032.1
OG0012452	XP_031823009.1	XP_012604058.1
OG0012453	XP_031823002.1	XP_012604047.1
OG0012454	XP_031822992.1	XP_012604100.1
OG0012455	XP_003769727.1	XP_012604101.1
OG0012456	XP_031822979.1	XP_012646461.1
OG0012457	XP_031822972.1	XP_012646435.1
OG0012458	XP_031822964.1	XP_012646418.1
OG0012459	XP_031822957.1	XP_012646403.1
OG0012460	XP_031822963.1	XP_012646411.1
OG0012461	XP_003769706.1	XP_012646417.1
OG0012462	XP_031822956.1	XP_012646401.1
OG0012463	XP_031825162.1	XP_012646378.1
OG0012464	XP_031825166.1	XP_012646368.1
OG0012465	XP_023357389.2	XP_012646352.1
OG0012466	XP_003767278.3	XP_012646351.1
OG0012467	XP_012403042.1	XP_020138412.1
OG0012468	XP_003767373.1	XP_012602988.1
OG0012469	XP_031825258.1	XP_012603064.1
OG0012470	XP_012403057.2	XP_012603050.1
OG0012471	XP_031792606.1	XP_020138299.1, XP_012613262.1
OG0012472	XP_023357504.1	XP_012642713.1
OG0012473	XP_031824689.1	XP_020138063.1
OG0012474	XP_031824710.1	XP_012643061.1
OG0012475	XP_031824716.1	XP_012643073.1
OG0012476	XP_031824719.1	XP_012643342.1
