Orthogroup	Sarcophilus_harrisii	Echinops_telfairi
OG0015255	XP_031822083.1	XP_045155270.1
OG0015257	XP_003768317.1	XP_045155650.1
OG0015258	XP_031821990.1	XP_012861230.2
OG0015259	XP_031821980.1	XP_004707476.3
OG0015260	XP_031821974.1	XP_045155253.1
OG0015261	XP_003768382.1	XP_004707145.1
OG0015262	XP_003768405.1	XP_030743945.1
OG0015263	XP_003768386.1	XP_004707141.1
OG0015264	XP_031821953.1	XP_004707136.1
OG0015265	XP_003768391.1	XP_004707469.1
OG0015267	XP_003770374.1	XP_004707111.1
OG0015268	XP_031824528.1	XP_045155716.1
OG0015269	XP_031822258.1	XP_004707456.2
OG0015270	XP_012403534.1	XP_004707093.1
OG0015271	XP_023357927.1	XP_004707453.1
OG0015272	XP_031822302.1	XP_030744063.1
OG0015273	XP_031822330.1	XP_012861215.1
OG0015274	XP_031822338.1	XP_012861288.1
OG0015275	XP_003767982.2	XP_004707068.1
OG0015276	XP_031824370.1	XP_004707052.2
OG0015277	XP_023357879.1	XP_004707048.1
OG0015278	XP_031822388.1	XP_004707046.1
OG0015279	XP_023357966.1	XP_004707039.1
OG0015281	XP_031823448.1	XP_004707022.1
OG0015282	XP_031823464.1	XP_045155930.1
OG0015283	XP_031823518.1	XP_045155544.1
OG0015284	XP_003770070.3	XP_004706991.2
OG0015285	XP_003770073.1	XP_004706989.2
OG0015286	XP_031823536.1	XP_030743950.1
OG0015287	XP_031823550.1	XP_045155818.1
OG0015288	XP_031823563.1	XP_004706972.1
OG0015289	XP_031823566.1	XP_045155490.1
OG0015290	XP_031823597.1	XP_045155538.1
OG0015291	XP_031823600.1	XP_045155898.1
OG0015292	XP_031824598.1	XP_012861198.2
OG0015293	XP_031823627.1	XP_012861279.3
OG0015294	XP_031823641.1	XP_004706940.1
OG0015295	XP_031823648.1	XP_004707360.1
OG0015296	XP_031823650.1	XP_004707359.1
OG0015297	XP_031823658.1	XP_045155890.1
OG0015298	XP_031823678.1	XP_030744101.2
OG0015299	XP_031813224.1	XP_004716217.1
OG0015300	XP_031813217.1	XP_004716215.1
OG0015301	XP_012395063.2	XP_004714476.2
OG0015302	XP_031807769.1	XP_004714532.1
OG0015303	XP_031807811.1	XP_004714535.2
OG0015304	XP_031807823.1	XP_012863177.1
OG0015306	XP_031805138.1	XP_004714492.1
OG0015307	XP_023350122.1	XP_045145288.1
OG0015308	XP_031810820.1	XP_045145284.1
OG0015309	XP_031810825.1	XP_030741176.1
OG0015310	XP_003757497.1	XP_004714592.2
OG0015311	XP_012409456.1	XP_045145297.1
OG0015312	XP_003757503.1	XP_004714504.1
OG0015313	XP_003757510.1	XP_004714578.2
OG0015314	XP_003757482.1	XP_004713378.1
OG0015315	XP_031810718.1	XP_045144520.1
OG0015316	XP_012409390.2	XP_004713391.1
OG0015317	XP_031810653.1	XP_004713395.2
OG0015318	XP_003757446.1	XP_004713314.1
OG0015319	XP_003757380.1	XP_004713318.1
OG0015320	XP_003757437.2	XP_004713321.1
OG0015321	XP_031810574.1	XP_012862852.2
OG0015322	XP_003757427.1	XP_004713337.1
OG0015323	XP_031810547.1	XP_004713350.1
OG0015324	XP_031810536.1	XP_030741000.2
OG0015325	XP_031810155.1	XP_004716508.1
OG0015326	XP_031810154.1	XP_045146136.1
OG0015327	XP_031810104.1	XP_045152483.1
OG0015328	XP_023358341.2	XP_004709224.2
OG0015329	XP_031797035.1	XP_004700882.2
OG0015330	XP_003772325.1	XP_004700583.1
OG0015331	XP_012406982.2	XP_004700557.2
OG0015332	XP_012407040.1	XP_004718060.1
OG0015333	XP_023356225.1	XP_004704387.1
OG0015334	XP_031805112.1	XP_045150023.1
OG0015335	XP_023361050.1	XP_012859565.1
OG0015336	XP_031797036.1	XP_045146117.1
OG0015337	XP_003772763.2	XP_004700608.1
OG0015338	XP_031796957.1	XP_030741341.1
OG0015339	XP_031796943.1	XP_045146390.1
OG0015340	XP_003772350.2	XP_004700555.1
OG0015341	XP_031796793.1	XP_004700542.1
OG0015342	XP_012405917.2	XP_004700859.1
OG0015343	XP_012405884.1	XP_004700521.1
OG0015344	XP_003770976.1	XP_004700849.1
OG0015345	XP_003770979.1	XP_004700507.1
OG0015346	XP_031794808.1	XP_004700503.1
OG0015347	XP_023360075.1	XP_045146603.1
OG0015350	XP_031794492.1	XP_045146594.1
OG0015351	XP_003770839.1	XP_004700677.1
OG0015352	XP_031796744.1	XP_045146613.1
OG0015353	XP_031796912.1	XP_045146717.1
OG0015354	XP_003772286.2	XP_004700349.1
OG0015355	XP_031796764.1	XP_004700326.1
OG0015356	XP_003772384.1	XP_004700303.1
OG0015357	XP_031797043.1	XP_004700296.1
OG0015358	XP_012406114.1	XP_004700764.1
OG0015359	XP_031796759.1	XP_012859580.1
OG0015360	XP_031794751.1	XP_004700376.1
OG0015362	XP_031793955.1	XP_004700382.1
OG0015363	XP_031793680.1	XP_004700788.1
OG0015364	XP_031817103.1	XP_012860554.2
OG0015367	XP_023350757.1	XP_045141744.1
OG0015368	XP_012395693.1	XP_004699822.1
OG0015369	XP_031805109.1	XP_030740217.1
OG0015370	XP_031806307.1	XP_004699805.1
OG0015371	XP_031806334.1	XP_012862007.2
OG0015372	XP_031806340.1	XP_045150032.1
OG0015373	XP_003758322.2	XP_004717896.1, XP_004710271.1
OG0015374	XP_031806367.1	XP_045150119.1
OG0015375	XP_012395389.1	XP_045150022.1
OG0015376	XP_031806519.1	XP_004710213.1
OG0015377	XP_003775382.3	XP_030741496.1
OG0015378	XP_031795754.1	XP_004700310.1
OG0015380	XP_003759550.2	XP_004696641.1
OG0015381	XP_023359293.2	XP_004696682.1
OG0015382	XP_012406086.1	XP_045140963.1
OG0015383	XP_003762198.1	XP_004706667.1
OG0015384	XP_023353428.1	XP_004712442.1
OG0015385	XP_031805162.1	XP_004697061.1
OG0015387	XP_031809682.1	XP_045140433.1
OG0015388	XP_031809694.1	XP_004697238.1
OG0015389	XP_031809695.1	XP_004696909.1
OG0015390	XP_031809649.1	XP_045140420.1
OG0015391	XP_003756930.1	XP_004696885.1
OG0015392	XP_003756927.1	XP_045140619.1
OG0015393	XP_003761321.1	XP_004706630.1
OG0015394	XP_031794904.1	XP_045141097.1
OG0015395	XP_031824201.1	XP_012859966.2
OG0015398	XP_003756533.1	XP_004696667.1
OG0015399	XP_031808921.1	XP_004696669.1
OG0015400	XP_031808919.1	XP_004696671.1
OG0015401	XP_003756505.1	XP_030744742.1
OG0015402	XP_031808885.1	XP_030744738.1
OG0015403	XP_031808867.1	XP_045140969.1
OG0015404	XP_003756638.1	XP_004697070.1
OG0015405	XP_031809186.1	XP_004696689.1
OG0015406	XP_031809209.1	XP_004696700.1
OG0015407	XP_003756633.1	XP_004696702.1
OG0015408	XP_031809217.1	XP_004696704.1
OG0015409	XP_003762187.1	XP_030741194.2
OG0015410	XP_031817424.1	XP_004706596.1
OG0015411	XP_031817363.1	XP_030741204.1
OG0015412	XP_031800482.1	XP_004706607.1
OG0015414	XP_023353128.1	XP_004712410.1
OG0015415	XP_031799179.1	XP_045145212.1
OG0015416	XP_012398079.1	XP_004712424.1
OG0015417	XP_003763021.1	XP_004712427.1
OG0015418	XP_023353424.1	XP_004712447.1
OG0015419	XP_031801271.1	XP_045145314.1
OG0015420	XP_012398502.2	XP_045145198.1
OG0015421	XP_031801231.1	XP_004712457.1
OG0015422	XP_031801212.1	XP_030741216.1
OG0015423	XP_031801226.1	XP_004712497.1
OG0015424	XP_012399562.1	XP_012862630.1
OG0015426	XP_003761389.1	XP_004711085.1
OG0015427	XP_031792974.1	XP_004711063.1
OG0015428	XP_023353088.1	XP_004711056.1
OG0015429	XP_003761418.4	XP_004711053.1
OG0015430	XP_031825233.1	XP_004711048.1
OG0015431	XP_003761417.1	XP_004711047.1
OG0015432	XP_031825163.1	XP_004711046.1
OG0015433	XP_031801388.1	XP_045152537.1
OG0015434	XP_023353463.1	XP_004711130.1
OG0015435	XP_031817304.1	XP_045152544.1
OG0015436	XP_031825096.1	XP_045152470.1
OG0015437	XP_031807440.1	XP_004711098.1
OG0015438	XP_031798694.1	XP_004711095.2
OG0015439	XP_031800220.1	XP_004711092.1
OG0015440	XP_003757357.1	XP_004712589.1
OG0015441	XP_003757115.1	XP_004712603.1
OG0015442	XP_023363151.1	XP_004712612.1
OG0015443	XP_031810068.1	XP_030743245.2
OG0015444	XP_012404549.1	XP_004710915.1
OG0015445	XP_031824477.1	XP_045150691.1
OG0015446	XP_003768939.1	XP_004711730.1
OG0015447	XP_003768935.2	XP_004711833.1
OG0015448	XP_003768942.1	XP_004711736.1
OG0015449	XP_031821056.1	XP_045148849.1
OG0015450	XP_031821058.1	XP_045148195.1
OG0015452	XP_031821030.1	XP_045148527.1
OG0015453	XP_012404399.1	XP_004711859.1
OG0015454	XP_031821014.1	XP_004711776.1
OG0015455	XP_003768969.1	XP_004711785.1
OG0015457	XP_031820973.1	XP_045148863.1
OG0015458	XP_031820926.1	XP_045148543.1
OG0015459	XP_003769016.1	XP_012861425.1
OG0015460	XP_031820885.1	XP_004717300.2
OG0015461	XP_031820805.1	XP_004710799.1
OG0015463	XP_031820785.1	XP_045150853.1
OG0015464	XP_003769090.1	XP_004710811.1
OG0015465	XP_031820699.1	XP_045150705.1
OG0015466	XP_023359757.2	XP_004710823.1
OG0015467	XP_003769119.2	XP_045150805.1
OG0015468	XP_031820657.1	XP_004710845.1
OG0015469	XP_012404532.1	XP_045150698.1
OG0015470	XP_031820625.1	XP_004710931.1
OG0015471	XP_031820593.1	XP_004696419.1
OG0015472	XP_003769220.1	XP_004696399.1
OG0015473	XP_031820546.1	XP_004696388.1
OG0015474	XP_003769261.2	XP_004696359.1
OG0015475	XP_031820456.1	XP_004696351.1
OG0015476	XP_012404633.2	XP_045150451.1
OG0015477	XP_031820440.1	XP_004696342.2
OG0015478	XP_003769300.2	XP_012859084.1
OG0015479	XP_012404654.1	XP_004696325.1
OG0015480	XP_003769313.1	XP_004696577.3
OG0015483	XP_003769351.1	XP_004710991.1
OG0015484	XP_012404681.2	XP_012862246.1
OG0015485	XP_031820265.1	XP_004702240.2
OG0015486	XP_003769671.1	XP_004701960.1
OG0015487	XP_031793295.1	XP_045150635.1
OG0015489	XP_031820324.1	XP_030742599.1
OG0015490	XP_031818321.1	XP_045142590.1
OG0015491	XP_003773322.2	XP_004706334.1
OG0015492	XP_012397317.1	XP_004697685.1
OG0015493	XP_012399499.1	XP_004697683.2
OG0015494	XP_031803258.1	XP_004697413.2
OG0015495	XP_031799651.1	XP_030744410.1
OG0015496	XP_003773338.1	XP_004703202.1
OG0015497	XP_031798116.1	XP_045140299.1
OG0015498	XP_003760349.2	XP_012863048.2
OG0015499	XP_031802920.1	XP_004697748.1
OG0015500	XP_003760361.1	XP_004697503.1
OG0015501	XP_003760364.1	XP_004697492.1
OG0015502	XP_003760387.1	XP_004697477.1
OG0015503	XP_003760388.1	XP_004697476.1
OG0015504	XP_003760396.1	XP_004697725.1
OG0015505	XP_031803010.1	XP_004697469.1
OG0015506	XP_031803014.1	XP_004697463.1
OG0015507	XP_003760407.1	XP_004697459.1
OG0015508	XP_031803090.1	XP_045142899.1
OG0015510	XP_023352449.2	XP_004697672.1
OG0015511	XP_012397401.1	XP_004697670.1
OG0015512	XP_003760565.1	XP_045142191.1
OG0015513	XP_031803211.1	XP_004697647.1
OG0015515	XP_023351560.2	XP_045141770.1
OG0015516	XP_031799821.1	XP_004715140.1
OG0015517	XP_031797610.1	XP_004703203.1
OG0015518	XP_031799215.1	XP_030744413.1
OG0015519	XP_031797457.1	XP_004706340.1
OG0015520	XP_031798472.1	XP_004706383.1
OG0015521	XP_031799272.1	XP_004706390.1
OG0015522	XP_031799185.1	XP_004706354.2
OG0015524	XP_031797271.1	XP_045140001.1
OG0015526	XP_003772864.1	XP_004703238.1
OG0015527	XP_031799781.1	XP_012860301.1
OG0015529	XP_031797502.1	XP_030744407.1
OG0015530	XP_003763257.2	XP_012862269.1
OG0015531	XP_012397284.1	XP_004697702.1
OG0015532	XP_003771640.1	XP_004707860.1
OG0015533	XP_012406891.1	XP_004702893.1
OG0015534	XP_031794432.1	XP_004702799.1
OG0015535	XP_003762684.1	XP_004702818.1
OG0015536	XP_003770721.3	XP_004697292.2
OG0015537	XP_031794929.1	XP_004707874.1
OG0015538	XP_031794908.1	XP_004707869.1
OG0015539	XP_023360634.1, XP_023360635.1	XP_045144937.1
OG0015541	XP_003771623.1	XP_004707840.1
OG0015542	XP_031794810.1	XP_004707925.2
OG0015543	XP_003771616.1	XP_045144948.1
OG0015544	XP_031796104.1	XP_004702857.1
OG0015545	XP_003771983.2	XP_004702708.1
OG0015546	XP_031795860.1	XP_030741062.2
OG0015547	XP_031795861.1	XP_004702710.1
OG0015548	XP_031796636.1	XP_030741031.1
OG0015549	XP_031796153.1	XP_045144635.1
OG0015550	XP_031796623.1	XP_004702730.1
OG0015551	XP_031794504.1	XP_004702735.1
OG0015552	XP_012406951.2	XP_030741159.2
OG0015553	XP_031796601.1	XP_045144906.1
OG0015554	XP_031796560.1	XP_045144793.1
OG0015555	XP_031796554.1	XP_004702886.1
OG0015556	XP_031796556.1	XP_004702760.1
OG0015557	XP_031796550.1	XP_004702888.2
OG0015558	XP_031796545.1	XP_045144589.1
OG0015559	XP_031796520.1	XP_045144938.1
OG0015561	XP_031796500.1	XP_030741068.1
OG0015562	XP_031796482.1	XP_004702772.1
OG0015563	XP_031796417.1	XP_004718236.3
OG0015564	XP_031796390.1	XP_004702906.1
OG0015565	XP_003772141.1	XP_004702794.1
OG0015566	XP_031796126.1	XP_004702796.1
OG0015567	XP_031796387.1	XP_004702797.1
OG0015568	XP_031796386.1	XP_004702798.1
OG0015569	XP_031796372.1	XP_004702803.1
OG0015570	XP_031796363.1	XP_012860133.2
OG0015571	XP_031807481.1	XP_012860120.2
OG0015572	XP_031794696.1	XP_045144875.1
OG0015573	XP_031794724.1	XP_004707826.1
OG0015574	XP_031794727.1	XP_030741067.2
OG0015575	XP_003771611.1	XP_004707833.1
OG0015576	XP_031818219.1, XP_003766701.2, XP_031818220.1, XP_012402409.1	XP_004705314.2
OG0015577	XP_003765459.2	XP_004704993.1
OG0015578	XP_031817987.1	XP_004705358.1
OG0015579	XP_031825021.1	XP_012859306.1
OG0015580	XP_003770704.2	XP_004699750.1
OG0015583	XP_031793942.1	XP_004700477.2
OG0015585	XP_003755846.3	XP_004698930.1
OG0015587	XP_031818215.1	XP_004705319.1
OG0015588	XP_012401445.3	XP_004704979.1
OG0015589	XP_031818190.1	XP_004705326.1
OG0015590	XP_003765434.1	XP_045154833.1
OG0015592	XP_012401369.1	XP_004705013.1
OG0015593	XP_031817989.1	XP_004705031.1
OG0015594	XP_031817968.1	XP_004705036.1
OG0015595	XP_012409245.1	XP_004704959.1
OG0015596	XP_031824967.1	XP_004699477.1
OG0015597	XP_031824979.1	XP_004699480.1
OG0015598	XP_012405744.1	XP_004699484.1
OG0015599	XP_031825041.1	XP_004699510.2
OG0015600	XP_031825054.1	XP_012859350.1
OG0015601	XP_031825089.1	XP_004699746.1
OG0015602	XP_031825090.1	XP_004699531.1
OG0015603	XP_031825101.1	XP_004699537.1
OG0015604	XP_031825118.1	XP_045147708.1
OG0015606	XP_031811556.1	XP_004699557.1
OG0015607	XP_003755803.1	XP_030740761.1
OG0015608	XP_003755808.1	XP_004698492.1
OG0015609	XP_003759255.2	XP_012859215.1
OG0015610	XP_003755861.1	XP_004698509.1
OG0015612	XP_003770996.2	XP_004700484.1
OG0015613	XP_031795495.1	XP_012859536.1
OG0015614	XP_003771060.2	XP_004700469.1
OG0015615	XP_031796820.1	XP_045147297.1
OG0015616	XP_003771111.1	XP_045147930.1
OG0015617	XP_031798982.1	XP_004708806.1
OG0015618	XP_031797505.1	XP_045151740.1
OG0015619	XP_023361698.1	XP_045151738.1
OG0015620	XP_003773170.1	XP_045151771.1
OG0015621	XP_023361679.1	XP_004708776.1
OG0015622	XP_003774330.1	XP_004708784.1
OG0015623	XP_023361660.1	XP_045151695.1
OG0015624	XP_031798981.1	XP_004717442.1
OG0015626	XP_031796704.1	XP_004700403.2
OG0015627	XP_003773162.4	XP_004708833.1
OG0015630	XP_012406614.1	XP_004702545.1
OG0015631	XP_023350506.2	XP_045142787.1
OG0015632	XP_003758057.1	XP_045142792.1
OG0015633	XP_031798004.1	XP_004696243.1
OG0015634	XP_023361230.1, XP_003772484.1	XP_004714073.1
OG0015635	XP_003772618.3	XP_004714079.1
OG0015636	XP_031794975.1	XP_004707881.1
OG0015637	XP_031807376.1	XP_004708239.1
OG0015638	XP_031807397.1	XP_045142229.1
OG0015639	XP_031805763.1	XP_012861511.1
OG0015640	XP_031795198.1	XP_045144572.1
OG0015643	XP_031797113.1	XP_030741482.1
OG0015644	XP_031795375.1	XP_004702551.1
OG0015645	XP_031806645.1	XP_012861339.1
OG0015646	XP_031806610.1	XP_045142570.1
OG0015647	XP_003758052.1	XP_045142717.1
OG0015649	XP_031806552.1	XP_004696264.1
OG0015650	XP_023350480.1	XP_030740486.1
OG0015651	XP_023350476.2	XP_030740529.1
OG0015652	XP_003758017.1	XP_004696259.1
OG0015654	XP_003773056.1	XP_004696204.1
OG0015655	XP_031799583.1	XP_045142535.1
OG0015656	XP_003773099.1	XP_004696511.1
OG0015657	XP_003773101.2	XP_045142509.1
OG0015658	XP_003757968.1	XP_004707802.1
OG0015659	XP_003771761.3, XP_031796093.1	XP_012863007.1
OG0015660	XP_031795012.1	XP_030741130.2
OG0015661	XP_003757911.2	XP_004696439.1
OG0015662	XP_003758150.1	XP_004704529.1
OG0015664	XP_031807041.1	XP_004709895.1
OG0015666	XP_031805457.1	XP_004696109.1
OG0015667	XP_003757841.2	XP_004696124.1
OG0015668	XP_031807284.1	XP_030740493.1
OG0015669	XP_031807280.1	XP_004696471.3
OG0015670	XP_003767135.1	XP_045150103.1
OG0015671	XP_003767166.1	XP_004710281.2
OG0015673	XP_031807217.1	XP_004710187.1
OG0015674	XP_003767142.2	XP_004710181.1
OG0015675	XP_031807215.1	XP_004710186.1
OG0015676	XP_003757855.1	XP_045142950.1
OG0015677	XP_031807104.1	XP_045142958.1
OG0015678	XP_003757885.2	XP_004711163.1
OG0015679	XP_023350387.1	XP_045142977.1
OG0015680	XP_031806221.1	XP_004711174.1
OG0015681	XP_003758385.1	XP_004711179.1
OG0015682	XP_031806811.1	XP_004704418.1
OG0015683	XP_031806812.1	XP_004704419.1
OG0015684	XP_031806849.1	XP_045143093.1
OG0015685	XP_031806863.1	XP_004707992.1
OG0015686	XP_031805650.1	XP_045139829.1
OG0015687	XP_031805638.1	XP_004713932.1
OG0015688	XP_031805626.1	XP_045139801.1
OG0015689	XP_031812976.1	XP_045139789.1
OG0015690	XP_003773534.1	XP_012860524.1
OG0015691	XP_003773537.2	XP_004696166.1
OG0015693	XP_023361937.1	XP_045142514.1
OG0015694	XP_031805563.1	XP_045142617.1
OG0015695	XP_031805574.1	XP_004696141.1
OG0015696	XP_003769861.1	XP_004699215.1
OG0015697	XP_023359251.1	XP_004699202.1
OG0015698	XP_031823211.1	XP_004714913.1
OG0015699	XP_023359270.1	XP_004714939.1
OG0015700	XP_031823255.1	XP_004717316.1
OG0015701	XP_003769925.1	XP_045139645.1
OG0015702	XP_031823278.1	XP_004717343.1
OG0015703	XP_031823275.1	XP_012863931.1
OG0015704	XP_003769906.1	XP_004717331.1
OG0015705	XP_003769909.1	XP_004717337.1
OG0015706	XP_023359328.2	XP_004716628.1
OG0015707	XP_003769977.1	XP_004716708.2
OG0015708	XP_003769984.1	XP_004716688.1
OG0015709	XP_031823163.1	XP_004699231.2
OG0015710	XP_031823162.1	XP_004699234.1
OG0015711	XP_031805455.1	XP_004696449.1
OG0015714	XP_031798317.1	XP_045153084.1
OG0015715	XP_031812988.1	XP_012861514.1
OG0015716	XP_031807628.1	XP_004708091.1
OG0015717	XP_031817463.1	XP_045142219.1
OG0015718	XP_012406376.1	XP_004702672.1
OG0015720	XP_031798623.1	XP_004717216.1
OG0015721	XP_031798369.1	XP_012863905.2
OG0015722	XP_031798378.1	XP_004717242.1
OG0015723	XP_031799442.1	XP_045146355.1
OG0015724	XP_031799443.1	XP_045146409.1
OG0015725	XP_031798420.1	XP_004717223.1
OG0015726	XP_031798206.1	XP_045146819.1
OG0015727	XP_031797653.1	XP_004708333.1
OG0015728	XP_031799410.1	XP_045152996.1
OG0015729	XP_031798543.1	XP_004714968.3
OG0015730	XP_031798994.1	XP_045147052.1
OG0015731	XP_031800096.1	XP_004708425.1
OG0015732	XP_003773806.1	XP_045147053.1
OG0015734	XP_031799430.1	XP_045147030.1
OG0015736	XP_003773762.2	XP_004708377.1
OG0015737	XP_031797198.1	XP_004708482.1
OG0015738	XP_031797508.1	XP_004708371.1
OG0015739	XP_031799452.1	XP_004717263.1
OG0015740	XP_031799455.1	XP_045146363.1
OG0015741	XP_031798428.1	XP_012862943.1
OG0015742	XP_031799476.1	XP_004713782.1, XP_045143171.1
OG0015743	XP_012408528.1	XP_045153275.1
OG0015744	XP_031797527.1	XP_030743403.1
OG0015745	XP_031797525.1	XP_004713617.1
OG0015746	XP_031799484.1	XP_004713756.1
OG0015747	XP_023362276.2	XP_004713607.1
OG0015748	XP_031797542.1	XP_004713754.1
OG0015750	XP_031797811.1	XP_004713750.1
OG0015751	XP_031799824.1	XP_004713598.1
OG0015752	XP_031797976.1	XP_045153226.1
OG0015753	XP_031797977.1	XP_004713735.2
OG0015754	XP_031799211.1	XP_030743432.2
OG0015755	XP_031799208.1	XP_045153173.1
OG0015756	XP_031799209.1	XP_004713580.1
OG0015757	XP_031799657.1	XP_012862900.1
OG0015758	XP_031797471.1	XP_004713570.1
OG0015759	XP_031797265.1	XP_045153119.1
OG0015760	XP_031798511.1	XP_045153170.1
OG0015763	XP_031797416.1	XP_045153135.1
OG0015764	XP_031799246.1	XP_045153138.1
OG0015765	XP_031799512.1	XP_045153270.1
OG0015766	XP_031799834.1	XP_012862930.2
OG0015767	XP_031799511.1	XP_004713674.1
OG0015768	XP_031797879.1	XP_004714994.1
OG0015769	XP_031797579.1	XP_004714990.1
OG0015770	XP_023362224.1	XP_045152976.1
OG0015771	XP_031797291.1	XP_012863261.1
OG0015773	XP_031799427.1	XP_004708472.1
OG0015774	XP_031798469.1	XP_004715093.1
OG0015775	XP_031799521.1	XP_004714985.1
OG0015776	XP_031815832.1	XP_004711943.1
OG0015777	XP_031815836.1	XP_004711965.1
OG0015778	XP_031798572.1	XP_012862564.1
OG0015779	XP_003773242.1	XP_004712187.1
OG0015780	XP_031798528.1	XP_045143319.1
OG0015781	XP_031797679.1	XP_004711916.1
OG0015783	XP_031815723.1	XP_004703920.1
OG0015784	XP_003763839.2	XP_004711958.1
OG0015785	XP_031819531.1	XP_045143352.1
OG0015786	XP_003763864.1	XP_004711953.1
OG0015787	XP_031815880.1	XP_012860441.1
OG0015788	XP_003763899.1	XP_004703990.1
OG0015789	XP_023353913.1	XP_004714180.1
OG0015791	XP_031803482.1	XP_004715569.1
OG0015792	XP_031803439.1	XP_004716880.1
OG0015793	XP_003760517.1	XP_004716907.1
OG0015794	XP_023354353.1	XP_004714389.1
OG0015795	XP_031803856.1	XP_004698181.1
OG0015796	XP_031803658.1	XP_012863102.2
OG0015798	XP_031803875.1	XP_045155962.1
OG0015799	XP_012399125.1	XP_045145824.1
OG0015800	XP_031820446.1	XP_004702364.1
OG0015801	XP_031812187.1	XP_030741418.2
OG0015802	XP_003762535.1	XP_004702409.1
OG0015803	XP_031812519.1	XP_045146073.1
OG0015804	XP_003762520.1	XP_004702426.1
OG0015805	XP_031811388.1	XP_045145791.1
OG0015807	XP_031811371.1	XP_045146065.1
OG0015808	XP_031810884.1	XP_004702302.1
OG0015809	XP_031810739.1	XP_004702307.1
OG0015810	XP_012399079.2	XP_004702499.1
OG0015811	XP_031810573.1	XP_045145893.1
OG0015812	XP_031810115.1	XP_045141563.1
OG0015813	XP_031810051.1	XP_004715969.2
OG0015814	XP_031809880.1	XP_030741463.1
OG0015815	XP_003762394.1	XP_004702602.1
OG0015816	XP_031808970.1	XP_004702455.1
OG0015818	XP_023354080.1	XP_045153351.1
OG0015819	XP_031814107.1	XP_004715317.1
OG0015821	XP_003762311.1	XP_004715301.2
OG0015822	XP_003762362.2	XP_004715244.1
OG0015823	XP_012398941.1	XP_045153310.1
OG0015824	XP_031814935.1	XP_004715227.1
OG0015825	XP_003762289.2	XP_004704031.1
OG0015826	XP_003762284.1	XP_004704036.2
OG0015827	XP_012398892.1	XP_004704218.1
OG0015828	XP_031795934.1	XP_012861591.1
