Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0012089	XP_031812714.1	XP_040588249.1
OG0012090	XP_003754915.1	XP_005070885.1
OG0012091	XP_003755194.1	XP_040603606.1
OG0012092	XP_031809538.1	XP_021089512.1, XP_040604344.1
OG0012093	XP_003756869.1	XP_005072050.2
OG0012094	XP_031809514.1	XP_005072011.1
OG0012095	XP_031824372.1	XP_040611521.1
OG0012096	XP_003767853.3	XP_021083849.1
OG0012097	XP_003767863.3	XP_005064754.1
OG0012098	XP_023357831.1	XP_012973453.1
OG0012099	XP_031822774.1	XP_005064556.2
OG0012100	XP_031822769.1	XP_005064746.1
OG0012101	XP_031822745.1	XP_040611243.1
OG0012102	XP_003767877.1	XP_040611251.1
OG0012103	XP_031822756.1	XP_005064725.1
OG0012104	XP_031812823.1	XP_021083206.1
OG0012105	XP_031812809.1	XP_005070840.1
OG0012106	XP_031812813.1	XP_040587986.1
OG0012107	XP_031805244.1	XP_005070848.1
OG0012108	XP_031812760.1	XP_012969297.1
OG0012109	XP_031812758.1	XP_005070862.4
OG0012110	XP_003755072.1	XP_005070871.1
OG0012111	XP_031812728.1	XP_040588508.1
OG0012112	XP_031812726.1	XP_040588124.1
OG0012113	XP_031812707.1	XP_005070884.1
OG0012114	XP_031812695.1	XP_040588149.1
OG0012115	XP_031812684.1	XP_005070894.1
OG0012116	XP_031812420.1	XP_005070899.1
OG0012117	XP_031812394.1	XP_005070906.1
OG0012118	XP_031812393.1	XP_040588099.1
OG0012119	XP_023363101.1	XP_005070910.1
OG0012121	XP_031812373.1	XP_040591869.1
OG0012122	XP_031812371.1	XP_005083618.2
OG0012123	XP_003755143.2	XP_040591815.1
OG0012124	XP_003755146.2	XP_040591906.1
OG0012125	XP_031812294.1	XP_021090600.1
OG0012126	XP_012409090.3	XP_040591828.1
OG0012127	XP_031812351.1	XP_005083617.1
OG0012128	XP_031812353.1	XP_005083616.1
OG0012129	XP_031805327.1	XP_021090604.1
OG0012130	XP_023350050.1	XP_005085291.1
OG0012131	XP_003759193.4	XP_040603792.1
OG0012132	XP_031805229.1	XP_040603596.1
OG0012133	XP_031812594.1	XP_040603622.1
OG0012134	XP_012396446.1	XP_005077687.3
OG0012135	XP_031812123.1	XP_040603638.1
OG0012136	XP_031809614.1	XP_012974762.1
OG0012137	XP_031809632.1	XP_040611967.1
OG0012138	XP_031809583.1	XP_005078395.1
OG0012139	XP_003756876.1	XP_005087057.1
OG0012140	XP_031809517.1	XP_005072016.2
OG0012141	XP_031809509.1	XP_040604368.1
OG0012142	XP_012407844.1	XP_040604374.1
OG0012143	XP_012407876.1	XP_040604389.1
OG0012144	XP_003756854.1	XP_040604391.1
OG0012145	XP_031809486.1	XP_021083958.1
OG0012146	XP_003756814.1	XP_012970242.2
OG0012147	XP_012407493.3	XP_005071965.1
OG0012148	XP_003756813.2	XP_005071964.1
OG0012149	XP_031809433.1	XP_040604624.1
OG0012150	XP_031809423.1	XP_005067801.3
OG0012151	XP_003759232.1	XP_005067811.1
OG0012152	XP_031809379.1	XP_040597696.1
OG0012153	XP_003756757.2	XP_040597688.1
OG0012154	XP_031809366.1	XP_005074740.1
OG0012155	XP_031809544.1	XP_040597670.1
OG0012156	XP_012408089.1	XP_040597671.1
OG0012157	XP_023362178.1	XP_005074731.1
OG0012158	XP_031820863.1	XP_005065582.1
OG0012159	XP_003759405.1	XP_005082826.1
OG0012160	XP_031820756.1	XP_040584747.1
OG0012161	XP_023351509.1	XP_021090171.1
OG0012162	XP_003759399.1	XP_005082833.1
OG0012163	XP_031820736.1	XP_005082835.1
OG0012164	XP_012396859.1	XP_012978040.1
OG0012165	XP_003759949.2	XP_005082838.1
OG0012166	XP_031820664.1, XP_031820670.1	XP_005082839.1
OG0012167	XP_003759955.1	XP_040613490.1
OG0012168	XP_031820411.1	XP_005086565.1
OG0012169	XP_012396873.1	XP_040613499.1
OG0012170	XP_031820184.1	XP_005078041.1
OG0012171	XP_023351902.1	XP_040613540.1
OG0012172	XP_003759998.1	XP_040613550.1
OG0012173	XP_031819757.1	XP_005078067.2
OG0012174	XP_031801741.1	XP_021087445.1
OG0012175	XP_031801742.1	XP_005078073.1
OG0012176	XP_031805280.1	XP_040604386.1
OG0012177	XP_023351689.2	XP_005081361.1
OG0012178	XP_012400373.1	XP_005069448.1
OG0012179	XP_012400491.3	XP_012968362.3
OG0012180	XP_031821347.1	XP_040604867.1
OG0012181	XP_031821361.1	XP_005067647.1
OG0012183	XP_031816721.1	XP_012974897.1
OG0012184	XP_031816725.1	XP_005078550.1
OG0012185	XP_031816754.1	XP_040585835.1
OG0012186	XP_031816752.1	XP_005084497.1
OG0012187	XP_003764454.1	XP_005084495.1
OG0012188	XP_031816770.1	XP_040586149.1
OG0012189	XP_031816793.1	XP_005085900.1
OG0012190	XP_031816710.1, XP_031816709.1	XP_040585968.1
OG0012191	XP_023355304.1	XP_021082372.1
OG0012192	XP_031816815.1	XP_005069293.1
OG0012193	XP_031816046.1	XP_040585752.1
OG0012194	XP_031816016.1	XP_012968363.1
OG0012195	XP_031815984.1	XP_040585977.1
OG0012196	XP_031815976.1	XP_005069484.1
OG0012197	XP_031815980.1	XP_005069479.1
OG0012198	XP_012400423.1	XP_005069482.1
OG0012199	XP_031813080.1	XP_005069491.1
OG0012200	XP_031815923.1	XP_040585819.1
OG0012201	XP_012400434.1	XP_005069519.1
OG0012202	XP_012400440.1	XP_005069337.2
OG0012203	XP_031817163.1	XP_005069533.1
OG0012204	XP_003764250.1	XP_005069545.1
OG0012205	XP_031813099.1	XP_005069549.1
OG0012206	XP_003764266.1	XP_005069347.1
OG0012207	XP_031817037.1	XP_040586046.1
OG0012208	XP_031816998.1	XP_005069583.1
OG0012209	XP_031816962.1	XP_005069592.1
OG0012211	XP_003764307.1	XP_012968420.1
OG0012212	XP_003764303.2	XP_005069599.1
OG0012213	XP_031816952.1	XP_040591510.1
OG0012214	XP_003764340.1	XP_040590678.1
OG0012215	XP_031816938.1	XP_040590647.1
OG0012216	XP_003764329.1	XP_040590652.1
OG0012217	XP_003764336.3	XP_040590698.1
OG0012218	XP_003764335.1	XP_005077378.1
OG0012219	XP_003764323.1	XP_040590695.1
OG0012220	XP_003764331.1	XP_040590659.1
OG0012221	XP_031816910.1	XP_005077380.2
OG0012223	XP_031813175.1	XP_040605021.1
OG0012224	XP_031813157.1	XP_040605017.1
OG0012225	XP_031813211.1	XP_021081343.1
OG0012226	XP_003766710.2	XP_040605009.1
OG0012227	XP_031813190.1	XP_005067516.2
OG0012228	XP_031813191.1	XP_040604981.1
OG0012229	XP_031821231.1	XP_040604970.1
OG0012230	XP_023358550.2	XP_040604977.1
OG0012231	XP_012406124.1	XP_040604926.1
OG0012232	XP_023358525.2	XP_005067575.1
OG0012233	XP_012404210.1	XP_040604928.1
OG0012234	XP_012404203.3	XP_005067581.1
OG0012235	XP_031821281.1	XP_012966891.1
OG0012237	XP_003768838.1	XP_005067893.1
OG0012238	XP_003768813.1	XP_005067599.1
OG0012239	XP_003775357.4	XP_005067601.1
OG0012240	XP_031824494.1	XP_040604880.1
OG0012241	XP_003768807.1	XP_005067614.1
OG0012242	XP_003768808.1	XP_005067612.1
OG0012243	XP_003768780.1	XP_005067616.1
OG0012244	XP_003768779.2	XP_005067617.2
OG0012245	XP_003768775.1	XP_005067627.1
OG0012246	XP_003768771.1	XP_012967224.1
OG0012247	XP_031821368.1	XP_040604847.1
OG0012248	XP_031821407.1, XP_003770542.2	XP_021081292.1
OG0012249	XP_031821394.1	XP_005067668.1
OG0012250	XP_031823735.1	XP_005067685.1
OG0012252	XP_031823705.1	XP_040604757.1
OG0012253	XP_031823727.1	XP_012967266.1
OG0012254	XP_003770186.2	XP_040604758.1
OG0012255	XP_012398118.1	XP_012967234.1
OG0012256	XP_003761371.1	XP_021081464.2
OG0012257	XP_031794412.1	XP_005067723.1
OG0012258	XP_003761330.1	XP_005067733.1
OG0012259	XP_003761568.1	XP_005067745.2
OG0012260	XP_031796218.1, XP_012398336.1	XP_021081475.1
OG0012261	XP_031796296.1	XP_005067717.1
OG0012262	XP_031824779.1	XP_040612997.1
OG0012263	XP_031824812.1	XP_040613031.1
OG0012264	XP_031824831.1	XP_005086691.1
OG0012265	XP_031824840.1	XP_040613390.1
OG0012266	XP_003767322.1	XP_005074381.1
OG0012267	XP_031824861.1	XP_040613063.1
OG0012268	XP_031824867.1	XP_005074371.2
OG0012269	XP_031824918.1	XP_012970437.1
OG0012270	XP_031824924.1	XP_005072232.1
OG0012271	XP_031824928.1	XP_005072222.1
OG0012272	XP_031824931.1	XP_005072220.1
OG0012273	XP_031824941.1	XP_005072211.2
OG0012274	XP_031824947.1	XP_005072204.1
OG0012275	XP_031824951.1	XP_040612948.1
OG0012276	XP_031824962.1	XP_040612935.1
OG0012278	XP_031818947.1	XP_005079265.1
OG0012279	XP_031818897.1	XP_040590992.1
OG0012280	XP_031818872.1	XP_005079295.2
OG0012281	XP_031818866.1	XP_005079299.1
OG0012282	XP_031818859.1	XP_012975413.1
OG0012283	XP_031817428.1	XP_021088248.2
OG0012284	XP_031818842.1	XP_040590983.1
OG0012285	XP_031818818.1	XP_040590852.1
OG0012286	XP_031819591.1	XP_040590838.1
OG0012287	XP_031818816.1	XP_005079330.1
OG0012288	XP_031818802.1	XP_040590926.1
OG0012289	XP_031817421.1	XP_040591035.1
OG0012290	XP_003765561.1	XP_040590948.1
OG0012291	XP_003765089.1	XP_040590839.1
OG0012292	XP_031805963.1	XP_005073224.4
OG0012293	XP_031805967.1	XP_005073209.1
OG0012294	XP_031805985.1	XP_005073197.1
OG0012295	XP_031806002.1	XP_021084672.1
OG0012296	XP_031806005.1	XP_005073187.1
OG0012297	XP_003758532.2	XP_005073260.1
OG0012298	XP_031806022.1	XP_040591599.1
OG0012299	XP_003758516.1	XP_005073168.1
OG0012300	XP_031806031.1	XP_021084654.2
OG0012301	XP_012395812.1	XP_005073255.2
OG0012302	XP_012395805.3	XP_012971102.2
OG0012303	XP_012395795.1	XP_005073154.1
OG0012304	XP_031806046.1	XP_005073150.1
OG0012305	XP_031806059.1	XP_005073145.1
OG0012306	XP_031806062.1	XP_005073143.1
OG0012307	XP_031806068.1	XP_005073142.1
OG0012308	XP_031806071.1	XP_040592014.1
OG0012309	XP_003757906.1	XP_005073251.1
OG0012310	XP_031805871.1, XP_031805863.1	XP_040592509.1
OG0012311	XP_012396342.1	XP_040592524.1
OG0012312	XP_031805855.1	XP_005073102.2
OG0012313	XP_031805851.1	XP_021084610.1
OG0012314	XP_003759124.2	XP_040592839.1
OG0012315	XP_031805820.1	XP_040592894.1
OG0012316	XP_031805878.1	XP_005073088.1
OG0012317	XP_031805888.1	XP_040593166.1
OG0012318	XP_003758562.1	XP_040593137.1
OG0012319	XP_031805941.1	XP_040592505.1
OG0012320	XP_031806080.1	XP_040592462.1
OG0012321	XP_031806101.1	XP_012973376.1
OG0012322	XP_003758483.1	XP_012973359.1
OG0012323	XP_031806133.1	XP_040592470.1
OG0012324	XP_031806143.1	XP_005076344.1
OG0012325	XP_031806144.1	XP_040592545.1
OG0012326	XP_031806148.1	XP_005076336.1
OG0012327	XP_003758445.2	XP_040592546.1
OG0012328	XP_031805095.1	XP_012973369.1
OG0012329	XP_023350807.1	XP_012973259.1
OG0012330	XP_031806172.1	XP_040601850.1, XP_005076245.1
OG0012331	XP_031794383.1	XP_005067732.1
OG0012332	XP_031824837.1	XP_005086690.1
OG0012333	XP_012395822.1	XP_005073181.2
OG0012334	XP_012398647.2	XP_040604158.1
OG0012335	XP_012398699.2	XP_040604216.1
OG0012336	XP_003762017.1	XP_005081626.1
OG0012337	XP_031825202.1	XP_005077438.1
OG0012338	XP_031824723.1	XP_040607498.1
OG0012339	XP_031801727.1	XP_012977125.1
OG0012340	XP_031801687.1	XP_005081662.3
OG0012341	XP_031801635.1	XP_040604247.1
OG0012342	XP_023353551.2	XP_040604280.1
OG0012343	XP_031824725.1	XP_040607490.1
OG0012344	XP_031823755.1	XP_012976171.1
OG0012345	XP_031823741.1	XP_005080398.1
OG0012346	XP_031823770.1	XP_040587344.1
OG0012347	XP_031823797.1	XP_040587238.1
OG0012348	XP_031823798.1	XP_040587593.1
OG0012349	XP_031824607.1	XP_040587271.1
OG0012350	XP_031823803.1	XP_012976197.1
OG0012351	XP_031823807.1	XP_040599042.1, XP_005080409.1
OG0012352	XP_031823825.1	XP_021088859.1
OG0012353	XP_031823828.1	XP_040587155.1
OG0012354	XP_031823843.1	XP_040587171.1
OG0012355	XP_031823845.1	XP_005080439.1
OG0012356	XP_031823854.1	XP_021088789.1
OG0012357	XP_031823863.1	XP_005080438.1
OG0012358	XP_031823846.1	XP_005080443.2
OG0012360	XP_003768868.1	XP_005080475.1
OG0012361	XP_031821172.1	XP_005080482.1
OG0012362	XP_003768894.1	XP_040587247.1
OG0012363	XP_031821165.1	XP_040587300.1
OG0012364	XP_023358590.1	XP_005080488.1
OG0012365	XP_012404249.1	XP_040586978.1
OG0012366	XP_003768877.1	XP_005080492.1
OG0012367	XP_031796489.1	XP_040607260.1
OG0012368	XP_003759883.2, XP_031796983.1	XP_012975937.1
OG0012369	XP_031797028.1	XP_012975922.1
OG0012370	XP_031797216.1	XP_040607186.1
OG0012371	XP_031805279.1	XP_005080049.1
OG0012372	XP_003761547.1	XP_005080051.1
OG0012373	XP_031797286.1	XP_012975871.1
OG0012374	XP_031795618.1	XP_005064392.1
OG0012375	XP_031795732.1	XP_012967209.1
OG0012376	XP_023353302.1	XP_040609686.1
OG0012377	XP_012398329.1	XP_005064408.1
OG0012378	XP_031795884.1	XP_040609785.1
OG0012379	XP_012398326.1	XP_040609908.1
OG0012380	XP_003761649.3	XP_005064428.1
OG0012381	XP_031796113.1	XP_012975481.1
OG0012382	XP_031819553.1	XP_005064432.2
OG0012383	XP_031819336.1	XP_021084526.2
OG0012384	XP_031819387.1	XP_040610222.1
OG0012385	XP_031819238.1	XP_040610235.1
OG0012386	XP_003762137.2	XP_040610246.1
OG0012387	XP_003762141.2	XP_005063446.1
OG0012388	XP_031819163.1	XP_005064473.1
OG0012390	XP_012398753.1	XP_040610340.1
OG0012391	XP_031818689.1	XP_040610630.1
OG0012392	XP_031818578.1	XP_005064503.1
OG0012393	XP_031801448.1	XP_040610977.1
OG0012394	XP_003761926.1, XP_031801447.1	XP_005064511.1
OG0012395	XP_023353382.2	XP_040611105.1
OG0012396	XP_012398464.2	XP_040611136.1
OG0012397	XP_031797882.1	XP_005064522.1
OG0012398	XP_003761519.2	XP_040611254.1
OG0012399	XP_031797935.1	XP_005064533.1
OG0012400	XP_031798097.1	XP_040611350.1
OG0012401	XP_031798088.1	XP_005064536.1
OG0012402	XP_003761499.1	XP_040611390.1
OG0012403	XP_003761480.1	XP_005064546.1
OG0012404	XP_031798467.1	XP_040611569.1
OG0012405	XP_031798473.1	XP_040611560.1
OG0012406	XP_023353171.1	XP_040611606.1
OG0012407	XP_031798597.1	XP_040611722.1
OG0012408	XP_031800070.1	XP_040589545.1
OG0012409	XP_031800142.1	XP_005077421.1
OG0012410	XP_003761729.3	XP_012974079.1
OG0012411	XP_031800143.1	XP_040589377.1
OG0012412	XP_031800354.1	XP_040586709.1
OG0012413	XP_031800299.1	XP_040586877.1
OG0012414	XP_031800401.1	XP_005084635.1
OG0012415	XP_031800453.1	XP_040604024.1
OG0012416	XP_023353351.2	XP_021091249.1
OG0012417	XP_003761753.1	XP_005084640.1
OG0012418	XP_012398440.1	XP_012977145.1
OG0012419	XP_003761786.1	XP_021089503.1
OG0012420	XP_012398449.1	XP_021089525.1
OG0012421	XP_031801110.1	XP_005081736.1
OG0012422	XP_003761931.1	XP_005081727.1
OG0012423	XP_031801466.1	XP_005081726.1
OG0012424	XP_031801475.1	XP_012977185.1
OG0012425	XP_031801523.1	XP_021089517.1
OG0012426	XP_031801524.1	XP_040604156.1
OG0012427	XP_031818310.1	XP_005081690.1
OG0012428	XP_031819641.1	XP_040604162.1
OG0012429	XP_012399637.1	XP_012977122.1
OG0012430	XP_012398704.1	XP_040604183.1
OG0012431	XP_031801697.1	XP_040604199.1
OG0012432	XP_003762060.1	XP_040604213.1
OG0012433	XP_003762053.1	XP_005081783.1
OG0012434	XP_012398706.1	XP_005081640.1
OG0012435	XP_031801585.1	XP_005081767.1
OG0012436	XP_012398681.1	XP_005081620.1
OG0012437	XP_012398689.1	XP_040604296.1
OG0012438	XP_031801580.1	XP_040604298.1
OG0012439	XP_031801579.1	XP_012977031.1
OG0012440	XP_031801533.1	XP_040604333.1
OG0012441	XP_031801532.1, XP_031801531.1	XP_040604343.1
OG0012442	XP_031823120.1	XP_005076649.1
OG0012443	XP_003764630.1	XP_005071027.2
OG0012444	XP_031823109.1	XP_005076658.1
OG0012445	XP_023359207.1	XP_005076669.1
OG0012446	XP_023359199.1	XP_005076700.1
OG0012447	XP_031823066.1	XP_040607981.1
OG0012448	XP_003769774.1	XP_021086645.1
OG0012449	XP_031823048.1	XP_005076712.1
OG0012450	XP_023359200.1	XP_005076713.1
OG0012451	XP_003769758.1	XP_040607953.1
OG0012452	XP_031823009.1	XP_040607917.1
OG0012453	XP_031823002.1	XP_005077169.3
OG0012454	XP_031822992.1	XP_040607908.1
OG0012455	XP_003769727.1	XP_005077174.1
OG0012456	XP_031822979.1	XP_012973856.1
OG0012457	XP_031822972.1	XP_040607881.1
OG0012458	XP_031822964.1	XP_040607870.1
OG0012459	XP_031822957.1	XP_040607864.1
OG0012460	XP_031822963.1	XP_040607860.1
OG0012461	XP_003769706.1	XP_005077458.1
OG0012462	XP_031822956.1	XP_005077456.1
OG0012463	XP_031825162.1	XP_040589318.1
OG0012464	XP_031825166.1	XP_040589312.1
OG0012465	XP_023357389.2	XP_040589390.1
OG0012466	XP_003767278.3	XP_040589396.1
OG0012467	XP_012403042.1	XP_012977337.1
OG0012468	XP_003767373.1	XP_005081967.2
OG0012469	XP_031825258.1	XP_040607574.1
OG0012470	XP_012403057.2	XP_021089602.2
OG0012471	XP_031792606.1	XP_005081957.1
OG0012472	XP_023357504.1	XP_040607539.1
OG0012473	XP_031824689.1	XP_021090642.1
OG0012474	XP_031824710.1	XP_040607525.1
OG0012475	XP_031824716.1	XP_005083686.1
OG0012476	XP_031824719.1	XP_005083689.1
OG0012477	XP_031823257.1	XP_040607511.1
OG0012478	XP_031824721.1	XP_021090588.2
OG0012479	XP_003767302.1	XP_012978571.1
OG0012480	XP_031824739.1	XP_012978561.1
OG0012481	XP_003767697.1	XP_012975826.3
OG0012482	XP_031792870.1	XP_005071349.1
OG0012483	XP_003767647.2	XP_005073432.2
OG0012484	XP_003767612.2, XP_031792987.1	XP_012971296.1
OG0012485	XP_031822464.1	XP_005080280.1
OG0012486	XP_031824431.1	XP_005071369.2
OG0012487	XP_003759868.1	XP_021090586.2
OG0012488	XP_031793019.1	XP_040594966.1
OG0012489	XP_031793015.1	XP_005073440.1
OG0012490	XP_031792990.1	XP_005073458.1
OG0012491	XP_023357628.1	XP_040594950.1
OG0012492	XP_012403254.1	XP_012971291.1
OG0012493	XP_031792969.1	XP_040594245.1
OG0012494	XP_031792961.1	XP_012971338.1
OG0012495	XP_003767600.1	XP_040593644.1
OG0012496	XP_031792947.1	XP_005073503.1
OG0012497	XP_031793120.1	XP_005079916.1
OG0012498	XP_031793130.1	XP_040593090.1
OG0012499	XP_012403312.1	XP_012978077.1
OG0012500	XP_003767745.3	XP_021090225.1
OG0012501	XP_012403327.1	XP_040593525.1
OG0012502	XP_031804522.1	XP_005079055.1
OG0012503	XP_012403176.1	XP_012969839.1
OG0012504	XP_003767541.1	XP_012969816.1
OG0012505	XP_003767542.1	XP_005071347.1
OG0012506	XP_023357591.1	XP_005071337.2
OG0012507	XP_023357596.2	XP_005071327.1
OG0012508	XP_031792824.1	XP_005071364.1
OG0012509	XP_031792789.1	XP_040593198.1
OG0012510	XP_003767493.1	XP_005071390.1
OG0012511	XP_031824226.1	XP_040593832.1
OG0012512	XP_031792768.1	XP_040595317.1
OG0012513	XP_031792772.1	XP_005071394.1
OG0012514	XP_031792777.1	XP_012969723.2
OG0012515	XP_003767479.1	XP_005071418.1
OG0012516	XP_023357544.1	XP_005071530.3
OG0012517	XP_031792712.1	XP_005071427.1
OG0012518	XP_031792692.1	XP_005071446.1
OG0012519	XP_031822810.1	XP_021087576.2
OG0012520	XP_031822814.1	XP_012974672.1
OG0012521	XP_012403379.2	XP_005078218.1
OG0012523	XP_031822848.1	XP_005078212.1
OG0012524	XP_003767812.1	XP_005078207.1
OG0012525	XP_031822864.1	XP_040593306.1
OG0012526	XP_031822880.1	XP_005078195.1
OG0012527	XP_031822885.1	XP_005078193.1
OG0012528	XP_023357790.1	XP_005078191.2
OG0012529	XP_031824558.1	XP_040594812.1
OG0012530	XP_031822913.1	XP_040594858.1
OG0012531	XP_031822921.1	XP_005078178.1
OG0012532	XP_031822924.1	XP_040594341.1
OG0012533	XP_031822646.1	XP_012976134.1
OG0012534	XP_031822639.1	XP_021088671.2
OG0012535	XP_003768139.2	XP_040608414.1
OG0012536	XP_031822625.1	XP_005088596.1
OG0012537	XP_031824539.1	XP_005080192.1
OG0012538	XP_031822568.1	XP_005080201.1
OG0012539	XP_031824536.1	XP_005080213.1
OG0012540	XP_031822564.1	XP_005080219.3
OG0012541	XP_031822532.1	XP_040608318.1
OG0012542	XP_003768096.1	XP_021088673.2
OG0012543	XP_031822469.1	XP_040608258.1
OG0012544	XP_003768063.1	XP_005080284.1
OG0012545	XP_031801861.1	XP_005076530.1
OG0012546	XP_031801901.1	XP_012978295.1
OG0012547	XP_031801892.1	XP_040613901.1
OG0012548	XP_031801908.1	XP_040613890.1
OG0012549	XP_031801917.1	XP_012979842.1
OG0012550	XP_003759844.1	XP_005065392.1
OG0012551	XP_031802332.1	XP_040613830.1
OG0012552	XP_031802338.1	XP_021090554.1
OG0012553	XP_003759856.1	XP_040613817.1
OG0012554	XP_031802343.1	XP_012980217.1
OG0012555	XP_031802598.1	XP_040613802.1
OG0012556	XP_031802368.1	XP_040613783.1
OG0012557	XP_031802379.1	XP_040613781.1
OG0012558	XP_012396961.1	XP_005065434.1
OG0012559	XP_023351963.1	XP_005065433.2
OG0012560	XP_023351973.1	XP_040613766.1
OG0012561	XP_023351974.2	XP_040613764.1
OG0012562	XP_031802404.1	XP_021090793.1
OG0012563	XP_023351977.1	XP_005083088.1
OG0012564	XP_023362752.1, XP_003761925.1	XP_005083087.1
OG0012565	XP_031802439.1	XP_005082624.1
OG0012566	XP_031802485.1	XP_040608842.1
OG0012567	XP_003760103.2	XP_040608855.1
OG0012568	XP_003760108.1	XP_040608870.1
OG0012569	XP_031802504.1	XP_005074721.1
OG0012570	XP_003760110.1	XP_040597654.1
OG0012571	XP_023352016.1	XP_040597612.1
OG0012572	XP_012404090.2	XP_040598855.1
OG0012573	XP_031808391.1	XP_012980938.1
OG0012574	XP_031808159.1, XP_031808160.1	XP_005068445.1
OG0012575	XP_003755912.1	XP_005085624.2
OG0012576	XP_031810888.1	XP_005085627.1
OG0012577	XP_031810894.1	XP_040596601.1
OG0012578	XP_031805198.1	XP_040596592.1
OG0012579	XP_031810926.1	XP_005085639.2
OG0012580	XP_003755899.1	XP_021091896.2
OG0012581	XP_023355330.2	XP_005085663.1
OG0012582	XP_012400656.1	XP_005085673.1
OG0012583	XP_031810964.1	XP_040596588.1
OG0012584	XP_031808121.1	XP_040599051.1
OG0012585	XP_031808127.1	XP_040599055.1
OG0012586	XP_031805132.1	XP_040599021.1
OG0012587	XP_012396105.1	XP_040599020.1
OG0012588	XP_003756483.2	XP_005080564.1
OG0012589	XP_003756481.1	XP_040598994.1
OG0012590	XP_031808803.1	XP_040598979.1
OG0012591	XP_031808824.1	XP_021088885.2
OG0012592	XP_031808477.1	XP_021084870.1
OG0012593	XP_031808472.1	XP_040598951.1
OG0012594	XP_031808774.1	XP_005072860.1
OG0012595	XP_031808675.1	XP_005072855.2
OG0012596	XP_031808683.1	XP_040598938.1
OG0012597	XP_031808676.1	XP_040598934.1
OG0012598	XP_031808829.1	XP_040598933.1
OG0012600	XP_031808784.1	XP_040598923.1
OG0012601	XP_031808851.1	XP_021084471.1
OG0012602	XP_031808786.1	XP_005072841.1
OG0012603	XP_003758860.1	XP_040591835.1
OG0012605	XP_031808700.1	XP_040591664.1
OG0012606	XP_003756434.3	XP_012980498.1
OG0012607	XP_031808841.1	XP_040591666.1
OG0012608	XP_031808836.1	XP_005085863.1
OG0012609	XP_031808507.1	XP_040598896.1
OG0012610	XP_031808517.1	XP_040598898.1
