Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0012559	XP_023351963.1	XP_017173356.1
OG0012560	XP_023351973.1	XP_006526114.1
OG0012561	XP_023351974.2	NP_001139759.1
OG0012562	XP_031802404.1	XP_006526131.1, NP_001077097.1
OG0012563	XP_023351977.1	NP_569716.2
OG0012564	XP_023362752.1, XP_003761925.1	NP_031619.3
OG0012565	XP_031802439.1	NP_083163.3
OG0012566	XP_031802485.1	XP_006524912.1
OG0012567	XP_003760103.2	NP_082664.1
OG0012568	XP_003760108.1	XP_017172989.1
OG0012569	XP_031802504.1	XP_036017093.1, NP_573500.2
OG0012570	XP_003760110.1	NP_001406305.1
OG0012571	XP_023352016.1	XP_011245209.1
OG0012572	XP_012404090.2	NP_783575.2, XP_017170513.1
OG0012573	XP_031808391.1	NP_001288356.1
OG0012574	XP_031808159.1, XP_031808160.1	NP_808288.2
OG0012575	XP_003755912.1	NP_032634.3
OG0012576	XP_031810888.1	NP_542764.2
OG0012577	XP_031810894.1	NP_075679.2
OG0012578	XP_031805198.1	XP_030103435.1, NP_001357821.1
OG0012579	XP_031810926.1	NP_031481.2
OG0012580	XP_003755899.1	NP_035319.1
OG0012581	XP_023355330.2	NP_001240817.1
OG0012582	XP_012400656.1	NP_080679.3
OG0012583	XP_031810964.1	NP_076188.3
OG0012584	XP_031808121.1	NP_659037.2
OG0012585	XP_031808127.1	XP_036013597.1
OG0012586	XP_031805132.1	XP_036013330.1
OG0012587	XP_012396105.1	NP_079732.1
OG0012588	XP_003756483.2	NP_035037.2
OG0012589	XP_003756481.1	NP_663417.1, XP_006515736.1
OG0012590	XP_031808803.1	XP_017170673.1, NP_001299573.1
OG0012591	XP_031808824.1	NP_001028328.2
OG0012592	XP_031808477.1	XP_006516083.1
OG0012593	XP_031808472.1	NP_849243.2
OG0012594	XP_031808774.1	NP_001180195.2
OG0012595	XP_031808675.1	XP_017170423.1, NP_081545.3
OG0012596	XP_031808683.1	NP_839984.1
OG0012597	XP_031808676.1	XP_011242459.1, NP_079717.2
OG0012598	XP_031808829.1	NP_001129031.1, XP_006515698.1
OG0012600	XP_031808784.1	NP_001390761.1
OG0012601	XP_031808851.1	NP_001392290.1
OG0012602	XP_031808786.1	NP_082615.1
OG0012603	XP_003758860.1	NP_032721.2
OG0012605	XP_031808700.1	XP_036014450.1
OG0012606	XP_003756434.3	NP_001346970.1
OG0012607	XP_031808841.1	XP_006519690.1
OG0012608	XP_031808836.1	NP_001347461.1
OG0012609	XP_031808507.1	NP_001156850.1
OG0012610	XP_031808517.1	NP_083503.1
OG0012611	XP_031808520.1	NP_001177395.1
OG0012612	XP_003759367.1	NP_035514.1
OG0012613	XP_003759378.2	NP_035512.1
OG0012614	XP_012404012.1	NP_083856.1
OG0012615	XP_003756378.1	NP_848479.1
OG0012616	XP_031808550.1	NP_766393.2
OG0012617	XP_003756395.1	NP_598811.3
OG0012618	XP_031808626.1	XP_006516160.1, NP_062525.1
OG0012619	XP_031808622.1	NP_083345.1
OG0012620	XP_031808633.1	NP_076210.1, XP_030102816.1
OG0012621	XP_031808645.1	XP_030102381.1, NP_084264.1
OG0012622	XP_003756419.2	NP_084293.1
OG0012623	XP_031808647.1	XP_030102481.1
OG0012624	XP_031808656.1	NP_796241.3
OG0012625	XP_012404487.1	XP_006516097.1, NP_080520.2
OG0012626	XP_003756441.2	NP_001171032.1
OG0012627	XP_003756322.1	XP_017170611.1
OG0012628	XP_031808445.1	XP_006515747.1
OG0012629	XP_031808444.1	XP_011242435.1
OG0012630	XP_031808438.1	NP_001254554.1
OG0012631	XP_031808422.1	NP_001129547.1
OG0012632	XP_031808414.1, XP_031808415.1	NP_766168.1
OG0012633	XP_023357905.1	NP_598803.1, XP_036013042.1
OG0012634	XP_031808393.1	NP_001392261.1
OG0012635	XP_003756270.1	NP_663420.1
OG0012636	XP_031808340.1	XP_006516052.1
OG0012637	XP_003756288.1	XP_006515772.1, NP_663422.1
OG0012638	XP_012403313.1	NP_036064.3
OG0012639	XP_003756256.1	NP_001277217.1
OG0012640	XP_031808284.1	NP_113568.2
OG0012641	XP_031808225.1	NP_084448.1
OG0012642	XP_031808207.1	NP_080957.2
OG0012643	XP_031808198.1	NP_083256.2, XP_006516371.1
OG0012644	XP_031809146.1	XP_006516221.1, NP_001153382.1
OG0012645	XP_031809117.1	XP_006515533.1
OG0012646	XP_031809113.1	NP_851845.1
OG0012647	XP_003756599.1	NP_001012310.2, XP_011242283.1
OG0012648	XP_031809078.1	NP_081890.1, XP_006516266.1
OG0012649	XP_031809080.1	NP_036103.1
OG0012650	XP_031809037.1	NP_001361650.1
OG0012651	XP_031809000.1	XP_030102765.1
OG0012652	XP_031805371.1	NP_951014.1
OG0012653	XP_012403354.1	NP_001277231.1, XP_036013232.1
OG0012654	XP_031809007.1	NP_001091090.1, XP_006516225.1
OG0012655	XP_012403693.1	NP_034605.1, XP_006532360.1
OG0012656	XP_031822229.1	NP_722502.1
OG0012657	XP_031823459.1	XP_006533512.1, NP_001291368.1
OG0012658	XP_031805193.1	NP_001289885.1
OG0012659	XP_031810662.1	XP_006497869.1, NP_033142.2
OG0012660	XP_031805192.1	NP_780399.1, NP_001277481.1
OG0012661	XP_003768648.1	NP_081027.1
OG0012662	XP_003768197.1	NP_077769.4, XP_006534439.1
OG0012663	XP_003768276.1	XP_017169791.1, NP_001167570.1
OG0012664	XP_003768324.1	NP_082432.2
OG0012665	XP_003768402.1	NP_032292.3, XP_006532343.1
OG0012666	XP_003768013.1	XP_036012480.1, NP_001028438.1
OG0012667	XP_031823572.1	NP_899109.2
OG0012668	XP_031810832.1	NP_001001714.1
OG0012670	XP_023358615.2	XP_011247520.1
OG0012671	XP_031805153.1	NP_082021.1
OG0012672	XP_003768643.1	XP_006532159.1, NP_031647.1
OG0012673	XP_031821512.1	NP_077191.2
OG0012674	XP_031821494.1, XP_003768656.1	NP_038798.2
OG0012675	XP_003768657.1	NP_081480.2
OG0012676	XP_012404047.2	NP_079836.1
OG0012677	XP_031821490.1	NP_001181952.1
OG0012678	XP_031821461.1	XP_006532054.1
OG0012679	XP_031821460.1	XP_006532781.1, NP_001078967.1
OG0012680	XP_031821453.1	NP_083174.2
OG0012681	XP_031821446.1	NP_001395320.1
OG0012682	XP_031821443.1	NP_031651.2
OG0012684	XP_012404080.1	NP_001350087.1
OG0012685	XP_031821420.1	XP_030101765.1
OG0012686	XP_003768728.1	XP_036012613.1, NP_766536.2
OG0012687	XP_012404110.1	NP_001350292.1
OG0012688	XP_031821726.1	NP_776116.2
OG0012689	XP_031824502.1	XP_011247257.1, NP_001028439.2
OG0012690	XP_031821719.1	NP_001392072.1
OG0012691	XP_031821711.1	NP_001349767.1
OG0012692	XP_003768560.1	NP_079552.3, XP_036012216.1
OG0012693	XP_031821695.1	NP_001192010.1
OG0012694	XP_031821672.1	NP_065229.2
OG0012695	XP_023358324.1	XP_006534333.1, NP_082290.2
OG0012696	XP_003768521.2	NP_079581.1
OG0012697	XP_031821614.1	NP_001028565.1
OG0012698	XP_003768621.1	NP_031608.1
OG0012699	XP_031824498.1	NP_938040.1
OG0012702	XP_031821739.1	NP_076402.1
OG0012703	XP_031821740.1	XP_036012949.1, NP_083621.1
OG0012704	XP_031821772.1	NP_766156.2
OG0012705	XP_023358255.1	NP_001106176.1
OG0012707	XP_031824510.1	NP_032766.2
OG0012708	XP_031821825.1	NP_001076004.1, NP_950184.2
OG0012709	XP_031821841.1	NP_001390541.1
OG0012710	XP_031821855.1	XP_030101431.1
OG0012711	XP_003768430.1	XP_006533751.1
OG0012712	XP_031821895.1	NP_001392161.1
OG0012713	XP_003768441.1	NP_665828.1
OG0012714	XP_003768195.1	NP_083563.1
OG0012715	XP_031822218.1	XP_006532521.1
OG0012716	XP_003768199.1	NP_659080.2
OG0012717	XP_031822204.1	NP_033838.1
OG0012718	XP_031824525.1	NP_036167.1
OG0012719	XP_031822202.1	NP_081596.1
OG0012720	XP_003768203.1	XP_017170022.1, NP_849263.1
OG0012721	XP_031822194.1	NP_001271340.1
OG0012722	XP_023358073.1	NP_080777.1
OG0012723	XP_023358082.1	NP_998824.1
OG0012724	XP_031822137.1	NP_083194.2
OG0012725	XP_031822147.1	NP_001390532.1
OG0012726	XP_031822149.1	NP_034053.2
OG0012727	XP_031822132.1	NP_001186225.1
OG0012728	XP_003768302.1	NP_034647.1, XP_030101458.1
OG0012729	XP_012403827.2	NP_082998.2
OG0012730	XP_031822074.1	NP_663409.2
OG0012731	XP_031822069.1	NP_033465.1
OG0012732	XP_003768319.1	NP_001073587.1
OG0012733	XP_031822034.1	NP_082425.1, XP_006534361.1
OG0012734	XP_031822032.1	XP_006532154.1
OG0012735	XP_031822028.1	NP_001074904.1
OG0012736	XP_003768325.1	NP_080462.2
OG0012737	XP_031824517.1	XP_006533088.1, NP_001074689.1
OG0012738	XP_031824514.1	XP_006534571.1
OG0012739	XP_031821957.1	NP_766387.2, XP_017170020.1
OG0012740	XP_003768415.1	NP_001392123.1
OG0012741	XP_031821931.1	XP_006532896.1, NP_766131.2
OG0012742	XP_012403869.1	NP_001351064.1
OG0012743	XP_031822228.1	NP_598568.1
OG0012744	XP_012405497.1	NP_082260.1
OG0012745	XP_031822255.1	NP_001350116.1
OG0012746	XP_031822262.1	XP_006534273.1
OG0012747	XP_003768024.1	NP_001344472.1
OG0012748	XP_023357928.1	NP_001390914.1
OG0012749	XP_012405709.1	NP_033572.2, XP_017169965.1
OG0012750	XP_003768005.1	NP_775550.2
OG0012751	XP_031822344.1	NP_001038992.1
OG0012752	XP_023357909.1	XP_036012127.1
OG0012753	XP_031822360.1	NP_077224.1
OG0012754	XP_031822386.1	NP_001350059.1
OG0012755	XP_012403557.2	NP_079690.2
OG0012756	XP_031822400.1	XP_030101706.1
OG0012757	XP_031822405.1	NP_062790.1, XP_006533852.1
OG0012758	XP_031822423.1	XP_006533042.1
OG0012759	XP_031823425.1	NP_033356.2
OG0012760	XP_031823437.1	NP_001039008.1, XP_011247471.1
OG0012761	XP_003770043.1	NP_663406.2
OG0012762	XP_031823484.1	NP_001391057.1
OG0012764	XP_023359383.2	NP_954666.1
OG0012765	XP_031823494.1	NP_659075.1
OG0012766	XP_031823519.1	XP_011247072.1
OG0012767	XP_031823531.1	NP_954669.2
OG0012768	XP_031823537.1	NP_081016.2
OG0012769	XP_003770093.2	NP_958808.1
OG0012770	XP_003770078.1	NP_001351039.1
OG0012771	XP_031823562.1	NP_033449.2
OG0012772	XP_031823573.1	NP_777277.2, XP_006533463.1
OG0012773	XP_031824597.1	NP_001004144.1
OG0012774	XP_031823584.1	XP_006533451.1
OG0012775	XP_031823585.1	XP_006533001.1
OG0012776	XP_031823591.1	XP_006533290.1
OG0012777	XP_031823607.1	NP_031780.2
OG0012778	XP_031823608.1	NP_058090.2
OG0012779	XP_003770141.1	NP_080305.2
OG0012780	XP_031823621.1	NP_796341.2
OG0012781	XP_031823629.1	NP_083934.1
OG0012782	XP_031823630.1	NP_031899.2
OG0012783	XP_031823634.1	NP_598417.2
OG0012784	XP_031823663.1	NP_001361617.1
OG0012785	XP_023359477.1	NP_796299.2
OG0012786	XP_031824602.1	NP_001091673.1
OG0012787	XP_031823672.1	NP_001074627.1
OG0012788	XP_031823679.1	XP_006533687.1
OG0012789	XP_031813173.1	NP_659567.2
OG0012790	XP_031813218.1	NP_001363911.1
OG0012792	XP_003757595.1	NP_001026978.2
OG0012793	XP_031807784.1	NP_067368.3
OG0012794	XP_012409514.1	NP_032747.2, NP_001407398.1
OG0012795	XP_003757571.1	XP_030107910.1, NP_081361.1
OG0012796	XP_031807833.1	NP_001408846.1, NP_001258706.1
OG0012797	XP_031807844.1	NP_001019787.2
OG0012798	XP_031810801.1	NP_032740.3
OG0012799	XP_023350123.1	NP_001186076.1
OG0012800	XP_003757538.1	NP_001032836.1, XP_006498198.1
OG0012801	XP_031810773.1	NP_997117.2
OG0012802	XP_031805293.1	XP_006497917.1, NP_033526.1
OG0012803	XP_003757501.1	NP_766247.2
OG0012804	XP_012409434.2	XP_006497859.1
OG0012805	XP_031810712.1	NP_001395026.1
OG0012806	XP_003757452.1	NP_659135.1
OG0012807	XP_003757450.1	NP_062655.1
OG0012808	XP_031810628.1	NP_938046.2
OG0012809	XP_031810618.1	NP_766248.3
OG0012810	XP_031810621.1	NP_031957.1
OG0012811	XP_003757371.1	NP_001032851.1, NP_079704.2
OG0012812	XP_031810609.1	XP_006497872.1
OG0012813	XP_023350051.1	NP_001008498.2
OG0012814	XP_003757365.1	NP_083199.1
OG0012815	XP_031810572.1	NP_919316.1
OG0012816	XP_003757414.2	NP_848710.1
OG0012817	XP_023349894.1	NP_001078976.1
OG0012818	XP_003757191.1	NP_001407449.1, NP_001407448.1, NP_058048.1
OG0012819	XP_023349891.1	XP_017174684.1
OG0012820	XP_012409173.1	NP_071705.3, NP_001156906.1
OG0012821	XP_012409171.1	NP_079868.1
OG0012822	XP_012409138.1	NP_796357.1
OG0012823	XP_031810105.1	NP_032526.2
OG0012824	XP_031810085.1	NP_001107596.1
OG0012825	XP_003772406.1	NP_081577.1
OG0012826	XP_003770827.1	NP_075967.2
OG0012827	XP_031807107.1	NP_033878.1
OG0012828	XP_012401603.1	NP_001028599.1
OG0012829	XP_031806284.1	NP_035510.1, XP_006523994.1
OG0012830	XP_003757987.1	NP_033886.2
OG0012831	XP_003757986.1	NP_079743.1
OG0012834	XP_031796034.1	NP_899120.2
OG0012835	XP_012406926.1	NP_056555.2
OG0012836	XP_031797059.1	NP_035973.1
OG0012837	XP_031797031.1	NP_064347.1
OG0012838	XP_003770940.1	NP_079992.1
OG0012839	XP_003772651.1	NP_058054.2
OG0012840	XP_012406977.1	NP_032947.1
OG0012841	XP_023361184.1	XP_011241766.1, NP_038814.1, NP_001346306.1
OG0012842	XP_003772405.1	NP_032694.2
OG0012843	XP_031796963.1	NP_001161764.1
OG0012844	XP_031796976.1	NP_082506.1
OG0012845	XP_012406994.1	NP_001165053.1
OG0012846	XP_023361142.1	NP_082303.2
OG0012847	XP_023361136.2	NP_808283.3, XP_006513627.1
OG0012848	XP_003772348.1	NP_034139.2
OG0012849	XP_031796914.1	NP_079813.1
OG0012850	XP_031796915.1	NP_001106941.1
OG0012851	XP_031796861.1	NP_796126.4
OG0012852	XP_003770874.1	NP_081880.2
OG0012853	XP_031796789.1	NP_001103688.1
OG0012854	XP_031796784.1	NP_001074506.1
OG0012855	XP_031796782.1	NP_766610.2
OG0012856	XP_031817116.1, XP_031796755.1	NP_083640.1
OG0012857	XP_031794231.1	XP_006514294.1
OG0012858	XP_003770966.1	NP_001014412.1
OG0012859	XP_031796659.1	NP_001156376.1
OG0012860	XP_031796559.1	NP_080846.1
OG0012861	XP_031793905.1	NP_068740.3
OG0012862	XP_003770861.2	NP_031718.1
OG0012863	XP_031796219.1	NP_849250.1
OG0012864	XP_031794057.1	NP_001002005.2, XP_006521202.1
OG0012865	XP_031795138.1	XP_006521018.1
OG0012866	XP_003770819.2	NP_001028446.2, XP_036015261.1
OG0012867	XP_031794396.1	XP_006520885.1
OG0012868	XP_031793699.1	NP_001157106.1, NP_033554.3
OG0012869	XP_031796606.1	NP_058539.2
OG0012870	XP_031794434.1	NP_536718.1
OG0012871	XP_031796821.1	NP_001365767.1
OG0012872	XP_031796264.1	NP_001355589.1
OG0012873	XP_003770830.1	NP_001074635.2
OG0012875	XP_031793695.1	NP_001346060.1
OG0012876	XP_031794774.1	NP_898838.2
OG0012877	XP_012407184.1	NP_848742.1
OG0012878	XP_031794061.1	XP_017172261.1, NP_083342.1
OG0012880	XP_031796668.1	NP_150087.1
OG0012881	XP_031796652.1	NP_001076005.2
OG0012882	XP_031794989.1	NP_659061.2
OG0012883	XP_003771045.1	NP_780318.1
OG0012884	XP_031796961.1	NP_001344588.1
OG0012885	XP_031795714.1	NP_001013380.2, NP_083039.2
OG0012886	XP_031795990.1	NP_803412.1, XP_036015335.1
OG0012887	XP_031797111.1	NP_035567.1
OG0012888	XP_031793596.1	NP_001365917.1
OG0012889	XP_031793986.1	NP_001403052.1
OG0012890	XP_023360237.1	NP_082178.2
OG0012891	XP_031793819.1	NP_001398351.1
OG0012892	XP_012406102.1	NP_080207.1
OG0012893	XP_003771169.1	NP_031609.1, XP_006520434.1
OG0012894	XP_031797104.1	NP_663397.1
OG0012895	XP_003771145.2	NP_898995.1
OG0012896	XP_012406076.2	NP_081699.1
OG0012897	XP_031795993.1	NP_001138670.1, XP_011241859.1
OG0012898	XP_031793956.1	NP_067414.2
OG0012899	XP_012401642.1	NP_035370.2
OG0012900	XP_031814633.1	XP_006514336.1, NP_001156428.1
OG0012901	XP_003765735.1	NP_076003.3
OG0012902	XP_023356203.1, XP_031800909.1	XP_006496104.1
OG0012903	XP_012401619.2	NP_082319.1
OG0012904	XP_031814996.1	XP_006496219.1
OG0012905	XP_012401605.1	NP_938045.2, XP_036020208.1
OG0012906	XP_031814966.1	NP_001357757.1
OG0012907	XP_031807348.1	NP_705722.2
OG0012908	XP_023350761.2	NP_001001806.1
OG0012909	XP_003758368.1	NP_114090.1
OG0012910	XP_031806286.1	NP_001264909.1
OG0012911	XP_031806294.1	NP_001391016.1
OG0012912	XP_003758850.1	NP_032558.2
OG0012913	XP_031806304.1	NP_032654.1
OG0012914	XP_031806308.1	NP_001074503.1
OG0012915	XP_003758328.1	NP_080803.1
OG0012916	XP_023350730.1	NP_787030.2
OG0012917	XP_031806343.1	NP_082780.1
OG0012918	XP_031806347.1	NP_001350297.1
OG0012919	XP_023350707.1	NP_080199.1
OG0012920	XP_031806378.1	NP_033070.2
OG0012921	XP_031806393.1	XP_006514891.1
OG0012922	XP_003758297.1	NP_033967.1
OG0012923	XP_031806397.1	XP_011241983.1
OG0012924	XP_031806427.1	XP_030101642.1, NP_776113.1
OG0012925	XP_031806438.1	NP_061349.3
OG0012926	XP_023350668.1	NP_034919.1
OG0012927	XP_003758266.1	NP_849240.1
OG0012928	XP_003758265.2	NP_079719.1
OG0012929	XP_031806454.1	NP_001163960.1
OG0012930	XP_031806465.1	XP_036022028.1
OG0012931	XP_003758007.1	NP_079941.1
OG0012932	XP_031806497.1	NP_035715.1
OG0012933	XP_031806495.1	NP_080099.1
OG0012935	XP_003772429.2	NP_001025185.1
OG0012936	XP_031814979.1	XP_006496354.2
OG0012937	XP_031808877.1, XP_031808878.1	NP_034832.2
OG0012938	XP_031801281.1	NP_001356064.1
OG0012940	XP_031808872.1	XP_006517325.1
OG0012941	XP_003768881.1	NP_663352.2
OG0012942	XP_031809676.1	NP_032055.1
OG0012943	XP_003756958.1	NP_038557.1, XP_036012229.1
OG0012944	XP_023362595.1	NP_001277679.1
OG0012945	XP_031809680.1	NP_001277689.1
OG0012947	XP_031800955.1	NP_775548.2, XP_036012112.1
OG0012948	XP_003759555.3	NP_001156485.1, XP_030106314.1
OG0012949	XP_031824323.1	NP_849203.2
OG0012950	XP_012398069.1	NP_001074840.2, XP_006525979.1
OG0012951	XP_003761303.1	NP_032934.1
OG0012952	XP_003759549.1, XP_031824405.1	NP_034851.2
OG0012953	XP_031808924.1	XP_006532623.1
OG0012954	XP_031808957.1	NP_062290.2
OG0012955	XP_012405364.1, XP_003756530.1	NP_033038.2
OG0012956	XP_031808963.1	XP_006532388.1
OG0012957	XP_031808904.1	XP_006532830.1
OG0012958	XP_031808903.1	NP_084252.1
OG0012959	XP_003756514.1	NP_780464.2
OG0012960	XP_012405148.1	NP_851795.1
OG0012961	XP_012405105.1	NP_036145.1
OG0012962	XP_003756499.1	XP_006517370.1, NP_062514.2
OG0012963	XP_003756485.1	NP_033395.1
OG0012964	XP_031808868.1	NP_001349344.2
OG0012965	XP_031809173.1	NP_001404692.1
OG0012966	XP_003756631.1	NP_848124.1
OG0012967	XP_031809202.1	NP_001074725.1
OG0012968	XP_023353685.1	NP_001165566.1
OG0012969	XP_023353715.1	NP_001106680.1
OG0012970	XP_031817403.1	NP_001342307.1
OG0012971	XP_031817342.1	NP_001392359.1
OG0012972	XP_031817339.1	NP_062408.2
OG0012973	XP_023353029.1	NP_001392353.1
OG0012974	XP_003762947.1	NP_077753.1
OG0012975	XP_031799190.1	NP_766283.2
OG0012976	XP_003761431.1	NP_067510.3
OG0012977	XP_031794056.1	NP_071641.1
OG0012978	XP_012398083.1	NP_076228.2
OG0012979	XP_031793790.1	NP_001406116.1
OG0012980	XP_003761817.1	XP_036020291.1, NP_780347.2
OG0012981	XP_003761820.1	NP_001240706.1
OG0012982	XP_031801294.1	NP_001364031.1
OG0012984	XP_003761850.1	NP_001017362.1
OG0012985	XP_031801266.1	NP_033529.3
OG0012986	XP_031801267.1	NP_001413127.1
OG0012987	XP_003761805.2	NP_001092784.1
OG0012988	XP_003761824.1	NP_001277391.1
OG0012989	XP_012398141.1	NP_056643.3
OG0012990	XP_031793049.1	XP_011248417.2
OG0012991	XP_031793030.1	NP_032808.1
OG0012992	XP_031792601.1	NP_001277404.1
OG0012993	XP_031825205.1	NP_083362.1
OG0012994	XP_012398333.2	NP_001074610.1
OG0012995	XP_023353464.2	NP_001343355.1
OG0012996	XP_031801403.1	NP_083848.1, NP_001342113.1
OG0012997	XP_012398157.1	NP_080785.2
OG0012999	XP_031817137.1	NP_659152.1
OG0013000	XP_003761881.1	NP_033741.1
OG0013001	XP_031799960.1	NP_073725.2
OG0013002	XP_031810485.1	NP_001304281.1
OG0013003	XP_031805183.1	NP_001038979.1
OG0013004	XP_031810032.1	NP_001008791.1
OG0013005	XP_003757120.1	XP_017175603.1, NP_033429.1
OG0013006	XP_003757121.1	NP_067337.1
OG0013007	XP_003757126.2	NP_001393196.1
OG0013008	XP_031810080.1, XP_031810081.1	NP_001258969.1, NP_001074178.1
OG0013009	XP_031810521.1	NP_619594.1
OG0013010	XP_031824475.1	NP_001333976.1
OG0013011	XP_031824474.1	NP_995316.2
OG0013012	XP_003769184.2	NP_861418.2
OG0013013	XP_023358982.1	NP_031508.1
OG0013014	XP_031821048.1	XP_011244747.1
OG0013016	XP_003768974.1	NP_258438.1
OG0013017	XP_012404362.1	NP_085100.1
OG0013018	XP_003768961.1	NP_067312.2
OG0013019	XP_003768968.1	NP_059491.1
OG0013020	XP_031820946.1	NP_033085.2
OG0013021	XP_003769013.1	NP_080583.3
OG0013022	XP_031820892.1	NP_001028451.2
OG0013023	XP_003769043.2	XP_006524496.1, NP_080847.2
OG0013024	XP_003769048.1	NP_036080.2, XP_017172968.1
OG0013025	XP_031820825.1	NP_001347168.1
OG0013026	XP_003770589.1	NP_001107032.1, NP_079650.3
OG0013027	XP_031820768.1	NP_067307.2
OG0013028	XP_031824484.1	NP_083282.1
OG0013029	XP_031820764.1	NP_796026.2, XP_006524454.1
OG0013030	XP_031820761.1	NP_001008232.2
OG0013031	XP_012404490.1	NP_064426.2
OG0013032	XP_031820748.1	XP_017173175.1
OG0013033	XP_031820723.1	NP_064432.1
OG0013034	XP_031820701.1	NP_001091092.1
OG0013035	XP_031824480.1	NP_079887.3
OG0013036	XP_031820674.1	NP_997044.2
OG0013037	XP_031820667.1	NP_997554.2
OG0013038	XP_031820659.1	NP_001104612.1
OG0013039	XP_003769157.1	NP_109640.1
OG0013040	XP_003769176.1	NP_061375.1
OG0013041	XP_003769195.1	XP_030107786.1, NP_032589.1
OG0013042	XP_003769197.2	NP_082250.1
OG0013043	XP_031820586.1	NP_803128.1
OG0013044	XP_031820571.1	XP_006511474.1
OG0013045	XP_031820570.1	NP_036163.3, XP_006511264.1
OG0013046	XP_031820555.1	NP_598578.1
OG0013047	XP_031820553.1	NP_663367.1
OG0013048	XP_031820538.1	NP_001074549.1
OG0013049	XP_031820532.1	NP_080995.2
OG0013050	XP_031820519.1	XP_036009856.1
OG0013051	XP_031820485.1	NP_001153611.1
OG0013052	XP_003769291.1	NP_001153850.1
OG0013053	XP_031820452.1	NP_001074751.1
OG0013054	XP_031820450.1	NP_081670.1
OG0013055	XP_003769308.2	NP_035981.1
OG0013056	XP_012404658.1	NP_056639.3
OG0013057	XP_031820390.1	NP_001407795.1
OG0013058	XP_031820364.1	NP_080470.2, NP_001342441.1
OG0013059	XP_003769357.1	NP_780443.2, XP_006538403.1
OG0013060	XP_003769374.1	NP_001392858.1
OG0013061	XP_031820325.1	NP_570962.2
OG0013062	XP_031820304.1	NP_001156380.1
OG0013063	XP_031820291.1	NP_082706.1
OG0013064	XP_031820284.1	XP_006513002.1, NP_001357742.1
OG0013065	XP_031820286.1	NP_700447.2
OG0013066	XP_003770692.2	NP_001346420.1
OG0013067	XP_023359134.1	XP_006524521.1
OG0013068	XP_003757316.1	NP_080899.1
OG0013069	XP_031824466.1	XP_006511391.1, NP_071299.3
OG0013070	XP_031824651.1	NP_001074240.1, XP_006537869.1
OG0013072	XP_031803215.1	XP_006521609.1
OG0013073	XP_031798023.1	NP_777366.1
OG0013074	XP_031799360.1	XP_006534903.1, NP_001028405.1
OG0013076	XP_031797865.1	NP_766468.1
OG0013077	XP_023361461.1	NP_082069.1
OG0013078	XP_003762730.2	NP_775597.1
OG0013079	XP_031802891.1	NP_851834.1, NP_001258633.1
OG0013080	XP_031809991.1	NP_796125.2
OG0013081	XP_031802900.1	NP_001182677.1, XP_011243672.1
OG0013082	XP_003760343.1	XP_006520242.1
OG0013083	XP_012397194.2	NP_032783.2
OG0013084	XP_031802932.1	NP_542371.1, XP_036014985.1
OG0013085	XP_003760360.1	NP_081054.1
