Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0011987	XP_031818126.1	XP_026247370.1
OG0011988	XP_003765466.1	XP_026247478.1
OG0011989	XP_031818239.1	XP_026247534.1
OG0011990	XP_023356027.1	XP_026247387.1
OG0011991	XP_012401474.1	XP_026247482.1
OG0011992	XP_031818313.1	XP_026247418.1
OG0011993	XP_023355663.1	XP_026247375.1
OG0011994	XP_023355605.1	XP_026247466.1
OG0011995	XP_003765030.2	XP_026247545.1
OG0011996	XP_031818366.1	XP_026247537.1
OG0011997	XP_031818375.1	XP_026247409.1
OG0011998	XP_031818394.1	XP_026247417.1
OG0011999	XP_031818395.1	XP_026247518.1
OG0012000	XP_003765009.1	XP_026247476.1
OG0012001	XP_031818415.1	XP_026247531.1
OG0012002	XP_031817390.1	XP_026247564.1
OG0012003	XP_003773649.1, XP_031818430.1	XP_026247506.1
OG0012004	XP_012400967.2	XP_026259402.1
OG0012005	XP_023355544.1	XP_026259344.1
OG0012006	XP_031818571.1	XP_026268816.1
OG0012007	XP_012400955.1	XP_026268811.1
OG0012008	XP_031817401.1	XP_026268796.1
OG0012009	XP_031818617.1	XP_026256609.1
OG0012010	XP_031818616.1	XP_026256611.1
OG0012011	XP_031818619.1	XP_026256630.1
OG0012012	XP_031818629.1	XP_026256622.1
OG0012013	XP_031818645.1	XP_026256648.1
OG0012014	XP_031818651.1	XP_026256572.1
OG0012015	XP_031818667.1	XP_026256554.1
OG0012016	XP_031818658.1	XP_026256555.1
OG0012017	XP_031818684.1	XP_026266095.1
OG0012018	XP_031818690.1	XP_026266102.1
OG0012019	XP_003766810.1	XP_026253675.1
OG0012020	XP_031818726.1	XP_026253734.1
OG0012021	XP_031818729.1	XP_026253760.1
OG0012022	XP_031818737.1	XP_026253733.1
OG0012023	XP_031817416.1	XP_026253676.1
OG0012024	XP_031818750.1	XP_026253717.1
OG0012025	XP_003759473.2	XP_026249073.1
OG0012026	XP_031797440.1	XP_026251102.1
OG0012027	XP_031797908.1	XP_026251071.1, XP_026251073.1
OG0012028	XP_031824255.1	XP_026247095.1
OG0012029	XP_003759543.1	XP_026247094.1
OG0012030	XP_031824491.1	XP_026247100.1
OG0012031	XP_031824694.1	XP_026250819.1
OG0012032	XP_031805131.1	XP_026241671.1
OG0012033	XP_023351833.2	XP_026241695.1
OG0012034	XP_031823452.1	XP_026241673.1
OG0012035	XP_023351852.1	XP_026264541.1
OG0012036	XP_003759920.3	XP_026250348.1
OG0012037	XP_031822846.1	XP_026250347.1
OG0012038	XP_003759938.1	XP_026271038.1
OG0012039	XP_031821823.1	XP_026271043.1
OG0012040	XP_003759464.2	XP_026271047.1
OG0012041	XP_031821909.1	XP_026271045.1
OG0012042	XP_023351564.2, XP_031821963.1	XP_026249057.1
OG0012043	XP_003759469.1	XP_026249034.1
OG0012044	XP_003759487.1	XP_026249045.1
OG0012045	XP_012396544.1	XP_026259894.1
OG0012046	XP_012399469.1	XP_026259908.1
OG0012047	XP_031822257.1	XP_026259882.1
OG0012048	XP_003765673.1	XP_026256277.1
OG0012049	XP_031814962.1	XP_026258390.1
OG0012050	XP_031811320.1	XP_026262764.1
OG0012052	XP_003755635.1	XP_026250516.1
OG0012053	XP_031811354.1	XP_026250514.1
OG0012054	XP_003755622.1	XP_026250508.1
OG0012055	XP_031811393.1	XP_026249826.1
OG0012056	XP_031811424.1	XP_026243925.1
OG0012057	XP_003755567.1	XP_026243964.1
OG0012058	XP_031811463.1	XP_026243900.1
OG0012059	XP_031811487.1	XP_026243901.1
OG0012060	XP_031812164.1	XP_026243917.1
OG0012061	XP_003755503.2	XP_026243902.1
OG0012062	XP_023352520.2	XP_026244050.1
OG0012063	XP_031811496.1, XP_003755553.1	XP_026256369.1
OG0012064	XP_031812626.1	XP_026256336.1
OG0012065	XP_031812631.1	XP_026256334.1
OG0012066	XP_031799106.1	XP_026251063.1
OG0012067	XP_031799616.1	XP_026251048.1
OG0012068	XP_031798701.1	XP_026250990.1
OG0012069	XP_031798819.1	XP_026259253.1
OG0012070	XP_031797245.1	XP_026259100.1
OG0012071	XP_031798691.1	XP_026258680.1
OG0012072	XP_012407792.2	XP_026251129.1
OG0012073	XP_031797752.1	XP_026241472.1
OG0012074	XP_003773364.4	XP_026242496.1
OG0012075	XP_031800123.1	XP_026243169.1
OG0012076	XP_023361818.1	XP_026243195.1
OG0012077	XP_031797128.1	XP_026241020.1
OG0012078	XP_003773372.1	XP_026240995.1
OG0012079	XP_031797805.1	XP_026259379.1
OG0012080	XP_031798914.1	XP_026258981.1
OG0012081	XP_031797213.1	XP_026259752.1
OG0012082	XP_031799008.1	XP_026259545.1
OG0012083	XP_031798928.1	XP_026259093.1
OG0012084	XP_031797491.1	XP_026235225.1
OG0012085	XP_031798522.1	XP_026235261.1
OG0012086	XP_003759489.1	XP_026259881.1
OG0012087	XP_031805387.1	XP_026243982.1
OG0012088	XP_031799792.1	XP_026258907.1
OG0012089	XP_031812714.1	XP_026250435.1
OG0012090	XP_003754915.1	XP_026250398.1
OG0012091	XP_003755194.1	XP_026252829.1
OG0012092	XP_031809538.1	XP_026270587.1
OG0012093	XP_003756869.1	XP_026257080.1
OG0012094	XP_031809514.1	XP_026257123.1
OG0012095	XP_031824372.1	XP_026267995.1
OG0012096	XP_003767853.3	XP_026267999.1
OG0012097	XP_003767863.3	XP_026268545.1
OG0012098	XP_023357831.1	XP_026268692.1
OG0012099	XP_031822774.1	XP_026269099.1
OG0012100	XP_031822769.1	XP_026268293.1
OG0012101	XP_031822745.1	XP_026269053.1
OG0012102	XP_003767877.1	XP_026268875.1
OG0012103	XP_031822756.1	XP_026268712.1
OG0012104	XP_031812823.1	XP_026264827.1
OG0012105	XP_031812809.1	XP_026264833.1
OG0012106	XP_031812813.1	XP_026264836.1
OG0012107	XP_031805244.1	XP_026249508.1
OG0012108	XP_031812760.1	XP_026249526.1
OG0012109	XP_031812758.1	XP_026249509.1
OG0012110	XP_003755072.1	XP_026250399.1
OG0012111	XP_031812728.1	XP_026250457.1
OG0012112	XP_031812726.1	XP_026250425.1
OG0012113	XP_031812707.1	XP_026250444.1
OG0012114	XP_031812695.1	XP_026250417.1
OG0012115	XP_031812684.1	XP_026261624.1
OG0012116	XP_031812420.1	XP_026261603.1
OG0012117	XP_031812394.1	XP_026261616.1
OG0012118	XP_031812393.1	XP_026261591.1
OG0012119	XP_023363101.1	XP_026246032.1
OG0012120	XP_031812384.1	XP_026246019.1
OG0012121	XP_031812373.1	XP_026246030.1
OG0012122	XP_031812371.1	XP_026246006.1
OG0012123	XP_003755143.2	XP_026245959.1
OG0012124	XP_003755146.2	XP_026245955.1
OG0012125	XP_031812294.1	XP_026246046.1
OG0012126	XP_012409090.3	XP_026246052.1
OG0012127	XP_031812351.1	XP_026246070.1
OG0012128	XP_031812353.1	XP_026246031.1
OG0012129	XP_031805327.1	XP_026246002.1
OG0012130	XP_023350050.1	XP_026245994.1
OG0012131	XP_003759193.4	XP_026246022.1
OG0012132	XP_031805229.1	XP_026262455.1
OG0012133	XP_031812594.1	XP_026252803.1
OG0012134	XP_012396446.1	XP_026252826.1
OG0012135	XP_031812123.1	XP_026252797.1
OG0012136	XP_031809614.1	XP_026254001.1
OG0012137	XP_031809632.1	XP_026253998.1
OG0012138	XP_031809583.1	XP_026253989.1
OG0012139	XP_003756876.1	XP_026257109.1
OG0012140	XP_031809517.1	XP_026257117.1
OG0012141	XP_031809509.1	XP_026257095.1
OG0012142	XP_012407844.1	XP_026257113.1
OG0012144	XP_003756854.1	XP_026263223.1
OG0012145	XP_031809486.1	XP_026251163.1
OG0012146	XP_003756814.1	XP_026244075.1
OG0012147	XP_012407493.3	XP_026244097.1
OG0012148	XP_003756813.2	XP_026244073.1
OG0012149	XP_031809433.1	XP_026244109.1
OG0012150	XP_031809423.1	XP_026244123.1
OG0012151	XP_003759232.1	XP_026255926.1
OG0012152	XP_031809379.1	XP_026270434.1
OG0012153	XP_003756757.2	XP_026270423.1
OG0012154	XP_031809366.1	XP_026240249.1
OG0012155	XP_031809544.1	XP_026240158.1
OG0012156	XP_012408089.1	XP_026240237.1
OG0012157	XP_023362178.1	XP_026240117.1
OG0012158	XP_031820863.1	XP_026241734.1
OG0012159	XP_003759405.1	XP_026241719.1
OG0012160	XP_031820756.1	XP_026241757.1
OG0012161	XP_023351509.1	XP_026241760.1, XP_026241759.1
OG0012162	XP_003759399.1	XP_026241746.1
OG0012163	XP_031820736.1	XP_026241712.1
OG0012164	XP_012396859.1	XP_026241754.1
OG0012165	XP_003759949.2	XP_026249391.1
OG0012166	XP_031820664.1, XP_031820670.1	XP_026249411.1
OG0012168	XP_031820411.1	XP_026266033.1
OG0012169	XP_012396873.1	XP_026266025.1
OG0012170	XP_031820184.1	XP_026257566.1
OG0012171	XP_023351902.1	XP_026257575.1
OG0012172	XP_003759998.1	XP_026245926.1
OG0012173	XP_031819757.1	XP_026245917.1
OG0012174	XP_031801741.1	XP_026245913.1
OG0012175	XP_031801742.1	XP_026245953.1
OG0012176	XP_031805280.1	XP_026237102.1
OG0012177	XP_023351689.2	XP_026248178.1
OG0012178	XP_012400373.1	XP_026258509.1
OG0012179	XP_012400491.3	XP_026248349.1
OG0012180	XP_031821347.1	XP_026246466.1
OG0012181	XP_031821361.1	XP_026246450.1
OG0012183	XP_031816721.1	XP_026250467.1
OG0012184	XP_031816725.1	XP_026250466.1
OG0012185	XP_031816754.1	XP_026248197.1
OG0012186	XP_031816752.1	XP_026248226.1
OG0012187	XP_003764454.1	XP_026248195.1
OG0012188	XP_031816770.1	XP_026248225.1
OG0012189	XP_031816793.1	XP_026260349.1
OG0012190	XP_031816710.1, XP_031816709.1	XP_026260375.1
OG0012191	XP_023355304.1	XP_026260364.1
OG0012192	XP_031816815.1	XP_026260404.1
OG0012193	XP_031816046.1	XP_026258490.1
OG0012194	XP_031816016.1	XP_026259290.1
OG0012195	XP_031815984.1	XP_026259280.1
OG0012196	XP_031815976.1	XP_026259251.1
OG0012197	XP_031815980.1	XP_026259260.1
OG0012198	XP_012400423.1	XP_026259244.1
OG0012199	XP_031813080.1	XP_026252172.1
OG0012200	XP_031815923.1	XP_026252147.1
OG0012201	XP_012400434.1	XP_026252145.1
OG0012202	XP_012400440.1	XP_026252122.1
OG0012203	XP_031817163.1	XP_026252152.1
OG0012204	XP_003764250.1	XP_026248323.1
OG0012205	XP_031813099.1	XP_026248386.1
OG0012206	XP_003764266.1	XP_026248404.1
OG0012207	XP_031817037.1	XP_026248391.1
OG0012208	XP_031816998.1	XP_026248381.1
OG0012209	XP_031816962.1	XP_026254813.1
OG0012211	XP_003764307.1	XP_026254833.1
OG0012212	XP_003764303.2	XP_026254844.1
OG0012213	XP_031816952.1	XP_026254821.1
OG0012214	XP_003764340.1	XP_026248281.1
OG0012215	XP_031816938.1	XP_026248245.1
OG0012216	XP_003764329.1	XP_026248267.1
OG0012217	XP_003764336.3	XP_026248273.1
OG0012218	XP_003764335.1	XP_026248274.1
OG0012219	XP_003764323.1	XP_026248283.1
OG0012220	XP_003764331.1	XP_026248278.1
OG0012221	XP_031816910.1	XP_026248261.1
OG0012223	XP_031813175.1	XP_026249690.1
OG0012224	XP_031813157.1	XP_026249707.1
OG0012225	XP_031813211.1	XP_026249753.1
OG0012226	XP_003766710.2	XP_026249760.1
OG0012227	XP_031813190.1	XP_026249680.1
OG0012228	XP_031813191.1	XP_026249682.1
OG0012229	XP_031821231.1	XP_026236506.1
OG0012230	XP_023358550.2	XP_026236497.1
OG0012231	XP_012406124.1	XP_026246471.1
OG0012232	XP_023358525.2	XP_026246474.1
OG0012233	XP_012404210.1	XP_026246476.1
OG0012234	XP_012404203.3	XP_026246244.1
OG0012235	XP_031821281.1	XP_026246332.1
OG0012237	XP_003768838.1	XP_026246266.1
OG0012238	XP_003768813.1	XP_026246352.1
OG0012239	XP_003775357.4	XP_026246405.1
OG0012240	XP_031824494.1	XP_026246353.1
OG0012241	XP_003768807.1	XP_026246314.1
OG0012242	XP_003768808.1	XP_026246354.1
OG0012243	XP_003768780.1	XP_026246343.1
OG0012244	XP_003768779.2	XP_026246347.1
OG0012245	XP_003768775.1	XP_026246323.1
OG0012246	XP_003768771.1	XP_026246429.1
OG0012247	XP_031821368.1	XP_026246313.1
OG0012248	XP_031821407.1, XP_003770542.2	XP_026246372.1
OG0012249	XP_031821394.1	XP_026246452.1
OG0012250	XP_031823735.1	XP_026267144.1
OG0012252	XP_031823705.1	XP_026267148.1
OG0012253	XP_031823727.1	XP_026267174.1
OG0012254	XP_003770186.2	XP_026267138.1
OG0012255	XP_012398118.1	XP_026236124.1
OG0012256	XP_003761371.1	XP_026237504.1
OG0012257	XP_031794412.1	XP_026264460.1
OG0012258	XP_003761330.1	XP_026264495.1
OG0012259	XP_003761568.1	XP_026264494.1
OG0012260	XP_031796218.1, XP_012398336.1	XP_026264496.1
OG0012261	XP_031796296.1	XP_026264480.1
OG0012262	XP_031824779.1	XP_026265139.1
OG0012263	XP_031824812.1	XP_026264854.1
OG0012264	XP_031824831.1	XP_026266796.1
OG0012265	XP_031824840.1	XP_026264521.1
OG0012266	XP_003767322.1	XP_026264516.1
OG0012267	XP_031824861.1	XP_026263012.1
OG0012268	XP_031824867.1	XP_026263019.1
OG0012269	XP_031824918.1	XP_026238484.1
OG0012270	XP_031824924.1	XP_026237378.1
OG0012271	XP_031824928.1	XP_026238151.1
OG0012272	XP_031824931.1	XP_026237834.1
OG0012273	XP_031824941.1	XP_026238059.1
OG0012274	XP_031824947.1	XP_026238213.1
OG0012275	XP_031824951.1	XP_026238145.1
OG0012276	XP_031824962.1	XP_026237421.1
OG0012278	XP_031818947.1	XP_026270680.1
OG0012279	XP_031818897.1	XP_026270664.1
OG0012280	XP_031818872.1	XP_026270678.1
OG0012281	XP_031818866.1	XP_026236291.1
OG0012282	XP_031818859.1	XP_026236287.1
OG0012283	XP_031817428.1	XP_026236300.1
OG0012284	XP_031818842.1	XP_026236293.1
OG0012285	XP_031818818.1	XP_026268665.1
OG0012286	XP_031819591.1	XP_026241901.1
OG0012287	XP_031818816.1	XP_026241762.1
OG0012288	XP_031818802.1	XP_026241868.1
OG0012289	XP_031817421.1	XP_026241878.1
OG0012290	XP_003765561.1	XP_026253757.1
OG0012291	XP_003765089.1	XP_026253736.1
OG0012292	XP_031805963.1	XP_026237801.1
OG0012293	XP_031805967.1	XP_026257680.1
OG0012294	XP_031805985.1	XP_026257652.1
OG0012295	XP_031806002.1	XP_026257713.1
OG0012296	XP_031806005.1	XP_026257625.1
OG0012297	XP_003758532.2	XP_026257636.1
OG0012298	XP_031806022.1	XP_026257669.1
OG0012299	XP_003758516.1	XP_026257701.1
OG0012300	XP_031806031.1	XP_026257614.1
OG0012301	XP_012395812.1	XP_026257705.1
OG0012302	XP_012395805.3	XP_026257601.1
OG0012303	XP_012395795.1	XP_026267179.1
OG0012304	XP_031806046.1	XP_026267188.1
OG0012305	XP_031806059.1	XP_026267202.1
OG0012306	XP_031806062.1	XP_026267218.1
OG0012307	XP_031806068.1	XP_026267208.1
OG0012308	XP_031806071.1	XP_026267181.1
OG0012309	XP_003757906.1	XP_026248789.1
OG0012310	XP_031805871.1, XP_031805863.1	XP_026264915.1
OG0012311	XP_012396342.1	XP_026264917.1
OG0012312	XP_031805855.1	XP_026255048.1
OG0012313	XP_031805851.1	XP_026255080.1
OG0012314	XP_003759124.2	XP_026255003.1
OG0012315	XP_031805820.1	XP_026255075.1
OG0012316	XP_031805878.1	XP_026254983.1
OG0012318	XP_003758562.1	XP_026260275.1
OG0012319	XP_031805941.1	XP_026260308.1
OG0012320	XP_031806080.1	XP_026260268.1
OG0012321	XP_031806101.1	XP_026269032.1
OG0012322	XP_003758483.1	XP_026269107.1
OG0012323	XP_031806133.1	XP_026269025.1
OG0012324	XP_031806143.1	XP_026269092.1
OG0012325	XP_031806144.1	XP_026269078.1
OG0012326	XP_031806148.1	XP_026269079.1
OG0012327	XP_003758445.2	XP_026269064.1
OG0012328	XP_031805095.1	XP_026269047.1
OG0012329	XP_023350807.1	XP_026269037.1
OG0012330	XP_031806172.1	XP_026269066.1
OG0012331	XP_031794383.1	XP_026264497.1
OG0012332	XP_031824837.1	XP_026266800.1
OG0012333	XP_012395822.1	XP_026257648.1
OG0012334	XP_012398647.2	XP_026241089.1
OG0012335	XP_012398699.2	XP_026241326.1
OG0012336	XP_003762017.1	XP_026241382.1
OG0012337	XP_031825202.1	XP_026265765.1
OG0012338	XP_031824723.1	XP_026265755.1
OG0012339	XP_031801727.1	XP_026241060.1
OG0012340	XP_031801687.1	XP_026241331.1
OG0012341	XP_031801635.1	XP_026241084.1
OG0012342	XP_023353551.2	XP_026241391.1
OG0012343	XP_031824725.1	XP_026265331.1
OG0012344	XP_031823755.1	XP_026256210.1
OG0012345	XP_031823741.1	XP_026256137.1
OG0012346	XP_031823770.1	XP_026258104.1, XP_026252615.1
OG0012347	XP_031823797.1	XP_026252736.1
OG0012348	XP_031823798.1	XP_026252684.1
OG0012349	XP_031824607.1	XP_026252640.1
OG0012350	XP_031823803.1	XP_026252748.1
OG0012351	XP_031823807.1	XP_026252663.1
OG0012352	XP_031823825.1	XP_026252651.1
OG0012353	XP_031823828.1	XP_026252636.1
OG0012354	XP_031823843.1	XP_026252671.1
OG0012355	XP_031823845.1	XP_026252719.1
OG0012356	XP_031823854.1	XP_026252728.1
OG0012357	XP_031823863.1	XP_026252721.1
OG0012358	XP_031823846.1	XP_026252738.1
OG0012360	XP_003768868.1	XP_026268976.1
OG0012361	XP_031821172.1	XP_026268969.1
OG0012362	XP_003768894.1	XP_026268987.1
OG0012363	XP_031821165.1	XP_026268995.1
OG0012364	XP_023358590.1	XP_026268968.1
OG0012365	XP_012404249.1	XP_026268957.1
OG0012366	XP_003768877.1	XP_026268935.1
OG0012367	XP_031796489.1	XP_026259974.1
OG0012368	XP_003759883.2, XP_031796983.1	XP_026261465.1
OG0012369	XP_031797028.1	XP_026261499.1
OG0012370	XP_031797216.1	XP_026261498.1
OG0012371	XP_031805279.1	XP_026261502.1
OG0012372	XP_003761547.1	XP_026261490.1
OG0012373	XP_031797286.1	XP_026261474.1, XP_026261475.1
OG0012374	XP_031795618.1	XP_026256097.1
OG0012375	XP_031795732.1	XP_026256234.1
OG0012376	XP_023353302.1	XP_026256147.1
OG0012377	XP_012398329.1	XP_026256213.1
OG0012378	XP_031795884.1	XP_026256138.1
OG0012379	XP_012398326.1	XP_026256208.1
OG0012380	XP_003761649.3	XP_026256256.1
OG0012381	XP_031796113.1	XP_026256215.1
OG0012382	XP_031819553.1	XP_026256118.1
OG0012383	XP_031819336.1	XP_026236703.1
OG0012384	XP_031819387.1	XP_026236734.1
OG0012385	XP_031819238.1	XP_026236722.1
OG0012386	XP_003762137.2	XP_026236702.1
OG0012387	XP_003762141.2	XP_026236728.1
OG0012388	XP_031819163.1	XP_026236729.1
OG0012390	XP_012398753.1	XP_026247870.1
OG0012391	XP_031818689.1	XP_026247854.1
OG0012392	XP_031818578.1	XP_026247850.1
OG0012393	XP_031801448.1	XP_026247973.1
OG0012394	XP_003761926.1, XP_031801447.1	XP_026247951.1
OG0012395	XP_023353382.2	XP_026247911.1
OG0012396	XP_012398464.2	XP_026247873.1
OG0012397	XP_031797882.1	XP_026247918.1
OG0012398	XP_003761519.2	XP_026247946.1
OG0012399	XP_031797935.1	XP_026247914.1
OG0012400	XP_031798097.1	XP_026258297.1
OG0012401	XP_031798088.1	XP_026258278.1
OG0012402	XP_003761499.1	XP_026258233.1
OG0012403	XP_003761480.1	XP_026258245.1, XP_026258243.1
OG0012404	XP_031798467.1	XP_026258250.1
OG0012405	XP_031798473.1	XP_026258246.1
OG0012406	XP_023353171.1	XP_026258289.1
OG0012407	XP_031798597.1	XP_026258279.1
OG0012408	XP_031800070.1	XP_026265051.1
OG0012409	XP_031800142.1	XP_026265059.1
OG0012410	XP_003761729.3	XP_026265030.1
OG0012411	XP_031800143.1	XP_026265049.1
OG0012412	XP_031800354.1	XP_026265027.1
OG0012413	XP_031800299.1	XP_026265022.1
OG0012414	XP_031800401.1	XP_026236628.1
OG0012415	XP_031800453.1	XP_026235799.1
OG0012416	XP_023353351.2	XP_026235806.1
OG0012417	XP_003761753.1	XP_026235804.1
OG0012418	XP_012398440.1	XP_026241126.1
OG0012419	XP_003761786.1	XP_026241309.1
OG0012420	XP_012398449.1	XP_026241286.1
OG0012421	XP_031801110.1	XP_026241289.1
OG0012422	XP_003761931.1	XP_026241269.1
OG0012423	XP_031801466.1	XP_026241066.1, XP_026241065.1
OG0012424	XP_031801475.1	XP_026240998.1
OG0012425	XP_031801523.1	XP_026241090.1
OG0012426	XP_031801524.1	XP_026241006.1
OG0012427	XP_031818310.1	XP_026241383.1
OG0012428	XP_031819641.1	XP_026241347.1
OG0012429	XP_012399637.1	XP_026241055.1
OG0012430	XP_012398704.1	XP_026241455.1
OG0012431	XP_031801697.1	XP_026241410.1
OG0012432	XP_003762060.1	XP_026241358.1
OG0012433	XP_003762053.1	XP_026241367.1
OG0012434	XP_012398706.1	XP_026241396.1
OG0012435	XP_031801585.1	XP_026241078.1
OG0012436	XP_012398681.1	XP_026241072.1
OG0012437	XP_012398689.1	XP_026241346.1
OG0012438	XP_031801580.1	XP_026241278.1
OG0012439	XP_031801579.1	XP_026241241.1
OG0012440	XP_031801533.1	XP_026241107.1
OG0012441	XP_031801532.1, XP_031801531.1	XP_026241308.1
OG0012442	XP_031823120.1	XP_026258621.1
OG0012443	XP_003764630.1	XP_026249477.1
OG0012444	XP_031823109.1	XP_026258589.1
OG0012445	XP_023359207.1	XP_026258566.1
OG0012446	XP_023359199.1	XP_026258639.1
OG0012447	XP_031823066.1	XP_026258562.1
OG0012448	XP_003769774.1	XP_026258564.1
OG0012449	XP_031823048.1	XP_026258577.1
OG0012450	XP_023359200.1	XP_026258593.1
OG0012451	XP_003769758.1	XP_026235408.1
OG0012452	XP_031823009.1	XP_026235205.1
OG0012453	XP_031823002.1	XP_026235192.1
OG0012454	XP_031822992.1	XP_026257188.1
OG0012455	XP_003769727.1	XP_026257180.1
OG0012456	XP_031822979.1	XP_026257184.1
OG0012457	XP_031822972.1	XP_026265411.1
OG0012458	XP_031822964.1	XP_026258900.1
OG0012459	XP_031822957.1	XP_026258894.1
OG0012460	XP_031822963.1	XP_026258877.1
OG0012461	XP_003769706.1	XP_026258880.1
OG0012462	XP_031822956.1	XP_026258903.1
OG0012463	XP_031825162.1	XP_026258863.1
OG0012464	XP_031825166.1	XP_026258897.1
OG0012465	XP_023357389.2	XP_026258892.1
OG0012466	XP_003767278.3	XP_026258893.1
OG0012467	XP_012403042.1	XP_026259106.1
OG0012468	XP_003767373.1	XP_026261959.1
OG0012469	XP_031825258.1	XP_026261922.1
OG0012470	XP_012403057.2	XP_026261940.1
OG0012471	XP_031792606.1	XP_026261934.1
OG0012472	XP_023357504.1	XP_026265794.1
OG0012473	XP_031824689.1	XP_026265065.1
OG0012474	XP_031824710.1	XP_026264947.1
OG0012475	XP_031824716.1	XP_026265773.1
OG0012476	XP_031824719.1	XP_026265942.1
OG0012477	XP_031823257.1	XP_026265597.1
OG0012478	XP_031824721.1	XP_026265807.1
OG0012479	XP_003767302.1	XP_026265583.1
OG0012480	XP_031824739.1	XP_026265816.1
OG0012481	XP_003767697.1	XP_026243320.1
OG0012482	XP_031792870.1	XP_026248651.1
OG0012483	XP_003767647.2	XP_026252973.1
OG0012484	XP_003767612.2, XP_031792987.1	XP_026252958.1
OG0012485	XP_031822464.1	XP_026268731.1
OG0012486	XP_031824431.1	XP_026244258.1
OG0012487	XP_003759868.1	XP_026256545.1
OG0012488	XP_031793019.1	XP_026253031.1
OG0012489	XP_031793015.1	XP_026252959.1
OG0012490	XP_031792990.1	XP_026252944.1
OG0012491	XP_023357628.1	XP_026252947.1
OG0012492	XP_012403254.1	XP_026252998.1
OG0012493	XP_031792969.1	XP_026252996.1
OG0012494	XP_031792961.1	XP_026252955.1
OG0012495	XP_003767600.1	XP_026257270.1
OG0012496	XP_031792947.1	XP_026257275.1
OG0012497	XP_031793120.1	XP_026243194.1
OG0012498	XP_031793130.1	XP_026243276.1
OG0012499	XP_012403312.1	XP_026243285.1
OG0012500	XP_003767745.3	XP_026243228.1
OG0012501	XP_012403327.1	XP_026243307.1
OG0012502	XP_031804522.1	XP_026241807.1
OG0012503	XP_012403176.1	XP_026248668.1
OG0012504	XP_003767541.1	XP_026248662.1
OG0012505	XP_003767542.1	XP_026248679.1
OG0012506	XP_023357591.1	XP_026248630.1
OG0012507	XP_023357596.2	XP_026248638.1
