Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0016479	XP_031806024.1	XP_040134948.1
OG0016480	XP_003767172.1	XP_005322571.1
OG0016481	XP_003767325.1	XP_005337781.1
OG0016487	XP_031824681.1	XP_005339459.1
OG0016488	XP_003767937.1	XP_005339453.1
OG0016491	XP_003771766.1	XP_005326679.2
OG0016492	XP_003774021.1	XP_005331716.1
OG0016494	XP_012402304.2, XP_003764402.3	XP_005339613.1
OG0016495	XP_003764867.1	XP_005342161.1
OG0016496	XP_003764829.1	XP_005342146.1
OG0016498	XP_003773912.1, XP_003773914.1	XP_005331661.1
OG0016502	XP_023359104.1	XP_005343135.2
OG0016503	XP_012402365.1	XP_005342721.1
OG0016506	XP_031818981.1	XP_005336471.1
OG0016509	XP_003769438.1	XP_005342476.2
OG0016510	XP_003769432.1	XP_005336147.1
OG0016512	XP_031800179.1	XP_040141618.1
OG0016514	XP_012398803.2	XP_005324123.1
OG0016519	XP_031819157.1	XP_005342718.2
OG0016520	XP_031817696.1	XP_005341726.1
OG0016521	XP_031819953.1	XP_005341734.3
OG0016522	XP_031819294.1	XP_005336713.1
OG0016524	XP_031817521.1	XP_040135234.1
OG0016526	XP_023355746.1	XP_005336466.1
OG0016529	XP_003757234.1	XP_005330690.1
OG0016530	XP_031817399.1	XP_040144008.1
OG0016531	XP_031818576.1	XP_005317599.1
OG0016532	XP_031795715.1	XP_040133545.1
OG0016533	XP_003765536.1	XP_013217858.1
OG0016535	XP_003756665.1	XP_005327371.1
OG0016536	XP_031809271.1	XP_005324324.2
OG0016537	XP_003759411.1	XP_005319732.1
OG0016538	XP_031821106.1	XP_005319671.1
OG0016539	XP_012396494.2	XP_021578182.2
OG0016540	XP_031804328.1	XP_040129609.1
OG0016541	XP_003757266.1	XP_040135297.1
OG0016543	XP_031818600.1	XP_005317577.1
OG0016544	XP_023355703.1	XP_005317542.1
OG0016546	XP_031811514.1	XP_005320260.3
OG0016547	XP_031799403.1	XP_013211296.2
OG0016548	XP_012407786.2	XP_005319134.1
OG0016549	XP_023354390.2	XP_040129294.1
OG0016550	XP_003759467.1	XP_005329050.1
OG0016552	XP_012397804.1	XP_005316927.1
OG0016553	XP_031798564.1	XP_040148601.1
OG0016554	XP_031798456.1	XP_040148068.1
OG0016555	XP_023361987.1	XP_005319120.1
OG0016556	XP_003767844.1	XP_005320407.1
OG0016557	XP_003767883.4	XP_005320473.1
OG0016558	XP_023350391.1	XP_005340139.1
OG0016560	XP_031820853.1	XP_005319695.1
OG0016561	XP_012395055.2	XP_005329300.1
OG0016562	XP_003764149.1	XP_005328461.1
OG0016565	XP_031824242.1	XP_005337768.1
OG0016567	XP_031817088.1	XP_021588046.1
OG0016568	XP_003764279.2	XP_040141142.1
OG0016570	XP_012404159.1	XP_005332873.1
OG0016571	XP_031824838.1	XP_005337775.2
OG0016573	XP_031818933.1	XP_005339322.1
OG0016575	XP_023354580.1	XP_040143684.1
OG0016576	XP_031818800.1	XP_021588509.1
OG0016577	XP_031805974.1	XP_040135799.1
OG0016578	XP_031805091.1	XP_040135593.1
OG0016579	XP_003758519.2	XP_021577317.1
OG0016580	XP_003758411.1	XP_005318511.1
OG0016581	XP_031805875.1	XP_021577396.1
OG0016582	XP_023350826.2	XP_005318399.1
OG0016583	XP_012395832.1	XP_005335527.2
OG0016584	XP_003768892.1	XP_040133421.1
OG0016585	XP_031823757.1	XP_021584316.1
OG0016586	XP_031823754.1	XP_040134547.1
OG0016587	XP_031823767.1	XP_005328665.3
OG0016588	XP_031823806.1	XP_005328582.2
OG0016590	XP_012404266.1	XP_005328636.2
OG0016592	XP_031801491.1	XP_040133671.1
OG0016593	XP_031801429.1	XP_040134538.1
OG0016594	XP_031818360.1	XP_021575635.1
OG0016595	XP_003761640.1	XP_005323927.1
OG0016596	XP_012398230.1	XP_005323799.1
OG0016599	XP_031801694.1	XP_040133251.1
OG0016601	XP_031801678.1	XP_005337879.1
OG0016602	XP_031801632.1	XP_021590655.1
OG0016603	XP_003769794.1	XP_005338194.1
OG0016604	XP_003767610.1	XP_005330460.1
OG0016605	XP_031824429.1	XP_040133954.1, XP_040134484.1
OG0016607	XP_003767616.1	XP_005330408.1
OG0016608	XP_031793198.1	XP_005329581.1
OG0016609	XP_031792795.1	XP_040132758.1
OG0016611	XP_012403392.1	XP_005326653.1
OG0016612	XP_003760036.2	XP_005329110.1
OG0016613	XP_031802420.1	XP_040126413.1
OG0016614	XP_031802481.1	XP_040126451.1
OG0016615	XP_003760114.1	XP_040131227.1
OG0016616	XP_023352017.1	XP_040126531.1, XP_013218117.1
OG0016617	XP_003756167.1	XP_005322720.1
OG0016620	XP_003771561.1	XP_005335994.1
OG0016623	XP_031808464.1	XP_040130527.1
OG0016624	XP_031808320.1	XP_013212322.1
OG0016626	XP_003756623.1	XP_005341232.1
OG0016627	XP_031809106.1	XP_021587770.1
OG0016628	XP_003756553.1	XP_005334698.1
OG0016629	XP_012396455.2	XP_005322810.2
OG0016631	XP_031805382.1	XP_005320990.2
OG0016632	XP_003768452.4	XP_013215356.1
OG0016634	XP_031822111.1	XP_005321897.1
OG0016635	XP_031810652.1	XP_005321233.1
OG0016637	XP_023358408.2	XP_005332742.1
OG0016638	XP_031821509.1	XP_005332793.2
OG0016639	XP_031821480.1	XP_005332704.1
OG0016640	XP_003768689.1	XP_005332693.1
OG0016641	XP_031821451.1	XP_013217148.2
OG0016643	XP_031821725.1	XP_040124560.1
OG0016644	XP_031821759.1	XP_013215341.2
OG0016647	XP_012403731.2	XP_040124706.1
OG0016648	XP_003768385.1	XP_005321771.1
OG0016649	XP_003768383.1	XP_005321772.1
OG0016650	XP_012405214.2	XP_005327827.1
OG0016652	XP_031823578.1	XP_005327913.1
OG0016653	XP_031823620.1	XP_005327936.1
OG0016654	XP_012395072.1, XP_031807772.1	XP_040142632.1
OG0016655	XP_012409527.2	XP_021589949.1
OG0016656	XP_031805137.1	XP_040142595.1
OG0016658	XP_031810791.1	XP_005337042.1
OG0016659	XP_031810810.1	XP_040142551.1
OG0016660	XP_031805314.1	XP_040142525.1
OG0016661	XP_003757363.1	XP_040139766.1
OG0016663	XP_031821408.1	XP_040124559.1
OG0016664	XP_003772324.1	XP_005335726.1
OG0016665	XP_031794364.1	XP_021580049.1
OG0016667	XP_012407297.2	XP_005330489.2
OG0016668	XP_031796828.1	XP_021588684.2
OG0016669	XP_031796880.1	XP_005335091.1
OG0016670	XP_031793759.1	XP_005338658.2
OG0016671	XP_031796741.1	XP_005322327.1
OG0016673	XP_012401666.2	XP_005327727.1
OG0016674	XP_031815000.1	XP_005336440.1
OG0016675	XP_031807349.1	XP_040126694.1
OG0016677	XP_031795988.1	XP_021580199.2
OG0016680	XP_031808950.1	XP_021589291.1
OG0016684	XP_031801239.1	XP_040139745.1
OG0016685	XP_031792669.1	XP_040139746.1
OG0016686	XP_031825225.1	XP_005326416.1
OG0016687	XP_031825138.1	XP_005317965.1
OG0016688	XP_012404326.3	XP_005341117.1
OG0016690	XP_012404445.2	XP_013222060.1
OG0016691	XP_012404314.2	XP_040138234.1
OG0016694	XP_003768977.1	XP_005339041.2
OG0016695	XP_003769039.4	XP_005318955.1
OG0016697	XP_031820541.1	XP_040138828.1, XP_040137961.1, XP_040138827.1
OG0016699	XP_031803293.1	XP_021579283.2
OG0016700	XP_012397421.1	XP_005316112.1
OG0016701	XP_003760586.1	XP_021577951.2
OG0016702	XP_031803155.1	XP_005316173.1
OG0016703	XP_031803184.1	XP_005316152.1
OG0016704	XP_031803505.1	XP_040149345.1
OG0016705	XP_031803238.1	XP_005316096.1
OG0016706	XP_031812646.1	XP_005316905.1
OG0016708	XP_023361760.1	XP_005320107.2
OG0016710	XP_031794462.1	XP_005328852.1
OG0016712	XP_031808890.1	XP_005319248.1
OG0016715	XP_012399711.2	XP_005341479.2
OG0016716	XP_023359879.1	XP_005326131.1
OG0016717	XP_031825002.1	XP_040144588.1
OG0016718	XP_031795221.1	XP_021582931.1
OG0016719	XP_003762597.3	XP_005319315.1
OG0016722	XP_031795294.1	XP_005326782.1
OG0016723	XP_003771825.1	XP_005326747.1
OG0016724	XP_031795409.1	XP_005340495.1
OG0016726	XP_023361612.1	XP_005325592.1
OG0016727	XP_031807046.1	XP_040145015.1
OG0016730	XP_031805440.1	XP_005322659.1
OG0016731	XP_003757857.1	XP_005322539.1
OG0016732	XP_003758174.1, XP_031815521.1, XP_023362846.1	XP_040126618.1
OG0016733	XP_003773505.1	XP_005329434.1
OG0016734	XP_023350367.1	XP_040127462.1
OG0016735	XP_031823173.1, XP_003769851.1	XP_021590455.1
OG0016736	XP_031797658.1	XP_005330096.1
OG0016737	XP_023362473.2	XP_005333608.1
OG0016741	XP_031798716.1	XP_005333504.1
OG0016743	XP_031799533.1	XP_005331610.1
OG0016744	XP_031799468.1	XP_005333590.1
OG0016745	XP_031798134.1	XP_040139916.1
OG0016748	XP_003763872.1	XP_021580076.2
OG0016749	XP_031805251.1	XP_005320810.1
OG0016750	XP_031795941.1	XP_005337998.1
OG0016752	XP_012397706.1	XP_005332240.2
OG0016756	XP_031811066.1	XP_005333921.3
OG0016757	XP_003762417.2	XP_040147251.1
OG0016759	XP_031814022.1	XP_013214904.1
OG0016760	XP_031814588.1	XP_005327116.2
OG0016761	XP_031814965.1	XP_005326987.1
OG0016762	XP_031794457.1	XP_005327111.1
OG0016763	XP_031816362.1	XP_040146096.1
OG0016766	XP_023354566.1	XP_040146479.1
OG0016767	XP_031803690.1	XP_040146608.1
OG0016769	XP_031803746.1	XP_021586561.1
OG0016770	XP_003760884.1	XP_005332239.1
OG0016772	XP_031817202.1	XP_040140915.1
OG0016773	XP_031817204.1	XP_021580795.1
OG0016774	XP_003764899.1	XP_005342537.1
OG0016775	XP_003774045.2	XP_005331599.1
OG0016776	XP_031814236.1	XP_005341302.1
OG0016777	XP_031814260.1	XP_005340413.1
OG0016779	XP_012401731.3	XP_005324856.1
OG0016781	XP_003765753.1	XP_013215708.2
OG0016783	XP_023355411.1	XP_040137489.1
OG0016784	XP_031815678.1	XP_005328123.1
OG0016785	XP_023354141.2	XP_005317427.1
OG0016787	XP_012400060.1	XP_005328065.1
OG0016789	XP_031806907.1	XP_040131351.1
OG0016791	XP_031799407.1	XP_005320591.1
OG0016792	XP_023350161.2	XP_040130125.1
OG0016793	XP_031806920.1	XP_005320493.1
OG0016794	XP_003758198.1	XP_005320502.1
OG0016796	XP_031810012.1	XP_005320693.2
OG0016797	XP_012409068.1	XP_005320637.2
OG0016798	XP_031809982.1	XP_005320638.1
OG0016800	XP_031805176.1	XP_005329942.1
OG0016804	XP_003757669.1	XP_005325369.1
OG0016807	XP_031807663.1	XP_021581999.1
OG0016808	XP_031807699.1	XP_005325465.1
OG0016809	XP_031805055.1, XP_031805517.1	XP_005329384.1
OG0016810	XP_031825249.1	XP_005326453.1
OG0016811	XP_031816641.1	XP_040137254.1
OG0016812	XP_023351196.1	XP_040148376.1
OG0016813	XP_023350539.1	XP_005329370.1
OG0016815	XP_031804273.1	XP_005336391.1
OG0016816	XP_031804507.1	XP_005336900.1
OG0016818	XP_031804228.1	XP_005336403.1
OG0016820	XP_003761227.1	XP_005329693.1
OG0016821	XP_031804560.1	XP_021589939.2
OG0016822	XP_031804590.1	XP_040145324.1
OG0016823	XP_031804592.1	XP_013219026.1
OG0016824	XP_031804695.1	XP_021589453.1
OG0016826	XP_031804814.1	XP_040147994.1
OG0016828	XP_031804965.1	XP_005334516.1
OG0016830	XP_031804985.1	XP_005334538.1
OG0016831	XP_031804901.1	XP_005334624.1
OG0016832	XP_031793844.1	XP_005324956.1
OG0016833	XP_023361060.2	XP_005325044.1
OG0016834	XP_003772252.1	XP_005325047.1
OG0016839	XP_031794223.1	XP_040136878.1
OG0016841	XP_031793668.1	XP_013213975.1
OG0016844	XP_031811643.1	XP_005333657.1
OG0016846	XP_003755393.1	XP_005320872.3
OG0016847	XP_023351262.2	XP_040128398.1
OG0016848	XP_031812869.1	XP_005320819.1
OG0016849	XP_003758968.2, XP_012396064.1	XP_005333803.1
OG0016850	XP_031812071.1	XP_005335371.1
OG0016851	XP_023351987.1	XP_040129522.1
OG0016852	XP_031812862.1	XP_005320816.1
OG0016854	XP_031802213.1	XP_005323020.2
OG0016856	XP_003759821.1	XP_005322979.1
OG0016857	XP_023351745.2	XP_005323005.1
OG0016858	XP_031802814.1	XP_040149808.1
OG0016859	XP_031812652.1	XP_040131265.1
OG0016861	XP_023356268.1	XP_013215568.1
OG0016862	XP_003756108.1	XP_005316555.3
OG0016863	XP_003755678.1	XP_013213840.1
OG0016864	XP_031807981.1	XP_005316966.1
OG0016865	XP_003766644.1	XP_040143125.1
OG0016866	XP_031817128.1	XP_005323631.1
OG0016869	XP_003772919.1	XP_005337609.1
OG0016870	XP_003772941.1	XP_005337320.1
OG0016871	XP_031798732.1	XP_005330158.1
OG0016872	XP_031799259.1	XP_040149063.1
OG0016874	XP_031800075.1	XP_040148178.1
OG0016878	XP_003763603.2	XP_040126414.1
OG0016879	XP_031815550.1	XP_040126245.1
OG0016883	XP_031801965.1	XP_021588825.2
OG0016885	XP_031813452.1	XP_005338344.1
OG0016886	XP_031823943.1	XP_005331087.1
OG0016888	XP_031802763.1	XP_021583541.1
OG0016890	XP_003769456.3	XP_005340197.1
OG0016891	XP_031821102.1	XP_005338874.1
OG0016893	XP_023352140.2	XP_005343005.2
OG0016894	XP_031816376.1	XP_005315749.1
OG0016896	XP_031813895.1	XP_005330613.2
OG0016897	XP_031816996.1	XP_005330525.1
OG0016898	XP_012401808.1	XP_040123827.1, XP_013216311.1
OG0016900	XP_003767784.3	XP_005326642.1
OG0016901	XP_031793090.1	XP_040133285.1
OG0016902	XP_003769675.1	XP_005341875.1
OG0016906	XP_031800445.1	XP_005340045.1
OG0016908	XP_031800230.1	XP_005328889.1
OG0016913	XP_012402295.1	XP_040143627.1
OG0016914	XP_003763557.1	XP_005334874.1
OG0016915	XP_003775035.1	XP_040136449.1
OG0016918	XP_031800838.1	XP_021575584.2
OG0016922	XP_023362913.1	XP_005323458.1
OG0016925	XP_031800326.1	XP_005325219.1
OG0016927	XP_031800985.1	XP_005342075.1
OG0016929	XP_031800232.1	XP_013221478.2
OG0016933	XP_031809961.1	XP_040132280.1
OG0016934	XP_031805357.1, XP_003755809.2, XP_003755811.1, XP_003755810.2	XP_005342512.1
OG0016935	XP_031824410.1	XP_040145112.1
OG0016936	XP_003765993.3	XP_005331887.1
OG0016939	XP_003773899.1	XP_005342446.1, XP_013221988.1
OG0016940	XP_031808061.1	XP_005316537.1
OG0016941	XP_031818986.1	XP_005336538.1
OG0016942	XP_003769494.1	XP_005343137.2
OG0016944	XP_003759093.2, XP_003759092.2	XP_005320986.1
OG0016945	XP_003768773.1	XP_005332900.1
OG0016946	XP_003770761.1	XP_005339447.1
OG0016947	XP_003764836.1	XP_005342573.1
OG0016948	XP_003764791.4, XP_003764790.4	XP_021580841.1
OG0016949	XP_012408549.1	XP_005337312.2
OG0016950	XP_012406486.1	XP_013211485.1
OG0016951	XP_023362310.1	XP_021587364.1
OG0016952	XP_012400212.1	XP_005315823.1
OG0016953	XP_031805167.1	XP_040129289.1
OG0016954	XP_003763468.1	XP_013213288.2
OG0016956	XP_031818732.1	XP_040143850.1
OG0016959	XP_031814327.1	XP_040126549.1
OG0016963	XP_031818752.1	XP_005334829.4
OG0016965	XP_003763834.1	XP_005315963.1
OG0016967	XP_023351788.1	XP_005332369.1
OG0016980	XP_031823804.1	XP_005328585.1
OG0016981	XP_031824501.1	XP_040124570.1
OG0016982	XP_031819663.1	XP_005330658.1
OG0016983	XP_031811944.1	XP_040147558.1
OG0016986	XP_031800683.1	XP_005342076.1
OG0016987	XP_031794503.1	XP_005322373.1
OG0016990	XP_012407373.1	XP_005330831.1
OG0016991	XP_031797778.1	XP_040142680.1
OG0016992	XP_003764895.1	XP_005342574.1
OG0016993	XP_012400375.1	XP_005328463.1
OG0016995	XP_031817333.1	XP_005323167.1
OG0016996	XP_023362168.1	XP_005331669.2
OG0016998	XP_003764832.1, XP_003764830.1	XP_005342158.1
OG0016999	XP_003774837.1	XP_005319550.1
OG0017000	XP_031805742.1	XP_040126653.1
OG0017003	XP_003762565.1	XP_005342348.1
OG0017007	XP_031795445.1	XP_040138213.1
OG0017008	XP_012399155.1	XP_005341285.1
OG0017010	XP_031817630.1	XP_040135771.1
OG0017011	XP_012402368.1	XP_005342717.1
OG0017012	XP_031819960.1	XP_021576730.1
OG0017014	XP_031819290.1	XP_040135691.1
OG0017024	XP_031805165.1	XP_040129358.1
OG0017025	XP_031809270.1	XP_013213616.2
OG0017028	XP_031809289.1	XP_021581328.1
OG0017029	XP_031792858.1	XP_005319731.1
OG0017032	XP_012398436.1	XP_005320114.1
OG0017035	XP_031800100.1	XP_040148071.1
OG0017036	XP_031824552.1	XP_005320403.1
OG0017037	XP_003755218.1	XP_005329301.1
OG0017040	XP_003764263.1	XP_005334263.1
OG0017045	XP_023358546.1	XP_005332848.1
OG0017046	XP_012398302.1	XP_005339495.1
OG0017047	XP_003761750.3	XP_021583355.1
OG0017049	XP_023353624.1	XP_021581181.2
OG0017050	XP_031819305.1, XP_031819298.1	XP_021581172.1, XP_040133850.1
OG0017052	XP_031805239.1	XP_005323923.2
OG0017053	XP_031792948.1	XP_005330463.1
OG0017056	XP_031805197.1	XP_040131283.1
OG0017059	XP_031808982.1	XP_005334751.1
OG0017060	XP_031822093.1	XP_040124740.1
OG0017062	XP_031821475.1	XP_040124292.1
OG0017063	XP_031821521.1	XP_005332741.1
OG0017065	XP_003768476.2	XP_005328191.2
OG0017066	XP_023358248.1, XP_003768471.2	XP_021584013.2
OG0017068	XP_023358156.2	XP_013212396.1
OG0017069	XP_031823532.1	XP_005327871.1
OG0017070	XP_023359476.1	XP_005327929.1
OG0017071	XP_031823625.1	XP_021583854.1, XP_040125200.1, XP_040125201.1
OG0017072	XP_012409507.1	XP_040142652.1
OG0017073	XP_003757583.1	XP_005336933.1
OG0017074	XP_031807771.1	XP_005337032.1
OG0017075	XP_003757589.2	XP_005336944.1
OG0017076	XP_003757625.1	XP_005336947.1
OG0017077	XP_031807756.1	XP_013219045.1
OG0017079	XP_031805186.1	XP_040142227.1
OG0017081	XP_031805591.1	XP_005322187.1
OG0017082	XP_031808968.1	XP_005335825.1
OG0017083	XP_031799277.1	XP_005334249.1
OG0017084	XP_012398842.1	XP_005340448.2, XP_040142049.1
OG0017086	XP_031820409.1	XP_005343070.2
OG0017087	XP_031820918.1	XP_040139620.1
OG0017088	XP_023358730.1	XP_013211179.1
OG0017089	XP_031820716.1	XP_040138585.1
OG0017091	XP_031820245.1	XP_005337485.1
OG0017092	XP_031798060.1	XP_021586331.1
OG0017094	XP_012406462.1	XP_013217700.1
OG0017095	XP_012405583.1	XP_040129260.1
OG0017096	XP_031824414.1	XP_005318188.1
OG0017099	XP_003772463.1, XP_003772715.2	XP_005326756.1
OG0017100	XP_031795093.1	XP_021577000.1
OG0017102	XP_031807377.1	XP_005319295.1
OG0017107	XP_031805442.1	XP_005322704.1
OG0017114	XP_003774653.1	XP_013216737.1
OG0017115	XP_023354914.1	XP_005315927.1
OG0017123	XP_012399618.1	XP_040146227.1
OG0017124	XP_031803584.1	XP_021586664.2
OG0017127	XP_003764916.1	XP_005342391.1
OG0017128	XP_031817270.1	XP_005323379.1
OG0017130	XP_031814432.1	XP_013216401.2
OG0017131	XP_012402088.1	XP_005325744.1
OG0017132	XP_031816986.1	XP_040125935.1
OG0017133	XP_003766111.1	XP_005325792.1
OG0017135	XP_023350160.2	XP_005325409.1
OG0017142	XP_031817836.1	XP_005330288.1
OG0017143	XP_012400667.2	XP_040137557.1, XP_040137848.1
OG0017144	XP_012400658.1	XP_005317113.3
OG0017145	XP_031805510.1	XP_005343071.2
OG0017150	XP_003771331.1	XP_005341861.1
OG0017151	XP_003772272.1	XP_005325046.1
OG0017152	XP_031793684.1	XP_005325179.2
OG0017154	XP_031812885.1	XP_005320826.2
OG0017156	XP_003755339.2	XP_005320799.1
OG0017157	XP_031812899.1	XP_040129468.1
OG0017158	XP_031807945.1	XP_040132229.1
OG0017160	XP_003763477.1	XP_005323583.1
OG0017163	XP_003774380.1	XP_005325797.1
OG0017165	XP_023361492.1	XP_040148174.1
OG0017166	XP_012407415.1	XP_005333349.1
OG0017169	XP_031823873.1	XP_005331122.1
OG0017174	XP_031800292.1	XP_005325244.2
OG0017175	XP_031814899.1, XP_012401571.1	XP_013218480.1
OG0017178	XP_031800384.1	XP_040140566.1
OG0017183	XP_023357228.2	XP_021591537.1
OG0017184	XP_003769496.1	XP_005329825.1
OG0017185	XP_031801677.1	XP_013219499.3
OG0017186	XP_023353254.2	XP_040133731.1
OG0017187	XP_003757160.1	XP_005321219.1
OG0017189	XP_003760636.1	XP_005332091.1
OG0017191	XP_031797812.1	XP_005331733.1
OG0017192	XP_003757649.1	XP_040130744.1
OG0017193	XP_031803593.1	XP_040146418.1
OG0017195	XP_003766814.1, XP_012402606.1, XP_003764920.1	XP_005341178.1, XP_013221662.1
OG0017197	XP_031824678.1	XP_013216601.1
OG0017198	XP_012408589.1	XP_005339389.1
OG0017199	XP_003768076.1	XP_005331350.1
OG0017200	XP_023355407.1	XP_021585456.1
OG0017203	XP_003758556.2	XP_021589019.2, XP_013221830.2
OG0017205	XP_003757136.2	XP_040142763.1
OG0017206	XP_031799522.1	XP_005331696.1, XP_040140195.1
OG0017207	XP_003770710.1	XP_005330434.1
OG0017208	XP_003767945.1	XP_005339483.1
OG0017211	XP_031797704.1	XP_005339767.2
OG0017213	XP_031797766.1, XP_031797627.1	XP_005325814.1
OG0017214	XP_003774549.1	XP_021578940.2
OG0017217	XP_003774946.1	XP_005337562.1
OG0017239	XP_003772886.2	XP_005333304.1
OG0017240	XP_031805965.1	XP_005342885.1, XP_040135735.1
OG0017241	XP_031817805.1	XP_005330293.2
OG0017246	XP_003755799.1	XP_005341469.1
OG0017247	XP_003774005.1	XP_005331632.1
OG0017249	XP_003764783.1	XP_005323179.1
OG0017250	XP_012407963.1	XP_005342907.1
OG0017253	XP_003774553.1, XP_003773881.1	XP_013221090.1, XP_013219998.1
OG0017256	XP_031793328.1	XP_040139525.1
OG0017257	XP_031817496.1, XP_031819050.1, XP_031817497.1	XP_021589681.1
OG0017258	XP_031818399.1	XP_040144083.1
OG0017260	XP_003775399.3	XP_005319052.1
OG0017265	XP_003756754.1	XP_021581358.1
OG0017266	XP_031820875.1	XP_021578192.2
OG0017267	XP_031817239.1	XP_040141454.1
OG0017268	XP_012400425.1	XP_005328412.1
OG0017274	XP_003761471.1	XP_005323762.1
OG0017278	XP_023357661.1	XP_040133396.1
OG0017280	XP_031822818.1	XP_040134649.1
OG0017281	XP_031824556.1	XP_040134466.1
OG0017282	XP_003759607.2	XP_005325617.1
OG0017283	XP_003755878.1	XP_005338842.1
OG0017284	XP_003755931.1	XP_005338780.2
OG0017285	XP_031824507.1, XP_031824506.1, XP_031824508.1	XP_040124832.1
OG0017287	XP_031824676.1	XP_005322041.1
OG0017292	XP_003772502.1	XP_005328814.1
OG0017295	XP_031806391.1	XP_040126634.1
OG0017296	XP_031795215.1	XP_040128946.1
OG0017298	XP_023358744.1	XP_005318787.2
OG0017299	XP_003768972.1	XP_040137938.1
OG0017302	XP_031803175.1	XP_005316155.1
OG0017303	XP_031803341.1	XP_005316172.1
OG0017304	XP_003760575.1	XP_040149344.1
OG0017308	XP_031825045.1	XP_040144548.1, XP_040144549.1
OG0017315	XP_031807599.1	XP_005319280.1
OG0017316	XP_023360546.1	XP_021578026.1
OG0017317	XP_031794613.1	XP_021577304.2
OG0017318	XP_031798437.1	XP_021576680.1
OG0017320	XP_031798438.1	XP_013220857.1
OG0017321	XP_031797734.1	XP_040139918.1, XP_040139917.1
OG0017323	XP_031798754.1	XP_005331690.1
OG0017324	XP_031804156.1	XP_005332247.1
OG0017326	XP_031816585.1	XP_040147110.1
OG0017328	XP_031803571.1	XP_040146290.1
OG0017331	XP_031817345.1	XP_005342547.2
OG0017332	XP_003764838.1	XP_005342548.1
OG0017333	XP_003764714.1	XP_005323239.2
OG0017334	XP_012400909.1	XP_021576977.1
OG0017338	XP_031819543.1	XP_040124205.1
OG0017342	XP_031804826.1	XP_005334633.2
OG0017344	XP_023360377.1	XP_005334051.1
OG0017345	XP_031796052.1	XP_040136993.1
OG0017347	XP_031796046.1	XP_040136548.1
OG0017351	XP_031802280.1	XP_005332375.1
OG0017353	XP_031797191.1	XP_005339378.1
OG0017354	XP_031813384.1	XP_040126358.1
