Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0015616	XP_003771111.1	XP_038414712.1
OG0015617	XP_031798982.1	XP_038414830.1
OG0015618	XP_031797505.1	XP_038414932.1
OG0015619	XP_023361698.1	XP_038414961.1
OG0015620	XP_003773170.1	XP_038414999.1
OG0015621	XP_023361679.1	XP_038415001.1
OG0015622	XP_003774330.1	XP_038415016.1
OG0015623	XP_023361660.1	XP_038415049.1
OG0015624	XP_031798981.1	XP_038415080.1
OG0015625	XP_003773137.1	XP_038415086.1
OG0015626	XP_031796704.1	XP_038415101.1
OG0015627	XP_003773162.4	XP_038415111.1
OG0015630	XP_012406614.1	XP_038415149.1
OG0015631	XP_023350506.2	XP_038415154.1
OG0015632	XP_003758057.1	XP_038415158.1
OG0015633	XP_031798004.1	XP_038415162.1
OG0015634	XP_023361230.1, XP_003772484.1	XP_038415292.1
OG0015635	XP_003772618.3	XP_038415299.1
OG0015636	XP_031794975.1	XP_038415393.1
OG0015637	XP_031807376.1	XP_038415485.1
OG0015638	XP_031807397.1	XP_038415494.1
OG0015639	XP_031805763.1	XP_038415518.1
OG0015640	XP_031795198.1	XP_038415566.1
OG0015641	XP_031795252.1	XP_038415629.1
OG0015643	XP_031797113.1	XP_038415720.1
OG0015644	XP_031795375.1	XP_038415733.1
OG0015645	XP_031806645.1	XP_038415847.1
OG0015646	XP_031806610.1	XP_038415875.1
OG0015647	XP_003758052.1	XP_038415912.1
OG0015649	XP_031806552.1	XP_038416008.1
OG0015650	XP_023350480.1	XP_038416021.1
OG0015651	XP_023350476.2	XP_038416045.1
OG0015652	XP_003758017.1	XP_038416067.1
OG0015654	XP_003773056.1	XP_038416298.1
OG0015655	XP_031799583.1	XP_038416319.1
OG0015656	XP_003773099.1	XP_038416426.1
OG0015657	XP_003773101.2	XP_038416429.1
OG0015658	XP_003757968.1	XP_038416475.1
OG0015659	XP_003771761.3, XP_031796093.1	XP_038416490.1
OG0015660	XP_031795012.1	XP_038416493.1
OG0015661	XP_003757911.2	XP_038416511.1
OG0015662	XP_003758150.1	XP_038416522.1
OG0015664	XP_031807041.1	XP_038416620.1
OG0015666	XP_031805457.1	XP_038416776.1
OG0015667	XP_003757841.2	XP_038416874.1
OG0015668	XP_031807284.1	XP_038416901.1
OG0015669	XP_031807280.1	XP_038416907.1
OG0015670	XP_003767135.1	XP_038416975.1
OG0015671	XP_003767166.1	XP_038416999.1
OG0015673	XP_031807217.1	XP_038417019.1
OG0015674	XP_003767142.2	XP_038417024.1
OG0015675	XP_031807215.1	XP_038417026.1
OG0015676	XP_003757855.1	XP_038417090.1
OG0015677	XP_031807104.1	XP_038417150.1
OG0015678	XP_003757885.2	XP_038417181.1
OG0015679	XP_023350387.1	XP_038417185.1
OG0015680	XP_031806221.1	XP_038417229.1
OG0015681	XP_003758385.1	XP_038417255.1
OG0015682	XP_031806811.1	XP_038417304.1
OG0015683	XP_031806812.1	XP_038417305.1
OG0015684	XP_031806849.1	XP_038417355.1
OG0015685	XP_031806863.1	XP_038417405.1
OG0015686	XP_031805650.1	XP_038417462.1
OG0015687	XP_031805638.1	XP_038417507.1
OG0015688	XP_031805626.1	XP_038417524.1
OG0015689	XP_031812976.1	XP_038417531.1
OG0015690	XP_003773534.1	XP_038417610.1
OG0015691	XP_003773537.2	XP_038417611.1
OG0015692	XP_031798265.1	XP_038417620.1
OG0015693	XP_023361937.1	XP_038417625.1
OG0015694	XP_031805563.1	XP_038417678.1
OG0015695	XP_031805574.1	XP_038417693.1
OG0015696	XP_003769861.1	XP_038417764.1
OG0015697	XP_023359251.1	XP_038417770.1
OG0015698	XP_031823211.1	XP_038417783.1
OG0015699	XP_023359270.1	XP_038417805.1
OG0015700	XP_031823255.1	XP_038417863.1
OG0015701	XP_003769925.1	XP_038417900.1
OG0015702	XP_031823278.1	XP_038417957.1
OG0015703	XP_031823275.1	XP_038417960.1
OG0015704	XP_003769906.1	XP_038417969.1
OG0015705	XP_003769909.1	XP_038417988.1
OG0015706	XP_023359328.2	XP_038418018.1
OG0015707	XP_003769977.1	XP_038418179.1
OG0015708	XP_003769984.1	XP_038418184.1
OG0015709	XP_031823163.1	XP_038418278.1
OG0015710	XP_031823162.1	XP_038418290.1
OG0015711	XP_031805455.1	XP_038418322.1
OG0015713	XP_031798423.1	XP_038418419.1
OG0015714	XP_031798317.1	XP_038418432.1
OG0015715	XP_031812988.1	XP_038418543.1
OG0015716	XP_031807628.1	XP_038418580.1
OG0015717	XP_031817463.1	XP_038418588.1
OG0015718	XP_012406376.1	XP_038418727.1
OG0015720	XP_031798623.1	XP_038418814.1
OG0015721	XP_031798369.1	XP_038418834.1
OG0015722	XP_031798378.1	XP_038418835.1
OG0015723	XP_031799442.1	XP_038418890.1
OG0015724	XP_031799443.1	XP_038418892.1
OG0015725	XP_031798420.1	XP_038418898.1
OG0015726	XP_031798206.1	XP_038418995.1
OG0015727	XP_031797653.1	XP_038419001.1
OG0015728	XP_031799410.1	XP_038419094.1
OG0015729	XP_031798543.1	XP_038419152.1
OG0015730	XP_031798994.1	XP_038419200.1
OG0015731	XP_031800096.1	XP_038419210.1
OG0015732	XP_003773806.1	XP_038419211.1
OG0015734	XP_031799430.1	XP_038419363.1
OG0015736	XP_003773762.2	XP_038419415.1
OG0015737	XP_031797198.1	XP_038419422.1
OG0015738	XP_031797508.1	XP_038419440.1
OG0015739	XP_031799452.1	XP_038419467.1
OG0015740	XP_031799455.1	XP_038419503.1
OG0015741	XP_031798428.1	XP_038419512.1
OG0015742	XP_031799476.1	XP_038419655.1
OG0015743	XP_012408528.1	XP_038419680.1
OG0015744	XP_031797527.1	XP_038419743.1
OG0015745	XP_031797525.1	XP_038419744.1
OG0015746	XP_031799484.1	XP_038419766.1
OG0015747	XP_023362276.2	XP_038419768.1
OG0015748	XP_031797542.1	XP_038419773.1
OG0015750	XP_031797811.1	XP_038419798.1
OG0015751	XP_031799824.1	XP_038419808.1
OG0015752	XP_031797976.1	XP_038419865.1
OG0015753	XP_031797977.1	XP_038419867.1
OG0015754	XP_031799211.1	XP_038419907.1
OG0015755	XP_031799208.1	XP_038419921.1
OG0015756	XP_031799209.1	XP_038419924.1
OG0015757	XP_031799657.1	XP_038419927.1
OG0015758	XP_031797471.1	XP_038420005.1
OG0015759	XP_031797265.1	XP_038420033.1
OG0015760	XP_031798511.1	XP_038420039.1
OG0015761	XP_031797159.1	XP_038420163.1
OG0015762	XP_031797187.1	XP_038420197.1
OG0015763	XP_031797416.1	XP_038420200.1
OG0015764	XP_031799246.1	XP_038420207.1
OG0015765	XP_031799512.1	XP_038420212.1
OG0015766	XP_031799834.1	XP_038420216.1
OG0015767	XP_031799511.1	XP_038420219.1
OG0015768	XP_031797879.1	XP_038420270.1
OG0015769	XP_031797579.1	XP_038420302.1
OG0015770	XP_023362224.1	XP_038420312.1
OG0015771	XP_031797291.1	XP_038420369.1
OG0015773	XP_031799427.1	XP_038420390.1
OG0015774	XP_031798469.1	XP_038420430.1
OG0015775	XP_031799521.1	XP_038420431.1
OG0015776	XP_031815832.1	XP_038420454.1
OG0015777	XP_031815836.1	XP_038420456.1
OG0015778	XP_031798572.1	XP_038420525.1
OG0015779	XP_003773242.1	XP_038420531.1
OG0015780	XP_031798528.1	XP_038420594.1
OG0015781	XP_031797679.1	XP_038420630.1
OG0015782	XP_031815708.1, XP_003763795.1	XP_038420731.1
OG0015783	XP_031815723.1	XP_038420762.1
OG0015784	XP_003763839.2	XP_038420851.1
OG0015785	XP_031819531.1	XP_038420951.1
OG0015786	XP_003763864.1	XP_038420984.1
OG0015787	XP_031815880.1	XP_038421023.1
OG0015788	XP_003763899.1	XP_038421126.1
OG0015789	XP_023353913.1	XP_038421195.1
OG0015791	XP_031803482.1	XP_038421243.1
OG0015792	XP_031803439.1	XP_038421249.1
OG0015793	XP_003760517.1	XP_038421254.1
OG0015794	XP_023354353.1	XP_038421261.1
OG0015795	XP_031803856.1	XP_038421289.1
OG0015796	XP_031803658.1	XP_038421317.1
OG0015797	XP_023352600.2	XP_038421320.1
OG0015798	XP_031803875.1	XP_038421324.1
OG0015799	XP_012399125.1	XP_038421345.1
OG0015800	XP_031820446.1	XP_038421377.1
OG0015801	XP_031812187.1	XP_038421398.1
OG0015802	XP_003762535.1	XP_038421408.1
OG0015803	XP_031812519.1	XP_038421424.1
OG0015804	XP_003762520.1	XP_038421460.1
OG0015805	XP_031811388.1	XP_038421520.1
OG0015807	XP_031811371.1	XP_038421529.1
OG0015808	XP_031810884.1	XP_038421601.1
OG0015809	XP_031810739.1	XP_038421631.1
OG0015810	XP_012399079.2	XP_038421652.1
OG0015811	XP_031810573.1	XP_038421655.1
OG0015812	XP_031810115.1	XP_038421715.1
OG0015813	XP_031810051.1	XP_038421732.1
OG0015814	XP_031809880.1	XP_038421774.1
OG0015815	XP_003762394.1	XP_038421878.1
OG0015816	XP_031808970.1	XP_038422032.1
OG0015817	XP_003762611.2	XP_038422128.1
OG0015818	XP_023354080.1	XP_038422164.1
OG0015819	XP_031814107.1	XP_038422200.1
OG0015820	XP_031814256.1	XP_038422211.1
OG0015821	XP_003762311.1	XP_038422268.1
OG0015822	XP_003762362.2	XP_038422295.1
OG0015823	XP_012398941.1	XP_038422310.1
OG0015824	XP_031814935.1	XP_038422341.1
OG0015825	XP_003762289.2	XP_038422438.1
OG0015826	XP_003762284.1	XP_038422464.1
OG0015827	XP_012398892.1	XP_038422574.1
OG0015828	XP_031795934.1	XP_038422621.1
OG0015829	XP_031803777.1	XP_038422657.1
OG0015830	XP_003760784.1	XP_038422672.1
OG0015831	XP_031803771.1	XP_038422673.1
OG0015832	XP_031803794.1	XP_038422674.1
OG0015833	XP_003760781.1	XP_038422680.1
OG0015834	XP_031804037.1	XP_038422719.1
OG0015835	XP_031804052.1	XP_038422731.1
OG0015836	XP_031804073.1	XP_038422763.1
OG0015837	XP_012397617.1	XP_038422769.1
OG0015838	XP_031803333.1	XP_038422830.1
OG0015839	XP_031803843.1	XP_038422856.1
OG0015840	XP_003761060.1	XP_038422875.1
OG0015841	XP_031803835.1	XP_038422877.1
OG0015842	XP_003761047.1	XP_038422879.1
OG0015843	XP_023352754.1	XP_038422933.1
OG0015844	XP_012397816.1	XP_038422944.1
OG0015845	XP_003760706.2	XP_038422988.1
OG0015846	XP_012397559.2	XP_038422991.1
OG0015847	XP_012397534.2	XP_038422993.1
OG0015848	XP_031803551.1	XP_038422994.1
OG0015849	XP_031803538.1	XP_038423008.1
OG0015850	XP_003760715.1	XP_038423023.1
OG0015851	XP_012397562.2	XP_038423047.1
OG0015852	XP_031803506.1	XP_038423048.1
OG0015853	XP_031803507.1	XP_038423050.1
OG0015854	XP_003760716.1	XP_038423051.1
OG0015855	XP_031803504.1	XP_038423052.1
OG0015856	XP_031803478.1	XP_038423069.1
OG0015857	XP_031803440.1	XP_038423123.1
OG0015858	XP_031803423.1	XP_038423178.1
OG0015859	XP_031803411.1	XP_038423201.1
OG0015860	XP_031803383.1	XP_038423233.1
OG0015861	XP_031803369.1	XP_038423244.1
OG0015862	XP_031803358.1	XP_038423261.1
OG0015863	XP_031803361.1	XP_038423269.1
OG0015864	XP_031803354.1	XP_038423282.1
OG0015866	XP_031804192.1	XP_038423402.1
OG0015867	XP_031804176.1	XP_038423407.1
OG0015868	XP_023352681.1	XP_038423413.1
OG0015869	XP_031803595.1	XP_038423479.1
OG0015870	XP_003760680.1	XP_038423550.1
OG0015871	XP_003760670.1	XP_038423552.1
OG0015872	XP_012397493.1	XP_038423562.1
OG0015873	XP_031803660.1	XP_038423622.1
OG0015875	XP_003760650.2	XP_038423648.1
OG0015876	XP_023352468.2	XP_038423656.1
OG0015877	XP_031803678.1	XP_038423657.1
OG0015878	XP_031803681.1	XP_038423659.1
OG0015879	XP_031803695.1	XP_038423671.1
OG0015880	XP_031803717.1	XP_038423707.1
OG0015881	XP_012397477.1	XP_038423736.1
OG0015882	XP_023352740.1	XP_038423780.1
OG0015884	XP_031804008.1	XP_038423891.1
OG0015885	XP_031804115.1	XP_038423934.1
OG0015886	XP_031803877.1	XP_038423968.1
OG0015887	XP_003760917.3	XP_038423999.1
OG0015888	XP_003764835.1	XP_038424093.1
OG0015889	XP_003773606.1	XP_038424118.1
OG0015890	XP_003773679.1	XP_038424120.1
OG0015891	XP_003764343.2	XP_038424146.1
OG0015892	XP_023355263.1	XP_038424169.1
OG0015893	XP_031816868.1	XP_038424229.1
OG0015894	XP_031816866.1	XP_038424237.1
OG0015895	XP_031817759.1	XP_038424287.1
OG0015896	XP_003764643.1	XP_038424300.1
OG0015897	XP_003764650.1	XP_038424347.1
OG0015898	XP_003766911.2	XP_038424399.1
OG0015899	XP_012400815.1	XP_038424444.1
OG0015900	XP_031817221.1	XP_038424508.1
OG0015901	XP_031817230.1	XP_038424512.1
OG0015902	XP_012400790.1	XP_038424549.1
OG0015903	XP_023355483.2	XP_038424572.1
OG0015904	XP_031817322.1	XP_038424638.1
OG0015905	XP_003764751.1	XP_038424691.1
OG0015906	XP_031817893.1	XP_038424738.1
OG0015907	XP_031817901.1	XP_038424762.1
OG0015908	XP_003764905.1	XP_038424784.1
OG0015909	XP_031817930.1	XP_038424803.1
OG0015910	XP_031817931.1	XP_038424810.1
OG0015911	XP_031817932.1	XP_038424813.1
OG0015912	XP_031817943.1	XP_038424829.1
OG0015913	XP_003765368.1	XP_038424842.1
OG0015914	XP_031798024.1	XP_038424862.1
OG0015915	XP_031799409.1	XP_038424877.1
OG0015916	XP_031799002.1	XP_038424943.1
OG0015917	XP_031799835.1	XP_038424970.1
OG0015918	XP_003773660.2	XP_038424974.1
OG0015919	XP_031797615.1	XP_038424994.1
OG0015920	XP_003773564.1	XP_038425038.1
OG0015921	XP_031797938.1	XP_038425082.1
OG0015922	XP_031818973.1	XP_038425103.1
OG0015923	XP_003773580.1	XP_038425106.1
OG0015924	XP_031800047.1	XP_038425155.1
OG0015925	XP_031799872.1	XP_038425167.1
OG0015926	XP_031797524.1	XP_038425210.1
OG0015927	XP_031816883.1	XP_038425258.1
OG0015928	XP_031814284.1	XP_038425295.1
OG0015930	XP_012400724.1	XP_038425343.1
OG0015931	XP_031817818.1	XP_038425352.1
OG0015932	XP_003764620.2	XP_038425398.1
OG0015933	XP_031814238.1	XP_038425503.1
OG0015934	XP_031814312.1	XP_038425604.1
OG0015935	XP_003765853.1	XP_038425646.1
OG0015936	XP_031814328.1	XP_038425659.1
OG0015937	XP_031814361.1	XP_038425690.1
OG0015938	XP_003765842.1	XP_038425801.1
OG0015939	XP_023356289.1	XP_038425814.1
OG0015940	XP_031814483.1	XP_038425886.1
OG0015941	XP_003765798.1	XP_038425942.1
OG0015942	XP_031817060.1	XP_038425943.1
OG0015943	XP_003765791.2	XP_038425955.1
OG0015944	XP_031814563.1	XP_038425966.1
OG0015945	XP_031814592.1	XP_038426005.1
OG0015946	XP_031814612.1	XP_038426045.1
OG0015947	XP_031814620.1	XP_038426067.1
OG0015948	XP_003765750.1	XP_038426074.1
OG0015949	XP_031817810.1	XP_038426089.1
OG0015950	XP_012400053.1	XP_038426113.1
OG0015951	XP_031813253.1	XP_038426130.1
OG0015952	XP_031813438.1	XP_038426136.1
OG0015953	XP_031806865.1	XP_038426155.1
OG0015954	XP_003758164.2	XP_038426167.1
OG0015955	XP_031807240.1	XP_038426269.1
OG0015957	XP_031808304.1	XP_038426404.1
OG0015958	XP_023360901.1	XP_038426465.1
OG0015959	XP_003762282.1	XP_038426508.1
OG0015960	XP_031794035.1	XP_038426556.1
OG0015961	XP_012406831.2	XP_038426580.1
OG0015962	XP_031796240.1	XP_038426592.1
OG0015963	XP_031796235.1	XP_038426603.1
OG0015964	XP_031796233.1	XP_038426611.1
OG0015965	XP_031796167.1	XP_038426683.1
OG0015966	XP_031796121.1	XP_038426728.1
OG0015967	XP_031796016.1	XP_038426775.1
OG0015968	XP_031795976.1	XP_038426790.1
OG0015969	XP_012406791.1	XP_038426792.1
OG0015970	XP_031815632.1	XP_038426869.1
OG0015971	XP_031815655.1	XP_038426904.1
OG0015972	XP_031815657.1	XP_038426912.1
OG0015973	XP_023356546.1	XP_038427017.1
OG0015974	XP_003766163.1	XP_038427044.1
OG0015975	XP_012401992.1	XP_038427046.1
OG0015976	XP_031813672.1	XP_038427050.1
OG0015977	XP_003766145.1	XP_038427076.1
OG0015978	XP_031813643.1	XP_038427130.1
OG0015979	XP_003766131.4	XP_038427140.1
OG0015980	XP_031813394.1	XP_038427166.1
OG0015981	XP_031813404.1	XP_038427190.1
OG0015982	XP_031813426.1	XP_038427229.1
OG0015983	XP_031813436.1	XP_038427245.1
OG0015984	XP_031809881.1	XP_038427303.1
OG0015985	XP_003757803.1	XP_038427304.1
OG0015986	XP_031805129.1	XP_038427311.1
OG0015987	XP_031821419.1	XP_038427323.1
OG0015988	XP_003758195.2	XP_038427392.1
OG0015989	XP_031806928.1	XP_038427404.1
OG0015990	XP_031806929.1	XP_038427445.1
OG0015991	XP_003758197.1	XP_038427448.1
OG0015992	XP_031805036.1	XP_038427504.1
OG0015993	XP_003758231.1	XP_038427518.1
OG0015994	XP_031806950.1	XP_038427533.1
OG0015996	XP_031806981.1	XP_038427574.1
OG0015997	XP_031799959.1	XP_038427702.1
OG0015998	XP_031797406.1	XP_038427706.1
OG0015999	XP_003757098.1	XP_038427819.1
OG0016001	XP_031809997.1	XP_038427840.1
OG0016002	XP_003757079.2	XP_038427872.1
OG0016003	XP_003756980.1	XP_038428027.1
OG0016004	XP_012395222.1	XP_038428308.1
OG0016005	XP_003757769.1	XP_038428328.1
OG0016006	XP_031810432.1	XP_038428400.1
OG0016007	XP_031810437.1	XP_038428419.1
OG0016008	XP_031807465.1	XP_038428495.1
OG0016009	XP_003759217.3	XP_038428503.1
OG0016010	XP_003757735.2	XP_038428523.1
OG0016011	XP_031807492.1	XP_038428530.1
OG0016012	XP_023350265.1	XP_038428641.1
OG0016013	XP_003757690.1	XP_038428665.1
OG0016014	XP_012395128.1, XP_023350259.1	XP_038428701.1
OG0016015	XP_003757648.2	XP_038428798.1
OG0016016	XP_012409334.2	XP_038428912.1
OG0016017	XP_003764516.1	XP_038428980.1
OG0016019	XP_012396014.1	XP_038429002.1
OG0016020	XP_012405454.1	XP_038429010.1
OG0016021	XP_031824118.1	XP_038429021.1
OG0016022	XP_023359520.2	XP_038429023.1
OG0016024	XP_031817834.1	XP_038429081.1
OG0016025	XP_003764586.1	XP_038429089.1
OG0016026	XP_003764585.1	XP_038429093.1
OG0016027	XP_031817324.1	XP_038429152.1
OG0016028	XP_031816587.1	XP_038429257.1
OG0016029	XP_023355359.1	XP_038429309.1
OG0016030	XP_003764519.1	XP_038429327.1
OG0016031	XP_003764517.1	XP_038429331.1
OG0016032	XP_012400640.2	XP_038429394.1
OG0016033	XP_003773112.1	XP_038429533.1
OG0016034	XP_003758123.1	XP_038429590.1
OG0016035	XP_031807316.1	XP_038429683.1
OG0016036	XP_031805499.1	XP_038429689.1
OG0016037	XP_031805500.1	XP_038429698.1
OG0016038	XP_031805511.1	XP_038429710.1
OG0016039	XP_031805054.1	XP_038429712.1
OG0016040	XP_031805515.1	XP_038429715.1
OG0016041	XP_003758092.1	XP_038429797.1
OG0016042	XP_031806698.1	XP_038429804.1
OG0016043	XP_031807018.1	XP_038429872.1
OG0016044	XP_031813760.1	XP_038429948.1
OG0016045	XP_031813747.1	XP_038429986.1
OG0016046	XP_031813746.1	XP_038429992.1
OG0016047	XP_031824629.1	XP_038430076.1
OG0016048	XP_031824013.1	XP_038445539.1, XP_038430089.1
OG0016049	XP_031824012.1	XP_038430090.1
OG0016050	XP_031824628.1	XP_038430091.1
OG0016051	XP_031824627.1	XP_038430100.1
OG0016052	XP_031824652.1	XP_038430195.1
OG0016053	XP_031824110.1	XP_038430214.1
OG0016054	XP_031823872.1	XP_038430336.1
OG0016055	XP_031813354.1	XP_038430354.1
OG0016056	XP_031804849.1	XP_038430441.1
OG0016057	XP_031804843.1	XP_038430461.1
OG0016058	XP_031812827.1	XP_038430465.1
OG0016059	XP_003760963.1	XP_038430539.1
OG0016060	XP_031804217.1	XP_038430565.1
OG0016061	XP_031804246.1	XP_038430636.1
OG0016062	XP_012397796.2	XP_038430674.1
OG0016063	XP_031804316.1	XP_038430690.1
OG0016064	XP_012397890.1	XP_038430870.1
OG0016065	XP_031804410.1	XP_038430946.1
OG0016066	XP_003761069.1	XP_038430976.1
OG0016067	XP_031804429.1	XP_038430982.1
OG0016068	XP_031804417.1	XP_038431002.1
OG0016069	XP_031804463.1	XP_038431040.1
OG0016070	XP_031804464.1	XP_038431041.1
OG0016071	XP_031804467.1	XP_038431059.1
OG0016072	XP_031804468.1	XP_038431060.1
OG0016073	XP_031804570.1	XP_038431220.1
OG0016074	XP_031804572.1	XP_038431223.1
OG0016075	XP_031804588.1	XP_038431233.1
OG0016076	XP_031804591.1	XP_038431258.1
OG0016077	XP_031804595.1	XP_038431268.1
OG0016078	XP_031804638.1	XP_038431322.1
OG0016079	XP_031804644.1	XP_038431329.1
OG0016080	XP_031804682.1	XP_038431446.1
OG0016081	XP_031804683.1	XP_038431449.1
OG0016082	XP_031804721.1	XP_038431501.1
OG0016083	XP_031804751.1	XP_038431521.1
OG0016084	XP_031804760.1	XP_038431561.1
OG0016085	XP_031804775.1	XP_038431576.1
OG0016087	XP_031804886.1	XP_038431784.1
OG0016088	XP_031804860.1	XP_038431809.1
OG0016089	XP_031804847.1	XP_038431822.1
OG0016090	XP_003763377.1	XP_038431856.1
OG0016092	XP_031805008.1	XP_038431872.1
OG0016093	XP_031804894.1	XP_038431899.1
OG0016096	XP_031796047.1	XP_038432095.1
OG0016097	XP_031793603.1	XP_038432117.1
OG0016098	XP_003771390.2	XP_038432258.1
OG0016099	XP_031795391.1	XP_038432279.1
OG0016100	XP_031795349.1	XP_038432323.1
OG0016101	XP_031795171.1	XP_038432360.1
OG0016102	XP_023360385.1	XP_038432391.1
OG0016103	XP_003771354.1	XP_038432423.1
OG0016104	XP_031794874.1	XP_038432441.1
OG0016105	XP_031794160.1	XP_038432483.1
OG0016106	XP_031794131.1	XP_038432530.1
OG0016107	XP_023360338.1	XP_038432559.1
OG0016108	XP_003771337.2	XP_038432683.1
OG0016111	XP_031794068.1	XP_038432745.1
OG0016112	XP_003771316.2	XP_038432778.1
OG0016113	XP_003771314.1	XP_038432780.1
OG0016115	XP_003771228.3	XP_038432841.1
OG0016116	XP_012406145.1	XP_038432843.1
OG0016117	XP_031794240.1	XP_038432873.1
OG0016119	XP_031794289.1	XP_038432942.1
OG0016120	XP_003771199.1	XP_038432954.1
OG0016121	XP_023360266.1	XP_038432955.1
OG0016122	XP_003775384.1	XP_038433068.1
OG0016123	XP_003770894.1	XP_038433073.1
OG0016125	XP_031796325.1	XP_038433204.1
OG0016126	XP_031793914.1	XP_038433382.1
OG0016127	XP_031793886.1	XP_038433414.1
OG0016128	XP_023356711.1	XP_038433443.1
OG0016129	XP_003772402.2	XP_038433455.1
OG0016130	XP_003772399.1	XP_038433462.1
OG0016132	XP_003770914.4	XP_038433484.1
OG0016133	XP_012405889.2	XP_038433536.1
OG0016134	XP_031793760.1	XP_038433580.1
OG0016135	XP_012406950.1	XP_038433655.1
OG0016136	XP_003772250.1	XP_038433657.1
OG0016138	XP_003772275.1	XP_038433667.1
OG0016139	XP_031793678.1	XP_038433701.1
OG0016140	XP_031793673.1	XP_038433710.1
OG0016141	XP_003772376.2	XP_038433761.1
OG0016142	XP_003772364.2	XP_038433763.1
OG0016143	XP_003772366.2	XP_038433767.1
OG0016144	XP_003772756.2	XP_038433850.1
OG0016145	XP_031811898.1	XP_038433872.1
OG0016146	XP_012397290.2	XP_038433884.1
OG0016147	XP_003755431.2	XP_038433887.1
OG0016148	XP_003755415.2	XP_038433888.1
OG0016149	XP_031811863.1	XP_038433896.1
OG0016150	XP_031812884.1	XP_038433901.1
OG0016151	XP_003755294.1	XP_038434111.1
OG0016152	XP_003755292.1	XP_038434156.1
OG0016153	XP_003755290.1	XP_038434169.1
OG0016154	XP_031812011.1	XP_038434263.1
OG0016155	XP_012395972.1	XP_038434309.1
OG0016156	XP_031812049.1	XP_038434335.1
OG0016157	XP_031812066.1	XP_038434342.1
OG0016158	XP_031812057.1	XP_038434353.1
OG0016159	XP_031812068.1	XP_038434358.1
OG0016160	XP_023350540.2	XP_038434364.1
OG0016161	XP_031812074.1	XP_038434388.1
OG0016162	XP_031812088.1	XP_038434416.1
OG0016163	XP_031812094.1	XP_038434420.1
OG0016164	XP_031812098.1	XP_038434426.1
OG0016165	XP_003758861.1	XP_038434445.1
