Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0014033	XP_012395895.1	XP_003409050.1
OG0014034	XP_031811955.1	XP_023402677.1
OG0014035	XP_031812023.1	XP_023402661.1
OG0014036	XP_031812037.1	XP_003409259.1
OG0014037	XP_012395641.2	XP_010587390.1
OG0014038	XP_031812040.1	XP_023402631.1
OG0014039	XP_031812046.1	XP_023402630.1
OG0014040	XP_023350558.1	XP_003409250.1
OG0014041	XP_031812072.1	XP_023402608.1
OG0014042	XP_031812099.1	XP_003409230.1
OG0014043	XP_003755257.1	XP_003409228.1
OG0014044	XP_003755499.1	XP_003409222.1
OG0014045	XP_031811569.1	XP_010587363.1
OG0014046	XP_003755517.1	XP_010587361.1
OG0014047	XP_031811581.1	XP_003409218.1
OG0014048	XP_031811586.1	XP_003409214.1
OG0014049	XP_031811597.1	XP_003409206.1
OG0014050	XP_031811621.1	XP_010587327.1
OG0014051	XP_003755460.1	XP_003409011.1
OG0014052	XP_003755459.1	XP_003409010.1
OG0014053	XP_031811640.1, XP_031806901.1	XP_010587317.1
OG0014054	XP_031811641.1	XP_003409188.1
OG0014055	XP_003755435.1	XP_003409169.1
OG0014056	XP_012396531.1	XP_023402471.1
OG0014057	XP_012396452.1	XP_003408995.1
OG0014058	XP_031811733.1	XP_023402463.1
OG0014059	XP_031811743.1	XP_023402459.1
OG0014060	XP_031811776.1	XP_010587273.1
OG0014061	XP_031811785.1	XP_010587269.1
OG0014062	XP_031811800.1	XP_003409149.1
OG0014063	XP_031811802.1	XP_023402438.1
OG0014064	XP_003755368.1	XP_023396672.1
OG0014065	XP_031811817.1	XP_010599518.1
OG0014066	XP_031811820.1	XP_010599517.1
OG0014067	XP_031811822.1	XP_003421919.1
OG0014068	XP_012396107.1	XP_023415566.1
OG0014069	XP_003759201.1	XP_003419732.1
OG0014070	XP_031812859.1	XP_010597528.1
OG0014071	XP_031812866.1	XP_010597532.1
OG0014072	XP_012404204.1	XP_010597538.2
OG0014073	XP_031812875.1	XP_010597534.1
OG0014074	XP_031812887.1	XP_003419762.1
OG0014075	XP_031812901.1	XP_010597547.1
OG0014076	XP_031812902.1	XP_003419736.1
OG0014077	XP_031812908.1	XP_010597549.1
OG0014078	XP_031812937.1	XP_023415620.1
OG0014079	XP_031802128.1	XP_003408268.1
OG0014080	XP_003759726.1	XP_003408412.2
OG0014081	XP_003760317.1	XP_010586718.1
OG0014082	XP_031802278.1	XP_003421126.1
OG0014083	XP_031802270.1	XP_003420057.1
OG0014084	XP_003759824.1	XP_003408364.1
OG0014085	XP_031802236.1	XP_003420044.1
OG0014086	XP_031802232.1	XP_023401464.1
OG0014087	XP_031802224.1	XP_023401470.1
OG0014088	XP_023351761.1	XP_003408374.1
OG0014089	XP_003759792.1	XP_003408250.1
OG0014090	XP_012396738.1	XP_023401507.1
OG0014091	XP_003759787.2	XP_023401811.1
OG0014092	XP_003759775.1	XP_023401812.1
OG0014093	XP_031802187.1	XP_003408382.2
OG0014094	XP_031802152.1	XP_023401517.1
OG0014095	XP_031802153.1	XP_010586629.1
OG0014096	XP_031802150.1	XP_003408387.3
OG0014097	XP_031802143.1	XP_003408264.2
OG0014098	XP_031802129.1	XP_023401551.1
OG0014099	XP_003759758.1	XP_003408392.1
OG0014100	XP_023351727.2	XP_010586663.1
OG0014101	XP_003759737.3	XP_010586667.1
OG0014102	XP_031802091.1	XP_010586672.1
OG0014103	XP_031802092.1	XP_010586669.1
OG0014104	XP_003759727.1	XP_003408283.1
OG0014105	XP_031802065.1	XP_023401610.1
OG0014106	XP_003759714.1	XP_023401612.1
OG0014107	XP_031802813.1	XP_003408425.1
OG0014108	XP_003770358.1	XP_003408430.1
OG0014109	XP_031802822.1	XP_023401625.1
OG0014110	XP_003770360.1, XP_031802827.1	XP_003408432.1
OG0014111	XP_012405481.1	XP_003408433.2
OG0014112	XP_031802828.1	XP_003408434.1
OG0014113	XP_012397156.1	XP_023401629.1
OG0014114	XP_003760306.1	XP_023401637.1
OG0014115	XP_031802855.1	XP_010586709.1
OG0014116	XP_031802875.1	XP_003408452.1
OG0014117	XP_003758847.1	XP_003418710.1
OG0014118	XP_031807969.1	XP_003418796.2
OG0014119	XP_031805238.1	XP_023408595.1
OG0014120	XP_031812493.1	XP_010592040.1
OG0014121	XP_031807876.1	XP_003418675.1
OG0014122	XP_031807883.1	XP_023414540.1
OG0014123	XP_012401685.1	XP_010596632.1
OG0014124	XP_031807941.1	XP_003418785.1
OG0014125	XP_031807947.1	XP_023414420.1
OG0014126	XP_031807957.1	XP_003418704.1
OG0014127	XP_031807978.1	XP_003418716.1
OG0014128	XP_031808006.1	XP_010596668.1
OG0014129	XP_031808013.1	XP_023414486.1
OG0014130	XP_031808032.1	XP_010596719.1
OG0014131	XP_012402205.1	XP_023414508.1
OG0014132	XP_031808049.1	XP_023414526.1
OG0014133	XP_031808068.1	XP_003420163.1
OG0014134	XP_031808070.1	XP_023394871.1
OG0014135	XP_031808085.1	XP_023394870.1
OG0014136	XP_031808089.1	XP_003420181.2
OG0014137	XP_023356531.1	XP_023394849.1
OG0014138	XP_031808099.1	XP_010597981.1
OG0014139	XP_003755977.1	XP_003420186.1
OG0014140	XP_023355541.1	XP_023395253.1
OG0014141	XP_003755983.2	XP_003420570.1
OG0014142	XP_031811064.1	XP_003420572.1
OG0014143	XP_031811083.1	XP_010598399.2
OG0014144	XP_031811089.1	XP_010598401.1
OG0014145	XP_031811108.1	XP_023414027.1, XP_023414026.1
OG0014146	XP_031811110.1	XP_010596292.1
OG0014147	XP_031811116.1	XP_003418437.1
OG0014148	XP_023354253.1	XP_023414054.1
OG0014149	XP_031811272.1	XP_023414094.1
OG0014150	XP_031811245.1	XP_023414148.1
OG0014151	XP_003755713.1	XP_010596354.2
OG0014152	XP_031811189.1	XP_023414135.1
OG0014153	XP_012398947.1	XP_003418474.1
OG0014154	XP_023354033.1	XP_003418427.1
OG0014155	XP_031811178.1	XP_023414155.1
OG0014156	XP_023354072.1	XP_023408626.1
OG0014157	XP_012408613.1	XP_003413962.1
OG0014158	XP_031811148.1	XP_023408637.1
OG0014159	XP_012395270.1	XP_010592033.1
OG0014160	XP_003755027.1	XP_023408664.1, XP_003413864.1
OG0014161	XP_031805235.1	XP_023408680.1
OG0014162	XP_031812445.1	XP_023408692.1
OG0014163	XP_031812431.1	XP_023408693.1
OG0014164	XP_031812421.1	XP_010592068.1
OG0014165	XP_012401177.1	XP_023414539.1
OG0014166	XP_031805145.1	XP_010596701.1
OG0014167	XP_012400720.1	XP_023394867.1
OG0014168	XP_031805206.1	XP_010596291.2
OG0014169	XP_023353666.1	XP_003418456.1
OG0014170	XP_031815208.1	XP_010588617.2
OG0014171	XP_031817127.1	XP_010588727.1
OG0014172	XP_031824424.1	XP_023414938.1
OG0014173	XP_003770423.1	XP_023396776.1
OG0014174	XP_031824154.1	XP_003421987.1
OG0014175	XP_023356065.2	XP_010588686.1
OG0014176	XP_031814700.1	XP_023403938.1
OG0014177	XP_023356194.1	XP_023403923.1
OG0014178	XP_031815121.1	XP_010588652.1
OG0014179	XP_031815107.1	XP_003410368.1
OG0014180	XP_031815120.1	XP_003410365.1
OG0014181	XP_031815128.1	XP_023414859.1
OG0014182	XP_003763405.1	XP_003419064.1
OG0014183	XP_031815134.1	XP_010596947.1
OG0014184	XP_031815063.1	XP_010596959.1
OG0014185	XP_031815053.1	XP_023414876.1
OG0014187	XP_003763484.1	XP_003419031.1
OG0014188	XP_003763430.2	XP_003419076.1
OG0014189	XP_031815074.1	XP_003419081.1
OG0014190	XP_031815143.1	XP_023414911.1
OG0014191	XP_031815222.1	XP_003419085.1
OG0014192	XP_031824198.1	XP_010596983.2
OG0014193	XP_031824186.1	XP_023396792.1
OG0014194	XP_031824160.1	XP_023396780.1
OG0014195	XP_031824157.1	XP_023396770.1
OG0014196	XP_003772833.2	XP_003410463.1
OG0014197	XP_023361410.1	XP_010588820.1
OG0014198	XP_031799892.1	XP_023404371.1
OG0014200	XP_031799301.1	XP_003410536.1
OG0014201	XP_031797407.1	XP_003410445.2
OG0014202	XP_003772962.1	XP_003410437.1
OG0014203	XP_031799287.1	XP_003410435.1
OG0014204	XP_031799216.1	XP_023404275.1
OG0014205	XP_031799710.1	XP_010588775.2
OG0014206	XP_003772988.2	XP_023404297.1
OG0014207	XP_012407482.1	XP_003410516.1
OG0014208	XP_031797280.1	XP_003414236.1
OG0014209	XP_031797926.1	XP_010592368.1
OG0014210	XP_031797616.1	XP_010592395.1
OG0014211	XP_031798961.1	XP_003414156.1
OG0014212	XP_012407439.1	XP_023409095.1
OG0014213	XP_012407443.1	XP_023409107.1
OG0014214	XP_031798086.1	XP_023409111.1
OG0014215	XP_031797267.1	XP_003414198.1
OG0014216	XP_031815585.1	XP_003412879.2
OG0014217	XP_003766833.2	XP_003410242.2
OG0014218	XP_031814747.1	XP_003410389.1
OG0014219	XP_031814733.1	XP_003418986.1
OG0014220	XP_031815457.1	XP_003419011.1
OG0014221	XP_031815469.1	XP_003419015.1
OG0014222	XP_031815483.1	XP_023414836.1
OG0014223	XP_003763608.1	XP_010596923.2
OG0014224	XP_031815499.1	XP_023396173.1
OG0014225	XP_031817138.1	XP_003421292.1
OG0014226	XP_012399968.1	XP_010591268.1
OG0014228	XP_023354758.1	XP_010591257.1
OG0014229	XP_031815526.1	XP_003412908.1
OG0014230	XP_031815539.1	XP_023407259.1
OG0014232	XP_023354809.1	XP_003413029.1
OG0014233	XP_031815569.1	XP_003412885.1
OG0014234	XP_003763685.1	XP_010591226.1
OG0014240	XP_031819461.1	XP_023407242.1
OG0014241	XP_031813245.1	XP_023407412.1
OG0014242	XP_031813246.1	XP_023407401.1
OG0014243	XP_031816974.1	XP_023411307.1
OG0014245	XP_003759660.1	XP_023401149.1
OG0014246	XP_031801959.1	XP_003408192.1
OG0014247	XP_031801933.1	XP_023397714.1
OG0014248	XP_031801928.1	XP_010600335.1
OG0014249	XP_031816984.1	XP_003412917.1
OG0014250	XP_003766098.1	XP_003412923.1
OG0014251	XP_031823888.1	XP_003412927.1
OG0014252	XP_031824619.1	XP_003412931.2
OG0014253	XP_023359612.1	XP_010591116.1
OG0014254	XP_031823956.1	XP_003412941.1
OG0014255	XP_031824617.1	XP_023407236.1
OG0014256	XP_003770344.1	XP_003413064.1, XP_010591285.1
OG0014257	XP_031823935.1	XP_023407238.1
OG0014258	XP_031813289.1	XP_003412967.1
OG0014259	XP_031813273.1	XP_003412971.1
OG0014261	XP_031813460.1	XP_010594226.1
OG0014262	XP_012402064.1	XP_003416304.1
OG0014263	XP_012402049.1	XP_003416318.1
OG0014264	XP_023357148.2	XP_010594343.1
OG0014265	XP_031813505.1	XP_003416291.2
OG0014266	XP_003766209.2	XP_003416289.1
OG0014267	XP_031813513.1	XP_010594334.1
OG0014268	XP_003766205.1	XP_003416315.1
OG0014269	XP_003766079.1	XP_010594331.1
OG0014270	XP_031813533.1	XP_003416281.1
OG0014271	XP_031801973.1	XP_010586365.1
OG0014272	XP_023352074.1	XP_003416484.1
OG0014273	XP_012397122.1	XP_023413374.1
OG0014274	XP_031802754.1	XP_010595864.1
OG0014275	XP_012397110.1	XP_003417916.1
OG0014276	XP_023352115.1	XP_010595872.1
OG0014277	XP_003760235.1	XP_003417905.1
OG0014278	XP_023352110.1, XP_003760233.1	XP_003416540.1
OG0014279	XP_003760224.2	XP_023411584.1
OG0014280	XP_012397085.1	XP_010594511.1
OG0014281	XP_012397061.1	XP_003416524.1
OG0014282	XP_003760177.2	XP_003416523.1
OG0014283	XP_012399351.1	XP_010594485.1
OG0014284	XP_003760176.1	XP_003416487.1
OG0014285	XP_031802628.1	XP_010594481.1
OG0014286	XP_012404295.1	XP_023396018.1
OG0014288	XP_023355064.2	XP_003406257.2
OG0014289	XP_031816281.1	XP_010601105.2
OG0014290	XP_003764045.1	XP_003406252.1
OG0014291	XP_003764058.1	XP_003406242.2
OG0014292	XP_003764079.1	XP_003406227.1
OG0014293	XP_031816504.1	XP_023398703.1
OG0014294	XP_023354999.1	XP_023398660.1
OG0014295	XP_023355012.1, XP_023355014.1	XP_023398653.1
OG0014296	XP_031816435.1	XP_003406046.1
OG0014297	XP_031816429.1	XP_003406045.3
OG0014298	XP_031816417.1	XP_010601170.1
OG0014299	XP_031816426.1	XP_003405872.1
OG0014301	XP_031816387.1	XP_023398637.1
OG0014302	XP_031816378.1	XP_003405859.1
OG0014303	XP_023355034.1	XP_023398827.1
OG0014305	XP_031816360.1	XP_003405851.1
OG0014306	XP_031816343.1	XP_023398826.1
OG0014307	XP_031817211.1	XP_010601142.2
OG0014308	XP_031816337.1	XP_023398823.1
OG0014309	XP_031816334.1	XP_003405840.1
OG0014310	XP_003764013.1	XP_003405838.1
OG0014311	XP_031816299.1	XP_010601119.2
OG0014312	XP_003764027.1	XP_003406025.1
OG0014313	XP_023355069.1	XP_003406259.1
OG0014314	XP_031816274.1	XP_003406249.2
OG0014315	XP_031816257.1	XP_023398575.1
OG0014316	XP_031816239.1	XP_023398566.1
OG0014317	XP_003764072.2	XP_003406014.1
OG0014318	XP_003764070.1	XP_010601087.1
OG0014319	XP_003764078.1	XP_010601082.1
OG0014320	XP_031816208.1	XP_003406226.1
OG0014322	XP_003766917.1	XP_003406123.1
OG0014323	XP_023355101.1	XP_010601053.1
OG0014324	XP_003764095.2	XP_010601021.1
OG0014325	XP_012400331.1	XP_003406210.1
OG0014326	XP_012400357.1	XP_003406205.1
OG0014327	XP_031816137.1	XP_003406204.1
OG0014328	XP_031816097.1	XP_003405995.2
OG0014329	XP_023355135.2	XP_003406195.2
OG0014330	XP_031814173.1	XP_003406179.1
OG0014331	XP_031814167.1	XP_023398020.1
OG0014332	XP_031814171.1	XP_023398051.1
OG0014333	XP_031814163.1	XP_003406173.2
OG0014334	XP_003766027.1	XP_003406152.1
OG0014335	XP_031814054.1	XP_023397775.1
OG0014336	XP_003766018.1	XP_010600539.1
OG0014337	XP_031813997.1	XP_003406137.1
OG0014338	XP_031813966.1	XP_003406130.2
OG0014339	XP_031813955.1	XP_003406127.1
OG0014340	XP_031813954.1	XP_010600435.1
OG0014341	XP_012401825.2	XP_023398804.1
OG0014342	XP_003765953.1	XP_023397314.1
OG0014343	XP_031813919.1	XP_010600302.1
OG0014344	XP_003765950.1	XP_010600270.1
OG0014345	XP_012401795.1	XP_003405942.1
OG0014346	XP_031813891.1	XP_010584670.1
OG0014347	XP_031813865.1	XP_010600249.1
OG0014348	XP_023356400.2	XP_023397020.1
OG0014349	XP_031813840.1	XP_023398802.1
OG0014350	XP_031813827.1	XP_010599962.1
OG0014351	XP_003766192.1	XP_003406087.1
OG0014352	XP_031813822.1	XP_003406085.1
OG0014353	XP_003766191.1	XP_003406084.1
OG0014354	XP_012395365.1	XP_003411908.1
OG0014355	XP_031805042.1	XP_023406150.1
OG0014356	XP_031813921.1	XP_003405952.1
OG0014357	XP_003767580.1	XP_003410880.1
OG0014358	XP_031793265.1	XP_023409723.1
OG0014359	XP_031822699.1	XP_023409924.1
OG0014360	XP_003767660.1	XP_023404075.1
OG0014361	XP_003767683.1	XP_023404078.1
OG0014362	XP_031793119.1	XP_003410320.1
OG0014363	XP_023357606.1	XP_023404933.1
OG0014364	XP_003767578.1	XP_023404946.1
OG0014365	XP_012403341.2	XP_010597710.1
OG0014366	XP_031793253.1	XP_010597723.2
OG0014367	XP_031822942.1	XP_003410996.1
OG0014368	XP_023357507.1	XP_003415257.1
OG0014369	XP_003767418.1	XP_003415070.1
OG0014370	XP_003767407.1	XP_003415068.1
OG0014371	XP_023359141.1, XP_031793262.1	XP_003415251.1
OG0014372	XP_023359140.1	XP_003415246.1
OG0014373	XP_012404959.1	XP_023409722.1
OG0014375	XP_012403463.2	XP_023409719.1
OG0014376	XP_003767930.1	XP_010593165.1
OG0014377	XP_012403260.3	XP_023404070.1
OG0014378	XP_003767771.1	XP_010597725.1
OG0014379	XP_012401575.1	XP_010600341.1
OG0014380	XP_031800333.1	XP_010591041.1
OG0014382	XP_003760372.1	XP_003408483.2
OG0014383	XP_031800338.1	XP_003420557.1
OG0014384	XP_031800679.1	XP_023409686.1
OG0014386	XP_031800318.1	XP_003421744.1
OG0014387	XP_003765661.1	XP_023397666.1
OG0014389	XP_031814920.1	XP_023397733.1
OG0014390	XP_023356126.1	XP_023397716.1
OG0014391	XP_003765638.1	XP_010598502.1
OG0014392	XP_003765626.1	XP_023410910.1
OG0014393	XP_031814849.1	XP_023410968.1
OG0014394	XP_012402551.1	XP_010594072.1
OG0014395	XP_003765603.1	XP_003416022.1
OG0014396	XP_003765592.2	XP_003416017.1
OG0014397	XP_031814797.1	XP_023410952.1
OG0014398	XP_031814776.1	XP_003416076.1
OG0014399	XP_031817135.1	XP_023410941.1
OG0014400	XP_031815380.1	XP_010594050.1
OG0014401	XP_031815371.1	XP_023410933.1
OG0014402	XP_031815349.1	XP_003415999.1
OG0014403	XP_003763546.1	XP_003415997.1
OG0014404	XP_031815340.1	XP_023410918.1
OG0014405	XP_003763537.1	XP_003416103.1
OG0014406	XP_031815299.1	XP_023394890.1
OG0014407	XP_012399892.1	XP_010596055.1
OG0014408	XP_031815248.1	XP_023413714.1
OG0014409	XP_031800849.1	XP_010596029.1
OG0014410	XP_031814942.1	XP_003418020.1
OG0014411	XP_031800953.1	XP_023413677.1
OG0014412	XP_031801061.1	XP_023413684.1
OG0014413	XP_031800625.1	XP_023413612.1
OG0014414	XP_031802430.1, XP_031800661.1	XP_003418088.1
OG0014415	XP_031800959.1	XP_023413608.1
OG0014416	XP_031800164.1	XP_023413629.1
OG0014417	XP_031800961.1	XP_023413606.1
OG0014419	XP_003771443.1	XP_023395118.1
OG0014420	XP_031800896.1	XP_003412739.1
OG0014421	XP_031800485.1	XP_010591044.1
OG0014422	XP_031800701.1	XP_003412790.1
OG0014423	XP_031800945.1	XP_003412779.1
OG0014424	XP_031801035.1	XP_010591014.1
OG0014425	XP_031800748.1	XP_010591013.1
OG0014426	XP_003758090.2	XP_003412818.3
OG0014427	XP_031800720.1	XP_023407199.1
OG0014428	XP_031800527.1	XP_023407197.1
OG0014429	XP_031800773.1	XP_003412752.1
OG0014430	XP_031800521.1	XP_003412749.1
OG0014431	XP_031800765.1	XP_003420068.1
OG0014432	XP_031800898.1	XP_003414869.1
OG0014434	XP_031800754.1	XP_010592987.1
OG0014435	XP_031800978.1	XP_023409669.1
OG0014436	XP_031800799.1	XP_003414901.1
OG0014437	XP_031800367.1	XP_003414838.1
OG0014439	XP_031800784.1	XP_010592968.1
OG0014440	XP_031800886.1	XP_023409629.1
OG0014442	XP_031800750.1	XP_003414818.1
OG0014443	XP_031800861.1	XP_003414816.1
OG0014444	XP_031801011.1	XP_003414889.1
OG0014447	XP_003774901.1	XP_023395232.1
OG0014448	XP_031800743.1	XP_003420538.1
OG0014449	XP_012408732.2	XP_010598017.1
OG0014450	XP_031800212.1	XP_023396569.1
OG0014451	XP_031801014.1	XP_023396555.1
OG0014452	XP_031800605.1	XP_023396539.1
OG0014453	XP_031800207.1	XP_023396520.1
OG0014455	XP_023362685.1	XP_010592966.1
OG0014456	XP_031806035.1	XP_003418125.1
OG0014457	XP_031800473.1	XP_023395727.1
OG0014458	XP_031822947.1	XP_003419930.1
OG0014459	XP_012400292.1	XP_010601106.1
OG0014460	XP_003759879.1	XP_003405037.1
OG0014461	XP_031824117.1	XP_003405043.1
OG0014462	XP_031822371.1	XP_023409294.1
OG0014463	XP_031798932.1	XP_010590384.1
OG0014466	XP_003757152.1	XP_003407510.1
OG0014468	XP_003764390.1	XP_003417537.1
OG0014469	XP_003764912.1	XP_003422946.1, XP_023398030.1
OG0014471	XP_031800148.1	XP_003412754.1
OG0014473	XP_003768944.2	XP_003421908.1
OG0014475	XP_012397226.2	XP_023408606.1
OG0014478	XP_012398279.1	XP_023411690.1
OG0014480	XP_012399630.1	XP_023397376.1
OG0014481	XP_031798652.1	XP_023406616.1
OG0014482	XP_031819378.1	XP_023399356.1
OG0014486	XP_031821633.1	XP_003417440.2
OG0014487	XP_003768460.1	XP_010592834.1
OG0014491	XP_031796223.1	XP_003423234.1
OG0014508	XP_031805666.1	XP_023395143.1
OG0014509	XP_031815804.1	XP_023411847.1
OG0014510	XP_003760213.1	XP_023411580.1
OG0014511	XP_003765802.1	XP_003414020.2
OG0014512	XP_003768593.1	XP_010595293.1
OG0014513	XP_003774895.1	XP_003420541.1
OG0014514	XP_023354650.1	XP_023414949.1
OG0014515	XP_003763518.1	XP_010599791.1
OG0014516	XP_012409220.1	XP_010594417.1
OG0014517	XP_003770504.1	XP_003411274.1
OG0014518	XP_012397153.1	XP_010586688.1
OG0014519	XP_031815300.1	XP_003420222.1
OG0014520	XP_031797601.1	XP_023404267.1
OG0014521	XP_003762305.1	XP_023403443.1
OG0014522	XP_031799149.1	XP_010590503.1
OG0014524	XP_003762175.1	XP_023395195.1
OG0014525	XP_012406108.1	XP_003405234.1
OG0014527	XP_031796637.1	XP_010585560.1
OG0014528	XP_012406652.1	XP_010598563.1
OG0014529	XP_031796763.1	XP_023409935.1
OG0014530	XP_023358642.1	XP_023397130.1
OG0014531	XP_031811201.1	XP_003418421.1
OG0014532	XP_003767455.3	XP_003414933.1
OG0014533	XP_031809469.1	XP_003404679.1
OG0014534	XP_031818572.1	XP_010591342.1
OG0014535	XP_012408442.1	XP_023404271.1
OG0014536	XP_003756258.1	XP_003408837.1
OG0014537	XP_031821688.1	XP_003417303.1
OG0014539	XP_003764552.2	XP_023403031.1
OG0014540	XP_003760197.1	XP_010594493.1
OG0014541	XP_031806890.1	XP_003411719.1
OG0014542	XP_003762497.1	NP_001267787.1
OG0014543	XP_031818101.1	XP_003415366.1
OG0014544	XP_003772923.2	XP_003414260.1
OG0014545	XP_023357490.1	XP_010589622.2
OG0014546	XP_031800880.1	XP_010591024.2
OG0014547	XP_031822090.1	XP_003414758.1
OG0014548	XP_023362559.1	XP_003411430.1
OG0014549	XP_031820522.1	XP_023400245.1
OG0014550	XP_031819052.1	XP_003406626.1
OG0014551	XP_003765380.2	XP_010590566.1
OG0014552	XP_003770726.1	XP_003416973.1
OG0014553	XP_023358648.2	XP_003422263.1
OG0014554	XP_003764908.1	XP_010600752.1, XP_023398038.1
OG0014555	XP_031796082.1	XP_010598753.1
OG0014557	XP_031817435.1	XP_023407612.1
OG0014558	XP_012400368.1	NP_001290189.1, XP_003405989.2
OG0014559	XP_023359720.1	XP_003405063.1
OG0014560	XP_012403107.1	XP_023409728.1
OG0014561	XP_031811197.1	XP_023414152.1
OG0014562	XP_031799779.1	XP_003410541.1
OG0014563	XP_031809375.1	XP_003404649.1
OG0014565	XP_031804491.1	XP_003419338.3
OG0014566	XP_031821730.1	XP_003417420.1
OG0014567	XP_003762812.1	XP_003406321.1
OG0014568	XP_023354646.1	XP_003419079.2
OG0014569	XP_031825139.1	XP_023411894.1
OG0014571	XP_003764853.1, XP_012400910.2, XP_012400907.2	XP_003421585.1
OG0014573	XP_031821732.1	XP_023412494.1
OG0014574	XP_003759837.1	XP_003421125.1
OG0014575	XP_003769610.1	XP_023402333.1
OG0014576	XP_003763814.1	XP_003416737.2
OG0014579	XP_003765793.1	XP_003414021.1
OG0014581	XP_003755647.2	XP_023408621.1
OG0014582	XP_031819765.1	XP_023414423.1
OG0014583	XP_031804794.1	XP_010597036.2
OG0014584	XP_003762337.2	XP_010588107.2
OG0014585	XP_031793391.1	XP_023415142.1
OG0014586	XP_003757426.2	XP_003407487.1
OG0014587	NP_001277230.1	XP_023403075.1
OG0014588	XP_031822048.1	XP_003414743.1
OG0014589	XP_031794531.1	XP_023398389.1
OG0014590	XP_012404377.1	XP_003408772.1
OG0014592	XP_003761116.1	XP_010598143.1
OG0014593	XP_003772622.2	XP_010598063.2
OG0014594	XP_012396655.2	XP_023401407.1
OG0014595	XP_031822116.1	XP_010586529.1
OG0014596	XP_031820807.1	XP_010586278.1
OG0014597	XP_031818218.1	XP_010593582.1
OG0014598	XP_031809104.1	XP_010587139.2
OG0014599	XP_003769207.2	XP_023402789.1
OG0014600	XP_003773684.1	XP_003412364.1
OG0014602	XP_003771587.4	XP_003407274.2
OG0014603	XP_003766753.1	XP_010584854.2
OG0014604	XP_012403671.2	XP_023409701.1
OG0014605	XP_031801072.1	XP_023409578.1
OG0014606	XP_012406548.1	XP_003422854.1
OG0014607	XP_012402214.1	XP_003418602.1
OG0014608	XP_031807531.1	XP_003419958.1
OG0014609	XP_003771446.1	XP_003405750.1
OG0014610	XP_003765519.1	XP_003415582.1
OG0014611	XP_031808005.1	XP_023414469.1
OG0014612	XP_023355255.1	XP_023410508.1
